[00:00:11.160] ひしひ
[00:32:34.440] 待って。あのベロが青くなるガムな。え、ワークベンチとかないの?いないよね。まさかね。
[00:32:35.440] 100円で2
[00:32:36.159] 個とかしか出てこンクそでかいやつな。
[00:32:38.600] あ、なん、なんとかボルケードみたいな感じでこうやってさ、あの、こうやってなんか
[00:32:43.720] すいません。ごめんなさい。本当に申し訳ないと思ってる。
[00:32:48.000] ブロードトライル。
[00:32:48.880] あみちゃんこんばんは。やってるぜ。
[00:32:52.039] もう全然覚えてなくてさ、前回のやつ
[00:32:54.360] さんとみーちゃんしかいなかったら顎行くであれ
[00:33:18.760] ごめんて。もう今日な全然ストーリー覚えてねえでジョエルって誰だっけとか言ったらみんな怒っちゃって大変だよ。覚えてないんや。ごめん。もうでももう思い出しつつあるよ。思い出しつつあります。もうね、これさ、このさ、武器さ、これ近接武器持ってきてえよな、
[00:33:19.760] 2本な。
[00:33:21.360] ジョエル忘れるとか笑。
[00:33:26.690] [音楽]
[00:33:28.559] これさ、持ってきてえよな。これ、これさ、
[00:33:29.559] 2
[00:33:33.880] 本持ってこうさ、あのさ、あのスプラッターハウスのさ、あのさ、ステージ
[00:33:34.880] 3
[00:33:37.760] のさ、あのボスの前のさ、あのショットガンみたいにさ、
[00:33:38.760] 1
[00:33:42.519] 歩いてこうやってて、こうやって持ってけねえから。こうやって、こうやって、ここ、こうやってこうやってこうやって持ってく。
[00:33:43.600] あの、スプラッターハズみたいに、スプラッターズのショットガンみたいにこうやってこうやって持ち替えながらちょっとずつ進むって。このこれで持ってこういうよ、これ。そしたらだってもったいなくないだって。まだこれ半分ぐらい残ってんじゃん、これ。
[00:33:44.910] [音楽]
[00:33:56.080] いいね。
[00:33:56.880] 半分ぐらい残ってる。もったいねえよ、これ。
[00:34:01.840] だめだ、こいつら。スプラッターハウス分かってねえから。今の笑いどころ全然伝わってねえ。お前らマジか。スプラッターハウスをできないの?
[00:34:11.000] 強制なんて書いてあるけど。
[00:34:13.919] どこへ逃げるのよ。
[00:34:16.440] それはな、隔離地域だ。
[00:34:19.480] 感染者が現れる前にニュースを知った場所だよ。
[00:34:23.510] [音楽]
[00:34:26.720] 名前はたのがそのピ
[00:34:36.000] リピリしてんな。なんかな。
[00:34:38.839] 俺が知る限りビルだけだ。
[00:34:39.960] ビルって誰だよ?ビルって誰?ビルって誰だよ?
[00:34:50.159] あ、ラスアスガチ勢だから。
[00:34:51.879] ラスアスが。あ、あ、あ、ま、うわ、何?怖い。なんだ?
[00:34:56.200] うわ、びっくりした。は、ここらしいでし。
[00:34:59.160] ちょっと、今の何だったの?な
[00:35:00.599] んだ、今の?
[00:35:01.079] きっとビルの仕掛けはトラップだ。
[00:35:05.200] ビルスプロでスプロで。
[00:35:06.359] この人おかしいんじゃないの?
[00:35:08.200] おかしいなんてこじゃないな。だ、ビルって誰だよ?
[00:35:12.640] 一体どういう人なの?怖。
[00:35:14.720] は、密してた時の仲間で。うわ、うわ、うわ。
[00:35:19.000] 達がかりだが。あ、だこだ。
[00:35:21.880] 飛ばされない。え、弟がビル
[00:35:23.480] 気をつけて移動すれば大丈夫。
[00:35:24.839] おい、おい、おい、おい、おい、おい、おい。ボガン、ボガンあるかこれ。ボガン。
[00:35:28.599] ビルは弓が得意なの
[00:35:30.760] らしいな。
[00:35:32.720] 感染者じゃないじゃ。人じゃん。
[00:35:33.720] いや、いきなり急に出てくんのやめてよ。えー、な、え、これナイフ使う?
[00:35:47.280] もらいに行くって言うてなかったっけ?
[00:35:49.440] あ、そうだ。言ってた。
[00:35:51.240] 言ってた。俺はあいつに歌詞があるんだみたいな。大体弓強いよな。
[00:35:55.800] そう、大体こういうのって弓が強いんじゃないか。
[00:35:58.640] 開けてよかったです。はい。開けて。間違って。殴、殴る。殴る。
[00:36:03.880] 開けてよかったです。
[00:36:06.440] はい。はい。はい。たら服。はい。タ服です。はい。タ服。はい。タ服。あ、またなんかあったぞ。だから
[00:36:18.720] 使うだけのメリットがある。笑笑。
[00:36:21.480] 近接武器作る。これなんかの今の杖に今の杖にこのハサミを作る。ナイフ。いや、ナイフだろ。ナイフ作った方がいいだろ。これナイフ作ろう。
[00:36:30.520] 霊コンに殴りかかる系みたいなんやめてね。
[00:36:40.000] 霊コンに殴りかかる系。はい。え、と30
[00:36:41.400] あるんすよ。30。30
[00:36:43.720] あるんで治療の速度変
[00:36:46.640] わらない。
[00:36:47.160] いや、ちょっとまだまだちょっとあれだな。
[00:36:54.280] 開けナイフ1
[00:36:55.119] 個無駄にしたけどまあまあまあこれはあより伝わるだろ。
[00:37:02.079] これさ、じゃ、例えば
[00:37:06.240] 伝わらないことコメントしたベータ派してもいい?
[00:37:09.359] こういうこと?こういうこと?例えばこれをなるほどね。こっちで行きたけばこうしてるってことね。はいはいはいはいはいはいはいはいはいはいはいはいはい。
[00:37:20.240] ナイス。
[00:37:21.240] はいはいはいはいはいはい。これはただ戻ってきただけだよ。多分な。
[00:37:29.599] カッキーじゃん。
[00:37:30.839] こういうことやんな。多分な。戻ってきたわけじゃない。先住進んでるかこれ。でもなんかあんま行けるとこなくねか。
[00:37:40.040] 夕日きれな。
[00:37:41.640] 夕日綺麗だなあ。
[00:37:45.119] どこ入れんの?
[00:37:53.680] これそこ
[00:37:58.280] はあ、別に開けられないか。ここ
[00:38:03.839] は
[00:38:05.839] アイテムあこ家入れるね
[00:38:07.920] 。でも綺麗だよ。うるせえな。
[00:38:13.880] うるせえな、これ。なんかさ、同じような
[00:38:17.280] マップでちょっとわかんねえ。あれ、これ
[00:38:20.200] さっき、え、これあれ戻って照れてねえよ
[00:38:22.720] 。戻ってきてねえ。あれ戻ってきてん
[00:38:26.800] じゃんも。あ、あ、こ、びっくりした。
[00:38:29.359] お前か。あれ、戻ってきてら。
[00:38:33.839] 戻ってきまし
[00:38:39.400] たん。
[00:38:42.200] 俺どっから入った?さっきこっから来た。
[00:38:44.280] 前のゲームだから次行く場所とか見えないのちょっと不便だね。
[00:38:48.480] 言うてだってこのゲーム10
[00:39:09.599] 年前だからね。信じあ、入ってねえやん、ここ。おいおい、レコードショップだ。いいね。ディグりたいね。これ以上持てない。何これ?あ、じゃなんか作るか。ちょっと待って。なんか作らせて。俺火炎瓶。
[00:39:10.680] 火炎便ってま作たの中学やからな。
[00:39:14.359] あ、そんな前なの?そんな前なん?布もらって。うわ、うわ、うわ。ここは入って正解でしょ。うわ、シれてんな。おい、おい、ドラムセットマンじゃねえかよ。
[00:39:29.640] 俺も大学1年の時とかに動画少し、
[00:39:34.079] 元々このゲームプレステ3だったかな?
[00:39:36.440] そうだね。小学生だった。嘘だろ?何歳?
[00:39:40.839] 10年前。17
[00:39:45.640] 歳。うわ、わけ。高校生だ。高校生の時だね。
[00:39:46.640] 17歳。
[00:39:51.240] わかん。これ
[00:39:53.920] 俺とためで草。
[00:39:55.880] 嘘だろ。え?絶対嘘だよ。ふざけんな。おじさんだろうが。便所もあります。
[00:40:07.200] 汗汗。いやせ18
[00:40:10.160] ね。ちゃまおじ18ね。ウェイオ
[00:40:18.440] あ、お疲れ。お疲れずべ。お疲れちゃん。ちゃまおじ。誰がおじさんやね。もうでも俺も
[00:40:19.440] 30だぞ。あと2年でやばすぎるだろ。
[00:40:21.599] 頭一は本当にためならほぼ全員がお父になる。
[00:40:34.079] おしゃれてんね。いいね。こういうお店行きたいね。ちょっと待って。なんか作るべえよ。ちょっと待って。
[00:40:35.160] なんか作っていい?
[00:40:37.760] 若いな。
[00:40:39.280] ハサミが。あ、テープが足んないね。打撃用武器。あ、いっか。テープやっぱテープが必要だな。ちゃんと隅々までこでここにあの変な。ああ、そうだね。あ、死体消えとるやん。こっちか。
[00:41:05.240] なんかこれはどこにつけんだろ、これ
[00:41:09.319] 。え、どこに使うの?
[00:41:12.319] これん?どこに使うの?ここか?ここか
[00:41:16.400] ?ここか?あ、ここだね
[00:41:21.440] 。違う、違う、違う、違う。登るんだっ
[00:41:26.480] てこれ。あ、違、ここじゃねえんか
[00:41:29.720] 。どこに使うんだろう?これ。
[00:41:39.160] え、階段上がれねえのか、これ。え、じゃあどこに使うの、これ?
[00:41:46.079] 笑笑。
[00:41:48.000] え、ここ?
[00:41:49.680] あそこじゃないの?どこ?ここ。
[00:41:54.119] ここまでか?
[00:41:55.760] ここまで。ここまでか。
[00:42:00.640] 蛍光灯変えてくれるんですか?ありがとう。
[00:42:03.720] ちょ、なんか登んないよ、これ。
[00:42:08.680] 笑笑。
[00:42:10.040] え、何これ?え、何これ?何やってんだよ、これバカ。こいつマジで
[00:42:19.559] 届いてないな。
[00:42:21.079] 届いてない。届いてないけど。何?この上。
[00:42:32.440] え、何これ?どう、どうすんの?これ。え、
[00:42:39.240] ここで旅は終わりか?
[00:42:40.640] ここたちの冒険もここまでかなあ。ここまでやってきて。え、ここじゃねえの?置けるからね。でもね、ここね、バカなんかこいつ。
[00:42:47.110] [音楽]
[00:42:56.800] り悪い気士。このゲームこれで終
[00:43:00.599] これで終わりです。終
[00:43:02.559] ちょっと待他ちょっと見てみるけど。あ、いやでもいねえよな。あ、フォローす。読めない。読めない。読めないけどフォローすめないけどフォローありがとう。
[00:43:27.599] え、何これ?わかんねえよ。
[00:43:35.839] あ、何?あ、
[00:43:40.359] あ、窓。あ、窓。え、窓?
[00:43:47.160] 高いか?
[00:43:48.559] いや、ま、届くは届くんじゃない?ダめだな。
[00:43:56.880] ダめだねえ。何これ?
[00:43:58.880] 笑笑。
[00:44:02.359] ここ関係ねえんか?いや、でも絶対ここだよな。ま、ちょっともう
[00:44:03.359] 1
[00:44:03.440] 回ちょっと色々見てくるわ。どっか鳥のいや、でもこんなこんなイベントあってここ何もないわけねえんだよな。ああ、今
[00:44:15.880] トラックの後ろ開けれないのかな?
[00:44:18.200] あ、そういうことだとしたらあのはごいらねえけどな。
[00:44:24.640] おい、このゲームキプレイにイライラしてんだろ、今。おい、なんで気づかねえんだよ。なんで気づかねえんだよ。おい、イライラしてそう。お、なんでイライラしてんだろ、多分今。おい、おめ、俺がこのあんまりサクサク進まないもんだから。
