[00:00:05.319] おはちゃま防人1チルド
[03:11:12.720] だろいいる
[03:11:19.960] うわ
[03:11:21.239] めっちゃめっちゃいるよこれアイテム
[03:11:24.120] そんなないの
[03:11:34.120] にまだか
[03:11:36.960] よ大歓迎パーリーの始まりです
[03:11:47.560] おるや
[03:11:49.330] [音楽]
[03:11:52.000] ん普通の人もいるの
[03:11:55.120] かデブもいます
[03:12:03.359] とファイアフライなんて最初からいなかっ
[03:12:06.560] たと予してみる
[03:12:18.600] なんだよ
[03:12:24.920] くそ
[03:12:31.720] ああいやあどう
[03:12:34.270] [音楽]
[03:12:43.920] しようはたや当確率です拾えるからいい
[03:12:48.840] 最後まで試練が
[03:12:52.120] 続くすごいとこから狙うや
[03:12:55.439] んもうないよ矢
[03:12:59.279] が明か
[03:13:02.479] やん明日かですこれはさすがにアーチャー
[03:13:09.680] レンさあ爆弾祭りしようかそなたは美しい
[03:13:15.399] 足ちゃま
[03:13:17.720] あや落ちてるよしよし
[03:13:38.040] よしあのバカだからバカは多分あそこに
[03:13:40.520] 寄ってくよねバカはそこに寄ってきます
[03:13:43.399] そして火がつきます
[03:13:50.040] 何何なんだよもうどっから来てんだか
[03:13:53.560] わかん
[03:13:59.200] ねえうわうわうわうわうわうわもうなん
[03:14:13.920] だくそ
[03:14:18.600] やるしかねえだろなっ
[03:14:20.560] てああ分かった分かった分かったああ
[03:14:23.640] 分かった分かったやばいやばいやばやばい
[03:14:25.120] やばいまだまだまだまだまだやばいやばい
[03:14:26.600] やばやばまだまだ
[03:14:31.080] まだああもうやるわはいオブは気をけ
[03:14:35.800] てはいオブは消毒
[03:14:38.680] ですおらおらおら
[03:14:44.010] [音楽]
[03:14:53.439] らう生き
[03:15:06.080] てる焦げてるの
[03:15:08.920] に静かに
[03:15:19.640] クソ
[03:15:24.399] がしぶい
[03:15:28.600] な2人なら怖く
[03:15:34.680] ないそれぞれが修羅場をくぐった後だから
[03:15:37.520] なああ取れないかこれもう矢がなくなっ
[03:15:41.040] ちゃった
[03:15:55.920] ローター焼に行った
[03:16:00.359] のこブローたー焼くだろあんなもんデブだ
[03:16:03.760] からよく燃えるわ体脂肪いっぺいあっ
[03:16:13.199] からまだいる
[03:16:15.479] なまだしてんななんか
[03:16:31.920] な声し
[03:16:34.120] てる声
[03:16:40.080] ないやあまずっただ
[03:16:45.319] けどうあんなにたくさん分かってる分かっ
[03:16:48.600] てる分かってる乗ろてああすげえいっぱい
[03:16:54.000] いじゃんあすいませんすげえいっぱい
[03:16:57.120] いるうわ弓やないから
[03:17:07.730] [拍手]
[03:17:15.840] ね弓やねえもんなあ
[03:17:29.940] [拍手]
[03:17:50.279] いやこいつら全員ぶっ飛ばすことできねえ
[03:17:53.120] か
[03:17:55.479] な間違えまし
[03:18:01.900] [音楽]
[03:18:03.960] [拍手]
[03:18:06.399] たもう最悪だ
[03:18:11.760] [音楽]
[03:18:14.000] よなんかもう1回やり直したいぜ
[03:18:20.080] これちょっと待ってこれさもう1回して
[03:18:22.239] ちょっと待ってなんかん3分前1回やり
[03:18:27.199] なさちょっと
[03:18:29.120] 待て納得いか
[03:18:43.680] んえこっからどっから
[03:18:47.479] ああこっからこっからやり直すのあ
[03:18:50.120] ちょっとこっからやり直すんだあこっから
[03:18:52.800] こっからかよちくし
[03:19:09.860] [拍手]
[03:19:15.890] [音楽]
[03:19:27.040] 全部燃やすぞおら来いほら
[03:19:47.279] ああもうリロード
[03:19:49.479] せえ
[03:19:51.000] ああ
[03:19:55.160] [音楽]
[03:19:58.800] もうこっからやり直すの
[03:20:02.800] か笑笑
[03:20:18.610] [音楽]
[03:20:20.319] え
[03:20:20.810] [拍手]
[03:20:24.040] たもしかしてこっから先やり直すとこっ
[03:20:27.399] からになっちゃうのかなだいぶしんどいぜ
[03:20:43.650] [音楽]
[03:20:47.540] [拍手]
[03:20:54.120] いや助けてやりてえけどちょっと
[03:20:56.560] 待て助
[03:20:59.960] よだめだよだめ
[03:21:03.760] めろもに
[03:21:07.040] た
[03:21:08.600] もうまたか
[03:21:14.239] よもあ
[03:21:20.190] [音楽]
[03:21:23.040] うわこんなはしジ知ら
[03:21:29.640] ないくそ
[03:21:41.610] [音楽]
[03:21:57.279] うまナイス
[03:22:21.359] 頑張れ橋もお前がナンバーワンだす足や
[03:22:28.890] [拍手]
[03:22:40.040] くそアイテム全然停し
[03:22:43.460] [音楽]
[03:22:47.479] 人1
[03:23:01.880] パルムし
[03:23:04.199] たなんでバレてんだよもう
[03:23:21.359] うわめっちゃ来てるどうすっか
[03:23:28.160] [音楽]
[03:23:36.880] な助けてよもうあああ
[03:23:58.880] やあくしドジンクリーひドリンクひは
[03:24:04.399] ドリンクひはレブかめ
[03:24:37.760] すごいよく見えたな笑笑
[03:24:46.800] ジョエル
[03:24:59.880] 早く千利ガの
[03:25:03.000] 邪魔ああ矢がどっちも壊れちゃった
[03:25:09.550] [拍手]
[03:25:41.479] あびっくりしたなんだお前か
[03:25:53.800] ねえ見てあんなにたくさんなんとか
[03:25:57.880] 乗り切ろう
[03:26:04.540] [音楽]
[03:26:18.840] やだく
[03:26:48.640] もうなんであいつバレねん
[03:26:56.279] だしいや火炎放射機めっちゃ出てくんな
[03:26:59.479] こんだけ使えってことなんか
[03:27:02.199] なよし
[03:27:04.640] よしいい
[03:27:11.120] ねうまいじゃん
[03:27:15.440] [拍手]
[03:27:17.640] ここにもあった
[03:27:19.359] これ燃やし
[03:27:21.960] かういさ燃やすの結構しんどい
[03:27:32.319] ぜ結構落ちてるよねでも
[03:27:36.520] ね
[03:27:40.359] 150今日も今日お邪魔しますおさん
[03:27:43.800] おはようお疲れちゃんまだやってんだこれ
[03:27:47.439] 燃やせてことえこれ燃やせてってろあちえ
[03:27:53.359] てうわ待ってデブ何人いんだ
[03:28:00.479] よんひさんこんばんは何人デブいんだよ
[03:28:04.279] 平均脂肪率くそ上がっ
[03:28:06.960] てら
[03:28:09.640] デブデブデブしか勝たんデブしか勝たん
[03:28:14.199] やっぱデブなんよ最強は
[03:28:22.800] いただきいただきいいねいいねいいねいい
[03:28:24.640] ねいただきいただき熱いの
[03:28:26.840] にデブ
[03:28:32.600] 同盟結構物資枯渇してき
[03:28:38.520] てるやも作れればよかったのに作れたら
[03:28:42.040] 最高なんだけどな
[03:28:47.399] これまずい
[03:28:52.279] ぜ焼肉パーティー
[03:29:02.000] する待っていた近く
[03:29:06.080] にどこまで来んだよ
[03:29:09.239] あいついやこの家の中通れそうだよね
[03:29:17.479] 焼肉焼いてもい焼く
[03:29:19.960] なこん中行けそう
[03:29:25.120] だこっち行けそうだよ
[03:29:27.600] ねえ行けないの
[03:29:31.479] マジバンバンバンバンバン
[03:29:34.239] ましたバンバンバン
[03:29:39.040] こんばんは焼肉焼いても家焼くな
[03:29:46.560] いや奴らどうしようもねえ
[03:30:07.359] な10時に焼肉焼いて
[03:30:11.680] ねえ一瞬ごつんのに
[03:30:16.120] さあいつ来なかったら逆に切れるぞ俺
[03:30:17.880] 夜ご飯我慢してんの
[03:30:20.239] に笑笑開いてると
[03:30:24.560] 思う焼肉開いてるとこ一応
[03:30:28.680] ある焼肉開いてると
[03:30:31.399] ある
[03:30:33.359] たうべちゃったとあいつ
[03:30:36.720] ぶっ飛ばすあいつあ今日行かないからご飯
[03:30:39.359] 食べちゃったよ
[03:30:42.520] といや弓矢がないのしんどいな
[03:30:47.399] これ銃撃ったらアウトだよな多分なさすが
[03:30:50.960] に
[03:30:56.880] なかったらてやる
[03:31:00.560] よて
[03:31:02.359] そう既読つかない
[03:31:06.520] もんでもの配信でった
[03:31:10.120] ちゃんじゃない誰が誰が誰が俺がふざけん
[03:31:14.560] な好きじゃねえよ別に
[03:31:17.800] 好きじゃねえ
[03:31:19.600] からそりゃ大好きだろ好きじゃねえよ子
[03:31:24.560] 好きじゃない
[03:31:29.560] からああだよなだよですよねですよねです
[03:31:33.680] よねそうなりますよねわかりました
[03:31:46.160] あいつは任し
[03:31:48.000] たどうだ
[03:31:52.239] あ
[03:32:08.960] どりゃおりゃ
[03:32:18.920] うわ
[03:32:26.040] ありおクソ
[03:32:37.000] 野郎ひどいよハウル笑エリア
[03:32:44.000] ナイスこくでこの戦い方
[03:32:49.239] 好き終わった
[03:32:53.560] な終わった
[03:32:57.279] なこの
[03:32:59.560] く今のこのクは多分ジョエルに言っ
[03:33:06.199] たあ今の今のあれか今のこのエリーのこの
[03:33:11.520] クズは俺に言ったの
[03:33:14.760] かでもこうするしかないだろ笑笑こうする
[03:33:19.800] しかないじゃんだっ
[03:33:29.120] て全然物資ない
[03:33:33.600] し全然物資ないし
[03:33:45.960] よしあの箱を落としてくれるか分かった
[03:33:48.680] あれねじちゃんからLine帰ってきて
[03:33:52.520] どりゃうるさいねんて来てるいやそういう
[03:33:55.520] ことじゃなくて来るかどうか聞いてんのに
[03:33:57.520] いいからそういうの
[03:34:06.399] 笑笑笑22時にはつくらしいもうつく
[03:34:10.520] じゃんをけてもう来てるじゃん
[03:34:14.720] じゃあ回スプ回収に来るの飯食い行くだけ
[03:34:19.120] 赤いPSP返す返す返すのけじゃんあいつ
[03:34:21.399] そしたらマイク返してもらうことになるよ
[03:34:23.199] マイクとマイクとあれだよマイクと
[03:34:26.840] nendoSWITCH返してもらうこと
[03:34:28.199] になるよあいつ配信できないね配信でき
[03:34:31.000] ない
[03:34:34.600] ねマイクとスイッチ返してもらおそうれは
[03:34:37.760] そうだよ当り前
[03:34:39.359] じゃんもう配信できない
[03:34:42.640] ねよしここなら安全ちょちょっと前まで
[03:34:47.120] カメラも貸してたんだ
[03:34:54.640] オッケー気をつけろよかなり深そう
[03:34:58.560] だねえ帰ったらそれやろうよ何どれそれ
[03:35:02.120] 水泳教えてあ水泳分かったよ教えてやるよ
[03:35:07.160] あもたれめすたれ多めだよ本当に届かない
[03:35:13.520] ようん届かないの水見れる持たれたこと
[03:35:23.040] はく
[03:35:28.840] 笑なんかないか
[03:35:33.279] なない
[03:35:35.279] ねえどうすんのこれ
[03:35:49.439] んだ届かないんやん
[03:35:52.880] な潜れば通れるかもなあそういう
[03:35:58.880] こと届かない分かってる分かってる分かっ
[03:36:03.800] てるあここ
[03:36:09.720] ね
[03:36:11.520] オオ通り抜けたぞやった
[03:36:16.359] てよし待っ
[03:36:19.920] てろよしよしよしよしもうだいぶジョエル
[03:36:24.160] も回復してきてる
[03:36:31.439] ねああここここじゃそっち鼻なのかいいね
[03:36:35.720] 可愛い
[03:36:42.680] ね何やってんだよお前かなんかお前ジの車
[03:36:47.000] って窓開いたまま洗したやつあそれ前の車
[03:36:50.279] ジュの起き
[03:36:57.560] ますおん上がってこい橋を通れよそっちは
[03:37:03.399] 浅いからなよし
[03:37:17.640] うわ冷たい
[03:37:20.840] 可愛い可愛いな
[03:37:24.319] お前あ待って最初ジョエルはエリのしてた
[03:37:29.239] のもうもうもうラブよもうラブこのドアも
[03:37:32.640] ダメかおい待ておいおなんだあれ
[03:37:35.000] クリッカーじゃねえなんかクリッカー
[03:37:36.560] みたいないん
[03:37:38.960] な家族や
[03:37:43.920] なだと思った
[03:37:46.960] 開かねえもんはどうしようもねえよ
[03:37:49.439] な開かねえもんはどうしようもねえよ
[03:38:04.880] なえ
[03:38:07.960] [拍手]
[03:38:12.840] たちゃんの
[03:38:15.720] ミスチャンネルエストブアステアミスチ2
[03:38:18.960] チャンネルエストブ
[03:38:20.920] アステアこれじゃ持てないって
[03:38:28.640] さ
[03:38:34.120] ん何これどうすん
[03:38:37.800] のん何
[03:38:40.560] これ
[03:38:42.399] えあああ
[03:38:46.920] よし
[03:38:49.040] 足せした
[03:38:51.479] よ行けドアを
[03:38:56.199] 開けろあこれ多分これ気づかずにやってと
[03:38:59.479] ここであいつが覚醒して助けててなるとこ
[03:39:02.040] だったんだごめん先にやっちゃっ
[03:39:05.960] た今明らかにだってあのあいつがいた走っ
[03:39:09.640] てった
[03:39:10.920] もんやねん
[03:39:13.880] それなんかおかしい動きした
[03:39:16.760] よごめんな分かるんだ俺あそこの女の子の
[03:39:21.120] ラスト難しいよな難しかっためちゃめちゃ
[03:39:24.520] あ
[03:39:26.239] あさの下げ工具レベル来た上がり
[03:39:34.439] まんた初見回避神
[03:39:37.199] プレイみで気づくのはなかなかだもう
[03:39:40.600] 明らかいたもったことないからきつかった
[03:39:43.600] あそこだけでやったわ
[03:39:45.920] ゲームうすぎえあそこだけイージーとか
[03:39:48.199] できん
[03:39:50.960] のやってみる
[03:39:53.840] かやもお金28しかないよお金がお金ない
[03:39:58.080] よそんな俺
[03:40:01.359] もう
[03:40:03.880] ディアブロえそうそうあそこだけ銃使え
[03:40:08.880] ないし感じだ難易度変えれるんだねそこ
[03:40:14.319] だけう気をつけ
[03:40:21.680] てねえ見てんあそこあホスたる
[03:40:33.520] やなんだかんだクリアしちゃう
[03:40:36.640] ちゃまもうクリア近いのかな
[03:40:42.080] これ動くなよどこにも行かない
[03:40:46.960] よもう親子みたいな関係になってきとる
[03:40:50.000] やんけもうジャンプ力ねえな
[03:40:53.920] お前あれは飛べないそうすよね飛べないっ
[03:40:57.399] すよねああるあるあるあるあるあるある
[03:41:00.520] あるあるあるあるある俺あんまこれさ水の
[03:41:03.720] 中行くの怖えからやなんだよね
[03:41:42.120] おおこんな狭いとこ行くな
[03:41:52.800] これかなんかマジアイテム少ななってきた
[03:41:56.960] よよし私のはい
[03:42:17.800] おれ
[03:42:20.439] 乗れよし乗れ分かっ
[03:42:24.840] たオ乗った
[03:42:28.239] よ気をつけて分かった
[03:42:32.640] よはい
[03:42:48.479] あそれ音あはいはいはいはいはいはいはい
[03:42:52.239] はいその端
[03:43:01.680] ねさえてるねて山えい
[03:43:06.159] っ
[03:43:10.120] うい
[03:43:11.680] わ
[03:43:13.359] なんだよ壊怖いなもうどうするあな笑なん
[03:43:19.840] とかするよびっくりし
[03:43:22.399] ただよそれえどうするあはいはい分かった
[03:43:27.760] 分かった分かった分かった分かっ
[03:43:32.520] たちょっと待ってこっち
[03:43:35.159] はアイテムちょっと探したいんだけどない
[03:43:38.279] かなもう
[03:43:40.080] ちょっとこことか開かない開くやんけ
[03:43:45.080] ジャンプスケア本当に苦手だよねジャンプ
[03:43:48.040] スケアって何このゲームはしご好きだよな
[03:43:50.960] あああ
[03:43:52.159] あここは来てよかったやっててよかったく
[03:43:55.960] 式ありましたああここあここあこここ
[03:44:01.920] 見逃してたら終わってただろう普通
[03:44:04.800] にさすが
[03:44:07.640] 式やっててよかったぜとか画像でビクさ
[03:44:11.520] せる表現
[03:44:12.840] あジャンプスケアっていうのうん怖い
[03:44:16.399] 大きい音嫌いなんだよね俺でかい声出す
[03:44:18.800] やつ一番嫌い声でかいやつマジ嫌いなの
[03:44:22.439] うぜえともううるせえ
[03:44:25.279] しおめえだよえ俺も大嫌い笑お前じゃ
[03:44:31.760] 突っ込み待ち同族をわかる邪魔あデブ
[03:44:36.359] 刺さってるよあとデブあとデブ投げる前に
[03:44:39.640] 刺さってるあとデブも嫌い声でかいデブが
[03:44:42.880] 一番嫌い分かるわお前じゃ
[03:44:48.199] え笑笑それは俺も
[03:44:51.330] [笑い]
[03:44:55.199] 刺さる笑笑洗面台行ってもろて職が
[03:44:59.720] マカロンとかなあありえないありえない
[03:45:02.479] そうピアスなんかピアス開けてなんか調子
[03:45:05.199] 乗ってるやつ
[03:45:07.239] 嫌いメンヘラかな君は
[03:45:18.120] アス
[03:45:21.760] 落とし上げ
[03:45:24.250] [笑い]
[03:45:27.720] てる2ブロック年こいて2ブロックやっ
[03:45:30.960] てるも
[03:45:33.040] 嫌1個でたら嫌い
[03:45:36.760] 俺こうだろ顔配信となるほどいいじゃない
[03:45:45.399] よしよしよしよしよし部屋ビカビカのやつ
[03:45:52.840] もうん部屋部屋なんかピンク色にしてる
[03:45:56.640] やつ
[03:46:01.120] 嫌いうわ俺が先に行くからお前はついて
[03:46:05.640] こいあこれは泳げんなこれは泳げんな
[03:46:20.439] あねこれる大丈夫
[03:46:23.040] これる
[03:46:25.000] か
[03:46:27.560] おはようジャンプあるなお前俺よりある
[03:46:35.399] やよし
[03:46:37.800] 受け止めてれ大丈夫大
[03:46:45.159] 1人で取れたさっさと外に出よいいね
[03:46:48.080] なんか仲良くなってん
[03:46:57.359] じゃんもう
[03:47:00.279] 娘もう娘と言って
[03:47:04.040] も
[03:47:07.000] 行け危ない危ない危ないなんでだよもなん
[03:47:11.640] でだよもうもう何やってん
[03:47:15.720] もう何やってんだよ
[03:47:24.800] もういやわかんないわかんないわかんない
[03:47:27.080] わかんない急にこんなアクションやった
[03:47:28.680] ことない急にこんなアクションやったこと
[03:47:30.960] ない
[03:47:37.080] だろやったよ
[03:47:45.080] そあいたや
[03:47:49.800] ほらなんだももうアンチーテットだよこれ
[03:47:55.080] うわうわうわもうアンチーテット
[03:47:58.870] [音楽]
[03:48:01.960] やばい
[03:48:10.220] [音楽]
[03:48:12.760] ああばや
[03:48:22.000] え俺あこれ俺操作すんのこれティッグすぐ
[03:48:25.159] 人のこと沈めよる危ねえ
[03:48:45.159] お
[03:48:46.120] エリおい
[03:48:49.290] [音楽]
[03:48:55.800] エリするしかだろ待て待て
[03:49:05.040] 待てやってん野郎ちょっと待てよ
[03:49:16.040] ファイアフライへよう
[03:49:18.159] こそあれ悪かったわね知らなかったあれ
[03:49:21.800] こいつ無事だよし
[03:49:25.680] [音楽]
[03:49:30.359] たあと言わ
[03:49:32.760] ないあれこいつこいつ違うやつだよ
[03:49:36.960] ねマリーンじゃないよねどのが
[03:49:45.040] マリンじゃないよねだったのかも
[03:49:48.399] な
[03:49:52.199] あのごめんちょっと待ってあのはいあの
[03:49:55.000] すいませんあのおだってすげえすっげえ
[03:49:59.720] いいタイミングでじちゃんつきまし
[03:50:04.399] た残念続きはまた次回
[03:50:09.000] 笑笑あいつさ笑笑草飯食ってらざけな
[03:50:16.439] よめちゃめちゃいいタイミング本当いい
[03:50:19.840] とこでここ
[03:50:21.880] までとで引っ張る
[03:50:24.800] 失
[03:50:26.560] たにリビングげとあがれしないとまた
[03:50:31.439] 分からなくなるよちゃま
[03:50:37.359] ちゃま一緒に配信しろもうもう隣で見てて
[03:50:41.479] よもう心配しないでだね私たちがいやまず
[03:50:45.840] エリーに合わせて
[03:50:49.359] くれ無理ね手術の準備マリーン何の手術
[03:50:55.040] するきてたんかによるとあの子が感染した
[03:50:57.600] 寄生金は突然変異なのだから免疫がある
[03:51:02.720] それを切り取ったら解析できるのよ
[03:51:05.120] ワクチン
[03:51:07.720] がワクチンを金は喉同化してるマーリーン
[03:51:12.439] の方が早くついてるとかさ
[03:51:15.399] そうよま曲あったからねでもね確か
[03:51:19.319] にワワ他のやにしろ他にはいない
[03:51:26.040] のいやめ
[03:51:29.199] て
[03:51:32.000] わかるでもあんたが感じてる辛さより私の
[03:51:35.760] 方がずっと辛いの赤ん坊の
[03:51:39.760] 母親にあ子のまたん
[03:51:44.760] 大だからよあの子よりも何がそれしか方法
[03:51:49.640] がないの
[03:51:58.239] 反対か仕事できないお前はそういう
[03:52:06.920] だっ外に出して脳みそ切り出すもし抵抗し
[03:52:10.960] たらちなさい
[03:52:15.760] バカな真似はしないでね
[03:52:18.810] [音楽]
[03:52:25.319] ジョエル
[03:52:29.720] たて聞こえただろう脳みそ少しぐらい取っ
[03:52:33.040] てもしなんやろえ脳みそを取るのそんな
[03:52:36.239] ことすん
[03:52:41.560] の
[03:52:43.439] よし
[03:52:45.239] 行け切る場所が問題やねん脳にワクチン
[03:52:49.399] あるのどこにるよね噛まれたとこの細胞
[03:52:53.439] じゃダメなのそんなことさせない脳と金が
[03:52:57.080] どうかしてるって
[03:53:01.000] どっそんなグロいこと
[03:53:06.439] するあ
[03:53:11.239] リ何をしてるんだ行け
[03:53:16.560] てよしよしよしはいよしはいよしはどこだ
[03:53:20.760] はいよし時間が
[03:53:23.159] ないどこ
[03:53:28.080] だ最の奥
[03:53:38.399] だやっちまった
[03:53:41.560] なやるね確殺とはいすいませんはいここ
[03:53:46.600] までし
[03:53:47.960] ますはいここまでにしますとありごます
[03:53:52.560] じゃちょっと飯食ってくるわじんちゃん
[03:53:54.680] と笑笑
[03:53:57.640] パチパチパチいうわけでねちゃまいいとこ
[03:54:01.080] でビブレチプゆっくりいいいとこでいい
[03:54:05.000] とこなんだけどごめんなやだやだやだやだ
[03:54:08.000] やだやだこの面白さを広めてきてじちゃん
[03:54:11.920] マジで許さない嘘だよなちゃに広めても
[03:54:14.920] しょじちゃんは分この面白さ理解できない
[03:54:16.800] からえなんでえなんでこんなんなってんの
[03:54:20.199] 爆弾落とせばいいじゃんてそういう感じだ
[03:54:23.239] から多分ちゃん
[03:54:25.319] はじちゃんには多分無理だと思うえっとね
[03:54:29.319] 今日の夜どうだろう多分じちゃんがそんな
[03:54:31.840] 素直に帰ると思わないんで多分明日だと
[03:54:33.680] 思う続きは時半にいた多分明日だと思い
[03:54:36.920] ますからやっててああ確か
[03:54:39.920] に確かに娘いるからな確かにな
[03:54:44.840] 終わったら貸すか終わったら貸すかやつに
[03:54:47.720] まいいやちょっとちょっとうんちょっと
[03:54:49.800] 行ってくるねちょっとでもじちゃんの心に
[03:54:52.680] 刺さるのかなどうだろうまちょっとどう
[03:54:55.000] だろうわかんないけどまちょっとレドして
[03:54:57.199] 終わろうかなあと貸したら帰ってこ娘さん
[03:55:01.920] からの導入熱い娘がいるからな気をつけて
[03:55:04.960] ねあいいよありがとうこの時間にやってる
[03:55:08.479] お店があるのか僕には分かりませんけども
[03:55:11.319] ね
[03:55:15.800] そうしたらどうすっかななきちゃんにレト
[03:55:19.319] しよっかな飯
[03:55:22.880] 配信今日終わり何
[03:55:27.040] こいつ好き家買ってきてコントラやき
[03:55:30.159] ちゃんこれ何やってんのこれレドしていい
[03:55:32.800] んか
[03:55:34.479] なめちゃおもろかったおありがとうまた
[03:55:37.680] やるまた続きやる
[03:55:39.439] よ今日ちょっとな2000人記念みたい
[03:55:42.319] 2000人記念だって
[03:55:46.279] え何このドラマみたいの取ってんの何これ
[03:55:48.439] ちょいいやちょず見に行こうわかったじゃ
[03:55:50.399] なきちゃんに行きますなきちゃんうちの
[03:55:52.319] あの俺のイベントにも出てくれるから
[03:55:54.279] ちょっとみんなあの知らない人は全員
[03:55:56.159] チェックとフォローとえサブスクとティア
[03:55:59.439] さんサブスクよろしくお願いしますはい
[03:56:01.080] あざましたまたねありがとうねまた続き
[03:56:03.040] やりますほじゃなお疲れ
[03:56:06.479] ちゃまだありがとうバイバイ
[03:56:14.560] おつねおつおつリアムレディングおつでし
[03:56:18.680] たお疲れ様でしたお疲れ様でしたみよかっ
[03:56:22.479] たらさんのことフォローしてください僕の
[03:56:24.479] イベントにも出演してくれる方なん
[03:56:28.279] で2000人記念なんでな
[03:56:37.190] [音楽]
[03:56:49.720] いれなでも
[03:56:52.760] ラスタ
[03:57:09.199] なこのゲームやって全然喋れないの申しね
[03:57:12.439] もう集中すぎてあ
[03:57:15.150] [音楽]
[03:57:22.319] ありがとう飯食腹減ったわよし用意してく
[03:57:33.660] [音楽]
[03:57:36.560] かってよせてるんやろいやまいいよが待っ
[03:57:42.439] てんのはまいいまたねお疲れ
[03:57:46.840] ちゃん楽しい飯になりますようありがとう
