[00:00:25.480] 会館ちゃまきちゃグググ
[00:35:14.520] ちゃったね分からせられ
[00:35:20.119] たお兄さんわからせエンド来るこれいて
[00:35:24.160] お兄ちゃんもう終わりええ
[00:35:28.200] ういお疲れ
[00:35:31.320] あ
[00:35:33.040] 難しいちょっとなんかショックでできなく
[00:35:35.760] なってき
[00:35:36.640] たあさんこんばんは分からせられる方が
[00:35:40.240] 好き
[00:35:41.960] そうあどちらかと言えばなどちらかと言え
[00:35:46.240] ばそうかもそうやもしれないなうんどちら
[00:35:49.520] かと言えばなうんどちらかと言えばそうや
[00:35:51.839] もしれないな
[00:35:58.079] うよしもうもう1回やるぞもう1回やるぞ
[00:36:00.319] だらえこうでこうでこうでえこうで違う
[00:36:06.119] ここ作っちゃだめなんだでこうで
[00:36:12.240] ええこうでここでこうで
[00:36:17.119] えっとこうでこうでまずここに入れてはい
[00:36:23.160] はい
[00:36:24.839] えもうけよなう行ける
[00:36:29.680] から
[00:36:31.800] えっと
[00:36:33.319] えとそんでここを崩せかよしオオオケでん
[00:36:37.240] で
[00:36:39.000] えっとここでここに閉じ込めるか
[00:36:44.520] ねオッケーオはいはいはい
[00:36:49.960] はい結局の末
[00:36:55.319] ちょもう
[00:36:59.160] もう行かせてくれもうあこいつバもうもう
[00:37:01.359] ちょっと行かせてくださいあらしい味じゃ
[00:37:03.760] なくて
[00:37:04.839] ねいやもうちょっと行かしてくれ
[00:37:07.839] もうもうちょっとで行けそうだったのに
[00:37:11.400] くそ
[00:37:15.960] 行け行けあかなんかメスがきいるななんか
[00:37:19.560] なメスがきがいる
[00:37:23.319] 今日分からせられちゃうかもしんねえな俺
[00:37:31.560] いやちょっと欲張ったよちょっとちょっと
[00:37:33.760] しっかり真剣にやちょっともマジで行くわ
[00:37:35.480] じゃこ本気に行くちょっともうちょっと
[00:37:37.040] 黙ってて本当
[00:37:38.720] うるさい今着したねちょっとうるさい
[00:37:42.760] からあちょっと待っ
[00:37:46.400] てなんでこうなるんだよはいはい着しない
[00:37:51.880] 着しない着しないちょうるせえうるせえひ
[00:37:56.240] ちゃこんばんは
[00:37:58.400] 率持って煽ってくるんだろう
[00:38:01.599] ね何攻殻率でパチャップス持っそうか言う
[00:38:07.520] ほどあまアアなアアをちょっとエロく
[00:38:10.400] なめる
[00:38:11.920] ガアをエロくなめるガキな
[00:38:15.560] ら丸山ゴンザレスさんこん誰が誰が誰が裏
[00:38:19.640] 社会の裏社会に詳しいデブだよ
[00:38:22.920] お前笑笑誰が裏社会に詳しいデブだよどう
[00:38:26.560] もこんばんはそうそれあれなんでなんえだ
[00:38:31.400] あれだよちんちんに見立ててんだべチッパ
[00:38:33.760] チャップスをの声今静かにして木の下に
[00:38:37.760] れるなり我がそのれるなりとじき安き心に
[00:38:42.640] あるお父さんかっこいい
[00:38:44.960] じゃんお父さんかっこいいなんなんあれ
[00:38:49.880] あれ好きすぎるんだけど俺
[00:38:51.839] あれあんな香ばしいのなかなかねえよな
[00:38:57.599] 香ばしすぎるだろ
[00:39:01.240] あれえっと待ってねちょっと本当に
[00:39:05.800] ちょっと本当に静かにしててみんな本当
[00:39:07.400] うるさいからちゃま心やらかなりちょっと
[00:39:10.319] あれかっこよ
[00:39:12.560] すぎるちょっと待てえっとどうすんだっけ
[00:39:15.599] なあれこれあれなんか間違ってるお間違っ
[00:39:21.000] ちったじゃねえか俺なんかわけわかんね
[00:39:23.359] もうちょっとここで積むとかなだろこや分
[00:39:28.599] わなんだそのなんだその
[00:39:31.640] 怪あひめひめこんばんはじゃないうるさい
[00:39:34.839] ねさっきからちょっとまちょっとちょっと
[00:39:37.760] 待てまあ待てまあ待てまあまあ待て
[00:39:43.040] よまあ待て
[00:39:45.640] よはいはい天才分はいはいはいもうもう
[00:39:52.760] もう行くぞく
[00:39:58.760] もう行かせてくれ
[00:40:02.280] よちょもう我慢できん
[00:40:06.560] もうもう我慢できんよ
[00:40:09.200] わしもうもう我慢できんだよわしもう
[00:40:11.640] ぞろぞろ行かん
[00:40:20.400] とよしよし分でしたおしよし
[00:40:25.280] よしあ
[00:40:35.520] ちょっともうええて時間かかってるかて
[00:40:39.920] どうだろただ答えは分かってん
[00:40:43.839] ね答えは分かっているから
[00:40:50.920] ね丸山ゴンザレスこ丸山ゴンザレスに見え
[00:40:54.599] てきたなこの下のな
[00:40:58.520] おいでどうすんだっけなえっとね間違っ
[00:41:01.400] ちゃったさっきここ
[00:41:03.760] はこう
[00:41:06.240] でえっとねこう
[00:41:17.480] でこう
[00:41:23.599] でこうであでで
[00:41:27.760] ここでこう
[00:41:28.920] か全員が入った時全員が入った時にぴょん
[00:41:33.520] ね全員が入ることある今やあ違っ
[00:41:41.160] たここやついてんね今
[00:41:46.920] 待て
[00:41:49.720] ここちゃうねん
[00:41:52.000] ないやこれバラつきがしんどいぞ
[00:42:00.240] いや超バラついてんもんでバラつくことが
[00:42:03.119] あんのねいやちょっとこれちょっとさ気が
[00:42:06.640] 崩れるときついですねこうもうちょっと
[00:42:11.440] ごめんあ蓋しとくべきやったか
[00:42:16.480] ないやまだあっちこ来ないから
[00:42:20.359] な最悪あそこ蓋しちゃえば
[00:42:33.240] ここ難しい
[00:42:35.720] よ
[00:42:37.319] がおもろい難しい
[00:42:41.440] よほんまうざったあの霊みたい
[00:42:49.440] なおいちょ
[00:42:52.839] 間違える間違え
[00:42:56.119] た
[00:43:00.920] ませいいよね老
[00:43:04.319] あ何何何
[00:43:07.559] ロリ
[00:43:09.520] サウナサウナの話してる俺サウナ好きよ
[00:43:13.440] めちゃめちゃサウナ好きやよ
[00:43:18.400] わし整っ
[00:43:20.559] たサウナ起こすからきれだあま弱い人はせ
[00:43:26.119] 何それ何何それ
[00:43:27.960] 何バこんばんは整ったのってるの
[00:43:32.440] かサウナめっちゃ好きで一時期はまってた
[00:43:35.319] わ夜勤焼けにめっちゃ行って
[00:43:40.720] た待って
[00:43:42.680] えっとちょっと待ってうるさいえっとねあ
[00:43:47.839] ここ
[00:43:48.559] だえなんかこっ集がむずい明けサウナ隊長
[00:43:54.280] 大丈夫なんか
[00:43:56.040] オえ全然平気だよ大丈夫だったよ77
[00:44:04.280] 疲れ疲れゲーム今日もやって戻し作業から
[00:44:08.880] やってい
[00:44:11.040] ますサウナ
[00:44:15.280] さやできねえか
[00:44:21.920] ど相当く
[00:44:24.200] ないここさあまで結構むずいよ
[00:44:29.720] ねだ下やるとこのサラマンダねここ
[00:44:33.359] ジャンプしたくねえんだ
[00:44:35.160] よこうねああここ置けないもんねやっぱ
[00:44:40.640] 行くしかねえんかなま行くしかねえん
[00:44:42.880] だろうな多分
[00:44:45.400] なこうこうでこれをよけてオもいちゃちゃ
[00:44:51.960] ちゃちゃあナイスナイスあいつ壊してくれ
[00:44:54.559] てありがとうよしよしよしうま
[00:44:57.760] あくぞどれ何やねんなんやねんこいつ集合
[00:45:03.280] でサウナ入ってんのなさサウナ入ると
[00:45:06.000] なんかさ精子が死ぬって言うやん使い道
[00:45:09.800] ねえのに気にしてやめた
[00:45:13.000] わ精子死んだらやだなと思ってや
[00:45:17.000] じゃんやじゃない精子死んだら言うじゃん
[00:45:20.400] 金玉なんかあの熱に弱いらしいじゃんあ
[00:45:23.760] ここあれどこだったかなどっかにあんだよ
[00:45:25.359] なここなどっかにあるんだ弱いからねち
[00:45:28.839] すぎるのはくない凍して入り
[00:45:32.720] まともれるえそうなハゲにもなっちゃうの
[00:45:38.119] 元気かどでて
[00:45:44.000] うしい俺の精観察
[00:45:47.760] 配信最悪すぎるえ俺の観察配信していいの
[00:45:53.640] になるそれなんないよ
[00:46:01.480] ねの
[00:46:03.240] 生卵たら
[00:46:06.520] んああなるほど茹でたら戻んないんだ見
[00:46:11.720] てるだけだから
[00:46:21.839] さんこんばんはどうもやりますやってまん
[00:46:24.800] で今日もこ
[00:46:30.520] ここそんなむないねんな確か2世代のセ
[00:46:34.960] 危ねえこれさこっちってなんかあんの
[00:46:39.440] こんななんか意味になんかあるけどビエル
[00:46:42.520] だけかなんかさワープがあるって聞いた
[00:46:45.920] けどを使わないとハゲになっちゃうハゲ不
[00:46:50.119] 最悪やん
[00:46:57.240] ね役満などどっかにあるって聞いたんだよ
[00:47:02.640] ねあ戻るんかこれあーまでもいいや
[00:47:08.079] まあまあまままちょっとすいません
[00:47:11.000] あの女戦士ルートでいきますくっごめん
[00:47:15.559] ちょっとこれももう本当屈辱だけどこれ
[00:47:17.200] でくわ屈辱だけどなおなけクリアで行き
[00:47:22.680] ますマジかええやん別戻プライドいい
[00:47:29.559] なここはどうやってやってたか
[00:47:32.640] なそんなムないやろこれてか見た
[00:47:41.559] 感じさっきのステージにワープあるという
[00:47:44.640] み大正解でしたあやっぱあるんだありそう
[00:47:48.079] だもんねなんか意味に何にもない空間あっ
[00:47:50.440] たもん
[00:47:52.559] な多分なんか見てねあののポイントで
[00:47:58.559] ブロック出してブロック崩せば出てくる
[00:48:00.319] みたいなそういう感じなんだう
[00:48:07.240] ねん
[00:48:15.359] だねじちなみにワープアイテムは翼の形を
[00:48:19.480] しています
[00:48:29.559] それはない
[00:48:35.000] よもうこれ行っちゃうよ
[00:48:37.640] 俺シュト
[00:48:42.119] です
[00:48:45.319] 危ななんなんだ忙しいな
[00:48:50.799] ここなんかこれ戻し作業結構かかり
[00:49:05.040] 笑笑こんなとこ俺サクっと行ってた気が
[00:49:08.040] するけど
[00:49:11.160] なあいつがこのこいつがだるいんよねマジ
[00:49:15.280] で
[00:49:32.400] ちょっとだちょっと
[00:49:37.839] だ笑笑
[00:49:41.240] どう笑笑ちょっと
[00:49:52.040] もし無理やなこれ
[00:49:57.480] ちょっとちょ何これちょっと難しくなんか
[00:50:01.760] 俺こんなとこサクサク言ってた気がすんだ
[00:50:03.720] けど
[00:50:11.000] ながばえちゃうねんちゃうねんちゃうねん
[00:50:14.960] あるぽこんばんはちょっともうちょっと
[00:50:17.599] 死んどい
[00:50:21.520] てちょっと1時間で戻るって決めてるんだ
[00:50:24.520] 俺は
[00:50:28.640] どう行くのがええんだろうねこれ
[00:50:39.359] ねやばいやばいやば
[00:50:42.079] やば見えないなんか見えなかったよ
[00:50:45.799] ちょっと
[00:50:47.640] じしんどいな戻し作業
[00:50:51.680] な戻作業意外としんどいなすぐ終わると
[00:50:54.880] 思ったんだけどな
[00:51:06.240] ちょ頭がなんか向いてない今なんかこの
[00:51:09.559] ソロモンのなんか目ゴロゴロする
