[00:00:04.720] 1コメ検討1
[00:29:13.760] です落ちそう1回落ちるかもこれ落ちるか
[00:29:17.080] もしんないまたね待てすぐでもすぐ3万
[00:29:24.159] 3万月100円積み立てで間に合いそうあ
[00:29:28.360] これはまずいなたこれちょっと待ってこれ
[00:29:30.559] やばいこれちょっと落ちるわ絶対落ちると
[00:29:32.960] 思うえもうこれだるいんだけどマジ
[00:29:36.360] でブルス君になんのよこのなんかUSBの
[00:29:40.200] 異常なんかわかんねけどDSUSBでさ
[00:29:42.480] 映してんだけどこれ何回もさしてると
[00:29:45.240] なんかねなんかパソコンがぶっ壊れる
[00:29:47.519] ぶっ壊れるとかなんか異常感知しましたつ
[00:29:50.200] 落ちるんだよなんかこれ今なりそうな感じ
[00:29:52.039] するこれ落ちると思うえチャンネルはその
[00:29:56.440] ままで
[00:30:01.799] ああUSBやりまくってるとあるねあるよ
[00:30:04.960] ねでもねそうしないと映んねんだよ
[00:30:07.320] これそれUSB弱弱弱弱USBなんだ他の
[00:30:11.360] とこ行こいやちょっとおい落ち
[00:30:14.080] ないあよしよしよしよしよしよしよしよし
[00:30:17.919] よしよよしよしよしいいよいいよいいよ
[00:30:19.799] よしよしよしなまずいこれはいや耐えるべ
[00:30:24.559] あ全然耐えるよあまやんだねこれまずい
[00:30:31.320] パいやでもゼルガさんは安心感あるわ
[00:30:35.720] トマンめっちゃ安心感ある抜群食らっても
[00:30:38.240] あんま食らわないからね危ないいや全然
[00:30:41.559] 平気全然平気飯何食べた俺は食べすぎ今日
[00:30:45.200] 何食べた好きなも本は遊びに行くならどこ
[00:30:50.039] に行くの何食べたのランディはランディ何
[00:30:54.200] 食べた
[00:30:56.919] のパワージェムとかやってみるカンパン
[00:31:00.559] 食べ
[00:31:01.679] たなんでなんで1人だけなんか避難避難
[00:31:05.440] 生活みたい
[00:31:07.159] ななんで1人だけカンパンて笑笑避難生活
[00:31:11.559] してるやついるやん手羽手羽でお腹
[00:31:15.440] いっぱい気持ち気持ち悪くなるぐらい手羽
[00:31:18.559] 食えるってめちゃめちゃ幸せじゃない
[00:31:20.760] 羨ましいんだけど手羽でお腹いっぱいにな
[00:31:24.039] るって相当お金かかるぞ森お汁子しか食っ
[00:31:27.200] てねえ最近
[00:31:28.679] 糖尿病になるぞ柿の種柿の種なんかなんか
[00:31:32.880] 女の子って感じするわ何それも食え待って
[00:31:36.960] これ死なないよね大丈夫だね死なないね
[00:31:38.279] 大丈夫死なないよ大耐えるよね
[00:31:41.080] よしでも手羽きれに食えねえからのの
[00:31:45.279] イントネーションがなえ手羽え手羽手羽
[00:31:49.559] どっちでもいいだろ長崎なのこれって
[00:31:56.840] 死ぬ出してくるのね今日は導だよいい
[00:32:00.399] じゃんめちゃめちゃいいそういうのでいい
[00:32:03.559] わけよ誘導婦とか
[00:32:05.880] なま僕は今日も京都で鍋ですけどどんだけ
[00:32:09.840] 鍋食ってんのもう楽なんだよね考えなくて
[00:32:13.159] いいしつ買えるだけで別の料理だからな肉
[00:32:16.679] があ
[00:32:17.919] いい肉じゃがいい鍋最高なに食べやすい
[00:32:23.159] ように処理するあそうなんだあの汚い食い
[00:32:25.760] 方俺さだからさなんかみんなで飲みたとか
[00:32:28.279] してさ手羽とか出てくんじゃん恥ずかしく
[00:32:31.039] て食えねえんだよ食いたいのにあれ食っ
[00:32:33.880] てるの見られんのがいっちゃ恥ずかしい
[00:32:35.360] だろわかるなあオムライスいい
[00:32:38.919] ねちょっとあのさあれみたいなん作って
[00:32:42.480] ほしいわあのあのなんだっけあのこうやっ
[00:32:46.519] て切ってふわってなるやつ大名剣みたいな
[00:32:50.639] カミチキンも敵わかるからチキも敵うめえ
[00:32:53.840] んだけどなめちゃめちゃ食いてんだけど
[00:32:55.880] 人前で食いたくねえあれ一番恥ずかしいよ
[00:32:58.880] あれ食ってんのイ作れませんオムライス
[00:33:03.399] しか作れないまぜひこれからねあの色々
[00:33:07.000] 料理を勉強してもらってままだ若いからね
[00:33:09.840] ただ料理できる女の子ってのはやっぱ強い
[00:33:11.919] やっぱ胃袋をつむってのは度高いやろあれ
[00:33:14.639] やんだからこうやって切ってふわって切っ
[00:33:17.080] てふわってなるやつなんかデミグラス
[00:33:20.000] ソースなんかかけちゃってさ最高だよ
[00:33:23.200] なほんまにそう何何ほんまにそうって何何
[00:33:27.880] 何に対し何に対しあのこれが最高だよなっ
[00:33:31.039] て
[00:33:32.639] ことちょっとしびれビレ飛んないとしびれ
[00:33:37.320] ビレクラボの見つかっちゃうか胃袋つまれ
[00:33:41.080] てるああそうそうそう胃袋つまれてると
[00:33:43.080] やばいよねやっぱねの肉詰め作れたわええ
[00:33:45.679] いいじゃんいい
[00:33:48.120] ね胃袋捕まれのはやっぱ男は弱いっすよね
[00:33:52.399] 料理されたらたまんねえなやっぱなてか
[00:33:55.600] やべえ料理配信もしたいな
[00:34:00.200] ツンベアー
[00:34:03.799] 部が悪い部が悪いというかあんまりあれだ
[00:34:06.720] なよろしくないなこの相性的に男したい
[00:34:12.119] ねないから全部同じよう
[00:34:15.800] ないやあのね茶色が
[00:34:19.240] 1番茶色が1番なんよれいんあのお弁当お
[00:34:25.119] 弁当パカって開けた時に茶色かった時の
[00:34:28.919] 嬉しさね
[00:34:30.280] うん男はそれでいいんだようわ
[00:34:33.560] バレンタインつくんだいい
[00:34:35.520] ねバレンタイン作る配信しないよ
[00:34:38.119] バレンタイン作る配信茶色が最強だよ
[00:34:44.399] なあのチキチキボーンとか入れときゃいい
[00:34:48.040] んだチキチキボーンとあの巻きポテト
[00:34:52.839] とそれでいいんだよあれは入れてねあれは
[00:34:56.079] 入れてほしいカップの付のさカップの
[00:34:58.680] グラタン入れてねそれは入れて絶対グラ
[00:35:02.200] そうそうそうそうそうカップのカップの
[00:35:04.520] あのカップのあのくまさんのさ食べもっ
[00:35:07.280] たらそこに占いついてるやつお弁当チョコ
[00:35:10.160] はやだなお弁当チョコはやだ
[00:35:12.720] なそれ大好きあれめちゃいいあれうまいよ
[00:35:15.880] ねあれあれってでもあのサイズだから
[00:35:18.960] 美味しいんだよな多分あれがあのさあれ
[00:35:21.520] あれがさお茶まいっぱいてかその容器
[00:35:24.119] いっぱいだったらねそうはいかないあの
[00:35:26.119] サイズだからうまいんだよねあれね
[00:35:29.960] のり巻きチキンうまいねのり巻きチキン
[00:35:33.560] うまい最高最高それでいわそうそう
[00:35:36.839] そうそうしかもあれの何がすごいって
[00:35:38.800] お母さんにもすごくあのあの主婦の方にも
[00:35:42.119] 良くてあの自然回答でいいわけだ
[00:35:46.000] からあるあるあと俺あれ好きなんだよな
[00:35:49.720] ちわの磯あげみたいなやつあれ
[00:35:51.520] めちゃめちゃうくないあれがさ2個ぐらい
[00:35:54.800] さあお弁当の端っこに入っちゃたあ
[00:35:58.119] お母さん好きってなるあお母さん好き
[00:36:00.920] 分かってるわあれめっちゃうまいよねあの
[00:36:03.960] 弁当のちくわの磯べあげみたいなやつ
[00:36:06.720] チーズインハンバーグがあいいねいいね
[00:36:08.960] いいねハからだなお高校の時毎日った
[00:36:14.119] お母さんありがとうもう何年も食ってねえ
[00:36:16.720] けどあんなもん食いてえなゴルーグって何
[00:36:20.280] だっけエスパータイプだっけかえっとじゃ
[00:36:24.160] ウちゃんで行こうのエビシマが夏のお弁当
[00:36:26.839] でくこれはしんどいなそれはしんどい確か
[00:36:30.480] にでも夏の弁当は確か危ないよね同じお
[00:36:34.680] 弁当食べてった大体一緒だよ
[00:36:39.599] なあソースカツも好きソースカツあのもう
[00:36:44.079] ソースびちゃびちゃになってるやつあの
[00:36:45.720] もうソースが全部にもう死んでるやつの
[00:36:49.359] おさんの弁当をわそれ知てる知ってる知
[00:36:52.280] てる見た見た見た見た見た洗うからはいよ
[00:36:55.480] はいよ携帯濡らすな大丈夫だか気をつけろ
[00:36:58.359] よあれ泣けるよなあれ泣けるめちゃめちゃ
[00:37:00.520] めちゃめちゃ泣ける働きながらやってくれ
[00:37:03.040] てんだよおめえに何がわかんだみたいなな
[00:37:09.839] あ来たまさすがに切るだろだよなお前だと
[00:37:14.800] 思ったぜこもデュン来たねこもじュ
[00:37:18.359] 懐かしいこもジン懐かしいなこもこもり
[00:37:22.880] ビュン来たねこもりビュンにんなかお疲れ
[00:37:25.560] 今日最終回あります来た
[00:37:29.480] なやはりお前を超えないとなやろ大丈夫
[00:37:32.960] こいつに負けるなんてことはね2人とも
[00:37:35.119] 髪型すげえなネットテレレ
[00:37:39.599] ててお前さ4匹しかポケモン持ってないっ
[00:37:42.440] てなめてんの4匹匹しかポケモン持って
[00:37:45.160] ないじゃん朝までじゃないです今日明日
[00:37:46.800] 仕事なんですいませんすいません社畜なん
[00:37:48.720] であの足よ俺も俺もまま確かにな確かに俺
[00:37:53.000] もなかなかの俺明日仕事なんだ
[00:37:55.880] よごめんな社畜
[00:37:59.079] で社畜も社畜最高すぎるどど社畜何
[00:38:04.079] バッフロンてあお前
[00:38:05.960] かじゃあレドリレのフィナール見れそうだ
[00:38:09.000] 見れない見れないしょうがないねはいはい
[00:38:12.000] 一
[00:38:14.079] 発いやさすがに別にこいつながら見てる
[00:38:18.119] けどなんか
[00:38:19.480] ねさすがにこいつ打点ないでしょこれうわ
[00:38:22.480] 使ってくるんだ
[00:38:25.960] だる仕事ずっと忙しそううんまあ忙しいっ
[00:38:30.240] てかま俺はあの祝日休みないから
[00:38:35.040] さまあ耐えるだ大丈夫
[00:38:38.599] でしょこいつどんな技出してくんだろう
[00:38:40.920] ステミタックルとかやってくんのかな
[00:38:43.400] アフロブレイクってなんだよ汚たねえ何
[00:38:45.880] これ陰毛アタックうえ
[00:38:51.680] つよえこれさすがにエスト勝ってるから
[00:38:55.040] いけるよねえ行けるよ
[00:38:58.160] オオオえ強何アフロブレイクっ
[00:39:03.400] てサも使えそうな技セフ
[00:39:07.880] セフじろだ来たねったパになストパーに
[00:39:13.680] なる
[00:39:15.640] 危ねえリザポよ行ってみよう
[00:39:20.440] ねロカスお前に負けねえや57悪くねえ
[00:39:27.760] ま耐える通り
[00:39:29.160] なしま一発でしょはい一
[00:39:36.359] 発コなまだレベル低いなバオッキーて何バ
[00:39:41.680] オッキーってなんだっ
[00:39:44.440] けバオッキーて炎の猿だよな多分な今の
[00:39:48.400] モデやるな
[00:39:50.480] へえやば何それ読者モデル的な最近の
[00:39:54.839] わかんねえけど最近の若いもんは宿毛の
[00:39:58.160] モデルって何髪の毛のモデルってこ安く
[00:40:01.359] やってくれるのうーあモデルやることでっ
[00:40:04.079] てことなんかすごいね俺たちみたいらおじ
[00:40:07.640] さんにはわかんねえ世界だ
