[00:00:00.240] に
[00:25:06.720] 休みないぐらいなんですよでもお仕事は
[00:25:08.640] 楽しいから全然へっちゃらですバ何これ
[00:25:11.080] バラエ続けて見ます見ませんさあ行きます
[00:25:13.960] かこれうわいや机ちっちゃ机ちっちゃえ
[00:25:16.880] 何これこれじゃ机ちっちゃミニマリストか
[00:25:20.000] ここ机ちっちゃいなお前これでご飯食えん
[00:25:22.320] かお初めて見る演技うすぎる初めて見る
[00:25:25.640] 演技じゃねえよ初めてる初めてなんだつの
[00:25:29.120] おやめてくれキップレイじゃねえぞ始まり
[00:25:33.320] ましたねここから俺のお前かベルは大きい
[00:25:36.399] ピザは食べないんだよMサイズも置けねえ
[00:25:39.080] ぞあれじゃえ科学の力ってすげえ今ならえ
[00:25:43.159] ゲップ出ましたごめんなさいえ今なら通知
[00:25:45.000] で100人同時に遊ぶことができるんだっ
[00:25:47.080] てよへえしてもらえるなんてWはいいなw
[00:25:50.480] はいい
[00:25:52.240] なじじババがいるおレン今日も順に自分
[00:25:56.799] ポケモン自慢されるのかい
[00:25:59.760] へすいませんいや喜びさんじゃってあんた
[00:26:03.039] もポケモンがいれば街の外に寝れるのにね
[00:26:05.520] ここライバルの家かなまだ走れないよう
[00:26:08.080] ですねお前がレンかお前がライバルの名前
[00:26:11.600] レンチにすればよかった僕も早くポケモン
[00:26:14.320] 戦わせたい君のじいちゃんとばあちゃんじ
[00:26:16.960] ちゃんに自慢されたことあるこんばんはじ
[00:26:20.080] ちゃんに自慢されたのはなんだろうな昔
[00:26:23.080] あのなんかあこんばんはこんばんはあの
[00:26:25.600] 新しいギター買ったつって自慢されたけど
[00:26:27.480] 全然興味なかったそうなかった今なら
[00:26:29.760] やり直せるえポケあなたはポケモンとであ
[00:26:33.520] とど出会ってどういう関係になりたいの私
[00:26:36.640] ならそばにいるだけで満足だけどねなく
[00:26:38.399] 地方と一を疑った笑笑ブラックワイト信で
[00:26:42.640] してから本当に2年確かに本当に2年後だ
[00:26:44.880] 本当に2年経っちゃったよおいブラック
[00:26:46.399] ホワイト配信してから2年後の世界
[00:26:48.880] ででどうすんのこれどこ行くねん
[00:26:51.520] とりあえずポケモンくれや早く俺は旅に
[00:26:54.360] 入れたくてうずうずしてんだよれんさん
[00:26:58.480] あ誰お前俺に敬語
[00:27:01.159] 使うポケモン手入れたかよこのポケモンが
[00:27:05.559] いなくてな俺も大だよ笑笑笑笑笑笑ベル
[00:27:12.200] じゃない笑笑人がポケモンくれる本かよ声
[00:27:16.360] 出てねえぞ本当にあいつこういう喋り方な
[00:27:19.279] んだもんしょうがないじゃ喉にいてんだ
[00:27:20.799] もんしょうがないや喉にいてんねんもん
[00:27:23.399] 心臓ないねんもんしょうがないやんじ
[00:27:25.960] ちゃん心臓ないねんから機械なんやから
[00:27:28.240] 本当の絵えじゃん本当しょうがないやん
[00:27:32.240] ビムれさんポケモンをもらったら絶対折し
[00:27:35.520] てあげてね分かりまし
[00:27:37.559] たそうだよなちゃんにも心臓あげてねよし
[00:27:41.799] お前のポケモンもらいに行くぞ俺にはやる
[00:27:44.120] ことがあるそのために相棒のポケモン以外
[00:27:46.039] にも頼れる人間がいるんだよそうそうお前
[00:27:48.320] だよお前お前センスありそうだからな先に
[00:27:51.039] 帰ってなはいお兄ちゃんじゃあねねんさん
[00:27:55.039] よしベルって人を探せ
[00:27:57.120] おレッツゴーテンション高こいつ可愛い
[00:28:01.640] これライバルなのかジいい子だ
[00:28:05.120] ねトレーナーズスクール
[00:28:07.640] へえここポケットセンターね待ちなさっき
[00:28:12.799] ここでポケさっきまでポケにいたけど
[00:28:14.799] それっぽい人いなかったってあ
[00:28:17.039] そうどうなんだ家の中にいるのかなベルっ
[00:28:20.279] てポケットセンターなポケモンセンターな
[00:28:24.480] ちゃんと足りないちょっと待ってこ
[00:28:29.679] 下に広がる一種の光景あいいですね行き
[00:28:32.279] ましょうかおデートスポットじゃねえか
[00:28:34.799] なんで野郎2人でデートスポット行か
[00:28:36.159] なきゃいけねんだよ
[00:28:39.679] こいつなるほどな儀と儀していいこい確か
[00:28:45.399] 見原ってね
[00:28:47.559] 高台いいじゃんベルて人もきっと高台式を
[00:28:51.240] 見てるはずさポケモンもらってこいよ
[00:28:54.120] 読めるかないましたおい
[00:28:58.240] やんけいや眼下に広がる一種の景色つこれ
[00:29:01.559] もめちゃめちゃ近所やんめちゃめちゃ近所
[00:29:04.559] じゃねえかよこれお前これこれこれしか
[00:29:06.600] ないのこのこの地方の景色ってすげえ近場
[00:29:10.159] じゃねえかよ確かに笑なあこんな全然絶景
[00:29:13.399] とも言えねえぞこれ低め
[00:29:16.600] あ絶景だよねねえねえあなたもそう思う
[00:29:21.760] でしょあ私はベルポケモン博士である荒
[00:29:25.919] 博士の女子ですでね人を探してるんだけど
[00:29:29.360] レんて人知ってる知りませ
[00:29:31.640] んてあなたれん君うわきなんでなんで
[00:29:35.039] 分かったなんで分かったんだよなんで
[00:29:36.320] 分かったんだよ配信見てんのか俺のこと
[00:29:38.200] 多分俺のこと見てんだろうなこれで喜んで
[00:29:40.200] くれるなら最後多分ミラのフドリアで喜ぶ
[00:29:43.720] だろうな1番いいやつ1番いい初めまして
[00:29:46.039] あえてよかったではあなたにお尋ねします
[00:29:48.840] ポケモン図鑑完成に今早い早い急に話が
[00:29:52.000] 早いよ俺そんなこと何も言ってねえよもう
[00:29:54.240] なんか本当にこれポケモンやってる前提だ
[00:29:56.399] ななんかどうして
[00:29:59.880] なんどしポケモンるんかいうあのないです
[00:30:05.360] ねそういうのがもうもうポケモンやってん
[00:30:07.200] だからこんくらいすと言っていいでしょ
[00:30:08.760] みたいなお知らない人もいるんだから説明
[00:30:10.799] しろ大体ポケモンていうのはそう大体
[00:30:13.559] ポケモンていうのは博士からポケモン図鑑
[00:30:15.519] を渡されてこれを埋めてこいとお前が
[00:30:17.559] ポケモン見て回っていろんな世界回ってな
[00:30:20.159] これを埋めてこいっていうそういう大体
[00:30:22.679] そういうストーリーなんだよ大体そういう
[00:30:24.679] ストーリーなのねあの知らない人のため
[00:30:26.519] 説明しますよポケモンそういうもんです
[00:30:28.519] 大体な説明しますそういうことです
[00:30:30.399] ポケモン図鑑完成に強力しますしますいい
[00:30:32.559] ですよ大体お約束の流れだなあああなたの
[00:30:36.600] おかげで荒吐の研究が図取りますそれそれ
[00:30:39.159] に何よりポケモン図鑑を埋めていきるのっ
[00:30:40.720] て楽しいんだよこいつも2年前はやった
[00:30:43.120] からな昔の主人公俺と一緒にやらなきゃ
[00:30:45.519] いけないのなんでやそれ言ったらもうそれ
[00:30:48.440] 仕事と一緒だよなんでやらなきゃいけない
[00:30:50.080] の誰も分からないでしょそんな答えそれで
[00:30:52.720] はジじゃーんこの中にはあなたの
[00:30:55.080] パートナーなのポケモンがいるのあれこれ
[00:30:57.120] パートナお可愛いえお前がパートナーが
[00:31:00.880] いいです僕の人生のパートナーになって
[00:31:03.159] くれませんかね僕の人生のパートナーに
[00:31:06.600] なってくれませんかZマンこんばんはと
[00:31:08.399] 一緒かZマンこんばんはあポカブスタージ
[00:31:13.480] ミジュマル来たね平な感じなんか来た
[00:31:17.480] ねさこれ上この1個上のこのその2つ1個
[00:31:23.000] 上のこのモンスターボールあるけど2つ
[00:31:25.720] あるけど上は上には何が入ってんだろその
[00:31:27.960] そのモンスターボールみたいなフラム何が
[00:31:29.720] 入ってんだベルちゃんねなんで選べないの
[00:31:32.320] これ上は5匹の中から選ぶんじゃない
[00:31:34.880] のこれ確か前回俺ポカブにしたよな伝説の
[00:31:38.399] ポケモン伝説のポケモン報告します夢が
[00:31:42.919] 入ってますそれはまだ選べないようですね
[00:31:44.880] 僕にはまだ選べないようだえ何しようかな
[00:31:48.919] これ前情報とかマジいらないからねマジで
[00:31:51.360] 前情報とかいらないからあのもう直感で
[00:31:54.840] 前回ポカブにしたんだよポカブ
[00:31:59.919] 一だよこれはねどうする
[00:32:02.840] 一生懐かしいね丸可愛い確かにそばカス
[00:32:07.120] ありますねそばカスでそばカスあります
[00:32:09.880] ね
[00:32:11.399] タージ進化系とか全然わかんないもんから
[00:32:14.120] もうこの辺からなミュで行きますかミュで
[00:32:18.519] 行きます
[00:32:19.390] [音楽]
[00:32:20.440] これで行くは女の子だったらいい名前
[00:32:25.399] しよう
[00:32:28.960] ミGTあいねこいつの名前みまにしよっか
[00:32:32.880] じゃオそれもらうわこいつの名前
[00:32:36.480] みまあめちゃめちゃいいじゃんミヒミヒま
[00:32:40.960] ミヒまいいねミュまのミヒ
[00:32:44.600] まミヒGTいいねそういうのいいですよ
[00:32:48.840] そういうのどんどんくださいねおでこ
[00:32:51.320] こんばんは今日からポケモンやってくぜわ
[00:32:54.960] ミまってあんたあなたにぴったりだよね笑
[00:32:58.080] ヘイDJの子そうそうそうまだ始っばっ
[00:33:00.799] まだ始まっばっるそういうの本当だよな
[00:33:04.080] ところで選んけるに決まってるだろう
[00:33:07.200] がミヒあこれ6文字行けたらミヒGT行き
[00:33:11.120] たかったなミヒGこれミヒいやミヒGTは
[00:33:16.399] 入んねえ
