[00:00:08.559] ハリボテクレイが済むハリボテクレイが
[00:39:38.000] ん何もなく
[00:39:41.310] [音楽]
[00:39:48.160] ないなんで逃げらんねんだよ
[00:39:50.950] [拍手]
[00:39:52.560] これ足押せんかこれえないんだけどあもう
[00:40:00.000] ちょっとごめんスプレイ買ってくるダリ
[00:40:02.359] 野生
[00:40:04.910] [音楽]
[00:40:06.960] ポケモンゴルスプ買ってくるか殴れ殴れ何
[00:40:11.359] やってんだ
[00:40:14.980] [音楽]
[00:40:23.920] よ頼むよお前な何やってんだよもうめんど
[00:40:30.920] くさいのこんな野ポケモンに逃げられもし
[00:40:33.599] ねえし逃げらんねえしメロメロで技出せ
[00:40:36.960] ないお前さ4回連続で技出せないこと
[00:40:41.560] あるよしよしよしもうやスプレー買ってき
[00:40:46.119] ますちょっとだるいっすね
[00:40:51.400] こいつ早く育成に入んなきゃいけねんだよ
[00:40:54.000] 俺
[00:40:56.240] はちょいとスプレー買ってくるしかねえな
[00:41:01.000] [音楽]
[00:41:23.200] これそあるだけくらいスプレー
[00:41:27.359] お金ならある金ならあるゴールドスプレイ
[00:41:31.319] をもう買えるだけ買う99個買っとくべ
[00:41:34.359] 6万全然いいです買います
[00:41:41.960] よしさっさとストーリーを進めて次の草村
[00:41:45.240] に来てんだよ俺
[00:41:47.319] はさっさと次の草村に行っ
[00:41:50.720] て多分ね狩りをしなきゃいけ
[00:41:53.640] ないどんだけ多分ね狩りすりゃいいんだよ
[00:41:56.839] もうも通500匹は買ってるぞ
[00:41:59.550] [音楽]
[00:42:01.119] もう絶滅するだろこんなにやって
[00:42:04.430] [音楽]
[00:42:08.800] たら
[00:42:10.560] えっとじゃあ早速使ってきますか
[00:42:16.810] [音楽]
[00:42:20.880] ねもうまた止まったしもうなんなんだ
[00:42:26.119] よもうなんか調子悪いな色々な今日
[00:42:39.400] なあよし行くぜああ快適快適いい
[00:42:47.000] ねこっちかなここだな多分な
[00:42:59.870] [音楽]
[00:43:08.280] レミじゃ部が悪いっすねこれあえて地面
[00:43:10.520] タイプ持ってるもん
[00:43:13.880] などうすっかプネで行くかプネでも行けん
[00:43:17.880] じゃないレベルちょっと高い
[00:43:19.380] [音楽]
[00:43:21.400] けどプキも育てなきゃいけないからな
[00:43:32.480] レビで行けるんじゃない
[00:43:36.480] うわあ着実に嫌なことばっかやってくんな
[00:43:40.440] こいつ
[00:43:42.079] オおい強え1発いい
[00:43:45.240] [音楽]
[00:43:47.720] ねまだいんのグライガーは地面引こうかオ
[00:43:52.400] だったらこのままでい
[00:43:55.970] [音楽]
[00:43:59.599] あまずいかこれやばいかもああやだよね
[00:44:04.839] もうまた急所だしもうやだよこれも
[00:44:11.640] もう
[00:44:22.750] [音楽]
[00:44:24.440] もう73159731597315
[00:44:30.680] 9もう急所引きすぎ
[00:44:36.380] [音楽]
[00:44:38.640] だろううわもうやる気しなくなってくるわ
[00:44:41.839] さすがに嘘だろいやこうわ
[00:44:46.960] もういやマジで勘弁して
[00:44:51.590] [音楽]
[00:44:55.079] わうわこれまずい
[00:45:00.599] なまじ
[00:45:12.319] かいやまちょっときついきついうわあまた
[00:45:18.400] やり直し
[00:45:20.720] [音楽]
[00:45:23.680] だ最悪マジで
[00:45:28.980] [音楽]
[00:45:41.079] うわどう
[00:45:42.940] [音楽]
[00:45:45.160] しようこれまいった
[00:45:48.920] なああくそもう頭回んねえよくそもう
[00:45:57.079] すんだよこれまた水ポケモン探さなきゃ
[00:45:59.440] いけねん
[00:46:00.520] かまずい
[00:46:05.800] なちょっともう無理かもなどうしよう
[00:46:11.240] これうわあというのがいやもう無理無理
[00:46:16.319] 無理もうだまたプネ死んだもんこれもう
[00:46:19.480] ちょっとどうするマジ
[00:46:22.880] でパウワウにするしかねえなもうパウワウ
[00:46:25.920] にするわじゃここを
[00:46:28.680] パウワウ捕まえるわ波乗り使えるポケモン
[00:46:32.520] いないとだってどしで進めねえ
[00:46:34.839] からパウワウ捕まえるしかねえよ
[00:46:42.520] なちょっと勘弁してほしいわマジで
[00:46:57.200] あ
[00:47:11.850] [音楽]
[00:47:29.920] やべ頭回らんもうどうするかなエスパーも
[00:47:33.800] 育てなきゃいけないし
[00:47:39.570] [音楽]
[00:47:42.280] なやっぱもうだめだこれストーリー進める
[00:47:45.200] のやめる全員60までレベル上げするわ
[00:47:48.640] 全員60までレベル上げるもう決めたそう
[00:47:51.800] じゃないと無理絶対死ぬむずすぎレベル高
[00:47:55.640] すぎるから
[00:47:57.440] もはよよ出てこいさっき超出てきてたやん
[00:48:00.530] [音楽]
[00:48:07.440] けこれたら待て玉ざらしてどこに出てくん
[00:48:11.440] だおトルか使いてえ
[00:48:14.480] なちょ調べるわ玉ざらしってこれ出てくん
[00:48:20.640] の玉ざらしどこ出てくんの
[00:48:27.800] [音楽]
[00:48:34.800] 出てくんのかな玉ずらし
[00:48:38.920] てひパクパク茶あさちゃんおはようあの
[00:48:43.960] もうちょっともうもう無理だよこの
[00:48:46.680] [音楽]
[00:48:47.160] [笑い]
[00:48:49.319] ゲームもう無理だよこの
[00:48:53.280] ゲームの水の上
[00:48:57.319] の水で出るらしい13番道路
[00:49:00.480] 隠しえどこに出てくんのあのねあのね
[00:49:05.440] メンタル死んだあのあのメタグロスいた
[00:49:09.280] じゃん1番強いメタグロスあれ死にました
[00:49:11.400] 死んで今プネも死んだもう無理だよもう
[00:49:15.319] 無理
[00:49:17.599] よまたプレ死んだよもうそこれ見てこれ見
[00:49:22.280] て
[00:49:25.040] もうなああもうどうすりゃいん
[00:49:30.319] だ音量注意です音量注意だ
[00:49:33.860] [音楽]
[00:49:43.400] よちょっとだから今ちょ玉ざらし
[00:49:46.520] 捕まえようと思ってるんだ
[00:49:48.920] けど玉ざらしどこに出てくんだ
[00:49:54.400] よ13番水に出るだな13番水道ってどこ
[00:50:00.210] [音楽]
[00:50:12.040] よここか13違うクリップでし
[00:50:17.280] たもう終わりだよクソもう13番道路か
[00:50:22.440] 13番道路に出てくるらしいんだよ
[00:50:26.760] 13番道路って
[00:50:29.470] [音楽]
[00:50:32.920] どこ13番道路の隠し穴に出てきますて
[00:50:36.359] 書いてあるんだ
[00:50:41.480] けど13番道路とここ
[00:50:44.920] かただサナワの水の上にも出てくるって
[00:50:49.520] 書いてあんだよなサの水の上に1%の確率
[00:50:53.720] で出ますだっ
[00:50:55.640] て1%は出ないって言ってくれもう出な
[00:50:59.160] いって言われた方が早えよ
[00:51:02.480] 1%
[00:51:04.920] 1%サナワの水上に出るって書いてあるよ
[00:51:10.000] ねそういうことだよねこれ
[00:51:11.599] ね出現ポケモン玉ざらしあしかも冬じゃ
[00:51:17.040] ないと出ないらしい今冬じゃないもんねあ
[00:51:20.680] じゃだめだ
[00:51:21.960] な冬の水上にしか出ないんだってだめだな
[00:51:26.640] じゃあじゃあやっぱこの隠し穴狙うしか
[00:51:28.839] ないか行ってみますかじゃあ隠し穴にいや
[00:51:33.599] もうやだよ勘弁してよ
[00:51:37.680] もう隠し穴に出てくるらしいから隠し穴
[00:51:41.839] 行ってみる
[00:51:43.050] [音楽]
[00:51:54.119] かちょっとごめんあのなんだっけあと
[00:51:57.119] ラプラス死んだんだけどラプラス死んだん
[00:51:59.559] だけどあのまもちろん戦闘には使わないし
[00:52:02.880] 後で逃がすけどちょっと波乗り使わないと
[00:52:04.599] 進めねえからそれだけちょっと待って
[00:52:06.920] 波乗りは使わないと進めねえから
[00:52:10.720] さえっと待ってね玉ざらし隠し穴にい
[00:52:16.319] るっていどこに隠し穴いないとよなそう
[00:52:19.119] 波乗りはいないと進めねえからちょっと
[00:52:20.920] それだけ次の波乗り要因が出るまでは
[00:52:23.040] ちょっと待っても待ってくれ
[00:52:27.160] うわそっち
[00:52:31.000] かジャイアントホールの向こうでしょああ
[00:52:35.760] これじゃだめだな捕まえらんねえな玉
[00:52:37.880] ざらし
[00:52:39.359] な玉ざらし捕まえらんねえから捕まえらん
[00:52:44.040] ねえから
[00:52:46.240] じゃあ分かったじゃあ分かったあのあっち
[00:52:51.119] 行く
[00:52:52.839] かあっち行くかじゃこってないの自分の力
[00:53:01.680] [音楽]
[00:53:04.680] で季節って変えらんない
[00:53:07.380] [音楽]
[00:53:09.000] の方法ありそうなもんだけど
[00:53:15.880] あー季節って変えれないの季節を変える
[00:53:19.000] 方法あったあったあっ
[00:53:20.280] [音楽]
[00:53:21.640] た1ヶ月ごとに変わってくだって
[00:53:25.440] さあDSの
[00:53:30.559] 日付あDSの日付を変えることで季節を
[00:53:34.599] 変えることができますだっ
[00:53:36.160] て今季節なんだよ今季節
[00:53:41.040] 何季節ってどうやって見るの今
[00:53:47.319] 季節サマあだから2ヶ月2ヶ月進めれば
[00:53:51.839] いいんだね分かったじゃあDSの日付を2
[00:53:53.640] ヶ月進めます今から
[00:53:57.119] DSの日付2ヶ月進めるわじゃあ冬にし
[00:54:01.079] ねえと出ないらしいよスを2ヶ月笑笑なん
[00:54:04.160] でこんなとこまで配信すると思わなかった
[00:54:06.240] よ本体設定だよな多分
[00:54:10.160] な2ヶ月進めるわじゃあ
[00:54:14.240] えっとデータ管理その他の設定かあ日付け
[00:54:18.240] と事故買い
[00:54:19.880] えっと日付を2ヶ月え4月4日です今日は
[00:54:31.640] オこれで冬になってる
[00:54:35.480] はず冬冬に出るんでしょ玉ざらしってそ
[00:54:39.400] やって書いてあったよ
[00:54:46.470] [音楽]
[00:54:51.559] ねちょっともう1回調べさせて
[00:55:01.000] サザナワってここだよ
[00:55:03.640] なサザナワ
[00:55:09.680] に玉ざらし冬の
[00:55:14.920] 水場冬の水場これだよね多分ね玉
[00:55:21.520] ざらしあ出るらしいね
[00:55:31.079] オッケ行ってみるかオ行き
[00:55:37.240] ましょうくそもうなんなんだよちくし
[00:55:42.280] もうくそもう全然クリアできないよこの
[00:55:46.680] ゲームむすぎる
[00:55:48.559] よポケモンブラック2えぐいよめっちゃ髪
[00:55:53.400] さっぱりしてるあさんこんばんは
[00:55:56.720] 髪はさっぱりしたけど俺の心はもう
[00:55:58.640] げんなりげんなりもうこのゲーム無理だ
[00:56:02.039] よこのゲーム無理だよニマルさん俺おい夏
[00:56:06.359] のまんまじゃねえか誰だよこれ2ヶ月進め
[00:56:08.720] て冬にできるって言ったやつよ建物に入っ
[00:56:11.799] たりしたら変わるん
[00:56:14.599] かこれで変わる
[00:56:18.079] か秋じゃねえかよあ冬になったなった
[00:56:22.160] し直した冬になったよ冬になりました
[00:56:26.640] よしじゃサザサザナ行こうよしじゃサザナ
[00:56:29.799] 行くぞおプネ死んだんだよまた
[00:56:35.520] [音楽]
[00:56:36.760] ちくしよし行こう
[00:56:39.920] 里えっとここの水上に1%の確率で出ます
[00:56:45.119] めっちゃ切ったねあさんおはようおいっす
[00:56:47.400] おいっすうんなんだけど髪は切った
[00:56:51.079] めちゃめちゃ髪切ってさっぱりしたのは
[00:56:52.799] いいんだけど俺のメンタルはボロボロです
[00:56:55.079] このゲームすぎってやばすぎるポケモン
[00:56:57.960] 史上最大にむずいと思う俺このゲームが
[00:57:00.200] ポケモンブラック2えぐいえぐいやば
[00:57:03.960] すぎる全然クリアできねえのこれ電磁波
[00:57:07.799] 持ってたよなお前なあ電磁波で捕まえるか
[00:57:10.200] よしオッケー分かったよし行くぞりに来
[00:57:13.319] てるのかよ心おもうボキボキだよ心
[00:57:18.500] [音楽]
[00:57:20.839] ボキボキあのなんつうの俺が1番手にかけ
[00:57:24.920] て育てたえっとメタグロスっていう
