[00:00:04.920] おはちゃまスピリテールおはちゃまスピリ
[00:31:36.480] のためとか言って集してるでしょどうも
[00:31:38.480] うさ臭くて暗証番号は今も結婚記念日の
[00:31:40.919] ままだからああまあもう30年も経った
[00:31:42.760] けど日付ぐらい覚えてればよねまた後でね
[00:31:44.760] 愛してるエレンよりだってさ
[00:31:49.080] おい結婚記念日ってどういつだよ11月
[00:31:53.039] 22日かいい夫婦の日
[00:31:56.159] か庫がどこかにあるんだろう
[00:32:01.639] けどかこれ
[00:32:04.399] だ30周年記念これだ
[00:32:07.840] 13
[00:32:09.679] 1310
[00:32:11.519] 10813
[00:32:14.000] 1318ちょコメントして
[00:32:21.399] 1308
[00:32:23.600] 13万113万1
[00:32:26.039] 107813万108
[00:32:30.360] キー
[00:32:32.039] 1318
[00:32:33.639] 130そっちでそっちでコメントすんな
[00:32:38.720] 1310
[00:32:40.399] 108え違うんだけどもう1度か
[00:32:45.519] 2288
[00:32:48.080] 28
[00:32:54.159] 131え
[00:32:56.320] 1318だよな
[00:32:58.919] なえ何が何がえああそうだよなって何なん
[00:33:03.840] でえなんでなんで30周年記念
[00:33:11.200] でしょ
[00:33:17.080] え何海外式と日本式のえじゃあそういう
[00:33:23.159] そんなそんな弊害があるのこれノーティ
[00:33:26.039] ドッグも予想だにしてないだろそれ
[00:33:30.000] 海外って逆からやるんだっけじゃあ
[00:33:33.279] 081013
[00:33:38.639] か違うじゃん
[00:33:42.240] え
[00:33:53.320] 103
[00:33:55.760] 810え
[00:34:00.120] メモ
[00:34:04.760] はえ違う
[00:34:07.720] よえ
[00:34:11.839] 何何何どういう
[00:34:17.040] こと
[00:34:18.560] 1318
[00:34:22.079] でしょむずいえどういうこと
[00:34:30.720] 他の日付も試してみるあだから違う30
[00:34:35.320] 周年記念ってことはこっから30年引くん
[00:34:37.679] だよ2013だろ引く30年だよ2008
[00:34:40.599] 年で30年ということは2008年じゃ
[00:34:43.560] ないちゃう2013年だな13年13年だ
[00:34:46.359] 30だから
[00:34:53.119] 190083年だ8310
[00:34:57.839] 8じゃない2013マ
[00:35:05.960] 3083頭
[00:35:09.000] よ87だごめん
[00:35:11.800] 83887じゃ
[00:35:22.960] ねちげえやオもう一度確認してみようえ
[00:35:28.119] なんでやチソピノであってそう83か俺の
[00:35:31.599] 引き3が間違った
[00:35:33.720] 83
[00:35:39.720] 831
[00:35:41.720] 08
[00:35:45.560] あし
[00:35:47.720] よ
[00:35:49.920] ほほうまかおやった
[00:35:53.800] ねたこれは来たなこれんだっけこれ
[00:35:59.240] コルス来たバス87言わ
[00:36:04.119] れっホルスターフォレスターピストル
[00:36:08.760] フォレスター来た
[00:36:11.160] ほこりゃいい
[00:36:14.960] ねこりいいね追いたナンあよかったよかっ
[00:36:21.000] たナンバーナンバーは639
[00:36:27.680] ハローぶブンブンハロー
[00:36:31.560] YouTube
[00:36:33.680] うまうまくねえよなんか落ちてた
[00:36:41.800] 今なんかまだあり
[00:36:45.079] そうコンビニ飯レビューし
[00:36:47.880] て昔のあの頃のヒカキンを返してくれな
[00:36:52.000] あの頃の
[00:36:55.280] 較これは違うかオこの家はこんなもんか
[00:37:00.359] まだ上があずずポイントはずチキポインツ
[00:37:05.359] の動再現みたいなやつやっあなんかやって
[00:37:07.880] たね見てねえけどやってたねこの前出して
[00:37:11.160] たよね昔の編集であの謎にあれの真似する
[00:37:15.480] やつでしょあのなんだっけ
[00:37:18.079] あのHIKAKINが最近14始めたって
[00:37:21.520] 見て14何14って14って何
[00:37:27.880] 謎に井上妖精の真似するやつ
[00:37:30.760] でしょみたいなF
[00:37:34.079] へえHIKAKINさ別嫌いじゃないんだ
[00:37:36.800] けどあいつさ嘘つくからなあのさ全然知ら
[00:37:40.280] ねえくせにさあ僕本当に昔からえ
[00:37:43.520] ドラえもんが大好きでとか本当にワン
[00:37:46.400] ピース大好きで全然知らねえのに嘘つく
[00:37:48.680] じゃん嘘そや
[00:37:51.560] ね全然知らねえくさ好きだとか言うからさ
[00:38:00.040] まなんかドラクエのもなんか言っててさ
[00:38:02.400] 全然知らないくにが好きじゃないんだよう
[00:38:06.319] 全くそのその知識の量があるないとかじゃ
[00:38:10.119] なくて知識の量があるないじゃなくて払っ
[00:38:14.680] 1mも見てない
[00:38:17.359] のめてました企業そうそう企業け企業向け
[00:38:22.119] 言わなきゃならないんだろうけど
[00:38:23.880] どうやって
[00:38:27.800] んだろうけどさあれさっきのさあのあいつ
[00:38:31.599] がいた家ってなんだっけあの
[00:38:34.680] あのさっきのさ
[00:38:37.319] あのあれがいたところの間違ってない
[00:38:42.839] な何何何
[00:38:45.440] がこの家だよ
[00:38:48.079] ねマックス持ちに落ちてしまったし
[00:38:51.520] マックスむ血に落ちたっていうか元から
[00:38:55.000] そんなに上にいないでしょ
[00:39:03.240] いな
[00:39:06.560] ていっぺいいら
[00:39:09.240] なパズドラの時やばかったああえ待って
[00:39:14.079] 待って待ってそんなに来るとは聞いてない
[00:39:15.960] よそんなに来るのは聞いてないよそんなに
[00:39:19.480] 来るのゾンビうんここ抜け
[00:39:25.200] られるあそっちに行くああそっちに行けっ
[00:39:28.240] て言われてけどちょっとそこも絶対物資
[00:39:29.760] あるだろああの外にいるやつだけやる
[00:39:34.200] か手毛パズドラやってた時期あるのない
[00:39:38.560] パズドラも1mmもやってない俺ソシャゲ
[00:39:41.480] やってねえんだよ
[00:39:43.839] などうもそげはねゲームって感じがしね
[00:39:48.400] コタス仲弓あビロンこんばんはモンストも
[00:39:52.119] 夢打つあ何もやってないよ俺ドラクエもっ
[00:39:57.560] て
[00:40:04.480] ない
[00:40:10.359] 高き
[00:40:13.440] ナイスドラゴンクエストスーパーライト
[00:40:16.400] だっけはやってたもうすぐバトルだよ
[00:40:20.040] スーパーライトはやって
[00:40:22.240] たそうなよねボタンじゃないからね
[00:40:28.240] よ
[00:40:30.160] オッケただめちゃめちゃ活性化しちゃった
[00:40:33.839] こん中のやつら
[00:40:35.760] がもインレしすぎて終わっちまったよ
[00:40:40.880] なそう俺さダークドレアム3体持ってた
[00:40:43.760] から
[00:40:45.640] ねあまりにも強すぎて超無双して
[00:40:50.839] た爆弾
[00:40:57.839] こめねえから大丈夫こいつら
[00:41:08.240] はあのあ普通の人いんのしんどい
[00:41:13.560] な普通の人員の目が見えてるから
[00:41:18.040] さ版のポケどうなっつからやってん
[00:41:24.920] だが振はいいんよ別
[00:41:31.000] にえなんでバレた意味がわから
[00:41:38.880] んだるいわマジ
[00:41:44.520] でいやだるい
[00:41:56.240] だるい
[00:42:02.400] あくそ
[00:42:14.599] もう結局こうなんだ
[00:42:20.160] よ危なかった危なかった本当
[00:42:24.839] にいつもの血の海
[00:42:29.559] 何これ
[00:42:31.800] 彼らが盗んだ物資は武器も含まれて気を
[00:42:34.640] つけろ行けるは1枚10秒ですからね暴力
[00:42:38.040] は全てを解決する
[00:42:40.000] とオオおスペースフングラブこんばんは犬
[00:42:43.160] に比べたらクリッカーも可愛いなまあまあ
[00:42:45.599] 犬に比べたら
[00:42:47.200] な犬はだめ犬は俺もう殺したくない結果ロ
[00:42:51.640] も
[00:42:53.400] 暴力しょうがないやんけしょうがないやろ
[00:42:57.559] しげないでよこれ待ってあれじゃねえ
[00:43:03.400] かアイテム方だねのの茶マジでえてたねお
[00:43:10.520] ちゃあこちゃんお疲れちゃんお疲れ犬
[00:43:15.680] もないでよもうちょっと犬来たらもう
[00:43:19.240] ほんまに犬来たら本当にやめるからな俺任
[00:43:22.520] ドックスやるわそしたら朝
[00:43:24.760] まで朝までドックスになるそしたらしげ
[00:43:28.920] ないでよ
[00:43:32.880] ベイビー妖怪ウち
[00:43:35.520] はちノダノダノダ私もそれできる何がや
[00:43:42.559] その俺対抗してくる
[00:43:50.200] の笑笑わ私も謎に対抗心燃やしてくん
[00:43:55.960] じゃん俺もできる太可愛い笑笑どこでも
[00:44:01.040] 一緒やろうぜどこでも一緒やりて僕も
[00:44:05.280] できるうん良かったね中井君中井君あの
[00:44:10.240] あれなあのビストロスマップの時の中井君
[00:44:13.720] ねどうやってやんだっけあれえっと
[00:44:18.559] おカの味噌
[00:44:21.960] 汁いただきましたおいしいです
[00:44:27.760] ビストロスマップの時の笑笑笑笑喉潰れ
[00:44:33.240] ちゃうあれ笑笑めて
[00:44:36.640] ねビストロスマップの時の仲
[00:44:47.160] ねれたあそっかわけかんなみちゃんはみ
[00:44:50.960] ちゃんけから知らねえよ
[00:44:52.880] なビストロスマップて知らねコ吸ってたの
[00:44:57.960] にそれすら
[00:44:59.359] 一瞬知らねえビストロスマップって昔あっ
[00:45:03.040] たスマップのスマスマの
[00:45:06.119] すスマスマのあれ知らねこの辺とかなんか
[00:45:10.200] あんちゃん
[00:45:13.480] チリンチリンチリンチリンチリンあてて
[00:45:16.839] やつねチョなもう知らない人いそうもう
[00:45:22.079] スマップも知らない人いんの
[00:45:24.800] しんど見たことはあるかも見あるあのお方
[00:45:29.119] の愛を感じよわなんな
[00:45:34.040] のなんか結構探索するとこいっぺいあん
[00:45:38.440] な世界に1つだけの花歌おう
[00:45:42.720] ぜ中井君てどこ歌ってんのあれの中井君の
[00:45:46.319] パート教え
[00:45:47.720] て中井君どこ歌ってんの
[00:45:53.640] あれ笑笑
[00:45:57.359] 中井君のパート歌い
[00:46:00.440] たいパグでパグ
[00:46:04.960] 歌えるいやパでもどっかしらし
[00:46:10.280] てロックダンスて何これ
[00:46:14.160] スマップの6人目走ってるのえんだっ
[00:46:18.319] けたタだっけなんかいるよね初期面でしょ
[00:46:22.440] 最悪いいもありそうなのにいいものあるぞ
[00:46:31.760] レーサーね
[00:46:36.680] レーサーくかミスタえいいものいいもの
[00:46:41.040] あるぞミスタードこの奥に何かいいものが
[00:46:44.720] あるらしいんだけどどうやって行くんだろ
[00:46:47.440] 食題行くんだ行きたい何ドーナツ食べ放題
[00:46:50.319] ってドーナツ食べたいナUR
[00:46:56.960] 何何何何の言われるそれチマップは決され
[00:47:00.359] ますかチマップミスドでやってるんだよあ
