[00:00:05.040] テる
[00:29:40.440] でしょ笑笑ドトの水ってめちゃめちゃ汚い
[00:29:43.519] でしょホルモンそうそうそう行ってみたい
[00:29:47.360] で4時間ぐらいかかるいやもっとかかるよ
[00:29:50.320] 多分10何時間かかるんじゃない栃木から
[00:29:52.279] と阪のに知らなかったあそうなんだね休し
[00:29:57.080] てんの証改善されたけどあそうなん
[00:30:00.840] だいやマジでちょっと大阪グルメ行きたい
[00:30:05.120] わAQグルメじゃなくていいBQグルメで
[00:30:08.240] いいあとスーパー玉で行きたい行ってみ
[00:30:11.919] たら8月から閉めてるらしいあそうなんだ
[00:30:15.919] スーパー玉手でクリオネ買い
[00:30:18.720] たいなあスーパー玉でクオ買いたいんだ
[00:30:22.120] けどクオ食べ歩きしたい
[00:30:25.600] わク
[00:30:28.399] 買うためにだってスーパーたねじゃなき
[00:30:31.880] 買えねえだろクオなんて売ってるらしい
[00:30:34.320] じゃんあなんだ
[00:30:38.640] こいつられて
[00:30:41.600] やクオ売ってるらしいよ売ってるらしい
[00:30:44.720] ようくいてでただ食うだけにバッカル
[00:30:50.399] コーンね頭割れんの
[00:30:52.360] ね売ってるらしいよにめてよしだろね食
[00:30:59.440] じゃねえんじゃねさすがに食わねえべ
[00:31:03.320] ちょっと気持ち悪いなそう考えると
[00:31:06.159] なあすいませんあと3時間あのすいません
[00:31:09.320] あのもう雑談です今日あのあと3時間この
[00:31:12.080] 映像が流れるんで今日もとりあえず
[00:31:14.720] ガブリエル使おうあのガブリアス作ろうと
[00:31:16.880] 思っコーナーにあそうでしょらしいんだ俺
[00:31:19.679] それ聞いてめちゃくちゃ気になってる聞た
[00:31:21.440] けど食わねて別そんなお前終るとってて
[00:31:26.919] 草げだけだよ
[00:31:30.399] たまたからからかって
[00:31:33.480] くださいああそれと同じような感じそうだ
[00:31:36.559] ねああ来た来た来
[00:31:38.919] たとりあえずガブリアス作るわとりあえず
[00:31:42.519] ガブ作るガブ48までレベル上げていやも
[00:31:46.679] どうしようでもまたなんか新しいポケモン
[00:31:49.320] 作んなきゃいけないでしょもう辛いよ
[00:31:53.720] 矢もう俺今日全滅したらもうやめるからね
[00:31:58.039] ってきたあ本当えもうその辺止まってるん
[00:32:01.480] だいいな大阪行きてえわ食べてみたって
[00:32:04.200] 生地やったええガソリンの味えガソリンの
[00:32:07.600] 味なのじゃああれじゃんほぼトリフじゃん
[00:32:10.200] ディスコに貼った何を何を貼ったやえ玉手
[00:32:14.720] の
[00:32:15.440] 夜食見
[00:32:19.919] たいちょっと待っ
[00:32:23.639] てほぼとフスーパー玉でのチキン
[00:32:28.040] [音楽]
[00:32:30.679] ちとそちゃんが同棲した夢見たよ何何何俺
[00:32:36.039] とピが
[00:32:38.960] どせだってさチャピほぼトフでしょほぼ
[00:32:43.679] トフだろトルフってめちゃくちゃガソリン
[00:32:47.240] の味するじゃんガソリンの匂いというか
[00:32:49.639] うんなんか夢見たってほん
[00:32:54.279] が前でこのやいけどね安唐揚げ何これ
[00:32:59.559] フライドチキンていう
[00:33:01.100] [音楽]
[00:33:04.799] 唐揚げや門が興味
[00:33:07.720] ないちょっと待ってなんか画面ちぎれて
[00:33:10.200] ないちょっとちょっと待ってねこれか
[00:33:13.519] のでってたみたいよそうなん
[00:33:19.120] だ大阪行きたい
[00:33:21.960] ねでもさ大阪あの阪
[00:33:28.120] でハッピーハッピーハハッピーハッピー
[00:33:30.720] ハッピーちゃねもうさあのさあれが頭から
[00:33:34.440] 離れねえよあれなんだっけあの笑笑
[00:33:38.120] チュピチュピチャピチャピルビルビ
[00:33:40.399] ダバダバみたいな
[00:33:42.159] ダダダブブブーブあれがもう頭から離れ
[00:33:45.799] ねえよ
[00:33:46.960] 俺頭から離れ出さすぎて俺あれだもん喧嘩
[00:33:50.559] しそう鬼の喧嘩するだろうね多分ね
[00:33:54.159] うんしばきじゃない栃木だよゲームのお店
[00:33:57.039] もある来てめちゃめちゃ
[00:33:59.430] [音楽]
[00:34:02.919] あの日本の顔
[00:34:05.559] 日本人
[00:34:08.280] [音楽]
[00:34:13.200] デビデビ大阪
[00:34:15.679] な俺あの曲が耳から離れなさすぎてさあの
[00:34:20.440] 曲が耳から離れなすぎてちょっと待って
[00:34:23.839] あの曲が耳から離れなすぎてゲームボーイ
[00:34:25.960] で曲したもん聞い
[00:34:29.240] てあのもあれがもう俺もう朝からもう作ら
[00:34:33.200] なきゃいけないと思って璧にえそう
[00:34:36.839] なゲームボーイ曲しまし
[00:34:42.119] たこんなことやってから配信けんの遅れん
[00:34:45.159] だ
[00:34:47.839] よ
[00:34:49.720] あ
[00:34:54.679] の6000円ぐいだっ
[00:35:00.440] もう作らなきゃいけないと思っの
[00:35:06.250] [音楽]
[00:35:12.800] D
[00:35:14.520] ありがと頭から止まらなすぎて耳コピし
[00:35:18.480] たピララ
[00:35:29.640] はもこだけなんだよッはこれ
[00:35:35.960] だけの曲はこれだけ
[00:35:39.580] [音楽]
[00:35:57.880] てっラプラスねラプラス
[00:36:01.359] さねラプラスさ生き返らせるってどう
[00:36:04.720] みんなま手術すればね呼び込みデー
[00:36:10.839] 書き込めるにあ呼び込みくねこれはこれは
[00:36:14.640] 売ってないからねこれはねあの中国でしか
[00:36:17.440] 売ってないからこれ中国のこれ中国のこれ
[00:36:20.440] あの中国のあのあれ
[00:36:24.359] ね中国のあのケンタッキーフライドチキン
[00:36:27.119] のおけ
[00:36:27.660] [音楽]
[00:36:30.839] そうそうそうこれ中国にしか売って
[00:36:37.040] ないまだなんかやんねえとなんか作んねえ
[00:36:40.000] となポケモンなおすめの氷水タイプ教えて
[00:36:43.599] くれよ氷水タイプ豪華で草おまけていうか
[00:36:47.280] んなんだろうねこれねハッピーセット
[00:36:49.040] みたいやつなんじゃない
[00:36:51.460] [音楽]
[00:36:57.839] CじゃないけどねこれタイプCじゃねえん
[00:37:00.440] だあのマイロUSBねマイロUSBって
[00:37:04.240] いう企画をこの世からさ早くさ絶滅して
[00:37:07.560] ほしいMicroUSBとかマジさもう
[00:37:10.560] 使いづれえよすぐ壊れるしあの企画全滅
[00:37:14.000] しろよマジでなあでもガてだけタプCだけ
[00:37:18.440] でいそうクソ雑端子なんだよすぐ壊れから
[00:37:22.680] さタプCに統一せえよマジで
[00:37:29.880] マジで統一して欲しいよねいつまでなんか
[00:37:34.359] 何本買い換えればいいんだ
[00:37:39.110] [音楽]
[00:37:44.040] よもう無充電ばかりにしたいま確かにそも
[00:37:48.400] ねUSB笑笑マイクロUSマジでいらねえ
[00:37:53.720] よ超使いづれえ各いうこのDSのさこの
[00:37:58.000] DSのさこのこれこのあのパソコンに
[00:38:00.800] つげる改造もマイロUSBなんだよだから
[00:38:03.839] これ止まったりすんだよ
[00:38:05.880] すぐこれがタイプCにしていてくれりゃさ
[00:38:09.119] 絶対止まんねえの
[00:38:14.720] にえラのとか好きなんだけどちゃまく好き
[00:38:19.079] なのかなえわかんねそれ何わかんねなんて
[00:38:23.119] 読むんだそれ何英語それ何のちっちゃい
[00:38:26.480] 文字ロシア語
[00:38:28.720] ピピダババルビダバダバだよ今俺は俺が
[00:38:32.800] 一番好きな曲これ
[00:38:34.300] [音楽]
[00:38:39.000] 今
[00:38:41.160] よしこんだけのペースで出てりゃ今回の
[00:38:44.800] ペースで出てくればすぐだ
[00:38:46.290] [音楽]
[00:38:47.599] ねあ
[00:38:49.319] ミニUSBねあのこ付になってるやつ
[00:38:53.160] でしょあれもまたあれもまたちょっとめど
[00:38:55.880] くせえよなさちょっとあのマイナーのやつ
[00:39:00.079] はさあれなんだよあの壊れた時にめど
[00:39:03.280] くせえんだよなかなか手に入んないからな
[00:39:05.839] とあるのあのねえっとねこのなんか
[00:39:08.760] ブラックホワイトの新機能とし
[00:39:11.839] てこのあえてここ俺ずっとこのむ少ない
[00:39:15.920] とこいるのはなんかたまに草が揺れるん
[00:39:20.520] よあのたまに草が揺れるんだけどそこに
[00:39:24.160] ねっていうポケモンが出てくのねそうする
[00:39:26.119] とそれはんかメタスラみたいな感じで
[00:39:28.000] めちゃめちゃ経験値くれるんだよ股
[00:39:29.640] アダプタかすと不安定せますしなだから俺
[00:39:32.760] はずっと草村にいるんじゃなくてその草村
[00:39:35.119] が揺れるのを待ってる走ってるとたまに
[00:39:37.599] 揺れるんだよそうだからレベル上げ
[00:39:40.119] めちゃめちゃ早いんだよねうんそのげか
[00:39:43.520] わかんないけどめちゃめちゃ難しいこの
[00:39:45.230] [音楽]
[00:39:47.760] ゲームもUSBの統一あれ全部統一して
[00:39:51.280] 欲しいよな本当に
[00:39:54.040] なん入っちゃった間違って
[00:39:58.119] おダスと出すやん
[00:40:01.200] けハッピーハッピー
[00:40:04.760] ハッピーハピハピハピハピハピーもいいよ
[00:40:08.040] うんそれも
[00:40:09.200] 好きや連鎖させて色違い出すのやってた
[00:40:12.839] あんたなんだっけそれあったよねポケ
[00:40:16.520] ポケステじゃなくてなんかあの道具である
[00:40:18.880] よね何回も連鎖させると色違い出やすく
[00:40:21.119] なるみたいなあったよねな忘ちゃっ
[00:40:26.000] たなんか出てこなくなっちゃった
[00:40:29.400] ねいやガブ作っとかないとでも怖くて
[00:40:33.640] ストーリー進めらんないなすいませんね
[00:40:36.720] またこの地獄のレベル上げでず最近もう3
[00:40:39.480] 日間ぐらいここでレベル上げしてるよ俺あ
[00:40:42.200] 来た来たたほらこういう風にくむが揺れる
[00:40:44.640] のよほらこれに触るとちょっとレアな
[00:40:48.880] ポケモンが出たりするんだよね大体多分ね
[00:40:51.079] なんだけどほらほらでこのタムねってこの
[00:40:53.440] ねカーディガン来た可愛い子なんだけど
[00:40:57.359] こいつは経験値がマジえぐい4000
[00:40:59.560] ぐらいもらえるからね1人
[00:41:02.839] でやべ当たん
[00:41:06.480] [音楽]
[00:41:07.640] ね
[00:41:10.480] わあ寝てんだよ
[00:41:18.680] 起きろそいつが何かした
[00:41:21.520] かいや何もしてないけど何もしてないんだ
[00:41:25.440] けど
[00:41:27.640] もう世の中って狩るか狩られるかでしょ
[00:41:30.680] 世の中って人間2種類しかいなくて俺は
[00:41:33.440] 狩る側なんだよごめんな狩る側の人間だっ
[00:41:36.760] たってことそしてお前が狩られる側の人間
[00:41:38.599] だったってことでただそれだけ運命を呪え
[00:41:42.520] お前が経験値いっぱい持ってんのがいいん
[00:41:44.640] ねなんで外すかなそんなにお前寝るなよ
[00:41:48.240] 寝るなよ何やってんだバカ野郎お
[00:41:53.040] 睡眠不足ね睡眠不足かな
[00:41:57.800] こお前どんだけ寝てんだよお前
[00:42:02.160] よわ君おいっす
[00:42:05.599] こんばんはえーおかしいおかしいよどん
[00:42:11.040] だけ出るんだよお前
[00:42:13.280] よもうお前ちょっと勘弁
[00:42:18.599] 何寝すぎです
[00:42:21.520] けど頼むよもう本当に寝ないでねなん
[00:42:25.040] だろうね眠そんな眠いのごめんね
