[00:00:04.960] ドラゲナイきちゃブロード
[00:34:01.039] わからん接ペ映らないけど事件の解決の影
[00:34:05.200] になる女とセッスして情報主人公
[00:34:10.599] へあ銀の扉あったあったあったっ
[00:34:14.119] たどっかに銀の扉があ銀の鍵開けなきゃ
[00:34:17.280] いけないんだ
[00:34:18.520] も職場で撮影してた
[00:34:22.639] え
[00:34:24.159] え指す話だ的そうそうそうめっちゃ
[00:34:28.960] エロかった普通におっぱい出てたもん普通
[00:34:32.040] におっぱい出てて普通に夜中だ
[00:34:35.240] けどでなんかその当時そのね夏休みだった
[00:34:38.520] かなで小学校の時に深夜に同じ時間に
[00:34:43.240] エヴァンゲリオンをねなんか再放送してた
[00:34:46.399] んだよでエヴンゲリオンが見たくて小学生
[00:34:48.919] ながらにでお姉ちゃんもエヴァンゲリオン
[00:34:50.359] が見たいで2人で見てたんだよでも俺裏で
[00:34:53.480] その女王やつの知ってたから見たい女王も
[00:34:56.919] 見たいでもお姉ちゃんの前じゃ見れない
[00:34:58.599] お姉ちゃんがトイレ行ってるシーンだけ
[00:35:00.119] こうやってピって変えて女王を見てあ
[00:35:02.320] トイレじピッて変えてみてた笑笑ちょっと
[00:35:06.000] 1分2分の笑笑
[00:35:11.800] 笑笑エロかってんなもう目に焼きつけてた
[00:35:16.359] よマジ
[00:35:17.920] でエロいやろだって普通
[00:35:22.520] にもそういうのやなないもんな今な普通に
[00:35:26.480] だって昔さあの刑事物のドラマとかでもさ
[00:35:29.720] なんか普通になんか解決後みな温泉ゆ殺人
[00:35:33.800] 事件もってエロかったよなゆさ殺人って
[00:35:38.000] 普通におっぱい出るもん
[00:35:40.160] ねもう覚えてねえわどんなチーンだったか
[00:35:44.680] な欲のやなそうそうそうゆなんちゃら殺人
[00:35:49.599] って絶対おっぱいですたもんねあれ地派だ
[00:35:52.680] もんすげえよ
[00:35:55.960] なやだ
[00:35:58.240] 昔早かっ
[00:36:02.960] たエロかってんで昔テレビビって
[00:36:06.160] 本当ねこれどこ
[00:36:09.599] これ銀の扉ってどこ銀の鍵ってどこにある
[00:36:12.760] か
[00:36:14.440] な銀の鍵ってどこ
[00:36:17.800] だろうライブ見てるけどあ違うここだ古井
[00:36:21.280] だフドでロープを降りるんだそうだそうだ
[00:36:23.040] そうだあでここに多分銀のあれがあるな
[00:36:25.920] 多分あはあここに出るあここに出るんか
[00:36:30.240] 怪しい怪しいって言ったとこここここに
[00:36:33.000] 降りてくるのかなるほど
[00:36:35.280] ねこれ銀の鍵じゃないのちげえ
[00:36:38.400] わは漫画読むとただの天才が理由で始まる
[00:36:42.839] んだよ
[00:36:43.880] なあそうなんだカイトシールドだってえ銀
[00:36:49.200] の扉は銀の鍵はどこにあんだ
[00:36:55.079] よやべえ
[00:36:57.680] おいお今日3枚目だぞおいアコンだ来た
[00:37:03.480] じゃんおいおいおい今日33シーン連続で
[00:37:07.720] 見れるぞお前ら3シーン連続で見れる
[00:37:11.440] まいったまいったなおめえらエロシンれ
[00:37:16.079] 今日もさすがあれ今日オナニーの日だから
[00:37:18.960] な今日な今日オナニーの日だからおめえら
[00:37:21.079] のためによ女王見たかっ
[00:37:24.760] た0721だからな7月21オナニーの日
[00:37:28.359] ですから皆さん今日は闇倒します今日は
[00:37:32.319] もう抜き倒せるなお前ら良かった
[00:37:40.680] な3枚目だぜウルフとウルフとスパイダー
[00:37:45.520] とあれなちょっと今日いつもよりキモいな
[00:37:50.319] 笑いつもよりってことはいつもちょっと
[00:37:52.640] キモいっと思ってん
[00:37:54.160] だ笑笑いつもちょっとキモいって思ってた
[00:37:57.200] んだあそっ
[00:37:58.720] か
[00:38:02.119] 笑笑そうだろそう
[00:38:05.480] だろゴミ捨て場のさネズミにさ銀の鍵ない
[00:38:09.640] か
[00:38:11.079] なね銀の鍵持って
[00:38:13.880] ない聞くだけで村が銀の鍵は持ってきたの
[00:38:17.079] かい持ってきてないだろうな加減諦めた
[00:38:19.200] どうだえ銀の鍵ってどこにある
[00:38:23.000] のネズミのアングルえ
[00:38:26.440] なお前もうお前もうもうとんでもねえ性欲
[00:38:31.319] 溜まってんなこれエロいか背中にチュって
[00:38:34.800] 書いてあるあネズミだから
[00:38:37.319] ね銀の鍵持ってないよいい加減諦めたら
[00:38:41.319] どうだ
[00:38:43.880] い諦めるってさえ銀の鍵ってこの
[00:38:48.200] ダンジョンの中にあんだよな多分などっか
[00:38:51.079] にあんんだよ
[00:38:52.440] ねも良くないけどしなさすぎも良くないっ
[00:38:55.800] ていうよねえ何があそらそうよそらそうよ
[00:38:59.680] シミ剣も言ってたよいや毎日やんないと
[00:39:01.760] だめだよ
[00:39:06.880] て銀の鍵
[00:39:16.359] わい
[00:39:19.720] うおリさんお疲れやってる
[00:39:24.359] ぜリビさんこれ銀の鍵どこ
[00:39:28.079] 聞いても無駄だと思うけど銀の鍵ってどこ
[00:39:30.040] だよ
[00:39:33.079] これいきなり
[00:39:37.119] 笑え銀の鍵ないよ言うていいんか言うて
[00:39:41.800] いいよ
[00:39:49.520] もうやっぱりみてもコスプレだよほぼな
[00:39:59.040] えでももう全部入ってるし
[00:40:02.720] ねえ銀の鍵って
[00:40:05.720] どうこうあやっぱ3階にあるんだそうだよ
[00:40:09.240] ねこの辺にないとおかしいよ
[00:40:13.240] ね服ナース服以外ナース服以外だとナース
[00:40:19.720] 服好きって言ってねえ
[00:40:22.520] だろなんでー服が認されてんのったけ好
[00:40:27.440] きって別に服以外って言われても笑笑好き
[00:40:33.480] じゃなかったっけ嫌いじゃないよ嫌いじゃ
[00:40:37.280] ない
[00:40:38.520] けど
[00:40:40.240] えんだろう
[00:40:42.599] なえなんだろうナースコスプレじゃがいも
[00:40:48.000] のワンちゃとかかぶキモいな俺今日俺
[00:40:52.359] だいぶキモくないワンちゃんかなワン
[00:40:55.319] ちゃんになってほしいな
[00:41:00.520] あなんかワンチンなって欲しいかも彼女
[00:41:04.079] 散歩させてうんワンチンあでもお散歩はさ
[00:41:07.599] れたいかもしんないすねが好きてこいや
[00:41:11.079] そんなことないよなんかワン
[00:41:18.040] ちゃん何
[00:41:19.800] がおめえらが1番好きなのはなんだじゃあ
[00:41:22.680] お前らの好きな一番好きなコスプレはなん
[00:41:26.240] だ
[00:41:31.200] 多分この辺だと思うんだ
[00:41:42.119] よざんな俺答えたんだからなんか
[00:41:48.319] 言ええ何お前そういう
[00:41:51.960] 感じままでもわかんなくもないかでもも
[00:41:57.560] さ別にさ特別感なくないだってOLも秘書
[00:42:01.680] もこのように存在するじゃんこのように
[00:42:04.720] 存在しないからいいんだろうがよまナース
[00:42:06.680] も存在する
[00:42:08.960] けど終わりで同級生のコスプレってなんだ
[00:42:12.839] よチャイナ服とか着てみたいああいい
[00:42:17.079] ねチャイナ服いいっすねあのこういうの
[00:42:21.400] つけてなこういうのなあスリットいいもう
[00:42:25.079] もこの辺までスリットでピって引っ張っ
[00:42:27.920] たらあらどうなっちゃうのみたいなみたい
[00:42:33.599] な笑笑
[00:42:39.000] みたい
[00:42:41.720] あの
[00:42:43.960] あのバイオハザード映画のさ
[00:42:46.400] バイオハザードとさあのミラジオ[&nbsp;__&nbsp;]が
[00:42:49.280] 捕まってさ変な真っ白の変な真っ白の変な
[00:42:53.160] 部屋に入れてた時のあのすげえ乳首が
[00:42:56.319] ギリギリ
[00:42:58.440] のでので繋がってるやつみたい
[00:43:03.240] そうそうあれあれすごいよねあれよく見る
[00:43:07.520] とおっぱい映ってんだよなあれよく見ると
[00:43:10.119] な
[00:43:15.440] サンタとかもいあこの奥銀の鍵て書いてん
[00:43:20.440] サンタ
[00:43:22.520] ねぎまただくチェックが厳しいだなにまだ
[00:43:28.040] く残ってはずこの弾を持ってきてここの玉
[00:43:30.200] と入れ替えればだめだよバほら機械に書い
[00:43:31.960] てある注意読んでみろ注意絶対に他の調で
[00:43:34.240] 使った弾を乗せないこと確反発を起こし
[00:43:37.000] 全てが入なる恐れがあるミラくないわかる
[00:43:40.119] ミラくない外人も嫌いだからな俺やりたく
[00:43:43.440] ないからなどういうことはこの弾を持って
[00:43:45.119] またあの変な法に頼まないといけないのか
[00:43:47.119] しょうがないさそれしか方がないんだ
[00:43:48.599] 分かったよよし弾を取るぞえまた開くの
[00:43:51.800] ここまたやんの
[00:43:54.839] これは
[00:43:57.400] のかよチャーリーセロンはエロい誰
[00:44:27.920] 戻るのがついでそうかも戻るのがついでか
[00:44:32.599] もちょうどいいや戻る必要があるから
[00:44:36.640] ついでに戻っちゃおうみたい
[00:44:38.359] なちょうどいいちょうどいいエッチだ
[00:44:44.000] なジスパ
[00:44:48.240] とGスパとなんだっけワーウルフとだっけ
[00:44:53.280] あと1個誰だっけあともう1
[00:44:56.040] 個あともう1個んだっけGスパイダーと
[00:44:59.319] ワフワーウルフ
[00:45:01.800] となんだっ
[00:45:04.559] けあれあと1枚なんかあったね3枚もらっ
[00:45:07.599] たもん
[00:45:11.319] ねあれなんだっ
[00:45:20.920] け忘ちった
[00:45:29.119] なんだっけなんだっけ誰も覚えてねえ
[00:45:31.920] じゃんおめえらおい配信見てんのか
[00:45:40.680] ちゃんとコボルトしか覚えてボルト終わっ
[00:45:44.000] た
[00:45:44.640] よんだったかな忘れちゃった
[00:45:48.319] 俺お米さんこんばんはやってるぜやっぱ俺
[00:45:53.400] は最新ゲームよりエッチゲームですね昔の
[00:45:55.280] エッチゲーム
[00:45:58.040] みんなただの人見てる
[00:46:12.000] よこれさエッチシーンの引き替えっって
[00:46:20.520] さエロシーンの引き換えってこれ連続で
[00:46:23.480] やっちゃっていいもんなんかなただじゃ
[00:46:25.760] 済まさないだから
[00:46:27.440] この解除してあげたらさあの宿屋に来る
[00:46:30.520] わけじゃんそれ多分1人1人来ると思うん
[00:46:32.760] だけどそれって多分どういう扱いなん
[00:46:34.680] だろうねそのストックされんのかなそれと
[00:46:37.800] 上書きして1匹1匹変えた方がいいのかな
[00:46:41.520] 宿屋のイベントまでちゃんと見たらもう1
[00:46:43.200] 匹やるとかのがいいのそれでもここでもう
[00:46:44.839] 3枚変えちゃっ
[00:46:46.760] て上書きされちゃうのかなだからそれ
[00:46:49.599] 上書きされたらそうんじゃ
[00:46:51.680] ない匹1匹1匹にしよっか
[00:46:57.119] あ1匹1匹の方が良くない
