[00:00:05.520] ひひひおはちゃま人1
[00:40:42.280] あったっ
[00:40:46.480] けほん
[00:40:48.839] でエリーに聞かれて言葉濁して
[00:40:52.400] たそうだっけ
[00:40:58.760] おなんだなんだここはこれは
[00:41:05.119] そう今日の朝見たからこれを使って通れる
[00:41:08.240] かもなこれを使って通れる何
[00:41:16.839] が
[00:41:19.240] よし
[00:41:20.920] くそっより
[00:41:23.480] 重いおい手かせ
[00:41:27.440] 私で役に立つかな
[00:41:32.040] エリ押せやってるもっと
[00:41:37.880] 押せあこれで上行くちょっとま待てま上に
[00:41:41.839] 行く前に上に行く前にまでこの辺何かある
[00:41:45.839] だろう
[00:41:47.880] 多分あるじゃんあるじゃんあるじゃんある
[00:41:50.280] じゃんあるじゃんあるじゃないあるじゃん
[00:41:52.280] あるじゃんあるじゃあるじゃんあるじゃ
[00:41:55.040] いいですねいっぱいありますねこの辺がね
[00:41:58.720] あり
[00:41:59.520] まくり
[00:42:01.560] こそこそこのさアルコールもったいないよ
[00:42:05.319] ねなんかね使いたいけど
[00:42:08.520] ね使い道がな3ツまでなのかそうちょっと
[00:42:14.000] 物資がね今ねもうめちゃめちゃあるのよ
[00:42:17.000] 全部上限マックス3つずつ持っててもう布
[00:42:20.480] とアルコール満タン
[00:42:22.640] でしょちょっとね
[00:42:27.480] やけにあたくさん落ちてんだよ
[00:42:36.440] なエリーも持ってよ本当だよ
[00:42:51.240] な何これ何これ
[00:42:57.319] これ内臓みたいの置いたの
[00:43:03.640] これこういうところなんかあるで
[00:43:07.559] ないなんかあるじゃ
[00:43:10.839] ないなんかないんかいなん
[00:43:21.280] もまてや奴らがいるんじゃないの
[00:43:28.760] ここ
[00:43:35.280] か
[00:43:38.000] おおいおいおいおい
[00:43:45.960] よく聞け俺はあいつらの間を突破する私は
[00:43:51.359] お前はここにいろばかじゃないの2人で
[00:43:53.800] やった方がいいに決まってるのに分かっ
[00:43:55.800] てる
[00:43:58.160] 銃には自信がありそうだったなああ狙撃種
[00:44:05.000] 撃ったことあるっちゃあるけど相手は
[00:44:08.920] ネズミもう人1回殺したらもうエアガンで
[00:44:13.400] 殺しの道あれじゃねえかそうか似たような
[00:44:16.520] もんだえろ車
[00:44:19.800] 20エリーに求めすぎだよ女の子だうかっ
[00:44:25.440] た
[00:44:27.480] 反動違そこを掴んでスライドするそう一発
[00:44:32.480] 打ったらすぐ新しい弾を込めるんだよく
[00:44:37.599] 聞け片奴らに見つかったらお前の援護が
[00:44:42.400] 頼りだい
[00:44:44.280] な任せとい
[00:44:46.760] てなるほどなるほどこれでこのこのこのさ
[00:44:53.079] ジャケットこのジャケットのこのエリーが
[00:44:55.680] このライフルを構え
[00:44:57.640] はあよくさんこんばんはお前のおかげだよ
[00:45:00.760] お疲れちゃん久しぶり良いゲームしてます
[00:45:02.800] ねいいゲームですこれ初見でやってんだ
[00:45:04.599] けどいいゲームなの
[00:45:06.319] これ言える
[00:45:10.880] じゃんえのバカヘマをこきやがってを盗む
[00:45:15.880] んだったら見つかっちゃ
[00:45:17.359] ダ言えたじゃねえかやったやっぱつれえわ
[00:45:22.680] 何を言ってるんだ落ち着けま俺にも誰が
[00:45:25.359] 死んだ全員だ何者かが76エリアの見張り
[00:45:29.319] 全員を殺しやがった俺だくそボスには行っ
[00:45:32.640] たかリタですかしっかりってさ門を見るん
[00:45:36.200] だねよし聞いたななく探せ2なの
[00:45:43.520] これ間違えた
[00:45:47.240] 間違えたださこれどうする
[00:45:52.000] よこれ今モロトフ投げたら一発だったろ
[00:45:57.559] 爆弾投げたら発だったかもなやりてえ
[00:46:00.640] やり直すかいいかよそ者が潜り込んで俺
[00:46:04.520] たちが見てやるいつも通りそう願うよ
[00:46:11.960] 笑笑
[00:46:13.760] はい何やってバカバカ何何きいやつじゃん
[00:46:19.000] 会話よりも総さ間違えた間違った間違た
[00:46:22.559] 間違ったまあいいやままあいいかまあまあ
[00:46:26.359] いいか結果おいだ殺した
[00:46:33.000] しさっきつめたのに
[00:46:43.359] 暴力この中とかいんのかあいやいるできた
[00:46:48.079] のにねねえ間違っちゃった
[00:46:54.800] ボタンこん中とかさエリー狙撃できんけど
[00:46:57.920] いい
[00:47:06.839] のおおあいつは遠行くこっちかこっちくの
[00:47:19.040] かあそこで止まるのか
[00:47:22.640] お前あ止まらないんかど全然真ん中行って
[00:47:26.160] ないんだけどどうしたん
[00:47:29.000] だろうまこいつは確殺とる
[00:47:33.920] わあ悪く思うな悪く思わないでね悪く思わ
[00:47:39.040] ないでねけ死になさいあなた死てくあなた
[00:47:45.559] 死に
[00:47:47.640] なさいそこで来た
[00:47:53.319] かナイフしないんかい
[00:47:57.440] カイロプラクティックです笑笑えナイフ
[00:48:01.000] もったいないナイフは後ろから首閉めて
[00:48:03.920] 殺した方がナイフが減らない
[00:48:07.160] からナイフはね折れちゃうんだよ使う
[00:48:13.319] とあいつ怖えなうん嘘でしょ嘘でしょ嘘
[00:48:18.240] でしょ嘘
[00:48:20.160] でしょ前回ポイントがどうのって言って
[00:48:23.240] なかった
[00:48:29.480] なんでだよ
[00:48:32.000] もなんでつむって押してんのにつめない時
[00:48:35.079] があんのこれ
[00:48:57.520] くそ結局しかもこんなとこにいたらエリー
[00:49:00.480] がせっかくエリー痛い痛エリーがおい
[00:49:03.599] エリー撃て撃て撃て撃て撃て全員殺す全員
[00:49:07.760] 殺せ撃て撃て
[00:49:10.599] 撃て俺じゃない俺じゃない俺じゃない俺俺
[00:49:13.400] じゃないよ俺じゃない
[00:49:17.480] よ
[00:49:19.640] 笑笑俺の
[00:49:22.079] こと俺のこと撃ってなかった今
[00:49:37.839] ちょどどういう状況今これどういう状況
[00:49:43.440] 今エリージョエルどこ口笛ピューピュー
[00:49:48.000] どこ行っ
[00:49:54.240] たあいたたい
[00:49:59.040] いオートセーブで進ん
[00:50:04.160] だだよねバレるよ
[00:50:12.839] ないや
[00:50:19.000] もういやもうこれバレたらもうちょっと
[00:50:21.920] バレたらちょっともう無理なんだよな
[00:50:27.160] てて
[00:50:28.920] 草
[00:50:35.760] おいちもえたなあいつな
[00:50:39.640] おい使え使え使えもうこの使うの意味ない
[00:50:42.599] ねんこんなたらバトルあこちゃん
[00:50:47.960] おはようら来い
[00:50:54.400] やはいお疲れ
[00:51:04.839] どこ行ったもう1
[00:51:10.799] 匹くそおいおいよ敵
[00:51:19.480] がちょもいてえつってんだろバカだか
[00:51:24.640] よいやもう
[00:51:29.960] もう結局人間がいるとこうなるんだよな
[00:51:34.160] エリー頼むエリー何もしてねえやんけ
[00:51:37.720] あいつなんなんだ
[00:51:43.440] よお前エリー撃てや敵
[00:51:48.839] をエリーのせじゃない
[00:51:53.760] だろえどこにいんの敵
[00:51:59.799] 捕まえろから
[00:52:10.720] じゃ盗み
[00:52:13.079] か敵いるよって教えるだけなさんやんな
[00:52:45.640] 逃いやあやり直し
[00:52:54.480] たいこれだある程度見つかっちゃっても
[00:52:57.760] オートセーブで進んじゃうんだよ
[00:53:01.359] な割ともう使っちまった物資はもうさ
[00:53:05.799] 取り返しつかないっちゃつかないんだよ
[00:53:18.079] ねまや進むか
[00:53:44.640] 結構ガツガツ来るんだよ
[00:53:53.240] ねあくそあたか人肌じゃおかないぞ来いた
[00:53:59.319] ん
[00:54:14.119] かなんでこんないつ
[00:54:16.640] も肉団性になっちゃう
[00:54:21.799] の笑笑
[00:54:26.559] もっとかっこよくやるゲームだと思ってた
[00:54:28.599] のに俺これ結局いつもこうなっちゃるそれ
[00:54:32.280] は
[00:54:41.680] ね結局こうなるんだよないつも
[00:54:48.280] な敵に見つかり次第銃を構えるわけでは
[00:54:51.960] なく相手に向かって走り出してるからだよ
[00:54:57.359] 銃だってめんどくせえじゃんリンク1パチ
[00:55:00.040] さんもう諦めてだってさ10ってさ狙わ
[00:55:04.200] なきゃいけないじゃん拳って狙わなくて
[00:55:06.920] いいんだ
[00:55:08.160] ぜただ振りかせばいいだけお求め
[00:55:15.640] てる自分の手が一番信用できる全員拳で
[00:55:20.119] やろうそういうこと自分の拳が一番信用
[00:55:23.880] できる拳は近づかないといけないんだ笑
[00:55:27.319] どこに飛んでくかわかんない弾なんか
[00:55:40.920] より俺計らずも全員殺したみてだぞもう
[00:55:57.599] あもう全員殺したんじゃ
[00:56:01.839] ない全員殺したん
[00:56:06.200] ちゃうまだ1人いたような気がする
[00:56:11.599] けどはい
[00:56:18.319] パカよし降りてこい結局これお前何もして
[00:56:23.520] ないだろ
[00:56:31.280] 何もしてないなこいつ結局全部殺さなきゃ
[00:56:34.640] いけなかったん
[00:56:43.640] だ見てないだけでやってたかもしれんやん
[00:56:46.920] やってたか
[00:56:50.039] な女の子だからさんやんなさん
[00:56:58.960] 小さいお前に
[00:57:01.880] はこっちの方が合う
[00:57:05.680] ややばい時にだけ
[00:57:09.000] 使え分かったこの子も素直になってきた
[00:57:18.119] ないやライフル持たせたがいいよ安全装置
[00:57:22.400] がオンだ外し方分かるか分かってる
[00:57:27.000] おいい
[00:57:28.400] かちゃんと注意するんだこれはジョエル気
[00:57:32.280] をつつけるよ分かっ
[00:57:34.319] たなんで厳しくしているかが分かったのか
[00:57:37.640] もねなるほど
[00:57:39.640] ね愛が伝わったってこと
[00:57:44.280] かよさっさとしろ
[00:57:51.319] 了解チェーンが動かない
[00:57:53.880] よ待てわかったうん
[00:57:58.880] はいよし
[00:58:01.319] あいいやんだ頭いいよし
[00:58:06.440] よし手は
[00:58:11.920] よ
[00:58:20.039] きこれじゃ持てないですかこれああ回復1
[00:58:24.559] 個使おうかじゃああじゃ作っていいよ
[00:58:28.000] ね私を持ち上げて
[00:58:33.960] 待て
[00:58:38.400] で1個使おうかなこれああいやまだいっ
[00:58:46.079] かんこれここ高い高いして欲しいてよ
[00:58:51.480] 可愛いどこどこにどこに持ち上げるの
[00:58:54.000] おめえよ
[00:58:57.480] ん持ち上げるっ
[00:58:59.760] たってもっとあっち行かないと
[00:59:03.400] 思う
[00:59:09.480] え
[00:59:14.559] 何コマンド出ない
[00:59:17.640] が
[00:59:19.240] え何これコマンド出ない
[00:59:22.960] よもうちょそっち行けってよしよし
[00:59:28.160] もは何これコマンド出ない
[00:59:35.559] じゃん
[00:59:41.880] あ何これ
[00:59:43.839] バグワタワタえこれ何これ
[00:59:50.960] 何これコマンド出ねえじゃんかよ
[01:00:02.400] 何これコマンド出ねえや
[01:00:06.559] あ
[01:00:10.200] こっち
[01:00:14.039] えこれ何これ
[01:00:20.839] 手を貸して
[01:00:22.760] くれ行くよ
[01:00:27.079] うもういい
[01:00:30.359] ぞ
[01:00:37.680] あ
[01:00:43.720] ここなんかこれ操作性
[01:00:52.160] がえじゃあ私を持ち上げててこれ何だった
[01:00:55.559] んだじゃ私を持ち上げてってなん笑笑何
[01:01:00.319] だったんだよじゃあ
[01:01:03.079] 笑笑ミスリードそんなそんな引っかけ問題
[01:01:07.559] みたいなことマジで高い高いして欲しかっ
[01:01:11.039] たんかくそ可愛いじゃんだとしたらクソ
[01:01:14.839] 可愛いけど
[01:01:16.760] ねマジで高い高いして欲しかったんか
[01:01:23.240] な使いやすくなった
[01:01:28.520] もうげう
[01:01:46.920] げ忙しいよな最近なん
[01:01:52.960] だ食いはつだけか何もねえ行くぞよしえー
