[00:00:17.760] おいおいイスピソソソソSおいおいスピー
[00:25:03.760] ね年玉くださいなんでだよ俺にくれよ俺も
[00:25:08.000] 俺もあげる側になっちまったかなめこに
[00:25:12.279] なちょっと分解してきますよ肉
[00:25:16.919] くれマジで肉余ってるから引き取りに
[00:25:20.039] 来るマジで肉余ってるからでも正月休み
[00:25:23.440] 良かったななんか色々楽しいことできたわ
[00:25:25.760] これも含めてあれ結局あの抜いて全部
[00:25:29.279] ばらした全部1枚1枚ステーキ肉に戻して
[00:25:32.399] 1枚1枚焼いて食べてるあんなもんする
[00:25:35.240] もんじゃねえなあれねかぶりつきたいん
[00:25:37.760] だったら絶対ハンバーグにするべきだ
[00:25:39.880] わリベンジ配信するかもしんねえないつか
[00:25:43.440] 今度ハンバーグに行くでで隙間にチーズ
[00:25:45.679] なんか挟んだらもうたまらんでもうたまら
[00:25:49.320] んでちょっともうすでにありだなそれただ
[00:25:51.960] お金がかかりますハンバーグはりだなあり
[00:25:54.080] だよな間にチーズなんか挟んじゃってさ
[00:25:56.520] サルトに9落としあり腹減ってきたあり腹
[00:26:02.559] 減ってきたこれがねでねこれトラップなん
[00:26:04.720] すよこれねネジが全部で
[00:26:07.120] 123456個あるんすよ6個あるんす
[00:26:09.840] けどここ最後ねここのネジだけプラスなん
[00:26:12.240] すよねこれがね分かんないでやっちゃうと
[00:26:14.880] ねこじっちゃってねあのなめちゃうんで気
[00:26:18.360] をつけてくださいねここだけプラスなんだ
[00:26:20.559] こ何回も分解してるからもうこれ覚え
[00:26:23.240] た
[00:26:25.600] よいしょなめっちゃうなめちゃうんです
[00:26:28.640] ネジがあれ全部あれ外して
[00:26:31.919] ねえちょっとこのカメネジをさに映して
[00:26:36.080] 食べないで
[00:26:37.720] ねなめなめおなめなおなめネジがおなめに
[00:26:42.320] なっちゃうん
[00:26:45.000] でよいしょよいしょよしよしうんち出まし
[00:26:47.559] たよいしょよいしょおおラビちゃん
[00:26:49.279] こんばんはおはよううんち出た今日は改造
[00:26:54.200] うえういういえい来ましたね
[00:26:58.600] こいつが今日を使っていく基盤ですねこれ
[00:27:01.559] をえこいつにいろんなことをしていくと
[00:27:04.520] ちょっとこのもうこの辺は外しちゃおっか
[00:27:06.520] ボタン類はボタン類を外し
[00:27:10.039] ちゃうはいはいはいこれがゲボアドバンス
[00:27:12.880] の中身ですねうんもう見慣れたもんですよ
[00:27:16.120] こんなもんはもう何度も見てますから
[00:27:18.279] ええこの基盤を外すのにもネジを外さ
[00:27:21.440] なきゃいけないわけですねでもこれ基盤
[00:27:23.039] 綺麗だな基盤綺麗だね基綺麗皆さんご存じ
[00:27:26.880] のこちらの基盤皆さんご存知めまし見慣れ
[00:27:30.600] た見慣れてるもううちの配信ではもう何回
[00:27:33.159] も見てるからねこんなんなってるんですよ
[00:27:36.279] ここへもこれもネジで止まってるんでま
[00:27:38.880] これをね外していきますとここはちなみに
[00:27:42.399] プラスネジだね中はプラスネジなんだね多
[00:27:44.559] ワイネジって多分コストでかんかよりも見
[00:27:46.799] た基盤それ嘘最プレステ5の中身は見たえ
[00:27:50.279] なんでプレステ5バラすって相当勇気いる
[00:27:54.320] けど
[00:27:56.240] よいしょよいしょよいしょよし
[00:27:59.880] はいはいはいはいはいはい
[00:28:03.440] はいもう基盤で患者タイムゲーのケツより
[00:28:07.559] 見た
[00:28:09.279] 動画めっちゃ面白いネジ落とせネジ落とせ
[00:28:12.960] ネジ落とせネジ大丈夫腰だらこんばんは
[00:28:15.240] あのねネジはね新しいの全部用意してる
[00:28:16.919] から4台くらいかなダメにしてた笑これ
[00:28:19.919] これがね
[00:28:21.360] あの液晶と繋がってるケーブルなんすよん
[00:28:25.159] でここにピンがあるんでこれをめ見たかっ
[00:28:29.159] たあゆうちゃんこんばんはあけめこちつっ
[00:28:32.480] てね開くとこのケーブルが抜けるんすねま
[00:28:36.159] こピッて抜ちゃうけどはいもうこれがえま
[00:28:39.159] これが基盤ねこれが表てかCPUとかが
[00:28:41.840] 乗ってます俺前回やった時ここにハダ
[00:28:43.919] っきり垂らしてCPUダメにしたんでマジ
[00:28:46.159] で今回気をつけますはいそんな感じでこれ
[00:28:48.080] はもうガチでこいつにこいつに載せ替える
[00:28:50.039] わけだでこいつはもう正直使わないんです
[00:28:53.000] ねもうこれがよだからけめあけおけめけめ
[00:28:56.200] ワクワクするこの辺がボタン類だねただ
[00:28:58.519] 今回ボタンも全部載せ替えるんでゲーム
[00:29:01.039] ボーイカラーだっけゲームボーイ
[00:29:02.360] アドバンスアドバンスアドバンスマジで気
[00:29:03.840] をつけていこうねマジで気をつけよま最悪
[00:29:05.960] あのこれダメでもあと4台あるんでゲーム
[00:29:09.640] アドバンスあと4台持ってるんでのメモリ
[00:29:11.519] と一緒だねゲームアドバンスあと44台
[00:29:14.200] あるんではいこれですねこれがうわあ
[00:29:17.919] なんかあられもない姿になっちゃいました
[00:29:19.760] ねこんなもんなんこういうこれなんすよ
[00:29:21.760] はいこれがゲームバードマンスですはい
[00:29:24.519] そうそうそういくらぐらいで買えんの今ね
[00:29:27.320] 高いね5000ンでも本に高くなった昔
[00:29:31.640] なんか500円で誰も買わなかったのにな
[00:29:33.760] 本当に高くなったと思うわこんにちは海造
[00:29:36.360] 配信はいこんばんは見てください今日は
[00:29:39.440] 基盤が取れましたこれちなみにスピーカー
[00:29:41.559] も新しくしますんでこいつにいろんなこと
[00:29:43.880] をしていきますとまず何をしたらいいん
[00:29:46.159] でしょうか買ってもらえなかったのに読ん
[00:29:48.519] だもうこっからはごめんこっからはねあの
[00:29:52.440] ねあのねこっからはもうねあの俺もね
[00:29:55.159] ネットを見ながらゆっくりやっていくん
[00:29:56.760] ですよバラすのは簡単なんだよね欲しいの
[00:29:58.600] に変えないよ高いよね高いよねでもねお店
[00:30:01.799] 探すと安く売ってたりするんだよそういう
[00:30:03.519] の見つけたら無限回収ですよ無限回収
[00:30:06.279] えっとねまず何からやっていこうか
[00:30:09.960] なまず多分1番最初に必要になるのって
[00:30:15.000] もうもう早速こいつなんよねこいつのこれ
[00:30:19.279] HDMI出力のドッグなんだけどこいつの
[00:30:22.559] のハードオフとかなら基盤をくっつけて
[00:30:25.039] いかなきゃいけないと思うんだちょっと
[00:30:26.240] これのインストールガイド見ていい
[00:30:29.000] えっとごめんカメラ揺れんの許してえっと
[00:30:34.399] ねこれかこれこれがインストールガイドや
[00:30:38.000] ねこれのねこのこのフレキシブル基盤
[00:30:41.080] こいつをもう貼付けなきゃいけないと思う
[00:30:42.760] んだよね
[00:30:44.559] 早速そうこういう風にあのテレビに映せる
[00:30:48.279] んですよこれすごくないですか
[00:30:51.159] これこいつねこれをこのオレンジ色のやつ
[00:30:54.880] こいつをもうつけていかなきゃいけないん
[00:30:56.639] じゃないのかなと
[00:30:58.559] そうそうそう反田するところしっかり見て
[00:31:01.120] ねおねうんおじさんが反田するところ見て
[00:31:03.720] てね
[00:31:05.519] えっと要はこれだなこういう風にくっつけ
[00:31:08.600] なきゃいけないわけでこういうところの
[00:31:10.639] ハダはまやるとしてままずこれ粘着テープ
[00:31:13.960] になってるから粘着テープになってるから
[00:31:16.200] もう早速こいつにつけていきますもうハダ
[00:31:19.320] をハダあた増なると改造感まししてそうだ
[00:31:24.679] ねそうなんだよこれね基盤そうこれが何が
[00:31:27.559] やばいこれそうただこの元ある基盤に追加
[00:31:30.799] するんじゃなくて基盤を追加するのよ要は
[00:31:36.919] さらにこん中に1枚基盤をぶっ込むことに
[00:31:39.480] なるの
[00:31:42.240] えっとえっとこれだねこの緑色のや買った
[00:31:46.480] かブロードトラルハンダトあるあるある
[00:31:49.880] 大丈夫これねこれこの基をここに入れ
[00:31:53.200] なきゃいけんだ足りるの足りる大丈夫
[00:31:56.000] 大丈夫大
[00:31:58.159] あるんだから大丈夫だよ任しとけ
[00:32:01.760] よいしょAからBになるんじゃなくてa+
[00:32:05.120] bになるのかこれぞ男の子ワクワク
[00:32:07.880] システムそういうことですよ男の子
[00:32:10.159] ワクワク
[00:32:11.679] システムちょっと待ってねちょっともう
[00:32:14.159] 作業場を確保しないといけないです
[00:32:16.919] こいやでもちょっと怖いよやっぱ不安は
[00:32:20.440] ありますね不安はありますはいこれ
[00:32:23.200] が基盤でございますそんな作用上で大丈夫
[00:32:27.360] か大丈夫大丈夫
[00:32:33.880] よしちょっと待ってねこれ画面切り替える
[00:32:39.240] か君もうトロ作れるよこれでございますよ
[00:32:44.039] の盤はまるまる追加になるよなそうだね
[00:32:47.519] まるまる追加になるもうでも俺
[00:32:50.519] あのこいつでもう同じことやってるからね
[00:32:53.320] こいつも1枚こん中に基挟んでここにミニ
[00:32:57.120] HDM追加してるから同じよ要は出る場所
[00:32:59.960] が違うだけ出る場所が下になるだけでそう
[00:33:02.919] そうそうだから全然ねあの変わらなっす
[00:33:05.279] やることはもう一度やってるん
