[00:00:05.080] 1個メ会館ハリボテクレイが済むハリボテ
[00:32:28.840] えっと待ってさ記憶ではね俺の記憶では
[00:32:33.639] あのねここに出てくるって出たたんだ
[00:32:36.050] [音楽]
[00:32:38.279] よビレッジブリッジのとこにさあれが出て
[00:32:41.480] くるって聞いたんですよね人縛りです
[00:32:44.230] [音楽]
[00:32:45.760] かこれが人生縛りですかラプラスの姉がね
[00:32:51.039] 繰り返しさんとい
[00:32:55.120] てここんばんは
[00:32:57.130] [音楽]
[00:32:58.720] ていや
[00:33:01.880] まずい
[00:33:04.799] よ
[00:33:07.360] えーあんなに嫌ってた剣気だったけど俺
[00:33:10.240] お前のこと必要だってあんなにあんなに
[00:33:13.440] 嫌ってたけど俺お前のこと必要なの
[00:33:16.840] に持ち物
[00:33:19.679] 預かる
[00:33:21.559] えお前のために吹雪も買ったの
[00:33:25.960] にありがとうお前のことは忘れないよ
[00:33:29.360] ありがとな
[00:33:32.600] けお前のことも忘れねえよ
[00:33:37.690] [音楽]
[00:33:39.159] さよならとりあえず小入れとこうしょうが
[00:33:42.799] ね波覚えるやつこいつしかいねえもんよ
[00:33:44.880] よくやったよいや53気なくなのきちいな
[00:33:49.360] 笑笑しコダックしかいねえ波乗り覚えれる
[00:33:52.559] やついねえもん
[00:33:55.080] よ稼ぎ来た
[00:33:58.279] てたくこんあコメちゃんこんばんはあの
[00:34:00.919] そうあのすいませんあの剣気死にました大
[00:34:04.240] 元気死んだあ終わりもう今日終わり今日も
[00:34:06.720] レベル上げ会です残念皆さん残念でした
[00:34:09.760] 今日もえレベル上げ会が始まります本当
[00:34:12.599] 終わり
[00:34:14.000] です抱こ早覚えの早い
[00:34:17.800] な終わりだよどうすんだよマジでよ
[00:34:23.429] [音楽]
[00:34:25.800] くそちょっと誰か頼むちょっととさラプラ
[00:34:28.760] スってどこに出てくんのラプがどこに出て
[00:34:31.320] くるか教えてくんね死ぬ覚悟でジム特攻し
[00:34:34.200] いやジム特攻は無理
[00:34:39.079] でしょここのジムだけでもやっちゃう
[00:34:42.839] あやかあやかの頼みでまわま行けなくも
[00:34:46.919] ないと思うけどねここのジムだけやっ
[00:34:50.359] ちゃうか
[00:34:53.000] なあここのジムだけやんべえよもうクソ
[00:34:56.760] 腹立つから
[00:34:58.560] いやジムやるわボス行くボス
[00:35:01.730] [音楽]
[00:35:05.040] 行くくそがドラゴンタイプなんて絶対使わ
[00:35:08.599] ねえ俺嫌いだわいや嘘やっぱ使う使う
[00:35:12.200] けどレッブリッジビレッジブリッジ出て
[00:35:15.800] くんの本当さすがにジム行くわえビレッジ
[00:35:20.960] ブリッジ出てくんのラプラスってでもそれ
[00:35:22.920] 全国図鑑じゃないの全国図鑑じゃなくても
[00:35:26.000] 出るの今の俺の段階でも
[00:35:30.160] 出る出るなら捕まえに行く
[00:35:32.410] [音楽]
[00:35:41.880] けどいや行く
[00:35:46.160] か
[00:35:48.079] え行くよもうもう行くからねえ行ける行け
[00:35:53.880] たってこといるってことえいるんだったら
[00:35:56.680] 使いいや行こうか戦う前に振り落とされ
[00:35:59.599] そう本当だよなあんなあんなのにまさか
[00:36:03.000] 本当ガガガガガガガ行くよ
[00:36:07.359] くれ行くぜいや大行けるいける体のいい
[00:36:13.440] じじいや行けるいけるいける行けるいける
[00:36:16.119] 行ける行ける絶対
[00:36:19.960] 行ける体なら行けるなける余裕余裕余裕
[00:36:23.760] 余裕気持ちで負けちゃいけねえんだよ
[00:36:27.720] 剣気が剣気の死を無駄にできねえんだよ
[00:36:30.079] ああ
[00:36:31.760] まずいまずいまずいまずいまずいよやめて
[00:36:35.119] よねやめてよ
[00:36:38.520] ねお前さそれはダメ
[00:36:43.920] でしょまエス勝ってるもん
[00:36:47.800] なえエス勝ってるもんねえエスかってる
[00:36:51.920] もんね大丈夫だよねえ使っても使っても
[00:36:56.359] おしよしよしよしよしよしよしよしよしよ
[00:36:58.599] よし
[00:36:59.720] よしこのひりつく感じがたまんねえんだ
[00:37:03.480] よしパチパチパチうナイス何フライゴンっ
[00:37:10.640] てフライゴンか地面ドラゴンでしょ地面か
[00:37:16.079] くそいやこれどっちしろ回復入れねえと
[00:37:19.000] まずい
[00:37:21.340] [音楽]
[00:37:24.520] な回復入れる
[00:37:31.880] バビラミックスオレじゃもう回復しきん
[00:37:34.720] ねえじゃんこいつ体力多く
[00:37:40.000] て声
[00:37:42.040] なん真似できないや人の口でお前も持っ
[00:37:45.880] てんのかざんなちょっとおなんでお前も
[00:37:49.800] 持ってんだよクソ
[00:37:51.520] が神化けが
[00:37:54.480] 砕くだけしか覚えてねバカ
[00:37:57.260] [音楽]
[00:37:58.359] でお前も持ってんだよざけんな
[00:38:06.319] よ技近くなっ
[00:38:09.520] てる
[00:38:11.560] えいや良くない良くないそれは良くないな
[00:38:16.760] 何それ
[00:38:20.640] よくないよくないうわS負けてるし耐える
[00:38:25.960] るる耐るるまあ終
[00:38:32.880] もう終わっ
[00:38:37.280] た
[00:38:44.079] もう
[00:38:47.839] あ04イララヒリッうどん04ラキラ
[00:38:53.720] 終わりの始まりあかちゃん
[00:38:57.680] ドジらべドジらべドジらべ歌結果もう
[00:39:03.680] 終わりだよこのゲーム誰だ行けるって言っ
[00:39:06.200] たのドジ1男さんドジ1男さんドジ1男
[00:39:11.240] さんエンドレスワ今序盤からよく死ぬな
[00:39:15.440] リクスリクスリクス
[00:39:20.100] [音楽]
[00:39:40.040] もうないちゃうよ
[00:39:44.600] [音楽]
[00:40:15.440] これ全滅ありますか村8おく村8おく村8
[00:40:21.440] く
[00:40:28.450] [音楽]
[00:40:47.119] あクソどんだけバカ
[00:40:55.079] くそしようもねえ
[00:40:59.200] 笑笑笑笑笑笑
[00:41:04.280] 笑笑
[00:41:06.920] ああビブレキプビブレキプビブレキプ
[00:41:11.560] ビブレキプしむまじかゆりつけるおすおせ
[00:41:15.839] さささおえ
[00:41:24.520] おすニ棒振り払った時のほっぺたの揺れ
[00:41:28.319] すごかったあかちゃん
[00:41:32.970] [音楽]
[00:41:36.839] シス人生はいつからでもやり直せる
[00:41:40.319] にっこりあれ元気ないドジ1けるドシ
[00:41:45.800] けるリ作ってる間にもう一体死ぬのやめて
[00:41:49.880] ね前髪長いな
[00:42:01.319] ハイパークソゲーチャンネルへようこそ
[00:42:07.359] もうやだ
[00:42:09.240] よどうすんのこれから俺
[00:42:12.760] たちおい俺たちどうすんだこれから
[00:42:17.839] よお前もう脱穀ちょっと待ってお前脱穀
[00:42:20.760] クッションさせろ
[00:42:25.290] [音楽]
[00:42:28.000] 誰だよ行けるつったら全然行けねえじゃ
[00:42:30.319] ねえか
[00:42:32.319] よ
[00:42:35.640] がお前がお前お前が引っかくて殺せばいい
[00:42:38.960] だろう
[00:42:39.370] [音楽]
[00:42:42.480] かもうちょっともうこれ
[00:42:49.000] もうまでレベリング
[00:42:52.720] クソゲチャンネルクソゲ
[00:42:56.119] チンゲ
[00:42:59.359] クソゲ
[00:43:05.440] チャンネルクソゲクソゲラララクソゲ
[00:43:10.160] クソゲ
[00:43:11.960] ラララどうすんだじゃおここから勝ち筋
[00:43:16.359] 見せろどすんだじゃこっ
[00:43:19.240] からまっちゃん出す
[00:43:24.200] か一発耐えるか一発耐えるか
[00:43:29.240] お前は
[00:43:33.620] [音楽]
[00:43:38.960] もう朝までレベリングするしか
[00:43:42.599] ないずっとバカだからずっと積んどけで
[00:43:45.839] これは回傷100%傷100%引いて
[00:43:48.880] 100笑笑
[00:43:53.360] [音楽]
[00:44:16.440] ああ源落としたいな芸能界引退かな
[00:44:24.540] [音楽]
[00:44:29.920] ダメだめ体力の
[00:44:32.520] 限界
[00:44:38.980] [音楽]
[00:44:42.920] け急所当たりすぎで草100日を待たずに
[00:44:47.520] 死ぬわ
[00:44:54.040] にクソゲームちゃ
[00:44:59.079] クソゲームのルルれちゃったビブレクソ
[00:45:04.280] ゲーム
[00:45:06.640] のる
[00:45:09.319] つまんない
[00:45:12.480] ゴミのゲームが
[00:45:16.280] やってきましたもう2度とやりたくない
[00:45:22.960] クソゲームの
[00:45:25.960] ちゃゲームの
[00:45:29.400] ちゃクソゲームの
[00:45:33.280] ちゃクソゲー
[00:45:37.119] ちゃま
[00:45:39.040] マジ重ない
[00:45:42.760] くそゲームちゃま
[00:45:46.559] もうやりたくない本当
[00:45:51.000] にん
[00:45:53.800] ないってくるわ
[00:45:57.480] 卵吸ってくるから戻ってきたら
[00:46:00.400] ちょっとちょっと作戦会議しよういや
[00:46:15.040] ももう1週間頑張ろうね村かはねまこ村か
[00:46:20.359] はねま村かはねまここれはタバコも吸うわ
[00:46:24.559] な笑
[00:46:31.079] ミヒまから歯車が狂い出した
[00:46:41.040] なあの敵に強いであろう種類って
[00:46:44.240] [音楽]
[00:46:46.880] 何ファイこり
[00:47:01.680] やぽぽ緑1やポップ緑1やぽぽ緑1や
[00:47:16.960] ぽぽもう好きなポケモンとかガ虫だこれ
[00:47:20.640] から必要なのはちポケお疲れ様ですちゃま
[00:47:24.680] ギスギスちゃまギスギスちゃま
[00:47:27.790] [音楽]
[00:47:32.200] ギスギス単純にレベリングが足りなかった
[00:47:35.200] のが敗だから全部50レベから55レベに
[00:47:38.520] したら勝ち
[00:47:39.190] [音楽]
[00:47:50.480] よちゃまだりえん
[00:48:50.839] クソゲーちゃま温
[00:48:52.010] [音楽]
[00:48:54.920] 動無音きます
[00:49:04.960] こんばんは今頃天国は賑やかだろう
[00:49:08.839] ななんた言った
[00:49:19.040] さんはいどうも
[00:49:21.160] こんばんは全部だよクソゲーチャンネルへ
[00:49:24.760] ようこそ
[00:49:28.520] えちゃまったれちゃまったれちゃまったれ
[00:49:32.880] 絶望顔してるさ今日から始まり
[00:49:36.280] ます今日から始まりますよ皆さん全滅全滅
[00:49:41.240] はい終わり
[00:49:42.440] で1個目はい終わりです笑笑はい終わり
[00:49:47.000] です1個目あ1個メありがとうございます
[00:49:49.559] 彩かのデータに5ないかねねこれあか
[00:49:53.440] あやかわ1個目取られた
[00:50:01.480] あ止っちゃったごめんなさい大パしちゃっ
[00:50:05.720] たあ死に
[00:50:08.250] [音楽]
[00:50:11.359] てえ意死に
[00:50:14.720] たし笑えよ
[00:50:17.599] あどうすんだどうすん
[00:50:21.720] の茶どうすんのだろこれおいあはは
[00:50:29.359] 郎さんこんばんはこんばんはごめんね
[00:50:33.520] 捕えるとからそうだようんそうそう
[00:50:37.559] そう始まりますよ気合入ってきた気合入っ
[00:50:42.240] てきたねやる気出てきたわやる気出てきた
[00:50:46.960] 持ち物よせボケがお前ら全員がよ2度と俺
[00:50:50.559] の目の前に現れんじゃねえぞバカ
[00:50:53.880] がお前全員バカ使えねえなたく
[00:51:00.839] よ頑張れブーちゃん村8わた村わた茶なめ
[00:51:06.760] てて部はいさようなら
[00:51:10.720] ルルさようなら
[00:51:13.280] お前らは忘れるよう2度と見たく
[00:51:20.680] ない雑いポケモンは全員役たずでした
[00:51:27.119] なんだよお前らなんかクソが笑もう最悪だ
[00:51:32.599] よ
[00:51:36.680] あはん思ったのに笑笑ビオス
[00:51:41.720] ピシとりあえず伝説のポケモンを手持ちに
[00:51:44.880] 入れて多分ね待機中多分ね今日500匹
[00:51:49.680] 殺す多分ね500匹殺すまで終われない
[00:51:52.640] 耐久しようよしよしお前ら待てこんばんは
[00:51:56.640] ムギさんどうあムギさんだあのレドリレ
[00:51:59.240] よろしくねあの人生プレイでポケモンやっ
[00:52:01.359] てて今全滅しました終わりもう今日終わり
[00:52:03.839] わこんなクソゲ2度ではいさよなら終わり
[00:52:07.319] です終わりですえプレイ時間71時間も
