[00:00:05.319] 一応1コメ譲るか一行しました1コメ
[00:33:11.960] もう今の大人になっちまった脳みそじゃ
[00:33:13.679] もう入ってこないだこのやってるけど全然
[00:33:16.200] 覚えらんないもん子供の多分一番なんか
[00:33:19.639] 勉強とかが頭に入る時期全部そっちで
[00:33:21.559] ぶっ込んだだろ子供の頃の一番みとが若く
[00:33:25.039] て番を吸収するに
[00:33:28.399] 度絞ればスポンジになるんじゃねやだよ
[00:33:32.559] せっかく詰め込んだんだからレベル40
[00:33:35.159] なったねマちょっとリマ入れ替えますあ
[00:33:39.279] ありがとう木飲みくれ
[00:33:44.200] たなんかエスパーねランクルスってどこに
[00:33:47.720] 出てくんのランクルス声もに追加しとき
[00:33:50.679] ましたありがとうございますスポンジの
[00:33:52.320] 水分全部抜いてみるかなあ全部抜いて抜い
[00:33:55.120] たら一緒にじゃさ一緒に目指さない俺そう
[00:33:58.399] 鳴き声ソムリエを夢吉丸もちょっと練習し
[00:34:02.360] てみなまずはねまずはあの簡単なところ
[00:34:07.080] からあの例えばなんかその誰しもが聞いて
[00:34:09.480] 分かるような例えばルージュラなんかは誰
[00:34:11.399] でも分かるわけですよそういうのから覚え
[00:34:13.200] ていくといいねそういうのから覚えてくと
[00:34:14.800] いでたまに飛び道具でわけわかんないのを
[00:34:16.879] 入れとくといいねうんコータスとかね
[00:34:19.879] コータスとかなんか覚えてたらもう安いよ
[00:34:22.480] ねまさこあまさこねルージな初代のな交換
[00:34:26.720] した時の名前なまさこ
[00:34:30.119] なコモもエスパータイプだけどちょっと
[00:34:34.639] なんかちゃう
[00:34:35.760] なランクルスはどこに出てくるんだラン
[00:34:38.359] クルス
[00:34:43.000] はあここを抜けるとサメなみたうんだね私
[00:34:46.480] はもうちょっと調査したいんだけどどう
[00:34:47.760] する一旦ここで別れちゃうえなんでそんな
[00:34:49.520] 寂しいこと言うの中がアニメのやつに侵食
[00:34:51.720] されてピカチュだブ俺はこれ最近の
[00:34:55.720] ポケモンのピカチュってピカチュって泣く
[00:34:57.359] んでしょ
[00:34:58.480] めてるよねなんであいつだけ特別扱いする
[00:35:00.960] んだそってヒードランに関することをもう
[00:35:03.119] ちょっとカおすごい何それすげえなティー
[00:35:07.720] ドランに関することをもうちょっと調査し
[00:35:09.480] ておきたいし一緒にいてくれてありがとう
[00:35:11.839] うんティードラン出てくるんや
[00:35:14.720] ここヒードラン出てくんだ
[00:35:17.640] ねサナタウン来ましたサのリゾートを
[00:35:21.079] もっともっと発展させるべく工事スタート
[00:35:22.960] そしたら火山と繋がって自然すごいなって
[00:35:24.880] ところだわあそう
[00:35:29.440] なんかおしゃれだへこんなお前こんなとこ
[00:35:33.760] にこんな街作っちゃって津波来たら終わり
[00:35:36.320] やん
[00:35:38.200] なここがあれかジムあんのか
[00:35:44.040] うわ
[00:35:46.119] ええこもうなんだよこれ絶対バトルになん
[00:35:50.599] じゃねえかよ大丈夫か俺行けるかお互い
[00:35:55.119] どれだけポケモンこ初見殺しだろ
[00:35:58.280] まずいいや行けるいける行ける多分そんな
[00:36:00.240] 強くねだろそんな強くない
[00:36:02.880] だろよかった回復しとい
[00:36:05.920] て3
[00:36:10.280] 匹あ強強
[00:36:15.040] 3939ちょっとやばいっすこれは
[00:36:18.599] ちょっとココで行きますかココでまこちら
[00:36:22.040] もねタイプ相を学んできましたから
[00:36:28.000] は
[00:36:29.359] タイプがってるんよんだ
[00:36:34.440] からしてるからなあいつなミラボでつ
[00:36:38.599] ポケ名前られてなかった何それ知らね
[00:36:41.960] 何それ
[00:36:43.040] て
[00:36:45.040] なんておい待ておい引きでならね何食わず
[00:36:49.560] ぐらいしてたのおいなんだそれ知ってはい
[00:36:52.440] たん
[00:36:54.119] だんでんでずらしたんだよ
[00:36:58.160] なんかなんかこいつなんかこいつあれだわ
[00:37:02.560] みたいな笑笑なんでなんでずらしてたんだ
[00:37:07.680] よなんとなくなんか
[00:37:12.280] もう何ず嫌
[00:37:15.480] いて食べてちょっとかじってみなきゃ
[00:37:18.560] わかんないでしょう
[00:37:20.640] か
[00:37:22.640] ずんでた
[00:37:26.520] た声うるせえかんな俺確かに声うるせえ
[00:37:33.079] から
[00:37:39.640] ぐごめんなさいのでねすいませんマジで
[00:37:43.599] ごめんなさいすいません本当にすいません
[00:37:45.880] 気をつけます
[00:37:53.839] ねく
[00:37:56.440] なだいぶ刺さった
[00:37:59.680] 今確かに分かる俺もそう俺もそう乱暴な
[00:38:03.319] 言葉遣いするやつゴミだよね本当良くない
[00:38:06.240] よくないよくない視聴者に向かっておめえ
[00:38:08.359] らとか言っちゃだめなんだよね本当そう
[00:38:11.760] マジでそう思うわ俺もあにさんこんばんは
[00:38:14.000] ごめんみなさんこんばんはニちゃん
[00:38:16.000] こんばんはそうだよねこなたで乱暴な喋り
[00:38:19.400] 方だけどガラスの
[00:38:21.680] ガラガラスもガラスよ本当にワイングラス
[00:38:25.599] ぐらい薄いからな
[00:38:29.960] ぼなが本当の意のおちゃではないから
[00:38:33.640] 大丈夫よ笑いや気をつけよう気をつけよう
[00:38:37.680] マジでそうそうだよねやだよね乱暴の話し
[00:38:41.440] 方ね全然良くもねえのになんか慣れらしく
[00:38:45.440] お前とか呼ばれたらやだよね分かる気を
[00:38:48.480] つつける
[00:38:50.760] ねそういう人おるねやっぱそれそれが理由
[00:38:54.520] でさ見ない人もいるんですよやっぱり
[00:38:58.480] 俺は俺だぜとか言ってるけどねてるのが
[00:39:01.079] 割と激だったからTwitterで
[00:39:02.880] 切り抜かれ
[00:39:04.560] てる何どれえなんかあったっけ過激な
[00:39:09.599] 切り抜きなかあっ
[00:39:13.000] た俺の最近の俺の
[00:39:17.520] 切り抜きどれだろう
[00:39:20.640] ポケモンあドナルドランドかもあごめ
[00:39:24.200] ドナルドランドだドナルドランドで壁に
[00:39:26.319] はまってザじゃね
[00:39:28.680] クソゲがやとか言ってたからねごめん笑笑
[00:39:30.960] でもあれはあれでもあれはドナルドな悪い
[00:39:34.359] よあらドナルドランドが悪る嘘嘘嘘
[00:39:38.520] ありがとうねゆきっちゃんありがとうね
[00:39:40.599] なかあったけなんかしかないごめん
[00:39:42.760] ありがとうなありがとうなありがとう
[00:39:44.640] ごめんねま5回も解けたようだしうん5回
[00:39:48.599] も解けたようだ
[00:39:50.560] しましがなレトロゲーマーでございますよ
[00:39:53.440] レトロゲーム中心に配信してますね
[00:39:57.359] スイッチ32年目3年目でございますもう
[00:40:00.160] そんなやってんだねもうそんなにやってん
[00:40:02.640] だ
[00:40:03.599] よ好きや
[00:40:05.760] ね5月で3年目だけでとてもいい子なん
[00:40:10.319] です囲いコメいいぞお前らもっと囲ってけ
[00:40:15.800] 囲えこれどこ行けばいいのこれ
[00:40:19.960] ずいいよ切り抜そこ切り抜かなくて
[00:40:25.200] いちょっと待ってボスちょっとずマップ見
[00:40:28.760] させて次の待かボムはボス
[00:40:32.680] はタウ
[00:40:35.680] マップあらだいぶ来てるんだなでも
[00:40:39.520] なあれ俺って今どっから来た
[00:40:42.720] のあ飛行機でここまで来たのか山路タウン
[00:40:47.119] まで来てはいはいはいはいはいてえば
[00:40:51.319] 大人しくなるよそれやめてお前それやめろ
[00:40:53.960] それ俺が高校の時に好きな子に振られた
[00:40:55.800] 文句じゃねえか笑笑
[00:40:58.160] 橋本君てさ必死すぎてきついって振られた
[00:41:02.560] 何何必死すぎてきついってもなんかよう
[00:41:06.000] わからんけど傷つくわ
[00:41:09.920] そようわからんけどなんか傷つくわその
[00:41:13.480] 振られ方なんかもっと普通になんかタイプ
[00:41:15.920] じゃないとか好きな人いるのとか言えよ何
[00:41:18.280] 必死すぎてきついっ
[00:41:20.720] てなんか何その振り方
[00:41:28.119] それそれ言われるともへこむからやめてな
[00:41:30.079] この言い訳が必死すぎてきい優しい嘘で
[00:41:33.280] すらなかっ
[00:41:34.560] た優しい人ついてくれよ
[00:41:39.920] な本当に大人しくなっ
[00:41:43.520] てるも思い出してきちゃっ
[00:41:46.560] た笑笑
[00:41:56.240] 笑笑ったんだけどな笑笑めっちゃ長かった
[00:42:01.200] んねけどえだってデートしたで3回
[00:42:06.040] ぐらい3回ぐらいデートした
[00:42:08.880] でデートじゃなかったんかなあれあれ
[00:42:12.560] デートじゃなかったんかなお野で出るんや
[00:42:16.680] 4回目そのトがくなかったかよくなかっ
[00:42:21.720] た良くなかったん
[00:42:24.800] かそうなんか
[00:42:28.839] あさにテンション下がるや見てたから
[00:42:31.240] わかる見てんじゃねえやどこに行ったのえ
[00:42:35.760] ベル
[00:42:38.000] モールベルモールだけど内宮のご存知ご
[00:42:43.400] 存じベルモールだけどえご存知じゃ
[00:42:46.920] ないえベルモールをご存知ないよお前らは
[00:42:50.520] ベルモールだベルモール行ってアルパカ見
[00:42:52.800] てきてベルモール行ってアルパカに
[00:42:57.440] 知ってるのようにベルモールないで地元だ
[00:43:00.720] から知ってなベルモールしかねえやな高校
[00:43:03.920] 生のデつたなつかったベルモール行っ
[00:43:08.960] てアルパカアルパカのアルパカおんのよ
[00:43:13.599] なんかベルモールっていうなんかその総合
[00:43:16.880] 商業施設なんだけどあるのよなんか小動物
[00:43:21.640] 園みたいなアルパカがいるんだけども
[00:43:24.359] すごい喜んでくれてねなんか
[00:43:27.800] 施設
[00:43:31.200] ねえとなんだっけちょっと待ってえこれさ
[00:43:35.079] 俺力
[00:43:38.720] かかゆきっちゃん実際俺のこと見て結構
[00:43:41.640] こんな感じって分かるでしょ俺結構こんな
[00:43:43.720] 感じだからねあのおしいでしょそうなん
[00:43:47.800] ですよあのTwitterで聞いてあれ
[00:43:50.079] もうマスコミと一緒ですから振立ていら
[00:43:52.960] ないマスコミと一緒ですからねあそこは
[00:43:55.319] もうなんてかのというかうん普段こんな
[00:43:58.760] 感じでシクシクとやってますから大人しく
[00:44:01.599] よく勘違いされるんです叫ぶには叫ぶけど
[00:44:05.079] 普段はこんな感じだよなでも女性のこと
[00:44:07.720] すぐ女ってあども女っていう
[00:44:11.599] ねよくないと思い
[00:44:14.640] ます良くないね女の子のこと女って言マジ
[00:44:17.760] で良くないと
[00:44:18.839] 思う本当にごめんなさい気をつけ
[00:44:23.400] ますでもグリムでもないのにな
[00:44:30.040] おいアブのソルが来たねこれうこれいやで
[00:44:35.400] も悪
[00:44:36.640] タイプ悪タイプでしょ可い悪タイプでしょ
