[00:00:06.080] ハリボテあげだねハリボテあげだね針ボテ
[00:32:30.360] ね
[00:32:34.519] たなんだよ誰だよお前エモがなんでエモが
[00:32:39.679] なんだ
[00:32:43.039] よエモンはいいよエモンはエモンがエモン
[00:32:47.039] 来たねエモンが可いエモンはいいよ今の
[00:32:51.679] ピカ枠そんな感じじゃ
[00:32:55.000] ないえもがおん
[00:32:59.360] エモンガこいつエモンガだわああ
[00:33:05.600] 強いこれ対してもらえないでしょ
[00:33:09.200] あれおそらく対してもらえないでしょ経験
[00:33:15.600] [音楽]
[00:33:16.840] 値当てれやこいつ仲間にしてなしに
[00:33:22.679] しようなみ総大将にしようぜこいつ
[00:33:28.039] な民のほとんどは元々エモだから
[00:33:33.480] な我れこそナシム大勝
[00:33:42.050] [音楽]
[00:33:43.679] カモン
[00:33:45.519] 強制ポ強制って何それ何それ
[00:33:50.639] こいつ飛行飛行電気とかだよね多分ね
[00:33:56.350] [音楽]
[00:33:58.760] つなんかここあんまりレベル上げになん
[00:34:01.440] ねえな全然出てこねえあれが可愛いんだ
[00:34:04.120] けど
[00:34:05.399] さ可愛いけど電気はもうコココイルがおる
[00:34:09.040] ねん
[00:34:09.440] [音楽]
[00:34:10.839] なちゃまゲムあんま可愛いポケモン使わ
[00:34:13.560] ないで有名だからチャピがなんか反応する
[00:34:16.280] あこの子可愛いっていうやつ全部使わない
[00:34:17.960] ピザ全然使わない全然使わないピザガって
[00:34:22.280] あなけねなけあんまり使ってねえんだな
[00:34:26.560] 今回なここ苦労した理由が実はそれレベル
[00:34:31.280] 上げ適当団ちゃんの本名の
[00:34:37.600] [音楽]
[00:34:43.159] 松本のね
[00:34:45.639] 確かにねそういうことじゃない違うよ違う
[00:34:49.480] よなんか違う違うなんかそういうことじゃ
[00:34:54.720] ないもう
[00:34:57.839] もうちょっと偽壊れたかもなだめだ超
[00:35:01.880] 止まるねが世界大会取ったように可愛いは
[00:35:04.880] 正義だよまパシめっちゃ強いんだよ
[00:35:08.320] などうしようかねこ
[00:35:12.599] まだじゃないんでしょでも簡単に変える
[00:35:15.760] もんじゃない簡単に変えるもんじゃないね
[00:35:18.680] ちょっとレベル上げ戻るわ俺レベル上げ
[00:35:20.800] あっちでしてくるわあっちのが早いこっち
[00:35:24.760] の方が早いレベル上げ戻るちょっと
[00:35:27.960] あ違うどこだこれあこここここのねこの先
[00:35:30.240] の草村の方が早いわいや自分じゃ直せない
[00:35:34.480] ねそういう業者に頼むしかないねまた金
[00:35:37.960] 取られんなまた
[00:35:41.000] それまあまあまあまだ使えるからいこれ
[00:35:45.400] 本当やばいねえそ本当にやばく
[00:35:49.839] ない何これマジでぶっ壊れてん
[00:35:53.680] じゃん本当にやばそうドックスさんやばく
[00:35:58.079] ねムドさも無理だよこれはムドさも無理て
[00:36:01.599] かみんながよく知ってんなやばい今日
[00:36:04.200] やばい
[00:36:05.680] ねええ3万もずんのにこれドックスさんで
[00:36:10.640] も無理なのか無理無理無理無理無理ムド
[00:36:12.680] さんも
[00:36:15.040] 無理ここの方がレベル上げ早い
[00:36:18.760] わまあもうワンチャン買っちゃってもいい
[00:36:22.000] けどねもう1個ね多分直すのもそんな
[00:36:24.640] 変わんないと思うんだよな買うのも
[00:36:30.320] [音楽]
[00:36:34.800] 多分ね買おう高い
[00:36:38.740] [音楽]
[00:36:41.319] のまここでレベル上げしようかちょっと
[00:36:44.040] 30ぐらいまであげ30でもダメかでも
[00:36:47.160] 30でも低いぐらいだもんなもうな正直
[00:36:50.560] 色違い出たタイプ被っててもパーティ
[00:36:53.160] 入れるあ色違い出たら絶対入れる色違い出
[00:36:55.680] たら絶対使うわ安いから大丈夫
[00:36:59.000] いやグラボより高いでしょグラボなんか
[00:37:00.760] 2万もすば買える
[00:37:02.040] [音楽]
[00:37:04.000] べあ嘘嘘嘘ごめん全然全然嘘もっ嘘持った
[00:37:08.079] グラボじゃない俺が言ってんの俺が言っ
[00:37:09.880] てんのグラボじゃなかったごめん全然違う
[00:37:11.440] こと言ってたあさん
[00:37:14.839] こんばんはおいランディお疲れあ来た来た
[00:37:18.400] 来たいっぱい出てきていいいっぱい出てき
[00:37:21.280] て好きキャプボキャプボキャプボと間違え
[00:37:24.400] たグラボはけえわなグラボは確かに高い
[00:37:28.960] こんばんははいさんこんばんは今日も
[00:37:31.640] またーりやっていくぞ次のレベル次のジム
[00:37:35.160] 行ったんだけどレベルが高すぎてまた
[00:37:36.720] レベル上げ中だなんでこんなレベル低いん
[00:37:40.480] だろう
[00:37:43.960] 俺ついにこれミヒまが今日は進化する
[00:37:50.640] よ何レベで進化だろうなまいいや
[00:37:57.480] [音楽]
[00:38:00.119] 27
[00:38:01.319] よしあもうこれだったらすぐレベルアップ
[00:38:04.079] するわこんだけジもらえんだったらなあ
[00:38:07.280] あとそうそうそうこれこういうとこ探し
[00:38:09.599] たいこういうなんか隠れ穴ってのがあるん
[00:38:11.920] だってミヒは自分がポケモンシリーズで
[00:38:15.000] 唯一選んだ水タイプ5って36分かる
[00:38:18.680] わかるわか1636だよなあ水そうなんだ
[00:38:23.200] あモンスターボールやったぜここになんか
[00:38:25.720] レアなポケモンがたまにいたりするらしい
[00:38:27.839] でこういうのがいろんなとこにあんだって
[00:38:29.480] ポケモンって人工生物いや人工生物じゃ
[00:38:33.000] ないなんかねポケモンって結構裏せてやっ
[00:38:35.839] てなかポケモンが現れる
[00:38:37.960] と現実世界と一緒でこのポケモンの世界に
[00:38:40.839] も元々動物がいたらしいんだよなんだけど
[00:38:43.319] ポケモンが現れるとその形の動物が消え
[00:38:45.640] るっていう設定があるらしいよ例えば犬の
[00:38:48.560] 形のガーディが現れるとこの世界から犬が
[00:38:51.560] 消えるらしいで犬っていう存在が人の記憶
[00:38:55.000] からも消えるんだってそういうらしいよ今
[00:38:59.079] もその設定が生きてんのかわかんないけど
[00:39:00.640] 初期はそういう設定だった
[00:39:02.440] らしい昔のポケモンの小説小説版ポケット
[00:39:06.440] モンスターではそう
[00:39:09.560] いうあままそうかなあとポリゴンなんかも
[00:39:13.440] そうだね人だねあれはねのポケモン図鑑に
[00:39:17.160] インそうそうそうそうそうゴースとかにも
[00:39:19.520] 出てるよねそしても次の世代
[00:39:22.400] でが出てきたからもうはてこないん
[00:39:28.680] はポケモンじゃねけどま要はそういうこと
[00:39:36.280] だあの
[00:39:40.599] レベルレベルね妖怪ウォッって面白いの俺
[00:39:44.960] 妖怪ウォッチのゲームやったことないんだ
[00:39:46.640] よねやってみよっかな妖怪
[00:39:49.880] ウォッチ妖怪ウォておもいんか
[00:39:53.720] あれなんで逃げらんねんだよ
[00:39:58.200] あるそれは確かにそれそうおもろかった
[00:40:03.040] おもろいんだやったことあるんだ俺が保証
[00:40:05.960] するワルツもさ綾たかもあれなんだよな
[00:40:09.920] わけえからなリビさんこんばんはリビさん
[00:40:11.960] ありがとうねいつもポケモン知らないのに
[00:40:14.160] ポケモンわかんないのにこうやって見に来
[00:40:15.720] てくれて嬉しいよ俺
[00:40:18.560] は今またね地獄のレベルアップ中です
[00:40:22.280] やっぱレベルが必要なんです俺にはわけえ
[00:40:25.760] からな
[00:40:28.200] もうその妖怪ウォッチがあの流行って頃に
[00:40:32.040] はもう俺やってなかったからなしかった
[00:40:34.079] 記憶かあそうな
[00:40:36.960] のを借りるならこれが10歳の時の世代だ
[00:40:41.000] から若者
[00:40:44.120] [音楽]
[00:40:46.640] うんリミさんボテとか見るんだ
[00:40:51.079] ね君の配信だから来てるねそうらそういう
[00:40:54.560] こと言ってくれんのお前らも言えよ全員
[00:40:57.880] 1日で1回えそうやって俺の自己定感
[00:41:00.400] 上げろ
[00:41:03.440] ポケモン
[00:41:13.319] ちよして
[00:41:15.440] ねポケモンて食ったらういから昔ポケモン
[00:41:18.440] のアニメであのなんだっけえっと
[00:41:24.080] [音楽]
[00:41:27.960] と過摂で体悪くなるもうじゃももう無理や
[00:41:32.359] んおたこんばんはたこんばんはの
[00:41:36.040] コイキング食う描写があったよ昔コイ
[00:41:39.079] キングの刺身みたい
[00:41:40.830] [音楽]
[00:41:43.839] な絶対まずいやんはね
[00:41:48.440] たなんかアニメでそういうのあったな昔
[00:41:52.680] なあレベル上げももうしんどいけど
[00:41:56.240] ねかも食用で乱されてたらしいああ
[00:41:59.800] カモネギとかもそうだよなだ食う描写は
[00:42:02.000] 一応あるらしいけどねあるっぽいような
[00:42:04.000] 感じするよ
[00:42:05.440] ねととと
[00:42:09.200] とに刺さるようなネタが結構仕込まれてる
[00:42:13.200] じじネタとかあ何妖怪
[00:42:18.359] ウォッチ
[00:42:22.000] そう金魚ね笑笑64スマブラやスマ全部
[00:42:26.720] そうだからスマブラは全部そうだよ
[00:42:28.480] スマブラは全部あのとと出たらととととと
[00:42:34.920] のパロディもしてるよななんとかあそうな
[00:42:37.400] んだそうなんだそうあのポケモンが出て
[00:42:41.119] くるとなんかアニメ版の鳴き声で泣くんだ
[00:42:44.040] の尻尾はソードシールドのカレーイベント
[00:42:46.400] で食べれるよあそうなのやっぱ食うんだ
[00:42:49.240] ポケモンこの世界でもそうじゃないと動物
[00:42:51.000] 性タパ質取れないからね動物性タンパ質
[00:42:53.720] 取らないと人間元気出ないからね
[00:42:56.119] 全員ガわけないもん
[00:43:01.000] なレベルにしてはうるさいけどそれ外そう
[00:43:06.520] なレトンは配信しようとしたらダめて言わ
[00:43:08.720] れたんだよ
[00:43:09.599] 薬
[00:43:12.440] しわれなのかベロリンガのベロリンガの
[00:43:16.599] ターンいい
[00:43:19.760] ね配そうレダらしい
[00:43:26.119] ねクイズゲーだからネタバレになるとかな
[00:43:28.800] のかなわかんない
[00:43:29.770] [音楽]
[00:43:36.160] けどなんかクイズゲーやりてえなまた
[00:43:39.160] みんなであの前にまうわあもうやめて
[00:43:42.720] メロメロとかだるいからでもミヒ大丈夫
[00:43:45.760] ミヒこいつDVの決あるからメロメロな女
[00:43:48.599] ほど殴りたくなるからこいつは行ける
[00:43:51.119] いけるお前は行けるメロメロでも行くよね
[00:43:54.000] ほらメロメロでもシェルブレードDVの質
[00:43:58.160] がありますこいつは好きな女の子と殴る
[00:44:00.520] からミリオネやっていあミリオネアね
[00:44:04.359] プレステ1のやつだっけ新しくリベンジ
[00:44:07.000] 覚えたいリベンジてんですかリベンジ
[00:44:09.720] 2021年より後ろに発売さ
[00:44:12.640] 配細ある相手から技を受けてるとその相手
