[00:00:05.839] 1コメ剣闘1
[00:30:41.799] だろいや好きじゃろ好き
[00:30:45.480] じゃろあいつら俺のこと好きじゃろ笑
[00:30:48.760] あいつら俺のこと好きじゃろえ好き
[00:30:52.840] じゃろえ女の子は好きなあ何
[00:31:00.039] えなんか見せてくれてるとしてだろねと
[00:31:04.080] してそうじゃもう止まるんだよすぐこの
[00:31:07.960] ちょっともう誰かニトロ買って俺に頼む
[00:31:11.120] 買って送って
[00:31:12.639] くれちょっと
[00:31:15.519] えの好き
[00:31:20.600] やれ
[00:31:23.399] ニ買ってくれ誰かさ俺のこと好き
[00:31:31.159] おつおつ
[00:31:33.360] おつなよく言うよ
[00:31:37.639] お前おいいねいいポケモン使ってん
[00:31:41.880] じゃんだがしかし格闘タイプの前にお前
[00:31:45.039] なんてなうわ攻撃落されただろ知ってる
[00:31:49.480] 知ってる俺男からはよ持てんだよな
[00:31:53.559] なんか割の先じゃはここまで行ったよでも
[00:31:57.200] 死んだ
[00:31:58.720] 1発で落ちねえか
[00:32:09.320] ナイス嫁さん
[00:32:11.519] はいてるの画像保存してなんかなんか
[00:32:14.679] ツイートしてたな嫁さん
[00:32:19.760] は嫁さんは俺のこと見てないの一緒に見ろ
[00:32:22.720] よ夫婦満
[00:32:33.760] にて
[00:32:35.399] なあそうなんだじゃ俺も持てる
[00:32:39.320] やの端末
[00:32:41.360] 見ろ家族にちゃそうなのなんで嫁狙って
[00:32:45.720] ねえ
[00:32:47.559] よ家族にツイなん
[00:32:51.279] だ普通に別によく
[00:32:54.039] ないちる落ちない
[00:33:09.960] いえこんくらいだったらねいいけどね全然
[00:33:13.039] ねこんくらいだったら全然いいけど
[00:33:15.559] ねオオオオオケさっさと進む
[00:33:20.559] ぞだからこの
[00:33:23.039] またから持っててなれるぞのそのうは
[00:33:28.720] モテモテになる未来がの
[00:33:31.880] マ前に出す
[00:33:36.600] かちょっと霊のレベルがちょっと不安だな
[00:33:39.880] 5レベぐらい低いな誰にもれないより波動
[00:33:43.039] まま確かになま確に
[00:33:45.279] な何がぎや
[00:33:47.880] ねん
[00:33:49.960] の
[00:33:52.960] のったね差入持ってこいよお前ら
[00:33:58.399] お前ら差入れ持ってこいよ12月の
[00:34:00.039] イベントちょ12月のイベントマジ来てね
[00:34:02.880] 本当に
[00:34:04.200] ねこかったやつ呪うから松
[00:34:08.040] まで何食べたいえどうしようか
[00:34:11.839] なみにがのが30を過ぎてから言わイベの
[00:34:18.240] イベント
[00:34:19.599] 人人しか来ねのてるけどコメントしてるの
[00:34:23.960] はらて水見えるケース邪魔でもありがたい
[00:34:29.720] けどおそれは俺のあれに書いてあるブログ
[00:34:33.760] に書いてある12月14かうみでまそれは
[00:34:39.359] まあまだ何も告知してないからね告知
[00:34:41.359] 始まったらちょっとみな見てくいやマジ
[00:34:43.440] やめてくれ
[00:34:46.839] それまありがたい
[00:34:49.520] けど手
[00:34:53.960] のまそれについての準備もれにつて準備も
[00:34:58.000] 直々と進んでるところです早くみなにね
[00:35:00.520] イベントの詳細を教えてあげたいとこなん
[00:35:02.520] だけどまあちょっとすいませんちょっと
[00:35:04.839] 本当引っ張って申し訳ないんだけどまだ
[00:35:06.200] 言えないっすねまだ言えな
[00:35:08.839] いっす楽しみすぎていや慎重していいです
[00:35:12.359] よて言ってもそんな遠くねえけどなチャピ
[00:35:14.240] はなチャピはそんな遠くねえけど
[00:35:20.200] ないいねトマン強えなおいダイレクトで
[00:35:24.280] 発表チマダイレクトやるべチマダイレクト
[00:35:26.800] イベントのありがとう
[00:35:29.359] 楽しみのふさでイベントかハイパーゲーム
[00:35:33.079] 第1な第1のフハイパーゲそうだハイパー
[00:35:35.400] ゲーム大会
[00:35:36.640] だチマッシュゲーミングのマグマ
[00:35:39.320] ブースティング来たねいらねもうエレキ
[00:35:43.800] ブル死んでるから
[00:35:46.480] ないらねえーどうすっかな
[00:35:54.839] これもイベント詳細とかこういうのははさ
[00:35:57.920] 内密にやんなきゃいけないんだけど言い
[00:35:59.560] たくて言いたくてうずうずしてる俺はでも
[00:36:01.160] 言えないでも言えないごめん
[00:36:03.480] なそのうち告知始まるからそれまでに死ん
[00:36:06.720] じゃだめだよ本当だよな今年1年頑張ん
[00:36:08.880] ないとなそこが大きな目標だからマジでそ
[00:36:11.440] それが俺のありがとうそれが俺の今年の
[00:36:14.240] マジの大きな目標だからそこに向けてなの
[00:36:17.280] 本当
[00:36:24.200] にそれまでだからお前ら俺の配信見続けろ
[00:36:27.400] よなんか飽きたから見るのやめるとかなし
[00:36:31.560] ねもう今日ニぶち込んできたし上司にわせ
[00:36:35.520] てきたからあすげえなえ何12月の笑もう
[00:36:41.040] 飽きたもう飽きたつってお前毎回来てる
[00:36:43.280] からなほほほじゃないんだお前もいやもう
[00:36:45.760] なんかみんなとかさそうになるよあれだ
[00:36:49.119] かんなブマリスナーはな10時になったら
[00:36:52.640] てきそうな気がするコンけてる10時に
[00:36:55.280] なったら自然にパソコンつけてるこなんよ
[00:36:56.960] なここだろそう
[00:37:02.400] だろにんなかみ
[00:37:05.240] ちゃんうんちゃんとかはいやそんなこと
[00:37:08.440] ないと思うけどなんかその村まこリスナー
[00:37:12.280] てあんまりなんかずっと同じとこにいなさ
[00:37:14.160] そうな感じであのなんか渡りみたいな感じ
[00:37:16.720] でなんか季節になんないとこなそうここめ
[00:37:19.680] て1年半立つのかそんなに立つん
[00:37:22.560] だそんな立つんかえそんな立つ
[00:37:28.160] りワタリやろ
[00:37:32.920] だっま頼むわ頼む
[00:37:39.240] わあなるほど
[00:37:41.680] ねパルくのとこから
[00:37:45.440] な自分でもとでさも長い
[00:37:54.079] ねえ覚えてないわ俺も覚えてないチソピ
[00:37:58.040] チソピいつから来たんだっ
[00:37:59.800] けこさな乗れないの悔しいそのうちであと
[00:38:03.640] 1年もしたらこさなるようんわかんねえ
[00:38:08.599] けどこさとか関係ねえけどな別
[00:38:14.599] に
[00:38:16.640] あこさん名乗りてよなこれ
[00:38:21.280] だ綾さんも割とこさなんじゃない最さんは
[00:38:25.079] ししてガ
[00:38:28.680] て誰なんだろうなででフォローしてから1
[00:38:32.359] 年半なるね月一昨年の11月には見てたっ
[00:38:38.359] ぽいそうなんだなんでわかる
[00:38:44.640] ねこれどこ行けばいいんだ
[00:38:48.280] これスイッチってどこにあるんだ
[00:38:53.160] よ怖い
[00:38:55.640] ね何
[00:38:58.400] わしはそろそろ3年になるかなコール
[00:39:02.040] スリーブあら葉にな年になってねびして
[00:39:06.640] 名前したらー見えるよッするて
[00:39:12.200] る2月
[00:39:18.400] ぐらいおポンお
[00:39:24.200] 疲れあま
[00:39:27.480] も2ヶ月ぐらいか吹きこれ当たらんよ
[00:39:32.040] な
[00:39:34.520] おれなめんなしこの時のために作っておい
[00:39:39.960] たんだトマンをのね日間2
[00:39:44.240] 日間2日だってまだ見れるんですか見れる
[00:39:48.520] ね見れる
[00:39:54.240] ね若石ナイス日笑2日
[00:40:04.520] ってニューラでしょこれ格闘4倍の
[00:40:21.079] 雑魚
[00:40:22.680] ない
[00:40:24.400] ないない大丈夫だよが守る
[00:40:28.920] から
[00:40:31.560] えーレミア俺が守るから神場見れないのか
[00:40:37.040] 自分の見れないの何なんだろうね見たいよ
[00:40:38.960] ね自分の
[00:40:40.520] ねサコさんはデラコマ君かな56したよ
[00:40:44.839] ねミだいやそれそれは
[00:40:48.960] さ来
[00:40:50.880] たこのゲームマジで何があるかわかんねえ
[00:40:53.560] んだよなちゃったわ
[00:40:58.359] 何があるかわかんないんですよこのゲーム
[00:41:00.480] 死ぬ時は死ぬマジで
[00:41:04.400] な自分の説のとろで自分の名前タップし
[00:41:08.400] たら見えるよ
[00:41:10.440] ないないで
[00:41:13.400] 笑マジではかねえよレミあれ切りてこない
[00:41:17.440] と思っ
[00:41:18.599] た馬鹿やろレミあの後ちゃんとおめえあれ
[00:41:21.400] だよDMで今日はありがとうございました
[00:41:23.839] つって営業メールくれたから
[00:41:26.240] な営業メールくれたからなちゃんと営業
[00:41:30.760] メールくれて俺もうなんか嬉しくなって
[00:41:33.000] あのおっさん文で返しちゃったよおっさん
[00:41:36.000] 文でえい今日はありが来てくれて
[00:41:38.200] ありがとうね汗汗みたい
[00:41:41.200] なまさかの霊からドムは草営業メール来た
[00:41:45.640] よちゃんとちゃんとしてるかななありがと
[00:41:48.960] なめっちゃ俺も返信送ったのにそれから
[00:41:51.720] 帰ってこなかっ
[00:41:54.440] たそれから帰ってこなかったけど
[00:42:01.920] いや今のJKはしっかりしてるなと思った
[00:42:09.720] ねこれどこ行くねんこれもうてるっ
[00:42:16.280] てるあすかそれがもじさすか残念
[00:42:21.680] です帰ってくるもんと思ってべこっから
[00:42:25.160] やべえな
[00:42:27.319] 弾んじまったらどうすんべかなと思ったん
[00:42:29.000] だけど全然帰ってこなかったあのこのこう
[00:42:31.680] いうこういうのも帰ってこなかっ
[00:42:35.720] たそのまんまセムス
[00:42:39.000] ゴードはみたかったねはみたかったなJK
[00:42:42.760] との
[00:42:44.000] DMねえもうこれわかんねえよどこ行くの
[00:42:48.079] これ何これ
[00:42:54.240] どこここは
[00:43:00.079] 何みんなからのリはまとめて返すのにから
[00:43:03.880] のムは進なの技マッピングしなくていいの
[00:43:10.480] 笑笑痛いとこつくね得意技のマッピング
[00:43:14.880] これマッピングいらねえだろやだよ
[00:43:17.280] マッピング2度としねたなんてどうでも
[00:43:19.400] いいそんなこと言ってない
[00:43:21.839] でしょたまたま返せるタイミングだったん
[00:43:25.240] でしょこんばんはなさんこんばんはちゃん
[00:43:29.119] こんばんはガチだった
[00:43:33.200] 別枠今日もやるよ今日もやってるよな
[00:43:35.839] ちゃんたまたまよたまたまたまたま
[00:43:38.720] Twitter見たらうんたまたまね考え
[00:43:42.160] させて何がよ何がよねこれわかんないもう
[00:43:46.480] わかんないよたたとか都合のいい言葉使っ
[00:43:49.720] てさこちらこそ配信に来てくれてどうも
[00:43:54.720] ありがとうがしんでくれたなら
[00:43:58.839] マジでこれマジでこれ送った俺俺これマジ
[00:44:01.240] で送ったJKにレミに送ったあうきさん
[00:44:05.640] こんばんはうきちゃんこんばんは笑笑ま
[00:44:09.280] マジでそれ送ったらあの変身帰ってこない
[00:44:12.880] ところかこのグッドボタンもつかなかった
[00:44:15.720] ごめんなレミな怖がらせちゃってごめん
[00:44:19.319] な
[00:44:22.119] 笑笑ガ引きドチ引きしてたあれ
[00:44:27.839] 私
[00:44:29.160] なんてよしかてない
[00:44:32.800] よ育成から逃げないででしょ
[00:44:36.520] いや違うじゃん違うでしょあ来た来た来た
[00:44:41.440] いや違う
[00:44:44.319] あれ
