[00:00:06.040] 1コメは俺
[00:25:14.399] たいジムは全部食ってき
[00:25:17.919] たいあこのBGMよく聞くとジムBGM
[00:25:22.360] なってるんだ
[00:25:24.480] ねまサクっと行きましょうサクっとそんな
[00:25:27.480] 難しくねえだろ
[00:25:30.559] あ気持ち悪
[00:25:32.760] 何眉が破れて飛び出すのはミでしたという
[00:25:36.080] わけでミーと勝負してくれよんこいつ
[00:25:39.480] らま余裕のよっちゃん
[00:25:43.799] でしょボスまでにどんだけこのわみやあ
[00:25:48.159] やべえ
[00:25:49.799] これ鳴き声
[00:25:52.720] ね
[00:25:55.279] 声こいつの化大好なんだだんだっ
[00:26:00.279] けんだっ
[00:26:03.799] けれんだそれパピてんだ
[00:26:08.559] よあれか
[00:26:10.919] ビクンビクンそうそうそうビクン好き声の
[00:26:16.200] 鳴き声えの鳴き声どうだっけ
[00:26:22.600] やビクン捕まえたい
[00:26:25.640] ないいねいいよねじゃないと進化しないん
[00:26:29.159] だっけプそれあれなあのなんだっけえ名前
[00:26:34.799] はかもうだめ名前が出てこねえわ鳴き声出
[00:26:38.279] てくんのにコロトックコロトックなコロク
[00:26:42.520] コロトゥクねコロ
[00:26:45.559] トゥク可愛いこいつ車
[00:26:50.320] ゆうま800ももらえんのか
[00:26:54.200] よテレステレンテレテレテレテレ
[00:26:58.640] えルージュラ
[00:27:04.080] ね隠れてると勝負の感鈍るんだ
[00:27:08.799] よこれ
[00:27:11.440] どこわかんねえよ何その逆逆パターン
[00:27:15.200] なんか文字から連想しなきゃいけそれ
[00:27:17.640] 難しいわ俺漢字読めるけど書けないから
[00:27:23.760] な聞いていい
[00:27:30.679] これ
[00:27:33.760] だプリプリーはあれなあのチョピ
[00:27:39.600] なちょっとまた鳴き声のレベル上げていき
[00:27:42.200] たいっすね鳴き声のレベル上げてきたいわ
[00:27:47.440] ビクの
[00:27:50.039] 鳴き声いいねあボこんばんはちゃん
[00:27:54.799] こんばんはもポケモンやってるぜ
[00:27:58.279] 配信で色違い捕まえてよ石て
[00:28:02.320] 何石だっけこいつ1タイプさんこんばんは
[00:28:07.399] 石タイプこいつオム
[00:28:09.799] 4
[00:28:13.279] 4ちゃんポケモやめたんだポケモンじゃ
[00:28:17.080] ポケモンだけじゃこれ配信も配送してん
[00:28:19.399] じゃねえかよボボなんで配信やめちまった
[00:28:21.880] んだよやれ
[00:28:24.559] よえあ全やるよ全やるよ捕えから頑張りな
[00:28:29.080] やばすぎめちゃめちゃ運いいからだそれ
[00:28:30.840] ピースピースピースあれ石ズバって石も石
[00:28:34.960] タイプだよね確か
[00:28:37.000] ね違ったっけあの変ななんかヤカみたいな
[00:28:40.720] やつだよな
[00:28:43.679] 四角いあちげえあれこんなだったっけあれ
[00:28:46.559] なんか四角よあありがとうありがとう南
[00:28:48.919] さんイパレスになるやつ岩パレスになる
[00:28:51.080] やつか岩パレスが四角いやつか石持ってる
[00:28:54.519] よねオオオオはいうわ頑丈かよだる
[00:28:58.559] 頑丈持ちす
[00:29:02.080] かちょっとレベル低いな俺大丈夫か
[00:29:06.120] これ多分ねレベル上げするべきだなこれ
[00:29:08.679] 多分多分ねぶっ殺すしかねえかも
[00:29:11.200] な
[00:29:12.880] オいいっす
[00:29:17.399] ねみみ多いなみ多いなブーちゃんのレベル
[00:29:23.480] 上げるからねブーちゃんのレベル
[00:29:35.240] ブーちゃんは30で進化つっよなでその後
[00:29:38.840] が通信交換で進化なんだよなだからもう1
[00:29:42.000] 台DS用意しねえとなクラウのゲイリーに
[00:29:45.200] 勝ちましたやったぜよしよしよしよしこれ
[00:29:48.279] このままジムリーダー行くかなどうすっか
[00:29:51.960] なこのままジムリーダー行っちゃっても
[00:29:55.000] いいんだけどちょっと怖いなあるよね
[00:29:56.919] 事故るよな
[00:29:59.960] 全然あと1歩であさんに勝負できるあそう
[00:30:02.799] なんだ
[00:30:04.559] うちょっとレベル不安だなレベルちょっと
[00:30:08.159] 不安だよ
[00:30:10.720] なで今んとこまだ全然ねなんつうかそって
[00:30:14.640] 誰こいつだごめんごめんごめんごめん
[00:30:18.080] ごめんごめんZマンこんばんはうわ石多い
[00:30:21.760] なこれ1タイプ持ってるから怖いよ
[00:30:26.760] なだそうだよ
[00:30:30.519] ねああ強待てめちゃめちゃ強えじゃねえか
[00:30:34.519] なんだよ
[00:30:36.799] こいつでも今んとこまだ誰も死んでねえ
[00:30:39.519] からな超順調超順順風
[00:30:45.880] マンパちょっとあれだな撃たれ弱いなうち
[00:30:49.360] のポケモン1発で結構持ってかれる
[00:30:52.399] な
[00:30:53.919] ほいよしオッケー
[00:31:01.480] これさなんでさ
[00:31:03.760] あの経験値ちょっと違うの経験値ってきれ
[00:31:07.840] に2等分されるんじゃないんだなんか
[00:31:11.159] ちょっと少なくないブーちゃんだけにない
[00:31:13.880] と
[00:31:16.679] よらいいんだよ俺は楽しくやりてんだ
[00:31:19.480] ポケモンよただたくさんほらポケモン
[00:31:22.760] 捕まえとけば死んだ時もさね入れ替えが
[00:31:26.000] まだなんかその心のダメージが少ないいう
[00:31:29.840] かオうまいね700もらえんだオオ
[00:31:34.120] オッケーいやどうすっかな前の街戻るか庫
[00:31:37.679] ポケモン作っとかね在庫ポケモンうん控え
[00:31:40.120] 作っとかねえと
[00:31:42.519] なちょっと1回帰って回復しよう1回帰っ
[00:31:45.760] てもこ1回帰って回復とかするからね俺
[00:31:48.679] 申し訳ない
[00:31:50.159] けど1回帰って回復してこよう間違えたこ
[00:31:54.480] これめどくさいのこれ
[00:31:59.159] メスちゃまがポケモン集めてる間はいスモ
[00:32:02.799] 集めてるわなんだけそれあれなあの竜が
[00:32:05.679] ごとね3年れった彼女と別れても一夜限り
[00:32:09.679] の女がいたら寂しさ紛れるまな
[00:32:13.559] 感じそうだね寂しさを紛らわせるための
[00:32:17.799] あれななんかそのバナのあれみたいな
[00:32:22.320] そんなことねえよそんなことねえよみんな
[00:32:24.320] 大事な僕のあれですあのみんな僕の大事な
[00:32:27.159] ポケモンなんで
[00:32:29.360] 悲しいけどね死んだらね特にさ今はまださ
[00:32:33.000] 全然ポケモン進化とかしてないからいい
[00:32:34.720] けどさもえこりんはもう過去の女だよ
[00:32:38.399] あいつはもううん過去の女うんえこも死ん
[00:32:41.399] だら悲しいうん別
[00:32:45.320] にえなこはいいわえこ預けたろかなんか
[00:32:48.760] もう別に連れてる意味ないわ
[00:32:52.440] これ預けます預け
[00:32:55.080] ますえり死んだら
[00:32:59.840] ちょっとパーティー開けといてもいいもん
[00:33:01.559] な正直つぶしの
[00:33:05.360] え手持に入れるやつに
[00:33:12.840] しようちょっと待ってねロザリオだから
[00:33:17.519] この4匹はブーちゃん見るここロザリオは
[00:33:20.240] まいいんだよだなであのデリーはこいつ
[00:33:24.440] あの拾いで拾ってくるからちゃんと働い
[00:33:27.000] てるんだよお前マジで何の何の役にも立っ
[00:33:29.480] てねえからなお前可愛いだけだからな
[00:33:33.000] 可愛いだけでちやされてんだぞあまり調子
[00:33:36.440] に乗るなよ
[00:33:38.639] 働けよもだ最悪こいつはもう盾にするから
[00:33:43.120] なは何の役にも立ってねえだろ極潰しだ
[00:33:47.960] よお疲れなかなか死ななそうなかなか死な
[00:33:51.279] なそうですねのま
[00:33:54.679] 可愛いの姫じゃないけど
[00:33:57.880] 状態だよ沢の姫
[00:34:01.159] 状態で可愛いポケモン捕まえたいけどね
[00:34:04.080] なんかねでもま確かにでも使いがまポケ
[00:34:07.000] ウトも終わったよポケウわけわかんね変な
[00:34:09.159] 映画のとこなデラコ君こんばんはなかなか
[00:34:11.240] 死なないまポケモンて言ってもなかなか
[00:34:13.599] 死なないからね俺もうまいしねポケモン
[00:34:16.679] 申し訳ないけどうまいから
[00:34:19.520] さノウハウがありますからポケモン
[00:34:24.320] のなかなか死なないよ死なないよ本当
[00:34:28.440] ポケモン
[00:34:30.320] はあれ今日は女の子攻略しないのおゼド
[00:34:34.280] こんばんはゼさんこんばんは今日は
[00:34:35.639] ポケモンの攻略です金最高何戦え
[00:34:39.839] 14金ダ最高14連14戦しかやってない
[00:34:45.000] まだ銀ダラしも達してないほどにもね金
[00:34:49.119] だらやりてえな配信でなまたなつらやろう
[00:34:52.879] よ配信で何これなんだこれれあれ
[00:35:00.160] やろやろうやろまた今度やろうあれ
[00:35:04.040] ああらもうこれあれですかもうここが
[00:35:08.880] やべえな行けるかなえ行けるよねさすがに
[00:35:14.640] ねここ田中行くわここ
[00:35:17.800] 田中行きます
[00:35:19.800] よ下水ではお疲れなんかささっきから僕の
[00:35:23.880] 虫ポケモンが騒いてるんだよね君と戦いた
[00:35:26.079] いって僕の虫ポケモンたちはいちょっと
[00:35:28.160] 自慢しちゃうよ石のつらな瞳の所たり強く
[00:35:31.359] て頼れるんだそしてエースの母母本当最高
[00:35:35.320] 葉っぱでポケモンの羽を服を縫うのに心
[00:35:39.160] 感じてるんだよねもちろん他のメンバーも
[00:35:40.880] 僕の自慢のポケモンだよではでは早速勝負
[00:35:43.000] だ
[00:35:43.880] ね
[00:35:46.079] ダダ来
[00:35:49.160] た神局勝てる
[00:35:55.480] だろ勝てんだろ
[00:35:59.720] こんばんはレベル22高いけどまあまあ
[00:36:02.400] まあまあまままままおなんZどした分かん
[00:36:06.280] ないことあったら聞けよあS勝ってます
[00:36:09.599] 余裕ですあまあまあまこんだけ削れば全然
[00:36:13.319] えないアイコン小さくなってよく見えない
[00:36:15.920] トレアコン大きい方がいいかなまあまま
[00:36:18.480] いいだいルアイコン変わってる俺もそれえ
[00:36:21.839] あこ大きい方がいいのかなでもさま
[00:36:24.040] ちょっとまいいや後でまとりあえずうん
[00:36:27.960] 太川高し太川士にしようじゃ俺らもう
[00:36:31.160] ちょい顔わかんない何がわかんないのか
