[00:00:08.679] T
[00:42:54.040] 使って
[00:42:56.650] [音楽]
[00:42:58.599] 絶対当たるじゃんだってそれねえ絶対
[00:43:02.280] 当たるじゃん臭い
[00:43:07.599] こいつお
[00:43:10.150] [音楽]
[00:43:12.720] あおか闇鍋配信が
[00:43:16.410] [音楽]
[00:43:36.559] またじんちゃんと下物下物配信しよ下物肉
[00:43:41.119] 配信やろうか今度は鍋今度の下物は鍋
[00:43:50.079] だこないだの
[00:43:52.480] あのゲテも肉焼肉配信したじゃん
[00:43:57.559] ガチ臭くて死ぬかと思った
[00:44:01.720] わ何や
[00:44:05.400] これベとサーカス様のそうそうそうそうあ
[00:44:10.079] か年始だっけ忘れちゃったいつやったん
[00:44:14.160] だっけ
[00:44:15.200] な違う違うもっと前だよミーちゃんとかが
[00:44:18.359] 来る前だからあの漫画肉とかじゃなく
[00:44:23.000] てなんかカンガルーとかああああえなんか
[00:44:26.400] 絶対ボスやん
[00:44:28.079] え
[00:44:29.680] ラスボスた急に積んな
[00:44:32.990] [音楽]
[00:44:40.400] ああおそれやめろそれとラルにおいしかっ
[00:44:44.040] たけど
[00:44:46.000] ねあかあかあかあかこれあかん
[00:44:51.800] あか臭かったけど
[00:45:03.880] アグマが美味しそうあいやもうそんな鹿と
[00:45:07.760] かね鹿とかイノシシなんて普通のお肉だ
[00:45:10.359] からジビエとか言ってけど全然
[00:45:12.119] めちゃめちゃうまいから普通
[00:45:14.200] にあの洗いグやばいよくそマジマジで
[00:45:20.559] 申し訳ねえけどあんまり食いもにマジマジ
[00:45:22.880] 言いたくねえけどさあれはちょっと食えた
[00:45:24.680] もんじゃないと思う
[00:45:30.440] 動物園の現役みたいな感
[00:45:32.800] する動物園の現役みたいな味し
[00:45:36.760] たあれを水で10倍に薄めたらなんか動物
[00:45:40.319] 園になりますマジくせえ
[00:45:43.800] あれグも臭かったけどグだ
[00:45:49.440] なグやばい
[00:45:52.800] 犬の肉詰めまし
[00:45:55.920] たみ煮詰めましたの
[00:45:59.079] 味雨向いちゃいましたみたい
[00:46:04.000] なあとうちの部屋でやったら3日間匂いが
[00:46:06.920] 取れねえで3日間動物園と同じ匂いした
[00:46:10.440] 匂い部屋が賃貸なのに終わったね
[00:46:16.359] あれくマジくせ最悪最悪やんない方がいい
[00:46:21.800] よ家じゃ絶対やんない方がいい
[00:46:24.220] [音楽]
[00:46:31.040] めちゃめちゃ高かった
[00:46:34.200] けどナイスよくけっためっちゃ高かっ
[00:46:39.250] [音楽]
[00:46:43.040] た肉あったあるわけねえ
[00:46:47.480] だろま番1番人間が一番下物ですけども
[00:46:52.160] ね生きてる人間が1番の下物ですけども
[00:46:59.220] [音楽]
[00:47:03.119] はじゃないかはいじゃない
[00:47:06.599] がほほじゃない
[00:47:12.400] が
[00:47:15.319] 暗黒年月2
[00:47:18.599] 暗黒焼肉ってタイトル
[00:47:21.920] だっな暗黒肉暗黒しようかなた
[00:47:29.079] レベルアップのさレベルアップの打ち上げ
[00:47:31.359] でやるべ
[00:47:34.400] また暗黒闇な
[00:47:37.760] 暗黒暗黒
[00:47:39.560] [音楽]
[00:47:41.839] 闇
[00:47:44.960] [音楽]
[00:47:48.559] 入れ暗黒
[00:47:51.839] とい入れそう
[00:47:57.080] [音楽]
[00:47:58.640] 闇鍋コブロックとかうんしその受け狙いで
[00:48:02.680] 入れそうなんかそそういうことじゃないん
[00:48:05.119] やんっていう電子で部屋さも
[00:48:08.480] やなこれねな遠い
[00:48:10.890] [音楽]
[00:48:25.280] も危ねえ
[00:48:31.200] ちゃんの食い物以外も入れていいのって
[00:48:33.440] 言ってたクリップ
[00:48:36.240] 好きあったなそんな
[00:48:41.800] ップマジでそういうことやる
[00:48:44.710] [音楽]
[00:48:49.280] から理解してない闇のルールなんかその
[00:48:53.359] 食べれるものをごちゃごちゃに入れてく
[00:48:57.160] たりとかが面白なのにあいつはなんかその
[00:48:59.880] なんか小学生が考えて闇鍋やるんだよ
[00:49:02.599] なんかレゴブロック入れたろみたいなそう
[00:49:05.359] いうことじゃないねん笑いのレベルが低い
[00:49:08.480] の
[00:49:09.839] よそういうことじゃないの
[00:49:12.960] よちゃんの靴入れようぜもうちゃんが初と
[00:49:16.960] か持ってきたらおもろいのな入れたろ
[00:49:21.720] 笑ハ持ってきたら受けるな確かにどっから
[00:49:25.440] 持ってきてお前ないのに
[00:49:28.100] [音楽]
[00:49:37.319] いちいむずずいの
[00:49:38.870] [音楽]
[00:49:44.400] ここひぐらしみたいにぬい入れるかこ
[00:49:52.980] [音楽]
[00:50:05.079] うわここ行けない
[00:50:07.760] やんどうもう何
[00:50:16.290] [音楽]
[00:50:18.640] ここ
[00:50:21.720] 残念今のとこインフルのロックスターが
[00:50:24.920] 1番楽しみかもしれない出
[00:50:32.160] [音楽]
[00:50:35.680] たおいおいキャンディシンドロームわい
[00:50:39.720] わしら
[00:50:40.650] [音楽]
[00:50:43.880] わいらやろか瀬取り派よしこいの出すって
[00:50:50.240] んだろとてあのツイートかっこよすぎ
[00:50:54.880] たどのツイート
[00:50:58.480] やっぱクなんだよ
[00:51:05.799] なインフルの赤ああれ
[00:51:11.640] ねやっぱまプロがプロが在籍してますから
[00:51:15.000] ねあのバンドは
[00:51:20.079] ねあね結構ねこのイベントね音楽のレベル
[00:51:25.640] が高いよ
[00:51:28.880] そのあの言うたらさまあのほらね
[00:51:36.599] あのアルトラもそうじゃんささんの番のま
[00:51:39.720] プロなわけ
[00:51:40.340] [音楽]
[00:51:42.720] じゃんで言ったらたつのバンドだってたつ
[00:51:46.160] もねお金もらってサポートとかやってる人
[00:51:50.119] だしそうなんだよ
[00:51:52.839] ねそそうなんだよねアルトラさんすごい気
[00:51:56.079] になるあるやばいよえ普通にitesに
[00:51:58.960] あるから予習してった方が
[00:52:00.250] [音楽]
[00:52:07.200] いい
[00:52:11.220] [音楽]
[00:52:13.160] ミュージックにある
[00:52:17.540] [音楽]
[00:52:22.000] 瞬がいて
[00:52:25.520] みよめっちゃいい
[00:52:27.680] あのフリーズミラーボールが一番
[00:52:31.200] いい超にかも
[00:52:33.559] これささん聞いたら怒るかもな超にわか
[00:52:37.200] 1番新しい曲だからライブでもそれ結構
[00:52:40.960] それから始まること多いから
[00:52:50.080] [音楽]
[00:53:17.040] 曲めっちゃ出てる言葉のつぎ方がすごい
[00:53:20.440] センスある
[00:53:23.970] [音楽]
[00:53:26.599] やね
[00:53:31.350] [音楽]
[00:53:51.559] なちょっとごめん聞いてくるわ
[00:53:56.920] まあまあいいい
[00:54:02.440] でしょう嘘だよああもう絶て当たる
[00:54:07.520] ここ茶白とか出してないのう
[00:54:12.280] やーいや昔のバンドは出してるよ出してる
[00:54:16.079] 出し
[00:54:16.760] [音楽]
[00:54:19.079] てるただそれは今回と全然関係ないからあ
[00:54:22.079] 行け
[00:54:23.559] た全然関係ないしまだみんな勝ある説ある
[00:54:29.520] あるあるあるあのターレコにも並んでるよ
[00:54:32.359] でもまだ活動してる
[00:54:36.480] し
[00:54:38.319] うんあんまりそのなんつうのかまちょっと
[00:54:42.520] あんまりうんあんまり
[00:54:44.190] [音楽]
[00:54:52.599] ねわかった
[00:54:57.280] まなんか
[00:55:00.280] そのあんま
[00:55:02.960] ざ菅を出しないのよだからあんまり俺
[00:55:06.920] ベラベラ言わない方がいい
[00:55:10.330] [音楽]
[00:55:21.960] の来たで
[00:55:26.800] [音楽]
[00:55:50.559] しんどいな
[00:55:53.880] ここあ
[00:55:59.200] [音楽]
[00:56:00.599] ああ
[00:56:02.359] あいやむずいい
[00:56:10.400] たむずずいなむずいなこれはい
[00:56:15.319] えー
[00:56:16.370] [拍手]
[00:56:17.520] うずい
[00:56:21.720] むずむずいよ
[00:56:30.799] ちょっとこれ
[00:56:31.920] さ魂
[00:56:35.000] 貯めるちょっと2じゃちょっと相当
[00:56:37.799] しんどい
[00:56:39.420] [音楽]
[00:56:43.520] ぜ
[00:56:46.880] ただこんなんやって魂貯めるさつな
[00:56:56.720] [音楽]
[00:57:09.880] もう2週間後だね早いねなんかまだまだ先
[00:57:13.039] だと思ったんだけど
[00:57:14.940] [音楽]
[00:57:17.599] な
[00:57:19.200] 明日あのタイムテーブル出るん
[00:57:24.200] で幼チェキで各バドの順があれから1年
[00:57:28.520] 立とうとしてるのかあれからって何や
[00:57:32.440] るって言ってかま確か
[00:57:35.280] に早い
[00:57:43.039] なあなんかでも
[00:57:46.240] ね1年経ってねえよあ経ったよ1年以上
[00:57:49.520] 経ってるよおお疲れ1年以上経ってるあれ
[00:57:53.960] 去年10月だっけ
[00:57:58.520] まあ色々あったねこの1年
[00:58:02.359] ね色々あったなこの1
[00:58:06.760] 年
[00:58:08.760] ねえやっぱさわかんねえだ人間関係なんて
[00:58:12.559] わかんねえよなどうなるかわかんねえから
[00:58:15.640] マジ
[00:58:17.520] で人間かけだけじゃないけどね甘もあった
[00:58:20.760] ねついも甘いもありましたねあの
[00:58:25.030] [音楽]
[00:58:26.319] 色々あらさ
[00:58:28.400] ね間関係なんか例えば例えだろ
[00:58:34.359] かねえ別に何もないけど例えだろかいあ
[00:58:38.960] そうのあるよねって話をしてもうほらもう
[00:58:41.359] もうもう死んだやんほら死んだやんかもう
[00:58:50.750] [音楽]
[00:59:05.680] 来年も楽しみだどうなるんかねなんかでも
[00:59:09.039] 俺今年は
[00:59:10.240] ねちょっとねこのイベントさ1年かけてさ
[00:59:17.160] こういや絶対無理や1年かけて用意して
[00:59:22.920] ちょっと他に何もできなかったんようんだ
[00:59:26.520] ちょっと来年はなんかなんかやるなんか
[00:59:29.160] もっと色々やるためにはさ結構こう余裕を
[00:59:32.280] 持ってあれしたいなと思って料理配信とか
[00:59:36.839] も年ね全然できなかっ
[00:59:39.400] [音楽]
[00:59:47.640] た変の
[00:59:50.240] 始まるあインド編ねインド配信できない
[00:59:53.839] なんかさ調べたらインドさり配信なかった
[00:59:57.240] ねインドさあれらしいねなんか外配信禁止
[00:59:59.839] らしいね
[01:00:01.680] なんか見た
[01:00:03.480] けどマジか
[01:00:07.640] らしいわかない本当なんかどか知んない
[01:00:10.400] けどなんとかしてなんとかして女性と
[01:00:14.200] やばいぞあそうなん
[01:00:16.760] だやめて方がいいねなんか死にたくないし
[01:00:20.039] ね死にたくなく
[01:00:23.799] ないやるならホテルの中だけ
[01:00:26.090] [音楽]
[01:00:30.119] なでも現地これで怒られてもわかんない
[01:00:33.400] もんねどこ連れて行かれるかわからない怖
[01:00:36.319] いっ
[01:00:44.650] [音楽]
[01:00:51.880] てホテルの中だったら気が抜けて寝して尻
[01:00:56.359] しちゃうぞインドのtwi配信者いないの
[01:00:59.119] かないないんじゃない聞いたことないよね
[01:01:02.319] インドにないんじゃないTっ
[01:01:06.240] てその国外から配信ってできるもんなの
[01:01:09.680] インドとか
[01:01:11.180] [音楽]
[01:01:15.480] から普通に歩けるんか
[01:01:17.990] [音楽]
[01:01:24.920] よ回復1個あんの
[01:01:28.440] かちょっと怖いね怖いよね普通に
[01:01:32.840] [音楽]
[01:01:34.319] ね行きたくないよま言ってもそのそんな
[01:01:38.599] インドの田舎に行くわけじゃないんだけど
[01:01:40.280] さ
[01:01:44.420] [音楽]
[01:02:04.039] やばいここむずくねえか
[01:02:06.670] [音楽]
[01:02:09.720] こいつやばいやばいやばいしつこいのこの
[01:02:14.730] [音楽]
[01:02:19.839] 弾いやむずむずいわそんな
[01:02:27.640] これそんなむずいわ
[01:02:31.430] [音楽]
[01:03:02.359] ドラクエやり
[01:03:03.680] たいおドラクエ3の続きやりてえ
[01:03:07.420] [音楽]
[01:03:12.319] よやっちゃおうかなおもろい
[01:03:16.279] でおもろいでっちゃう
[01:03:19.359] よもうわしてもいいんじゃないのって俺は
[01:03:23.960] もう思い始めて
[01:03:29.720] そんなエンディングをみんなに見せる義務
[01:03:32.440] ない
[01:03:32.850] [音楽]
[01:03:34.839] しエンドコンテンツもさやるってなったら
[01:03:38.599] さ結構またさそのエンディングからも時間
[01:03:41.279] かかるわけ
[01:03:45.440] じゃんデスコ形式でナシディスコでやるか
[01:03:50.119] マジで
[01:03:54.820] [音楽]
[01:04:01.559] これ今日クリアするから
[01:04:07.690] [音楽]
[01:04:22.000] さ痛いもう当たっちゃっ
[01:04:24.720] たおこ当っちゃまずいねんなは迷ってんだ
[01:04:29.319] よねどうしよっかやっ
[01:04:33.119] ちゃうもうここなもう無理もうやだこれ
