[00:00:08.480] ういお疲れレドカードレドカードレド
[02:41:56.080] の塔と呼ぶその最上会にルビス様は囚われ
[02:41:59.880] ていますまずは妖精の笛を探すの
[02:42:04.800] ですその笛があればルビス様を再び
[02:42:09.439] 呼び覚ますことができる
[02:42:11.640] でしょう笛の手がかりはマイラの村にある
[02:42:15.479] はずですまずはそこを訪ねると
[02:42:20.200] でしょそしてもう1
[02:42:22.600] つこの雨雲の杖を授け
[02:42:28.279] ましょうあれ太陽の玉と雨雲の杖で太陽と
[02:42:33.640] 雨が揃う時虹のしが生まれもうけるしは橋
[02:42:39.319] を
[02:42:40.640] かけるきっとこの杖があなたを導く助けと
[02:42:45.160] なるはず
[02:42:47.900] [音楽]
[02:42:49.359] や
[02:42:51.580] [音楽]
[02:43:07.510] [拍手]
[02:43:07.840] [音楽]
[02:43:17.279] んどうかこの先も気をつけ
[02:43:20.600] て旅の無事を祈ってい
[02:43:25.720] ます
[02:43:29.319] うんこだらその待っ
[02:43:37.240] てあなたオルテガの子供なんでしょね私ね
[02:43:41.200] 前にオルテガに会ったことがある
[02:43:43.200] の魔物に襲われなっところを助けてくれて
[02:43:46.319] すごくやしだったわ人間はけどオルテカの
[02:43:50.160] ことは好きよあなたはどう
[02:43:52.359] かしらオルテカね昔の記憶をなくして
[02:43:55.680] しまったって言ったのだからあなたが
[02:43:57.439] オルテガと会った時はオルテガはあなたの
[02:43:59.160] ことが分からないかもしれないからそん時
[02:44:01.800] はあなたの方がオルテガを助けてあげて
[02:44:04.080] ねそしたらあなたことも好きになって
[02:44:06.399] あげるわそうな
[02:44:08.520] お前好きになってあげるわ興味ないのお前
[02:44:20.920] [音楽]
[02:44:23.240] でどこに行け
[02:44:26.200] て度そこです
[02:44:31.279] かあ
[02:44:34.010] [音楽]
[02:44:40.760] あ
[02:44:43.279] う船も移動するのかな
[02:44:53.920] あ間違ったここにここに来ちゃうんかい
[02:45:04.570] [音楽]
[02:45:46.160] あ眠そうな顔
[02:45:52.490] [音楽]
[02:45:57.200] 俺いいえって押したんだ
[02:46:03.240] けど今日疲れちゃっ
[02:46:05.960] た今日使えちゃった
[02:46:09.319] よ今日使えちゃっ
[02:46:15.600] た雑談か
[02:46:19.200] あ違うんだよ雑談のBGMが今日なんねん
[02:46:22.439] だよなんでなんでこれなんないの適当に
[02:46:26.439] 違うやつかける
[02:46:29.920] わ何これ
[02:46:32.960] えこれで行く雑談ダブルこれ
[02:46:40.160] 笑笑よはいよ俺は
[02:46:44.080] 茶け俺は茶け俺は
[02:46:48.960] 何これこんな感じで行く
[02:46:51.600] の今日エクレアもりもりだねエクレア
[02:46:59.040] もりもり何これなんでこんなの入ってんの
[02:47:03.479] 何これなんだよこれなんでこんなの入って
[02:47:06.920] あり
[02:47:08.600] まちょっとさなんでさ雑談のBGMが流せ
[02:47:12.840] ないの終わってんだ
[02:47:16.200] けど雑談のBGMがあのいつもの
[02:47:19.520] お気に入りの
[02:47:21.279] さお気に入りのさあれなくなっちゃったん
[02:47:25.560] です
[02:47:28.080] けどだであれ
[02:47:31.680] ない唇かか唇
[02:47:36.160] カサカサ口リップクリームがないんだお前
[02:47:39.960] 誰だよ誰だよ俺のリップグリーム奪った
[02:47:44.040] やつ返すよキスしたろかキスええなんで
[02:47:51.600] 雑談BGMないのマジでなんかさな消え
[02:47:54.640] ちゃいまし
[02:47:55.800] たえほんまにないんだ
[02:48:02.439] けどちょっと待ってね探すわ今残念ちょ
[02:48:06.760] 探すそれを探すたびにでます俺はあれどこ
[02:48:12.040] にあったっけ
[02:48:17.040] なあ残念
[02:48:22.800] あるや
[02:48:26.040] ん来たあったどこなんでこれ消えてたの
[02:48:34.359] うお
[02:48:36.120] こんこれやなやっぱやっぱこの曲なんや
[02:48:40.840] フリー
[02:48:41.960] 音源この音源は実はこれなんだかま
[02:48:44.960] ちょっとこれは秘密です秘密秘密俺のきな
[02:48:48.160] ゲームの
[02:48:49.840] 俺の好きなBMの
[02:48:51.610] [音楽]
[02:48:53.520] BGM
[02:48:55.720] われバカお前これあれだよ俺がいやこれね
[02:49:00.000] サントラも何も出てないんだよサントラも
[02:49:02.319] 何も出てないのをオーディオ
[02:49:04.120] インターフェースにDSからDSの
[02:49:07.479] イヤホンジャックからこうやってさして
[02:49:09.080] 録音した
[02:49:11.120] やつないんだもんだって音源
[02:49:14.560] があまりに好きすぎて1時間ぐらい録音し
[02:49:18.520] ててグレーですまグレーだ
[02:49:21.359] ねグレまあまあまあグレーだよままあねで
[02:49:25.200] もしょがないじゃんCDも何も出てないん
[02:49:27.560] だでもこの曲が好きなんだしょうがない
[02:49:30.479] じゃん怒られたらごめん
[02:49:33.840] なさいトレーラーの曲も知りたい
[02:49:36.520] トレーラーの
[02:49:38.000] 曲ああだトレーラーもなんかあれだね作り
[02:49:42.920] たいね新しいのね新しいの作りたいね
[02:49:46.720] [音楽]
[02:49:51.000] ま寝ますけどねま寝ますけど
[02:49:55.130] [音楽]
[02:49:58.840] ねよかったランディランディ今ぶち切れ
[02:50:01.680] てんのかと思っ
[02:50:02.960] て大好きなゾロのこと馬鹿にされて怒らた
[02:50:07.120] かなと思っ怒らしまったかな結構あるから
[02:50:11.760] な
[02:50:12.840] 俺がお前の大きなんだっけ
[02:50:18.800] した
[02:50:19.010] [音楽]
[02:50:20.479] からゾロの言葉何した
[02:50:25.000] から俺ワンピース好きじゃねえぞ笑嘘え
[02:50:29.520] ゾロ1番泣けないとこやでゾロ1番泣け
[02:50:32.720] ないのワンピース好きじゃないのなんで
[02:50:35.560] 好きなんかと思ったなんだ安心したお前
[02:50:38.000] お前もこちら側の人間じゃねえかよお前も
[02:50:41.160] こちら側のちなみにあリスナーさんの中で
[02:50:43.479] 僕私ワンピース大好きですって
[02:50:46.319] 人います
[02:50:49.479] のえ1番1番泣けるシーンどこ
[02:50:55.040] なワピースおら好きなんかワンピースの
[02:50:59.479] ワンピースめっちゃ感動したえワピースっ
[02:51:02.080] てまだ終わってないのワピースてまだ
[02:51:05.040] 終わってないん
[02:51:06.200] だワンピ
[02:51:08.520] てまだやってんの
[02:51:11.800] え
[02:51:15.439] ワンピルフが白くなるとこ
[02:51:19.680] それルフィーが白くなんのあれじゃん明日
[02:51:24.200] の上や明日の笑笑燃えつきたぜ真っ白に
[02:51:29.880] な白くなるとこなんのルフィ
[02:51:33.359] が何やってんだお前っていうルフィー
[02:51:40.640] ねヒルルクの話が好きかな
[02:51:44.279] ヒルルク全然知らそれ全然知らないあ何
[02:51:50.279] やってんだお前は映画なんだ全然なんか
[02:51:54.960] 少年や少年漫画王道まっすぐ少年漫画って
[02:52:02.359] いうなんか受けつけないんだよなブリーチ
[02:52:05.600] も無わかんないわブリーチもちょっと
[02:52:08.520] なんかちょ
[02:52:11.720] しんどいブリーチもしんどかったな
[02:52:14.120] ちょっとわかんないけどナルトは違うの
[02:52:16.680] ナルトはめっちゃおもろいよ
[02:52:19.800] 結局超都合いいんだよな自分の好きなやつ
[02:52:22.239] だけ自分の好きなやつだけ歌のやつ歌の
[02:52:25.600] やつあのワンピースフィルムレコだっ
[02:52:28.359] けあのアが歌っやつでしょボボボボボは
[02:52:34.080] アニメの第3話のあのカメラップ
[02:52:39.960] ねこの俺たちのここの世界に生きる
[02:52:43.160] デメリット
[02:52:46.359] スピリット亀亀さん俺愛情友情亀さ上
[02:52:53.040] イエイあそこだけ知ってるあれだけ1時期
[02:52:57.040] YouTubeじゃないあの
[02:52:58.279] Twitterにめちゃめちゃ流れてた
[02:52:59.680] からカメラなんでカメラプーなのなんで
[02:53:03.080] カメラプーな
[02:53:04.680] のあだけ知ってるあそこだけ知っ
[02:53:09.359] てる
[02:53:10.920] 笑笑わけわかんないめけめけめけめけめけ
[02:53:14.840] めけめけ
[02:53:16.120] めけそこしかしなんかやっぱ
[02:53:20.600] [音楽]
[02:53:23.399] ねジャンプの少年漫画を愛せる人
[02:53:28.040] が愛せるぐらいの人じゃないとやっぱり
[02:53:30.920] なんか友達ってできないんだろうな多分な
[02:53:33.840] なんかに構えてる人間だからさやっぱそう
[02:53:37.560] いうなんかワンピースとかブリーチとか
[02:53:41.520] なんだろう
[02:53:43.160] なとなかなんかダメなんだよな
[02:53:48.720] おもろいんだろうけどねハガレはけるよで
[02:53:52.000] ハガレはける鋼の錬金はいけるあれ
[02:53:57.120] 面白いあとなんだろう進撃もいける
[02:54:01.319] でしょはがれ早く見たいはがれえハガレは
[02:54:05.239] 何ハガレ早く見れて何か新しいのなんか
[02:54:08.960] やハガレてジャンプなのジャンプじゃない
[02:54:12.040] あれはあのガンガンだっけボンボンだっ
[02:54:16.279] けんだっけ見てないからて
[02:54:19.600] おもろいよ鋼普通に長いけどねあれもあれ
[02:54:22.239] もちょっとアニメ長い
[02:54:23.720] けどアニメ結構長いじゃ2つあるしねフル
[02:54:28.399] メタルアルケミストとそうじゃない方そう
[02:54:31.680] じゃない方がおもろかったけどなていう
[02:54:34.600] ところが車に構えてる
[02:54:36.279] でしょなんか新しい方ちゃうわとか言って
[02:54:39.600] もそういうめんどくさい人種だ
[02:54:42.840] からそのくラッドウィンプスのMVで変な
[02:54:47.319] コメントしてるの
[02:54:49.120] いう俺俺がなんか一番厄介な人間かもしれ
[02:54:53.080] ないなんかね俺がなんか一番厄介な人間か
[02:54:56.680] もな笑笑自分のこと棚にあげて自分のこと
[02:55:02.760] 棚にあげまくっ
[02:55:04.680] て君の名好きでしょ見たことないあ見て
[02:55:08.439] ないわ君の名
[02:55:11.120] は進違うどっちだえ深海誠と深海んだだっ
[02:55:18.479] けなんとかなんとかかんとか深海誠ともう
[02:55:21.720] 1個あんじゃんなんか似てんねん似てる人
[02:55:24.479] いるじゃんサマーウォーズの人
[02:55:27.640] と秒速55cmの人どっちがどっちなか細
[02:55:31.800] 守る細田守るだごめん細だ守る細だる細田
[02:55:35.840] 守ると深海箱とってなんか似てないどっち
[02:55:39.600] だっけ君の名って君の名どっち
[02:55:43.439] だ化け物の子はどっち細田守が化け物の子
[02:55:49.239] 深海がちょっとあのちょっとあのスズメの
[02:55:53.600] 戸締まりとかだよなスズメの戸締まりが君
[02:55:57.000] のうんとかそのきれめな方行くんだよな
[02:55:59.840] なんかそのサマーウォーズとかブレイブ
[02:56:02.960] ストーリーとかがって
[02:56:05.640] たー出
[02:56:07.140] [音楽]
[02:56:09.239] たこんばんは
[02:56:13.399] リアルあの秀はあの秀はあれだななんか
[02:56:19.120] あのあんのちょっとつつすぐうつになる
[02:56:22.279] から
[02:56:27.479] ねつあんの秀も好きだけど俺あんのさん
[02:56:30.760] 結構好きだけどあの人面白すぎる
[02:56:33.479] でしょ秒速5cmってあれだよなパヤも
[02:56:37.160] いるよねパヤオと仲いいからねだってあの
[02:56:41.359] なんだっけあのジブの
[02:56:44.040] さあが声やっ風立
[02:56:48.439] だあなんかそうそうそうガンダムやる
[02:56:50.600] らしいよねあんのねあんのガンダムやる
[02:56:53.960] らしいね新しいやつねなんかもう
[02:56:55.600] めちゃめちゃエヴァみたくなってるけど
[02:56:58.000] やっぱエヴァしか作れないんだろうな自分
[02:57:00.319] でも言ってたあんのはなんか俺がやると
[02:57:02.600] エヴァになっちゃうんだよななんで俺は1
[02:57:05.080] 回それで病んだ
[02:57:06.560] らしいなんで俺はエヴエヴしかできないん
[02:57:09.920] だ誰がくれないの豚ならんのうん配信でき
[02:57:15.399] ない豚
[02:57:20.430] [音楽]
[02:57:29.840] ボトしたとこ今今なんかボトした寝ようか
[02:57:34.680] なももう寝ようか
[02:57:38.540] [音楽]
[02:57:40.399] なてか
[02:57:43.640] 今週いやなんか怖くなってきた
[02:57:50.359] 今週末本番
[02:57:52.840] か大丈夫か
[02:57:55.000] な夜はこれからよ乗りきれ残残飲み
[02:58:00.760] ライブ買い物とかマスクしてる
[02:58:05.920] ククク俺マスク全然してないアンチマスク
[02:58:09.640] だマスク大嫌い
[02:58:12.160] きつかった
[02:58:15.460] [音楽]
[02:58:17.120] このスク大嫌い
[02:58:18.880] [音楽]
[02:58:20.160] もうあのデブすぎて
[02:58:22.920] さアンチ自分の吐く域になんか水機がて
[02:58:29.359] 水上機が多すぎてマスクするとこ
[02:58:31.399] びちょびちょになんの
[02:58:33.720] よそれが嫌
[02:58:35.920] でわかるマスクしてこ水滴が水滴がもう
[02:58:42.200] 垂れてくんのもう大嫌いマイ
[02:58:45.600] マスクマスク大嫌い
[02:58:50.399] あさん
[02:58:53.200] こんばんはスプラッシュタイル
[02:58:55.560] スプラッシュタイルスプラッシュタイ
[02:58:58.479] 大丈夫でしょマスクしなくてもスラッシュ
[02:59:02.439] タスおきてたに
[02:59:05.439] なんかみんなお疲れ働い仕事してる
[02:59:13.600] スプラシュ仕事してるんなんだよさお前
[02:59:18.080] 最近よく見るこれどこのスタンプなんだあ
[02:59:20.920] グローバルスタンプなん
[02:59:25.200] だいやあなんとかやっちりますわ
[02:59:29.319] スプラッシュタル今何してんの
[02:59:31.840] 仕事今何の仕事してん
[02:59:35.239] の何の仕事して
[02:59:38.319] の辛い臭すぎてみんなから距離置かれてる
[02:59:42.319] らしいみんながことねえよなみんが臭く
[02:59:46.439] ない大丈夫だよダブルタさ1kgア取り
[02:59:50.200] たいタ臭ないよ
[02:59:52.600] ね中君そんな臭くないでしょ臭いのにくん
[02:59:58.920] て俺のリップクリームどこやったんだよ
[03:00:01.640] マジでお前らほとさ俺のこと好きだから
[03:00:04.120] 盗むなよええなんかもうさこ塗りたいの
[03:00:09.450] [音楽]
[03:00:14.120] にソピが盗んだ可能性
[03:00:21.399] どなんかな言ってくれれば
[03:00:25.720] な言ってくれれば何なんだろうわかんない
[03:00:28.800] けどなスプラッシュタイルスプラッシュ
[03:00:32.600] タイルスプラッシュ分かったよ
[03:00:34.439] スプラッシュタイルスプラッシュタイルは
[03:00:36.800] 良かったよスプラッシュタイル分かっ
[03:00:44.640] たや
[03:00:48.840] 今週るの大変だ
[03:00:52.800] な
[03:00:54.800] 木曜日笑いよライブ前はもう
[03:00:58.239] 木曜日かな最後最後の配信は木曜日に
[03:01:02.960] ちょっと雑談やってばだね
[03:01:07.000] 怖い怖い
[03:01:09.560] プどうですかもうなんかもうわからん
[03:01:12.760] なんか緊張してんのかななんかわかんない
[03:01:15.279] んだけどなんか感情なんだろ俺今わかん
[03:01:21.479] ないちょっと怖いちょっと
[03:01:24.279] 怖いちょっと怖い
[03:01:27.760] からライブ何年ぶりえもうめっちゃめちゃ
[03:01:31.640] ぶりだよないちゃいそう4年ぶりぐらい
[03:01:35.000] じゃない5年ぶり45年ぶり配信始める
[03:01:39.680] 前だから45年ぶりだ
[03:01:43.920] な4年ぶりあまで
[03:01:48.239] だ
[03:01:50.359] ねそっちはいいんだけど思ったより最近
[03:01:53.439] だったそうかなそうか4年って結構だ結構
[03:01:59.680] だま楽しみではありますけども
[03:02:05.840] ねまだ高明がスペシャルゲストで出て
[03:02:09.200] くるって信じてるからね甘いお菓子は食べ
[03:02:12.279] ますか甘いお甘いお菓子は食べるよ甘いお
[03:02:16.640] 菓子めっちゃ食べる
[03:02:19.160] スペシャルゲストで
[03:02:21.399] 高高わかんなくない普通のおっさんや
[03:02:26.680] わかんない顔見たことないけど多分普通の
[03:02:29.279] おっさんだ
[03:02:29.910] [音楽]
[03:02:32.960] ぞさん本に
[03:02:36.479] さん甘いお菓子めっちゃ食べるわ最近も
[03:02:40.239] ポコミも来るかな来るわけ
[03:02:42.840] ないてかみちゃんてポコミ知ってん
[03:02:46.840] のポンポゴミ知ってんの勇敢な人も含めて
[03:02:51.399] 誰もが恐れていますどういうことやそれ
[03:02:54.479] 笑笑48万は来る
[03:02:57.560] の来ないと
[03:03:00.520] 思う4パは来ない
[03:03:03.239] よら夏やる4パは熱すぎるいや来ない来
[03:03:08.200] ない来ない4パは来ない
[03:03:10.350] [音楽]
[03:03:12.120] よこ
[03:03:14.359] ない色々あるから
[03:03:18.160] 知らんけど知らん
[03:03:22.200] けどオナかまにょちるのとこに
[03:03:26.399] いるああ
[03:03:29.479] まあ
[03:03:31.120] あのオかあ4パマンってマニのとこいるん
[03:03:36.040] だまあでも今回本当いろんな来るよ
[03:03:40.359] いろんな人があんまり言わない方がいいん
[03:03:43.239] だろうけど言わない方がいいんだろうけど
[03:03:46.359] あんな人やこんな人
[03:03:48.560] あそうなんだ配信者もいっぱいきますから
[03:03:53.439] ね配信者もいっぱいき
[03:03:56.080] ます言っていいんかなわかんねけどうん
[03:03:59.520] あんま言わない方がいいんかなこの人が
[03:04:01.080] 来るよなんて言わない方がいいよ言わない
[03:04:03.359] けど多分来たらいチケットって配信者さん
[03:04:07.720] も買ってるん買ってる買ってる買ってる
[03:04:09.359] 買ってる買ってる買ってる配信者も来るよ
[03:04:11.319] かさんさんささん可い配信者来るんかなる
[03:04:18.000] る
[03:04:20.000] 来るだてチケット7割女性でほぼ女性だぜ
[03:04:25.200] なんで男の方が少ねえんだよマジで男の方
[03:04:28.560] が
[03:04:30.080] 少ないガチガチガチガチガチガチ見れるん
[03:04:33.600] だよあのライブポケットてタイトってあの
[03:04:36.720] 誰が男女費とか年齢とか年齢とか行けば
[03:04:42.000] よかった称じゃなくてお前それでそれで
[03:04:45.279] 行けばよかったはないだろお前
[03:04:49.880] 自称じゃなくて自称の可能性もある
[03:04:53.720] けど女の子ごめんて嘘嘘
[03:04:59.120] 嘘あま女の子多い女性多いと入りやすくて
[03:05:04.439] 嬉しい55m
[03:05:10.080] ヘアま多分来た人
[03:05:12.760] は演者だけじゃなくて普通にそのおんのに
[03:05:17.840] もうえあれ
[03:05:20.950] [音楽]
[03:05:22.920] じゃんあれあれだ
[03:05:25.560] ね結構来るやっぱねあのキムとかが出る
[03:05:30.359] からねその周辺の人じゃくらねったれ
[03:05:33.399] やっぱりキムとこが出るからその配信者
[03:05:36.720] 呼びはその辺が強いねあのあのあのあのら
[03:05:40.239] 辺のわうんわかたおい
[03:05:43.200] おありがたいっす
[03:05:45.760] ねすごいことだ
[03:05:48.399] 栃木県のあんなママ来るかなちゃん
[03:05:52.080] ファミリー行かんのかなフリーは来ないか
[03:05:54.040] もなじちゃんは
[03:05:56.680] なゆんちゃんファミリーは来
[03:05:59.540] [音楽]
[03:06:09.239] ない当日稽古さんに挨拶しないと
[03:06:15.160] 姉ちゃんも来るかもしれない来るとは言っ
[03:06:18.239] てたわかんない実わかんないけど
[03:06:20.319] お姉ちゃん
[03:06:24.040] セルシオでセルシオじゃねえよセルシオ
[03:06:28.760] じゃねちゃ来るのちゃん来るよ俺
[03:06:32.680] お母さんわかんないけどねなんかその俺に
[03:06:36.760] 何も言わずに入ってちょっとだけ俺の番
[03:06:39.720] だけ見て帰るさ何も言わずに俺見つけたら
[03:06:43.359] マイクで叫お母さん
[03:06:46.319] てかんないであの前もイベントに来た時に
[03:06:50.439] なんか結構いろんなうちのリスナがわーっ
[03:06:53.279] て集まってわってなっちゃっただから顔
[03:06:55.640] パスカパスじゃねえチケット買っ
[03:06:59.600] てる握手しなきゃする
[03:07:02.720] なするな誰わ橋本の母
[03:07:08.439] です橋本の母も
[03:07:11.960] ますしといてあげて
[03:07:13.620] [音楽]
[03:07:16.520] くださいあなんか緊張してきたな緊張と
[03:07:20.200] いう
[03:07:21.239] かいっちゃん怖いのか本当からその始まっ
[03:07:24.560] ちゃえばいいんだよな始まるまでが怖いよ
[03:07:27.239] ねやっぱねうまくいくかなって
[03:07:30.359] いう配信も絶対配信も綺麗にやりたいし
[03:07:34.690] [音楽]
[03:07:36.600] ね衣装とか揃えるのいや別にないない何も
[03:07:40.600] ないよ何もない衣装とかない別に普通に
[03:07:42.600] 自分の好きな格好で
[03:07:47.600] [音楽]
[03:07:55.960] ま頑張りますわうん頑張ります
[03:08:00.520] 頑張ろう頑張り
[03:08:03.080] ますステイチン頑張りますまいやもう寝る
[03:08:07.520] もうちょっとなんか寝るわなんかなんか
[03:08:10.800] ごめん
[03:08:12.000] ね今日はなんかごめんなんかいいだっ
[03:08:15.680] 楽しみだなありがとう配信ももちろん
[03:08:18.279] 楽しみにしててもちろん配信も楽しみにし
[03:08:20.720] ててあの音とかもちゃんと乗れるように
[03:08:23.800] 頑張ります
[03:08:24.960] からあと画質をもうあれなんかなんか
[03:08:29.160] なんか今日なんか体長だけね体調そうです
[03:08:32.239] ねうんそうだね体調はマジでしっかりしと
[03:08:37.800] いかんと思おつねありがとうねありがとう
[03:08:39.760] ありがとう今日誰か配信してますか誰か
[03:08:42.200] 配信してます
[03:08:43.820] [音楽]
[03:08:51.760] 繁盛
[03:08:53.960] ハゼ
[03:08:57.520] ゼウ絶対そういうとこにはレドしないけど
[03:09:03.319] 分ボマだエロで有名
[03:09:06.200] なえ布団ちゃんってなんでこあの何tch
[03:09:11.800] に来た
[03:09:12.960] のtchに来たの布団ちゃんて
[03:09:23.479] ストロの時だけこっちやえなん
[03:09:26.680] で
[03:09:28.520] スタヌこんな有名なとこ行くわけなかろう
[03:09:34.490] [音楽]
[03:09:42.920] が誰もレトロゲームやってね
[03:09:46.500] [音楽]
[03:09:48.880] 毎のでやってんのやってるいでもちょっと
[03:09:53.279] 恥ずかしい
[03:09:55.560] な恥ずかしいじゃんマーブルはダイアンツ
[03:09:58.800] にレイドしてたよでもダイアン仕された
[03:10:02.150] [音楽]
[03:10:05.000] よダイアンツだもなんかダイアンツだも
[03:10:09.000] なんか結構
[03:10:10.399] ちょっとテレビだと面白いんだけどなんか
[03:10:12.840] さ結構なんかあんまネット向いてないから
[03:10:15.279] なあの人もな
[03:10:17.720] ダイアンがすぐ切れるからなゴイゴイす
[03:10:21.000] ゴイゴイす
[03:10:22.510] [音楽]
[03:10:30.239] なちょっと
[03:10:32.520] 怖い
[03:10:34.239] 津津ちょっと
[03:10:37.840] 怖いちょっと怖いスプラッシュタイル
[03:10:40.800] スプラッシュタ
[03:10:50.319] まあじゃあ今日はじゃあ今日
[03:10:53.880] はなちゃんにレイドしたいと思い
[03:10:59.490] [音楽]
[03:11:00.840] ますやっぱり困ったら女の子にドするのが
[03:11:07.319] 一番はいこんな感じでもう寝るわなだと
[03:11:10.920] 思った何がや何が何がだと思った
[03:11:16.110] [音楽]
[03:11:18.319] マにデトするのはちょっと恥ずかしいけど
[03:11:20.680] なちゃんはもう
[03:11:23.840] [音楽]
[03:11:25.040] なんかしやすい
[03:11:27.120] なまのはちょっと恥ずかしいわ恥かしいて
[03:11:30.920] か怖い
[03:11:32.640] わおいお疲れお疲れじゃまたお疲れでした
[03:11:38.479] え何投票の話する何投票の話って投票の話
[03:11:45.040] ああに投票した話ななんかあのコンカフェ
[03:11:48.600] のやつねおつジソンおつおつおつおつおつ
[03:11:52.000] おつまたねはいまたおつまみちゃま可愛い
[03:11:56.239] 私はちゃまさんのリスナーの1人になれて
[03:11:58.439] すでにとても幸せに感じていますちゃま
[03:12:01.120] さんは優れたコンテンツクリエイターです
[03:12:03.160] がそれ以上に重要なのはちゃまさんが
[03:12:05.840] とてもよもう読むの疲れたどしたん
[03:12:08.560] おつおつじゃあねりまおっとお疲れ様みだ
[03:12:13.840] さらっっ
[03:12:15.910] [音楽]
[03:12:17.880] パチパチパチパチあいここういうのテ
[03:12:23.720] バッドジャパネうせいもうグセンキュー
[03:12:27.680] ガンバさんパチパチガンバさんパチパチ
[03:12:30.920] ガンバ
[03:12:31.800] さ
[03:12:33.560] ジャパニーズなぜ笑うんだい彼の日本語は
[03:12:37.040] とても上手だよなぜ笑うんだ
[03:12:40.760] いさらし首さらし首じゃねえめちゃめちゃ
[03:12:44.680] グッドグッドジャパニーズありがとう笑
[03:12:47.680] キ誰も笑って
[03:12:49.680] ない誰も笑ってないのとのリスナークな
[03:12:54.560] クリな押し売り
[03:12:56.880] クロナの押売りしたわなぜ笑うんだい彼の
[03:13:01.359] 日本語はとても上手
[03:13:04.000] だもうちょっとすいません寝ます今日は
[03:13:06.560] 本当に今日は今日はなんかダメです今日は
[03:13:09.560] 僕の負け今日もう俺の負けでい
[03:13:13.279] 笑ったく
[03:13:16.120] にてるやつはちょっとやっぱちょっと
[03:13:19.279] なんかっ許せねえよちょちょっと
[03:13:24.860] [笑い]
[03:13:27.520] おいやなさい笑笑ちゃま
[03:13:33.239] ギスギスいやあちょっとちょっとちょっと
[03:13:37.800] おおやみお
[03:13:40.760] 疲れお
[03:13:42.680] みしっかり休んでおくねおありがとな
[03:13:48.430] [音楽]
[03:14:00.279] 曜日やります曜日せ無理で
[03:14:08.880] 明日あと
[03:14:21.680] ろれつ
[03:14:25.120] アメリカの持ちやめろ外人のリスナーが
[03:14:29.160] いる前でやめろ何のこっちゃって思われる
[03:14:31.040] だろうがつじゃないよお前お前もお前だつ
[03:14:35.200] じゃないんだよんだつてお前どういうこと
[03:14:37.439] だ適当に流すなん
[03:14:40.239] だつ何にして言っ
[03:14:46.040] てんやめろやめろ
[03:14:52.840] やめろお前それ俺前ツイートした時にあの
[03:14:56.680] バティの小山拓からいいねもらったもうレ
[03:14:59.040] がレださよなら
