[00:00:04.839] おはちゃま
[03:29:24.359] で
[03:29:28.430] [音楽]
[03:29:29.920] あ普通に明日から見たいすれ違いもねえ
[03:29:35.000] 64時間で25%
[03:29:38.370] [音楽]
[03:29:42.720] つまりリにのりか目的リクにのこぎり
[03:29:48.000] クワガを
[03:29:52.199] 渡そうあれ妖怪ウォッチってあそういう
[03:29:55.920] ゲームなんだ別に妖怪ウォッチじゃなくて
[03:29:59.000] もできるなこれ現実でもできるなのり
[03:30:03.479] クワガ渡すんだ
[03:30:05.600] [音楽]
[03:30:12.920] 目的妖怪関係なし
[03:30:16.870] [音楽]
[03:30:18.560] 64時間で25%で対戦と通信
[03:30:22.680] が引きこもりでもそうらないぞ昆虫れるの
[03:30:27.720] 俺昆虫触れない虫全部
[03:30:30.720] だめせめてクガの妖怪を
[03:30:34.840] おおポケモンじゃんもう
[03:30:38.520] これポケモンじゃねえかよこれ
[03:30:46.239] なんでこのお化けずっと追いかけてかこ
[03:30:48.560] いいよ
[03:30:52.900] [音楽]
[03:30:55.040] ね
[03:30:58.199] スタミナム
[03:31:01.560] スパがポケモン世代に刺さるように作っ
[03:31:04.800] てるから
[03:31:05.840] ね坂道発信できんのこいつこのの坂
[03:31:11.600] でこチコすいきついよこかつよこれ早くご
[03:31:17.960] 3家もらいに行こうや
[03:31:20.359] この10年前ぐらい一瞬だけポケモこれ見
[03:31:23.840] てこのてたようなとんでもない
[03:31:28.239] 性能足腰の筋肉が半端じゃ
[03:31:41.160] ね何をやってるんだ俺
[03:31:43.880] は俺は何をやってるん
[03:31:48.080] だ俺にはラスターバスしかねえだろう
[03:31:54.800] が
[03:31:56.800] 笑笑ちょっとラスタバス疲れたもう
[03:32:00.359] いきなりずっと殺し合いなんだもう
[03:32:34.000] 守って
[03:32:35.800] よもうもうやだようわいるし普通の人も
[03:32:45.080] [音楽]
[03:32:49.279] むしろえぐしてる
[03:33:14.760] 笑笑
[03:33:24.600] [音楽]
[03:33:37.080] うすぐ
[03:33:44.319] なう
[03:33:54.320] [拍手]
[03:34:11.720] だいもう
[03:34:17.279] あ倒して
[03:34:31.960] よ
[03:34:36.040] あせもういい
[03:34:39.720] よよし邪魔邪魔これって人間
[03:34:48.040] あぶなどかった
[03:34:52.080] なでも倒してやっ
[03:34:56.680] たそうだ
[03:34:58.600] な
[03:35:01.680] 平年食ったってこと以外にか一晩ぐっすり
[03:35:06.600] 眠れば元通りだ早くここ出たい
[03:35:18.160] 奥にブローいたらどうすんの心配する
[03:35:29.160] な風30年
[03:35:32.030] [音楽]
[03:35:35.800] っさっきのマジですごかったねこの辺じゃ
[03:35:39.800] ローターは珍しいそんな気がしたね
[03:35:46.640] ジェシーとディーナがこのこと知ったら
[03:35:48.640] 死ぬほど驚くはずそういえばあの2人は
[03:35:52.199] 付き合ってるんだろくっついたり離れたり
[03:35:55.760] なんでジシはお前の話ばかりだろジェシー
[03:36:00.120] とはただの
[03:36:02.000] 友達本当にそうか俺は結構勘がいいんだ
[03:36:06.840] 悪いけど完全に外れどうだ
[03:36:11.560] か期待しても無駄だよ
[03:36:27.040] 正解はじ
[03:36:29.319] なかば泥棒っておったんや
[03:36:42.239] なちゃまゲーム全然元気ないやん
[03:36:46.960] あさんお
[03:36:53.000] 疲れお前ならここ通れるかしたんか
[03:36:56.640] など
[03:36:58.359] しどうし
[03:37:00.439] たうしたんだろう
[03:37:02.479] ねまどうだどうせまた殺し合いでしょ
[03:37:13.760] あらせまた殺しでょ出てくんでしょ
[03:37:17.880] どうせ机の下でしゃぶられてるの我慢し
[03:37:21.120] てるも1回漫画
[03:37:26.600] に
[03:37:28.680] もう
[03:37:32.960] ありがとうもうずっとゾンビね
[03:37:39.479] ジョエルあの子たち
[03:37:42.800] だ去年逃げ出したカップル
[03:37:47.479] あら寿司屋に行って寿司しかないって言っ
[03:37:50.600] てるのと同じずっとカロリー高いま確かに
[03:37:54.279] そりは
[03:37:56.560] そうそうみたいだなでも回転寿って自分の
[03:38:00.760] ペースで食えるところだけど他の場所で
[03:38:03.120] 苦しんでる人たちの話を聞くのが辛い
[03:38:06.760] みんなを救いたくてよかれと思って街を出
[03:38:09.800] たの無理だよでも1時間もしないうちに
[03:38:12.399] 群れに襲われて高級寿司のお2人とも噛ま
[03:38:15.160] れて代わり果てる前に命を立つことに決め
[03:38:20.199] た家族や友人に謝っておい
[03:38:23.880] てアダムとシドに
[03:38:31.040] より彼女を撃ったなのに俺は怖くて[&nbsp;__&nbsp;]
[03:38:35.640] ないで
[03:38:36.680] いる
[03:38:39.199] アダムひどい
[03:38:41.800] な免疫さえあれば
[03:38:50.080] まあ
[03:38:52.359] エリートミーと合流して2人をジャクソン
[03:38:55.319] まで運ぼう
[03:38:59.760] なファイアフライの病院から逃げ出した
[03:39:05.560] 時私みたいな人が大勢いるって言ったよね
[03:39:09.399] ああ言ってたね最後
[03:39:12.680] ね嘘だろうん
[03:39:15.960] 期化された嘘まだ嘘ついてんのお前それ
[03:39:19.640] 免疫を持ってる人なんてあったことない
[03:39:22.160] その話かワのガス
[03:39:28.319] ね隠してるん
[03:39:30.920] だろうお前みたい
[03:39:36.239] に本当に
[03:39:41.199] そうずっと疑ってるんだろうなさ
[03:39:45.880] こと
[03:39:46.640] かあんなに苦労してファイヤフライの病院
[03:39:50.680] に私を連れてったでしょ
[03:39:52.880] うん聞きたいことたくさんあったの
[03:39:57.399] に殺そうなんで意識を失ってる間に私を
[03:40:01.239] 連れ出したのそうするしくないやんお前の
[03:40:05.680] 検査をさせてみ
[03:40:07.199] てあいつらは無能だと気づいたからお前を
[03:40:10.640] るてんで無能だってわかるの時間をげれ
[03:40:13.760] ばかけもしれない
[03:40:18.880] でしょ治療法なんてこの世にないん
[03:40:26.199] だ他の人を助ける方法なんて存在しないん
[03:40:30.560] だ
[03:40:34.359] よその事実を変えられるものなら俺だって
[03:40:37.840] 変えたい
[03:40:39.399] さでも無理だ
[03:40:47.640] この子たちを家に連れて帰って
[03:40:52.359] やろう他に言いたいことがないなら
[03:41:00.800] な
[03:41:05.319] ないそう
[03:41:07.120] か行くぞ
[03:41:20.160] やまちゃんの出演稼ぎのためのイベント
[03:41:25.920] です
[03:41:30.640] ういいムービーだったね今の
[03:41:34.120] は痛い
[03:41:39.640] よどっちの気持ちも分かるから
[03:41:43.040] きついやっと眠った現代
[03:41:46.399] ねねやって
[03:41:54.840] あげる痛い
[03:41:59.000] ねいいやつだよ
[03:42:01.520] ね
[03:42:06.640] うん言わなかった
[03:42:11.600] の今は無理
[03:42:19.600] でき
[03:42:24.479] たそれで何か分かっ
[03:42:28.840] た
[03:42:30.399] あうんそうだ
[03:42:32.680] ねアビーああ
[03:42:36.359] うんこの子は
[03:42:39.199] ノラ仲間と病院に配置されてて物資とか
[03:42:43.279] 集めてたみたい
[03:42:44.900] [音楽]
[03:42:47.800] この病院
[03:42:54.279] そうちょっと今行くのうん確かめやだ今
[03:42:57.760] 行かないよもう終わりだよねせめてジェシ
[03:43:00.239] が回復するまで待て逃したくない
[03:43:02.720] し
[03:43:04.239] 笑笑場所が分かったんだよトミーも知っ
[03:43:07.840] てるか
[03:43:12.319] も何邪魔に給を
[03:43:16.920] 別に
[03:43:18.800] 寝る
[03:43:21.199] そうドア開けるの鉄だっ
[03:43:28.020] [音楽]
[03:43:38.760] てよし5号線に沿っていけば病院に
[03:43:43.600] たどり着くはず
[03:43:47.000] ほんまこのゲームは安休みを与えないね
[03:43:51.720] 危ねえ間違っ
[03:43:54.840] たじゃあ今日はこの辺にし
[03:44:04.680] ますめっちゃ疲れ
[03:44:08.080] たいやもうしんど
[03:44:12.399] これなんか終わり近い雰囲気あよねどうな
[03:44:17.319] んだろうねびっくりしたびっくりしたなん
[03:44:21.199] だよ
[03:44:22.399] これまいつでも戦車で引けるからな笑笑
[03:44:27.159] びっくりしたはい
[03:44:30.720] あのそ終わりにし
[03:44:33.840] ますはい終わりにします今日もうレイド
[03:44:38.080] なしでいいもうちょっとだるいレイド探す
[03:44:41.239] の今日もレイドなしにしようかな
[03:44:48.319] お疲れ様でしたお疲れれあししシグやって
[03:44:52.279] んじゃない腹でんだよな
[03:44:54.960] あシグに行く
[03:44:57.520] かシグに行きますはいうちのボーカルの
[03:45:02.439] シグに行きますわはいあし
[03:45:05.080] たいすシグレおつ
[03:45:08.000] ねつはいお疲れお疲れおいおつはい
[03:45:15.520] おつおつ
[03:45:21.279] おつちゃまおつおつごめんねおつおつ
[03:45:27.439] 強い強い強いしれ
[03:45:32.770] [音楽]
[03:45:48.359] はえ
[03:45:51.610] [音楽]
[03:46:16.600] 終わりだの光が夢を
[03:46:21.760] ぐな
[03:46:24.960] カ今日は脱い
[03:46:28.199] で
[03:46:32.560] レペ楽しい時間は今日は終わり
[03:46:38.640] だおみ
[03:46:51.479] おやみちゃえじゃねえ
