[00:00:04.799] 1個目2日目検討1波と2検討1波と来
[00:31:46.480] ねん
[00:31:47.760] こいつ本当こいつ邪魔だからいらねえんだ
[00:31:50.679] けどこいつ切り覚えてくかなという時
[00:31:54.159] なんてるの来るよさっきも危なかったよ
[00:31:58.200] 意外とあるからなこれ本当
[00:32:01.070] [音楽]
[00:32:03.720] に1番強いポケモンは持ってた方が安全だ
[00:32:08.559] ね俺そんなこんなしたらもう30分経って
[00:32:11.880] んじゃねえか
[00:32:13.320] よもう誰も死なさないでそのために持っ
[00:32:16.960] てくのあとじゃあちょっと待ってねえっと
[00:32:21.399] ピピパパの歌手が日本でネットミーム貸し
[00:32:24.720] てるの喜んでるニュース流れてきた
[00:32:32.240] 喜んでるんだ可愛い
[00:32:35.279] ね
[00:32:37.050] [音楽]
[00:32:38.360] オいいぞ
[00:32:43.360] がラディオお疲れどうした
[00:32:46.159] の何どうした
[00:32:49.760] 治こんばんはこんばんは
[00:32:52.639] こんばんは今日もやまだまだポケモンやっ
[00:32:55.519] てる
[00:32:56.240] でほらこれ切りがないとはいまたポケモン
[00:33:00.919] やってるよって言われ
[00:33:02.639] ちゃうまおまマック食ってな
[00:33:07.120] いっすあんなこと言ってあ来たあらマック
[00:33:12.399] 食えなかったあのめちゃめちゃ混んでて夜
[00:33:14.320] のやめた来たよ
[00:33:16.399] ほらレベル48強いいい
[00:33:19.519] ねレベル48多分ねいいよこれどんくらい
[00:33:23.600] 経験値くれんのくれくれくれ
[00:33:28.039] はい今日も4時間これです今日もこの
[00:33:30.559] ピンクの化け物
[00:33:34.410] [音楽]
[00:33:36.760] 強この今日もこのピンクの化け物
[00:33:40.399] をぶっ潰す
[00:33:45.240] 配信いや強いね何この1
[00:33:48.960] 残りいい
[00:33:50.919] ね本にいいねと思ってる
[00:33:53.880] かノーマルタイプノーマルタイプ
[00:33:57.960] 技でも入るねだ大体こういうタイプってた
[00:34:01.159] Hうーいい
[00:34:03.919] ねこちたらさっきまで健康診断よのとって
[00:34:08.919] 絶べノーマルタイプが弱いのいや弱いって
[00:34:13.480] ことはないよ弱いってことはない
[00:34:16.200] けど放電来たね威力80まうんこれは使い
[00:34:20.399] たい放電は持っておきたい電磁牌エレキ
[00:34:22.639] ボールエレキボールはああやピカいらねん
[00:34:26.320] かな難しい
[00:34:30.040] どれが1番弱いとかは別にない育てれば
[00:34:32.399] それは強いよ
[00:34:33.960] みんな一丁一端というか虫タイプは弱いか
[00:34:38.679] で
[00:34:40.280] も
[00:34:42.839] メタモンメタモンもいるよメタモン
[00:34:48.079] も俺も会社の健康診断んで検便しなきゃ
[00:34:51.440] いけないけど断ったもん
[00:34:53.280] 俺2年ぐらい断ってるよ俺も何この子女
[00:34:56.919] フっていうなんかカタイプだななんでえ
[00:35:00.560] なんか全然嫌だよねやだうん
[00:35:03.880] [音楽]
[00:35:05.240] 恥ずかしいなると強制だぞ恥ずかしい
[00:35:09.200] から恥ずかしいからカメラ食っからうわ
[00:35:13.000] マジでえあのさバリウムとか飲むん
[00:35:16.839] バリウムめちゃめちゃきついらしいじゃん
[00:35:20.760] あれ飲まねえよあバリ飲まねんだ丸
[00:35:25.440] タッパーで提出し
[00:35:28.359] 取り方わかんないですつっ
[00:35:31.000] てこうやってタッパーで怖すぎだろやだや
[00:35:36.960] だま笑笑目の前で出
[00:35:40.310] [音楽]
[00:35:43.280] そうこれはドでこじゃちょっと部が悪いな
[00:35:47.400] 汚いよ汚いよ
[00:35:49.480] ねむうねなんでなんでバリ飲むのリウさん
[00:35:53.200] てバリ飲むのごめん汚いよランディやだ
[00:35:59.800] [音楽]
[00:36:02.040] 食品関係でもねえのになんで検面しなきゃ
[00:36:04.319] いけねえんだよ検便で何がわかんの検便
[00:36:07.319] って何異常があったら何がわかん
[00:36:15.079] の字と
[00:36:17.000] かバリウム虫カメラ物袋も象徴も解けてた
[00:36:21.920] よ
[00:36:22.760] 何何何胃袋も象徴も溶けてたどういうこと
[00:36:27.599] 大腸感分かるんだ何胃袋もおこれ可愛い
[00:36:33.880] コジョンドこじ風の進化系かあこんななん
[00:36:37.640] だえどっか行っちゃったよえあそして誰も
[00:36:42.079] いなくなったそして誰ガチのやつじゃん
[00:36:46.359] いよう
[00:36:50.560] か
[00:36:53.200] ええ俺もそのうちやらされんのかな
[00:37:01.079] ストレス社会に生きる社畜わ地獄
[00:37:07.319] だそれは地獄だ
[00:37:10.240] [音楽]
[00:37:11.760] ね
[00:37:14.440] と消化
[00:37:18.960] えカメラ
[00:37:22.119] とカメラと絶
[00:37:26.520] 無理絶なんだ
[00:37:29.079] けどやべえよなあれ今くなったけどもう
[00:37:33.599] 死んでるぞあそうなんだも飲んだことない
[00:37:36.720] よ
[00:37:37.920] 鼻からやるか全身麻酔でいいよ
[00:37:41.560] えーしんどいな全身麻酔でやるん
[00:37:47.160] だまそんくらいしないとだよ
[00:37:50.720] ないやカメラは無理だな絶対無理俺
[00:37:57.720] こんなんでこんなやつ入れんでしょガーっ
[00:37:59.640] て無理だわピロリキンあるかどうか1使い
[00:38:03.280] カメラしピロリマジでえランディやった
[00:38:06.640] ことあんのい
[00:38:07.599] カメラピロリキンてなんか久々に聞いた
[00:38:11.440] わないないのか
[00:38:14.680] よ俺も体に何か入れんのやなのクとか入れ
[00:38:19.319] たくないの
[00:38:20.980] [音楽]
[00:38:23.480] もう眼の元らしいよあそうなんだ
[00:38:27.960] かかったこと福でしかない病院かかった
[00:38:30.920] こと査した方がいいよマジで
[00:38:34.599] ええイ
[00:38:36.240] カメライカメラやだな無理だなイカメラ
[00:38:41.660] [音楽]
[00:38:43.440] はMRIだってやったことある俺
[00:38:48.400] MRIこいつステミタックル持ちかよぜえ
[00:38:52.400] なレベル高えからなんか攻撃的になってる
[00:38:55.440] 多分でも
[00:38:57.470] [音楽]
[00:39:05.560] わでもやべえ経験値5000もらえんの
[00:39:08.920] えぐい
[00:39:10.800] な5000もらえるらしいよ経験値の胸
[00:39:14.200] 押し当てるやつしかそういうのやったこと
[00:39:16.480] ない笑笑あのあのエコーとる
[00:39:24.160] やつやるねえん知らないなんか女の子だけ
[00:39:28.480] のそういうのがあんのなんかこわかんない
[00:39:31.400] 胸押し当てるやつてなんかごめんなどう
[00:39:33.160] いうのかわからんあのあれだよな変なバス
[00:39:36.280] ん中でやるやつじゃねえのあれ何させられ
[00:39:38.960] てんの笑マモのことマンモ
[00:39:43.920] マンモグラフィー
[00:39:46.720] か健診断のおかげででかい病気見つかった
[00:39:50.560] わおっぱいをから潰しますなんかさ
[00:39:53.680] おっぱいのさニガの査とかやばいって聞く
[00:39:56.240] よねえちゃん何見つかったのてか本当に
[00:39:59.400] 本当にうちのリスナーおじさんが多いんだ
[00:40:02.040] ねうるせえ
[00:40:08.360] [音楽]
[00:40:09.680] なの査したことめちゃめちゃ痛いらしいよ
[00:40:13.440] ねおっっぱいつつつってめちゃめちゃ痛い
[00:40:17.079] らしいじゃんあんな無理だよ
[00:40:20.440] なしねねめっちゃ潰すん
[00:40:23.730] [音楽]
[00:40:25.359] でしょね
[00:40:29.920] 胸当てるだけなら普通
[00:40:33.040] のいのそうなのれてそうだっ
[00:40:38.720] たから病院
[00:40:42.280] 怖い時だよなかなあレトゲ
[00:40:47.160] [音楽]
[00:40:51.079] ねや俺も手術と入院はしたけど
[00:40:54.930] [音楽]
[00:40:56.240] さっ動てるは怖いね俺それだけだわそれ
[00:41:00.599] 以外だったらもうなもう我慢するわエコで
[00:41:03.760] ると聞いたことある
[00:41:07.599] あ
[00:41:09.160] 尿手術も入院もないよいいねそれが1番だ
[00:41:13.359] よ尿はマジでてる尿はマジ地獄だよ尿勝て
[00:41:19.599] はお前ら自分のちんちんによタピオカの
[00:41:23.160] ストロさせる無理でしょ頭にも同時だ頭に
[00:41:27.960] も尿勝ててなんですの終わりを見るぞなあ
[00:41:30.960] 勝ててる終わるよなマジでマジ怖マジで
[00:41:34.280] 怖いよのおしっこやばいやばいやばい
[00:41:36.160] やばいやばいやばいめちゃめちゃ痛いなく
[00:41:38.640] 俺でそれだっ俺それで24時間おしっこ
[00:41:40.480] 我慢したもん14Fだと痛いけど何その何
[00:41:44.760] その知らない
[00:41:46.720] 単位尿カテーテルにもテルの
[00:41:51.000] 最なんでそんなの知ってんだよの間にまっ
[00:41:55.000] てえ何それ
[00:41:56.240] ませ権押し選手権痛すぎて関係とかなら
[00:42:01.040] あい入れるし仕事でえそうな
[00:42:04.960] のZマに入れてもらえばよかったじゃあ
[00:42:08.359] ちょっとだけパカしたあそうなん
[00:42:12.680] だじちゃんと一緒
[00:42:15.280] じゃん
[00:42:18.160] うまい安心できるわじゃ俺あれだわ頼むわ
[00:42:21.720] 俺もし次なっ
[00:42:24.920] たらういうはがいるとおもろいんだけどね
[00:42:28.400] じちゃんはやばいよこの世の手術という
[00:42:31.160] ものを全て体験してんじゃ
[00:42:32.550] [笑い]
[00:42:34.200] ない予定なの女の人大体入れれるあそうな
[00:42:39.160] のすごいでもさリスナーに見られるの嫌
[00:42:41.720] じゃない嫌だ
[00:42:44.880] ねあいいねこのペースで出てきてくれれば
[00:42:47.960] いい
[00:42:49.200] よやでやるの
[00:42:52.559] かでも声出したら怒られるからな今更だろ
[00:42:57.920] 今更じゃ
[00:43:00.240] [音楽]
[00:43:01.559] ねえやじんちゃん
[00:43:04.119] も俺が聞いた話だと級にられたく同級生に
[00:43:08.960] そう家庭てる抜かれ
[00:43:10.839] たやべえよなだだもうなんかそういう
[00:43:14.599] エッチな気持ちとか0だったマジ痛すぎて
[00:43:16.760] もう誰でもいいから早く抜いてく
[00:43:20.200] れって俺が入院してテル入れられてテルを
[00:43:26.440] くの人が俺の同級生だった方笑笑抜くって
[00:43:31.280] いうそういう意味じゃないそういうエッチ
[00:43:32.440] な意味じゃなくてカテーテルを抜く
[00:43:35.079] ね同級生に抜いてもらったてすエロいやん
[00:43:38.240] なんかすごいエロく聞こえるけど勝ててる
[00:43:40.559] な死ぬほど痛かった
[00:43:45.000] よ抜いた後のおしっこもまあいてえ
[00:43:50.200] ななんでお前が飲むてお前が振ったのに
[00:43:53.240] めちゃくちゃ痛いとはよめちゃめちゃ
[00:43:55.160] 痛かったよあが花にもチューブ入ってた
[00:43:59.640] ああ結構何そういう病気してるんだねねジ
[00:44:03.079] でピの真似し
[00:44:05.480] ためちゃめちゃ
[00:44:08.880] 痛いもうじちゃんはさすらじちゃんはもう
[00:44:13.040] そういうのやりすぎて何も感じない
[00:44:18.720] らしいじちゃんだってあれだもんな入れる
[00:44:21.800] じゃんあの胸開いたまま1週間とか集中
[00:44:25.839] 治療室でとか忘れちゃったのねその場で
[00:44:29.960] ぶっ抜くやついる
[00:44:31.960] ぞ開いたままそうそう
[00:44:36.720] そうそん時の写真とか送ってくるからね
[00:44:40.960] あいつやめてほしいんですけどたかった俺
[00:44:44.880] 背中背中25時にドキドキし出すの謹慎か
[00:44:48.880] もだ
[00:44:50.119] けど本人が笑ってくれって言ってんから
[00:44:52.640] 笑ってんだおいちゃんわさすがにここは
[00:44:55.839] 映ってないよ映ってないけどこうカバされ
[00:44:58.960] ててなんかボっとしてるなんか写真なんか
[00:45:03.960] 見て見てとかつって送ってくんのやめて
