[00:00:00.120] はい
[00:34:17.879] 笑笑いやどうしようこれ俺も今入ってるよ
[00:34:23.040] あそうなん
[00:34:26.030] [音楽]
[00:34:31.359] なんかこれでオあれなんかもう待って
[00:34:35.320] なんかそして私もお風呂に入ってきま
[00:34:38.159] みんな風呂行くやんけやべなんかもう
[00:34:40.359] ラスボスかこれ興奮しろよなんかしするか
[00:34:44.399] あやべえなんか終わりくせえななんか
[00:34:46.639] なんかの
[00:34:48.200] 雰囲気ちゃまさんこんばんはあばさん
[00:34:52.079] こんばんはバンさん長々
[00:34:55.879] とってらっしゃいてらっしゃい長々と続い
[00:34:59.000] たこの配信もなんかもう終わり終わり
[00:35:01.119] くせえよ
[00:35:03.520] ねえ終わりくせんだよなんか寂しいん
[00:35:08.040] だラスボス手前でフロリダ多くて
[00:35:12.599] 笑うラスボスままわかんないどんくらいな
[00:35:15.400] んだろわかんないラスボス手前なんかな俺
[00:35:17.400] いよですかなんかねもうラスボスなんすよ
[00:35:20.560] ねこれラスボスだろ絶対けど終わりも
[00:35:24.599] たいいやままだどうなんだろうわかんない
[00:35:28.160] このちょっとマップだけ出したいちょっと
[00:35:30.079] 待ってああわけわかんねえまだ終わりじゃ
[00:35:33.839] ねえやまだ終わりじゃなかったまだ終わり
[00:35:37.160] じゃなかったっす見てくださいURわけの
[00:35:40.440] わからん終わるなわけのわからんマップ出
[00:35:43.400] てきたわじゃなかっぽい感じはする
[00:35:48.440] あえ何これ
[00:35:51.200] 何これ
[00:35:52.560] [音楽]
[00:35:55.079] なんやこれぐうわなボスかよボスいるんか
[00:36:00.440] い何ボスいるんかいでこのゲームボスん時
[00:36:04.440] 何も言ってくんねえから
[00:36:07.160] なあだ
[00:36:11.400] くじ
[00:36:13.720] でかピダチスンクレパ
[00:36:17.680] デカダンあれあ沈黙ではなく大きさ的な
[00:36:21.640] 意味ででか
[00:36:24.640] ねダチって毒だよな回毒行とく
[00:36:32.480] [音楽]
[00:36:35.119] これねスイとか効くのかなわ
[00:36:41.920] 強え
[00:36:43.880] 毒
[00:36:47.640] 強い60ダメージ当ててくん
[00:36:51.390] [音楽]
[00:36:54.319] だやここら辺まで来るとボス強いな
[00:36:57.079] ダメージえてくるね今日の終わりにげが
[00:36:59.800] 泣きかなかないかで
[00:37:02.200] 飛ばてど泣きやしねえけどさ泣くとかじゃ
[00:37:08.000] ないんじゃないさすが
[00:37:14.090] [音楽]
[00:37:23.359] にうんこれげってんだっけみんなげげてん
[00:37:28.640] だっけすぎて泣くという笑いそう泣かない
[00:37:31.440] の
[00:37:32.440] か泣きはしないかもわかんないどう
[00:37:38.119] だろうラスに1回で勝てるかばならちゃう
[00:37:42.160] ああば開くじゃあ発狂会場は発狂会場か
[00:37:48.280] 発狂解除
[00:37:52.000] かこいつの防御力下げんのってなんだっけ
[00:37:56.730] [音楽]
[00:38:10.359] うんうん
[00:38:11.760] うんうんうんうんいいよいいよいいいいい
[00:38:14.520] よいいダメージ与えてる
[00:38:15.760] [音楽]
[00:38:21.520] よあそんな技覚えてないもんね
[00:38:27.750] [音楽]
[00:38:43.560] 普通に殴った方が強え
[00:38:45.160] [音楽]
[00:38:47.119] な
[00:38:49.200] ルカああキュラなんても覚えてないもんな
[00:38:55.690] [音楽]
[00:38:58.480] まさかこれラスボスじゃねえだろさすがに
[00:39:01.359] さ
[00:39:03.630] [拍手]
[00:39:05.000] えそれはないがダキラ
[00:39:09.160] ですあダキラって誰か覚えてなかっ
[00:39:13.240] た覚えてないね覚えてねえ
[00:39:17.400] えーめんどいな
[00:39:20.470] [音楽]
[00:39:23.520] これあ待って
[00:39:27.640] のシフトか
[00:39:29.240] なちょっと待って
[00:39:31.920] えー壁が壊れちゃったからヘッジ誘してえ
[00:39:38.720] スケルトン
[00:39:40.760] はヒールアップ
[00:39:43.520] でしょ敵が敵が
[00:39:47.200] 強え敵が強え普通
[00:39:50.640] に
[00:39:52.160] えこれピエザフム効かないでしょ多分これ
[00:39:59.280] [音楽]
[00:40:02.720] う特殊能力でもだめだなこれまいっ
[00:40:08.560] たぶっとくか
[00:40:11.440] じゃスネークさんちょっと防御しといて
[00:40:14.359] もらおうか
[00:40:15.800] なないもんねムバ自分にかけれるいやだめ
[00:40:19.640] だな防御だ
[00:40:22.520] な特殊能力違う魔法
[00:40:26.319] であ違うな違うな違う違う訂正訂正訂正
[00:40:30.480] 回復間に合わん
[00:40:32.760] かあーなあ回復か
[00:40:38.760] なうん回復だなここここ回復切るわそうだ
[00:40:44.560] ねヘチユロってこれ盾を自分の目の前に
[00:40:47.359] こう盾を作るんだ
[00:40:49.240] けどま回復だなまずなシェルキーで回復し
[00:40:54.000] てただこれ先手でドあの蛇殴られたら
[00:40:58.119] 終わりなんだよね終わりっていうか別にま
[00:40:59.800] 死んでも別にいいんだ
[00:41:01.440] けどうー特殊能力でえ
[00:41:07.360] [音楽]
[00:41:10.040] 魔法君はもうぼや
[00:41:13.880] うわ防御だ
[00:41:16.520] な込めしちゃったごめんねいや全然大丈夫
[00:41:20.119] だ
[00:41:20.690] [音楽]
[00:41:23.319] ようんうん悪くないんじゃない
[00:41:27.839] もう1もう1シェルキー入れ
[00:41:34.360] [音楽]
[00:41:36.119] て
[00:41:37.800] うーむずい
[00:41:40.780] [音楽]
[00:41:52.160] ね
[00:41:54.599] オいいですね何このぬるっとしたボスいや
[00:41:59.480] でも強かった
[00:42:01.040] なぬるっとしたボスなんだった何だったん
[00:42:04.160] だあのぬるっとした
[00:42:09.470] [音楽]
[00:42:14.720] ボスこれ中
[00:42:17.359] ボスうちょっとよくわかんないね
[00:42:21.810] [音楽]
[00:42:34.280] もちょっとこれあれ作りすぎたねこれね
[00:42:36.520] この蘇生アイテム作りすぎた
[00:42:39.079] わいらねえこんな
[00:42:41.530] [音楽]
[00:42:43.680] にオケーこれて回復してんの
[00:42:50.760] か体力回復だな一番必要なのね
[00:42:57.280] そんなにあれだったな蘇生アイテムいら
[00:43:00.160] なかったか
[00:43:04.600] [音楽]
[00:43:11.079] もこんなもんでいっかよしこ回セーブ
[00:43:14.160] しよっ
[00:43:16.079] かまだなんかまだ続きそうっすねだいぶ
[00:43:23.360] [音楽]
[00:43:29.520] え
[00:43:32.559] 何
[00:43:36.359] え
[00:43:38.000] 待てまさかえ落ち
[00:43:41.599] た落ちん
[00:43:46.960] の待て待て待て
[00:43:50.400] 待てどここれ
[00:43:53.990] [音楽]
[00:43:57.359] うわおわ落ちとるめんどくせえ落ちんのか
[00:44:01.240] よなんだそれあでも道べがえ落ちるロド
[00:44:07.280] する
[00:44:08.839] かあれセーブしたっ
[00:44:11.839] けボス倒してセーブした俺覚えてないあ
[00:44:17.079] もうわからないよボスボス倒してセーブし
[00:44:20.280] てましたあれしてたセーブしよっかって
[00:44:23.920] 言ったら覚えてんだよセーブしたよ本当か
[00:44:27.960] いやラスハゲだラもうこれクリアしちゃう
[00:44:32.880] ぜ多分
[00:44:34.280] 今日セーブしようぜって言ってちょっと
[00:44:37.040] 動いて落ちたよ
[00:44:38.520] な
[00:44:41.440] 多分さんね今日
[00:44:43.680] ねラストアルマゲドンラスト
[00:44:47.160] ダンジョンラストパートでございます
[00:44:50.559] ちょっともう寂しい俺
[00:44:53.280] は寂しいまだ
[00:44:56.040] ある寂しいまであるブしてないで全滅した
[00:45:00.880] 時待ってこれどこわかんないけど楽しい
[00:45:05.200] からリセットして
[00:45:07.830] [音楽]
[00:45:22.760] みよまあまあまでもここはそんな難しく
[00:45:25.520] ないからいいや落ちたなろね分かった
[00:45:27.760] 分かった分かった今のうに
[00:45:30.079] だそう
[00:45:37.520] ねあ風呂行くとか別
[00:45:40.880] にいいちいち言わなくていいんだ
[00:45:45.240] ぜ別に大丈夫だ好きに行ってくれてナイス
[00:45:49.520] 勉強ま全然別にこの辺はまだ
[00:45:55.140] [音楽]
[00:46:03.480] まあまあいいでしょまあいいでしょはい
[00:46:06.440] はいはいえ待ってさっきのボス待ってまた
[00:46:09.440] さっきのボスもう1回とかないよねおい
[00:46:12.480] マジかもなんだよこのゲームめんどくせえ
[00:46:18.319] な
[00:46:20.200] 笑笑めどくせえななんだ
[00:46:23.920] それまたいたままいるんです
[00:46:29.000] けどなんだよそれめんどくせえなった
[00:46:35.640] 笑笑なんかやなかしたんだよそんななんか
[00:46:39.839] やなかしたんす
[00:46:42.119] よこれさボスさ地上の時もなんかね永遠に
[00:46:47.160] レベル上げできるじゃん確かにあおいそれ
[00:46:53.280] 天才
[00:46:54.599] か永遠にレベル上げできじゃないのこれ
[00:46:59.960] なあまでもこれこいつだいぶ強えから
[00:47:02.960] めちゃくちゃめどくせえけどなな殴っ
[00:47:05.880] てりゃ勝てる敵じゃねえ
[00:47:08.440] から確か
[00:47:10.720] に若干めんどくさいすけどいや違うんだよ
[00:47:14.079] これ自信があるとマジでめんどくせえんだ
[00:47:16.119] よどうせ自信来るべこれまだ
[00:47:18.319] ガガガガガガガつって完成しまった
[00:47:22.119] なあれやんけあのほなんだっけ永遠の悪魔
[00:47:26.480] じゃん
[00:47:27.770] [音楽]
[00:47:30.640] こいつを数ターンで仕留めれるまで強く
[00:47:33.000] なればいやもうそそそしたらレベル上げ
[00:47:36.319] 必要
[00:47:38.599] ねえただ自信さえ起きなければこのなん
[00:47:45.119] あのサイクロプス上から3番目のやつが
[00:47:47.880] 防御してるだけで勝てる
[00:47:53.010] [音楽]
[00:47:58.520] 自信やめて
[00:48:04.760] くれ自信やめ
[00:48:06.830] [音楽]
[00:48:08.240] てああもう
[00:48:12.000] めんどいこれがあっからマジめんどくせえ
[00:48:15.119] ん
[00:48:17.230] [音楽]
[00:48:25.599] なこがだからだいんすよ
[00:48:29.830] [音楽]
[00:48:34.839] ね
[00:48:37.760] [音楽]
[00:48:41.760] オグラこれ結構レベル上がるなでも確かに
[00:48:44.760] なこれ繰り返しやって
[00:48:49.280] たら何がめどくさいってここからこの
[00:48:52.440] アイテムを作っては使って作って使ってて
[00:48:55.079] やらなきゃいけないのがめどくさいプと
[00:48:57.119] 消すは
[00:49:01.359] 邪魔これをね毎回やんなきゃいけないのか
[00:49:04.799] ね若干のめんどくささ
[00:49:08.360] [音楽]
[00:49:14.880] がMPもこれかなり使うからねあの戦いね
[00:49:19.220] [音楽]
[00:49:30.359] セーブして欲しいセーブしようね確かに
[00:49:33.240] そうだ
[00:49:35.900] [音楽]
[00:49:46.720] ね満タンにしたらセーブするわ
[00:49:52.450] [音楽]
[00:50:00.319] MP足んねえないくらあって
[00:50:02.300] [音楽]
[00:50:05.119] もセーブしましたよはい
[00:50:08.000] オッケーただこれ落ちたとしてもなんか
[00:50:10.559] レベル上げと思ってここ意外とだるくない
[00:50:13.640] じゃ
[00:50:15.640] ここえナイスセブ
[00:50:19.160] えとやべえパーティー変わりそあと5時間
[00:50:22.160] だこれパーティー変わったら地獄だぞクソ
[00:50:25.640] 雑魚パーティーになっちまう
[00:50:27.200] [音楽]
[00:50:33.799] 長押現金だなそう
[00:50:40.640] ね大して難しくねえ
[00:50:43.599] けどあはいはいはいなんですかはいはい
[00:50:48.119] はい
[00:50:48.690] [音楽]
[00:50:50.880] はい多く強
[00:50:55.080] [音楽]
[00:50:59.559] オいい
[00:51:01.880] よいいよいい
[00:51:04.960] よでここに入って上にずっと行き
[00:51:11.319] ますず行ったら右だねオッケー
[00:51:15.860] [音楽]
[00:51:36.319] なんか割と今日早く終わり
[00:51:37.720] [音楽]
[00:51:40.079] そうにゃと思ったらこれでやっぱあの
[00:51:44.920] でかいやつ入り口のとこしか出てこないね
[00:51:48.119] さすがになあんなのがなずっと出てきたら
[00:51:50.240] やべえ
[00:51:54.050] [音楽]
[00:52:14.319] BGMいいねこの第2部の戦闘局これ
[00:52:18.280] なんか原作の戦闘BGMのアレンジらしい
