[00:00:28.760] はいお疲れ様です
[00:27:55.640] 持ってかれ
[00:27:57.120] た俺はがれネタ好きなんだよ俺俺あれ
[00:28:00.799] だろうなあの多分俺あれだろうなあのあの
[00:28:04.919] ロイマスタングが俺のこと呼ぶ時おいおっ
[00:28:06.960] ぶのって呼ぶだろ
[00:28:08.399] なもうこのネタ何回こすった配信で絶対
[00:28:12.720] やるじゃんはれ絶対れ見と心理見たんだ
[00:28:16.880] 心理の扉開けたから足持ってかれたん
[00:28:21.519] だっさやってきます今日も元気ですリアて
[00:28:25.440] 何
[00:28:28.440] この
[00:28:30.120] マタマタ
[00:28:31.919] のれお前はがれ俺全巻持ってるぞ全巻もっ
[00:28:36.440] てアニメも見たよフルメタルアルケミスト
[00:28:39.760] の方な昔の見たけど昔のやつエンビに殺さ
[00:28:42.880] れエンビぶっ倒すとこで終わるんだよな昔
[00:28:46.320] のやつあのエンビぶっ倒すとこで終わるん
[00:28:48.840] だよ
[00:28:50.360] な意味いねえかお前意味ん
[00:28:54.600] かえ
[00:28:59.640] このハリアって初めて初めてじゃねえけど
[00:29:02.240] あんま来たことないかも
[00:29:06.679] ねハリアってあんまり来たことなく
[00:29:10.120] ない責任感じる
[00:29:12.720] みちょっと感じてたねでもなんかこれ
[00:29:16.919] やっぱイだろお前あ動いてる動いてるやつ
[00:29:20.159] はイじゃねえんだよ俺の兄さんったじるて
[00:29:23.880] おに相手だよさ教えてやんねえばな
[00:29:28.480] ジルで思い出したけどバイオハザードやり
[00:29:30.320] て8代目代目じゃないよ7代目だよセお
[00:29:33.760] 疲れ7代目7代目前回ラスボス倒して裏
[00:29:38.440] ボス狩りだよ今度はそう裏バイオやりたい
[00:29:42.799] いじねなんかあれみてじゃんあのデコ君
[00:29:47.840] みてじゃん私はジあジやんおるやんあこれ
[00:29:51.399] 夜坂とかにいそうじゃね夜にすん
[00:29:55.000] でじじを夜にしてみ
[00:30:00.120] ないいななんか死ぬ心配がないからレベル
[00:30:02.919] 上げとあれて今度から使っていこいじね
[00:30:06.120] いじねバイオいじねお前意味んかなんでも
[00:30:09.960] エンドールで行われた舞踏大会ではどっか
[00:30:12.000] のお城のお姫様が優勝したそうですこの
[00:30:13.919] まま行っちゃうなこのまま行っちゃうん
[00:30:16.039] じゃねえかなラスボスあの裏ボス
[00:30:17.799] めちゃくちゃ強いらしいんでいずねいず
[00:30:21.080] ねキングレオのバルザックは前にもしてお
[00:30:23.880] 魚を見せなくなったおかげでこうして羽を
[00:30:26.039] 伸ばせるというものだなるほどな
[00:30:29.159] あいらっしゃいいらっしゃいお
[00:30:32.480] 何太陽ハにがあなたを紹介して12人の
[00:30:35.559] 視聴者に紹介しまし
[00:30:37.039] たこの通知配信中に来るの受けんだよな
[00:30:41.039] 配信中に俺の話してやがると思って
[00:30:43.519] にんまりしちゃうニコニコにんまり何
[00:30:46.600] ニコニコにんまり
[00:30:47.840] さやってくぞお前意味んだ絶対これは意味
[00:30:52.120] 俺イじゃなかったら配信やめるわ俺は名
[00:30:55.279] 探偵
[00:30:56.200] コロロ絶対
[00:30:59.120] よかった移民じゃなかったら俺配信者やめ
[00:31:02.120] て
[00:31:02.720] たこれ結構順調に移民見つかっこれ夜夜も
[00:31:08.399] あるな今まで行った街も夜ありだね夜で
[00:31:10.600] もう1回探してみることありっぽくないな
[00:31:13.399] オレンジ色ってなんだ灰色だろ笑汗汗冷
[00:31:17.919] 何何オレンジ色なんか言った
[00:31:24.519] りみました
[00:31:28.080] スタンシアラて何スタンシアラ
[00:31:31.799] なんだっけスタンああここかここもイそう
[00:31:36.799] じゃねみだにそうああいいかこいつ違うか
[00:31:41.840] ここ移民そう待てなんかあるぞこあ宿屋は
[00:31:46.480] 絶対宿屋は絶対だ
[00:31:50.360] お前ちゃまくりしていいどうぞりいいよ
[00:31:56.000] 女の子の地はオこの字はもうちょっと仕し
[00:31:59.240] ちゃます名な名探偵小説でハの脳みそが
[00:32:02.279] 云々てセリフがあるのそれの変の脳何それ
[00:32:07.639] そんなネタだったのわかんあ絶対意味私
[00:32:10.639] さっきロの勇者カブトとはぐメタのヘア
[00:32:13.240] バンドスクにオンラインショップで買った
[00:32:15.559] んだよあそうなのロトの勇者カブトと
[00:32:18.480] はぐメタのヘアバンド勇者かえロトの
[00:32:22.080] カブトって売ってんのそんな簡手に入んの
[00:32:24.000] ロトのカブトて
[00:32:28.240] そうなんかねドラクエのさなんかグッズ
[00:32:30.840] たくさん欲しいな発してないえいつもこう
[00:32:33.679] だよペテお疲れぺてるぺってるおめえて
[00:32:37.720] 本当に外人だったんだ
[00:32:39.840] なごめんこんなこと聞くのもおかしいけど
[00:32:43.279] おなんか外人本当に外人だったんだ商品で
[00:32:46.440] 家に届くの辛いでも俺もさ俺もさあの
[00:32:52.080] AmazonのさあのAmazonの
[00:32:55.000] えっとプライムデセールで買った
[00:32:57.120] ゲーミングあの庫本てなん
[00:33:00.880] だゲーミング冷蔵庫俺8月中熱くなるから
[00:33:05.360] 使おうと思ったら届くの8月31日なんだ
[00:33:08.200] ねもう時期終わってるんだ
[00:33:10.760] よむむむ女が寝てるどうしていきなりそう
[00:33:14.760] なった違うだお前のあれだよあの
[00:33:17.200] Twitter見つけたんだ
[00:33:19.480] よたら本当に外国人であモルコペテリって
[00:33:22.720] 本当に外人なんだ夏休み終わっちゃから
[00:33:25.559] 届くんだよね
[00:33:29.320] いつか人々が本当に心から笑い合える日が
[00:33:31.480] 来ればいいのですが
[00:33:32.840] 笑だてだてさみみんななこの今コメントに
[00:33:37.000] いるモルコペッテリってやつななどこに
[00:33:39.440] 住んだっけシンガポール月も国書だからま
[00:33:42.320] ま確かにな確かにな
[00:33:45.399] あのあのなんだっけあれなんよななんだっ
[00:33:49.480] けどこにすんだっけ忘れちゃったけど
[00:33:51.120] なんか外国人ででもさあんまりにも日本語
[00:33:54.240] がうめえんだよこいつのコメント日本人
[00:33:55.960] みたいなコメントするしかも
[00:33:59.360] フィンランドかあのフィンランドだとなん
[00:34:02.480] で人言なんだよなんでお自身が誰かから
[00:34:05.639] 聞いたみたいな言い方するんだ
[00:34:06.760] フィンランドだ
[00:34:08.839] となんかなんか日本人みたいなコメント
[00:34:11.280] するからこれ絶対日本人だろなと思ったら
[00:34:13.000] さTwitter見たらバリ外国人だった
[00:34:16.720] バリバリ外国人だっただろて話でしょあ
[00:34:19.599] そういうことかそういうことかそういう
[00:34:21.240] ことです
[00:34:23.159] かでフォローはせずにそっと閉じました
[00:34:30.079] あ外人だったんだと思って日本日本語
[00:34:33.960] うめえよって話日本語めっちゃうまくない
[00:34:36.639] 日本語全めっちゃううマジでうまいよねそ
[00:34:40.159] じだとそじだ
[00:34:42.399] とちゃまゲーマーそしてすじしたんだと俺
[00:34:45.919] も人から聞いた話だけど人から聞いた話だ
[00:34:48.639] けどなんかじしたんだとよね日本人がしか
[00:34:52.919] 理解できないなんかスラングじゃないけど
[00:34:54.599] さちょっとした言い回しとかも理解して
[00:34:56.839] 使ってるからさ絶対日本人だろうなと思っ
[00:34:59.200] たらそんなことなかったバリ外国人だった
[00:35:02.119] 酒のツイートばっかしてたここは海辺の村
[00:35:05.359] だよこんなそんな名前なの海辺の村あイミ
[00:35:10.079] にそうイに
[00:35:13.000] そう移民ここ移民の匂いがするくんくん
[00:35:15.760] くんくんくん移民の匂いが
[00:35:18.160] するあ待って結局ここで取った川の石って
[00:35:22.720] のに日本人より日本人ってすごすごいよね
[00:35:26.440] 相当な努力だよねその日本語使いの方だと
[00:35:30.480] 思えないよねそうマジで
[00:35:32.520] そうね乾きの石って結局どこで使うの拾っ
[00:35:36.960] たはいいけどどこでも使ってないよね何
[00:35:39.680] 乾きの石
[00:35:41.960] ってなんか乾きの石っての拾ったよね待っ
[00:35:46.480] て分かったちょっと気球乗るべや気球で
[00:35:49.119] なんか行ってねえとかなんかルーラに乗っ
[00:35:51.079] てねえとかありそう俺が知らないだけ
[00:35:53.839] でルーラに乗ってないとかあるんだろうな
[00:35:56.440] 多分ななんか滝の洞窟があるみたいな使っ
[00:36:00.599] てないっけ使ってない使ってない使って
[00:36:02.760] ないよ1回も使ってないれたの石ってのに
[00:36:07.680] あったら便利そうよ
[00:36:11.680] ねめっちゃ順調ラディラディラお疲れ今日
[00:36:16.119] は作業会ですね皆さん大好き浴に入れる
[00:36:19.839] なんかお風呂とかに置いたらな
[00:36:23.079] そうカとかきれだからさ俺あの365日
[00:36:28.680] 24時間俺換気扇回しっだもんもう電気と
[00:36:33.440] 絶対いたではず絶対意絶対意
[00:36:38.400] よし知らずディラお疲れさん今日は作業会
[00:36:43.040] です皆さん大好きお付き合いください朝
[00:36:45.400] まであのレベルアップと移民の谷とえ移民
[00:36:51.079] の村が完成したらそこでちょっとパチスロ
[00:36:53.480] 打とうかなと思っておりますメタルう何
[00:36:56.680] ちょっと待ってこれらないやるん頭でやる
[00:36:59.280] よ分かんないでも明日ちょっと俺お母さん
[00:37:01.119] とご飯行く
[00:37:02.160] からママとご飯行くからさここなえ何ここ
[00:37:07.560] 君そう君だよちょっと聞きたいんだけど味
[00:37:11.560] ここにもいるのここにもいるの
[00:37:14.359] 意味勝手の噂でその街に僕のバニーちゃん
[00:37:17.440] がいるって聞いたらなんだわ気持ち悪いな
[00:37:19.240] えい教えてる偉いでしょお母さんと行くん
[00:37:21.880] だ偉い僕はミロンえ
[00:37:24.920] ミロンドレミファンタジーやんけ迷宮組局
[00:37:28.720] のミロかえ何ここここ何来てねえぞこの
[00:37:31.079] 移民は天の移民天の移民だね移民じゃ
[00:37:34.119] なかったじゃん今蘇りしはずの地獄の帝王
[00:37:37.520] エスタークは深き暗闇へと沈み行きました
[00:37:41.119] しかし今再びこの世界に新しい恐怖の目が
