[00:00:10.280] ういお疲れ
[00:30:00.799] えドがよく出てるあお酒ドリンク
[00:30:06.600] やろ酒だろお酒の瓶でしょお乳だよお酒の
[00:30:14.720] 読め笑笑笑笑読めないおい神毛来たな絶対
[00:30:21.640] 神毛のびた
[00:30:25.399] 保護よしん
[00:30:28.080] 橋
[00:30:29.600] フルネフルネームでなります俺は
[00:30:33.279] 橋本それにしても未来から来たなんて
[00:30:36.440] 面白いこといよ
[00:30:37.919] ねやっぱり信じてくれない
[00:30:43.840] グラデン信じてるよ信じてる
[00:30:47.320] グラデーションカット信じてるよ未来から
[00:30:50.399] 来たんでしょそれいきなりそんなこと言わ
[00:30:53.159] れても
[00:30:54.919] ねだったら言い言なでこと言う男だめです
[00:30:59.730] [音楽]
[00:31:01.639] よじゃあ少しずつでいいからののが未来
[00:31:05.760] から来たってこと信じてよいやめっちゃ
[00:31:08.760] 可愛くないこの子めちゃくちゃ可愛くない
[00:31:11.559] ですかじゃあこれからたくさんののちゃん
[00:31:14.360] を指名しないとねそれこそ未来まで行って
[00:31:16.880] くれ笑未来から来たから猫耳はないけど
[00:31:20.480] 青いのかでも未来人だよいじゃないですか
[00:31:24.559] こんなそうだどうせならメアドレス
[00:31:29.960] えっと
[00:31:31.559] dbgGmail
[00:31:33.640] [笑い]
[00:31:38.360] ですっちゃったあべメールアドレっちゃっ
[00:31:41.639] たわあメールアちゃった笑笑からメする
[00:31:45.919] メールアっちゃったやべえ言っちゃったあ
[00:31:50.200] み終わるかもしれやべえわ今から送る
[00:31:53.480] ねメールアっちゃっ
[00:31:56.840] たレグかこれどうなっていたずらメール
[00:32:00.519] 送るねどうなってんのこれあなんかメール
[00:32:04.399] するわちゃんとでき
[00:32:06.440] たははまだ携帯になれてないんだねそうだ
[00:32:10.600] よのののの時代にはもう携帯なんてない
[00:32:14.600] もんあちなみに今のGmailはあの冗談
[00:32:17.679] です冗談じゃないんだけどあの本当に
[00:32:19.039] アカウントあるんだけど捨て明かんでだ
[00:32:20.960] 字赤外線通信かよ夏夏赤外これさ
[00:32:29.200] 消すことできないの消すことてこの子の姿
[00:32:33.159] を見たい私はおあのそあのすいませんあの
[00:32:38.039] 直接単すいませんあのおまたどうなってる
[00:32:40.240] んですかそれおこれウンドウてどうやって
[00:32:43.240] 消すんだおまたどうなってんだそれおまた
[00:32:45.880] どうやって見るんだこれなんか消せる
[00:32:47.799] モードねえの
[00:32:50.120] かそれはそう笑笑
[00:32:55.360] 部みてな
[00:32:58.679] 俺俺ネットで刑部見たの島村さんだけだ
[00:33:01.200] からよ島村さんの刑部しか記憶にねえから
[00:33:04.840] さ上書きしてくんねえか刑部を俺の刑部の
[00:33:08.880] 記憶をえそうなんだ本当は親が厳しくて
[00:33:12.279] 持てなかったんだなでもこれでゆうといつ
[00:33:14.639] でも連絡が取れる次の
[00:33:17.120] 女
[00:33:18.720] ゆえジャニーさんジャニーさん入ってる
[00:33:23.120] こいつあすげえやジャニーさん入ってん
[00:33:26.760] だべでこのジャニさんだったら俺れたとか
[00:33:30.639] Lとかしたらウン消えないの上田郎じゃん
[00:33:34.279] なんかね変なボタン押すとさ飛ばしちゃい
[00:33:36.320] そうで怖いんだよ
[00:33:37.919] あ
[00:33:43.000] わあいい
[00:33:46.480] ね来
[00:33:49.639] たもう見えてるわ今ここ
[00:33:52.260] [音楽]
[00:33:54.360] に全然場所違ったちょっと待って1回やや
[00:33:58.039] こと1個1個やりたいことや1個やりたい
[00:34:00.480] ことやっこれはぽくなこれはあれだよこれ
[00:34:04.240] はネットあのあれだからこれさブアない
[00:34:08.359] のこれここだの
[00:34:11.570] [音楽]
[00:34:13.159] がブアあるんやない
[00:34:16.679] これ
[00:34:18.560] ああ笑笑
[00:34:21.389] [音楽]
[00:34:24.079] 笑笑みんな笑笑消されみんなお母さんも見
[00:34:28.480] てますわマジだそれこれこれお母さん見て
[00:34:31.599] たらしんどいんだけど俺これお母さん見い
[00:34:35.560] でくれこれはこれは見んのやめようよ
[00:34:37.839] お母さんこれはしんどいわ俺お母さんに見
[00:34:39.919] られてたらちなみにそれやるとできへの
[00:34:42.599] カウントダウン始まります笑笑ニフラム
[00:34:46.800] ニフラムかわいそうこお母さんはこれは
[00:34:51.359] ちょっとちょっとごめんなさいし
[00:34:54.480] たい橋本さんかまだ俺の呼び方いつでも
[00:34:58.200] 気軽にメールしてよおっこ慢してるのだっ
[00:35:01.040] てゆには興味あるもんが揺れましたえ
[00:35:06.240] それってどう意味ゆは男の人だからから
[00:35:10.040] 見るとすっごい興味津々なんだどういう
[00:35:13.200] ことですかそれはだからこれからいっぱい
[00:35:16.280] 観察するよどこでも見せてあげる
[00:35:20.040] よどこでも見せてあげれるけど男の人誰で
[00:35:24.200] も未来には男いないんかあそういうことか
[00:35:28.240] なえ男の人なら誰でもそういう感じ本当に
[00:35:32.640] 笑笑未来世界では出これさ寝取られ要素
[00:35:37.280] あったら俺本当に待って所持金3万足り
[00:35:40.320] なくないえ俺キャバクラ行ったことないエ
[00:35:44.320] 3万でキャバクラってどんだけめんの3万
[00:35:46.640] って結構集める大丈夫あなただけに決まっ
[00:35:50.079] てるでしょ信じれね信じれおおがいおのそ
[00:35:54.880] 信じれね識者助かる全然無理でしょ全然
[00:35:58.960] 足りねえよ
[00:36:00.000] なお手柔らかになんだか変わったことな
[00:36:03.200] タイムかな3時間くらい入何が飲みたい
[00:36:07.440] 解説ドリームクラブに来たらまずは飲み物
[00:36:09.760] を注文してください女の子だ自分だけじゃ
[00:36:11.880] なく女の子にも注文してあげ
[00:36:14.160] ましょうワンタイムワンタイム2タイムっ
[00:36:17.400] てどういうあれなの解説飲み物の種類に
[00:36:20.079] よって料金の酔いやさが顔断ります女の子
[00:36:22.760] の好みもあるのでよく考えて注文しましょ
[00:36:27.960] シングルボトルああこれでもボトル入れた
[00:36:31.040] 方がお得みたいなのもあるんじゃないの
[00:36:35.240] 下水飲むのはお前たちだけだ
[00:36:37.880] よリスナーだけ下水を飲んでのはえこれ
[00:36:41.640] ちょっと待ってまシングルでいっかうわえ
[00:36:45.880] どれが何任せるドリーム
[00:36:49.200] カクテル定時間をワンタイムというのお店
[00:36:52.680] によって4050分前後が大体あそれで
[00:36:56.240] 女の子変わったりすんのえこれ
[00:36:58.920] さちょもう1個明るくしていいえこれさ
[00:37:04.000] 健全な時間の使い方じゃないあごめん
[00:37:06.720] なさいすいませんえR1r1あまだあるん
[00:37:12.119] だドリームカクテルマグマヴィンテージ
[00:37:16.000] ワインあ高いねこの辺ねこだわりの焼酎
[00:37:18.640] 指名ない時や指名かぶった時は女の子か
[00:37:22.920] 日本酒巡大銀時恐ろしい
[00:37:28.240] ちょっとうるさいうるさい
[00:37:29.660] [笑い]
[00:37:31.599] うるさい熟成ウイスキー夢サービス
[00:37:34.880] ドリンクこれはあ0円あそういうのもあん
[00:37:38.400] のののの時代になちゃうよ夢
[00:37:43.119] あるドリームカクテル夢あまり時間経つと
[00:37:46.720] ののの時代になっううるせえな黙ってろ今
[00:37:49.440] やってんのブランデードリームカクテル
[00:37:53.079] ヘル
[00:37:54.680] 梅たのもレンボテレインボーカクテル美い
[00:37:58.920] そうだねレインボーカクテルカクテル女
[00:38:02.400] 黙らすのやめろ笑い俺ちょっとレポカてる
[00:38:06.800] 時間の使い方じゃない1700ぐらいだっ
[00:38:09.280] たらな10杯飲んだって1万7000
[00:38:12.520] だろアルコール度数が7色に変化する
[00:38:15.200] 不思議なカクテルへえサービス
[00:38:17.640] ドリンクウーロン茶ビール焼酎ウスキなど
[00:38:22.000] などお店によって変わってくる不思議だね
[00:38:25.440] えこれアルコールドスとかあんのかなのの
[00:38:27.839] のは今のじゃなくて別のものがおすめだよ
[00:38:31.319] これこれこれこれさこれさレベル1って
[00:38:33.800] ことはなんかさの食べ物か度数によって
[00:38:36.640] はかようかあると思うこのゲームえまずえ
[00:38:40.880] どうしようのののは今のじゃなくバ別
[00:38:44.200] キャバクラねインターネットキャバ嬢
[00:38:46.240] 落としますよ今日はラムネさんどうも
[00:38:48.599] こんばんは生まれて初めてキャバクラに来
[00:38:51.119] ました最高です今今のとこ100点なで何
[00:38:54.200] 読むまからもと飲んでみようぜ
[00:38:58.359] うんわかったよちゃんの話をちゃんと聞け
[00:39:02.880] ストレートで飲むやつはなかなか
[00:39:06.200] [音楽]
[00:39:10.359] ボマ決まって
[00:39:12.440] そうとあるのかな
[00:39:15.960] ありがとう遠慮はしないよペリとか入れ
[00:39:18.839] られたあ俺が選ぶん
[00:39:22.040] だえんね
[00:39:24.480] 女の子にたお酒女の子にすっとめたら一緒
[00:39:31.400] のも割と好みの絵柄ですいいよねいいよね
[00:39:36.280] この女の子ね同じも同じの一緒に飲もっか
[00:39:40.599] 俺と一緒に健全な時間の使い方じゃないえ
[00:39:45.440] やつまた珍しいゲームを人あるんじゃない
[00:39:50.319] かカクテルなのにヘルなのは草ドリーム
[00:39:54.240] カクテルヘルこれは多分やば値段やばい
[00:39:56.760] もん400もじゃレインボー入れとく一
[00:40:00.200] 一緒にうぜなるんだからあんまり時間経つ
[00:40:02.960] とののの時代
[00:40:06.119] さヘル数高
[00:40:08.760] そう
[00:40:12.560] えいいじゃんはは待ってなんで何じゃ
[00:40:18.119] みんなみんなも一緒に行くぞお前らもタイ
[00:40:21.200] お前もちょっとなんかわかんないけど
[00:40:23.240] いただきますクプクチクプポクピカチュ
[00:40:29.000] クプ
[00:40:31.040] クプ急に笑笑ケピクプチルアウトでクプ
[00:40:36.760] するああいい
[00:40:39.400] ね乾杯切りましょう皆さんうまい
[00:40:46.200] クプ飲み物を注文したらインタラクティブ
[00:40:49.800] イシュタイム略してiisダニエルコーラ
[00:40:53.400] ういですが酒飲んでるのレアでだより
[00:40:57.640] おいしかったインタラクティブイシ
[00:41:00.520] システムだよみた杯のインタラクティブ
[00:41:03.760] イシシステムが始まりましたよ皆さんえ
[00:41:06.760] インタラクティブイシシステムは右
