[00:00:00.000] OG
[00:32:42.840] 赤懐かしいえこんなテンション上がってん
[00:32:46.120] の俺だけお戯見て
[00:32:48.279] ねおら遊戯見てねんか見とけよマジで
[00:32:53.279] ゲームをむためにアニメ3見たが
[00:32:56.840] い1枚楽しむために今追加された
[00:32:59.200] エヴンゲリオンととックス
[00:33:02.080] エヴァンゲリオンとえコジのガシュベルと
[00:33:05.320] 遊戯王これ見てたらチマゲームの配信1.
[00:33:08.880] 1倍楽しいっ
[00:33:09.880] [音楽]
[00:33:11.559] すそのその3つの話題だけ歌さんの遊戯王
[00:33:16.600] ブレンズであそうなんだへえ知らない知ら
[00:33:20.440] ない遊戯王ブレインズってなんだかわかん
[00:33:22.039] ない
[00:33:23.000] まず遊戯王は初代とあれだけだろたこと
[00:33:26.480] ない
[00:33:29.399] でもそうでしょだから知らない色じゃん
[00:33:31.600] だってそんなに損してないじゃん
[00:33:33.760] えええここでもあんのかよそれここ嘘
[00:33:39.279] でしょ言われた音がした地上でもあんの彼
[00:33:42.720] らの行手に大きな地割れが起きたうや
[00:33:46.240] んだ自信よ赤くみなぎる
[00:33:52.679] あいアイズっていう曲は
[00:33:56.720] アイズあれなんだっけそういう曲なかっ
[00:33:59.240] たっけいや覚えてねえわでも初代ってあと
[00:34:02.120] 何があったっ
[00:34:03.720] けコアワードって曲歌ってる
[00:34:10.079] へえ信じるままにってやつねえごめん自分
[00:34:15.320] で言っといてわかんねえなんだっ
[00:34:19.520] けシェルあまエンディングテマわかんねえ
[00:34:22.800] んだよなオープニングしか覚えてね
[00:34:28.520] ドラゴン早くなんか合体しねえと弱えわ
[00:34:30.800] こいつこんばんはンラさんこんばんは今日
[00:34:34.200] もこのゲームをやっていきます遊戯王の歌
[00:34:37.520] を歌いながらやってます今日はごめん
[00:34:39.560] 感じるままだったいやわかんねえわ覚えて
[00:34:44.720] ないオップの方が分かるのはアニメある
[00:34:47.800] あるやエンディングになるともう終わりか
[00:34:49.800] つって回しちゃうことあるから
[00:34:53.480] ね俺もだってあのあんだけ好き好き言っ
[00:34:56.960] てるの知らんのかえ知らない
[00:35:03.240] わ一ちゃん最初の遊戯王の曲はあのなん
[00:35:06.760] だっ
[00:35:07.290] [音楽]
[00:35:08.680] けあれ覚えて自分で言ながら覚えてねわ
[00:35:13.160] どういう曲だっけいちゃ最初のさあの
[00:35:16.440] トシティ見てないのか
[00:35:18.240] [音楽]
[00:35:19.760] よッ気だ
[00:35:22.640] ザはめちゃくちゃいい曲
[00:35:26.040] でしょはめだよえあれのさ
[00:35:29.560] フライミートゥザムーンのさなんかたまに
[00:35:31.359] さ歌う歌う人が変わんの知ってるあの
[00:35:36.160] アスカバージョンのフライミートゥザ
[00:35:37.839] めっちゃ可愛くないアカアカが歌う
[00:35:40.720] バージョンがあるのよあれいっつもさレイ
[00:35:42.800] がさこう裸でくるくる回ってんじゃんあれ
[00:35:44.920] がアカになる日があんのあれめっちゃ
[00:35:47.560] 可愛いからマジ
[00:35:50.040] でいややべえアニメ見て綾のがいいです
[00:35:56.079] いやま分かるよがいるけどたまに
[00:36:02.530] [笑い]
[00:36:05.680] 流れる
[00:36:16.310] [音楽]
[00:36:17.640] なかっただえとねあかるった分かったんだ
[00:36:22.560] けど出てこねわ分かってねえじゃんそんな
[00:36:25.480] あったな
[00:36:27.839] じゃ俺が歌えたのいつも一番最初のやつ
[00:36:29.880] だってんだっ
[00:36:31.560] け忘れったな俺覚えてねえな覚えてると
[00:36:35.079] 思っても覚えてね
[00:36:41.240] なとやっぱりそこら合わねえ
[00:36:44.760] な合わねえなだろ普通に考え
[00:36:51.359] てののんこんばんは
[00:36:55.040] キバラれ
[00:36:57.880] 1回しかやんねこのゲームクリアできなく
[00:37:00.160] なっちまうからさガさん
[00:37:03.560] こんばんはこわれ戦うこえ違う違う違う
[00:37:07.359] あのバダ版の時の1万3だってなんだっけ
[00:37:11.280] あのなんだっけ味がないのかなみたいな
[00:37:15.760] ジャみたいなわかんないこれじゃわかん
[00:37:18.960] ない
[00:37:19.640] ななんかつまれたゲームソフURL省略
[00:37:24.280] YouTubeコは一瞬一瞬
[00:37:30.760] あフライミーザムーン
[00:37:32.920] ねちょっと待っ
[00:37:36.160] て部屋の住詰まれたゲーム
[00:37:41.720] ソフトやらなくちゃ意味がないのかな何
[00:37:46.640] タナすってわかんねああなんだっけ思い
[00:37:49.520] なんて曲だっけこれ懐かしい
[00:37:51.560] なテブの向こうの君にしりあボさお前
[00:37:58.200] よかんじゃ知ってんじゃん知ってんじゃん
[00:38:01.040] え知ってん
[00:38:04.500] [音楽]
[00:38:06.520] じゃん知らねえよジジこんなにドゥドゥ
[00:38:11.119] 近くにドゥドゥ僕がいるのり怖なり
[00:38:17.480] ぬ
[00:38:20.720] ぬな全然歌詞覚えてねえや全然歌詞覚えて
[00:38:25.280] ねGoogle先生さすがだな
[00:38:32.240] 懐かしいいや遊戯王マジいい曲多いんだよ
[00:38:36.839] 初でしょこれめちゃボイス初期だよだって
[00:38:38.880] あれでしょ届かない
[00:38:42.680] この作戦の時のBGMをに
[00:38:46.570] [拍手]
[00:38:48.680] しでもなんかブ赤くなりそうだからやめ
[00:38:51.720] とくか
[00:38:53.320] [音楽]
[00:39:02.880] でしょ元気いっぱいだね元気いっぱいだよ
[00:39:06.280] めちゃくちゃ寝たからて曲てるか知らこの
[00:39:10.599] ゲームのアーカイブ赤くなるのま
[00:39:14.640] こんなこんなに俺歌っててもギリギリ
[00:39:18.359] アウトかもしんない
[00:39:20.030] [音楽]
[00:39:22.599] けどあそそのあんだそんな
[00:39:26.359] の
[00:39:28.680] どこ
[00:39:30.590] [音楽]
[00:39:32.000] まで大丈夫
[00:39:34.400] でしょわかんね覚えてねえ
[00:39:37.220] [音楽]
[00:39:38.599] な
[00:39:42.920] 叫だっこのままもう
[00:39:48.280] 少し
[00:39:52.599] 抱か
[00:39:54.720] 無理無理
[00:39:57.480] BGMにして寝てくださいね寝れるか
[00:39:59.520] わかんないけど今くそうるせえ
[00:40:02.800] から限界バトル叩きつけて傷ついたってい
[00:40:08.440] ちゃん
[00:40:10.760] ないや重んない重んない重んないうわ重ん
[00:40:14.160] ない重んない重んない重んないとわれた音
[00:40:17.520] がし重んない重んない重んない彼らの行手
[00:40:20.800] に大きなれがおん
[00:40:24.960] ない自信よ気をつけていやもういもう重ん
[00:40:29.839] ない地上ではやめてくれよそれ
[00:40:34.400] うわ初はオップが乾いた叫びだね江戸は
[00:40:38.200] 明日もし君が壊れてもわかんねえ
[00:40:42.400] わ重んないよこれ
[00:40:49.070] [音楽]
[00:40:52.280] もうもう敵多い
[00:40:57.140] [音楽]
[00:41:03.480] 遊戯王って結構広い世代の人んだねいやま
[00:41:07.160] 長いからね遊戯王はねめちゃくちゃ長い
[00:41:10.000] からねそのだから初代からさ始まって
[00:41:14.520] めっちゃやってるからその主人公変わっ
[00:41:17.800] てめっちゃ長いんで遊戯王は
[00:41:22.170] [音楽]
[00:41:30.800] やっぱドラゴンたちレベル上がんねえやな
[00:41:32.720] これ
[00:41:35.000] な次どこに行けばいい分かってねえんだ
[00:41:45.040] よどこ行きいいんだろう
[00:41:47.680] 次マップワピースとかポケモンとかそう
[00:41:50.920] いったレベルの超作品だそうだねワン
[00:41:54.960] ピースとかわかんねえんだよな俺
[00:42:04.079] うーんなんかね微妙技も微妙だなこいつら
[00:42:12.880] な初代エンディングは大人が効くと
[00:42:15.880] ちょっと卑猥あそう
[00:42:23.480] なんシリーズトータルでと話数900話
[00:42:28.599] ワンピースは正直キッパー仲間にした
[00:42:31.040] 当たりからかなて感
[00:42:33.680] ははやでもま俺もそこぐらいからわかんね
[00:42:37.640] けど全然俺ワンピースはマジで全然わかん
[00:42:40.640] ないなんか
[00:42:42.280] あのゾロがおにぎりが好きっていうぐらい
[00:42:44.960] の情報しか知ら
[00:42:46.640] ないゾロっておにぎり好きなんじゃないき
[00:42:49.720] だったけどあそうなんだめっちゃ初期じゃ
[00:42:51.839] ないのそれ
[00:42:57.440] えこれどこ行きゃいいんだ敵多いしな初期
[00:42:59.800] だねおの
[00:43:02.599] モガ分からんわからん
[00:43:06.950] [音楽]
[00:43:15.400] 全然うこれクレーターがなかったら正直話
[00:43:19.800] になんないなここ
[00:43:25.860] [音楽]
[00:43:28.440] このクレーパって技があるからなんとか
[00:43:30.280] 戦ってられるけどさやっぱこのパーティー
[00:43:32.559] めちゃくちゃ弱い
[00:43:34.359] からその初期のおにぎりの時に出てきた
[00:43:37.599] 海軍のだったわかんねえ
[00:43:43.119] よ魔力のレベルしか上がんないなこれだと
[00:43:46.240] なまずい
[00:43:51.960] な魔力のレベルしか上がんないすねの
[00:43:58.319] なんだヘルメッポて遊戯遊戯あれの話禁止
[00:44:02.760] であのワンピースの話禁止で僕わかんない
[00:44:05.640] んで1mmもわかんないん
[00:44:14.330] [音楽]
[00:44:19.160] でなんかBGM色々変わってるのあのね
[00:44:23.160] これね第2章が始まったんだよ第2章って
[00:44:26.280] いうかなんていうの君の服装さああ
[00:44:30.200] 何あのね第1章が終わったら音楽全部
[00:44:33.960] 変わったのすごくない変ね可愛い
[00:44:40.319] でしょ俺女の子の可愛いは信じてないいっ
[00:44:43.240] て昨日言ったから俺は女の子の可愛いわ
[00:44:46.960] 信じないんです僕は
[00:44:50.800] 可愛い信じてないんだよ男に言われる
[00:44:53.880] 可愛いもなんか嫌だけどな
[00:45:01.720] おおいっぱいいるね今日
[00:45:05.210] [音楽]
[00:45:07.960] も私は世界で人にしか言ってないよ
[00:45:12.520] 可愛い誰と誰と誰で誰と誰と誰に言ってん
[00:45:19.559] の特殊能力でもいなファイアーストームで
[00:45:22.079] もいいかもねうん俺とうんと
[00:45:27.960] ラ
[00:45:28.940] [笑い]
[00:45:32.000] まるなんだろうなそのそのノミネートなん
[00:45:35.000] だろう
[00:45:36.380] [音楽]
[00:45:37.480] な
[00:45:38.510] [音楽]
[00:45:42.920] 笑笑チラまるあそっかまあなパンダ可愛い
[00:45:48.280] よパンダのねあびあの良かったや
[00:45:53.359] ん
[00:45:55.079] ままあ
[00:46:02.800] どこ行きゃええねんこれ獲物多い
[00:46:06.440] なこれさこのワールドマップのマップって
[00:46:09.640] ないのかねこのワールドマップのマップが
[00:46:12.400] 欲しいんだけどないのか
[00:46:14.930] [音楽]
[00:46:19.200] な大島先生も可愛い
[00:46:22.480] よでマイティのそのなんかあれだよな
[00:46:27.839] なんか
[00:46:30.200] 恐ろしいちょっとずれてるよな
[00:46:39.079] お前魔法禁止で行こうか
[00:46:42.079] な自覚し
[00:46:44.359] てる生物全てだから信用でき
[00:46:49.760] ないでも愛対象ではないよ当たり前だろ
[00:46:56.510] [音楽]
[00:47:04.599] 笑笑生物全てじゃないよなく
[00:47:13.410] [音楽]
[00:47:17.400] 無理なく生物じゃない
[00:47:21.760] よ俺もちょっとどこ行きゃいいかわかん
[00:47:24.880] ねえよあ何これこどこ
[00:47:27.960] 何これ
[00:47:29.359] 門の奥より声が聞こえる
[00:47:32.440] え感情センサーはあなたたちを認めません
[00:47:37.960] えお引き取りくださいなん
[00:47:41.800] これ門はビクともしない一向は引き上げた
[00:47:46.680] えこれなんか前回さはまたなんか集めるの
[00:47:54.040] えもういいよ
[00:47:57.480] 前回なんかここなんかさ変ななんかテーマ
[00:48:00.800] パークなんか幼稚園幼稚園じゃねなんか
[00:48:02.640] 動物園な人間が生きてる場所があるって言
[00:48:05.040] たじゃんなんか出勤キャストが違うとかち
