[00:00:26.240] はいどう
[00:26:59.159] なんかあんまり良くねえな画質がな可愛い
[00:27:02.240] クリームパンは見えてるよフォーカス合っ
[00:27:04.919] てない
[00:27:06.480] うんあんまり良くないね画質が
[00:27:09.600] ねでらし本当にかけの塗ってくれたねいつ
[00:27:13.760] も通りじゃないの完成マジ楽しみいやいつ
[00:27:16.919] も通りじゃねこのカメラもう使ってない
[00:27:18.760] からさまいいやとりあえずこれやってき
[00:27:21.200] ましょうちょっとあんまり画質良くないん
[00:27:22.640] だけどはいじゃまずここまでできました次
[00:27:25.760] Bの1614
[00:27:28.520] いやこれそんなかかんねえなあれいつもの
[00:27:32.000] カメラは同じようなもの人ならばらして
[00:27:35.679] 作るから早いんだけどいやもういいじゃん
[00:27:38.320] でもちょっと俺配信的に助かるそっちの方
[00:27:40.880] がなこせっかくだから長く長引かせたい
[00:27:44.080] じゃんそうなのよ
[00:27:47.240] ねちゃまくの顔カメラと逆にするかあ
[00:27:51.960] こっちのカメラでやるそしたらめちゃあて
[00:27:54.559] か普通に普通にこっちで見せた方がきれ
[00:27:57.440] そうなら開けないで送り
[00:28:00.840] たいほら顔の画素数
[00:28:04.039] 下げる逆にするだからそれも時間かかっ
[00:28:06.880] ちゃうからさ
[00:28:09.760] えーっとわから
[00:28:14.559] ねえはなんかこれをねこれをこの挟み込む
[00:28:19.519] んすよはこれはもうそのまま行こ1時間
[00:28:22.720] じゃ無理そう無理だな多分なこれで
[00:28:24.600] 挟み込むんだっ
[00:28:27.120] て結局接着剤とかいらないのえいらないっ
[00:28:31.360] ぽいよいらないっぽいああはいはいはい
[00:28:35.480] はいはいはいはいはいはいはいなるほど
[00:28:38.240] はいはいはいはいはいた俺さ指が振っとく
[00:28:41.000] てさ何にもわかんねえから全部しだわ見て
[00:28:45.200] 見てちょっとちょっともうできてる
[00:28:48.279] ガンプラでも時間かかるよて楽しいわこれ
[00:28:52.279] 見てもうちょっとこんばんはあちょっとて
[00:28:56.600] やってるのそれえうおいいねおすげえもう
[00:29:01.640] かっこいいもうかっこいいね太郎さん
[00:29:04.279] こんばんは今日はプラモデル配信
[00:29:07.080] ですスティにスティにやってますあ今週は
[00:29:12.440] ここまでですまた来週皆さんまた来週の
[00:29:14.760] スティにやりましょう号ここまでだから号
[00:29:18.559] のパーツここまでだからはいじゃ今日は
[00:29:20.559] ここまでですありがとうございましたまた
[00:29:22.679] 来週お会いしましょうさよなら
[00:29:25.919] スティまたね
[00:29:30.080] 早次たけぞ笑30分で
[00:29:34.710] [音楽]
[00:29:36.000] 終わりお疲れ様でしたお疲れ様でしたまた
[00:29:40.600] ねさて寝るかおつけ様でしたバ馬鹿ろ週間
[00:29:48.440] バカ回も楽しみに
[00:29:51.320] しい誰か止めろよ笑誰も止めないじゃん誰
[00:29:55.880] も止めないじゃんすいめない笑笑笑笑誰も
[00:30:00.200] めないじゃね笑笑止めない
[00:30:02.720] 素晴らしダブルうるさ笑笑しょうもなんで
[00:30:07.399] ほらほらほらほらほらパイロットが
[00:30:10.279] パイロットがほらこれなくすからこういう
[00:30:12.519] のちょお前さ最後に入れるわこれ絶対い
[00:30:16.840] これこれねこいつ丸くあの丸くなる丸く
[00:30:21.240] なっちゃったんすよこのなんかこのね
[00:30:23.320] 挟み込んだことによいてく
[00:30:26.519] 着されて
[00:30:29.360] 投げ出されるお前には特ここに座絶対
[00:30:33.720] なくすから最後やなそう絶対なくすから
[00:30:36.039] これさどっかさて無人になるぞどっかに
[00:30:39.600] どっかに置いておきたいこれたどこに置い
[00:30:42.120] ておいても絶対なくすのよ寧に扱わないと
[00:30:45.039] ポキといっちゃうよいやマジでそう
[00:30:47.559] よその箱の中が絶対見てこれ見てこれピン
[00:30:52.519] とが合わねえんだちっちゃすぎてもう
[00:30:53.919] 鼻くそ鼻の中入れるちょっと鼻にっとくか
[00:30:57.399] こうやって
[00:30:58.440] 全然入るよこれピュって吸ったらマジ胃袋
[00:31:01.320] まで行っちゃうちょっとここに持とこ
[00:31:02.919] ケース入れるか箱かなちょっとケースに
[00:31:05.679] ケースやっぱ米粒でくっつけておこう
[00:31:08.679] ぜてたただここにさここにさ蓋す蓋した後
[00:31:15.000] に最後にこいつ出てきても困るぜ笑笑が
[00:31:18.679] めちゃ俺の指がねあのあの蓋した後にさあ
[00:31:23.279] 入れんの忘れたってなったらやだからさ
[00:31:24.880] 言ってなここ俺が蓋したらする言ってね
[00:31:27.919] ピットって言ってね次行きます蓋する時
[00:31:30.880] みんなで言う次いますえBの17Bの17
[00:31:36.559] Bの19Aの17これおそらくこれはBの
[00:31:40.039] 19だなさっきのとこ入れないとダメだ
[00:31:43.399] よって後で言うねこれこれがなか先っぽ
[00:31:45.960] らしい先っぽ先っぽ
[00:31:50.360] とこれかな鼻くそ乗せてっていうね鼻くそ
[00:31:55.519] て言ってくれたら出すわすぐえ
[00:32:00.200] [音楽]
[00:32:01.440] え
[00:32:03.919] どれえこんなパーツないよBの
[00:32:07.799] 17どれけたら言うねえBの17って
[00:32:13.360] どれこれ
[00:32:16.679] ちゃうこれやんねおいおいデマ君違うとこ
[00:32:20.760] に入ってるんですけどていう
[00:32:23.840] 文句違うとこ入ってたわなんか多分これ
[00:32:26.320] ちっちゃすぎて移動しちゃったんだろうな
[00:32:29.000] でBの
[00:32:31.799] 17宝探し始まった宝探しみたいで
[00:32:36.360] 楽しい宝探しみたいで楽しんだけどなくし
[00:32:43.000] そうなんか
[00:32:45.240] これ腕毛ええやんけお前だって腕毛履い
[00:32:49.720] てるだろよおみんなだって腕毛履いてる
[00:32:52.120] だろ腕毛生えてねえやつなんかい
[00:32:55.240] ねええBの17
[00:32:59.360] Bの
[00:33:00.559] 7
[00:33:03.840] どれBの7ない
[00:33:07.200] よそんな形のパーツなく
[00:33:09.950] [音楽]
[00:33:16.320] ないなんで手元配信なのに腕毛剃ってない
[00:33:21.639] の俺そこまで気にしてねえや俺そこまで気
[00:33:26.080] にしてねえみんなに腕毛見られると
[00:33:28.960] 見られてもいいよなんなら見てくれ俺の
[00:33:31.120] 腕毛を俺の腕毛を見て
[00:33:37.559] くれ腕毛ボボやねん俺ちゃまくは
[00:33:41.200] チュルチュルじゃなきゃいだあのでも本当
[00:33:44.200] あれですよ腕毛とスゲだけだよこういうの
[00:33:48.639] はあのすいませんないですラコマさん
[00:33:53.760] ラコマさんラコマ来るのやめて腕毛
[00:33:59.600] デラコマンないよ
[00:34:06.240] 早速えあれマニキュアしてるマニキュアし
[00:34:10.399] てないすでに床に落ちてそう
[00:34:13.679] いやえ
[00:34:18.200] これ
[00:34:19.960] これこれかいや違う
[00:34:27.919] これ1時間で終わんねえなこれ1時間じゃ
[00:34:31.480] 終わんねえ
[00:34:36.639] なあれデラコマさんマジでない
[00:34:42.040] いすあれプラモというかパズルみたいに
[00:34:46.119] なってきたねそうなんよ
[00:34:49.000] ねまさか1個塗装忘れてこっちの裏に
[00:34:52.720] くっついてるとかこまさんもドキドキだね
[00:34:56.000] これ笑そう
[00:35:01.530] [音楽]
[00:35:08.640] ね
[00:35:13.000] ええごめんこっち探し
[00:35:17.100] [笑い]
[00:35:18.440] とくあったりして
[00:35:22.960] ね花の中に入ってんじゃないの吸っちゃっ
[00:35:26.640] たかな
[00:35:30.599] あれいやないよ
[00:35:34.320] ねパーツ間違ってくってないいやそんな
[00:35:39.960] ことお疲れないと思うんだけどなあ
[00:35:46.320] 渡るとんでもなく難しいこれ全然進ま
[00:35:52.520] ねええBのえBって言ったよねBの7だよ
[00:35:57.839] ねBのなってことは白
[00:36:01.640] でしょねえマイ俺は遮音剤を貼るのでて
[00:36:05.920] いっぱいだええこれじゃないのかなそれっ
[00:36:10.720] ぽいのあるんだけどなんかはまんないんだ
[00:36:12.920] よね違うんだよなエッチに入ってない
[00:36:19.960] エッチエッチに入って
[00:36:23.760] ないこテープの裏にもついてないよね
[00:36:30.760] エッチにはない
[00:36:37.920] ね多分白いパーツなんだよ
[00:36:42.560] ね1個1個ちょっと出してっていいすか
[00:36:45.680] ケースをアップで画面に移してあげたら
[00:36:48.079] 見つけてくれるかもちょっと待っ
[00:36:52.720] て今週の週間合はここまで笑可能あるな
[00:36:59.680] 並べて
[00:37:06.359] みよういやこれだと思うんだよでもこれ
[00:37:10.880] じゃないんだよ
[00:37:12.760] ねこれじゃないんだよなマジ
[00:37:16.119] ごめんいやいやいや大丈夫全然大丈夫だよ
[00:37:18.800] グパパイ全然大丈夫なんだも分かるように
[00:37:22.359] 説明書URL説明あるんか言
[00:37:27.839] これはないよな多分マジ
[00:37:30.500] [音楽]
[00:37:37.319] でああないか
[00:37:44.079] もない
[00:37:46.040] ね短いやつだ
[00:37:49.200] ねこのbのbの7って
[00:37:55.440] やつないよこれあ待ってここにくっついて
[00:37:59.400] ねあ違うわごめん違っ
[00:38:01.790] [音楽]
[00:38:03.280] たうまいなパーツ総数はあまりないの
[00:38:08.440] ねうんめちゃくちゃ細かいけど
[00:38:15.119] ねわあ嘘ないのかな
[00:38:21.800] [音楽]
[00:38:29.000] ちょっとなしで組んでくなしで組んで
[00:38:32.960] みる1パーツなくたってかっけ
[00:38:36.760] べ多分後からけれん
[00:38:40.720] だろ39
[00:38:43.280] 工程熱なんか集中してた熱くなってきちゃ
[00:38:47.680] たういねそのパーツの代わりにお米つぶで
[00:38:51.599] 埋めて
[00:38:56.440] おこうじゃないのか
[00:38:59.280] なこれみこれみたいな感じなんだけどこれ
[00:39:03.800] じゃないんだよななんかさくっついちゃっ
[00:39:07.480] てるとかないかなパーツ同士
[00:39:09.760] でないよ
[00:39:13.119] ねあてかもうこれ出しちゃったおかげでC
[00:39:16.160] とかBとか分かんなくなっちゃっ
[00:39:17.680] [笑い]
[00:39:19.160] たこれは難易度上がりましたねまいっ
[00:39:25.720] か笑笑
[00:39:28.680] えー嘘ないのやなと思ったえうんやっ
[00:39:33.920] ちゃった
[00:39:39.680] ねでちゃんないっす
[00:39:43.960] ねと思
[00:39:47.720] たらごめんなさいありましたごめんなさい
[00:39:50.920] ごめんなさいありましたテープにくっつい
