[00:00:09.639] H
[00:35:10.200] だけどなん人外みたいな扱いすんだよ俺の
[00:35:13.400] こと人間で言ったら下半身に当たる部分だ
[00:35:16.520] チマゲームの
[00:35:20.960] 笑笑どっち向きに寝るか知らんものあそう
[00:35:25.240] いうこと
[00:35:28.640] まあまあまままままそれまそれやるかどう
[00:35:31.640] か微妙だけど
[00:35:33.960] ねさすがにバンが怖えわ
[00:35:37.079] 後ろ足おいなんで4なんだ
[00:35:44.000] よチバ君で例えると過半身のとこなんで
[00:35:48.280] チーバ君なんだ
[00:35:49.720] よあの千葉県の赤いい
[00:35:54.560] なちゃ
[00:35:57.880] ブーちゃまブーちゃまあもうこれじゃ
[00:35:59.960] レベル上がんねえかもうこれじゃレベル
[00:36:02.680] 上がんないすかねもうねちょっと厳しそう
[00:36:05.000] だ
[00:36:06.240] ねもうちょっとこれじゃレベル上がんねえ
[00:36:09.500] [音楽]
[00:36:11.440] なでこれドラゴンとさあいつはもうレベル
[00:36:15.599] 上がらんよ
[00:36:19.359] ねどう考えてもやこれ上2人が強いから
[00:36:22.760] ミノタウルスとかレベル見てよ体力力
[00:36:27.760] だ
[00:36:29.359] レベル上がんねえよ
[00:36:32.079] なかと言ってじゃあじゃあちょっとめんど
[00:36:35.319] くせえけど分かっためんどくさいけどあれ
[00:36:38.520] あれか防御してもらうかあれには上の2人
[00:36:42.319] に防御してもらって下2人が殴って倒せば
[00:36:45.359] いいのかそそそれでいいよね多分ね自動
[00:36:48.720] ってやるとどうもやっぱりえっとお前は
[00:36:52.599] 防御防御で君たちは接近攻撃
[00:36:56.520] といいんじゃないあいいんじゃないあいい
[00:37:01.000] じゃないいいじゃ
[00:37:02.800] ないいいんじゃない
[00:37:04.810] [音楽]
[00:37:07.680] のああほらほらほらほらほらほらほらほら
[00:37:11.480] ほらほらほらこれでいいのよこれよあいい
[00:37:15.079] ねいいなはいはいはいはいはいえましたえ
[00:37:19.119] たえた
[00:37:21.960] よ早すぎて何やってかわかんないと思った
[00:37:26.520] けど2人を防御させて下2人で殴るって
[00:37:34.760] いううんうんうんいいねいいねいいですね
[00:37:37.440] この戦法で行きます
[00:37:39.130] [音楽]
[00:37:43.839] か
[00:37:49.119] オすいませんねちょっとがっつり今日は
[00:37:52.400] もう作業
[00:37:53.800] で見てておもろいもんか知らねえけど
[00:37:59.800] なんでいきなりまたポイズンになってんだ
[00:38:02.079] よいいよいいよなやっぱも昔のRPGこう
[00:38:06.280] いう時も絶対必要じゃんの顔をたくさん
[00:38:09.880] 見れるあれすっか久しぶり
[00:38:13.040] [音楽]
[00:38:14.920] に今日これでやる
[00:38:17.760] かたまにはこれでやる
[00:38:19.790] [音楽]
[00:38:22.119] かえっと
[00:38:25.540] [音楽]
[00:38:27.599] 可愛い防御
[00:38:29.680] で防御で接近攻撃接近
[00:38:33.000] [音楽]
[00:38:35.560] 攻撃vtuber出すじゃなんか違うんだ
[00:38:38.640] よそうなるなる
[00:38:41.000] なるあら死んじゃいました
[00:38:44.220] [音楽]
[00:38:47.200] からちょっと待って
[00:38:49.480] あ進化来る進化進化来んじゃないはい
[00:38:54.480] スピンクス進化もうスンクスとかそういう
[00:38:57.560] じゃないキメラになっちゃいました
[00:39:00.400] スフィンクスではねえだろこれ死んじゃっ
[00:39:03.560] たそかVだVねあのねいろはちゃんが
[00:39:07.520] バージョン3作ってくれたんだけどなんか
[00:39:09.160] 死んないけど動かねえんだよあれスピッ
[00:39:11.480] スって言わねえよなこれな我が魔女の代表
[00:39:14.280] 者たちよキマイラって感じキマだよねどう
[00:39:17.599] 考えても
[00:39:22.280] ね久々になんかこのはずいはでか俺の顔
[00:39:30.230] [音楽]
[00:39:31.839] 今日これでやるかしょうが
[00:39:33.480] ねせめて
[00:39:38.200] もう髪剃ったんやどうでもいいけど髪切り
[00:39:43.520] 行きてえ
[00:39:47.200] なツブロをさ前ね今ここ分け目あるじゃん
[00:39:50.720] 髪型のここまで髪が髪の毛なかったんだよ
[00:39:54.440] 髪の毛がここまでなくてもうなんののも
[00:39:57.960] みたいな髪方で前の配信俺の配信昔の知っ
[00:40:00.520] てる人はそうだったんだけど知ってると
[00:40:01.800] 思うんだけどそ戻してんだよ
[00:40:04.560] な戻してんだよな会社にやめろって言われ
[00:40:07.680] ちゃったん
[00:40:10.340] [音楽]
[00:40:12.800] だホム入れ
[00:40:15.359] てど
[00:40:22.770] [音楽]
[00:40:31.720] あいいねいいねいいね上がる上がる上がる
[00:40:33.680] あいいじゃないこのこの上げ方いいじゃ
[00:40:36.560] ないです
[00:40:37.640] かこの上げ方いいじゃないです
[00:40:40.650] [音楽]
[00:40:52.359] か
[00:40:54.319] えシルキーじゃなくて毒回復ってどれだっ
[00:40:58.319] け
[00:41:01.440] これいいねいいあげ方だねこれ
[00:41:06.580] [音楽]
[00:41:10.920] ねなんかでも申し訳ねえななんかこんな
[00:41:14.359] 配信になっちゃった
[00:41:16.599] 今日だだあれ配信外でゲームできねえんだ
[00:41:20.000] よ
[00:41:21.000] な配信者各位に聞きたい配信外でもおめえ
[00:41:25.640] らゲームやんの
[00:41:27.920] 相当だよなでもそれて相当ゲーム好きじゃ
[00:41:30.640] ない
[00:41:31.680] と
[00:41:37.110] [音楽]
[00:41:41.520] 防配信外でマリオ
[00:41:44.560] のあそういうの分かるななんか俺も配信外
[00:41:49.240] でドラクエとかポケモンとかなんあなんか
[00:41:52.359] アクションゲームとかやったりしないけど
[00:41:54.880] ポケモンピンボールとかる
[00:41:57.480] やりなるよなんかわるわそれはやる確かに
[00:42:01.520] そういうのはやりたくなるねたださなん
[00:42:04.079] つうの配信でいつもやってる例こういう
[00:42:05.920] ゲームとかさなんかクリアに向けて頑張る
[00:42:08.760] ようなゲームってなかなかなんかやる気に
[00:42:10.680] ならなくない特に1回配信でゲームや
[00:42:13.319] るっていうの
[00:42:14.520] さ知っちゃうとさなんかけないよねなんか
[00:42:18.640] 配信外でそういうゲームやってもなんか物
[00:42:20.960] たねっていう
[00:42:22.760] かうんうんほとんどやんないゲームはでは
[00:42:28.359] 動作確認とまそれなんかマリオのピクロス
[00:42:32.480] 俺もやるゲームボーイのやつな俺はゲーム
[00:42:34.280] ボーイのやつやるわよく全然できねえから
[00:42:37.480] 最初の2個ぐらいしかやんねえけど
[00:42:39.960] ピクロス頭良くないとできねえだろあれ
[00:42:42.599] バーだかでねやろマリオのあれなんだっけ
[00:42:45.720] ポケモンピンボールとかあとリズム天国と
[00:42:49.119] かなああいうのをなんか寝る前に取って
[00:42:51.839] やる
[00:42:53.599] えっと接近攻撃魔法特殊能力ピクロス離れ
[00:42:59.520] というか石しれば未だによく分かってねえ
[00:43:02.079] んだ
[00:43:04.359] よあの古忍者ブロのオープニングみてに
[00:43:07.480] 重なったとこ来ればいいんだ
[00:43:09.800] ねえ魔法うん単発で抜きとかでやるくらい
[00:43:15.280] かうんま配信外だから単発っていうか配信
[00:43:20.280] 外だから別
[00:43:24.040] にリズム天国ゲアドバンス俺も死ぬほど
[00:43:27.880] やってるから全部目つぶりながらできんだ
[00:43:30.240] よね俺あそうしなんか配信やろかなめ
[00:43:34.440] 目隠しビズム天国元バンドマンに
[00:43:38.040] よる防御
[00:43:39.670] [音楽]
[00:43:50.160] えあ
[00:43:52.300] [音楽]
[00:43:53.680] 倒せ上がるねいいね上がる
[00:43:59.100] [音楽]
[00:44:00.440] ねこの開け方いい
[00:44:03.119] わ画面的には何も面白くね
[00:44:06.080] [音楽]
[00:44:09.359] けど1200人記念それにしようか
[00:44:13.000] な1200人おお体力めっちゃ増えてる
[00:44:16.040] 100になった
[00:44:17.800] わいいです
[00:44:22.640] ね1200人とにやってし絶対負けねえよ
[00:44:30.280] 絶対負けねえ
[00:44:34.079] よ100負け
[00:44:37.800] ない1200人記念目隠しリズム天国に
[00:44:40.880] する
[00:44:43.359] かなんでいっつもあいつ毒になるの
[00:44:48.310] [音楽]
[00:44:50.640] すぐえ防御棒防御の
[00:44:57.220] [音楽]
[00:45:06.960] いやめっちゃ上がるねいいねいいねいいね
[00:45:08.920] いいねこのレベルあのすいません
[00:45:11.280] パーティー変わってもこれやりますもう
[00:45:14.200] 今日はもう今日はずっともう2時間これた
[00:45:16.800] と思ってちょっと明日の次の配信のために
[00:45:20.559] 今日はそなえよ今日レベル上げしよあまり
[00:45:23.880] にもレベルがたんねえ
[00:45:32.460] [音楽]
[00:45:46.720] 顔近いの
[00:45:50.400] 助かるガチ恋い距離って
[00:45:53.400] やつあそろそろ合体じゃないですか
[00:45:56.040] スフィンクスさん
[00:45:57.520] ちょっと装備品装備できるやつと合体
[00:45:59.280] しよう
[00:46:03.960] ねそろそろ合体す
[00:46:07.079] ねレベル17かな合体できんのは
[00:46:12.970] [音楽]
[00:46:27.119] いいねガンガン上がるねあ何進化
[00:46:31.680] かおドラゴン進化したや
[00:46:35.480] んまこれ進化あんま進化してじゃなんか
[00:46:39.400] 強くなんのかっのそんな変わんねえんだよ
[00:46:41.319] な結局合体しない
[00:46:44.359] と1回
[00:46:49.880] 帰る我が魔族の大
[00:46:58.000] あだいぶ強くなった
[00:46:59.960] なちょっとスフィンクスのMPがちょっと
[00:47:03.079] たんねえかなって感じがするけど
[00:47:05.650] [音楽]
[00:47:11.400] ね珍しく今のパーティーがいないかっこ
[00:47:15.400] よくないなんか
[00:47:17.000] 全部全部かっこいいよ
[00:47:19.960] ねちょいとちょっとスフィンクスの魔力も
[00:47:23.359] あげよっ
[00:47:25.079] かラゴンはも力上げすぎた170あるもん
[00:47:30.119] ね
[00:47:31.480] ねゴーレムもちょっとピエザホーム無駄
[00:47:35.359] 打ちしてもらってちょっとねこのね
[00:47:37.440] ミノタウルスがちょっと完璧すぎるこいつ
[00:47:39.599] 俺は防御でいいよで君は接近攻撃で君
[00:47:44.119] が魔法でえ魔法でデカ打ってもらっ
[00:47:51.680] てこれこんばんはまるちゃんこんばんは
[00:47:55.359] まるちゃんこんばんはははもうあのくそ
[00:47:58.920] 地獄の作業ゲです地獄の作業ゲあの画面に
[00:48:03.760] 変わり映えがなさすぎるんで今日はあの
[00:48:05.760] デカワイプ中
[00:48:08.280] です地獄です今日はえMPなくなった
[00:48:13.760] から防御してもらって防御してもらっ
[00:48:18.599] て防御で
[00:48:21.320] [音楽]
[00:48:26.960] の魔力も上まゴーレム弱いもんね魔力がね
[00:48:30.119] まだ
[00:48:30.920] ね今日はもうずっとこれだよずっと連射
[00:48:34.800] パッドで連射し続けるだけなんで俺の
[00:48:37.920] 面白い顔でも見ててください俺の面白い
[00:48:41.119] ブサてうわなんか気持ち悪い顔って言って
[00:48:45.960] て
[00:48:52.200] みあどうすっかなこれMPレベル上げんの
[00:48:55.960] 毎しないといけねんだよ
[00:48:58.480] な若干めんど
[00:49:06.160] くせえ俺があんまり配信でRPGやんねえ
[00:49:09.119] のはやっぱさレベル上げの時間ってのが
[00:49:10.760] どうしても発生するから
[00:49:13.079] ね特殊能力ゴーレムは魔法使い
[00:49:22.160] ますMP回復があれか
[00:49:27.119] ろっか
[00:49:31.079] じゃあMPも使わねえとレベル上がんねえ
[00:49:34.280] から
[00:49:40.200] な我が魔族の
[00:49:46.960] 代表今日はストーリー進めない
[00:50:02.520] なんかもっと効率のいいレベル上げんとこ
[00:50:04.359] ないのかななんか調べてくれよみんな調べ
[00:50:08.599] ても出てこねえと思うけど俺がやるゲーム
[00:50:10.839] ネットで調べても情報が出てこんの
[00:50:12.840] [音楽]
