[00:00:04.560] G
[00:28:47.320] やあなたのこともっと教えてくれたら考え
[00:28:52.960] ますじゃこれからも仲良くしてねそうです
[00:28:56.559] かまだまだ
[00:28:58.559] ことですね親密だでもこのこの子とかどこ
[00:29:02.279] に行くんだろいつもと違う味がします気分
[00:29:06.039] がいですなんかクラシックとか聞きに行き
[00:29:08.360] そう悪くねえけどなそれもはい早いメリな
[00:29:13.960] になってる気わかるわかるメリゴラのだね
[00:29:17.200] 大衆居酒屋最悪いや最高だけどね興奮し
[00:29:22.120] すぎよはいお疲れお疲れ小悪魔さん最高の
[00:29:24.799] 女が目の前にいます小悪魔さんが5あか月
[00:29:29.399] 目ですありがとう小さんありがとう
[00:29:31.720] ねコグマさんなんてお酒好きだからこの
[00:29:34.480] ゲーム酒飲みながらやったら最高なんじゃ
[00:29:36.320] ない大衆居酒屋いいよななんかもう居酒屋
[00:29:39.360] 来てんだよあのこないだやってたさなん
[00:29:41.679] だっけあれあの笑笑なんだっけこないだ
[00:29:44.840] やってたあのなんてゲームだっけプレステ
[00:29:46.760] 2のあの幸福操作感やってるやってたら
[00:29:51.399] あん中に出てくるなんか居酒屋があるんだ
[00:29:52.960] けどそれ見てたらめっちゃ居酒屋来たく
[00:29:54.600] なったああいう居酒屋に来てんだよなんか
[00:29:56.640] その
[00:29:58.440] れたとこじゃなくて切ったね親父が1人で
[00:30:01.840] 砲撃てやってるようなああいう居酒屋が来
[00:30:04.640] て生きてよなは遅まで借りてきた映画を見
[00:30:10.360] てましてそれでちょっとまだDVD借りる
[00:30:13.840] 派なんだこの女ごめんなさいお話中にびを
[00:30:18.080] するなんていやいやいやいや
[00:30:20.480] ホスト大丈夫大丈夫俺も配信中に大きな何
[00:30:23.360] 回もする
[00:30:25.159] から配信中になんてクソほするんで大丈夫
[00:30:28.919] すよ視聴者様の皆皆様がみんながあの
[00:30:33.320] コメントしてくださるのにそれを仕とし
[00:30:35.200] ながらびしてるから大丈夫だ別にこんなの
[00:30:37.440] いや大丈夫だよいえもうなんでんでから
[00:30:42.240] もうヘモこよヘモこヘモ失格じゃん失格
[00:30:46.200] いやいいんだ厳しいこと言うようだけど
[00:30:48.519] その通りだと思うよああごめん間違えてた
[00:30:50.120] その通りって言っちゃったんかごめん
[00:30:51.760] 間違えちゃったはいごめんごめんごめん
[00:30:55.279] ちょっと説教おじさんになっちゃうもう
[00:30:58.080] キャバクラで説教国男なんかマジでそのび
[00:31:01.679] が一応みんなのコメントを無視してするび
[00:31:03.840] が一番面白いんだよ面白い一番楽し1番
[00:31:06.480] 気持ちいいの一番気持ちいいねちょ説教
[00:31:10.039] おじさんになっちゃった夜更かししたかっ
[00:31:12.559] たら休みの前の日にしなきゃね俺だから
[00:31:15.240] いいけど中にはびされてる人もいるかも
[00:31:17.720] しれないしこういうやつが一番うだからな
[00:31:20.399] あの俺はいいけどさ中にはこういうこと
[00:31:23.799] 言うかもしれないる
[00:31:28.039] てお前やねん怒る人いるかもしれないし
[00:31:31.639] お前や怒っとんのじさマジでゴミだよね
[00:31:35.799] チルパンお疲れだと思いそんなことないよ
[00:31:38.760] こんな男の話聞てだもいいよいいよいい
[00:31:42.919] よも悪い気は女の子が謝ってきて悪い気は
[00:31:46.279] しないあの長あまりけてあごめんなさ飲み
[00:31:50.519] 飲みます飲みます
[00:31:54.360] ごねまかったですやばば
[00:31:58.399] やっぱ俺が俺がゲロ吐いて倒れるとこだっ
[00:32:02.760] た
[00:32:04.600] う血液型ねあれちゃんの血液型教えてよ
[00:32:08.440] 血液型ですか私はC型です
[00:32:15.159] 可愛いおんなをこいつおんなこいつって
[00:32:18.159] 言おうと思って待ち構えたけど可愛かった
[00:32:19.919] から許すわおんなって言うと思ったけど
[00:32:22.480] しかったガで体入した時にそんなおじさん
[00:32:25.960] いたよへえガルバで体験入学あれだしたん
[00:32:30.720] だそんなおじさんいたんだいるだろうな
[00:32:32.799] そんなんねわあとっても珍しいねてそんな
[00:32:35.080] わけない
[00:32:36.960] でしょ冗談です本当はA型のRHマRh
[00:32:44.120] マイナスとかは聞いてないから
[00:32:46.200] 別えRhマイナスって少ねえんだよな確か
[00:32:50.760] なそれですごく珍しいんじゃないのどうな
[00:32:53.519] んです
[00:32:54.480] かアの方気よ笑レへえそんなに少ないの
[00:33:00.399] 少ないねりなんですねへえいやすごいのは
[00:33:05.799] あまねちゃんの方だよそんなことないです
[00:33:07.840] よたじゃん私なんてもう少ないんだRh
[00:33:11.880] マイナスって平のとこすごくレアだよなん
[00:33:15.200] か俺動しちゃったよじゃあちょっと血
[00:33:16.600] ちょうだい
[00:33:18.159] あまねちゃんちょっとじゃ血ちょうだいよ
[00:33:21.279] 俺レア物好きだ
[00:33:23.679] からやばいつにもわして気持ち悪いな今日
[00:33:26.480] ダメかもしんないみんな
[00:33:28.360] 今日いつにままして気持ち悪いや俺今日
[00:33:30.720] ダメかも血液型で感動されたのは初めて
[00:33:36.000] ですあのよしよし延長延長
[00:33:39.760] 延長わありがとうご延長するやろがそれで
[00:33:44.600] は
[00:33:45.600] 引き続きどうぞこゆっくりえでもさこう
[00:33:49.159] いう人って輸血とか大変なんだよな多分な
[00:33:51.919] Rhマイナスじゃないといけないんでしょ
[00:33:54.919] この間お店のまりちゃんと
[00:33:58.679] していたんですちゃんなんていないからね
[00:34:00.760] 言っとくけどいない女の話するな映画の話
[00:34:03.880] してたんですけど映画好きなんだこの子私
[00:34:06.000] がホラー映画が好きホラー映画好きなんだ
[00:34:09.359] 女の子なのに変わってい結構ホラー映画
[00:34:12.359] 好きの女の子多くない多分ホラー好きの
[00:34:15.440] 女の子って変うわ変じゃないでしょ別に変
[00:34:19.760] じゃないでしょ別にあなちゃんお疲れな
[00:34:22.399] ちゃんお疲れ誰だよなあのこの出てたの
[00:34:26.280] ダウンロードコンテンツの女ねマリ
[00:34:28.839] て変じゃないよ全然変じゃないと思うよ
[00:34:33.159] むしろ何が変なのか俺も聞きたくなっ
[00:34:35.240] ちゃったそうですよねやべえ画面画面が
[00:34:38.800] グラグラして気持ち悪い変じゃないですよ
[00:34:41.240] ね変じゃないですよね可愛いお前も可愛い
[00:34:44.359] じゃねえかよよし決めた今週このこの周回
[00:34:47.720] プレイお前にするわなおとどっちがいいか
[00:34:49.879] 迷ったけど画面によう画面に酔うよね
[00:34:52.440] こいつら先に寄ってくけど俺は普通に画面
[00:34:54.240] に酔うわに導いてるのすごいそういうこと
[00:34:57.240] なのこれ
[00:34:59.560] えも一緒に映画行けるデートの話なんじゃ
[00:35:01.960] ないのちなみに俺もホラー好きだよ特に
[00:35:04.280] ゾンビもが好きゾンビもの映画をホラーっ
[00:35:07.160] て言っちゃいけないホラー映画とゾンビ
[00:35:09.560] 映画は別物だから
[00:35:11.400] なあれだよホラーゲームとあのホラー
[00:35:15.839] ゲームとバイオハザードが別なのと一緒俺
[00:35:18.640] バイオハザードのことホラーゲームって
[00:35:20.280] いうやつ一番許さねえからなあれはホラー
[00:35:22.560] ゲームじゃねえよゾンビアクションゲーム
[00:35:24.359] だ
[00:35:25.040] よ私もです
[00:35:28.599] じゃの大切りは見どういう感情で見んだよ
[00:35:32.760] 見た見たあれは傑作だよねーゾンビにる
[00:35:36.480] なんかもいいですよ
[00:35:39.760] ねし映画見に行こうじゃ画見にこ映画映画
[00:35:44.160] 映画パニックホラー系っていうのあれは
[00:35:47.359] ゾンビっ
[00:35:48.680] て
[00:35:51.640] ちょっとえスタイルいいねって言ったら
[00:35:55.040] あま嫌われそうだからなこの子あんまり
[00:35:56.480] なんかこなんかスケベな話持ってきたく
[00:35:59.040] ないあんまり好きな食べ物はちゃん好きな
[00:36:01.839] 食べ物って何
[00:36:03.530] [音楽]
[00:36:05.720] ホジンだとそう
[00:36:09.200] か笑わないで笑わ
[00:36:12.800] ねえホラーでてるに笑わないでください
[00:36:17.160] 笑わない笑わない絶対にですよ絶対に笑わ
[00:36:20.280] ないでもお前そのその振り方お前あれだ
[00:36:22.520] からなのおばあちゃんの名前と一緒だから
[00:36:24.359] な変なこと言ったら笑う
[00:36:29.160] がで発で滑らない話かなんかでが発で爆笑
[00:36:34.599] 呼んだやつねあの千の大子がねあのあさん
[00:36:39.680] こんばんは今日もやってます絶対に笑わん
[00:36:42.560] でくださいよ絶対に笑わんでくださいよ
[00:36:47.680] 絶対に笑わんでくださいよって振った後に
[00:36:50.560] 僕のおばあちゃんの名前ひらがなでほ
[00:36:57.640] いや笑うじゃんそ振り方お前一緒だから気
[00:36:59.720] をつけろよ絶対に笑わないでくなさい何回
[00:37:02.160] も振ったら俺ホニーが出てきしまうかだ
[00:37:04.000] ホニがホニーが出てきちゃうからな笑笑
[00:37:07.720] ホニが出るぞホニがグミああ似てたホニと
[00:37:11.240] グミが似てるちょっと面白いホニとグミが
[00:37:13.880] 似てて面白いホとホニとグミおいこの振り
[00:37:19.560] 方この振り方もうお前えこれ何えダゴって
[00:37:23.680] これ見て考えたんかな絶対に笑わんで
[00:37:26.359] くださいよグミですホニーと同じ定型分
[00:37:31.040] じゃねえ
[00:37:31.920] かグミグミってあの
[00:37:35.319] グミやっぱり
[00:37:38.040] 今かと思ったもん
[00:37:41.400] 俺あ好きな食べ物グミわかるグミめっちゃ
[00:37:45.760] 好きやわお前らの一番好きなグあげてけ
[00:37:48.480] お前らの一番好きなグあげてけグミ俺
[00:37:51.880] コーラアップコーラアップさえあればもう
[00:37:54.520] 何もいおれれ
[00:37:58.000] もの1番好きなペタグー好きハボもうまい
[00:38:02.240] ねただやっぱりコールアップサイドアップ
[00:38:04.880] だね勝てのがいい俺勝組好きたんだよタフ
[00:38:09.160] 分かるわかる硬い好き硬い組が好きそう
[00:38:13.880] 硬いグうめえよなタフ組とかあとハボは
[00:38:19.800] いいねやべグミ食いて歯応えでしょう
[00:38:25.079] かあの
[00:38:27.640] グミっていう感触が好きなんだ可愛いグミ
[00:38:31.480] 何味が一番いいえコーラコーラって言った
[00:38:35.319] けど俺サイダサイダあのなんかあるんよ
[00:38:38.319] あのミ好きすぎて今真剣に考えるやっぱ
[00:38:41.480] みんなグミ好きだよなやっぱみんなグミ
[00:38:43.680] 好きだよなただ俺あの周りに砂糖があの
[00:38:48.640] なんかのなんだの
