[00:00:00.240] お肉はね鶏肉の形なんだ
[00:41:33.960] 勝てでここでお肉があるんで満タンでしょ
[00:41:38.119] うまし
[00:41:40.480] 勝てまマルクルな
[00:41:44.240] マルクルまたれよまれ
[00:41:48.610] [音楽]
[00:41:57.800] 時折りラミエルが出てくるはは
[00:42:02.280] やもうこメデューサヘッドくばれマジ
[00:42:06.160] で
[00:42:07.720] うまい当たったけど当たった
[00:42:13.599] けどねこれどうやってこノダで行けって
[00:42:17.160] いうのよ無理だ
[00:42:19.400] よいやぎゃーもう
[00:42:23.520] [音楽]
[00:42:25.599] むい魔も
[00:42:27.839] 狩るや
[00:42:31.540] [音楽]
[00:42:36.760] んうんやっとボスまではたどり着けるよう
[00:42:39.720] になったねチマゲームもうまくなったもん
[00:42:41.680] だ
[00:42:47.839] わも1発しかくらえねえ
[00:42:50.839] なえあカマだごめんカマ見てなかった全然
[00:42:55.200] 出てたんだちっちゃいカ
[00:42:58.119] まいいやまあまああと3期あるしはい
[00:43:00.520] 大丈夫だ行けるいけるいける大きくなった
[00:43:02.800] な大丈夫だ
[00:43:08.240] よトラップくなったな
[00:43:13.440] 何何何大きいの元からだ
[00:43:20.160] よ可愛くてごめ
[00:43:23.130] [音楽]
[00:43:27.319] そうだった
[00:43:30.319] わでかすぎん
[00:43:33.480] だろとろはどうしてトトロなの中波笑中
[00:43:39.040] ダメやんない
[00:43:40.480] とトトロはどうしてとだ何それ
[00:43:44.480] ど
[00:43:50.520] あたっていうの
[00:43:53.960] ね俺だもんあれ
[00:43:57.800] やってんだ
[00:44:02.040] よご本人ですか
[00:44:04.990] [音楽]
[00:44:07.680] さすがめちゃん側が化け物なのやめて
[00:44:11.240] いやいやいや可愛い女の子だっ
[00:44:14.079] た
[00:44:15.680] よしこれめちゃん
[00:44:18.250] [笑い]
[00:44:20.599] のそれだけ言ってんの何それだけ言って
[00:44:24.359] むんなよ
[00:44:27.599] ちゃもう死ねえよマジこの
[00:44:30.810] [音楽]
[00:44:36.920] クソ
[00:44:41.140] [音楽]
[00:44:48.680] 危ねえ
[00:44:53.160] あさあつきちゃんだって
[00:44:57.480] みっちゃんっていうのおやもう友達ができ
[00:45:01.040] たの
[00:45:04.680] か似ている似てるだろ俺だ
[00:45:12.079] もんえうまん
[00:45:16.520] や糸は似て
[00:45:19.200] ない
[00:45:20.920] 痛い全部化け物かもしれん
[00:45:32.359] いやあこれもったいないこれ食らった
[00:45:35.870] [音楽]
[00:45:39.160] のうわこれなんだよ
[00:45:44.510] [音楽]
[00:45:48.680] などう避けろっつんだよ
[00:45:55.920] それやややや
[00:46:03.119] や
[00:46:04.830] [音楽]
[00:46:07.720] ああ
[00:46:09.359] カンタ
[00:46:11.240] 笑笑むっちゃ惜しい雑魚が
[00:46:16.960] よもう
[00:46:20.200] 無理落ち着く勝ったと思っ
[00:46:24.000] た勝ったと思ったのに
[00:46:28.480] 勝ったと思ったの
[00:46:33.240] になんでもあとあと1やんけいや惜しかっ
[00:46:38.920] たでも行けるぞこれ行けそう
[00:46:43.200] [音楽]
[00:46:47.839] 負けいや行けそう
[00:46:51.660] [音楽]
[00:46:54.760] これ行けそうじゃないめちゃ
[00:46:59.359] かけえると手元狂うからや
[00:47:02.570] [音楽]
[00:47:04.240] だ
[00:47:07.160] くそそうかそうけけすると開くじゃて本当
[00:47:12.680] 惜しかったよな今
[00:47:14.800] のいやマジで惜しかっ
[00:47:18.160] たなんであと1発なの
[00:47:21.240] にどうしよっか
[00:47:23.960] なやろ飛ばすとなも緊張
[00:47:27.599] そうだよな緊張すんだよ飛ばやるとな手元
[00:47:30.640] 狂ん
[00:47:34.040] よ間違ってやっちゃっ
[00:47:41.559] たよしよしよし
[00:47:47.530] [音楽]
[00:47:49.839] よしナイスクリップちょっと見たい
[00:47:52.480] ちょっと見たいかも
[00:47:57.620] [音楽]
[00:47:59.680] クリップ見してくれクリップ見して
[00:48:05.160] くれ元2000が今5000なのも
[00:48:09.079] 事実どう避けろつんだそれいやこれ勝てた
[00:48:14.559] だろあこれでめっちゃ
[00:48:19.830] [笑い]
[00:48:27.000] この配信者どう避けろつんだ
[00:48:33.280] それこれ勝って
[00:48:43.880] た惜しかったなめちゃん惜しかった
[00:48:49.599] 惜しかったよなでもな行けるだろこれこれ
[00:48:53.359] 行けるだろこの配信者おもろこの配信
[00:48:55.559] おもろ
[00:48:57.839] ちょっと待ってダメージくらおいダメージ
[00:49:00.280] 食らっちゃったじゃねえか満タンだったら
[00:49:02.319] もクリップ見てたらダメージ食らっちゃっ
[00:49:07.020] [音楽]
[00:49:09.839] たこれメデューサヘッドをマジでね命に
[00:49:13.760] かけても倒さなきゃいけない俺
[00:49:16.340] [音楽]
[00:49:22.000] はマジでこのねアーマーこのアーマー
[00:49:25.200] ナイトはマジ無視でいい正直見なくていい
[00:49:27.920] あポでおばちゃん意させんなこのの風が
[00:49:32.319] 勝ちなのかもしれんあこのな一発食らっ
[00:49:36.960] てるぐらいがちょうどいいんかもしんねえ
[00:49:42.599] な高いとこに来たちょっと1匹だけあもう
[00:49:46.799] 死んだ方がいいっすよこの本当
[00:49:50.079] に
[00:49:53.240] あや高い高い
[00:49:56.760] 無理だなこれいや無理じゃない無理とか
[00:49:58.960] ない
[00:50:12.000] 行く
[00:50:13.960] くそ
[00:50:15.920] くそ強いんですよねあいや行きそうマジで
[00:50:23.040] 行きかけた
[00:50:29.160] きました行きかけたな今
[00:50:35.780] [音楽]
[00:50:37.400] なお強いんですねお強いんだねマリオじゃ
[00:50:42.079] ないんだよ敵の上に飛んで
[00:50:44.320] [音楽]
[00:50:46.200] も
[00:50:47.839] 何何何分かっとる
[00:50:50.280] わいわざとちゃうぜ
[00:50:55.720] [音楽]
[00:51:01.920] ああむずいゲームだよな本当にこれな
[00:51:05.160] マリオの靴もらって
[00:51:09.839] こよマジでむずずいと思う
[00:51:15.940] [音楽]
[00:51:18.880] わいいね満タン
[00:51:21.599] エドマンタン
[00:51:23.960] エドみんとまだ配信でって痛いからて
[00:51:30.599] もう俺俺を俺の外界とつげる唯一の手段だ
[00:51:34.839] からな配信が俺配信してなかったらマジで
[00:51:38.480] 世間知らずのデブになっちまうただのお外
[00:51:41.799] との関わりがないから某になっちゃう
[00:51:45.599] 某おもには病気がいっぱいだってバーバが
[00:51:48.880] 言ってたとバーバが来たらお前なんてすぐ
[00:51:52.319] に殺しちゃうとち
[00:51:57.559] ちこんな腕落ちちゃう
[00:52:00.780] [音楽]
[00:52:03.119] ぞ本物
[00:52:08.079] だ俺なんだぶねあね
[00:52:16.200] 危ねえ危ねえ
[00:52:21.920] 今1匹来てるんよ後ろから
[00:52:25.490] [音楽]
[00:52:29.920] なぜ笑うパート4なかったなぜ
[00:52:51.599] 笑うくそこれなんだよマジで難しいの
[00:53:02.480] うましか
[00:53:05.040] て悪いなお疲れさやったくま
[00:53:13.400] バーガおお
[00:53:16.079] ナイス
[00:53:18.640] パチパチパチパチパチパチおおめでとう
[00:53:22.599] おおやるやん茶
[00:53:27.190] [音楽]
[00:53:30.000] めん
[00:53:31.720] ゲームなめんなゲーム配
[00:53:48.480] ラスト
[00:53:51.040] ステラステージました
[00:53:56.799] たゲーだよ
[00:53:58.470] [音楽]
[00:53:59.760] これ何ここで指紋メルモンドの
[00:54:03.839] テーマ
[00:54:08.680] ラララララリルた
[00:54:11.599] ねわなん
[00:54:13.680] だここでシモベルモンドのテこれでクリア
[00:54:17.079] したらオリジナルの68kgがく感じ
[00:54:22.030] [音楽]
[00:54:24.040] かえ体力やば
[00:54:27.119] 強待て1歩もすめ強すぎ
[00:54:31.520] ん神局
[00:54:34.530] [音楽]
[00:54:37.040] ルル進めなかった
[00:54:42.520] よオ草これは覚え始まったなちょっと待っ
[00:54:47.640] て待って待って待って敵がおかしい
[00:54:56.700] [音楽]
[00:54:59.680] いや盾持っとるやん
[00:55:01.200] [音楽]
[00:55:09.520] あいつ
[00:55:11.400] いて神ル
[00:55:17.120] [音楽]
[00:55:27.559] かっけこの
[00:55:28.880] 曲シモンベルモンドのテーマねスーファミ
[00:55:32.880] 版の似てる似てるとかない
[00:55:38.880] んあ分かったあいつ足だ
[00:55:43.000] や待ってむないいきなりちょっとここ
[00:55:46.960] やばく
[00:55:48.960] ないちょっと待ってここはいやばやばく
[00:55:52.880] ないすか
[00:55:53.960] ここここやばくないかが弱かったな
[00:55:58.640] 笑足元
[00:56:00.730] [音楽]
[00:56:06.880] 弱しうまい整水をうまく当てればめた
[00:56:12.760] しあいつだ危なよし
[00:56:18.280] よしこれ避けれ
[00:56:21.680] んを受けてしまって
[00:56:24.520] なそのでる使い大嫌いうざい
[00:56:37.750] [音楽]
[00:56:41.640] ねかっけこの曲好きやいいねラスト
[00:56:45.119] ステージでシモンベルモンドのテーマが
[00:56:46.880] 流れるの熱いな演出がポケモン図鑑
[00:56:53.200] 何タピー
[00:56:56.559] 芋虫ポケモン高さ何10cm重さ何
[00:57:03.520] km似てねえやったことねえ
[00:57:09.250] [音楽]
[00:57:21.799] わ
[00:57:23.640] あね
[00:57:25.160] そうあつマジ
[00:57:31.810] [音楽]
[00:57:32.960] で
[00:57:36.030] [音楽]
[00:57:42.240] やや
[00:57:44.440] ばやばここここはやばいとこ来た
[00:57:50.330] [音楽]
[00:57:53.720] なさ
[00:57:57.440] やべえ
[00:57:59.640] なここだいぶやばいっす
[00:58:05.640] ねこいつなんでやべえのこのなんか後ろ
[00:58:08.160] から飛んでくる
[00:58:10.440] やつやばい
[00:58:13.440] ここまだ始まったばかりだ
[00:58:17.079] からここ
[00:58:19.240] やばここはやばいど
[00:58:27.620] [音楽]
[00:58:39.440] まだ安までじゃないやラストステージ
[00:58:45.000] だいやもしゃがみ間に合わ
[00:58:50.420] [音楽]
[00:58:54.160] ねえラ思うじゃんええもういいってラスト
[00:59:00.039] でいいっ
[00:59:01.880] てラストでいいマジ
[00:59:04.370] [音楽]
[00:59:15.079] でなんなのこのさマジしねえよ
[00:59:23.319] こいつあの剣どうにかしねと
[00:59:26.830] [音楽]
[00:59:31.799] ないや早い
[00:59:35.720] ろあと3作あいや何3作いや持ってないの
[00:59:40.280] が3作でやったことないの結構いっぱい
[00:59:41.960] あるよやったことない買ってあるだけ
[00:59:45.400] でやったことないまだいっぱい
[00:59:50.300] [音楽]
[00:59:52.079] あるうんどうなんだろうね
[01:00:09.140] [音楽]
[01:00:17.359] ルルルルル
[01:00:21.920] ルルルルルルルル
[01:00:24.860] [音楽]
[01:00:32.680] ボテになる
[01:00:35.079] わ確かに冷えピタ俺も常備しよう毎回俺も
[01:00:38.799] 冷えピタ配信で使うから買おうと思うんだ
[01:00:40.799] けど
[01:00:41.920] さ忘れちゃうんだよね
[01:00:44.010] [音楽]
[01:00:48.960] 顔ナイス
[01:00:50.670] [音楽]
[01:00:52.760] ワナップえいやだそれなんよピューンじゃ
[01:00:57.119] ないよピピピピューンて飛んでくるの何の
[01:01:00.680] あれ
[01:01:01.610] [音楽]
[01:01:03.760] うわあなるほどね5枚くらい
[01:01:12.799] ろうあれは生きてんの生きてないわあ連射
[01:01:17.370] [音楽]
[01:01:19.119] 欲しい右左どっち行けばいいんだろうわ俺
[01:01:23.839] は晴れそう6枚ぐらい動くんか
[01:01:29.119] いってたよまくえそうだっけ
[01:01:35.119] えそんなことしたっけ俺神戸
[01:01:40.039] で3枚ぐらいった顔になほっぺたとおでこ
[01:01:43.760] と眠すぎ
[01:01:45.400] てイベントだから寝れねえからさ冷え張り
[01:01:49.000] まくって対処してた
[01:01:53.960] [音楽]
[01:02:02.680] え何
[01:02:05.540] [音楽]
[01:02:07.000] ここ眠い白うわなんや
[01:02:10.279] それ何それでも1番眠気にたのがわしだっ
[01:02:14.880] た一瞬で
[01:02:17.160] 目覚めるわしは笑ったもん
[01:02:21.200] あれうわ初めからか
[01:02:23.720] ようわ最悪や
[01:02:29.710] [音楽]
[01:02:33.559] お前首に貼るといいん
[01:02:37.079] だそれは
[01:02:45.960] 失明
[01:02:50.720] へへへハートはたくさん欲しいので取り
[01:02:54.760] ます
[01:02:55.870] [音楽]
[01:03:08.160] なんかこれ道2つあるやん道2つあるやん
[01:03:12.000] どっち行けばいいん
[01:03:14.960] だろう
[01:03:20.240] や右と左これどっち行けばいいと思う
[01:03:26.039] こっち行ってみどっちかが楽に違いないな
[01:03:29.559] これ
[01:03:31.279] は行けねえわ
[01:03:34.559] あっち自分の信じる道を
[01:03:38.920] 進め
[01:03:42.079] どっち取るかいい
[01:03:46.720] わ俺が
[01:03:50.160] 決めるこいつがほんま
[01:03:53.119] つくあなんなんだよこいつマジで結局両方
[01:03:57.839] 行くタイプかもあそういうこと結局両方
[01:04:02.160] 行かなきゃだめなんか
[01:04:15.160] なル
[01:04:23.240] [音楽]
[01:04:31.319] ヘッドショットされてんの
[01:04:33.839] 笑う頭にやり刺さってた弓刺さって
[01:04:41.240] たさあどうすっか
