[00:00:24.880] はいはいはいはいはいはいはいはいどうも
[00:28:41.039] 頑張んなきゃいけなくてで1個さぼっ
[00:28:43.399] ちゃうとやっぱりさああすげえ厳しくなっ
[00:28:45.600] てくるの
[00:28:47.480] よ通帳個別だったなそういえばそうそう
[00:28:51.279] そうそう個別の通帳なんすよ
[00:28:54.399] ね通帳個別なんだよ仲間なんだからさ
[00:28:58.840] 何が何薄くなったって何
[00:29:01.519] が
[00:29:05.120] 何個別通帳さん神個別米国通あいやあの
[00:29:11.600] あれだよこっちに流してるだけだよいつも
[00:29:14.000] 下ろしてん
[00:29:17.370] [音楽]
[00:29:19.000] のこういう時に限ってめっちゃ
[00:29:21.399] エンカウント少ねんだよ
[00:29:24.760] なでもさポメアプリめっちゃじゃ
[00:29:29.519] ない実機中の俺ですら楽しみなんだけど
[00:29:32.640] だってさ自分のパソコンの中に保存して
[00:29:35.960] おけるんだよやばくないめちゃ楽しみじゃ
[00:29:38.880] 無料だよ
[00:29:40.760] それみんなもラストハ負けドンできるぞだ
[00:29:44.640] から俺の予想絶対これからねプレステ1と
[00:29:47.960] かあの値段がっつり上がってくると思う
[00:29:50.919] マジでだってみんなできるようなんだ
[00:29:53.440] もんそこがちょっと不安だなロムロム
[00:29:56.679] できるよロムロムできるし
[00:29:58.600] ムロできたらあれだよプリンセスメーカー
[00:30:01.000] とかもできんだよみやばくない俺いくら
[00:30:04.880] かけたと思ってんのこれ5万ぐらいかけた
[00:30:06.840] んだ
[00:30:07.559] よべべ強え敵プリンセスメーカーかなん
[00:30:12.840] プリンセスメーカーめっちゃ面白じゃない
[00:30:14.399] けやべえやばいっす死にます逆にできない
[00:30:18.880] のて何ああとあれはできないよPS2と
[00:30:22.919] セガサターンとかあはDVDのゲームだで
[00:30:25.480] のはCDゲームだけそのりか思うけどCD
[00:30:29.600] 媒体のゲームできるプレステ1とかえっと
[00:30:33.080] セガセガCDそうそうそうれはい岩さん
[00:30:36.799] こんばんはまでか
[00:30:39.480] そういやそれめちゃくちゃだと思うよ
[00:30:42.360] そんなの正直正直もっと早く言ってくれよ
[00:30:45.480] と思ったもん俺
[00:30:46.640] もまでもねやべえ
[00:30:52.880] 死ぬやばい逃げる危ない危ない危な逃げ
[00:31:00.440] 実持っててほしいま実中だからねたださ
[00:31:03.880] なんかこれとかもみんなできるのかと思う
[00:31:05.760] となんかちょっとちょっとちょっと寂しい
[00:31:07.760] ような気もするやっぱさあんまり人がやら
[00:31:10.799] ないゲームを俺配信でやりたいなと思って
[00:31:12.639] たからまあでもすごいことすごいことだと
[00:31:17.039] 思うでも無料でできんだもんなすごいよね
[00:31:20.279] それをさしかも1回インストールしちゃえ
[00:31:22.480] ばそこなんつうのそこにライブラリに保存
[00:31:25.200] されてそっからできるわけだからまリスク
[00:31:28.200] だってねあのこの媒体だっていつまでも
[00:31:30.080] 読み取れるわけじゃないからそれはいいか
[00:31:31.679] なと思う確か
[00:31:33.200] にえ装備その他えっとなんだっ
[00:31:39.279] けここお金めっちゃもらえるんだけど
[00:31:41.720] やばいな体力
[00:31:46.880] [音楽]
[00:31:48.399] があよかったアイテム作あっ
[00:31:51.720] たせかだし業界的に盛り上がるといいね
[00:31:55.919] 今日はタルタル
[00:31:57.960] うまかった何の話
[00:32:02.440] やでも逆にデータ貸して手放す人が出てき
[00:32:06.080] てあ値下がりもありえいやそれはないと
[00:32:09.159] 思う手放す人が増えても手放す人だって
[00:32:12.639] 安く売りたくねえ
[00:32:14.919] だろもう今レトロゲームっていいねみたい
[00:32:17.720] なもんだから
[00:32:19.240] さすげえたけえんだよあれ魔界に変るって
[00:32:23.360] 誰が持ってんだっけ
[00:32:25.880] ここ本当そう
[00:32:28.480] あれ魔界にカル持ってねえんかやべえ
[00:32:31.399] エンカウントすんだなるほどエンカウント
[00:32:34.320] 済んだあーやばいですこれ
[00:32:38.360] [音楽]
[00:32:46.799] はプレミアソフトなんて高くて買えない
[00:32:50.279] そうだ
[00:32:51.799] ねゲの帳簿とかつけてる購入費の帳簿
[00:32:56.960] なんかつけてないよ
[00:32:58.799] 毎月いくら使ってんのって言われたら
[00:33:00.399] ちょっと僕ちょっとどっちゃうぐらい使っ
[00:33:02.880] てる
[00:33:05.760] わ
[00:33:07.720] らい毎月いくら使ってんだろうねゲームの
[00:33:10.399] 購入にゲーム関係の購入にめちゃくちゃ
[00:33:14.480] 使ってる
[00:33:15.919] よだから毎日俺あれだもんもやししかだな
[00:33:20.919] 肉うどさんのリクエストしたお肉さんの
[00:33:24.320] リクエストしたあのドナルドランいくらし
[00:33:26.679] たと思ってんだに言いつけようさすが秘書
[00:33:30.399] 眠り
[00:33:34.120] 解除いやいたのよえ9900
[00:33:40.320] ですでもあれはあれはあのメルカリですい
[00:33:44.559] ませんメルカリで色々あのちょっとお金が
[00:33:46.840] あったんでそれで買っちゃったっよりそれ
[00:33:49.200] で買ったそれ
[00:33:50.880] は
[00:33:54.120] え安いよ
[00:33:58.039] 安い安い安い安い安いです安いんだよ3枚
[00:34:03.240] じゃん止まらなきゃラハに染まらなきゃ今
[00:34:07.559] だったらラスト負けお
[00:34:09.359] メルカリのげがうまそれはうざいねげ
[00:34:13.040] うざい値寝しないからもうもう出会えた
[00:34:16.599] ことが奇跡ってあの出会えたこそが奇跡
[00:34:20.040] って言ってあの全部そのまま買ってる値し
[00:34:24.240] てる間に買われちゃうこともあるからね
[00:34:27.690] [音楽]
[00:34:29.079] これギリギリ真帰れるか
[00:34:31.639] なマジよええなこのパーティースケルト
[00:34:34.839] 進化したなんでかて魔界に帰る使えるやつ
[00:34:38.000] いねえんだわっちパーティーだな早く早く
[00:34:42.520] 10時になれ夜のパーティーで行こう
[00:34:46.399] ぜあれお家どこだっけあっ
[00:34:50.270] [音楽]
[00:34:53.399] た今のうち買っとけよラストハルマゲドン
[00:34:56.320] 5000ぐらいで帰っから渉してるところ
[00:34:58.720] を横やりで買うのがメルカリの
[00:35:02.760] 醍醐なんかドヤ顔でふんたかだか数
[00:35:07.400] 100円も出せない雑魚がつって分かる
[00:35:10.800] いや分かりません
[00:35:13.470] [音楽]
[00:35:17.680] ふ
[00:35:19.280] あーま魔法打っとくか
[00:35:26.830] [音楽]
[00:35:29.760] いやもう毒やめて
[00:35:32.440] よまげ交渉したことないです
[00:35:36.700] [音楽]
[00:35:38.359] がまあねレトロゲーマーはやっぱこう物
[00:35:41.680] 買わなきゃなんないからねそこはもう
[00:35:43.880] やっぱお金かかる配信のなんて言うのかな
[00:35:46.800] 配信のさえっとなんていうのカテゴリの中
[00:35:49.880] でもお金かかる方だと思うよ特に
[00:35:52.079] リクエストなんかやってたらな我が魔族の
[00:36:00.800] 昨日体育で腕立てやら腹筋やらを実回に
[00:36:03.880] セットやって腕筋肉数になりました
[00:36:09.720] ん10回2
[00:36:11.880] セットちょっと待って
[00:36:14.119] えっとねこいつらってあれ何なんだっ
[00:36:18.860] [音楽]
[00:36:20.599] け防具ちょっと待ってあれこいつらって
[00:36:24.560] なんか運動不足俺もだよ俺も
[00:36:28.200] 装備ってどうしたっけあ何も装備してねえ
[00:36:31.920] んかあれこのパーティーで装備できんのっ
[00:36:34.680] て誰今年の夏もなんとかリレやんのなんと
[00:36:37.960] かリレはどうなんだろう
[00:36:40.359] ねなんとかリレどうなんだろうねリレは
[00:36:44.280] やらねどうなんだろそれ俺の主じゃねえ
[00:36:46.119] からわかんねえ
[00:36:47.359] わえ防具欲しいよねこのパーティーで防具
[00:36:53.000] が装備できるこれね全部これに書いてある
[00:36:54.839] んでえとねレイドリレやるんかなどう
[00:36:59.240] だろうね
[00:37:00.920] えーっとガーゴイルは装備できないうちで
[00:37:04.480] 装備できんなゴブリンとサイクロプスだけ
[00:37:07.960] だサイクロプスがジャイアントメール装備
[00:37:10.079] できるんだ
[00:37:11.560] けど作ってみますじゃあ全てはあの怠け者
[00:37:15.640] だけがそうだ
[00:37:18.640] [音楽]
[00:37:21.240] ねたけ3万
[00:37:24.359] かポイントで動させるやつてなくなったの
[00:37:28.440] ポイントでああだいぶ前になくなった
[00:37:32.800] ねうんいやあれもあれで良かったんだけど
[00:37:38.520] さあればっかやられてさゲーム全然でき
[00:37:41.560] なかった時あったからうぜえつってやた
[00:37:43.319] 買ったんだ大して辛くねえんだけどあれ5
[00:37:47.640] 回連続とかで出されてさゲームやりてえの
[00:37:49.680] に全然ゲームできなくて
[00:37:51.280] さうぜえつってやめた
[00:37:58.960] チャンネルポイントその辺がめんどくせえ
[00:38:00.520] よなその俺の意図反してやっぱね使う側の
[00:38:04.160] あれに任せるしかねえからさ
[00:38:06.560] ああそうなんだよそこは難しいとこだよな
[00:38:11.000] みんなは確かにそれ面白くて見たいん
[00:38:12.960] だろうけどなでも俺ゲームやりてんだよ
[00:38:14.800] うるせえつってさなる
[00:38:17.160] じゃんなるべくゲームの手が止まんない
[00:38:19.640] やつしかもう残ってねえんだよmとついで
[00:38:22.319] 強制的に腹筋使わされるシステム作って
[00:38:26.040] 程度のわからん人がま中にはいるからなあ
[00:38:29.960] な中にはいるんすよ程度の分からん人が
[00:38:35.400] なまあんなこと言ったらじゃあ最初から
[00:38:38.079] つくんじゃねえよって言われるまでなんで
[00:38:40.440] だからなくしちゃっ
[00:38:41.770] [音楽]
[00:38:53.040] たそれはそうそうなん
[00:38:57.390] [音楽]
[00:38:58.960] ちょっとこいつらお金貯めてちゃんとは
[00:39:02.160] 使うためにあるそうなんだよねよくよく
[00:39:05.319] 考えなきゃいけないね本当にこの辺
[00:39:08.880] はいやサンダーロー強くないすか
[00:39:12.280] サイクロプス先輩
[00:39:14.280] のサイクロプス先輩ポイズンがうざい
[00:39:18.760] ポイズンがほんまうざってんだよな
[00:39:26.330] [音楽]
[00:39:33.319] あれ毒消しの持ってないんだっ
[00:39:36.400] けああ魔に帰るやっちゃった間違え
[00:39:40.480] たこれやると強制的にこう戻っちゃうんだ
[00:39:44.000] 便利なんだけど間違えてやると戻りますか
[00:39:46.520] はいつけてほしいなの代表た戻りますか
[00:39:50.599] はいつけてほしいなすげえ喉かく今
