[00:00:10.480] D
[00:32:08.799] もしかしてガさんロータス橋トータス松本
[00:32:11.799] と一緒なんだよなえあそこの時計によると
[00:32:13.600] まだ3時前だ
[00:32:15.799] ねいつ見てもちっちゃい図書館入れんの
[00:32:19.279] これえ入れねえじゃん何これ
[00:32:22.190] [音楽]
[00:32:24.639] ボは好きキラしてないかい何の好き嫌い
[00:32:28.880] 食べ物の好き嫌いはあ結構ある人間の
[00:32:31.960] 好き嫌いもたくさんあります君に嫌がらぬ
[00:32:34.559] 本当にやめ本当に君
[00:32:37.600] は本当に君はえー野菜嫌い好きなものない
[00:32:42.600] そ好きキラーしてるとが出るから199が
[00:32:48.880] いやこれえ違うでしょこれなんかえ何年
[00:32:53.120] だろうね1999年これ舞台がたまたま
[00:32:57.120] あれなだけだな期だからわんさん期だから
[00:33:02.039] そうだね多分ねで多分大人河川敷行きます
[00:33:06.399] 何もねええ何もねえ
[00:33:08.679] じゃん何すりゃいいの
[00:33:11.880] これこんちは何お前わちゃガメさん
[00:33:16.639] なるほどあいてなんか神社に誰かいる
[00:33:22.679] ねこれ何こんにちはこんにちは何も言って
[00:33:27.480] くんねピンクダーク01さんあクさん
[00:33:29.840] こんばんはこんばんはどうこれ
[00:33:31.880] 懐かしいこれすごいぜ合成音声ちょっと
[00:33:35.919] どこ何やればいいも早速詰まっている何を
[00:33:38.519] すればいいのか全くわかいて何をやれば
[00:33:40.919] いいかまたこ行くかあこもイベント起き
[00:33:44.360] ねええ何すんだこれもう積ん
[00:33:47.200] だ綺麗なお姉さんだなこの人テレビで見た
[00:33:50.240] ことあるぞでもかみお姉ちゃんの方が綺麗
[00:33:52.000] かなピンクダーク01さん兄貴が全キャラ
[00:33:55.840] あマジマジで
[00:34:00.080] どうすんのこれどこ行きいいんだろうマジ
[00:34:01.919] でわかんない家帰ろっかいやなんかこいつ
[00:34:04.720] んち行こうぜひりちゃんちどこ行くのひり
[00:34:08.000] ちゃん行こうよわさんずっと探索してる俺
[00:34:12.159] の知ってるメもじゃねえなこれなあ犬いる
[00:34:14.480] 犬ともちょっと絡んでみるか犬がいる
[00:34:17.919] 大人しい犬だなえ何すればいい
[00:34:23.839] かえてこれだけまか
[00:34:29.280] あイベント何も起こらずにさ夕方になっ
[00:34:33.320] ちゃうのビルさん光と一緒に移動しなきゃ
[00:34:36.720] 別の女の子とイベントがあったようなる
[00:34:39.440] そうことえどういうこと光とこの子と一緒
[00:34:42.520] に行かないパターンあるの前にお父さんが
[00:34:45.599] ここはお父さんのいいの場場所だ僕も入り
[00:34:48.560] たいいこいの場ってなんだろ何ここわわ
[00:34:50.760] ガメさんときめきレ
[00:34:53.639] リアルときめきゼロリアルだねあなんだこ
[00:34:57.320] こいつ
[00:34:58.160] あお姉ちゃんかあ迎えに来たんだ
[00:35:00.520] めちゃくちゃ毎晩毎晩街中走り回って迎え
[00:35:03.760] に行くんだこえあかお姉ちゃんこんな時間
[00:35:07.119] になっちゃっておばさんしてるわよいつ
[00:35:10.160] まで続けんだよ
[00:35:14.359] これこの年期のイベントこれなんだはい
[00:35:18.880] にこさん朝一緒に遊ぼうって言ってました
[00:35:21.960] そこで断のかさんマジで緑の頭見ると
[00:35:24.960] ストーカー前回のな前回のな早く寝るのよ
[00:35:28.800] はいバイバイじゃちょっと1人で遊ぶって
[00:35:31.119] やってみよっか1人で遊ぶってやって
[00:35:33.119] みよっ
[00:35:34.280] かれんちゃんすごくないいいだろお前
[00:35:38.920] らきっとレ以外の名前だとこうはならない
[00:35:41.800] ぞ1人で遊びますごめん
[00:35:43.960] ね可愛いめちゃくちゃ可愛いなんだ
[00:35:48.960] これ
[00:35:53.400] 可愛い好きな子に意地悪したくなる理由が
[00:35:57.240] さん爆弾はぜねえかなまだまだ早えだろあ
[00:36:01.599] これで他の女の子に会うとなんかイベント
[00:36:03.880] があるんだなんでこいついちいちこけん
[00:36:07.680] だあほらいるいるいるこの子なんかあんの
[00:36:10.599] かなちげえあれババなっちた見てると若い
[00:36:16.599] ここに女の子いたはずなんだ
[00:36:17.810] [音楽]
[00:36:19.599] けど1日でめちゃくちゃ取ったかもしん
[00:36:25.000] ないえ
[00:36:27.720] はいにこさんバー様と
[00:36:30.839] フラグときめけかなあいたいたたた一緒に
[00:36:35.440] 遊ぼうごめんねえも
[00:36:39.480] け
[00:36:41.440] くそ口悪この
[00:36:43.880] 子あこいたいたたた待っ
[00:36:48.359] て追いつけるんだよこれ追いつくの大変わ
[00:36:52.800] わガメさんばあさんにとくゲームにゃ
[00:36:56.720] こんにちはえ何もイベントないじゃんさん
[00:37:00.040] URL
[00:37:03.880] 省略んだよそのッもうタイトルから
[00:37:07.960] タイトルからしても不穏なんだけど1回
[00:37:09.720] 見せてこれ
[00:37:14.800] 何おいこれは見せないでくれよおい俺が
[00:37:19.280] こんななこと最低遊びしてることをみなに
[00:37:23.040] ばらさないでくれよ
[00:37:30.359] 最低
[00:37:31.680] すぎるこれね合成音声作れるんだけど
[00:37:36.119] ごめん1回だけやりたくなっちゃった
[00:37:42.280] これ変な扱きたおい暴露すんなよ昨日の
[00:37:47.280] 夜中こうやって遊んで
[00:37:50.180] [音楽]
[00:37:52.280] たってそして誰も誰も笑わないの何本にい
[00:37:57.040] てんじゃ
[00:38:00.720] なんかカメラも切れたなんかカメラも切れ
[00:38:03.720] たし
[00:38:08.160] さんさん
[00:38:10.720] こんばんは
[00:38:12.720] 消誰もが1回はやるからだよなだよな1回
[00:38:17.599] はやるよねんまこれがだよ
[00:38:21.050] [笑い]
[00:38:26.440] ねメモ2を今日からやりますよ神ゲーを
[00:38:32.240] ねよしやってきましょうな女の子の
[00:38:35.960] イベントないじゃんねあ公園に行くあの
[00:38:40.040] 子ついてこうもぎさんこんなもんだよね
[00:38:43.920] 邪魔
[00:38:45.480] なんてああこいつバカだめちゃくちゃ
[00:38:49.079] 可愛い何この子
[00:38:51.920] はわさんこんなもんだよ邪
[00:38:56.440] なん私これ持ってますもちろんクリアし
[00:38:59.920] ましたわちゃガメさん可いそうなだお花
[00:39:03.079] さん植えるんだって一緒にやるもぎさん
[00:39:06.680] 可いすかいすぎないこの子えうわもぎさん
[00:39:11.520] 1番
[00:39:12.680] プスさんこにゃにゃこにゃにゃっちが出て
[00:39:15.640] ましたMDXさん最高のゲーム
[00:39:19.599] です最高のゲームわたるんさんこれで綺麗
[00:39:24.599] なお花さんがたくさんたくさん咲くわ
[00:39:28.760] 可愛いわたるんさん
[00:39:31.359] こにゃだよさん誰を狙うかと考えてるも
[00:39:35.560] まあ今んとこメインヒロイン行こうかなっ
[00:39:37.440] て思ってんだよねアペンドディスク持って
[00:39:39.119] ないからあの合成音声が合成音声が作れん
[00:39:42.920] のがメインヒロインとなんか幼の先生だけ
[00:39:45.760] なんだよねでもし1周やってもうどうして
[00:39:48.800] も行きたい子いったらもうアペンド
[00:39:50.040] ディスク買いますアペンドディスクって
[00:39:51.400] いうのはその合成音声を作るための
[00:39:53.720] ディスク拡張ディスクが別売りなのよで
[00:39:56.000] それすげえレアで3枚あるんだけど3枚
[00:39:58.359] セットで5000円すんのねゲーム本編
[00:40:01.480] 1400円なのにだ買うかすげえ迷ってん
[00:40:03.960] だよ何お茶けお茶け夏なんかこれカエルだ
[00:40:08.640] ねたっ笑笑のださ緑のだあ緑の3人だけの
[00:40:15.000] 秘密ムドクスプスさんゲームに夢中人
[00:40:17.920] ゲームに夢中です私とあなたとろちゃん
[00:40:21.960] ひろちゃん他の誰にも話しちゃだめ絶対だ
[00:40:26.880] よ約束ですよくそ可愛い何この子うん約束
[00:40:31.400] するじゃあまたねくそ可愛いなんだこの子
[00:40:35.160] はバイバイあだこういう時こういう風に年
[00:40:39.359] 期の時にイベント女の子との面識を作って
[00:40:42.160] おく馴染みの
[00:40:44.240] お姉さん悪魔みたいそうなん
[00:40:47.800] だちょっとメイン
[00:40:51.359] ヒロインも高校生になったら1番危ない
[00:40:53.680] やつじゃねえかよ1番危ねえやつじゃねえ
[00:40:55.800] かよ
[00:40:57.839] なんか原宿とかでバカでけえバカでけえ
[00:41:00.680] あの綿食ってそう虹色のクソまずそうな
[00:41:03.770] [笑い]
[00:41:05.359] やつクソでけえこんな綿あんじゃんぶわー
[00:41:08.720] みたいなあれ食ってるやつ全員ばっかあ
[00:41:11.720] すいません嘘です言い過ぎました今のは
[00:41:13.280] すいませんバカじゃないですえ3さんス
[00:41:17.680] くらいでピ系なりそう何sjkってsjk
[00:41:20.800] って何わんさんいや高校だとになっ
[00:41:24.280] てるよもううちの視聴者は本当心が汚れ
[00:41:26.760] てるんだよメモカ500円で買えました
[00:41:28.839] 500円
[00:41:30.800] でピーマン大好きこんなことどうでもいい
[00:41:34.720] んだけど女の子どこにいるあと女の子の
[00:41:37.319] イベントこなさないとさんセカンド
[00:41:40.400] 女子ことそういうことねsjkって言んだ
[00:41:45.240] ええJK2とかじゃないJK1とかなんか
[00:41:52.359] いてヤンキー
[00:41:55.100] [音楽]
[00:41:56.240] はん生が年
[00:42:02.240] さん今そうやって言うんだ知ら
[00:42:06.640] ねえsjkつんのねちょっと何これもさん
[00:42:11.760] おっ
[00:42:14.119] さん俺もおっさんになっちたらわかんねえ
[00:42:16.720] や言葉遣いが江戸さんこんばんはえちゃん
[00:42:20.200] こんばんはさんルジは俺らが高校の時から
[00:42:24.280] あほんとJK1JK2みたいな感じで言っ
[00:42:26.520] てなかったっけ
[00:42:28.160] 今日
[00:42:29.079] からときめきメモリアルおいなんだよお
[00:42:32.960] 祭り
[00:42:34.760] 行くお祭り行く早く行こうくそ可愛いこの
[00:42:39.280] 日下光とかいう
[00:42:41.820] [音楽]
[00:42:47.200] やつさだそのスーパーのカウントの仕方
[00:42:57.680] ワツとあれじゃんね賑やかだねどこから
[00:42:59.680] 行こうかあれ光りちゃんねえねえほら綺麗
[00:43:02.760] なのが
[00:43:03.760] いっぱいなんですかこんなもう思い出
[00:43:06.480] いっぱい作っちゃっていいのはくそ可愛い
[00:43:10.839] もうグラフィックが向上しすぎでしょ何見
[00:43:13.240] てるのこれれ可愛いもう買ってあげちゃう
[00:43:16.760] おじちゃんがおじちゃんがさその野ご買っ
[00:43:19.520] てあげちゃう今だよさんになるとロング
[00:43:23.119] ヘア確定笑うえよし僕が買ってあげる
[00:43:28.520] でも大丈夫だよちゃんとお小遣い持ってき
[00:43:31.359] たから
[00:43:33.300] [音楽]
[00:43:34.880] アルティそってる
[00:43:37.430] [笑い]
[00:43:40.119] 極意やだな女子高生の磨って
[00:43:45.599] の残りちょっとになっちゃっ
[00:43:48.760] たマジででもってじゃやらんの犯罪にえて
[00:43:57.200] だけだ
[00:43:58.040] からうん謝んなくていいよだって欲しかっ
[00:44:00.640] たんだろさん犯罪者
[00:44:04.520] ですこれ絶対さ高校生になっても
[00:44:09.880] さ眉なしはやだな
[00:44:13.240] [笑い]
[00:44:15.319] 可愛いねおじちゃん可愛いねおじちゃん
[00:44:19.520] 可愛い子だ
[00:44:22.680] ね絶対さね覚えてる
[00:44:27.640] れんちゃん買ってくれたよねみたい
[00:44:30.240] なもう1人で遊びますでも1人で遊びます
