[00:00:18.600] D
[00:29:44.080] めっちゃあんじゃんこいつバイブスだけは
[00:29:46.360] あるなバイブスだけは高い
[00:29:49.919] です当たり判定わわからん当たってんの
[00:29:55.360] かこんだろねんだろね武器なのか本にでも
[00:29:59.600] ハートだからね武器の仕様っていつも関係
[00:30:02.480] なさそうなんだ
[00:30:03.760] けど敵の体力だとしたらやばいよね全然
[00:30:06.760] 減らね女の子やろあそういうことゲージの
[00:30:10.120] 意味がわかん
[00:30:11.880] ねえあ倒したあなん
[00:30:16.640] これ
[00:30:18.200] なんかなんかも
[00:30:20.799] セーブしよっかなんかなんかなはなかった
[00:30:26.200] な笑笑なんか
[00:30:31.799] なんかまいっかあでも武器手に入った
[00:30:35.919] バーニングゲージと言って発動させると
[00:30:38.840] ゲージが続いている間は攻撃力アップと
[00:30:41.960] 完全無敵となるバーサ何それどういうど
[00:30:45.000] いうこと下のBはバーニングゲージと言っ
[00:30:47.679] て発動させるとゲージが続いてる間は攻撃
[00:30:50.279] 力アップとなるバーサ完全無敵はめっちゃ
[00:30:53.880] 強えじゃん
[00:30:55.279] 一瞬何れ絶絶対
[00:30:58.600] 絶対動見てるもんお前の方から来
[00:31:02.960] たて地味に倒してしまって周りの下がりが
[00:31:06.840] 気になって一瞬同しました
[00:31:09.840] ねなんだったなのデビルモードみたいなあ
[00:31:14.799] そういう
[00:31:16.399] こと一定時間無敵なんだえめっちゃ強く
[00:31:19.320] ないそれ自分のタイミングの発動この
[00:31:21.480] テレサスタイルテレサ
[00:31:24.300] [音楽]
[00:31:26.080] スタイルあ出たお前まだ元気
[00:31:31.039] かなんかなんかちょっと
[00:31:36.039] なお疲れはいじちゃんお疲れじちゃんお
[00:31:39.559] 疲れちゃんドラキュラやってるというに
[00:31:42.240] 使う完全最強モあそうなんだじゃあボスの
[00:31:45.720] 時に使えばいいんじゃない
[00:31:48.080] のなんだよなんだよあ何何何あこれあこれ
[00:31:54.840] 買ったあなんかTwitterで見て
[00:31:56.679] めっちゃ良さそうだ買ったそチマゲーって
[00:31:59.960] 何なのその特殊特殊な略し方これめっちゃ
[00:32:02.760] 良くない球体ディスプレイ買ったんだよね
[00:32:04.880] 球体ディスプレイ今やってる画面がリアル
[00:32:07.799] タイムでそっちに映っ
[00:32:10.120] てるかっけかっこいいよ
[00:32:14.039] ね何も特にいいもんなしこれさ武器はこの
[00:32:18.080] トルネードみたいのはどうやって使うの
[00:32:19.519] こうか
[00:32:22.679] ええ今のがバーニングモード違うよね今の
[00:32:26.840] がバーニングモード中でちゃまゲート呼ぶ
[00:32:29.080] のゆ言って
[00:32:30.799] ますボテちゃんしかいないよボテちゃん
[00:32:34.200] しかいないそだけ仲間はれにされた無の
[00:32:37.000] 気持ち本当だよ考えたことあんの無の
[00:32:40.240] 気持ちなあ考えたことあんのかよ1
[00:32:43.679] ステージ中1回しか使えないので最後そう
[00:32:47.039] なんだえどうやって使うのどうやって使う
[00:32:49.360] のボタンセレクトとかかまだなんだお前
[00:32:52.480] 今日はちゃまゲーにレイドするわちゃま
[00:32:54.880] ゲーにそ言ってんの
[00:32:58.240] そうやって言ってん
[00:32:59.559] のありがてえなんだ明日の12時からか俺
[00:33:03.200] 今日もう夜今日の夜からやんのかなと思っ
[00:33:05.240] てさ笑そうやって思ってボテちゃんにレド
[00:33:07.919] しようと思ってたんだけどいいやすいん
[00:33:09.360] です
[00:33:13.440] よ明日の夜俺も配信するから
[00:33:17.840] ちょっとグさんこんばんは
[00:33:22.600] コンコン久しぶりに聞いたわその挨拶コン
[00:33:27.080] [音楽]
[00:33:28.880] 当たんないのこれえ地味に当たってない
[00:33:31.360] 今日はねドラキュラをやってます
[00:33:33.559] よなんかBGMいいなBGMはいいよな
[00:33:37.480] 毎回毎回一ち前だよないてこれドラキュラ
[00:33:40.720] の続編そうこれドラキュラドラキュラの
[00:33:43.000] 続編だねそうそうそうガちゃんも
[00:33:45.000] こんばんはガガさんこんばんは警戒
[00:33:48.960] すてあの猫ぜ一体何なんだあれかなんか他
[00:33:52.840] のシリーズにったあのセ男かセ男だいぶ性
[00:33:56.200] 高くなったなあいつ
[00:33:58.320] 他にも他のシリーズにも毎回いるんだよね
[00:34:00.279] あの超飛び跳ねるやつ動き変わってるけど
[00:34:03.360] 服のは出てないかFC版の
[00:34:07.200] 2土曜日に体仲間になるのかえなんかも3
[00:34:11.200] 体ぐらい仲間になっちゃうんじゃねえかな
[00:34:12.639] と思うけどね同時押しで発動えABボタン
[00:34:16.000] 同時押し間違ってやっちゃうよそんなの1
[00:34:19.520] 回しかけないでしょボスまで取っといたが
[00:34:21.440] いいでしょ正解し
[00:34:23.280] たげ何くれ
[00:34:26.720] て何くれるんだろう何くれん
[00:34:30.159] [音楽]
[00:34:39.200] の3体だな3
[00:34:41.960] 体多分5体は無理だと思うんだけどあげ
[00:34:46.119] ますシーマンのさえそれ何全部ついてる
[00:34:49.280] やつ全部ついてるあのマイクとか全部つい
[00:34:52.800] てる遊べるちゃんと
[00:34:54.989] [音楽]
[00:34:59.160] マイクとか全部ついてるついてるやつです
[00:35:01.560] あマジでえ普通に欲しい普通に欲しい神ゲ
[00:35:05.480] めんどくせえんだよなああいうさ付属品が
[00:35:07.520] 多いゲームってさカピで揃えなきゃいけ
[00:35:09.440] ねえじゃんあデカボイスの時もそうだった
[00:35:13.160] くり返しあいいやボちゃんいいゲーム
[00:35:15.680] あげるよいいゲームあげるマインドシー
[00:35:17.640] カーっていうマジでファミコンで1番
[00:35:20.000] 面白いゲームあげるあれ本当もう最高笑笑
[00:35:23.800] いやマジであげるマジでマジであげるただ
[00:35:26.079] だ本当いらないいらなくないんだいやあげ
[00:35:28.040] たくないなあげたくない神ゲーだからで
[00:35:31.359] ゴミゴミじゃねえよふざけんなよあれ神
[00:35:34.720] ゲーだからなやれよ絶てなんならいい
[00:35:38.880] じゃんなんかドラクエやめて明日から3
[00:35:41.720] 日間やりねよあれそを倒すとソウル
[00:35:45.440] ウェポンさっきの弾が手に入りセレクト
[00:35:48.720] ボタンを押すことで鞭とえて使用無とも
[00:35:51.640] えるもハートを消費マインドシーカ軽く
[00:35:54.480] レアついてるよアメリカはえレアついてん
[00:35:57.440] の邪魔ゲームおはようおはよう何アメリカ
[00:36:01.800] じゃねえよがっつり栃木県民だけど俺え
[00:36:04.240] アメリカに住んでると思っちゃったあ
[00:36:05.760] 分かるでもいでたちがないでたちがなんか
[00:36:08.359] あれだろアメリカぽいアメリカっぽいもん
[00:36:11.400] ね俺ってなんかやっぱ分かるわかるあこの
[00:36:14.160] 人アメリカ人なのかなたかマジであんな
[00:36:17.200] ゴミが50円でもいらないんだけどピザ
[00:36:19.760] 食ってそうだ
[00:36:21.480] もん笑いながら食ってそう
[00:36:24.880] だろあのなんかあのこういうさドーナツ
[00:36:29.359] いっぱい入ったあのバケツみての持って
[00:36:32.079] Netflix見てそう
[00:36:33.920] でしょて言いながらアイブ全部見たけれ何
[00:36:37.760] が面白かったゲームについてれるよりもれ
[00:36:41.640] ていただけなのに呼び捨てされただけ
[00:36:44.800] 呼び捨て
[00:36:46.079] 読のれあれエスパきよたな一番最初にや
[00:36:50.280] 橋元って言ってなんでてに読み捨てされ
[00:36:52.040] なきゃいけん
[00:36:53.839] だあれ失礼だろ社会人としなってねだろだ
[00:36:57.720] ぞ笑笑エスパー使えたらエスパー使えたら
[00:37:01.079] そんな偉いんかなエスパー使えたらそんな
[00:37:03.640] 偉いんですかなんであいつに俺あの初対面
[00:37:07.319] の男にやあ橋本なんて言われなきゃいけ
[00:37:09.800] ないんだよてめえから名乗れバカたれがと
[00:37:12.280] 思って誰だエスパー気切れるんだなって
[00:37:14.800] 思ったしっかり切れるわそこはそこは
[00:37:18.119] しっかり怒っ
[00:37:19.560] たしんどかったあれなんかあのなんかさ
[00:37:24.640] 内容あんなあんなあんなんじゃんあんな
[00:37:26.520] ゲームじゃんだからなんか面白く絶対
[00:37:29.960] シーマン配信あってると思うのにないや
[00:37:32.599] シーマンだからやりたいんだけどさそう
[00:37:34.240] 全部揃ってんの探すのかだるくてやって
[00:37:37.119] ないんだよ探してないんだよえそれ何の
[00:37:38.960] ゲームプレステ2何番なんかもうもらう気
[00:37:42.400] でいるなんかもうなんかもうもらう気で
[00:37:45.560] いる
[00:37:46.880] けどちなみに何番あプレステ2番いい
[00:37:50.319] じゃん1番やりやすいやつじゃんももあれ
[00:37:52.960] ねドリキャスでしょドリキャスも一応持っ
[00:37:55.000] てるけど
[00:37:57.839] 1番ありがたいありがたいねとかももう気
[00:38:01.400] でえこれどうやって行くのえこれ行けんの
[00:38:04.359] 行けないじゃん何これめっちゃダメージ
[00:38:06.160] 来る
[00:38:07.119] し何これわしかも時間いじったら2日3日
[00:38:11.319] でクリアするから時間何それ時間をいじ
[00:38:14.000] るっていう概念
[00:38:16.359] 休みだっあどうしたのブラさんも
[00:38:20.680] 技術なかったいうもあり評
[00:38:25.840] [音楽]
[00:38:27.880] プレステをもう読むの疲れたこのゲーム
[00:38:31.160] 当時のコミの分社化時代でありあまり技術
[00:38:34.240] 力のなかったKC名古屋作あ違うのアモア
[00:38:37.359] 配信見ました見んね見んじゃねえよ見ん
[00:38:41.440] じゃ
[00:38:42.839] ねえやめてちょじゃでした言うな言うな
[00:38:47.280] もう何も言うなめ口
[00:38:50.480] を笑笑慎め口をおい慎みなさい
[00:38:57.720] それ
[00:38:59.920] 口それ以上口を開くんじゃ
[00:39:02.450] [音楽]
[00:39:04.000] ね静ないや
[00:39:06.800] もうでもない
[00:39:10.400] よっあ初見の初見の人のあの精一杯の
[00:39:14.200] なんか精一杯のョ俺拾えなかった
[00:39:19.200] 突で作ったクソゲや
[00:39:25.160] でいいルル教えてい教えてえこれこっち
[00:39:28.680] 行けないんけ何のため倒したんだ俺え何の
[00:39:30.960] ために倒したの俺これはなんだこれひめ
[00:39:34.280] ちゃんこんばんは今日やってるよこれ監視
[00:39:36.880] カメラ見るの
[00:39:37.640] [音楽]
[00:39:39.680] 禁止が名古屋が作ったのは悪い冗談と言わ
[00:39:43.640] れるくらいの完成度の高さですシマン時間
[00:39:47.160] いじるとリセットさ
[00:39:48.839] にカメラ
[00:39:56.319] ロジックげなくなってるねあのあのボスを
[00:39:58.800] 倒すとなくなるあれになってたんだね多分
