[00:00:00.280] 詳しい
[00:43:39.960] 進んで
[00:43:42.040] [音楽]
[00:43:46.559] ね
[00:43:49.359] 佐々それは無理だろモスのって何モスのっ
[00:43:53.640] て何俺の知らねポケモンやめてくれ
[00:43:58.240] もう終わるよすごく
[00:44:01.280] ないうんこれどこだろう
[00:44:05.000] な大島先生こと
[00:44:10.680] 大田これ
[00:44:21.680] 大田いやむずどれだ
[00:44:24.880] これどこだこれ
[00:44:29.839] 登り
[00:44:31.800] 別登り別といえばクマ僕応しないの素敵
[00:44:37.559] 最後にうっすらぬんぬんぬん言ってますね
[00:44:40.319] そうそうそうそれがそれもモノマネ
[00:44:42.680] ポイントだろこれうめえ
[00:44:48.280] だろ答えわかんないから笑笑
[00:44:51.880] YouTubeで調べてくれマジこれ
[00:44:53.440] じゃあさ誰かさあれ作ってくれよ比較動画
[00:44:56.400] 第2弾
[00:44:57.920] 比較動画第2弾作って
[00:45:00.359] くれえこれ
[00:45:03.240] どこ指導なんだろうけどわかんねえ
[00:45:07.480] なパズルは置いといてハンバーグの作り方
[00:45:11.079] 教えてよ
[00:45:12.880] 笑知らねえの美味しいハンバーグの作り方
[00:45:16.240] おめえらまさかまさか知らねえの俺知っ
[00:45:20.040] てるんだけど知りたいえこれどこだろう
[00:45:23.160] わかんないなこの配信長すぎてドルできる
[00:45:26.559] かかん
[00:45:28.160] ない画面録画して画面
[00:45:31.359] 録画めんどくせえからやんなくていいけど
[00:45:33.520] さパソコンあったら作るけどないんよな高
[00:45:37.359] いいよ作ん大丈夫丈大変だ
[00:45:40.079] からあ分かったここ
[00:45:44.040] だここ
[00:45:46.079] でしょ違う今の時間とさっきはえりかさん
[00:45:49.680] か誰かがクリップしてた気がする高いたな
[00:45:53.200] 今一瞬高明通ったね今の
[00:46:05.520] あオッケーオッケー
[00:46:08.559] オッケーこれはどこ
[00:46:12.680] だ
[00:46:15.200] ええまだ手だと思うんだよ
[00:46:21.319] ね私クリップしたのはおジルマシリーズ
[00:46:24.839] ですね
[00:46:27.160] ここ
[00:46:28.000] だおいいじゃんとりあえず指導あまだ
[00:46:32.559] いっぱいあるわ指導指導めっちゃめんど
[00:46:35.160] くせえシドくそクソあるパーツがってきた
[00:46:39.000] 笑そっち
[00:46:46.040] か
[00:46:48.000] うん全然ひってねえよクリアまでやるよ
[00:46:51.300] [音楽]
[00:46:54.319] これどこだろうこれ
[00:47:03.440] 7
[00:47:05.920] うん
[00:47:10.250] [音楽]
[00:47:13.400] ルちょっと後でクリップ作っとき
[00:47:16.960] ますありがとうまあ大変だったらメに無理
[00:47:21.640] せずあここだ
[00:47:24.160] ないや
[00:47:27.119] と一気に埋まるねね本当だねただ
[00:47:30.359] めちゃくちゃ
[00:47:31.960] 多めっちゃ多いよあ
[00:47:34.950] [音楽]
[00:47:50.200] ロナンバリングを答えるモンスターとなっ
[00:47:53.079] てしまったニコ
[00:47:55.839] がBGMのナンバリングを答える
[00:47:58.280] モンスターになっちゃっ
[00:47:59.800] たオルゴでミーラと顔のやつくっつかない
[00:48:03.960] 羽と股間あたりお2つ顔のやつくっつか
[00:48:07.440] ないうんこれで
[00:48:10.559] ねオルゴとくっつくかこれいやくっつく
[00:48:15.950] [音楽]
[00:48:19.119] かちゃんとみんな寝てる時歌わずにしてた
[00:48:22.640] よねいやくっつかねえよ思ったとこに
[00:48:26.200] アロンフアで貼ればいいよ笑曲ちょうだい
[00:48:31.240] くっつかないな
[00:48:33.880] まだ結構できてきたねね結構できてきた
[00:48:42.040] でしょどこ
[00:48:44.160] これ7
[00:48:46.800] 待ち
[00:48:53.920] ふーエロいあえらいじゃあ僕仕事行って
[00:48:58.680] くるから頑張れ
[00:49:00.120] [音楽]
[00:49:05.319] よ行ってらっぽし5ガ行ってらっぽし5
[00:49:12.450] [音楽]
[00:49:15.480] がここなんだよなわかんねえの
[00:49:18.530] [音楽]
[00:49:20.160] が多分ねここだと思うんだ
[00:49:23.760] けどびっくらポンみたい
[00:49:28.280] あそうだはまった距離的には余裕で
[00:49:30.720] くっつきそうなのに
[00:49:32.450] [音楽]
[00:49:34.319] なまだパーツが足りてないねパーツ
[00:49:38.480] が5回仕事行ったらガチャ引ける
[00:49:41.460] [音楽]
[00:49:43.760] ようんまだパーツ足りてねえ
[00:49:47.839] わ多分ねこれがじゃあこの翼の
[00:49:58.839] いいなそのガチャ5錬金だから引ける
[00:50:13.960] じゃんあごめんくっつく
[00:50:16.880] わマジかくっつくわ
[00:50:20.240] これマジかよ唇と角先がほぼ同じ位置に
[00:50:24.240] あって両方できてるからつきます
[00:50:29.599] ね衝撃の
[00:50:35.359] 事実やったね無料100連ガチャで美人
[00:50:39.920] 秘書ゲット特きこりの切り株でったらやっ
[00:50:45.920] [音楽]
[00:50:48.240] てる
[00:50:50.760] うおあらもう完成マジかと言っても過言で
[00:50:55.400] はないでしょこれ
[00:51:01.640] 持ちみんな勝手にボケてくれて助かるあ俺
[00:51:05.200] 全然今日コメント拾ってねのにおら
[00:51:07.440] ベラベラベラベラ喋ってくれて楽でいいわ
[00:51:09.480] もう完が見えます
[00:51:12.440] ね全然コメント拾ってねえのにさおら
[00:51:15.280] ギギギ言ってくから楽で助かる
[00:51:18.200] わギャギャギャ言ってくから楽で助かる
[00:51:21.799] 笑笑
[00:51:24.640] あれコメン
[00:51:28.200] 下向いてるから向くんでねモンスターが
[00:51:31.359] モンスター飲んでるよ笑笑誰がモンスター
[00:51:34.440] や
[00:51:38.650] [音楽]
[00:51:41.760] うるせえ確かにジマゲー許せねえよ
[00:51:46.119] 笑おめえらギャギャギギ行ってっかな
[00:51:48.680] なんかなああよう喋るわこいつらと思って
[00:51:51.040] クリスマスモンスターがモンスターのみ
[00:51:52.960] ながらモンスターのパズルしてる
[00:52:01.240] ドラゴン行きたいけど
[00:52:04.680] ねまちょっとざたなところちょっと攻めて
[00:52:07.799] こっ
[00:52:13.359] かモンスターがモンスターのみながら
[00:52:16.400] モンスターのパズルしてるところにBGM
[00:52:19.040] のナンバリング答えるモンスターいるこの
[00:52:22.319] 辺は埋めてきたいねこのちょっと開いてる
[00:52:24.280] ところ
[00:52:27.040] そうれとこきっちり埋めていきたい地味な
[00:52:30.400] 配信しとる
[00:52:32.680] のいいんだよ地味な配信だっっていいじゃ
[00:52:35.720] ねえかよだギャーギャーギャーギャー言う
[00:52:39.040] だけがチマゲームじゃねえんだよこれも
[00:52:41.760] チマゲームな
[00:52:45.400] わけきっちり埋めないと完成せから
[00:52:50.240] ねエロエロBGMだエロBGMかっこいい
[00:52:55.319] 風に言いやがって
[00:52:57.119] 笑かっこいい風じゃないかっけん
[00:53:00.160] だたまにはないいよなこういう配信も
[00:53:04.400] なおフォロ
[00:53:07.040] ざすモンスターがモンスターのみながら
[00:53:10.040] モンスターのパズルしながらリスナーに
[00:53:12.400] モンク言いながらモンスターの口は動く
[00:53:15.040] ラッパーがいる
[00:53:16.839] なラッパーがいるんだ
[00:53:19.710] [音楽]
[00:53:21.599] がこれどこだろうスライムの頭だね
[00:53:28.640] あディスサロの横ねオッケーえここ
[00:53:31.599] スライム来んのかよ
[00:53:34.240] え何匹スライムいるの
[00:53:38.880] これこの辺どこでイ踏んでるん笑笑結構
[00:53:43.359] スライム散らばってるのよねそうスライム
[00:53:45.880] がいっぱいいるんだよこれネルーのブルー
[00:53:48.440] バードを歌うならTwitterで
[00:53:50.480] フォローし
[00:53:53.359] ますはスライムドラクエ
[00:54:01.319] ルートのブルーバードドって
[00:54:03.380] [音楽]
[00:54:11.079] 何ここ
[00:54:14.119] かちょっとこの
[00:54:16.400] ちょっと隙間埋め
[00:54:20.540] [音楽]
[00:54:24.559] てこうもうで真ん中のピサロかけなね
[00:54:29.640] めちゃくちゃかっこいい
[00:54:34.480] ねこのBGMエロくて
[00:54:37.720] 好きエロくて好きなんだよ俺このBGM
[00:54:40.559] 今日モンスター飲んでるモンスターパズル
[00:54:43.040] の調子はどうすかできねえ豚はただの豚
[00:54:46.960] さろいい
[00:54:49.000] な何がや1個はまりそうなと見つけたどこ
[00:54:55.480] よえよ
[00:54:58.920] よヘイえい
[00:55:05.400] えいちょっと
[00:55:09.540] [音楽]
[00:55:15.760] ねこの辺とかも行けていいと思うんだよ
[00:55:19.799] ねこの辺とかもこの辺じゃないのかな今の
[00:55:24.280] 衛絶対ムトンでしょ
[00:55:28.039] すげえ分かった
[00:55:33.240] ムートンムートンなすげえ伝わるんだあ
[00:55:38.359] ムートンだよムートン好きなんだよ俺ムー
[00:55:40.280] ちゃんかっこいい
[00:55:42.500] [音楽]
[00:55:44.160] リリリリリリリリねえ時あるけどなあいつ
[00:55:51.480] な
[00:55:53.160] えっとこれどこれこれみんなこれこれ
[00:56:01.559] どこムートン地元のスターだぜへえ地元
[00:56:05.880] 一緒なんだどこだっけ
[00:56:07.559] あれこれどここれなんか多分モンスターの
[00:56:11.319] ケツだよね多分スライム系のモンスターの
[00:56:13.280] ケツだと思うんだけど見てくるどこだろう
[00:56:23.160] これ福島の白しだよ真ん中の竜の羽の上側
[00:56:28.160] かと真ん中の竜の上ああ真ん中あこれ竜王
[00:56:32.799] かこれ竜王のパーツだじゃあだめだ竜王の
[00:56:35.920] パズま
[00:56:37.680] 背景竜王
[00:56:41.319] か
[00:56:43.400] [音楽]
[00:56:48.359] リリリこれまたメタッピーだ
[00:56:54.599] ねたまにタイムでトラ食堂行ってるでしょ
[00:56:58.960] ムートンあわかんねえそんなこと言っ
[00:57:03.160] てるニコ全然見つけらんねえじゃんかよ
[00:57:07.039] おい全然見つけらんねえじゃねえか
[00:57:15.360] [音楽]
[00:57:17.319] よあれどこだろう
[00:57:20.280] ねラグのせいだよキングスライムのとこだ
[00:57:24.400] よ
[00:57:26.640] んキングセムの
[00:57:34.010] [音楽]
[00:57:37.559] ところメタキンのとこかと思
[00:57:41.200] たこのディリリどここいつこの
[00:57:46.480] ディリリこう
[00:57:51.079] かメタキ
[00:57:55.990] [音楽]
[00:57:57.520] パチパチはまってくじゃんもう拡大ケ穴
[00:57:59.880] パズルないか
[00:58:01.280] なさっきのメタキンちゃうねどれどれどれ
[00:58:05.880] 何
[00:58:06.960] どれ分かんないどれ
[00:58:10.090] [音楽]
[00:58:13.520] よさっきのメタ金違うあれあれさっきの
[00:58:17.200] あれだってこれさっきのあれだよ有の羽の
[00:58:21.559] 上って言ったやつじゃない有料の羽の上だ
[00:58:24.599] よあれはこれな
[00:58:26.960] これだろリの羽の上だねこれねそう完全に
[00:58:29.240] そうボテ11時過ぎても余裕で寝
[00:58:33.150] [音楽]
[00:58:35.160] てるあニコ本当にドラクエブチスライム
[00:58:38.599] 可愛い
[00:58:40.119] 大好きブチスらなスライムの夢なんだよな
[00:58:44.400] それスライムの
[00:58:46.200] 夢もし自分より弱いモンスターがいたら
[00:58:49.400] つってこれ以上あまネタバレになるんで
[00:58:52.400] 言いません殴る殴る
[00:58:56.490] [笑い]
[00:58:59.039] こその棒読み怖殴る
[00:59:03.400] 殴るこなんや
[00:59:06.470] [音楽]
[00:59:11.359] それ
[00:59:12.920] うん音楽が詳しいからドラクエを見てるん
[00:59:16.319] じゃなくて感じてるんですよはいにこ
[00:59:19.240] さん急に最高笑笑
[00:59:36.119] この辺だね多分ね左下のメタキンのピース
[00:59:39.240] めっちゃ埋めたいね
[00:59:42.599] 笑笑わせないでアイライン引いてる
[00:59:48.119] からガタガタになっちまう
[00:59:51.440] アイレンこれ合ってるこれドラゴそういえ
[00:59:54.799] ば昨日のだったよ笑ん
[01:00:00.720] 何夜最高だっ
[01:00:05.590] [音楽]
[01:00:12.359] たいや合わねえ
[01:00:17.640] なそんなん聞きた
[01:00:19.760] [音楽]
[01:00:22.799] ない突然のチークタイム
[01:00:26.440] 激しく掘られ
[01:00:29.160] た良かった
[01:00:35.039] な良かったな
[01:00:40.559] うんまレオルはなあの同性愛紗というか
[01:00:46.720] ないいいと思うけどね別にそんなん聞きた
[01:00:53.240] ないこれ誰のそんなん聞きたない
[01:00:56.720] これ誰の口これそんなん聞きた
[01:01:02.599] ないこれ誰の口だ
[01:01:06.559] これ
[01:01:10.640] えこんな赤い口あるか念のため言うとどせ
[01:01:15.559] っていう理由違うからね渡るんペ笑笑見せ
[01:01:20.920] そんなん聞きたない
[01:01:26.960] 誰かの口だと思うんすよ
[01:01:29.559] これこんな赤い口のモンスターいねえんだ
[01:01:32.240] よ
[01:01:35.119] な口じゃ
[01:01:37.280] ない何これドラゴンの
