[00:00:18.240] 邪魔ゲームさんコメントお待ちして
[00:31:14.320] ランディさんさんて焼肉屋にするの下手
[00:31:18.399] だったってマあバカ下手だったよクソなめ
[00:31:21.080] 番長止めしてた俺らTパートナーだから
[00:31:24.039] いいんだよ笑笑ガチです嘘だよ嘘だ悪い技
[00:31:28.480] 流してみくなからやめてあラッキーくもり
[00:31:31.600] になっ
[00:31:32.559] てるえっとじゃあこの日海行けんじゃねの
[00:31:37.200] 曇りだけどあやめとくかナイトビジャムに
[00:31:39.919] しとこうな
[00:31:43.360] はさん使って止めてたしどうやって止めん
[00:31:47.200] だそれリムじゃね
[00:31:49.919] リムランディさん
[00:31:53.080] ムムで来てたもんだって電話で話してた
[00:31:56.600] もん遠いからまで話して
[00:32:01.360] たょ遊び行くかやべまた部屋に招かれ
[00:32:05.639] ちまうこれだからすぐ部屋にあげ
[00:32:07.440] ちゃうぜすぐ部屋にあげていい雰囲気にし
[00:32:11.279] ちゃほらおへそなんか出しちゃって出て
[00:32:13.240] ねえけどさん木上木上じそ年下や
[00:32:18.760] んいい
[00:32:21.960] ねなんか色セピアだなお前の部屋めちゃ
[00:32:27.159] こいつタこいつ部屋ヤだけ見てみベッドの
[00:32:30.639] 白いシツまヤだけほらったねこいつだこれ
[00:32:34.080] こいつタバコ吸ってるわも黄色いもん
[00:32:37.639] なんかこの部屋てる
[00:32:41.679] こあれだこれあれこれあのこんばんはあれ
[00:32:46.000] これあの香水あげたのはあれもう皮肉お前
[00:32:49.120] くせえから香水つけとけよ
[00:32:51.440] てえからジで彼氏のでってるからシルビア
[00:32:56.200] とりますこの後しこシャコたんのシャコ
[00:32:59.880] たんのシルビアとこ乗るこいつうお疲れお
[00:33:02.440] お疲れあれ配信終わり配信終わり終わった
[00:33:05.159] 配信終わったお疲れちゃんさんお疲れ
[00:33:08.720] ちょっと引いたね俺も引いた俺も引きまし
[00:33:11.159] たお疲れちゃんお疲れ
[00:33:14.480] ちゃんのヤンキー笑ランキンさんシルビア
[00:33:19.200] かっこいいじゃんいややしだろあんな
[00:33:22.240] ちゃまくの発言あ俺の発言
[00:33:24.390] [笑い]
[00:33:26.080] に何言った俺いや
[00:33:30.030] [音楽]
[00:33:34.760] ここれテストだ次わるさんグプレイヤーの
[00:33:40.480] セットを7700で手に入れたので満足し
[00:33:43.840] たGCGCあ安いそれ
[00:33:48.559] は遅いな
[00:33:50.720] まさかなどうしたどうしたどうした
[00:33:54.780] [音楽]
[00:33:56.720] の何何なんで泣いてんの何何何これれこの
[00:34:00.519] イベント笑顔で泣く笑いながら泣くわ
[00:34:04.960] たるんさんあと例の村も買いましたよとは
[00:34:08.320] 言っ
[00:34:09.159] てさんかわいそうたげたげさんうんこし
[00:34:14.800] たうんこもらしかもしんね笑いなきべや
[00:34:18.399] 部屋さん部屋さんえどうかしたの何か悪い
[00:34:20.639] ことでも怒っ
[00:34:22.800] た泣く泣くグラフィック用意しいて
[00:34:26.119] 欲しかったな笑ってんじゃん
[00:34:28.359] 今日ここに来るまでにねおどうしたどうし
[00:34:32.280] た
[00:34:34.489] [笑い]
[00:34:36.599] 回らおめでとう全てのチルドレンにお
[00:34:40.200] めでとう最終回ですぐぐさん最終
[00:34:44.760] 回事故らなかったいいことじゃねか
[00:34:49.159] よんそれだけじゃいってそれだけじゃっ
[00:34:53.480] てなっ
[00:34:55.760] たなったかいかいすぎるでしょ
[00:35:01.960] [音楽]
[00:35:05.599] こいつ
[00:35:07.940] [音楽]
[00:35:12.000] ぐぐさん
[00:35:16.360] [音楽]
[00:35:20.010] [笑い]
[00:35:21.359] 番いだろこれが
[00:35:24.280] 最高メで番い女出た笑笑そんなことないよ
[00:35:28.960] きっと神様が事故らないようにしてくれた
[00:35:30.599] んだよで
[00:35:32.920] も神様のプレゼントってやつじゃないか
[00:35:36.320] な
[00:35:37.500] [音楽]
[00:35:40.160] プレゼントくそくそバカ可愛いやこいつ
[00:35:44.560] そうだよそうだよねなんだ光ってあきっと
[00:35:48.440] そうさじゃあ行こっ
[00:35:49.839] かいやあ可愛いイベントあるねなんなん
[00:35:53.520] だろうねこれ発生条件が
[00:35:57.960] こんななかったよねさっねわるさん守り
[00:36:00.280] たいこの笑顔可細かいことは気にしないえ
[00:36:03.800] 大丈夫かななんか怖くなってきた俺なんか
[00:36:05.400] あのジェットコースターとかなってマジで
[00:36:07.400] もうなんか脱線して吹っ飛ぶみたいな脱線
[00:36:10.839] して吹っ飛ぶみたいなことねえかな
[00:36:13.160] ジェットコースターうんいいよそれじゃ早
[00:36:16.599] さん素直でいい子だなどうすんの素直で
[00:36:19.240] いい子でどうすんのそんな素直でいやこ
[00:36:23.800] れって並んでるうからスリルってでいあの
[00:36:27.800] なんか溜めてそうなんか覇気をあのなんか
[00:36:30.599] 不幸のジキをなんか全部今全て溜め込ん
[00:36:34.119] でるこいつなんか今とんでもねえこと
[00:36:35.359] 起きるぞこいつマジでさあ
[00:36:39.160] 早速777さんもぎさんどうすんの何回
[00:36:44.040] 聞いても色色だ俺これチャンネルポイント
[00:36:46.920] にしないのはそういう意味ですよ
[00:36:48.280] チャンネルポイントにすると飽きるから
[00:36:51.040] いつでも生物ですこれは養殖されたどう
[00:36:54.040] すんのなんていらねえんだ
[00:36:59.160] 大丈夫かこれちょっと見てみようかこれ
[00:37:01.960] 今日はこれ途中でマジでなんか脱線して
[00:37:04.200] 死ぬみたいなそういうイベント
[00:37:07.200] あるいや飛ばぞいやこれ
[00:37:11.599] なランディさんハーモニカ何ハーモニカっ
[00:37:15.240] て
[00:37:15.960] 怖なんそれあれあれもしかして怖かった
[00:37:21.520] のえーこれどれだろう実はこういうの苦手
[00:37:25.319] なんだよって言った方が可愛いってなるの
[00:37:27.200] かなそんなことない気のせいさスリールが
[00:37:28.920] 足りないぐらいあそういえば実はこういう
[00:37:31.880] の苦手なんだへえ意外ですねうんじゃあ
[00:37:37.319] 今日は苦手な克服もう1回ろうい可愛い
[00:37:41.400] ええやら
[00:37:43.319] ないおやらないって選択肢が俺にあるから
[00:37:46.440] なやりませ
[00:37:49.920] ん最低でしょ最低だようん知ってる最低で
[00:37:53.520] いいやりませんやらないという選択肢て
[00:37:58.000] やらないというあああなんだおいギスか
[00:38:00.680] やらないねや
[00:38:03.440] だやらねえやだ残ってんのこれまで一緒だ
[00:38:08.319] ね重んないもんやったって重んないもん
[00:38:11.560] やったってどうせみんな笑わんもん俺が3
[00:38:13.800] 回3回俺がやったって
[00:38:19.160] なもみさん落ち着いて部屋さんわるさん校
[00:38:24.319] を心配してるんだよさん俺もう体調23
[00:38:26.839] しかねえもん23しかもんなやべえわ確か
[00:38:29.359] にそれはぐさんにならない
[00:38:34.640] で気が向いたらじゃやる
[00:38:38.599] 7777そういうこと言われたらさそう
[00:38:42.560] こと言われたらさやらないいやでもやら
[00:38:45.480] ないまだだなまだたまってない体長終わり
[00:38:49.400] もう死ぬこいつ俺俺も死ぬでもさ違うだ
[00:38:52.079] これねテストまで頑張ってほしいんだ
[00:38:53.520] テストまで頑張んねえとデートもできねえ
[00:38:55.680] んだよ
[00:38:58.319] テストまで頑張ってくんねえとどうに
[00:39:01.280] かテストまでどうにか頑張んないさっき
[00:39:03.880] 赤点食らって2週間ぐらい潰れて2回あの
[00:39:07.480] デートすっぽかしたの
[00:39:09.079] ねうん俺と一緒だ俺と一緒
[00:39:12.560] だこれが部活があって
[00:39:15.960] 20海行くの20かな海あ雨多いな雨が
[00:39:20.400] 多い
[00:39:21.680] な第4はもう絶対こ入れなきゃだめここは
[00:39:24.560] 絶対100%で100%でいつでも正直
[00:39:27.920] 行けるから8月も行けるからあれ第
[00:39:31.240] 4
[00:39:33.200] あれもぎさん本気で嫌われちまえ何何が何
[00:39:38.079] が何
[00:39:41.430] [音楽]
[00:39:43.400] があれ第4第4土曜日って何だっけこの日
[00:39:49.440] は部活でしょ15があって
[00:39:52.839] あれこれなんで縁日行けねえんだろう
[00:40:00.560] あれなんか間違ったね俺ねあもしかしてさ
[00:40:03.560] 勉強しておかなきゃやばくないちょっと
[00:40:06.200] やばい
[00:40:07.280] な海って俺行ったんだっけこの世界戦まだ
[00:40:09.880] 行ってないよ
[00:40:11.359] ね海行きてえけど
[00:40:13.420] [音楽]
[00:40:16.200] 151しししさん行ってないよねでもね
[00:40:19.680] 1516ダメなんだ20で行くしかねえな
[00:40:21.960] でも正直ああのね8月でもいいんだよね
[00:40:25.319] ここはね8月でもいいんだよね
[00:40:28.640] えーどうしようかなただえ第4土曜日って
[00:40:33.560] 言ってなかっ
[00:40:34.640] たあれないよね縁日第4土曜日だよねあ
[00:40:38.280] もしかして雑誌見てねとだめなんかそう
[00:40:40.720] いうことか雑誌見てねえんだ俺雑誌見て
[00:40:42.800] ねえから20で23誘うしかねえなだ15
[00:40:46.359] は適当にどっ
[00:40:48.280] か30に海入れとくかじゃそれしかない
[00:40:54.880] ねはい勉強して勉強あこれはいけるかな
[00:41:00.520] これで行けてほしい40行ってるからね
[00:41:02.480] 言う
[00:41:04.760] て
[00:41:06.560] 頑張れ頑張れ頑張れ大丈夫
[00:41:10.370] [音楽]
[00:41:13.280] ダメかもしれ
[00:41:16.599] ないえこれ行けないかなでもこれでダメ
[00:41:21.359] だったらもう諦めるわだって無理だもん
[00:41:23.800] これで無理だったら多分やり直しても無理
[00:41:26.000] 雑誌ずにに行くこれが本当のって
[00:41:32.920] てな決まったな決まったらもちゃん
[00:41:36.760] なキレキレじゃん今日すげえ
[00:41:41.359] わこれ
[00:41:43.640] ね
[00:41:45.319] ちびちゃんが始まるよって
[00:41:47.410] [音楽]
[00:41:49.240] か笑い
[00:41:57.520] しいああ来た来た来たよしよしよしよしね
[00:42:01.119] これ頼むから
[00:42:06.119] えあ縁日断られた笑笑縁日断られるとか
[00:42:11.599] あるのぐしぐしさん断られた
[00:42:15.960] 笑笑断即
[00:42:18.839] 拒否もう1回もう1回さみよもう1回誘っ
[00:42:22.520] てみないもう1回バカだからなんか行ける
[00:42:24.400] かもしんねああごめん
[00:42:27.839] その日
[00:42:28.370] [音楽]
[00:42:31.599] は美ですけどあれどうしちゃったの今日の
[00:42:36.400] レああ終ったち怒ってたよ今度休んだら
[00:42:41.960] タイムだもみさん何今の顔しししさん笑笑
[00:42:48.000] まめさん笑笑しししさん部活たげたげさん
[00:42:54.079] 笑はか7777
[00:42:57.240] さん笑笑さんなんか今日踏んうかねでもう
[00:43:03.960] やめろよ
[00:43:07.400] 笑0703ラコマさんおつまたかよおなん
[00:43:12.480] だよこれマジで君お
[00:43:15.740] [音楽]
[00:43:17.559] 疲れえなんかうまいこと行かねえな1回
[00:43:23.040] ぐらいだったらセーフでしょ回だったら
[00:43:25.760] じゃない
[00:43:30.000] ほらフほらセフです終はいセーフですギリ
[00:43:35.720] セーフでし
[00:43:36.720] たランディさん笑笑よしよしよしでもなん
[00:43:40.720] で縁日行けれんだよでけれんなからなんか
[00:43:46.160] つから直かなんか腹じんなんかなんでお日
