[00:00:16.279] ジマゲームさんコメントお待ちしてまジマ
[00:31:35.399] えこれあれじゃねえの霊じゃ霊で行われる
[00:31:39.720] んだってさ女の子も大勢招待されてるって
[00:31:44.200] 話だよ行くしかねえないやでもいい俺
[00:31:47.760] そんなことしなくていいぐるポンさん移住
[00:31:50.080] 員って今回もいるんそ妹がいる妹の妹が
[00:31:53.799] 女の子キャラで出てる行く行くサンキュー
[00:31:56.600] たおクリームソーダ1回おりポンさんじゃ
[00:32:01.159] 安欲しいものリスト入れとけよはあれで
[00:32:04.399] 送ってやるよ箱で送ってやるよ抜け目の
[00:32:06.840] ない
[00:32:08.679] やついちんさんまた絶望からのレアキャラ
[00:32:12.320] 期待してるいるのかなああいう前回の奇跡
[00:32:16.320] みたいな隠しキャラもう1人隠しキャラ
[00:32:19.840] 知ってるんだけどそれ以外にもいるのかな
[00:32:21.880] あてかあと2人女の子さん容子足りるかな
[00:32:24.639] あ容姿高くねえと入れねんか分かったこっ
[00:32:28.720] から容姿だなあでもう足りねえもうあれか
[00:32:32.279] もうだめ
[00:32:34.000] かもうだめだもうあれだ間に合わねえや
[00:32:37.320] あと2日しかないもん
[00:32:39.279] な
[00:32:41.440] 嬉しい
[00:32:43.200] なもう好きでたまんない声してんじゃ俺の
[00:32:46.240] ことなあそんな好きか俺がな分かったあ
[00:32:50.600] タワー行こうタワー初めて行くわこれ
[00:32:55.390] [拍手]
[00:32:58.159] 前で待ち合わせうんいいよじゃあ待ってる
[00:33:01.240] ねはい
[00:33:05.799] よはいはいはいはいはいはい今日は
[00:33:08.600] クリスマスだ移住さんの家でパーティーが
[00:33:10.440] あるんだっけチケットは持ったしさあ
[00:33:12.600] 行こうと行きます
[00:33:16.760] ぜでかいこれもう家とかそういうちゃまが
[00:33:21.279] にやけた時に漏れてる声がガチの変態の声
[00:33:24.320] でっとした
[00:33:28.720] メイ様の友達いらっます変態で何が悪い
[00:33:32.480] メイ様のお友達でそうでございますよ友達
[00:33:34.840] というか先輩というか申し訳ございません
[00:33:37.240] が
[00:33:40.360] えしていいており出た出た出たさんあはい
[00:33:45.760] 厳しく言いつっておりますのうせバカカス
[00:33:49.639] てめえのとこなんか行く
[00:33:53.240] かあれお前どうしたのうざ
[00:33:58.000] うざなんでこううざいイベントいい入れて
[00:34:00.240] くるかな実はご様俺お前の分も楽しんでて
[00:34:06.519] やるよじゃあねる
[00:34:10.480] さん下半身を見
[00:34:15.079] ながら短パンで行ったんかもしんねえ何
[00:34:19.639] この悲しい
[00:34:21.800] イベントなんでこんなところなんでこんな
[00:34:25.079] とこにアニメーション使うんだよ
[00:34:28.159] なんでそこんなとこにアニメーション使う
[00:34:29.919] んだよなんだフットチーヌって誰がフット
[00:34:33.040] ジーヌ
[00:34:35.040] じゃ
[00:34:38.639] えんUR
[00:34:45.839] 省略どれてみ
[00:34:53.380] [音楽]
[00:34:53.739] [笑い]
[00:34:59.040] キモこの配信者マジ
[00:35:02.680] でさんこれ通報案件だなこれ通報案件出た
[00:35:08.119] ねこれはよくない
[00:35:12.680] ねんマジで気持ち悪いじゃんてるマジで
[00:35:16.520] キモかったねやべえ容姿あげようじゃあ
[00:35:19.720] 容子あげようあ多分100とかねえと入れ
[00:35:23.000] ねえんだろう
[00:35:24.480] な悔しいぜ
[00:35:28.440] いや別にいいんだ俺他の女の子に興味ない
[00:35:32.359] からさデート
[00:35:36.880] ですわんさんよかったねまだ女性の方来て
[00:35:40.960] なさそう
[00:35:42.240] であ今日の
[00:35:44.480] 配信ありゃ光もう来てるぞ
[00:35:48.839] はいそんなことないよも相当なん
[00:35:52.599] だラブなんだろうなじゃ行こうよ行こうね
[00:35:57.880] つとこか
[00:35:59.359] ねつ手え今日の今日最高のスケート日だね
[00:36:04.079] 風もないしね本当すっごく楽しみだなさ
[00:36:08.440] 入ろう
[00:36:11.520] よオ
[00:36:13.079] おっと感覚がちょっと鈍ってる少し鳴らさ
[00:36:16.800] ないとねはいはいはいはい立ててるんだ
[00:36:19.720] から平気だよ俺なんか立も精一杯慎重だな
[00:36:22.119] 立ててるんだから平気だよ立てるのは
[00:36:24.319] 当たり前ちょっと体が鈍ってるのかも練習
[00:36:27.960] してくるねはい割といい印象
[00:36:31.280] よしなんかでもこれデートイベントなんか
[00:36:34.319] そっけないっていうかもうちょっとなんか
[00:36:36.599] 1枚絵が挟まってもいいような気もする
[00:36:38.720] けどねなんか
[00:36:40.359] ねあの
[00:36:42.359] さ一緒に帰ろうよねこれたまんなくない
[00:36:46.880] これこのちょっとちょっとひそひそ声で
[00:36:49.440] 言われる感じね男だったらもうこれ
[00:36:52.119] は男だったらこれはもうこれはもう男だっ
[00:36:56.280] たらなあわっしいってなっちゃうね
[00:36:59.240] わっしょいみたいなえ途中までじゃない
[00:37:02.400] じゃないんだよもう一緒に帰るんですそう
[00:37:04.760] いう中です俺たち帰る場所は
[00:37:08.640] 一緒
[00:37:10.920] よしいいよいいですこさんの
[00:37:17.440] 誕生日橋本ねSSR
[00:37:22.440] えとあとなん
[00:37:24.720] だまだデートでも1個あるよねどっか
[00:37:27.839] あたるさんベッドに帰るまでがお
[00:37:30.960] 出かけただいまつってベッドインすんだろ
[00:37:35.240] なはいどうしようもない配信者ですいませ
[00:37:38.800] んなんか本当にね本当にはい1月1日で
[00:37:42.280] ございます今年もよろしくお願いし皆皆様
[00:37:44.200] ねえうん新しい1年の始まりだなそうだ
[00:37:47.359] 年賀状が来てるかな
[00:37:49.960] えっと光だあけましておめでとうお正月
[00:37:53.040] 元気にしてる今年も1年よろしくねひり
[00:37:55.119] 可愛い
[00:37:58.760] あ白雪さんから来たさんパパママただいま
[00:38:02.160] おやすみ部屋の鍵がちゃああもうなんかね
[00:38:05.960] 最近さ俺さなんかカメラの調子
[00:38:08.640] めちゃくちゃ悪いんだよねこれアプリの
[00:38:10.040] せいなんかなカメラぶっ壊れたんか
[00:38:13.079] なすげえ高かったのにこの
[00:38:16.520] カメラなんかすげえ落ちるんだよ
[00:38:19.560] ねあれ治んね待ってわるさんアプリアプ
[00:38:24.079] リっていうかこのソフトが悪いのかないや
[00:38:26.440] スナップカメラさん飛車隊に問題がある
[00:38:29.760] んじゃあ俺というないや多分カメラも
[00:38:32.960] カメラも各のく美しさねカメラすらもう目
[00:38:36.240] を染めたくなるほど眩しいってことだよ俺
[00:38:39.480] が輝きのチマですどうもどうもこんばん
[00:38:42.960] 不良キャラで代用しようわるさんに映像
[00:38:46.680] デバイス出出してるんじゃないの違う違う
[00:38:49.200] 違うこれスナップカメラかましてるそう
[00:38:52.119] するとあのあのいろんなあのあの変なあの
[00:38:54.680] いろんな出せるからさフィルター
[00:38:56.680] フィルターえー白さんの年賀場
[00:39:00.960] へえ
[00:39:03.480] はいわるさんあ匠の年賀場頑張ろうってえ
[00:39:09.440] 去年はどんな一年だった今年もお互い
[00:39:11.240] 頑張ろうな悪くねえ
[00:39:14.160] なジュの年賀だ明けましても今年も
[00:39:16.920] よろしくねジュあれから大丈夫なのかな
[00:39:19.160] 好きな女の子転校しちまって
[00:39:21.280] さマジでほこけてたマジでほコケケ
[00:39:27.520] ここけ
[00:39:31.160] こけあらもう家まで家まで向えに来ちゃう
[00:39:36.119] んですね初詣
[00:39:38.720] のうんおめでとうこれから初詣に行こうよ
[00:39:43.920] 最高かあれてか去年振り袖なんか来て
[00:39:47.280] なかったね去年振り袖で来てなかったよね
[00:39:50.920] さんからのベッドインこれが初詣でだつっ
[00:39:56.040] てさん去年振りなかったね違ったよねこれ
[00:40:00.960] がジョヤの金だつってちょっと遅れた
[00:40:04.319] ジョア本当ごめんなさい喋んの嫌い行き
[00:40:07.000] ましょうよかったすぐに行こうはいわん
[00:40:10.359] さんどうしようもね配信本本当にどうし
[00:40:14.200] 本当に108回も持たないよつって
[00:40:23.119] なんさん
[00:40:28.480] あこいつだ3回ですえお待たせあそういえ
[00:40:35.430] [笑い]
[00:40:35.680] [音楽]
[00:40:44.880] ばでございます3回しか持たない
[00:40:51.800] みいめちゃくちゃじゃねか
[00:41:00.640] ばっちり似合ってるね可愛い
[00:41:04.440] よ君に褒められるのが一番嬉しい
[00:41:10.760] ななんだろうあのなんかね今日すごく
[00:41:15.000] 気持ち悪いのはなんでか分かる女の子の
[00:41:18.079] あの視聴者がいないからあのあの自性が
[00:41:21.319] 効か
[00:41:23.400] ない自性が効かないさんなるほど笑聞か
[00:41:27.520] ないたるんさん
[00:41:30.280] 笑笑ふこれアーカイブ消す
[00:41:33.839] わ幻の3日
[00:41:36.440] 目ああ3日目さ3日目あれなんだよつって
[00:41:41.359] 3日目のあれはさつってアブ消えてんだよ
[00:41:44.400] つってうんお参りするまでに時間かかり
[00:41:47.960] そういやもうこれ最高
[00:41:49.760] でしょお正月はしょうがないよ参拝客の数
[00:41:53.000] がニになるぐらいだからそれもそうだね
[00:41:55.800] 考えても仕方ないことは考えないように
[00:41:58.160] しよっあいい
[00:42:01.160] ねやべえもうなんかもう興奮しすぎて水が
[00:42:04.160] ねえもうあで積みに行くタイムちょうだい
[00:42:07.200] さて何をねおあお前お前さ恋愛常時以外
[00:42:11.880] お前は何も願うなあとは俺がやるからいい
[00:42:14.319] やてめえは勝手にこれだけ願っとけお前は
[00:42:16.720] その
[00:42:18.200] 願い叶えてしい俺神様信じてないんで
[00:42:23.680] 信じるのは己れのみおおなんかその気に
[00:42:26.280] なってきたぜ
[00:42:30.640] このめっちゃ可愛くないめちゃくちゃ
[00:42:33.240] 可愛くないこの表情であおみくじね行き
[00:42:37.480] ましょう前回今日だったからな占いは好き
[00:42:40.640] じゃないけどおみくじは好きなん
[00:42:44.280] だ分かるでも俺もそうおみくじは好きだ
[00:42:50.160] わ
[00:42:51.720] 吉博花丸吉出たわ光はあ中吉だああいいね
[00:42:58.079] 登り調子だねだったから登り調子さん吉
[00:43:02.440] イトさんそこは表ですい去年否だからな1
[00:43:06.119] の時何1の時
[00:43:09.040] ってそんなに喜べて羨ましい可愛いね中吉
[00:43:12.559] なんて最高だよ上が残ってるし悪くないし
[00:43:17.520] 俺も本当に光好きだわその考え方なあ本当
[00:43:22.000] そうなんだよねURL省略テレビファイア
[00:43:25.640] ファストせて
[00:43:29.400] フェイトさんちゃんと去年の9の結果覚え
[00:43:32.559] てるんだね日の年に爆弾産してよねあ
[00:43:36.920] やべえ爆弾なんか発生したくせんだよな
[00:43:39.440] ほっといてるやべえ
[00:43:40.770] [音楽]
[00:43:44.800] うるさ気持ち悪い配信者だな気持ち悪い
[00:43:49.599] 配信者だなえ中吉なんて最高だよ上が残っ
[00:43:52.839] てるし悪くないしほ最高の考今の声やだよ
[00:43:56.400] うるせえなうからやだようめっちゃいい
[00:43:59.720] 考え方してるねだから今俺もね配信者とし
[00:44:04.079] て中吉ぐらいの位置にいると思うんですよ
[00:44:07.880] パートナーになるわけでもなくまでもそれ
[00:44:10.839] なりに頑張ってきたかなという
