[00:01:15.960] ああああああああ映ってますか映ってる
[00:37:19.520] こんばんはラムネさんこんにちは
[00:37:22.000] ありがとういいよねこんだけやったらも
[00:37:24.480] いいやろ
[00:37:28.200] ちょっとのがだいい多くてもどうせ夜も
[00:37:32.119] 食べれるん
[00:37:39.800] だボールがボールボールがもうなんか
[00:37:43.599] いっぱいなったあれもういっぱいだみんな
[00:37:46.319] ボがいっぱいだみんなうすごい
[00:37:50.359] くボールがいっぱいなっちまったみんな1
[00:37:53.480] 回まな板洗おう1回まな板洗っていい
[00:37:59.980] [音楽]
[00:38:05.160] すごいあるどう
[00:38:07.520] かななるから
[00:38:10.280] よしよしちょっと待ってちょっと待って
[00:38:14.920] くれあったあった
[00:38:21.119] タオルやすいなみ料理してるやつてな
[00:38:26.140] [音楽]
[00:38:27.560] 本尊敬するわお前らすげえよこんなこと
[00:38:30.440] 毎日やってんの無理
[00:38:33.319] だ半年に1回ぐらいのイベントぐらいの
[00:38:36.520] あれじゃねえと俺には無理かもしんねえ
[00:38:42.560] えー玉ねぎ炒めない玉ねぎでかくて混ん
[00:38:45.319] ない玉ねぎ炒めないとしなし理してます
[00:38:49.440] 主婦だなさては主婦
[00:38:52.040] だろうさては主婦だなよしまずはじゃあ
[00:38:55.599] はい玉ねぎの刻みが終わりましたね玉ねぎ
[00:38:59.119] の刻みが終わりましたよまずはまずは
[00:39:01.079] 終わりました玉ねぎ
[00:39:03.800] が画面どっか別の場所きてここ塗れる
[00:39:07.440] わ濡れ
[00:39:09.480] ちゃうここ塗れるんだけど画面がま1回
[00:39:12.720] ちょっと濡れても別にそんな壊れるもん
[00:39:14.720] じゃねえよ
[00:39:15.800] な
[00:39:22.480] オ
[00:39:24.000] よしはい先生水切りしましたオッケー
[00:39:30.000] オッケーオッケー塩入れてはい次に玉ねぎ
[00:39:34.480] を炒めます玉ねぎを炒めますライパとお皿
[00:39:36.920] を用意してくださいはい玉ねぎ炒める
[00:39:39.240] らしいこれ炒めるところ映してんだ
[00:39:41.760] けどおにて
[00:39:45.040] ねこさ肉炒めるようの変なフライパン持っ
[00:39:48.280] てるんだけどさこれじゃダメはいじゃねっ
[00:39:50.440] て玉ねぎを炒めますこれじゃだフライパン
[00:39:53.000] とお皿を用意してくださいるのいいよね
[00:39:56.319] これでねも
[00:39:59.160] いこれ話になんねこいつマジ会話にならね
[00:40:03.319] こういうやつと仕事するっとマジで大変だ
[00:40:05.119] から嫌いなんだよ毒力ねえ
[00:40:08.480] やつよし痛める痛めるよ笑笑痛めます痛め
[00:40:16.560] たいカメラ回し
[00:40:21.599] たいフォロワーフォロワーフォロ
[00:40:24.560] ありがとうございます
[00:40:31.440] 汚キッチン
[00:40:34.040] 汚汚から映すのやめ
[00:40:37.330] [拍手]
[00:40:38.839] た
[00:40:45.800] お前
[00:40:51.240] のく
[00:40:55.200] のくのこれフライパンが洗ってあるや
[00:40:58.680] フライパンは洗ったやる大丈夫昨日洗った
[00:41:00.520] 引きますはい油入れてこれでいいですか
[00:41:04.040] コーン油これしかなかった
[00:41:05.880] うちこれしか
[00:41:08.440] ないどんくらい引くのよ
[00:41:12.000] よどんくらい引く
[00:41:15.200] のいいよちょっとで
[00:41:19.119] いいストップって言ってんね
[00:41:23.560] じゃあ供これ
[00:41:27.599] にが溝にが
[00:41:30.119] さ溝に油がはまっちゃってこれでいいのか
[00:41:33.960] もういもういいもういいねちゃんなら
[00:41:39.090] [音楽]
[00:41:41.079] できるこれでいいかじゃ炒めます
[00:41:49.880] よってんいいよ
[00:41:57.640] えいいもの持ってるこれいいものなのこれ
[00:41:59.760] いいものなのかこれこれバーガーバーガー
[00:42:02.480] 普通のフラパの方が楽もう遅いもう遅いの
[00:42:05.440] 方が楽じゃねオー
[00:42:08.880] はいこれで炒めればいいのねえ痛めるのに
[00:42:13.800] なんかさ炒めるのになんかない
[00:42:16.720] の炒めるのになんかねえのか
[00:42:22.200] よあるじゃんあるじゃんこんなのある
[00:42:25.280] じゃんうち
[00:42:27.680] て欲しかったな音聞いて
[00:42:34.240] 音おいいね料理じゃねなんか料理して
[00:42:39.480] ね料理してるなんか怪しいって
[00:42:45.530] [音楽]
[00:42:51.040] 何これ時間かかんのこれ
[00:42:57.440] 時間かかる
[00:43:00.060] [音楽]
[00:43:06.640] これこれれ30分
[00:43:08.880] かかる30分
[00:43:14.040] おはよう熱いんだけど汗てき
[00:43:25.160] た汗てきた
[00:43:28.319] こは女何言ってんだよでそうなんだ
[00:43:34.400] よ
[00:43:38.530] [音楽]
[00:43:50.160] あっち料理して
[00:43:52.319] なくフライパンは使ってるってば肉焼いて
[00:43:56.319] るって
[00:43:58.280] なんでそんなこと俺言わなきゃいけないだ
[00:43:59.880] 見たとしても別にいいだろ別にいねえ
[00:44:08.200] けどあっちめっちゃ汗かいてき
[00:44:12.839] たちょもう暑いわちょ待って
[00:44:18.520] 暑い
[00:44:20.690] [音楽]
[00:44:23.119] 足元のバケツも怪しいや
[00:44:28.520] ありしてるん
[00:44:30.119] でしょこれさこれなんでこんなのあるか
[00:44:33.000] 知っ
[00:44:34.119] てるちょっと待っ
[00:44:36.120] [音楽]
[00:44:38.160] てこれさめっちゃ音拾うよねこれさうせん
[00:44:43.359] だよこの換気扇めちゃくちゃ
[00:44:47.440] めちゃくちゃうるせえんだ
[00:44:50.079] よ塩
[00:44:53.400] 入れる
[00:44:55.240] 塩完ダメだね
[00:44:57.559] うるせえ
[00:44:59.359] よこのこのあれは毎朝あれだよ毎朝カ掃除
[00:45:05.720] なんかして
[00:45:07.000] ねえや塩塩入れん
[00:45:13.400] のこれしかないようちはゆで卵ゆで卵
[00:45:16.839] 食べる時用の味塩しかないけどいいの
[00:45:20.359] ね早く水分出るへえどんくらい入れんの
[00:45:24.960] どんくらい入れんの
[00:45:28.040] も大丈夫ですよ
[00:45:30.240] わこんなもんこんな
[00:45:34.319] もんか
[00:45:36.960] な入れ
[00:45:40.640] すぎれ味がつい番塩味になっ
[00:45:44.760] ちまう塩味になっちまうじゃねえ
[00:45:51.079] か
[00:45:53.520] 笑普だ
[00:45:58.079] うん普段味いめちゃくちゃめちゃくちゃ
[00:46:02.340] [音楽]
[00:46:07.000] 味い
[00:46:10.319] タンクトップ
[00:46:12.880] [音楽]
[00:46:19.520] た難しい料理
[00:46:23.839] ってわかんないいすね
[00:46:29.160] どれが甘アメ色なの
[00:46:38.960] よフライパンがフライパンがさフライパン
[00:46:42.680] が横長すぎてさこっち半分とこっち半分で
[00:46:45.359] 炒めなきゃいけ
[00:46:51.920] [音楽]
[00:46:54.079] ないどうなんこれ
[00:46:58.720] [音楽]
[00:47:04.280] どこが色なんすかねこれ色
[00:47:07.680] みんなこれ色か色になってき
[00:47:11.800] てる色になってきてる
[00:47:15.750] [音楽]
[00:47:17.599] か全然
[00:47:21.640] まだ全然まだだった
[00:47:24.730] [音楽]
[00:47:29.319] 火が
[00:47:32.559] 強いなんかさ結構なんかパリパリに焼けて
[00:47:36.920] きちゃいそうな感じがすんだ
[00:47:40.319] けど火弱めようかじゃ
[00:47:46.340] [音楽]
[00:47:49.599] ちょっとこれ絶対このフライパンじゃ失敗
[00:47:52.720] だっ
[00:47:54.359] たって絶対このフライパン失敗だった
[00:47:57.680] かなれない弱火でいと思う弱火ね弱火で
[00:48:02.720] 痛めるもっと早くうぜ
[00:48:04.599] それ強火で言ってたんだ
[00:48:16.040] けどあいいんじゃ
[00:48:18.640] [音楽]
[00:48:20.760] ないいいんじゃ
[00:48:23.640] ない雨っぽくなってきたほらちょっとアア
[00:48:28.640] 雨っぽくなってきた料理楽しん
[00:48:34.280] でテラコ君
[00:48:37.680] ありがとう良くなってきた
[00:48:42.000] ねあちいあと20
[00:48:45.079] 分あと20分もかかんの暑いんだよな
[00:48:50.839] もう
[00:48:54.040] 暑いまだまだよハンバーできたそ焦げてる
[00:48:59.240] の
[00:49:00.040] よちゃちゃん焦げてんのこれアメ色じゃ
[00:49:05.520] ねえ
[00:49:08.520] のいや普通の普通のフライパンが良かった
[00:49:12.480] 普通のフラパあやべえ焦げてる焦げてるね
[00:49:15.599] 焦げついちゃねこれさこれ溝溝の溝で焦げ
[00:49:19.839] ちまってんだけどこれ大丈夫か
[00:49:22.700] [音楽]
[00:49:30.839] これ絶対玉ねぎ炒めるようのフライパン
[00:49:33.200] じゃないよ
[00:49:34.400] これ
[00:49:36.079] 絶対水はされてる絶対これ玉ねぎ炒める
[00:49:40.280] ようのパフライパンじゃないでしょこれ箸
[00:49:42.240] に変えよう箸に変える
[00:49:46.760] わえ箸ないんで割り箸ですうち箸ないんで
[00:49:51.799] 割り箸です箸な
[00:49:55.359] いっすが近くて
[00:50:02.559] 熱い割り連んだうち箸がブからやり直し
[00:50:07.240] てだあでもこっちの方がいい
[00:50:11.799] ぜあのフライパンでゴしたのか笑笑
[00:50:16.200] ターナーておいってどんな家だターナーっ
[00:50:19.079] てんだターナーってターナーって何どれ
[00:50:21.839] ターナーってどれこと言ってんの
[00:50:27.240] 実家からもらった実家からもらったものは
[00:50:32.280] ある何のクリップやそれ実家からもらった
[00:50:35.960] ものしか
[00:50:36.900] [音楽]
[00:50:38.280] ないターナん
[00:50:41.319] すかターナて
[00:50:43.440] [音楽]
[00:50:48.880] んこれハンバーグできるちゃんとここから
[00:50:52.079] ねここからちゃんとハンバーグに行く
[00:50:56.799] 行きますかここから
[00:51:00.000] なんかいい感いい
[00:51:02.440] じあい感じ良かったよかっ
[00:51:05.119] たかっまハンバーグルト外れてないよ
[00:51:11.880] なハンバーグルート外れてねえよな大丈夫
[00:51:14.599] まだまだいけるよ
[00:51:16.680] なまだハンバーグ
[00:51:19.720] ハンバーグハンバーグにまだ行けるルート
[00:51:22.400] 残ってる
[00:51:28.760] いい感じだ
[00:51:31.880] ね刺さってないから安心してあはるさん
[00:51:35.599] レドあざレドありがとうでも出から外れた
[00:51:40.760] 出世道から外れ
[00:51:43.400] たつ自分で決めるよ仲良くするやつはレド
[00:51:47.760] ありがとうレド
[00:51:49.990] [音楽]
[00:51:52.079] ありがとうド
[00:51:54.640] ありがとうもう雨でしょこれねもうだいぶ
[00:51:57.119] アメ色じゃないね
[00:51:59.080] [音楽]
[00:52:01.559] ナイス熱い
[00:52:03.599] ナイススポーツですねもう
[00:52:07.280] あのめちゃくちゃ熱いわえまだまだダメな
[00:52:11.240] のもういいんじゃ
[00:52:14.200] ね
[00:52:18.799] えもう薄透明になるまで無理だよあもう
[00:52:23.280] なってるよでも下の方なってるなってる
[00:52:25.599] なで料理はパッションだからいいよ笑笑
[00:52:29.440] アメ色にしたいなら全アメ色にしたい全然
[00:52:32.119] まだマジでもう火強めようよここでド先生
[00:52:34.680] の場よ教えてくれるって最初ならそのでも
[00:52:39.200] いいかもでの先生出と
[00:52:43.280] 思アメ色にしなくてちょどこまでやれば
[00:52:45.880] いいんだよちょ聞くべもうどこまでやれば
[00:52:48.599] いいの
[00:52:50.680] 笑笑どこまでやればいいんですか次に
[00:52:53.160] 玉ねぎを炒めますラとお皿てくいはい
[00:53:00.839] オオではフライパンバターを
[00:53:04.599] 6Gフライパンにバター
[00:53:10.359] 6Gバターです
[00:53:14.000] [音楽]
[00:53:19.240] かバターいれよターター
[00:53:24.550] [音楽]
[00:53:27.480] 買ってきましたよ
[00:53:32.559] ターター入れまし
[00:53:35.680] たちたち
[00:53:41.240] [音楽]
[00:53:47.319] たけんバターバターバタ入れよ
[00:53:56.559] てきたよバターなんかねえからよ
