[00:00:44.559] おはようおはようはいさ
[00:29:07.120] 平民なるほど称号があるんだなで年齢10
[00:29:11.159] 歳身長1801101448148.
[00:29:15.559] 3cm体重
[00:29:16.720] 32.696038,128.851448
[00:29:25.430] [音楽]
[00:29:28.159] 30素早さ
[00:29:30.640] 30色おいおい色ケっていうおい色ケって
[00:29:36.240] いうあるぞあプロポーションなるほど
[00:29:40.919] プロポーションプロポがプロポーズなのか
[00:29:43.399] プロポプロポーションだろうな多分な体型
[00:29:45.559] だろうなやべデブには育ってほしくねえな
[00:29:48.919] 俺が俺が言うのもなんだけど俺俺をさあれ
[00:29:51.440] にしてほしいわあの反面教師にしてほしい
[00:29:54.039] きますよ色気だろ色気
[00:29:58.399] カブトの装備鎧の装備武器の装備ふざけん
[00:30:01.720] なこんなことねのをしたれなるほど結構
[00:30:05.440] 周回ゲなのか町のちょっと街の評価でも
[00:30:08.919] 聞くか世間の評価も無視できない町に行っ
[00:30:11.200] てこの子の評判を聞いてみようかプロポ
[00:30:14.679] プロポプロポーションなるほどね町に人々
[00:30:17.279] の人々に青いの評判を聞いてみようああ
[00:30:20.559] 知ってるよ赤いリボンの子だろ
[00:30:23.559] むむ大変真面目でいい子よなるほどねむむ
[00:30:28.279] こと聞いたああなるほどななるほど体が
[00:30:31.640] 弱いとちょっとじゃあ気を
[00:30:34.080] つけようお城に行ってえ王様のご機嫌でも
[00:30:37.480] 伺っておいではいきますあ1人で行けるか
[00:30:40.960] 大丈夫か縄文の前に来ました衛兵に会う
[00:30:44.399] これこれお前は何者だ蒼い
[00:30:46.880] です顔パスじゃねえかよお前蒼いですだけ
[00:30:50.159] で蒼いだけですね生えたらもうそれお前
[00:30:52.720] もう顔パスだよ入れるわけねえだろそう
[00:30:56.480] 1970年3月11日金曜日です3月31
[00:31:00.919] 日私がこのも門の警備を預かっている以上
[00:31:05.120] お前のような下線なものを通す負けには
[00:31:07.840] いかない入りたけばもっと気品を磨いて
[00:31:10.080] くるのことダメだったこんな娘に対して
[00:31:13.080] 下線なものとかいうあの衛兵マジで本当
[00:31:15.559] くばった方が
[00:31:16.760] いいえ何すればいいのスケジュール
[00:31:20.159] スケジュールを決めるかあ何何何娘を子供
[00:31:24.799] に下なあひでえよなえ娘を教育するお金を
[00:31:31.440] 稼がせるお前が稼げおい親父何やってんだ
[00:31:36.360] よお前が稼げよなんで娘に稼がせるんだよ
[00:31:40.120] 休ませてだけバカンスに行く武者修行へ
[00:31:42.000] 行くえ何すればいいのこれおいえまず何
[00:31:45.440] するえわかんねえど何すればいいの
[00:31:51.799] アルバイト風がせる草もうから危ない仕事
[00:31:57.000] させんじゃねえよ
[00:31:58.720] 10歳だぞまじまさん仕事しないんですか
[00:32:02.360] お前何してんだよえどうしようえでも
[00:32:05.440] やっぱ教育必要じゃないやっぱり教育
[00:32:08.760] やっぱり俺ねあの別に頭良くないしバカだ
[00:32:12.200] けどやっぱりね最低限モラルというか働き
[00:32:16.519] たくないでご働いたら負け娘そんなもん
[00:32:20.639] 引き取ってくんなじゃああのさんこの子
[00:32:23.960] 10歳まで名前なかった不便な子だから
[00:32:26.720] なるほどねそうだよえそっか俺がつつけて
[00:32:29.519] あげたのかえでもやっぱ教育だよ
[00:32:32.639] ね武芸武芸初球学問初給法いやでも法
[00:32:39.760] 欲しいかな俺学問はいいわバカでもいい
[00:32:42.559] 女の子ってバカでも可愛いからえわかん
[00:32:45.080] ないいって言っとけばどうにかなるから
[00:32:46.559] 女の子は法はでもねあのバカなんだけど
[00:32:50.720] バカなんだけど実家に挨拶しに来た時に
[00:32:54.159] あの自分のね自分の実家にあの彼女が挨拶
[00:32:57.320] しに来た
[00:32:59.159] あのカなんだけどすごくお母さんとかに
[00:33:02.440] 対して礼正しいて俺もキンとするから
[00:33:05.320] きっとだなえあなるほど
[00:33:09.120] 1680年上旬中
[00:33:13.679] のなのまままままま好きかってやらせて
[00:33:16.960] くれよえ上旬下旬中旬なんだホイミさん
[00:33:20.120] こんにちはみさんいらっしゃいありがとう
[00:33:21.799] 今日はですねPGエンジンプリンセス
[00:33:24.039] メーカーやってます理想の娘を育てる
[00:33:26.519] ゲームなんですよでも娘には俺はやっぱ
[00:33:30.360] 教育のゲームなんだこれね1996年とか
[00:33:34.200] 分かんない1991年かかなり前だねもう
[00:33:37.519] 30年以上前だ
[00:33:39.440] えお金を稼がせるってこれれ本当最低だと
[00:33:43.039] 思うわ中旬はま学問まゲゲって俺女の子に
[00:33:51.000] 武芸必要なくないあたちゃんこんばんは
[00:33:53.200] たまぴおちゃんこんにちは今日はですね
[00:33:56.279] PCエンジンプリンセスメー1やってます
[00:33:59.919] 理想の娘を育てるゲームなんですってもう
[00:34:02.639] ちなみにあの僕の娘の名前橋本青井ちゃん
[00:34:05.320] ですあ俺橋本れんって言うんだけど俺橋本
[00:34:08.839] れんて言うのねねレんってハの花の名前だ
[00:34:11.599] から娘の名前も花の名前にしたくて橋本
[00:34:15.000] 青いちゃんですよろしくお願いしますで娘
[00:34:17.000] にはやっぱも蓮だ
[00:34:19.520] なで下旬はじゃちょっと休ませてあげよう
[00:34:23.280] よスケジュールが組み込まれましたはい
[00:34:25.280] スケジュールこれで行き
[00:34:26.720] ます見てくださいよ僕の娘ですよ可愛く
[00:34:29.879] ないですか蓮料金は全部で80$えホとは
[00:34:34.679] 伝統的な礼儀方を学ぶオ子ですいいんだよ
[00:34:38.040] 礼儀さえ正しければバカでもいいわ俺この
[00:34:40.760] 子あの女の子ってバカでもいいんですよあ
[00:34:44.359] 高こんにちはこんにちはプリンセス
[00:34:46.839] メーカーやってるバカでもいい女の子はえ
[00:34:49.960] わかんないいって言ってればなんとかなる
[00:34:52.760] からでも礼儀はやっぱなあのこの子が結婚
[00:34:58.400] するとかってなった時にいいねたまピオ
[00:35:01.079] ちゃん目指そかじゃレ全部で80$俺
[00:35:04.720] 500円しか持ってねえ
[00:35:07.040] ぞとははいお稽古でございます1人前の上
[00:35:10.400] になるためには絶対身につけなければなり
[00:35:12.720] ませんよなるほどなバカでもいいけどその
[00:35:15.640] 彼氏とかができて彼氏とかができてねあの
[00:35:19.240] 結婚しますってなった時にね
[00:35:23.960] あのあのあれなあのんとかにお母様
[00:35:29.000] 初めましてみたいななれたらさ俺もキュン
[00:35:31.079] と来るもんとなるパソコン
[00:35:33.160] 版俺の彼女バカやのな馬鹿なんだよな
[00:35:36.280] こいつなと思ってても響そういう時に
[00:35:39.119] キュンと来るからあなるほどねトメも
[00:35:42.480] やっぱトメ集するよねはいはいえレ今日の
[00:35:48.320] お古の成果はあ気品がアップしました今日
[00:35:51.359] のおの成果は青いの品が5アいいね気品と
[00:35:55.160] 色よ女は
[00:35:58.560] 色いいね品めっちゃアップすんじゃねえか
[00:36:02.760] 品めっちゃくそ可愛いえメド
[00:36:06.599] 何何は体がくて何も身につかなかったよう
[00:36:10.640] なまそういう時もあるわなえ何レイドレ来
[00:36:14.480] てないでしょホ今日の子の成果は青いの品
[00:36:18.280] が5アップいいね結構これ1日1日見んの
[00:36:21.520] かこれ結構大変だ
[00:36:23.160] ないいねあだからまだまだですまたおいで
[00:36:28.400] なさいわあ厳しいなこの
[00:36:31.240] 先生かなり厳しそうでもおっぱいでかそう
[00:36:33.800] だねお父さん最低すぎるでしょお父さん
[00:36:38.079] 最低
[00:36:39.319] すぎるはいしかねえのか
[00:36:42.920] よあレドやあニコたかなるほど自分でね
[00:36:47.760] ありがとうレドニコたかさんありがとう
[00:36:50.119] スパルタだねレあだから上旬中旬下旬って
[00:36:55.000] いう1月のあれなんだ10日間が
[00:36:58.280] あありがとうありがとねとナイスレド
[00:37:03.040] ありがとうお父さんだねお父さんがまず先
[00:37:06.640] に学んだ方がいいよねさんこんにちはさん
[00:37:11.240] ありがとうねありがとうお疲れちゃん
[00:37:13.400] ありがとうこれ確かにお父さんがまず令を
[00:37:17.040] 学んだ方がいいわだってこんな10歳の子
[00:37:21.640] めっちゃ可愛くない涙僕最高ああ今日体時
[00:37:27.760] もあるよねレから来たよあみさん
[00:37:30.000] こんにちはみさんこんにちは今体がまそう
[00:37:33.400] いう時もあるいいよいいよいいバカ野郎
[00:37:37.640] バカ野郎ちょっとねはペジさんどうも
[00:37:42.000] こんにちはマカいいな腹減ってきた
[00:37:45.960] わいいな気品めっちゃアップしてん
[00:37:50.599] じゃんやっぱ女は気品とあれで色気だよな
[00:37:54.960] 気品と色気だよなやっぱなバカでもいいわ
[00:37:58.839] 今日は体
[00:38:00.720] がになるあいい女にしよう
[00:38:05.079] ぜだこの子容子なんですよこの子容姿なん
[00:38:08.319] すよあありがとうあさんありがとね
[00:38:10.200] ありがとうありがとうまだまだダメです
[00:38:12.400] またおいで
[00:38:14.680] なさいおっぱいでかそう
[00:38:17.520] なで下旬は
[00:38:20.160] バカ
[00:38:24.160] だかい娘のれ
[00:38:27.839] しょぼロリコン救われるだろこんなゲーム
[00:38:31.040] くそ可愛いよ青いお小遣いもらって街に
[00:38:33.680] 遊びに行った行け行け行け85ドルで全
[00:38:36.400] 回復急速
[00:38:39.440] 急速ねモラルが下がってくなんでだどう
[00:38:42.880] いう遊びしてんだよお前えモラル0になっ
[00:38:45.240] ちゃうんですけどはやべえモラめてよかっ
[00:38:49.520] たモラルがゼになっちゃった
[00:38:51.920] え金髪とかなって帰ってこねえよなまさか
[00:38:54.520] お前なてんてんてんそりそうだわ
[00:38:58.079] えなんだモラルが下がったどういう遊びし
[00:39:01.200] た
[00:39:01.800] のえちょっと待ってちょっとじゃあてお金
[00:39:05.839] になったら終了えじゃお金稼がなきゃいけ
[00:39:08.200] ねんかな怪合有じ
[00:39:12.760] 合有やだわやだわこいつ待行ってさ待行っ
[00:39:16.920] てさなんかなんだろうやっぱ気品がある娘
[00:39:20.440] にしたいから家じゃ絶対コーラとか与え
[00:39:22.440] ないんだけどコーラとか飲んでキキに冷え
[00:39:25.560] てやがるとかやってたらやだわ
[00:39:28.000] やだあいちゃん欲望の解放が
[00:39:32.760] 下手ぶん殴るか
[00:39:36.040] なそんなら
[00:39:39.720] 殴っなるほどえちょ待ってでもさ娘と話そ
[00:39:44.920] かたまには親子の対話も必要パチンコ
[00:39:48.400] [音楽]
