[00:00:18.800] ジマゲームさんコメントお待ちしてま邪魔
[00:29:58.559] た君はこれ多分まもらえるもらえるでしょ
[00:30:03.799] あの子
[00:30:07.200] からなんか爆弾がいた探したんだよ沙さん
[00:30:13.240] 主婦多いところでバイトするとあいうバ
[00:30:15.799] 多くて締めしたくなるよねやっぱりさそう
[00:30:19.880] いうとこでバイトすると若い女の子って目
[00:30:21.720] つけられんのかねやっぱねなんか嫉妬じゃ
[00:30:24.240] ない
[00:30:24.880] けどくそ可愛いじゃんこいつそうだよ
[00:30:29.240] これ渡したくてはいあどうしたの
[00:30:34.919] あーんギリチョコる
[00:30:37.760] 時たろと思って胸にしまっておいたら溶け
[00:30:41.799] ちゃったようんありがとう平気だよ気持ち
[00:30:44.840] は伝わってるし
[00:30:46.799] 本当今今このチョコには今このチョコには
[00:30:51.200] この女の子のおっぱいの熱がね熱が伝わっ
[00:30:55.600] ています今すぐほっぺたにさんむしろその
[00:30:59.120] 方がむしろその方がいい
[00:31:02.000] です塗りたくろいろんなとこにそのその胸
[00:31:05.960] の熱であそうそうそうラさんごめんそうな
[00:31:08.399] よそうなんよ1時間早くなっちゃった
[00:31:10.159] ごめんな今日は1個ちょこもらえたなさん
[00:31:13.559] うにるにるにるにるなんだそれにゃある
[00:31:17.559] にゃあるにゃあるにるラジさんこんばんは
[00:31:19.679] そうなんだよね1時までね今日ランディ
[00:31:22.880] さんっちっねねもうだからさ
[00:31:27.660] [音楽]
[00:31:31.760] 危ねえもう部活がなんでもこれ爆弾解除し
[00:31:36.399] ないとやばいなおっぱいはあまり
[00:31:38.760] あったかくない場合が多いと思うんですが
[00:31:41.279] あそうなんですかそうなんですか僕
[00:31:44.080] ちょっとわかんないいっすね僕ちょっと
[00:31:45.840] 分からな
[00:31:46.440] [音楽]
[00:31:50.880] いっすもさん部活教える猶予すらなく電話
[00:31:54.919] しようとするのやめてよそうなだな結局
[00:31:57.120] ラグがあるから首になる前にタイムリーし
[00:32:00.200] たんだねそうなんよそせなんよせなんよ
[00:32:05.639] まだ焦る時間じゃねえよ
[00:32:07.600] 正直ちゃんさんひんやりしてますなるほど
[00:32:12.519] えじゃああれじゃんうんこんな感じだよ
[00:32:16.200] あのここちょ解けないようにそこ入れとい
[00:32:18.880] てよつっ
[00:32:22.360] てえ赤いさんの電話番号聞きたいです赤
[00:32:26.120] さんどうしてん
[00:32:28.559] 宗ちゃんさんじまく自分のお腹とかあった
[00:32:31.880] かい乃さん父よりも脇のが熱いよえでも
[00:32:36.399] あかくしてあげなきゃねが脇よりもあ父
[00:32:39.840] よりも脇のあま脇はあったかいわなでも
[00:32:43.080] なんか脇脇に挟まってたチョコレートで喜
[00:32:46.399] ぶってなすごい変態臭くないですかま胸で
[00:32:48.320] も変態だけどこんな感じだよゴッ
[00:32:51.240] ドリラーしょうがないからおに電話して
[00:32:53.279] やっかな爆弾爆弾が爆発する前にねお疲れ
[00:32:56.840] ちゃんサムネちゃんさん脇に隠したら
[00:33:00.039] ちょこ溶けちゃった
[00:33:03.000] ああそのまんまなめやめよ今のなし今の
[00:33:08.679] なしやべ体力が低いなやばいちょ寝るあで
[00:33:14.399] も文系もやテストいつだテスト4月とかだ
[00:33:18.360] よね多分ね期末テストって何月えモテか
[00:33:21.000] テスト
[00:33:23.840] やばいえっとえっとえっとえとといつああ
[00:33:30.159] もうテストじゃん明日終わった終わった
[00:33:33.360] みんな明日テストだ明日テスト赤ださんあ
[00:33:37.279] そういえばちゃまに聞きたいことあったん
[00:33:39.519] だよ
[00:33:41.440] 何なんだなんでもNGなしでし赤いさんの
[00:33:46.600] おタでしょうかうんそうだ
[00:33:48.919] ぞお前かがあるなら早くリラーがいいとこ
[00:33:53.639] だなあさえなんで
[00:33:57.240] [音楽]
[00:34:01.080] ないですないない何も
[00:34:04.760] ない意味もないしその他ボロボロ何もない
[00:34:08.200] あの聞かないで
[00:34:09.960] くださいスでも行こっ
[00:34:13.520] かった
[00:34:17.119] さあマークの引っ越あさマークです
[00:34:21.280] ねだいぶ前じゃねしかもブルーアイズ配信
[00:34:25.170] [音楽]
[00:34:28.040] うわこれ赤点
[00:34:32.000] だやばいまちゃんさんブルーアイズ配信
[00:34:36.520] 開始
[00:34:38.720] ドラゴン復すなよ復すなよちょっと待って
[00:34:42.919] これ爆弾解除しないとやばいっ
[00:34:45.119] てあそうだ
[00:34:48.119] えこれなんかめんどくせえなこいつ
[00:34:52.560] な終了ドラン
[00:34:57.760] これちょっとさ爆弾解除できてんのか
[00:35:02.880] なああそうもっとギリギリの状態までにし
[00:35:06.400] ないといけないのか危ねえああこれ絶対
[00:35:09.280] 入れちゃだめだ危なかっ
[00:35:13.480] たまんなそうだこれね
[00:35:17.359] でのせなっちゃっ
[00:35:20.960] たくだらねえなんでノイゼになってんだ
[00:35:26.640] よ
[00:35:28.640] えーちゃんさんでさん興味ないこの機嫌
[00:35:33.560] 取りしないないのだいよねマジでそう
[00:35:36.800] ストレスたか47ぐらい
[00:35:39.400] でさノイローゼになってたら社会出たら
[00:35:42.119] 無理だぜ社会出たらデフォルトで200だ
[00:35:44.560] からな社会人のストレスなめんなよお前
[00:35:47.079] マジでなこいつこの橋元とかいうやつこん
[00:35:50.280] くらいでノイローゼなりやがっ
[00:35:53.359] て社会出たらデフォルトで200だよ
[00:35:57.200] しまっただをしなければならないあれ補
[00:35:59.839] ってまさかさやな予感がするんです
[00:36:09.000] けどあ見られちゃったお互い困ったことに
[00:36:11.560] なった
[00:36:13.720] ねああのさ補って何部活すらいけないのえ
[00:36:19.440] じゃあリセットですけど
[00:36:23.240] これちょっとこれ何部活どうなんの
[00:36:28.240] 部活試合えっとあのさんになったとかも
[00:36:34.160] もう出ない
[00:36:35.540] [笑い]
[00:36:43.880] 死どうなんの
[00:36:47.079] これホワイトデーのお返しいやもうそんな
[00:36:49.760] どんだね
[00:36:51.440] 冗談部活どうなったんだろう
[00:36:57.680] 君は学校生活が楽しかったのうん全然全然
[00:37:01.880] 楽しくないいすだめだ俺に集団生活なんて
[00:37:04.880] 無理だよだっ
[00:37:09.960] て間違ってた何この
[00:37:14.079] 目ちょっとごめんちょっと待ってちょっと
[00:37:16.520] 先ちょっと待っておい部活どうなるんだっ
[00:37:19.560] [音楽]
[00:37:22.280] て学校生活楽しくなかったね別にねなんか
[00:37:25.680] 別友達もいなかったし
[00:37:32.720] 降りない
[00:37:34.720] なちょっと待って部活これ行けなかったら
[00:37:37.280] リセットなんですけど部活試合これ多分あ
[00:37:41.440] これあれか部活首なんのかこれ
[00:37:44.750] [音楽]
[00:37:47.520] まさか黒豚さんはまた部活を休んだのであ
[00:37:52.119] こんばんは黒さんよかったね今始まった
[00:37:54.160] とこだよでってお笑よかった今始まった
[00:37:58.400] とこだよよかったねジポメイドさん
[00:38:00.200] ドキドキの日ジポさんこんばんはジポさん
[00:38:02.520] もこんばんはノイローゼで補修させるとか
[00:38:05.040] マジもう殺しに来てん
[00:38:06.520] じゃんもぎさんリセット押すの早すぎだろ
[00:38:10.319] もう部長って出た途端に押したなんでもう
[00:38:14.359] うまくいかねえわマジでこのゲームほんま
[00:38:17.720] にほんまにうまくいかないわこのゲーム
[00:38:21.119] ほんまさんこのロード画面なつい笑さんの
[00:38:26.680] ジブくの
[00:38:27.960] 朝倉ミグ好きじゃねえんだよな
[00:38:31.800] 怖いあの嫌いな理由が怖い
[00:38:35.079] ですあなんか気に入らねえとかむかつくと
[00:38:39.280] かじゃなくて怖いあの人なんかいつもいつ
[00:38:41.720] もなんか怒った顔してるから怖くてや
[00:38:44.520] だ怒った顔しててなんかすごい頭の良さ
[00:38:47.800] そうなことばっかり言ってて怖いですあの
[00:38:49.280] 人上親のフックくらいのわかんないさん
[00:38:53.560] 笑笑こんばんはこんばんはね可愛いでしょ
[00:38:58.560] 怖いんだよね朝倉ミク怖くないあの人金
[00:39:02.520] 事項です金事項何が何
[00:39:05.920] がん金
[00:39:09.400] 事項ちょっと待てちょも爆弾解除から
[00:39:13.319] しっかりやってこうさんドネアのフック
[00:39:15.680] くらいの速度格闘技好きかお前
[00:39:22.079] ら格闘技好きなんだなみんなな全然わかん
[00:39:26.520] ねえ俺
[00:39:28.040] 分かりません何もボブサップぐらいしか
[00:39:31.200] 知らんさんちゃまく
[00:39:34.920] 何ちゃんさん
[00:39:39.960] のら何その呪文
[00:39:42.480] は
[00:39:44.240] 勘違い大丈夫勘違いなんて誰にでもあるえ
[00:39:49.119] あ部活をクリアしたところですねちょっと
[00:39:51.160] 待ってまだじゃもう次さんにはれはや
[00:39:56.290] [音楽]
[00:39:57.599] 突っ込みしておきなありがとありがとう
[00:40:00.920] ああじさんそれ朝くるやろ
[00:40:03.920] かいありがとうちゃん
[00:40:06.599] セーフじじさん
[00:40:10.440] 笑笑じじさんさすがやそういうことでしょ
[00:40:13.640] 知ってる知ってるそのノり知って
[00:40:17.280] たみさんさすがなあ人のまちゃんさん
[00:40:22.520] みくるちゃんみくるちゃんひなみくるて誰
[00:40:28.720] 誰ですかもう顔が怒ている顔が怒ているぞ
[00:40:33.280] あ仕
[00:40:36.720] だしかとしてらしかとされてらバカたが
[00:40:42.680] よしじゃ分かった僕爆弾解除しよう爆弾
[00:40:45.920] 解除しよう光のさんスやはの憂鬱に出て
[00:40:49.400] くる巨乳の女の子
[00:40:51.640] へスある見たことないてかさなんか
[00:40:55.640] さアニメ
[00:40:58.000] ウッチパーティーしたいんだけどさ泣ける
[00:40:59.720] アニメない泣けるアニメ泣きてえ俺は俺は
[00:41:04.280] 無償に今泣き今じゃないんだけど
[00:41:07.440] あ
[00:41:11.599] ナルトナルトなげえなワンクールぐらいの
[00:41:14.359] やつ
[00:41:15.359] さちゃんさんういう意味でなく感動話しし
[00:41:20.280] てたあ違うこれあごめんごめんささもう1
[00:41:23.839] 回リセットしていいごめんもう1回リセト
[00:41:28.160] ごめんなさいちょ待ってもうなんだ40分
[00:41:31.079] もなんも何してんだよげさん笑うセールス
[00:41:35.000] マセル違う笑セル俺1回前配信でさ配信で
[00:41:39.280] 見たんだけどなんかあれ全部下ネタじゃん
[00:41:43.240] やっぱもぎさん人記念配信なるとアニメ
[00:41:48.240] 前話ウちパーティで見るまで眠れません2
[00:41:51.520] ヶ月寝れねえじゃねか2ヶ月あちゃ
[00:41:54.880] こんばんはコナミあのちょうど今始まった
[00:41:58.200] とこだよリセットしたから
[00:41:59.640] 今リセットしましたちょっとめんどいわ
[00:42:04.359] これ
[00:42:07.160] もう全然9時から始めた意味ねえじゃねえ
