[00:00:12.799] ひい
[02:51:00.479] マリオの9-7レベル。
[02:51:03.000] うん。分かりづらい例え。分かりづらいた例え。やべえな。あのコミュニティチャレンジがちょっとずつもう
[02:51:05.278] [笑い]
[02:51:15.040] 90%いきそうじゃん。
[02:51:18.200] もう、もう言うけど、言うけど、もういいよ。やるよ。もうやるよ。
[02:51:23.618] [笑い]
[02:51:24.479] もうやるからいいよ。じゃあここまで行ったらもうやるでしょ。
[02:51:30.080] AU
[02:51:30.439] さん、こんばんは。トップシークレットですよ。そう、トップシークレットね。そう、トップシークレット。でもね、これなんで俺これやりたいかと言うと、なんでやってるかって言うと、エンディングが見てえ、このゲームエンディングが見てえんよ。
[02:51:47.680] エンディングがてかこのこのおじさんいるじゃん。髭のおじさんがとんでもないこと。めっちゃ好きだ。
[02:51:57.279] あ、本当?嘘。これめっちゃむずいんだけど。俺今日
[02:51:59.720] 3時間やってさ、ステージ1
[02:52:00.960] しかできなかった。
[02:52:02.640] 3
[02:52:02.840] 時間もやって。ただあのコンティニューの方法とか分かったんで次はもうちょっとこれ単純なアクションじゃないね。ちょっとだからちょっとうスみがあるよ。本当にこれちょっとうすみるよね。
[02:52:15.239] その自分を強化してとかさ、なんかそのコンティニュー回数増やしてとか
[02:52:21.120] コメント嵐でシンボルマークのアスキーアート連投してきた人いて一瞬で
[02:52:26.000] BANされていったね。
[02:52:27.239] ああ、なんかそんなあったっけ?そんなあったような気がするね。そうだからそう。誰か前
[02:52:31.040] BAN
[02:52:31.239] されたなと思って。あとブリーチの話して挽って言ったら
[02:52:35.000] banされて。
[02:52:35.560] それは悪意がもにあったしね。
[02:52:37.760] うん。ま、これはもうセーフですよ。だってなんて言ったってこカプコンですからね。天下のカプンコさんですから。
[02:52:45.560] セーフよ。
[02:52:48.000] ああ、いいな。俺もプラ、プラグマタやり
[02:52:50.160] てえな。プラグマタがやりてえよ。
[02:53:02.439] じゃ、そういうことで、[笑い]
[02:53:04.960] じゃ、僕もう寝ます。明日の明日朝早い。
[02:53:08.560] 朝早くはないんだけど。何が次の新作枠は
[02:53:12.680] プラグマプラグマやりてえな。
[02:53:14.600] ラグマたやりてえけどでもでももしやってさ、俺に合わねえなって
[02:53:22.359] 合わねえなってなっちゃったらディアナちゃんのこと嫌いになっちゃうじゃん。だから俺はこのこの距離感でいいのかもしれないと思っている。遠くから見守ってるぐらいがいいのかもしれない。ディアナちゃんの前にだからひトらちゃんどうにかしなきゃいけないからね。同じカプコンにひとらちゃん。
[02:53:38.359] ひとらちゃんもどうにかしなきゃいけないんで、ちょっと僕は今日、え、
[02:53:42.560] 笑笑
[02:53:43.160] ひらちゃんもどうにかしたいと思います。ということで
[02:53:46.200] ひらちゃん笑れてアクションゲームじゃないって聞いたけれどターンアクションゲームでしょ。なんかパズルもなんか混ざってんねん。パズルもなんかなあ。パズルお尻。ちょっとお尻帰わ。パズルもうなんか
[02:54:01.800] アクションなんだ。
[02:54:02.680] アクションパズルアクションみたいな。アクションパズルアクションみたいな。
[02:54:08.600] 戦ってる途中にあの女の子がパズルをこう
[02:54:11.040] やってやって敵をハッキングして弱点を
[02:54:16.279] なんかやるみたいな
[02:54:19.960] 感じ。だめだ。もうこれ以上やってると
[02:54:22.439] どんどんどんどんあのコミュニティ
[02:54:24.160] チャレンジ溜まってくからもうやめよう。
[02:54:26.365] [笑い]
[02:54:26.920] ほんじゃちょ明日は配信ちょっとわかん
[02:54:29.239] ないいいっす。明後日はもう朝からやろう
[02:54:31.439] かなと思ってます。
[02:54:34.359] 明日もやれればやるんだけどね。
[02:54:36.040] やれればやるんだけど。ちゅうことでちゅうことでありがとうございました。ありがとうございましたね。
[02:54:43.960] 朝からひとらちゃん行けたら行く。
[02:54:47.160] あ、行けたら行くとか言って毎回来てくれるんでしょ。
[02:54:49.479] お疲れ様。
[02:54:50.359] お疲れさん。ありがとうね。朝からひトらちゃんですよ。ひとらちゃん。ということで今日は誰にレイドをしようかなと思ってます。今日は誰にレイドをしようかな。
[02:55:04.160] モーニングありがとう。おやすみ。あれ?
[02:55:09.479] おやすみ。ありがとう。エマ店長さんにレドすっか。エマちょさんにでもレドしよう。レトルゲームやってるから。エマ店長さんにレドしよっかな。ワンコイン道場。ゲームオーバーしたら次のゲームへ。いいね。いい企画やってるな。俺もそれやりたい。
[02:55:29.520] ワンコイン道場ゲームオーバーしたら次のゲームやろ。
[02:55:33.560] でもさ、俺がやったらさ、多分エマ店長さんうまいからワンプレでも
[02:55:37.080] 結構できるんだろうけどやったら多分
[02:55:39.840] 100本ぐらいゲーム用意しても多分2
[02:55:41.560] 時間ぐらいしか持たないぞ。[笑い]
[02:55:44.399] 100本ぐらいゲーム用意しても多分2
[02:55:45.840] 時間ぐらいしか持たないぜ。うまい人だから多分
[02:55:49.640] 1個のゲーム30
[02:55:50.560] 分ぐらいいけんだろうけど俺多分
[02:55:54.319] 30
[02:55:54.680] 分で終わるで多分罪ゲー全部なくなるよ。
[02:55:56.102] [笑い]
[02:55:58.680] ま、でもあり面白そうだね。そうのもいいね。ということで今日はエマ店長さんに同じレトロゲーマーの
[02:56:04.279] 100
[02:56:04.520] 円玉貯金して。
[02:56:06.279] ガチのガチの100
[02:56:07.920] 円玉ありだね。ま、いいや。ちょっと今日はそんくらいにしとくわ。じゃあまたな。またな。ゴールデンウィーク楽しもうぜ。こんにちは。ということでありがとうございました。えー、グダグダですいません。
[02:56:23.279] ちょっとちょっとずつでもあのちょっと本当に次からは頑張って生きていきたいと思います。よろしくお願い。
[02:56:28.040] まだまだ諦めないよ。ちゃまちゃん人ら諦めんで。ルんダんだんだ。わかんない。変で
[02:56:40.359] ちゃまちゃん配信やめへんで。
[02:56:54.520] ドラクエ1から11
[02:56:55.920] ネズミやってる人いて死ぬ
[02:56:58.982] [笑い]
[02:57:00.279] RTA勢とかだったらあれだけどRTA
[02:57:02.880] でもな
[02:57:04.640] Rでも
[02:57:06.960] 無理だよ
[02:57:09.560] チンネルよりもだろ心
[02:57:19.800] 恐ろしいな。耐久配信かなん冗
[02:57:25.359] ま、ちょっとちょっと耐久配信やりたい欲がないこともないこともないこともないこともないけどでもさ、耐久配信実際みんなからしてもさ、ま、別にさ、だったら
[02:57:39.760] 2
[02:57:39.920] 日間普通に夜決まった時間から配信した方がでも良くないって思うんだけど。
[02:57:45.640] いや、なんでもないす。すいません。
[02:57:47.800] 僕がすません。
[02:57:50.479] 笑笑
[02:57:52.520] ぶっちゃけその方がそうだよね。だって全部見れないじゃん。ずっと見れるわけじゃないもんね。
[02:57:59.600] 間日は終
[02:58:01.208] [音楽]
[02:58:01.680] もう無理したらあかんで
[02:58:04.040] ということでありがとうございました。
[02:58:06.439] またね。
[02:58:07.239] おつ。
[02:58:15.960] 知らんけど。でデータ飛んだじゃなかった
