[00:00:22.800] ぐーぐい。お疲れ。
[00:31:02.399] な。それもこれもそろそろクリアしてんだ
[00:31:04.440] けどな。はい。えっと、間違えたからね。
[00:31:11.320] 間違えたからね。
[00:31:16.720] は、ちょっと何?ちょっと待って。
[00:31:24.919] えっと、今日お休みです。今日りんちゃん、りんちゃんじゃねえや。なんだっけな。え、なんだっけ?名前忘れちゃった。名前なんだっけ?ちょっともうドラクエの話で頭いっぱいでちょっともう覚えてねえよ。ちょっとショップ見とく。
[00:31:29.696] [笑い]
[00:31:38.039] 最低な
[00:31:39.080] 何だっけ?クオンちゃんね。クオンちゃん今日休みたいなんで。
[00:31:43.080] おっぱいしか覚えてない。
[00:31:44.279] おっぱいしか覚えてない。おっぱい3
[00:31:45.760] 万じゃいかん。3万じゃ行かれへん。
[00:31:48.279] 旅行は、あ、旅行は前回終わったんだよな。旅行は前回終わってます。振りマではい。あの、振りマ。はい。え、
[00:31:54.799] 1人用こたつ売りマ5
[00:31:56.360] 万円助かるぜ。業のとこ良かったろ。エマさんこんばんは。エマちゃん、こんばんは。き、前回さ、俺、あの旅行のエッチシーンあったやん。
[00:32:08.120] 2
[00:32:08.240] の情報ありました。
[00:32:09.240] ドラク12
[00:32:09.720] の情報あったよ。あったけど、なんかちょっと映像がちょこっと出ただけで、まだ何にも発売日とかも何もなかった。
[00:32:16.240] うん。まあだいぶ酒だろうな。お疲れ。
[00:32:20.000] 前回さ、あのDisccordにさ、あの
[00:32:22.480] 配信に載せらないエッジシーンの写真あげ
[00:32:24.679] たじゃん。次の日じんちゃんからLINE
[00:32:26.600] 来てさ、キャバあのDisccordの
[00:32:29.080] エロ画像バニガで2って大興奮。[笑い]
[00:32:33.559] いやそうつって俺もやるって言った。
[00:32:37.480] ドスケベが
[00:32:38.120] 笑笑いらっしゃいませ
[00:32:42.519] 。
[00:32:42.639] どうもこんにちは。休みだけど来ちゃった
[00:32:44.120] 。
[00:32:44.679] 休みだ。いや、可愛いだお前。お前も可愛いんだよ。お前も可愛いんだ。
[00:32:50.720] 何見ます?
[00:32:51.600] お前も可愛いな。だから本命じゃないから安酒だけで行くぞ。今日は
[00:32:55.320] ちょっと喉が乾いちゃったな。
[00:32:57.000] 喉が乾いたんか。えー、安酒けで行く。君はジントニックでも飲みなさい。
[00:33:01.919] 美しいですよね。私結構好きです。
[00:33:04.919] なあ、この子のルートも見たいから誰かやってくんねえかな。慣れたもん。
[00:33:12.960] 乾杯。
[00:33:13.440] はい、どうも。
[00:33:14.600] あれ見たかったんですけど、チまさんの
[00:33:16.840] disccordてます。[笑い]
[00:33:18.760] 俺の俺のあの概要欄のさ、
[00:33:21.000] Discord
[00:33:21.440] のあのバナーとこさ叩けば飛べるはず。
[00:33:26.880] 白点もよい。[音楽]
[00:33:28.559] 白点記事びっくり
[00:33:32.559] cordじゃ多分出ねえんだよな。俺
[00:33:34.519] すごい変な顔してます。
[00:33:36.519] あ、こっちもして何か食べちゃいました。
[00:33:40.000] あ、そっか。リンクにも貼っとけばいいのか。
[00:33:42.399] ごリンク確かにリンクしとくわ。で、あの
[00:33:45.519] 今週末ちょっと明日あたりに告知するけど
[00:33:47.840] 今週末やりますからね。あれ今週末あの
[00:33:52.360] サブスク限定配信やりますんで第1回
[00:33:55.080] サブスクライバー限定配信配信じゃ絶対に
[00:33:57.960] できないゲーム狂った果実MSX
[00:34:00.559] バージョンやってきますんでよろしく。
[00:34:02.760] サブライバー限定チャンネルにアクセス
[00:34:04.519] できることをご確認の上皆さん待機して
[00:34:06.600] ください。待してくださいね
[00:34:10.480] て好き。
[00:34:13.879] あの、Discord
[00:34:14.800] の配信でやりますから。あの、
[00:34:16.639] Twitch
[00:34:17.040] の配信でもできないと思う。あれは、あれはもう普通に
[00:34:19.800] banされるから。
[00:34:21.040] はい。はい。そうですか。ありがとうございます。
[00:34:23.919] よろしく。
[00:34:25.159] それで何でしたっけ?ビアフロ待つきれるでしょ。まあな、俺もビアフロは待つよ。
[00:34:32.040] お名前。
[00:34:33.480] あなたのお名前。
[00:34:34.520] ドンビルさんが5でサブスクしました。
[00:34:37.028] [笑い]
[00:34:38.000] 8ヶ月。
[00:34:38.879] せありがとう。ありがとう。
[00:34:40.960] ありがとう。のびるさん、こんばんは。あの、あれだよ。あの、ちゃんと
[00:34:44.440] Disccord
[00:34:44.839] の自分のアカウントと、えっと、
[00:34:46.919] Twitch
[00:34:47.200] の自分のアカウントを紐付けしてないと、あの、サブスク限定サーバーに入れないんで、その辺ちゃんとやっといてね、みんな。
[00:34:54.839] ああ、あのですね、[音楽]
[00:34:57.760] よく考えてみてください。バニーガーデンに来てくれるのはあなただけじゃないんですよ。
[00:35:03.720] え、俺の名前忘れちゃったの?
[00:35:05.280] それにお店でお会いできたのも
[00:35:07.680] いやいやいやいやいやいや。結構来てるよ。
[00:35:11.079] その程度で名前を覚えてもらおうだ。この子エくね
[00:35:17.440] 紐別にエロくねえよ。ケめが
[00:35:20.760] たまらん。
[00:35:22.440] 俺はレ。俺の名橋本レン。ううう。
[00:35:29.520] 泣かないでくださいよ。ごめんってば。こんなにショックを受けると思って。
[00:35:33.839] え、本当に忘れたの?
[00:35:35.480] でもまた私のか。
[00:35:38.480] あなた相当変わった人。
[00:35:39.839] いや、ま、本命が休んでるからね。ま、本命が休んでるからね。何?何ですか?
[00:35:41.874] [笑い]
[00:35:47.599] いや、俺この子のルートも見たいけどさ、さすがにバニーガーデン
[00:35:51.160] 2
[00:35:51.359] 週連続はさ、だいぶあれだよね。だいぶあれだよね。もう多分みんなもなんかでもこの子の
[00:35:57.800] HC見て
[00:36:00.560] はあ。あまり調子に乗らないでください。本当にたまたま頭の片隅に残ってただけですから。
[00:36:08.599] うるさいですね。それに今地悪してるのはそっちだし。
[00:36:12.660] [笑い]
[00:36:12.720] やっぱりあなたのスケベがきた。スケベが。せさんこんばんは。お疲れちゃん。
[00:36:18.280] 笑笑。ドラクエ12
[00:36:19.920] の主人公なんか目が死んでね。
[00:36:21.839] せさん見た?ドラクエのやつ。ドラクエのやつ見た?
[00:36:27.119] 今回は私の方が主導権を握りたかった。
[00:36:31.040] いつの間にか逆転されちゃってる。
[00:36:32.880] い、やはりやはりな。
[00:36:35.280] やはりお所の主導権はおが持つべきであると私はこれを声を大にして言いたい。お所の主導権は必ずおが持ちなさい。
[00:36:43.960] ねえ、次のドリンクは何ですか?
[00:36:46.000] これはもう声を大にしていたい。法律を作りたい。俺が
[00:36:50.280] ありがとうございます。どれにしますか?
[00:36:53.440] えー、
[00:36:55.240] 聖書に書くべき。[笑い]
[00:36:58.359] 私もいていいです
[00:36:59.440] ね。聖書に書くべきだよね。
[00:37:01.400] オネショタの主導権は絶対にオが持ってき
[00:37:05.240] おいしいですよね。
[00:37:09.040] まあね、あの手付けうわ、絶対そこに繋がりますやん。手な付けられ、あのキラパンを手な付けられるというね、気になるよね。になるんだかな。
[00:37:25.119] ボロンコ
[00:37:25.720] 乾杯。
[00:37:26.720] あ、プックルな。
[00:37:29.920] チロルだ。美味しいですね。
[00:37:32.440] ゲレゲレなチロルな。チロルはチロルです。
[00:37:34.536] [笑い]
[00:37:38.280] え、ボロンゴ、ゲレゲレプックルな。誰もプックルねえんだよ。
[00:37:43.079] プックルは
[00:37:45.640] なんか私のこと子供扱いしてません。若干むかつくんですけど。
[00:37:50.280] お姉ちゃん何歳?エリザちゃんの普段の態度がそうさせんのかもな。
[00:37:56.200] ついがりか可愛がりたくなっちゃうんだよ。
[00:38:00.680] 来い。
[00:38:01.280] なんか親戚の子供に接してるみたいになってるんですけど。チロルの良さに気づいて。
[00:38:06.520] ま、俺も最初チロルにしたけど。
[00:38:08.040] 嬉しい。
[00:38:08.599] 私は大人の女性なんですからちゃんと大人の女性として扱ってください。
[00:38:10.561] [音楽]
[00:38:13.319] 何歳だよお前。
[00:38:16.319] の愛見です。笑。
[00:38:19.640] わ、さすがにわかんなかった。それは
[00:38:23.079] そうなん。リリアンって言うんだ。
[00:38:25.040] 何
[00:38:26.119] かいい何?
[00:38:27.920] 何か言いたそうな顔してますけど。
[00:38:29.556] [音楽]
[00:38:29.920] やべえな。エリサルート行けばよかったかもな。でもながついてたのが子供っぽいとでも大人の女性でも髪の毛にご飯粒つけちゃう時ありますよね。
[00:38:38.880] ミスを一切しないのが大人っていうわけじゃないし。
[00:38:42.920] やめましょう。
[00:38:44.160] もうここでその話はこの子のさ、ルートも見たいからまたちょっとしたらガ
[00:38:50.079] 2やってもいいかもな。
[00:38:51.920] 静かにお酒を楽しみましょう。
[00:38:53.920] だよね、この子ね。
[00:38:55.960] ねえ、分からせたい。
[00:38:56.960] 次のドリンクは何し?[笑い]
[00:39:00.359] 何を?
[00:39:01.440] まだ私と痛いんだ。
[00:39:03.079] わ、痛い、痛い。
[00:39:04.400] ありがとう。
[00:39:05.280] 可愛いな。
[00:39:05.880] 何飲みます?
[00:39:06.760] この子も可愛いです。うわあ。カラオケ見てみてえけどでもだめ。お金がないから。お金がない。今日はジントニックしか飲まないよ。
[00:39:13.400] ちょっと喉が乾いちゃったな。
[00:39:14.920] ジントニックしか飲みませんから。
[00:39:16.440] 美いしいですよ。
[00:39:17.119] ていうか別にえ、あれだよな。別にさ、延長する必要ねえんだよな。
[00:39:22.280] なんかフルで延長しちゃってるけど毎回乾了
[00:39:27.880] エリザちゃんと話してると時間が経つのがあっという間だよ。
[00:39:31.800] 最後まで付き合ってくれましたしね。
[00:39:34.240] 可愛い。
[00:39:35.040] 私のことお気に入りになっちゃったのかな?どうしよう。困っちゃうな。もう
[00:39:42.040] いいね。そうだよ。エルザちゃんがお気に入り
[00:39:47.040] な。よくそんなこと平気な顔して言えますね。
[00:39:51.440] 恥ずかしくないの?私は恥ずかしい。こっち見るな。
[00:39:57.599] こっちはエルちゃんのお気に入りになれてよかったよ。
[00:40:00.040] はあ。勝手なこと言わないで欲しいんですけど。私がつあなたのことをお気に入りだなんて言いました。別に楽しくないとは言ってませんけど、もう
[00:40:01.257] [音楽]
[00:40:12.520] ああ、
[00:40:13.560] といえば楽しい方ではあるかな。
