[00:00:50.559] うしゃっす。
[00:32:11.000] なんでそれできないのとか言われていや
[00:32:13.320] そんなんできませんよ。笑笑
[00:32:15.960] 私やったことないですしな
[00:32:18.639] んだっけ
[00:32:20.120] もで俺はそれでああやっぱりやっぱりこういうなんか全意で全意で教えてあげるよっていう系のゲームは俺は無理だなと思ったの。その人が悪いとかじゃないよ。
[00:32:29.440] か
[00:32:30.200] そあれ何これ?なんで開かないねえ。バグじゃねえかよ。これなんでアで開かねえんだよ。なんか開かねえんだけど。
[00:32:38.519] 開かなかった扉。
[00:32:44.159] うお。
[00:32:45.120] え、なんで開かなかった今?え、なんか開かなかったな、今な。え?なんで開かなかった?今バグってません?
[00:32:58.960] ちゃま俺でよかったらいつも話聞くよ。
[00:33:01.639] え、なんそれ?いや、もうゲームはもう誰かに教わってやるゲームやりたくない。
[00:33:07.440] だった。
[00:33:08.279] え、アじゃんだって。え、アじゃなかった。ここアがアパか。
[00:33:20.039] そこに愛はあるんか?
[00:33:21.279] え?愛あるやろ。
[00:33:22.279] 笑った。
[00:33:24.200] 愛だったよな。もう1回取ってこう。もう
[00:33:29.120] 1回取ってくよ。じゃあ
[00:33:29.919] 私もちゃんと見ました。
[00:33:31.039] ですよね。見ましたよね。
[00:33:33.600] 確認しました。一ぺん怒り取るか。
[00:33:37.559] あ、え、1回違う。あ、いや、まあまあ、
[00:33:40.039] ちょ、もう1回行ってみるわ。もう1回
[00:33:40.960] 行ってみるわ。もう回行く。ルルル
[00:33:44.919] 。
[00:33:51.559] もう1回1ぺ行みるわ。もう1ぺ行みるわ
[00:33:53.720] 。
[00:34:00.200] むずいんだよ、この。今日暑いな。
[00:34:02.360] 今日暑いよね。やだよね。明日も暑かっ
[00:34:05.720] たらやだな。もう1回行ってくれ。あ
[00:34:08.200] あ、もう1
[00:34:08.480] 回行ってくれ。これで開かなかったらほんま下手くそすぎる。ラララララランラランララララン。下手くぞ。ルルルんルんルんルん。よし。ちょ待って。
[00:34:34.919] ルんルん。
[00:34:37.520] の下手すぎる。もうなんか今日下手になっ
[00:34:41.320] た。こんなとこ詰まる俺でなかったのに。
[00:34:43.679] こんなとこで詰まる俺じゃなかったのに。
[00:34:57.119] これは教えてる方もらい
[00:35:01.720] まあ落としたゲームのカード落としてしまったですがはい。ああ、分かったから静かにしてくれる?これ上ってどうやって行くんだ?ラララララララララララナラんねえ。開かないじゃん。
[00:35:27.000] おい、これどうなってんだよ、これ。おい、なんで開かねんだよ。た、
[00:35:34.119] ありがとう。なんで開かねんだよ、これは。ゲームの腕が落ちてしまったんですが。
[00:35:46.200] けっぱで壊れた。
[00:35:47.800] うせえやろ。ここで
[00:35:49.640] 5000
[00:35:50.160] あの、金貯めすぎてなんかオーバーフローした。オーバーフローしたか。
[00:35:58.480] 一旦出るわ。一旦出よう。一旦出て違う
[00:36:02.119] とこからやろう。違うとこからやるわ。
[00:36:05.079] じゃあなんでだよ。
[00:36:10.560] なんやねん、それ。割とダメージ食らっ
[00:36:13.760] ちったしよ。やっぱ、やっぱここからやる
[00:36:15.880] のが定石。定績。
[00:36:19.280] 骨は拾ってくれ。
[00:36:23.760] ダメージ結構食らっちったじゃねえかよ。ま、こっからやんのが
[00:36:30.359] 1番いいやな。
[00:36:39.920] いつもここから。
[00:36:41.599] いつもここから。悲しい時。悲しい時。可愛いね。
[00:36:56.440] バカ野郎。この野郎。邪魔だ。邪魔だ。どけどけ。結構結構ダメージ食らっちゃってる。
[00:37:16.880] 微妙に滑舌悪いやつ。
[00:37:20.400] そうだっけ?滑舌悪いんだっけ?まずは心の扉を開けてください。ダブルシャス
[00:37:37.119] ね。なんで開かなかったのそれ?なんで開かなかったのそれ?おかしいだろ。完全にバグだよね。
[00:37:48.839] え、どうしよう。あそこなんか今日開かなかったら今日開かなかったらどうするなあ。好みに送った方がいいよね、これね。いや、うぜ、うぜ、うぜえな。なんなんだよ、マジで。なんなんだ、もう。
[00:38:14.960] もう金なくなるから。こんな、こんなんで
[00:38:17.200] 簡単に。だめだよ、こんなすぐお金使っ
[00:38:19.640] ちゃ。いや、
[00:38:24.280] 危ない。バカ。挟まれたら終わりだよ。
[00:38:29.119] 気をつけてよ。
[00:38:45.040] か。
[00:38:48.800] まあまあまあ、お金、お金もちゃんと集め
[00:38:51.240] で行けば大丈夫だ。4000ぐらいは
[00:38:53.079] キープしときたいな。常にな。常に
[00:38:55.359] 4000キープで
[00:39:03.200] スロのやつ
[00:39:05.319] が違うんだったよかったそう。
[00:39:07.440] スカスカセットで違うんだよ。
[00:39:11.000] 色々あるんだよね。え、なんかでもグラ
[00:39:13.760] 2が1番良くない?グラニが
[00:39:26.599] メタルギアとかF1スピリッツてないの?
[00:39:29.119] ない、ない、ない、ない。F1
[00:39:30.280] スピリッツ持ってないんだよ。メタルギアンも持ってない。メタルギアンが高すぎて変えるか。メタルギア
[00:39:37.119] 1
[00:39:37.280] 本でお前あのメガのなんだっけ?リミックスと同じ値段するよ。
[00:39:42.640] ポリメガリミックスと同じ時間するよ。
[00:39:47.560] たっか
[00:39:49.040] マジマジマジマジメタリア1本でうん。
[00:39:51.200] するね。なんならそれ以上するかも。
[00:39:53.079] がバイタリティが2
[00:39:54.000] 倍になるって書いてる。
[00:39:55.760] ああ、ま、バイタリティ
[00:39:57.920] 2
[00:39:58.119] 倍。ま、あんまあまありがたいっちゃありがたいけどあの
[00:40:01.960] F1スピリットがやばいんだよに関係。
[00:40:04.640] そう、そう、そう、そう。F1
[00:40:05.760] スピリットが1番やばいらしいね。
[00:40:08.040] F1スピリットをダブルスロットすると。
[00:40:10.920] そう、これダブルスロットの原型だよな。
[00:40:12.720] よく思うと。あのDSでポケモンでさ、
[00:40:15.200] DSのポケモンとさ、主人さんこんばんは
[00:40:16.880] 。僕もポリメガラーのポリメガラーの
[00:40:20.000] 仲間入りだぜ。これでF1スピリット
[00:40:22.800] やばいよね。木怒哀楽に関係なく2段
[00:40:25.720] ジャンプできるようになるんで。やば
[00:40:27.240] すぎるだろ、このゲーム攻略のためだけに
[00:40:29.960] 買おうかな。F1スピリット。
[00:40:32.599] F1
[00:40:32.960] スピリットに全く興味ないけど、このゲームをクリアするためだけに買おうかな。笑笑
[00:40:40.040] だって木怒哀楽に関係なく
[00:40:41.760] 2段ジャンプできるってやばくない?
[00:40:43.319] 高い買い物。
[00:40:44.400] 高い買い物だね。あ、これ木だとさ。あ、そっか。でも木だった。
[00:40:51.720] ハームみたいな。
[00:40:53.240] そうそうそう。あのモンスターのために
[00:40:54.880] CD買うみたいな。
[00:41:01.599] こいやり方だよな。マジで。当時のコナミ。ま、今もこ吸いやり方してるけど。
[00:41:12.920] 1mmも興味ない。古いく買ってね。笑。
[00:41:17.640] このCD強いらしいぜ。つってな。
[00:41:25.400] 状態なければメルカリで
[00:41:27.480] 4000円だな。
[00:41:28.680] たけえな。でも箱せ付きじゃないと買わないから俺。カセットの伸びじゃ興味ないから。カセット箱せ付きだとどうせ
[00:41:36.280] 1
[00:41:36.480] 万円とかになんだ。どうせな。あ、てかわざわざこんなことしなくていいんだ。
[00:41:54.440] 箱説1万
[00:41:58.520] もうやめてくれよ。もうそういうのマジでたすぎて買えるんな。そんなもん
[00:42:04.280] たか
[00:42:05.880] アホちゃうか。まあね、こんなsなんて今このように現存してるだけがま、どんだけ少ないか。
[00:42:15.760] どんだけ少ないか
[00:42:18.520] 箱付きでこのように残ってるだけで
[00:42:20.160] ありがたいと思った方がいいな。
[00:42:22.640] た、
[00:42:28.680] ここは開くね。
[00:42:45.240] こいつがマジ嫌い。
[00:42:49.440] え、ここはどのボスだよね?だからこれも
[00:42:51.640] 接近戦やね。
[00:42:59.079] いや、もうここ回復切ってもいい。オフ。
[00:43:03.200] これは回復1回切るわ。ここ回復切り
[00:43:05.720] ましょう。1回。
[00:43:11.720] まあ、ちょっと常に4000、4000、
[00:43:14.599] は持っとこう。財布の中に4000円
[00:43:16.599] ぐらい入れとこうぜ、常にな。
[00:43:21.680] え、ここさあ。
[00:43:25.960] うん。ま、もう1回行くか。
[00:43:29.400] ここ何これで開かなかったらもう罪だよ。
[00:43:33.240] ここ開けよ。なんかさっき開かなかった
[00:43:35.160] けど。浄化して常に9000手持ちに。
[00:43:37.720] いや、それめっちゃ時間かかる。それ死ぬ
[00:43:40.040] ほど時間かかるよ。金貯めんのマジでああ
[00:43:43.480] する。このなんかさ、コントローラーが
[00:43:47.680] 悪いわけじゃないと思うんだけどなんかね
[00:43:50.480] 入力がね結構なんかこれ渋い時あるんだよ
[00:43:53.359] ね。
[00:44:12.880] えっと、あれを取ってこなきゃいけないん
[00:44:14.200] か。なんだっけ?
[00:44:17.280] ここはIだよね。愛取んなきゃいけないん
[00:44:19.000] だよな。
[00:44:23.240] いや、これ愛の状態で2段ジャンプでき
[00:44:25.079] たらめちゃめちゃ楽なんだけどな。
[00:44:35.240] もううざって本当にこの敵勝てえよ。敵が
[00:44:39.760] 。よし、
[00:44:43.559] もう僕当分はゲーム買わないっすよ。もう
[00:44:47.040] ポリメが買っちゃったんで、もう当分は
[00:44:48.720] ゲーム買えないすよ。
[00:44:52.599] ポリメが買ってもインストールするゲーム
[00:44:54.599] 買えねえんだから。
[00:44:58.599] 哀れやな。いつ頃きそうえ、なんか6
[00:45:01.960] 月って言ってたね。俺は2次出荷だから6
[00:45:04.440] 月って言ってたね。
[00:45:11.599] メガ買ってもインストールするゲームをあら、ありまへんわ。おまへんわ。
