[00:00:36.879] バンはどうした
[00:36:27.160] は乗れるんすよ。こうやってでこいつを
[00:36:29.079] うまいこと誘導していかなきゃいけないん
[00:36:30.640] だな。その誘導がねえ
[00:36:36.680] 。だってさ、この扉って一緒にくぐれるの
[00:36:39.160] かな?あいつとあいつと一緒にくぐれるの
[00:36:41.960] かな?この扉って。
[00:36:47.119] もしそうだとしたらだよ。もしそうだとし
[00:36:49.800] たら話は変わってくる。確かに。
[00:36:54.720] ただあいつと一緒にくぐるって相当だぞ。
[00:36:58.240] ここやって。
[00:37:04.520] で、この扉はね、この白い方向からしか
[00:37:06.720] 開かないんだな。1回通ると1回通ると
[00:37:09.960] 反対側からは開かなくなるんだよ。まず
[00:37:12.000] こっちの開けるようにしといて。で、あ、
[00:37:13.440] こいつを誘導する。
[00:37:17.319] ダブルな。なん、何わろてんねん。何わろてんねん。真剣じゃない。こっちは。ほんでこっち行為して。はい。これいらないから落とす。で、こいつがいいじゃねえか。必死で。無理だ。通れないやん。
[00:37:47.599] え、通れませんやん。
[00:37:53.920] もっとギリギリ。
[00:38:00.960] いや、消えちゃった。消えちゃいました。
[00:38:05.599] ええ。
[00:38:16.480] むずいね。だ、こいつは絶対下の階に連れてかなきゃいけないんだよな。これね、こっちもあるんすよ。
[00:38:24.319] 要ないところ教えていいの?
[00:38:26.200] え、教えれるの?そんなに言うからには答えが分かってるんだろうな。や、パンマ
[00:38:37.200] 1個足んねえよな。あ、ちくた。
[00:38:50.280] え、ちょっと、ちょっと教えてみ。ちょっと教えてみ。ちょっと教えてみよ。
[00:39:01.920] 先っぽだけね。
[00:39:03.319] 先っぽだけ教えてみ。ほ、やっぱダめだ。ダめ、ダめだ。
[00:39:10.319] あ、聞く人のじゃないか。ごめん。
[00:39:11.920] あ、ちょ、ちょ、分かった。じゃ、
[00:39:13.280] ちょっと教えてください。
[00:39:16.240] ああ、でもなんか自力で解きてえけどな。
[00:39:19.200] 自力で解きてえけどな。
[00:39:25.000] えっと、E
[00:39:28.119] GG
[00:39:33.200] PG。オッケー。
[00:39:39.760] ソウルストーンっていうのがこの10個
[00:39:41.359] 集めなきゃいけないわけな。
[00:39:44.040] さてさてさて。
[00:39:48.240] なんかでもねなんかでもねここはハンマー
[00:39:51.640] 使えないでなんかどうにか行けそうな感じ
[00:39:53.599] するんだよね。このこのはこのこっちでも
[00:39:57.000] ジャンプじゃ届かないでしょ。
[00:40:00.760] なんか行けそうな感じ上からちょうど
[00:40:03.160] ジャンプして行けそうな行けそうなさ。
[00:40:06.680] いやだ無理だよな。これじゃ無理だもんな
[00:40:09.240] 。
[00:40:11.000] 空中は制御効かないから。
[00:40:14.000] 真上から降りて左に空中で動けない。
[00:40:16.720] そうなんですよ。そう思うじゃん。それそれがね、このゲームね、このゲーム空中制御効かないのよ。もうまっすぐに落ちるしかないのよ。まっすぐに落ちるしかねえんだよ、これ。それがまた難しいんですね。
[00:40:30.000] そこはハンマー使うべきところですよ。
[00:40:32.119] そこまで難しいステージじゃない。偉そうに。偉そうに。ってりお前。
[00:40:39.599] 分かってんのか?ほら、行けないんだよ。
[00:40:42.160] ここはハンマー使うべきところだよな。
[00:40:44.720] だって絶対取らのここ無理やもん。無理や
[00:40:48.599] もんだって。これは無理やと思う。俺も
[00:40:52.720] なんだけどこれハンマー取るとね。あ、
[00:40:59.839] もう
[00:41:02.359] うれ。これハンマー持ってる時ジャンプ
[00:41:05.160] できねえのよ。
[00:41:05.920] ハンマーとかアイテムアイテム持ってる時はもこら、お疲れちゃん。今日もやってるぜ。
[00:41:11.839] 笑笑
[00:41:13.079] そうするともうこれ罪ですよ。もう積みです。ここ壊すしかないんだよ。あ、壊せもしね。あい、積んだ。積みました。何もできなくなった。はい、ということで自殺マンドね。はい。なんやねん、その死に方。この死に方なんやねん。さてさてさて。まあまあまあまあ。こうね、あの時間制限ないのがいいな。時間制限ないのがいいわ。
[00:41:36.640] で、ハンマーは3つしかないわけ。
[00:41:39.319] ハンマーは3つしかない。でもここは絶対
[00:41:41.960] ハンマー必要じゃん。だ、どう考えても
[00:41:43.800] 取れないもん。これは囲われちゃってんだ
[00:41:45.599] から。これは絶対ハンマー必要。もうこれ
[00:41:48.520] はもうマヨワード使う。ここは1個絶対
[00:41:51.480] 必要だから。絶対取るしかないもん、これ
[00:41:54.480] 。
[00:41:59.640] ここは絶対必要なんだよな。はっきり
[00:42:02.640] 言って正解
[00:42:03.839] そうやんな。ええや。あのチャATGPT
[00:42:06.720] も見てるわ。チャットGPTも見てるわ。
[00:42:10.040] はっきり言うね。それ正解。
[00:42:13.680] チャットGPD見れるわ。
[00:42:18.359] えっと
[00:42:20.319] あとあとここもなここなここ絶対必要やん
[00:42:23.960] な。ここ必要やんな。
[00:42:29.240] ほいでや。ほいでや。で、残り1個。これ
[00:42:32.240] しかないんだよ。もうこれしかねえんだよ
[00:42:34.000] 。残りハンマーが。
[00:42:36.960] そう、
[00:42:37.960] そう、そうなのよな。そうなのよな。で、ま、取れるとこだけ取ってっちゃうね。取り方分かってるとこだけ。とりあえず取れるとこだけ取っちゃおう。はい。これはい。これるな。
[00:43:07.359] 1回いらない
[00:43:15.760] で。これそんでこのステージまだね、ある
[00:43:18.960] んすよ。フロアがまだフロアがあって、
[00:43:24.720] この下この下にもあるのよ。ここ、ここも
[00:43:27.680] あるから。ほんでね、ほんでね、絶対に俺
[00:43:32.680] はなんでさっきからあの石コ坊を連れてこ
[00:43:36.200] なきゃいけないって言ってるかというと、
[00:43:38.440] ほ、
[00:43:44.240] あれ、ここ開ければよくね。あ、分かった
[00:43:48.079] 。ここ開ければよくね、石コ坊やいらなく
[00:43:51.480] ね?ここ開けりゃいいじゃん。は、
[00:43:57.280] 絶対そうだろ。
[00:43:59.200] アホや。分かった。分かった。
[00:44:04.559] え、ブーメランいらないよ。ブーメランいらない。もうハンマー持ってくるだけでいいんだよ。
[00:44:09.839] あ、体験。
[00:44:11.559] なるほどなあ。分かりました。なんか頭固まってたわ。頭固まってた。あの石コモヤを連れてこなきゃいけねえかと思った。ここ開けりゃいいんだよ。はい。
[00:44:26.960] オ、いいんだよねえ。いいんだよね。
[00:44:35.720] ひらめき力が試されますね、これ。
[00:44:38.079] いや、そうなんよ。ほんでこのステージは下から取ってかなきゃいけない。
[00:44:46.119] 平目いた後に不安になるのやめて。
[00:44:49.520] あ、やべ、難しいことしちゃった。やべえ。難しいことしちゃった。
[00:44:56.839] ここ登れないんですよ。自力じゃ
[00:45:01.240] いらないって。これ
[00:45:03.599] 何やってんの?これ
[00:45:06.040] 。
[00:45:10.200] よしよしよし。ああ、これ行けたわ。
[00:45:17.440] おお。
[00:45:19.240] よいしょ。よしよしよしよしよしよしよし
[00:45:22.520] よしよしよしよし。えーよ。まず
[00:45:29.720] 1ステージ。オ、よしよしよしよし。
[00:45:35.880] パチパチ。パチパチ。パチパチ。これをこれをしめるとかしくないって言った。
[00:45:42.920] うん。うるせえな。うるせえな。なんだよそのなんでその偉そうな。おい、難しいからな。難しいからな。よし。
[00:45:53.040] ステージ28全部で60あるらしいっす。
[00:45:56.240] 全部で60あるらしいっす、これ。うわ、
[00:45:58.119] またむそうな、またむそうなの来たよ。
[00:46:07.559] ああ、むずいね。完全にドアが塞がっ
[00:46:09.920] ちゃってるね。
[00:46:13.359] で、で、はしごには2種類あるんすよ。
[00:46:15.920] このさ、普通、このなんかこの、この
[00:46:17.640] はしご、今登ってるはしごあるじゃん。
[00:46:20.200] これは何回登ってもよくて、このこのここのこれあるじゃん。この黄色いはしご。ま、どっちも黄色なんだけど、よく分かりづらいんだけど。これはね、
[00:46:26.920] 2回登ると消えちゃうんすよ。ばい、敵は
[00:46:33.200] いるなら考えて使ってね。
[00:46:34.800] うるせえな。うるせえな。うるせえ。お前らなんだそうなんよ。で、敵はあの時間経過であの消えて
[00:46:45.480] 消えてあの元の場所に戻る。元の場所に湧き直す。
[00:46:49.240] だからこういう敵もどっかで誘導しなきゃ
[00:46:51.720] いけないんだけど、間違ったとこに誘導し
[00:46:53.640] てもこう消えるから
[00:46:57.240] ジャンプで届くのは1だけだね。
[00:47:02.280] うわ、むここ
[00:47:05.720] はで、この上に置いてあるのはドリルね。
[00:47:08.160] ドリルは壁を壊すことができるんだな。
[00:47:10.280] ハンマーと一緒。ただハンマーっていうの
[00:47:12.119] は半ブロックしか削らなくてドリルはこの
[00:47:15.559] 1マス分この俺がいるこの1マスというか
[00:47:18.160] 4玉なん、なんて言うの?1ブロック
[00:47:20.599] 削れるんだな。
[00:47:23.240] あ、キシもいるね。やだな。ただアイテム
[00:47:26.720] 取っちゃうともうなんて言うの?使うまで
[00:47:30.240] 持ったまになっちゃうから
[00:47:32.119] いやな制限時あったら地獄だよ
[00:47:39.559] 。最初はもうなんかアイテム使わずに
[00:47:41.319] 取れるところだけ取っていく。まずはな。
[00:47:45.680] いや、ちょ、これいらない。アイテム取ら
[00:47:48.440] ずに
[00:47:50.400] 取れるところを中心に取ってく。
[00:47:55.559] うわ、広いな、ここ。
[00:47:58.359] あいつだるい。
[00:48:08.000] うーん。まあ、1個ドリルはここかな。で
