[00:01:26.840] エた。
[00:34:22.320] 俺にはまんない時あるじゃんね。ね。あれクエストゲームをずっとできる人はすごいと思う。お主たちは旅のものか。炎号の村へよく来たの。親めちゃめちゃさっきから自信あるけど大丈夫なの?この村。うむ。これで今日何度目の揺れちゃったか。もうすぐじゃな。
[00:34:45.879] おや、どうしたんかね。おかしな顔して何か言いたそうじゃの。なんちゃと火山が爆発する光景を見た。わは何を馬鹿な。我らは精霊の怒りを買うようなことをした覚えはないぞ。炎の部族である号の民を炎の精霊自らの炎で襲うことなどありませんわ。これだめだ。こいつってるわ。スピッてる。精霊が本当にいると思ってるんだ。ましてしてやもずく炎の精霊を称えるホ村のホ村祭りが行われるということなんだぞ。
[00:35:15.040] うむ。さてはお主たち炎の山をのお姿を見てちょっとビビり寄ったな。は、
[00:35:20.599] 気持ちは分かるがなに心配することありませんよ。時が来れば炎の精霊はその身をより一層激しく振わせ我々に教えてくれるじゃあろう。せっかくの機会じゃ。しばらくこの村にとまってはどうじゃ?そうすればさすればお主たちの心配が意味のないことと分かるじゃろっ。
[00:35:40.400] 火山が噴火するのは精霊とかそういう問題じゃないで。そう簡単には信じてもらえないだろうな。まあ仕方ないか。また出直すとしようぜ
[00:35:48.240] ね。
[00:35:49.440] ほらっ霊様いる大山が見えるのすごいよ。お兄ちゃんたちも見たい。見せてくれよ。へえ。なんなんて勝手に電気つくんだこの部屋は。
[00:36:03.000] あらなったね。
[00:36:04.520] 明るくなったな。怖いね。勝手につくんだよな。
[00:36:08.920] やめて。
[00:36:14.720] はあ。なんか火山があーダコだらしいぜ。
[00:36:18.520] なんか火山火山があーダコだよ。なんだか
[00:36:22.480] 相手にされなかったな。でも時の見た光景
[00:36:24.640] は到底夢で片付けられるとは思えないんだ
[00:36:26.560] よな。パミ様を演技でもないこと言てるん
[00:36:30.079] ですか?え、最後まで話を聞くんじゃ。
[00:36:32.720] するほどユートピアびっくりするほどユートピアびっくりするほどユートピアな
[00:36:37.839] んなんそれなんだよそれびっくりするほどユートピアてなんか聞いたことあるのなんか聞いたことあるぞそれおいババーなんだ
[00:36:38.860] [笑い]
[00:36:49.040] 皆のもの今一度聞いてくれ
[00:36:52.480] 怖い時に言うのそれにより浮しは見たのじゃ
[00:36:55.880] 何を
[00:36:56.960] 炎の山がグレンの炎の柱を吹き上げ村
[00:37:01.785] [笑い]
[00:37:02.440] 大地が溶けた岩に飲み込まれる様を。
[00:37:06.880] あ、もう美の年齢が大体割り出されました。今美
[00:37:10.300] [笑い]
[00:37:11.800] IO
[00:37:11.920] の年齢が今大体割り出されてしまった。
[00:37:15.540] [笑い]
[00:37:16.800] 30
[00:37:17.319] 年前のネタ。あ、それを知ってるということはつまり
[00:37:23.160] 日送りのが終わる時の地も終わりを迎えることとなってしまうのじゃ。
[00:37:30.160] なんだって
[00:37:31.119] 皆のもの良いか?ホ村祭りをこってはならん。
[00:37:35.880] 無理して出してる。
[00:37:37.119] 絶対にならんぞ。
[00:37:40.280] パミラ様、いい加減にしてください。炎の精霊を崇める大切な祭りを突然中止にしろだなって。
[00:37:45.671] [音楽]
[00:37:49.040] 足風やろな。足風だよな。祭りなんかどうでもええやろかい。
[00:37:53.640] そうさ、その通りだよ。
[00:37:55.760] そうさ。
[00:37:56.400] 祭りを中心になんかしたらそれこそ炎のちまうよ。
[00:38:00.880] このすごいな。この声がやっぱでかいね。やっぱ火山のそばにいるから。
[00:38:05.599] えい。わからずや。どめわしの占いが信じられんというのか?
[00:38:13.680] いいえ、私は信じます。
[00:38:17.720] ええ、お主には聞いておらんわ。
[00:38:21.000] あ、バてめの味方してやったのによ。
[00:38:24.960] バミラおばあちゃん想しいぞ。
[00:38:27.960] こういうおばあちゃんになりたい。何をやっておるか。
[00:38:30.880] 老やな。[笑い]
[00:38:36.960] 神様が
[00:38:37.920] これちっちゃい。お前
[00:38:39.079] 炎の山が爆発するからって
[00:38:41.560] ビリアシュかと思った。
[00:38:42.640] 祭りのこの
[00:38:44.400] 声ちっちゃすぎて。声ちっちゃすぎてビリーアイリュかと思った。歌うんかと思った。ゥゥはこうなる。
[00:38:53.791] [笑い]
[00:38:54.520] でもこういう可愛いババーになれるかどう
[00:38:57.000] かってのは
[00:38:59.079] それはもうその人によりますから。その人
[00:39:01.119] により蹴りなんでやっぱ愛されるババーは
[00:39:04.160] じじになりてえよな。せっかくだったら
[00:39:06.400] せっかくじじバなんだったらよ。あしさん
[00:39:09.000] ロブありがとう。昨日はドネルありがとう
[00:39:11.200] ございました。[笑い]
[00:39:13.040] 朝ましくもドネルのリンクをもう作りまし
[00:39:15.400] た。僕はチャンネルの概要欄に金の匂いが
[00:39:18.720] したからなんじゃ
[00:39:21.760] パミラよ。
[00:39:22.880] なぜそんなことを皆の前で言ったのじゃ?
[00:39:25.760] 本当だからだ。
[00:39:27.720] お金持ちには
[00:39:28.960] 先ほどがあった。
[00:39:31.127] [笑い]
[00:39:32.359] それを民に伝えるのが精霊の声を聞くわしが役目じゃ。
[00:39:37.022] [音楽]
[00:39:39.319] 小村祭りは炎の精霊と我が村をつぐ大切な祭り。
[00:39:44.800] いや、もうそんなええて。
[00:39:45.800] それをやめるとなればええて。そんな祭りとかどうでも命の方が大事ね。
[00:39:48.812] [音楽]
[00:39:54.839] それ見たことか。お主の事のせいで炎の精霊がおりになっておる。
[00:40:00.960] この村の住人全員すりすぎなんだが。
[00:40:03.599] こうなったらすぐにでもねばならん。
[00:40:07.200] 多分傷あの木って多分あの米の方の木打つだろうな。こいつら米あのバツが米になってる木を打つだろうな。多分こいつらは
[00:40:18.000] 木風のですね。
[00:40:20.960] 村祭りの時は来た。
[00:40:23.400] 風も呪いだから。
[00:40:25.280] 今夜じゃ。今夜ホ村祭りを盛大に行うものとしようぞ。
[00:40:32.359] よし、待ってました。
[00:40:34.599] 第7
[00:40:35.040] チャクラがアーダコーだ。冥王星からみんなのつ字を通ってお尻の穴まで抜けてます。この第
[00:40:43.480] 7チャクラはね。
[00:40:44.720] 冥王性と繋がってますから
[00:40:45.960] の精霊は必ずやわしらをお許しになる。
[00:40:49.839] 政府の陰謀
[00:40:51.480] では祭りで会おうぞ。
[00:41:00.200] 生体融合型光職売りよって。おむを
[00:41:06.560] 冥王星が何でできてるかも知らないく。
[00:41:09.400] 俺も知らない。冥王星って何でできてる?
[00:41:11.319] ならばさっさと小子村を
[00:41:16.119] いや見える。
[00:41:18.520] お主ならできるやもしれぬ。
[00:41:21.599] 何が
[00:41:22.599] お主後でわしのところへ来てくれるか。よろず屋の奥じゃ。
[00:41:23.788] [音楽]
[00:41:31.400] まあいいだろ。言ってやろう。村人たちはあるものは不安を胸に、あるものは不吉な占いなどを全く気にせず様子でホ村祭りの準備に取りかかった。
[00:41:46.319] そしてが開けたよずやってとこ。ここ。あ、メタンでできてるんだ。メタンガスってこと?
[00:41:57.440] ガスガスなんだ。おお。よく来てくれたか。旅の者たちよ。まずは名前を聞いておこうか。わのも名も知っとるから良いな。レは自分の名を告げた。俺はレ。橋本レ。
[00:42:10.359] 栃木県から来た。
[00:42:12.040] あの、
[00:42:12.920] 私はマリベリよ。よろしくね、おばあ様。
[00:42:15.640] ふむふむ。ではじゃがれよ。お主はわしの
[00:42:18.240] 予言を信じるか?うん。ま、俺も見たから
[00:42:20.680] な。
[00:42:22.559] わしの予言と同じ光景をその目で見たじゃ
[00:42:24.400] と。となると予言で見た炎の精霊の使いと
[00:42:27.680] はやはり小やつらのことかもしれんな。
[00:42:30.240] よいか連お主が見た予言の貢献はこのまま
[00:42:33.480] だと必ず現実となろう。じゃがお主
[00:42:36.494] [音楽]ならばそのような足き未来を
[00:42:38.200] 変えることができるとわしは信じている。
[00:42:40.839] そこでお主へ頼みたい。なるからこの村を
[00:42:44.079] 救うために1つ力を貸してくれんかの。
[00:42:47.599] しょうがねえな。ばあさんの頼みとあら。
[00:42:50.240] 黙っちゃおけねえ。
[00:42:52.839] 炎の精霊が自分の意思であの炎の山を爆発
[00:42:55.319] させるとは到底思えないからな。しかし炎
[00:42:58.319] の山へは祭りの時を覗いてわしは村長で
[00:43:00.520] さえも立ち入りを許されておらぬ。まだは
[00:43:02.800] 祭りの時を待てねばならぬんじゃろうな。
[00:43:05.119] 祭りは今夜行われる。それまでは宿で休み
[00:43:07.680] を養っておくが弱いじゃろう。というわけ
[00:43:10.960] で
[00:43:12.839] ちょっとまだこの村探索してねえから
[00:43:14.400] ちょっと待ってくれよ。この村探索して
[00:43:16.520] ねえからちょっと待ってくれ。まだ何か
[00:43:18.520] あるかもしれねえだろ。
[00:43:20.960] こ本棚も本棚も余すことなく。
[00:43:26.000] これで教会ってんだから。これで教会を
[00:43:29.319] 営んでるのか。
[00:43:34.800] これであとは夜になるのを待つだけなんだね。パメラおばさんの言う通り宿で休んでお世に備えましょう。
[00:43:40.160] うん。
[00:43:42.520] 宿どこだよ?宿どこ?あ、ここか。こ屋根の上にさ、このなんか看板、この宿屋とかさ、この道具屋の看板立ててるけどさ、絶対見えねえよな。主人公からの目線では絶対見えないと思うんだけど。
[00:43:59.680] [笑い]
[00:44:03.720] 明らかに画面の向こうの俺たちに対して作られている。
[00:44:08.640] いや、お客さん祭りの時間まで一休みして行かれたらどうですか?今から休むとちょうどいい感じで祭りの時間に起こしてあげられますよ。祭りの前だから特別だ。思い切っていって今回はただで止めてあげますよ。どうします?いいね。まがいいね。うん。
[00:44:28.640] さあ、いよいやってきましたよ。祭りの時が。
[00:44:31.120] [音楽]
[00:44:31.680] お客さんすいまけ今日は乙めできませんからね。
