[00:02:02.680] 4日目だし、そろそろすごい飲みたいね。
[00:50:03.000] いやあだ。うまいことリホで眠らせてくれることを願うしかないかな。窓ハンドだ。いや、欲しいな。窓ハンドも欲しいな。燻製
[00:50:13.319] 1
[00:50:13.440] 個開けとくか。やっぱ物質系とかはやっぱいいのよ。
[00:50:29.839] これ割とダメージはそんな
[00:50:35.680] いいね。
[00:50:48.440] 2よ。さきが結構頑張ってくれてる。
[00:50:56.920] いや、1匹仲間になんないかな。ここで
[00:50:59.319] 欲しいよ。窓ハンドも窓ハンドも結構
[00:51:01.119] 欲しいよ、俺。
[00:51:07.960] 結構スラボもさ、この上がり幅でかいんだ
[00:51:11.839] よね。スライムって結構仲間なんないけど
[00:51:14.599] 。ギラ来たからいいか。ま、ギラ来たから
[00:51:16.720] いいか。
[00:51:24.680] 燻製肉てか餌不足が結構深刻なんだよね、
[00:51:29.000] これ。
[00:51:37.200] いいね。うわ、いい、いい、いい、いい、
[00:51:39.559] いい。めっちゃいい。めっちゃいい。
[00:51:40.880] めっちゃいい。あ、回ってきた。回ってき
[00:51:43.680] た。
[00:51:53.119] 自主的に来てもいいぞ、お前。自主的に来てもいいぞ。来ないか。まあまあまあまあまあまあまあまあま。
[00:52:07.200] サッカー見てたわ。
[00:52:08.440] サッカー見てた。りさんこんばんは。ご覧ください。最初からです。
[00:52:13.556] [笑い]
[00:52:15.319] ご覧ください。プト
[00:52:16.880] ん。最初からだよ。初めからやってんだけど。なんで?初めからやってますけど何か
[00:52:25.640] なんでや。笑笑。
[00:52:26.920] うん。うん。大全滅かましたから。大全滅かまして
[00:52:29.276] [笑い]
[00:52:32.640] 4
[00:52:32.839] 時間かけて作ったパーティー全部逃すことになってで、そっから
[00:52:37.920] 1
[00:52:38.079] からまたモンスターを集めようとしたんだけど、俺はそん時にひらめいたの。
[00:52:42.079] もうボスキャラとかあの小さなメダルとか
[00:52:45.240] で仲間になるモンスター全部配合に使っ
[00:52:47.359] ちゃったからだったらもう最初から作り
[00:52:49.839] やり直してボスキャラとかもう1回た仲間
[00:52:52.559] にした方が早いんじゃないかと
[00:53:01.160] なのでそういうことです。[笑い]
[00:53:04.200] そういうことになりました。A団。これ
[00:53:06.559] マジでAでもこっちのがいい。絶対いい
[00:53:09.160] だって。サンダーバードとパオームとか
[00:53:11.640] 悪魔の騎士とかのボス戦で仲間になるやつ
[00:53:13.880] 全部背後に継ぎ込んじゃって。で、ま、
[00:53:16.760] 全滅したのも全滅したのがあれなんだけど
[00:53:18.640] 、その前に全滅はしなかったものの、え、
[00:53:21.280] 他国マスターに挑んで、あの、なんだっけ
[00:53:23.960] ?メガンテ2匹しに、その後、あの、
[00:53:27.480] ギガンテスが攻撃をあの、受けされて、
[00:53:30.640] あの、ホイミ使えるモンスター2匹潰し
[00:53:33.280] ちゃって、もうどうしようもなくなっ
[00:53:34.799] ちゃったんだよね。
[00:53:36.480] だからもう一度最初からやらせてくれ。
[00:53:39.839] もう聞きたくないほど死んでる。
[00:53:42.000] もう、もう本当に目も当てられない状態だった。骨チきに行く。よし。
[00:53:51.807] [音楽]
[00:54:15.240] いや、ここちょっとどうかな?ボス行ける
[00:54:18.680] かな?
[00:54:27.400] いや、でもこれ見るとボスちょしんどそう
[00:54:30.680] な感じするよな。この感じ
[00:54:37.839] 誰も死んで欲しくないのよ。[笑い]
[00:54:42.240] 主人公みたいなこと言うけど俺。主人公
[00:54:44.760] みたいなこと言ったけど今誰にも死んで
[00:54:47.040] 欲しくねえんだ。
[00:54:56.240] でも死んじゃう。
[00:54:57.760] だからこれでゴーレムとか言ったらさ、ワンチャンワンチャン死ぬよなっていうちゃんとラリホとちゃんとリとスクルトを入れてくれれば全然いいんだけどだってこの辺の敵にだってこっこずってるもん。
[00:55:26.480] 前回どうやって抜けたんだっけな、ここ。
[00:55:50.720] お、ターキレベル10いいよ。
[00:56:03.480] あ、肉、肉、肉、肉、肉。
[00:56:07.160] ま、窓ハンド匹仲間にしときたいけど、
[00:56:10.839] どうですかね?
[00:56:19.599] あ、[叫び声]ちょ
[00:56:24.000] 、
[00:56:25.520] ほんまにやめてくださいよ。危ね
[00:56:28.240] ほんまにやめてよ。
[00:56:32.000] 本当に嫌本当
[00:56:34.440] に嫌です。
[00:56:52.319] これ仲間なんないかな?
[00:56:54.640] もう今日また最初からやってるからね。長お疲れもう今日ありがとうマ。お前の名前トマイクたトマ。
[00:56:56.519] [笑い]
[00:57:08.119] 助かる。加藤たや。
[00:57:10.640] 加藤たはもうでも作ったから前回今度行田トーマンだった。最初からですよ。最初から。え、これどうする?どうする?ボス行っちゃう。
[00:57:15.514] [笑い]
[00:57:30.200] いや、どうかな?どうかな?これ行けるか
[00:57:34.000] な?
[00:57:39.640] マップちゃんと埋めてこう。
[00:57:45.839] 怖いよね。
[00:57:48.720] ゴレムスでも仲間にしたいよな。
[00:57:54.760] 1回合したい。いや、まだね、配合でき
[00:57:57.200] ないんだよ、この段階では。
[00:57:58.480] この段階ではね、まだ配合できないのよ。どっちしろ行くしかねえんだよ。まだね、星振りの扉まだ行けてないから。星振りの祠はここクリアしたら解放されんだ。確か
[00:58:09.960] プレステ版はいつ頃?最初の最初
[00:58:12.400] いつ頃って何がそう、最初の最初だってだってまだまだ始まって
[00:58:15.839] 50分だもん。プレ
[00:58:18.720] PS
[00:58:19.079] 版ゴって何?いつゴロって何が発売日?あ、でも待って。これスラボの
[00:58:24.799] MPがない。一旦帰るか。
[00:58:28.559] ああ、この後だと思うよ。
[00:58:34.000] 1回帰っていいすか?
[00:58:36.440] 1回帰るわ。さすがにスラボのMP
[00:58:38.240] がねえ。ギラ打てないのはだいぶしんどいから
[00:58:41.799] 1回帰ってもう
[00:58:45.319] 1回来よう。[笑い]
[00:58:48.240] 1回帰っごめん。もう1回こさずここ
[00:58:58.680] ま、あのダンジョンはある程度も仲間手に
[00:59:01.920] 入ったから、ま、ゴーレム仲間になったら
[00:59:04.400] 結構でかいよな。
[00:59:09.039] こっちがゴーレムだよね。確か守りの扉だ
[00:59:11.760] か。そうだね。
[00:59:15.440] ま、ちょっとレベルもうちょっとこれで
[00:59:16.720] 行きながら上げてそれで行きますわ。うん
[00:59:18.760] 。それで行こう。で、アイテム拾いながら
[00:59:20.760] な。結構使っちゃったから。オ
[00:59:28.119] 穴はあるけど。
[00:59:31.680] 骨付き肉。こういうのがあるからな。
[00:59:36.920] 結構な。これもデスエ下なんすけどね。
[00:59:48.200] 結構さ、結構しんどいのよね、それ。ああ。ねてかスラボ
[00:59:54.880] MP相当少ねえな。
[01:00:01.920] 暴れるなよ。
[01:00:03.400] 暴れるなよ。暴れるなよ。ちなみに
[01:00:08.119] 1
[01:00:08.319] 匹もコドラは仲間にしてるからコドラはもう
[01:00:10.640] 1
[01:00:10.799] 匹仲間にしてるんで。ま、とりあえずはオッケー。
[01:00:20.119] やっぱドラゴンの血をやっぱ混ぜてかないとさ。ドラゴンの血を混ぜてかないとさ。
[01:00:27.520] スラボにヘイトが向いてるおかげで。
[01:00:29.760] 本当スラボマジで壁役だ。これからもソナみたいにたくさん兵当買ってほしい。そみたいに物質の
[01:00:41.000] あえてだよ、これは。あえて嫌われるムーブだからね、これ。
[01:00:44.240] そと一緒だからとたくさん買ってほしいんだよ。
[01:00:50.200] 木は見習って
[01:00:51.640] 本当に虫と木はほんまに軍隊やりまだ仲間にしてないもん
[01:00:59.200] 1
[01:00:59.359] 匹ぐらいもいいのかなっていうのはあるけど俺ね系も好きなんだよ。
[01:01:16.160] ゾンビ系も好きなんだよね。
[01:01:22.039] いいね。ガンガン上げてこう。あげてこう
[01:01:23.760] 。
[01:01:32.599] あとチーメ玉集めていかないとな。
[01:01:35.400] サンダーバードな。
[01:01:41.160] オ
[01:01:47.997] [音楽]
[01:02:05.079] あとは回復の血筋を絶さないことだよ。
[01:02:07.640] マジで回復の血筋だけは絶対に絶してはいかない。そり前回全滅するよな。誰もおい、いいね。
[01:02:22.319] が死んだら終了です。
[01:02:24.023] [笑い]
[01:02:25.599] 来た、来た。逆来たよ。ガマ。自主的に仲間になってくれんのほんま助かるな。
[01:02:49.760] 餌欲しいね、たくさんさんにメラ打ちそう。
[01:02:53.720] 何何何?我慢。
[01:03:08.079] よし。
[01:03:11.039] ま、これボス行けるっしょ。多分これは
[01:03:12.559] もう行けるわ。
[01:03:18.119] あとはまあ、あのミニデーモンってなん
[01:03:22.520] だっけ?あの
[01:03:24.640] 可愛いやつ
[01:03:27.039] いたずらデビルじゃなくてな、何だっけ?
[01:03:28.920] 名前忘れちゃったけど。
[01:03:29.880] そういうやつもちょっと大切にしていきたい。
[01:03:32.319] 1
[01:03:32.480] つ目ピエロとかそういうやつはマジで大切にしていきたい。ああいう優秀な血筋をね、ベさないよ。ベビーサタンだ。そう、ベビーサタン。ベビーサタン。やっぱあいつらから強くなっていくんだ。やっぱりもう、もうしょうがない。それはもうそういう申し訳ない。もう虫、虫タイプの皆さんには本当に申し訳ないんだけど。本当に申し訳ないんだけどやっぱりね、生まれた時から決まってるんだよ、その優秀かどうかは。
[01:03:59.720] もう全て血筋なんだ。
[01:04:09.000] 虫で何か強いイメージがない。
[01:04:11.599] 虫で強いモンスターって何?思いつかないもんな。
[01:04:21.760] 虫で強いモンスターって何がいいの?こ、
[01:04:23.720] このこれでさ、1番強い虫って何?
[01:04:28.039] サソリアーマーとか。ま、サソリアーマー
[01:04:30.039] とかまで行けば強いかもしれないけど
[01:04:32.640] なあ。
[01:04:41.920] メタスコ
[01:04:43.400] メタスコメタスコメタルスコーピオン
[01:04:46.960] でこれに出てこないでしょだって。この
[01:04:48.880] 作品に出てくるとテリワに出てくる虫で
[01:04:52.480] 1番強いのってサソリアーマーだよね。
[01:04:54.920] 多分[鼻息]
[01:04:57.920] その時点でな。サリアーマーって。
[01:05:02.520] え、サりアーマーだっけ?オレンジ色の
[01:05:04.279] やつ。
[01:05:18.839] まだ植物は最後ね、あのローズバトラーとかいるからさ。
[01:05:21.559] サソリアーマーはオレンジ色。
[01:05:23.319] うん。まだローズバトラーとかになってくれんだったらね。
[01:05:56.160] うん。でもやっぱりまだホイミンとかは
[01:05:59.079] ちょっとあれだ。打撃たれ弱さがすごいな
[01:06:01.160] 。
[01:06:19.400] うーん。いい。満べない伸び方してる。
[01:06:27.920] ほん、じゃあ行ってみますか。
[01:06:43.359] あ、そうだ。前回木の実とか全部貯めた
[01:06:47.160] まんまだったも。もったいなかったよな。
[01:06:48.480] それもな。使っちゃっていいかもな。使っ
[01:06:51.599] た方がいいのか?使った方がいいのかな?
[01:06:55.319] 種使わなきゃ意味ねえもな。
[01:06:59.760] 全部なんか俺してたけど。
[01:07:05.400] エリクサー商軍
[01:07:06.960] エリクサー商軍た。
[01:07:17.279] ガンガン使ってもいいのかもな。
