[00:00:20.560] おいす。
[01:58:38.800] そして表意した妖怪のパワーを使って異アパレルというかっこいいアパレルをまとってスーパーパワ人間のメの全ての今年のトスに現れてほしいね。
[01:58:48.447] [笑い]
[01:58:52.400] 3つ1つは刀ハンタなります。笑
[01:58:56.239] まあね。TGSね。笑笑
[01:59:00.679] あのコメントはびっくりしたよな。
[01:59:04.440] あの声優さんが言ったんだからね。妖怪
[01:59:07.280] あの声優さんが俺があのなんだっけ?バニーガーデンやってたら急にあんな温厚な声優さんが急に人間の滅の分際で自分に価値があると思っていそうでやだな。
[01:59:19.887] [笑い]
[01:59:20.840] どうしたの?あれに
[01:59:23.440] 本人からあれ以来何の説明もないし。
[01:59:26.040] あれ乗られたいっぱ。笑
[01:59:28.199] え、あれ多分乗られとにかく
[01:59:29.712] [笑い]
[01:59:30.560] あれ乗っとられたのか。あれさ
[01:59:32.719] 乗っられることなんかあんの行こう。
[01:59:35.040] シュシュシュシュシュシュシュシュシュ。だぶ入ってたかな?
[01:59:40.000] どうしちゃったのよ。
[01:59:43.079] では誰?
[01:59:46.119] 見てね。お姉さんシ
[01:59:48.960] シートレイダーじゃトームレイダーもうこれなんかプレステ
[01:59:57.960] 5
[01:59:58.320] プロでキャプチャーされた映像ですの出してくるあたりがなんかプライド高そう。
[02:00:03.400] 今夜はワンピがカイロソフトで出てきたのがちょっとびっくりした。
[02:00:07.079] あれびっくりしたね。クソお世話になりました。
[02:00:19.400] Amazonえ、Amazon
[02:00:27.920] スタジオはあんちゃと一緒。
[02:00:30.360] え、違うっしょ。え、スタジオ何?ノーティドッグ?ちょっと待って。ごめんね。もう
[02:00:35.880] 1
[02:00:35.920] 回見して。え、ノーティドックじゃない?
[02:00:37.679] 英語摂取しすぎて頭おかしくなる。
[02:00:42.119] あ、違う違う違う違う違う。ノーティだったらびっくりしちゃうよ。ていうかアスアス
[02:00:49.280] 3出してくれよ。
[02:00:53.960] 何これ?ディノクライス。
[02:00:55.599] え、ディノクライス?え、何これ?
[02:00:59.320] え、
[02:01:00.320] 待って待って待って。
[02:01:01.760] え、ディノクライス。
[02:01:09.000] え、ディノクライ室の新作は今インターギャラクティックを作ってインターギャラクティックってるこんばんは。え、
[02:01:23.760] ディノクじゃないの?
[02:01:28.320] マジ怖。
[02:01:38.760] 普通に怖い。
[02:01:41.280] なんか逃げるだけっぽいな。
[02:01:45.599] 違った。ディノクライスかと思った。
[02:01:48.320] こないだのサマーゲームフェス。
[02:01:51.280] えっと、これ何?
[02:01:54.679] ステートオブプレイ6月2日。
[02:01:59.054] [泣き声]
[02:02:05.320] そか。
[02:02:10.199] 赤さんだった。赤ちゃん置けよ。危ねえな。
[02:02:15.280] ドン
[02:02:23.360] わろテら。赤ちゃんも笑ってます。赤さんも笑ってます。
[02:02:28.000] 故障から連絡くるて。それ[笑い]狼だ。
[02:02:42.360] エだね。エとさせていただこうか。
[02:02:50.960] ファントムエを発見。
[02:02:54.679] エ発見。エ発見。
[02:03:03.560] 確認書きまエだ。かこ換
[02:03:06.520] [笑い]
[02:03:14.560] エなんよ。
[02:03:19.620] [笑い]
[02:03:23.840] 笑笑四春四春ピネが来ちゃだよ。おわちゃだよ。なんかもういいかな。
[02:03:34.685] [笑い]
[02:03:39.270] [音楽]
[02:03:45.840] なんかもういいかも。
[02:03:53.680] [笑い]
[02:03:56.119] FDさんありがとう。
[02:03:59.079] あ、こんなもんか。何これ?リアルゾイ。
[02:04:04.920] 何これ?あ、サイレントヒルか。
[02:04:17.079] 忍耐ったね。
[02:04:18.719] 忍耐良かったね。だな。なんか
[02:04:23.760] なんかもうちょいメトロイドとかさ
[02:04:29.440] 40周年だったんだけどな。気持ち悪。
[02:04:35.440] やっぱりこれ系が多いからドへ
[02:04:37.559] K
[02:04:37.760] インディーズが元気なのがちょっと嬉しいかも。
[02:04:40.920] ワタルはゼノがあった。
[02:04:41.960] あ、そう。ワゼノブレイドがあったから元気なのか。なるほどね。
[02:04:46.400] ここに敵前に
[02:04:48.119] あ、でもこっから全部見たよ、さっきこっから見ましたよ。もう
[02:04:52.119] しばらくの人代の最後のお知らせは時メイクの話だよ。きそうなんだ。あ、
[02:05:03.920] 4
[02:05:04.079] は気になるね。あとファイナルファンタジー。
[02:05:06.960] ファイナルファンタジーのなんだっけ?あの
[02:05:10.800] HD2D
[02:05:11.440] のやつおもろそうよな。もう最初の方見るか。
[02:05:15.639] あれこそ
[02:05:17.360] ちょっとこの辺
[02:05:18.079] あれ良さそう。
[02:05:20.719] なんかあれもスマホ系らしいでしょ。元は
[02:05:29.159] 何だ?
[02:05:29.880] ま、こんなもんか。
[02:05:31.040] でもこっちはリメイクばかりじゃないのがいいな。
[02:05:34.159] まあね、確かにね。元あるの?
[02:05:36.599] あれなんかスマホゲらしいよ。元作称したらしいけど。うん。こんなもんね。オッケー。了解です。ありがとました。ま、僕は今回はあれですな。ドラクエ、ドラクエモンスターズ
[02:05:57.079] 4がもう寝る。もう寝るよ。[笑い]
[02:06:01.599] もう
[02:06:02.760] エグゼブイアス、
[02:06:04.599] もう寝るよ。もうなんな何何何サマーゲームフェスプラはやらないですか?
[02:06:12.639] スプラやんね。うるせえな。スプガきが
[02:06:15.400] 早く
[02:06:17.440] しょうがねえな。
[02:06:19.239] サマーゲームの方が熱いぞ。
[02:06:21.280] そうなん、そうなん。ちょっとだけな。じゃあちょっとだけだよ。ちょっとだけだからね。
[02:06:32.360] チマは好きだと思う。優しいな。これでいいの?このファミ
[02:06:38.719] 2のやつでいい?
[02:06:39.559] もしや。
[02:06:40.440] ファミ2
[02:06:40.840] でいい。チャットのリプレイいらねえよ。これでいい?ファミ
[02:06:46.679] 2
[02:06:46.840] のやつ。日本語役つき。日本語役付きのファミツのやつ。
[02:06:53.679] おい、これ2時間45
[02:06:55.159] 分あんじゃないか。無理だよ。お前朝になっちまう。
[02:06:58.000] お前、あ、朝になっちめえ、お前。こんな見てたらお前。
[02:07:01.079] 笑笑
[02:07:04.559] 笑笑。最初から最後まで行こう。朝まで助かる。ちょ、
[02:07:12.147] [大歓声]
[02:07:13.960] ほんまい声
[02:07:15.840] タイムなんとかコメントになる。
[02:07:17.719] 2
[02:07:17.880] 時間様々な素晴らしいタレト方々と共に
[02:07:23.719] 同時翻訳なんだ。大変だね、これ。
[02:07:25.903] [笑い]
[02:07:27.280] 同時翻訳なんだ。これ相当すごいよ、この人。
[02:07:30.880] 笑笑。
[02:07:31.599] それ、これ相当難しいことやってるよ。これ行きます。そしてどこのプラットフォームでプレイしていたとしても皆様喧嘩をせずに仲良くここで様々な発表を見ることができます。これだってさ、自分で訳しながらしながらでも予約して話してる間にもこっちは喋ってるから。
[02:07:54.639] すごいことだよ。だってして話し、頭で考えて役して話しながらでもこっちで次言ってんのもう入ってきてんだからすごいよこれ。ま、
[02:08:04.000] そこじゃないんだけど。
[02:08:06.199] むずいよね。
[02:08:07.159] そこじゃないんだけどね。うん。別に何これ?ちょ、これ
[02:08:15.760] 天才やん。
[02:08:16.960] 天才だ。
[02:08:21.320] クラち君いますか?
[02:08:29.159] こんばんは。
[02:08:30.440] こんばんは。こんばんは。こんばんは。わわわわわ。
[02:08:41.719] ダブル
[02:08:45.040] ヨガフレイ。わ、びっくりした。もうやめてよ。
[02:08:49.280] ほら、ファ。何かのファイブであることだけは分かった。あ、
[02:09:03.320] 5
[02:09:03.520] ブじゃないんだ。あ、なんかこ、なんかでも
[02:09:11.480] プレステダイレクトよりは見れるなあ。あ、レジデントイーブル。
[02:09:17.480] とか
[02:09:18.760] まさか
[02:09:19.840] 違うわ。1番楽しみだ。
[02:09:21.880] レジデントE
[02:09:22.880] 違った。レジデントイービルやん。何これ?ベロニカ。コードベロニカ。
[02:09:30.760] ベオマジか。
[02:09:31.480] あ、これなんだっけ?誰だっけ?これあれだよね。
[02:09:33.400] コードベロニカのリメイクです。
[02:09:35.199] へえ。コードベロニアネカって何で出たやつ?
[02:09:39.000] 3DS。へえ。
[02:09:48.320] しっかり楽しんでらっしゃる。クラシックのタイトルちょっとした。ドリキャスなんだ。カップヘッド。
[02:09:59.520] これサプライズのポップヘッドゲームカップヘッドだ。
[02:10:10.440] 発表ですか?これはです。
[02:10:13.880] あ、オ、
[02:10:14.760] カプヘだ。
[02:10:19.079] え、何これ?クソドットエ。え、めっちゃいいじゃん。何これ?めっちゃいいじゃん。
[02:10:25.040] 新しいプラットフォームヘッドアドベンチャーなん?なん?ど本当なの?
[02:10:36.079] スタジオMDHRより。
[02:10:38.159] へえ。ドットへのあれが出るんだ。いいね。です。
[02:10:43.119] ちょ、ほんまごめん。ほんまごめんね。飛ばし飛ばしに行くよ。マジでもうだって
[02:10:47.559] 2時。
[02:10:47.920] これは最後のチャンス。な
[02:10:49.719] んですか?
[02:10:55.079] ほんまごめん。
[02:10:56.679] ほんまごめん。なら
[02:10:59.239] 1
[02:10:59.400] 時半。
[02:11:01.559] いや、もうまず
[02:11:03.400] 1
[02:11:03.599] 時まで配信してる時点でハッピーはないの?ハッピーはハッピープライスパラダイスダイソハッピープライスパラダイス大ソハッピープライスパラダイス
[02:11:29.800] あ、本当だ。エリアンのよ。それマジ洗脳される。
[02:11:32.760] あれ何気?2
[02:11:33.440] 番はハッピープライムなんだよな。
[02:11:35.079] 本当だった。ハッピーじゃね。
[02:11:37.239] ハッピープライムパラダイスパラダイムエイリアンのアルコンです。エリアション
[02:11:46.320] 2のクタ。そして私はディレクターです。
[02:11:50.719] アイソレーション2
[02:11:51.760] 知らねえ。知らね。捕が
[02:11:56.199] あらしいね。でも2匹いるからもう1
[02:11:57.960] 匹いるよ。
[02:11:59.599] まだいます。ちょっと僕の僕がおって思うところ以外はな
[02:12:08.360] んですか?
[02:12:13.760] 何?
[02:12:15.719] 父上が
[02:12:18.280] こもここも言ってくれるんだて聞いたんだけど。
[02:12:18.691] [笑い]
[02:12:22.621] [咳払い]
[02:12:23.239] そしたら我々の家って安全なんでしょ。
[02:12:25.320] 笑笑。父
[02:12:28.440] そこはいいよ、別に。
[02:12:31.239] 同時翻訳。うわ、すげ。
[02:12:33.520] 笑笑。
[02:12:34.360] これは普通に同時本で下の分を訳せばいいだけなんじゃないの?
[02:12:39.440] も同時翻訳しなきゃいけないっていうのが先行しすぎて下に字幕出てることわかってないやん。
[02:12:47.840] 家なんて意味があるのか。
[02:12:49.476] [笑い]
[02:12:51.320] 見れなかった。
[02:12:56.599] もう家がないということを心配することなんてなくなるよ。
[02:12:59.719] ちょっと待って。[笑い]
[02:13:03.159] Googleたいな周りくい言い方だ。
[02:13:05.960] を全倒してる。
[02:13:07.400] Google
[02:13:07.840] 翻訳みたいな周りくどい言い方なさ。今
[02:13:10.320] 笑笑
[02:13:10.960] あなたとそしたら他の子供たちが
[02:13:15.639] もう家がないということを心配することなんてなくなるよ。
[02:13:19.280] もう家がないなんていうことを心配することはなくなるよ。グ本やん。それをしませんだね。
[02:13:22.882] [笑い]
[02:13:33.320] こんにちは。横山です。本日はフレンジャーザンヘブンについて新しい発表がございます。
[02:13:39.440] まずはこちらの映像をご覧ください。
[02:13:41.280] え、これ夢叶えしもの人?これの人?
[02:13:48.320] 夢叶いしものもの人。これ
[02:13:49.960] めっちゃ楽しみ。
[02:13:50.880] これ調べたぞ。お前らのこと。
[02:13:53.880] いや、これ楽しみ。
[02:13:55.280] これすごすん、こんなに
[02:13:59.079] の向こうじゃアジア人点でけ物にされて
[02:14:03.400] ダブル
[02:14:03.960] これbanされない。大丈夫。
[02:14:05.880] 日本じゃ扱い。
[02:14:10.079] 俺は何人なんだって何度も思ったろ。
[02:14:14.880] あんだけ入れ済み入ってたも裸ってわかんねえか。
[02:14:17.159] TwitchもAI
[02:14:19.119] も多分あれ裸だと思わないよな。ガラシャツ着てると思うわな。こんなのあの剣にけじめをつけねえと俺の人生始まらねえんだ。
[02:14:37.000] わ、ちょっと面白そうかもな。なんか龍がごとくやるんだったらこれやりたいのやりたい。
[02:14:42.440] 面白そうだね、これね。
[02:14:44.840] ちゃもあんくらい入ってるらしい。
[02:14:46.760] あ、ま、入ってるけどね。うん。もう背中びっちりよ。
[02:14:50.280] すもんもが
[02:14:52.119] こっぱ
[02:14:54.400] えも[笑い]
[02:14:56.920] なんでやっぱ黒人が出るとやっぱみんな嬉しいもんなんだな。海外の人はめっちゃ完成上がってたよね、今ね。
[02:15:02.520] 黒人の人出たらうお
[02:15:04.920] 2パック
[02:15:06.440] あ、2パック
[02:15:08.760] 2
[02:15:08.960] パックってラッパーの俺顔よくわかんないんだけど
[02:15:16.520] 2パックってそうやって書くんだ
[02:15:24.559] 2パックが出んの?
[02:15:25.760] 本作の発売日は
[02:15:27.320] 2027年
[02:15:28.960] 撃たれ
[02:15:31.760] 超有名な人そうそう。撃たれた人、撃たれた人。
[02:15:34.400] そう、そう、そう、そう。あの、あのビーフで熱くなりすぎて撃たれた。スヌープやん。はなんな、なん?めっちゃすげえな。何これ?スヌープやん。
[02:16:04.559] たよね。スヌなんでここは訳してくれないの?俺
[02:16:09.480] 1番1
[02:16:10.159] 番ここがここなんでここはもうもうなんかもうあれやん。もう訳す人ももうスヌープやん。びっくりしちゃって。びっくりしちゃってもう出てないやん声が。
[02:16:19.734] [咳払い]
[02:16:25.400] あのゲームが最初からずっとプレしてるん
[02:16:27.159] ですけども、このような人と一緒に書か
[02:16:29.079] れるのがすご嬉しいです。
[02:16:31.760] いや、ここにいるのがすご嬉しいです。
[02:16:33.880] そして最後に見たあれをちょっと話さない
[02:16:35.639] といけないですね。あのトパックトパック
[02:16:37.200] は伝説のラッパーですね。そ、すごい率も
[02:16:41.280] 入れてくれます。
[02:16:44.359] はい。あの、私と私の息子をすごいっ
[02:16:48.599] たので、やはり、え、爆を出すって流れ
[02:16:53.080] だったと思います。
[02:16:57.280] え、これさ、スヌープドッグのことさ、
[02:16:58.679] ズボんのが何これ?え、これコンドーム
[02:17:01.679] じゃない?まさかね。違うね。そんなこと
[02:17:03.760] ない。まさか尖かりすぎてるからって
[02:17:05.240] そんなズボンはい。さすがに。
[02:17:08.679] 笑笑ダブルさす
[02:17:11.319] 。ともわかんねえかな。
[02:17:12.920] 世界一のラッパーだからわかんねえよな。これコンドームのかもしれな。もしかしたらマジで
[02:17:18.960] 俺たちが俺たちがまだ到達してないところにもういるからもうこれが目おしゃれです。これ
[02:17:25.679] 次数ヶ月のうちに何か発表できたら嬉しいなと思っています。されてしまった。分かりました。
[02:17:34.880] この人もすごい人なのね。
[02:17:36.519] え、めちゃめちゃすごいよ。スヌープなんてやばいよ。やばいよ。
[02:17:41.599] ギャングスタラップのもうめちゃくちゃもうなんなんて言ばエビフライのこれはい。
[02:17:55.120] あ、デドバちょっとグロそうだからやめて。あ、デッドバイデロトや。はあ。ごめ、ちょっともうほんまもう
[02:18:07.559] 2
[02:18:07.719] 時になるからちょっとちょっと気になるとこでしか止まらないよ。
[02:18:10.840] 割と一緒にいだな。飛びかない。
[02:18:14.559] あ、そうなんだ。
[02:18:16.000] 朝クりやね。周年
[02:18:17.639] 違うかな。ほら、朝クりや。結構
[02:18:22.399] 朝クり4リメイク。
[02:18:24.280] あ、そうなんだ。
[02:18:25.359] ますか。
[02:18:29.120] うーん。の経験が変わります。
[02:18:32.479] あれに似てない。あのなんだっけ?あのジョージメコチのジョージかと思ったわ。厳しいって。
[02:18:41.760] 方がいいですよ。
[02:18:42.399] 笑笑。
[02:18:46.160] 持てないって。
[02:18:51.160] あら、可愛い。あら、川。訪れえぐくない?なんか訪れぐい。
[02:19:03.960] あ、ガンダム。
[02:19:10.399] 我々にしている。
[02:19:14.200] 1つのけを覚えている。
[02:19:18.479] ザパイロ。落とすなよ。落とすなよ。
[02:19:34.679] え、風呂向け、え、ガンダムなの?あれ?
[02:19:38.120] え、え、あれは何?ガンダムっぽいんじゃなくて本当にガンダムなの?あれ?
[02:19:42.200] すげえ尖ってんじゃん。
[02:19:44.080] すげえゲーム出しいじゃん。難しい。
[02:19:47.120] ガンダムソウルマジか。
[02:19:50.600] うん。そういうことはだから私はあなたのような人間を見ると言
[02:19:55.479] すげえ出すらしいじゃん。
[02:19:57.439] 知らない。
[02:19:58.120] 何これ?急げ。生きる方探さないといけない。ま、頑張っていこうか。
[02:20:09.520] いや、絶対まあ頑張って行こうかってじゃないだろ、ここ。え、絶対違うよね、これ。逆ね。まあ、頑張ってこうかっていうシーンか、これ。
[02:20:13.571] [笑い]
[02:20:19.240] まあ、頑張っていこうか。急げ、伏せろ。生きる方探さないといけない。
[02:20:27.080] ま、頑張っていこうか。
[02:20:28.637] [笑い]
[02:20:29.600] 絶対違うだろ。いや、わかんないけど。俺語英語わかんないから。
[02:20:33.359] 笑笑。
[02:20:34.120] ま、頑張っていこうかのシーンには見えないんだけど。これ、ここ。え、ここまあ頑張っていこうかのシーンなの本当に。
[02:20:37.807] [笑い]
[02:20:45.319] 急げ。伏せろ。
[02:20:46.319] サスティの違和感やばい。探さないといけない。
[02:20:50.479] ま、頑張っていこうか。
[02:20:52.217] [笑い]
[02:20:56.160] なんかこれあれ似てる。あの
[02:20:57.920] 笑笑
[02:20:58.680] よく画に出てくるさ、あの強い女役。強い女役。気の強え女役のあのさ、あのあのなんだっけ?あの人のバイオハザードの初代の映画に出てきたあの木の強えさのあの人に似てない?よく今
[02:21:11.960] ミラジョブオブッチミラジョブウッチの違う。あのミラジョボビあのタにたあのなんか強えさ。にの
[02:21:19.680] ハサウ
[02:21:20.680] アンハサウアンハサウイっていうな。
[02:21:22.200] の人違うなんて言うんだろ?
[02:21:23.520] ミルロドリゲス
[02:21:24.640] ミルロドリゲスだっけ?ちょっと待って調べる。
[02:21:30.720] スカーレットよ。ハンソン。
[02:21:35.479] あ、ミシェル色ロディスだ。この人あの毎回同じ役やるやつでしたね。全部違う映画に出せても同じ役しかないっていう。
[02:21:37.413] [笑い]
[02:21:45.200] 一緒に
[02:21:46.080] いつも気の強い女の役で死ぬからよ。
[02:21:52.680] キムタシステムキムタクシステムね。
[02:21:58.720] ワイスピでも気が強い。
[02:22:00.720] ワイスピにも出てんだ。
[02:22:04.439] ま、頑張っていこうか。
[02:22:05.520] が今ま頑張っていこうか。我々はここにいるために様々理由でここにいる。
[02:22:17.840] ここのこの土地を守る人々これ
[02:22:21.520] しかし全ての理由の
[02:22:24.720] トップに立つのがこれ我々の心です。
[02:22:29.960] 自分の目で時間見ることを牽制するものを目撃する興味が理由なのです。
[02:22:41.080] 明るいから好き。
[02:22:42.280] 明るいね。そう。全てを支配する。その神々を目撃するのも我々です。見たいです。
[02:22:54.680] 何これ?
[02:22:55.720] 快適でないかもしれない。安全ではないかもしれません。
[02:22:58.160] なんだ?しかし何もかも同じに見えてきた。死ぬですね。見るためなら
[02:23:18.200] これそが魔法のです。
[02:23:26.240] ギルドウォーズか。
[02:23:28.800] ギルドウォーズ。
[02:23:29.560] ここにあ、ま、もういいかな。この野郎だった。
[02:23:40.554] [うめき声]
[02:23:49.520] そうだよ。もう寝なきゃだよ。
[02:23:52.680] い、お、
[02:24:01.359] もう一声えようこそ。
[02:24:10.600] お腹のゴミ運俺は前の自分エクスパンションどこ
[02:24:19.319] なんかもうわからん。ありがとう。ゲストもあります。おっと。おえ。
[02:24:31.560] そうやん。
[02:24:32.680] ばっかだね。
[02:24:33.760] シリーズのビリゲなんだよ。全部な。
[02:24:36.200] いや、
[02:24:38.720] ゲームしよう。
[02:24:40.720] ゲームしよ。だからプレ
[02:24:43.279] できるできるよ。
[02:24:46.080] テープを流せ。
[02:24:50.560] うん。聞いただろ。
[02:24:51.319] ああ、めっちゃグロそう。
[02:24:52.479] 流せ。あ、グロ注意だね、これね。絶対
[02:24:56.520] グロあるらしいぞ。
[02:24:57.880] え、まあそうだもんね。
[02:25:09.720] 君の伝説
[02:25:12.840] 君のことをモンスターと呼ばれ呼んでいた。
[02:25:16.000] うわ、やだな。
[02:25:16.800] 私は君を予言者と呼ぶちゃの効果音好きよ。我々の
[02:25:26.520] ずっとニちゃにちゃしてるよね。
[02:25:28.680] 人々が自分に感する嘘なの。
[02:25:32.760] うわあ、もう
[02:25:38.000] 螺線は深く
[02:25:42.399] 本で閉じられた君の本。
[02:25:46.160] 翻訳の方だけは俺を裏切らない。え、
[02:25:49.720] 勝ちある者たちのインスパイアーとなっている。
[02:25:58.200] 螺線は深く深く。
[02:25:59.800] 本で閉じられた君の本。
[02:26:01.720] ゲームを始めよう。[笑い]
[02:26:03.479] 俺もうって思った。そこは
[02:26:07.359] うー。ま、こんなもんか。こんなもんすか。こんなもんかな
[02:26:14.479] ね。
[02:26:20.040] あ、え、何これ?え、何これ?
[02:26:24.600] さ、新しいプロジェクトを使ってましたよ。
[02:26:27.560] インポスターや。なんだっけ?新しい
[02:26:30.240] アマングアスやん。アマングアース。
[02:26:31.920] アモングアスの
[02:26:33.200] アモングです。アモアス。
[02:26:35.520] あ、アモングアスなんかアニメ化する。
[02:26:37.560] え、アニメか?アニメじゃないし、これゲームでしょ。
[02:26:48.600] マジか。あとソロバージョンのゲームモデルって聞いた。
[02:26:53.600] へえになった。
[02:26:55.359] へえ。
[02:27:12.640] これがソロ向けのゲームなのかな?
[02:27:18.040] アマストーリーでしたね。
[02:27:21.160] おアガシリーズの方々です。どうぞ。
[02:27:38.840] サゲームの皆さんどうも。が速攻でを
[02:27:44.800] 56
[02:27:45.359] してからみがなくなったゲームのチームはとても楽しんでおります。タスクのとして皆さんにすることも仕事です。げたな。
[02:27:47.492] [笑い]
[02:27:57.920] 中の人めっちゃ見えてます。
[02:27:59.880] ちょっとみんな死ぬほどさのみ
[02:28:05.120] ちょっと誰か喋ったでしょ。いやいや、俺に喋れそりゃいいから怪しいですね。わ、すごい叫んでたね。
[02:28:12.920] わあ、すごい叫んでたね。色
[02:28:18.399] 女は感情的になるプロにならないしな。
[02:28:20.242] [笑い]
[02:28:21.960] はったな、今色大変なもんな。
[02:28:27.600] こんな1個1個1
[02:28:29.399] 個1個紹介してたら大変だから。
[02:28:31.319] 笑笑
[02:28:32.120] 書く色です。
[02:28:33.120] すごい叫んでたね。色。
[02:28:41.857] [笑い]
[02:28:43.240] そしてこれ俺がレッドだ。
[02:28:44.680] 各色。各色です皆さん。
[02:28:47.359] 笑笑。
[02:28:48.040] 各色ね。各色です。これが
[02:28:51.720] 草。
[02:28:52.840] 大変だもんだって。
[02:28:53.720] ずっとフルパワーは無理。
[02:28:55.000] 大変だよ、こんな色。色
[02:28:57.279] か色
[02:28:59.000] はったでだいぶ。あ、
[02:29:00.853] [笑い]
[02:29:03.279] この背中に何があるかな?インポスターをやらなければ我々のうちにね、言ってくれて嬉しいよ。
[02:29:15.439] ピザ食べたい。いな。
[02:29:21.439] ああ、もういいかな。
[02:29:25.600] よし。え、
[02:29:29.399] 何これ?モンハンぽくない?
[02:29:31.560] お、
[02:29:33.680] モンハンなんかモンハン見て。何これ?モンハンぽくない?そんなことないか?え、モンハンじゃないの?これ違う。え、モンハンじゃないの?これ
[02:29:45.520] モンハンや。
[02:29:46.600] え、何?新しいの出んの?バルファルクみてな。
[02:29:54.520] Cでしょ?
[02:29:57.560] ええ、
[02:29:58.760] ワイルズ出て1年半だからね。
[02:30:03.600] もうなんか全然違うゲームに見えたけど。
[02:30:06.479] 影響える。う、天才だわ。
[02:30:09.680] あ、クシャルやん。え、クシャルダル出るんだ。
[02:30:13.880] また別のドラゴンのようだな。
[02:30:20.120] さすがわかるね。
[02:30:21.359] モンスター昔のやつはね。
[02:30:24.200] アセンダンスアセンダンス
[02:30:27.240] ラオシャンロン出るんやっけ?
[02:30:28.880] へえ。
[02:30:31.200] うお、マジだ。つ
[02:30:36.960] ラオ。おお。ラオ。あつ。フル復活。嬉しい。
[02:30:44.200] 巨大な拡長番。
[02:30:45.960] 2027年。
[02:30:47.399] 巨大な拡張版。
[02:30:48.279] おさん、あんたのベースゲームが必要とない。
[02:30:49.960] 重視嬉しいやろな。
[02:30:51.279] いやあ、嬉しいだね。
[02:30:55.120] 27年か。
[02:30:56.120] 全てはに悪って分かってるだろう。それともまだ進むのかい。
[02:31:06.640] 今年の噂あったけど来年だ。
[02:31:19.319] ん?え、何?何これ?え、待って。え、
[02:31:26.720] ソニックレーシング。
[02:31:30.194] [笑い]
[02:31:35.319] ジ君。
[02:31:38.055] [息をのむ音]
[02:31:38.319] いや、これは笑。[笑い]
[02:31:40.800] これはちょっとこれは違うわ。
[02:31:46.399] 笑笑。
[02:31:47.439] 早み。
[02:31:48.200] いや、これは違うわ、これ。え、本当だ。エバーに乗れよ。
[02:31:53.920] ある意味反則。笑笑。エブア最近タイアップ多いな。
[02:31:59.040] ある。
[02:32:02.359] マジで?はええ。ピコパークのええ。
[02:32:14.520] 来年ファイナルファンタジー
[02:32:16.040] 14ともコラボあるの?エブア。
[02:32:18.040] あ、そうなんだ。エヴンゲリオン。
[02:32:23.905] [笑い]
[02:32:26.840] ごめら解釈違いかも。え、
[02:32:31.720] ゲーム出んの?
[02:32:33.319] まだまだ戦えるってつらじゃ。
[02:32:35.040] うわ、すげえ。
[02:32:36.399] 最終勝じゃん。
[02:32:37.399] 打ちませる。
[02:32:39.439] はシールすぎた。
[02:32:41.240] やっぱり巨人。
[02:32:43.200] うわあ。アさん死ぬ。あ、これ死ぬとこ。
[02:32:43.556] [叫び声]
[02:32:46.830] [笑い]
[02:32:47.640] このシーンめっちゃ泣けんだよな。
[02:32:50.399] 全部見た
[02:32:54.680] ればわれる。
[02:32:55.760] やめろ。[うめき声]
[02:32:58.359] 泣けんのよ、あのシーンから
[02:33:01.600] ネタバレやめて読むんだよ。
[02:33:11.000] 負けるんだよ、あの。
[02:33:17.800] でもね、もうね、あれだよ。進撃の巨人もね、もうね、あれだからね。
[02:33:21.600] あの、もう、あの、ドラゴンボールとかと一緒で撃の巨人もうネタバレするなってのはもう無理なレベルになってるから見てないやつが悪いレベルは。お、レオンなかったっけ?髭な。いや、俺の名前だ。
[02:33:52.000] え、俺が違うって一体どういうことだ?てめ、この野郎。みんなこんな感じだぞ。今はパクりっていいんだよ。あんたよものふざけんな。
[02:34:05.840] てめ、この野郎。
[02:34:07.200] 波動拳。
[02:34:11.080] くそ。
[02:34:16.479] 1なんな
[02:34:20.840] セールか。セールはいい。[音楽]
[02:34:24.120] セール。
[02:34:27.000] お、これ噂のやもうこれもバルパルクやん。
[02:34:40.359] これもモンハンのパクりですやんけ。
[02:34:42.800] 玉ピロケラン。
[02:34:43.760] これもバルファルクじゃないですか。ワールド
[02:34:53.479] 僕がアチムプ
[02:34:56.319] レックーザね。おマンダエロじゃん。
[02:35:01.920] Twitter
[02:35:02.359] で毎日パルワミンとポケモンが争っぽ。
[02:35:05.692] [笑い]
[02:35:08.720] まあポケモンすぎるもんね。ゲームはおもろいんかもしんないけど、ちょっとポケモンすぎるよな。キャラデザが姫巻き彦
[02:35:18.640] はなたた姫
[02:35:22.680] 天が土かもよ。
[02:35:25.880] アマツとあのレキクーザーな。あとあれもソルガレオも入ってるな。
[02:35:40.359] まあでもおもろいんだよな。
[02:35:43.439] バルボロスみたい。
[02:35:54.960] つまげパルはやったも
[02:35:57.240] やってない。やってない。
[02:36:01.160] 順じ
[02:36:04.680] いいとこあるんだろうな。ちょっと最初伝えます。
[02:36:06.840] まあでもいいとこあんだろうな。殺人う
[02:36:11.560] 2たんです。
[02:36:14.399] さ、次
[02:36:17.560] 枝豆にはもったいねえ。
[02:36:26.000] ってまさかそういうこと?お、
[02:36:29.720] あれ?ティファじゃん。何?ティファ何?何これ?何?ティファ。
[02:36:40.640] ロクストロク参戦です。
[02:36:42.680] え、ティファが
[02:36:44.000] ストロクにコラボティ。
[02:36:49.439] エチとさせていただきます。さすがにエチです。
[02:36:52.279] それはどう絶対おっぱ揺れるじゃん。ディレクターです。
