[00:00:54.760] 残念。橋本の冒険派。ここで終わって
[02:18:38.840] 何が何が元気そうでよかったって何が最近配信してなかった。心配してきた。心配してんだ。元気元気で元気よ。ああ、ここでここでこれでござす。
[02:18:54.679] 絶対これやろ。
[02:18:57.439] あれ?え、違うの?
[02:19:01.519] え、違うの?
[02:19:04.280] え、違うんか?
[02:19:08.679] え、嘘やん。
[02:19:14.880] ぶ
[02:19:16.120] え、
[02:19:17.679] ちゃだりえん。
[02:19:19.960] おびした。え、違うんか?違うんか?はあ、違うんかよ。は、こっちかな?
[02:19:43.840] おお。おい、こっちか。あ、お兄ちゃん、
[02:19:48.599] それ私のスリッパよ。見つけてくれたのね
[02:19:50.680] 。ケイト嬉しい。クソ垂れ目。あ、両方
[02:19:55.840] 揃えて持ってきて。ほー、
[02:20:00.680] ほーん。
[02:20:02.920] なほね。なほね。クソ怒り方。
[02:20:11.479] クソ怒り方。お前は好きじゃない。
[02:20:13.920] ええやん。ええやん。
[02:20:15.359] ええやん。ええやん。え、何?1
[02:20:16.800] 人称名前好きじゃないの?いい。
[02:20:19.760] 1
[02:20:19.920] 人称名前の女の子いるよな、たまにな。可ええやんけ。ええやん。ええやん。分かった。わかった。
[02:20:32.760] いねえよ。12人称アーシの女。
[02:20:36.520] 12勝し。これランディがやるなんか改造
[02:20:40.760] 度低いギャルのモノマネの時だけで
[02:20:51.200] 結構戻るよな、これ。
[02:21:01.479] じゃ、そこまでやろっかな。じゃあ、あの
[02:21:03.439] 、靴、靴揃えてあの子に返すとこまで
[02:21:06.479] やろうぜ。これ終わり。
[02:21:16.040] ありがとう。
[02:21:21.760] いいですね。うん。いい、いい、いい。あの、本当に、あの、そういうのが大事だよね。お互いに俺もいや、みんな見てくれてありがとね。だし、リスナーも配信してくれてありがとうって思えよ、マジで。
[02:21:36.920] お客様、お客様じゃないからみんなで、みんなで作り上げてる配信はなあ。てる、思てる
[02:21:45.600] なあ。思、もっと思えよ。
[02:21:49.560] なんや、その目は。こっちは逆やぞ。
[02:21:52.439] あ、ねじゃないんだよ。いや、俺って俺だけの言ってるわけじゃない。他の配信者にも。そうね。配信してくれてありがとねえ。だよそれ。
[02:22:05.560] どこだったっけさ、あれ待ってどこだったっけ?もう覚えてねえって。
[02:22:11.640] うせえな。人の配信なんて見ないくせに
[02:22:16.760] 国がいる。黒が感謝してます。人の配信全く見ないよ、俺。人の配信まく見ません。
[02:22:29.560] またなんかな、だってだったそんななんかなくないもんか。いや、自分見ていただいてて大変申し訳ないんですけど、チャムゲーム配信者の友達がすく少ない。
[02:22:46.960] ありがとう。
[02:22:47.560] なんかレイド、レイドし合ったりとか全然ない。
[02:22:51.200] 笑。
[02:22:52.359] すくすっくないんだから。
[02:22:54.120] ちゃゲームが配信者の友達がすぐ少ないね。配信者のリスナーが嫌でしょ。だって
[02:23:07.560] 人付き合い、
[02:23:08.960] 人付き合いがね、全然できないんだわ。
[02:23:13.359] そんなこがいのよ。
[02:23:17.000] ちゃまゲームは人付きや以外。もう
[02:23:21.240] 俺こうやってベラベラ喋れてんのも貴様ら
[02:23:23.120] が文字だからだよ。
[02:23:25.680] あ、この人本当に存在する人なんだと思っ
[02:23:28.080] たらもう一言も喋るから。
[02:23:33.720] これ
[02:23:39.399] 瀕死の悟空みたいになるね。これはゴミ。
[02:23:44.319] これどうやって取んの?小さすぎて吐けないんじゃないの?え、何これ?か。何これ?わかんねえ。
[02:24:12.760] ゴミごこれゴミこれゴミこれって
[02:24:20.760] そんなあるからジャバゲームテンパってな
[02:24:23.600] 。
[02:24:28.359] え、これちょっと待って。俺もう取れる
[02:24:30.120] もんだと思ってきたけど。これ取れない。
[02:24:31.680] まさか。えー、これどうねん、これ。お、
[02:24:36.479] ピッケルで行け。ピッケルで行け。おい、
[02:24:39.359] これどうやっとんだよ。
[02:24:42.040] 俺も取れる。
[02:24:45.560] なんじゃ若者よ。じじに話しかけとるのか
[02:24:49.080] 。これは気づかなかったわ。いつまんのは
[02:24:52.920] 。さて、知ってるような知らんような頭の
[02:24:56.520] 中が困しておるわ。すまんの若者よ。実は
[02:25:00.240] じじには心配事があってな。それが頭から
[02:25:03.319] 離れんのじゃ。じじにはあ、ケイトね。
[02:25:07.200] うん。死んでたよ。
[02:25:08.040] お前の孫。うん。お前の孫死んでるよ。ごめんな。俺嘘つけないんだ。ごめん。お前の孫は死んでたし。お前の孫は死んでお化けになってたし。アモスは咲や龍になってたよ。
[02:25:22.319] アモスは咲やドラゴンになって街の人を全員殺してた。お言っちゃう。言っちゃうんだ。ごめん。もうだ。ダメなんだ。ごめんな。言っちゃうんだよね。ごめん。お前の孫のケイトはさっき幽霊になってたしアモスは昨日ドラゴンになって街の人食ってたよ。
[02:25:37.160] ブル
[02:25:44.080] キーファもオルゴデミーラだったよね。全
[02:25:48.279] そう、キーファもオルゴデミーラだったし。ちなちな言うけど全部もうごめん。全部言うけどキーファもオルゴデミーラだったわ。ごめん。
[02:25:57.439] 鉄もいますとネタバレ
[02:26:00.040] 4
[02:26:00.720] 鉄もいますと。
[02:26:03.120] 鉄もいます。
[02:26:09.439] すまんの。若者を色々手助けしてやりたい
[02:26:11.479] とこは自きん。そういえば枠者お前は死者
[02:26:14.439] と話ができる。いやいやいやいや話してき
[02:26:16.240] たって
[02:26:18.080] じ事に変わら死んでたよ。
[02:26:22.120] え?何の墓?何?ケトの消息?いや、だ
[02:26:25.120] からえ、なんかめんどくせえ。何それ?
[02:26:28.120] 墓場の鍵は?何?墓場の鍵って?え、
[02:26:31.279] めんどくさ。え、さっき会ってきた。
[02:26:33.359] さっきあってきましたやん。ケト死んでたって。死んでたよ。死んでた。お前の孫。お前の孫は死んでた。アモスは咲夜やドラゴンになってた。
[02:26:45.880] ほんまや。え、待って。
[02:26:47.720] また何かアイテム?
[02:26:48.640] そ、また、またなんかアイテム消えたよね。鉄の棒消えたよね。いいの?次ピッケル消えることになるけどいいの?だってこのまま行ったら小人の笛え消えるよ。これ絶対消えちゃまずいでしょ。
[02:27:01.680] まだ使うでしょ、絶対。え、これ大丈夫?
[02:27:04.520] これ本当に?
[02:27:09.439] これさあ、
[02:27:12.720] ダミアイテムとかまさかねえよな?この
[02:27:15.840] 指輪なかったりする?もしかして。
[02:27:21.200] うわ、これで積むとかほんまアイテム
[02:27:23.200] 取りすぎたらいやいや、そんな
[02:27:28.040] のないでしょ。
[02:27:30.319] こんなゲームシステムでアイテムなんか全部拾うに決まってるやん。だって
[02:27:34.920] シャドウゲートはダミーあるもんね。
[02:27:36.640] いや、それでさ、なんかアイテム消えて積んだらさ、さすがにケムコに電話だよ、これ。さすがにこれ煙けむこに電話のパターンだよ。もら、こんばんは。どこやねんで。この墓場の鍵ってどこだよ。
[02:27:58.840] どこ?
[02:27:59.160] それこそ人とか妖精とかの像って全部使わんやろ?
[02:28:02.640] 使わないよね。そう。ずっとあるんだよ、これ。だし、この指輪もはめたら死ぬだけなのね。え、そのうちだって地図消えるよ。そのうち地図消えるけど大丈夫?そう。
[02:28:25.520] いらんやつ捨てれんの?
[02:28:27.279] 捨てれないんだよ。捨てるっていうあれないの?ないんですな。
[02:28:33.760] お前消えるのか?茶まげが骸骨になっちゃう。笑
[02:28:39.319] いやいやいや勘弁してくだせえよね。これ墓場の鍵って多分さ、あの外だよな。あの
[02:28:50.560] 1個開かなかったとこあったよね。教会の
[02:28:52.640] 向いの扉だと思うんだよね。これ違うかな
[02:28:55.120] ?教会の向いの扉だよね。多分墓場って
[02:29:00.160] な。ちょっとマップ頭入ってきたわ。
[02:29:03.040] マップが少しずつ頭に入ってきた。
[02:29:09.040] え、教会だから多分こっち
[02:29:18.080] こっから行くのが早いか。
[02:29:23.760] 墓場行くのにだってこのの笛使うねん
[02:29:26.200] で。これ消えちゃまずいと思うけど大丈夫
[02:29:30.160] かな?これ積んでないよね。さすがに
[02:29:37.479] 小の笛なくなったらこれできなくなるから
[02:29:40.000] ね。墓場行けなくなるよね。ま、マップ
[02:29:42.240] 繋がったから行けるん。ああ、ま、マップ
[02:29:45.000] 繋がったから行けるんだろうけど多分
[02:29:46.600] だいぶ遠回りになる。
[02:30:04.720] 多分墓場の鍵ってここだと思うんだよな。
[02:30:08.520] このこの奥だと思うんだよね。
[02:30:13.640] ここだと思うんだよね。
[02:30:18.560] み
[02:30:22.479] とるやろかい。えー、ここに繋がるだけ。
[02:30:27.319] え、ここに繋がるんかい?だったらだっ
[02:30:29.920] たらもうお前の孫あったよ、俺。え、
[02:30:33.040] 何これ?もう1回やんなきゃいけないの?
[02:30:34.479] これだ。フラグ立てなきゃいかないの?
[02:30:35.880] これもだったらもうお前の孫あったって。
[02:30:38.960] え、もう1回あってから行くか。じゃあ
[02:30:40.240] もう1回あってからもなんか2度出間だろ
[02:30:42.640] 、これ。
[02:30:49.000] めどくせえな。え、どっちだ?え、こっち?違う。
[02:30:59.680] もでよくある。2度でま、
[02:31:02.359] 使いゲーだよ、これ。あれ、どこなんだっけな?毎回忘れるんだよね。この辺まだ頭入ってねえわ。あ、ここだ。
[02:31:17.120] あ、違うっけ?
[02:31:19.880] 違う。あれ?こっち?この奥か?
[02:31:31.600] 全然覚えてない。
[02:31:34.120] 全然覚えとらへんで。いや、多分違くねえ
[02:31:37.760] か、これ。
[02:31:40.359] あ、いや、合ってるわ。
[02:31:50.000] まあ、多分最初に最初にあの例のおじさん
[02:31:52.920] お父さんの話をま、あの、聞いてからここ
[02:31:55.760] に来るべきだったんだろうな、多分。
[02:32:03.399] いや、しかも別におじいちゃんのイベント
[02:32:05.600] 見たからって何か変わるわけでもないし。
[02:32:08.120] マジで2度じゃねえかよ。なんかイベント
[02:32:10.960] 変わるわけでもねえし。
[02:32:14.560] フラグ縦存だな、これ。
[02:32:17.479] めたれすぎや。う過ぎてます。
[02:32:50.600] このケトのイベントだけやるっつったから
[02:32:52.920] な。
[02:32:54.640] そこまではやるわ。しょうがないの。
[02:33:05.960] セムスゴッド。
[02:33:10.279] えー、こっちどっから来たんだっけ?
[02:33:12.160] こっち。
[02:33:14.240] えっと、こっちから来たんかな?
[02:33:16.600] やし社長。
[02:33:18.520] あれ、どっから来たんだっけ俺?あ、ここか。そこまでな。そこまでな。えっと、あ、そっか。ああ、でもそっか。ここで地下、いや、近道。ん、地道じゃないよね。だってこれ。いや、こっから戻れ、戻れるんか?いや、戻れねえよな。戻れね。墓場には戻れねえから結局こっちからやり直しなんだよ。
[02:33:44.520] あれ?ちげ、もうマジでこれもう地図が
[02:33:47.200] マジで分かりづらい。
[02:33:50.080] どっから来てどこに行く?どこから来て
[02:33:53.120] どこへ行くのか。
[02:33:58.040] どっか来たんだっけ?
[02:34:02.439] ここか。ケフか
[02:34:06.200] 毎回ペペペロンが反応するから。
[02:34:09.760] ペペペロンがこれ反応してくれっからな。
[02:34:14.080] おい、夢希望。あれどこだっけ?さっきん
[02:34:18.319] とこもわかじんとこどこだ?こっちか?
[02:34:23.640] ここ。こっちこっちこっち。
[02:34:30.279] あれ?こっちで合ってるよな。
[02:34:37.120] んでここか。
[02:34:43.600] 一旦セーブしよう。死ぬ気がする。よし。ほら、来たよ。オ、若者よ。大した発見じゃ。それはましく軽トのいやさもずっと持ってたて。これ
[02:35:00.000] お疲れ様です。
[02:35:00.880] ずっと持ってたって。えさんお疲れ。
[02:35:03.640] あ、これもしかしてこれ部屋入り直すだけ
[02:35:06.240] でよかったんかな?
[02:35:09.760] そして水路を流されてしまったというわけ
[02:35:11.439] か。水は冷たかったの。流されて怖かった
[02:35:14.040] の。空瓶なことしたもんじゃ。もしかする
[02:35:16.880] とケトの魂は今もうんうんうん。あっ
[02:35:19.319] たって話してきたよ。
[02:35:22.439] そんでこれが取れるようになったんか。
[02:35:26.800] 取れる。
[02:35:30.600] スリッパが揃う。
[02:35:34.720] こいたらこれケトに返して今日は終わり。終わり終わり。て
[02:35:46.560] 閉定
[02:35:47.920] 閉て終わり終わり。
[02:35:51.399] ああ、
[02:35:52.240] 閉てみんな解散海底
[02:35:56.279] 閉て閉て
[02:36:03.080] えっとどこだったっけどっこから聞きたい
[02:36:06.920] そんなん聞き汚いちゃうねんわし明日仕事やね貴様らがえ祝日だかなんだか知らねえけど
[02:36:17.240] えなんすか?
[02:36:19.040] 家でグーたらしてる間俺働いてねん
[02:36:22.240] 明日休みやねん。明日祝日ですよ。休んじゃおうよ。
[02:36:27.000] 休んじゃおうよ。休みてさ。今日は出張で疲れたしよ。
[02:36:34.720] し、今日は丸のうちに出張でよ。なんか社長と飯食うはめになってさ。俺の綺麗なイクラドン食わされるしよ。これが本当の丸のうちサディスティッてかこら。
[02:36:51.479] いや、明日出張しじゃない。
[02:36:52.640] で食べていきましょう。
[02:36:57.040] シーナりんごも喜んでます。
[02:36:59.200] 解説でいくらどんさせられたの?な
[02:37:04.640] んでなんで解説頼まいって解説するほどのこと分かるだろ?分かるやろか?いや、なんかしんねえけどさ、仕事終わった後にさ、もうすぐ帰りたかったのにさ、ああ、せっかくなんで東京で飯食ってきましょうとか言って社長がで、ど、どの店入んやだなと思いながらどの店入んのかなと思ったらなんか鮭とか
[02:37:28.800] が有名な店に入られて勝手にそれを頼まされていや俺食えないんだけどなって思いながら断る暇もなく
[02:37:41.640] うわあだるくそうまそう
[02:37:43.720] いやまいでもねあのイクラ以外はめっちゃうまかったかま飯はないクラめっちゃ入っててくらでも食わざるやないから頑張って食べたでもやっぱねくら食えないな俺ねお願いなある聞いてくれのお家に来てちょう
[02:37:58.560] え、おにゃの子、おにゃの子の部屋行っていいんか?おにゃの子の部屋行っていいんすか?り
[02:38:03.880] して帰ればよかった。苦手な。
[02:38:07.120] それは無理があるだろ。トイレ行くふりして帰るのはあれだろ。あのアムウェール勧誘だけなね。お願るの聞いてくれる?お家に来てちょうだい。おじいちゃんも霊を行ってもらうわ。きっと約束よ。おじいちゃんと
[02:38:21.800] 2
[02:38:21.920] 人。あ、さっきの部屋本当だよ。社長だぞ。
[02:38:28.399] さっきの部屋か。さっきの部屋なのかな?さっきの部屋まで行って終わるか。じゃあ
[02:38:34.279] その部屋車置いてあるよ。
[02:38:36.120] え?死だけにってかな?死だけにってか?
[02:38:47.960] てか終わろっか。パチパチパチ。
[02:38:58.840] ちゃだりえんのとりけす。
[02:39:15.240] なんか俺今日顔ブスじゃね?いや、いつも別にかっこよくはねえけどつにも回してなんか今日ブスな気がするわ。今日なんかいつにも回してブスな気がする。キモ
[02:39:28.720] 今日
[02:39:29.600] キモいやめていいよ。
[02:39:32.240] 何よ?日常
[02:39:37.760] 目標スだ。
[02:39:40.080] やばい。いくら食ったからだろうな。いくら食ったから
[02:39:43.760] 大さない。そうか。
[02:39:45.960] でもさ、あるやん。
[02:39:47.560] 年に1
[02:39:48.279] 回ぐらいさ、なんか今日俺美ジいなってやるじゃん。
[02:39:52.279] 魚にやられてるから水の目。
[02:39:54.359] そう。ああ、ちょ、塩分の取り過ぎ着でむくんでるかも。顔が。
[02:39:57.840] 顔色は悪め。そうだ。悪い。
[02:40:01.439] ダブル米抜けるわ、
[02:40:04.920] 俺。お、そんなちっちゃかったの?え、え、これちっちゃすぎるでしょ。孫くらいくらなんても大きさがおかしいだろ、これ。どお、大きさおかしいやろ、これ。どう考えても
[02:40:20.840] さすがにでかい。手のりサイズ。トグロ。あ、トグロ兄弟兄弟になってますや。
[02:40:27.359] 笑笑。
[02:40:29.520] 年の交さ
[02:40:30.359] すにでかすぎるだろ。
[02:40:33.800] あのガッシュベルのあのあ、ニコんは。ニコんは。あのガッシュベルのあのさ、あの実はま、でかいやつが魔物のかと思ったらであのでかいやつが本の持ち主で肩に乗ってるちっちゃい子供がモンスターだったの方のやつやん。これ誰にも座ってねえ。名前も覚えてねえし。
[02:40:55.120] なんかあったな、それ。
[02:40:56.840] 木の弱いやつ。
[02:40:58.560] そう、そう、そう。あれなんだっけ?ほら、ママのためにお前はもっと悪くなるんだよっていうやつ。あれでもらった。
[02:41:05.439] の大冒険であるやつ
[02:41:07.240] 知らない。はいはいはいはいはいはいはいはい。あ、水ね。お、乾きの水くれよ。ああ、乾きの石。いや、もう呪文知ってんねん。
[02:41:26.160] の壺
[02:41:27.120] 呪文呪文なんだっけ?模ケレ無便べみたいなやつなんだっけ?呪文なんだっけ?てか別にこれ呪文覚える必要ねえんかな?模型エレ無便みたいなあったな。なんか呪文が乾きの石ゲチュ乾きの石。いや、待って。なんかさ、
[02:41:47.600] 小人の笛えさよなら。
[02:41:48.800] なんかさ、あ、やべ。あ、あれ?あ、違う。靴。
[02:41:55.040] 靴なくなったから靴の分平気だった。
[02:41:57.120] 危ねえ。靴の分平気だったわ。
[02:42:01.760] もちょ、もうちょっとやらせて。悪い。
[02:42:04.680] もうちょっとやらせて。あの行くべきとこ
[02:42:06.279] が分かってる間をやらせて。忘れたくねえ
[02:42:10.359] 。これまたさ、1日2日
[02:42:13.160] あれ何だっけってなるから
[02:42:14.920] 眠くないの。笑
[02:42:17.399] 眠くない。眠くはない。ノメイン
[02:42:20.319] ノーメインラーね。ノーメイン。あれどこ
[02:42:23.880] だったっけ?あの変なさ、変な水で
[02:42:30.080] 魔法の水とこ
[02:42:32.479] 違う。ここじゃねえな。
[02:42:38.160] あ、バイオリンも取り返してやんねえと
[02:42:39.840] いけねえしな。
[02:42:44.160] あれどこだったかな?不思議な水
[02:42:47.840] あったよね。なんか地下の
[02:42:50.760] あ、分かった。思い出した。思い出した。
[02:42:52.439] 思い出した。思い出した。した。えっとね
[02:42:55.760] 、
[02:42:57.359] こっちじゃ。
[02:43:02.000] ガンガン進める時はガンガン進んどいたわ
[02:43:04.240] 。絶対にいい。ここ
[02:43:11.240] 危ない。死ぬ気がする。死ぬ気がするから
[02:43:13.840] セーブさせてくれ。足を滑らせて死ぬ気が
[02:43:16.880] する。お、
[02:43:26.279] ここな。
[02:43:32.000] ここ野郎。これ
[02:43:36.720] めっちゃ雑に沈めたけど。呪文を唱える
[02:43:41.040] のメインだ。
[02:43:43.359] 笑
[02:43:44.200] よし。死んだら今日は終わりにするか。オケ。
[02:44:00.560] これも石は回収しなくていいのかな?ああ
[02:44:04.200] 、なんか
[02:44:06.319] ね、この段差って死ぬかな?な、みんな
[02:44:10.040] 段差って死ぬと思うか?この段差す
[02:44:20.160] 人は簡単に死ぬよ。行ける不安。
[02:44:23.399] 行けるってどっちなんだ?
[02:44:25.479] あの、
[02:44:26.960] 今セーブして。
[02:44:28.399] あ、ああ、だめだ、ダめだ。ああ。あ、なんだ、なんだ、なんだ、なんだ。見えない、見えない壁が。え、これじゃ何なの?これじゃ何なの?この、この、これ何?え、じゃあこれどうやって行くのって話なんですよ。ほならね、ここどうやって行くんですかってことなんすよ。ほなら
[02:44:48.920] ほならね。
[02:44:54.880] こうならね。
[02:45:01.040] えっと、
[02:45:07.600] なんかあるよ。
[02:45:10.640] なんだこれ?ここが水路なんか水路をどう
[02:45:13.880] のこうのって言ってたやつやな。
[02:45:18.120] 一周してる俺。こっから来た。
[02:45:23.160] あ、違う
[02:45:25.120] ん。
[02:45:29.240] なんかさあ、なんかさ、読み物にあったよ
[02:45:33.120] ね。読み物になんかさ、右左右みたいな
[02:45:36.640] やつさ、なかった?今日のおさいみたいな
[02:45:39.359] やつ。どうやっけ?
[02:45:43.200] あった。これだろ。おい、絶対これ。あ、
[02:45:47.080] 血水に関心を持って。
[02:45:48.479] ほら、もう俺もうさ、すごない?これ大卒でしょ、この記憶力。右左右右右左右左右
[02:46:02.160] シャドゲノー。
[02:46:04.439] これどういうこと?これ左右
[02:46:08.279] でもワープは覚えていない。
[02:46:14.520] さと下入れ
[02:46:16.120] でもさ、これさ、何すればいいの?これよくわかんないけど。これさ、めんどくさいから写めっていい?もう写め、写メってごめん。写メってじじしか使わないけどごめん。写メわ、これ写メ。いちいち開いて読むのめんどくせいから。
[02:46:35.880] と左耳
[02:46:37.800] 右左右
[02:46:42.520] ふれマんでさ何をどれからやればああなるほどわかんちょっと戻るで左右右だこれ
[02:47:03.680] 左。これを左。え、これ右
[02:47:16.760] 右気
[02:47:19.439] 右気右気味。ほんで。
[02:47:29.520] え、これでもう変わってん。
[02:47:32.279] これでもう変わってんのかな?ん?これでもう水移変わってるってこと?違うかな?あ、さ、俺どうやって、俺ってどこからこの部屋に入ってきたん?俺でどうやって?え、ここか?待って。出られなくない?あ、や、ごめん。あった。ここだ。
[02:48:03.000] これでごめん。もう1回上がって。もう1
[02:48:06.240] 回上がって。
[02:48:16.319] あ、リセットされてねえな。えー
[02:48:20.960] 、これ、これ
[02:49:13.200] 一応これで書いてある通り回したけど
[02:49:17.359] 結局全部左になったな。
[02:49:20.720] これで変わってんのかな?記憶消してもう
[02:49:30.720] 1
[02:49:30.880] 度やるなら高橋名人とこのゲームどっちだ?
[02:49:36.640] ええ、どっちもやだなあ。どっちもやだなあ。
[02:49:45.399] 高橋名人
[02:49:48.960] まだ高橋人の方がきついよね。ぶっちゃけ
[02:49:52.359] 高橋きつかったよ。あれようクリアしたよ
[02:49:56.000] な、俺。で
[02:50:14.800] えーどっちだ?こっちかな?
[02:50:20.600] 魚のとこ長かった。
[02:50:24.000] いやあ、長かったね、あれね。
[02:50:26.760] マジで7
[02:50:27.279] 時間ぐらいたもんね。めちゃくちゃむずいって。あれ
[02:50:40.960] 自分では絶対やりたくない。水引いてないんだけど。
[02:50:56.560] はい、今日はここまでします。はい。
[02:50:59.600] 自分だったら手が出てるね。ここ。
[02:51:02.279] いや、俺も手出たよ。手出たらなんかあのレトロフリークがフリーズして、レトルフリークフリーズして
[02:51:08.319] 1からになった。9
[02:51:09.760] 時間が水直になったよ。はい、ということで今日ここまでにします。
[02:51:19.120] お疲れ様。
[02:51:20.160] お疲しでした。ありがとうございましたね。もうおいっぱいや。
[02:51:25.520] もうわしお腹いっぱいやで。荒らした。
[02:51:31.600] ざす。
[02:51:32.760] ざす。まだな。ざすざすざスざスざスざスざす。寝るん。ざスざスざスざスざす。ザスザスザスザスザスザスザスザス。
[02:51:47.560] シャドウゲートやってる人いないの?
[02:51:49.640] ひでえよ。
[02:51:52.040] いるか?
[02:51:54.000] ダブル。
[02:51:54.800] え、たらさ、めっちゃ暑いんだけど。たらめっちゃ暑い。見えだろうな。ああ、レドどうしよっかしました。
[02:52:10.239] 苦しいとこから始まって
[02:52:16.319] レイドなし。笑。
[02:52:18.120] レイドなしかな。
[02:52:19.239] シャドも作ろう。
[02:52:21.040] シャドウともえ、シャドウゲートでじゃあちょっと検索してみようや。シャドウゲートで絶対ないと思う。
[02:52:30.760] 借
[02:52:41.560] ちゃまってとこれやるの?シャフれ
[02:52:45.080] シャフれフれいない。
[02:52:48.080] かれ。これやってるやついねえんか。はい。該当なし。
[02:52:54.720] 該当なしです。シャドウゲート
[02:52:57.120] 64。
[02:52:58.680] 該当なし。
[02:53:03.279] 行きんだよ。
[02:53:05.640] ちくしちゃまさんこんばんは。いと、
[02:53:08.479] あ、むいちゃんこんばんは。もう寝る。ごめん。もう寝る。ごめんな。もう寝ちまう。とこれ。とこれやらない。
[02:53:17.000] こもこれだ。友達いないし。友達いないし。うん。あ、
[02:53:28.200] 分かる。寝る。分かった
[02:53:30.239] 寝るね。ごめんな。もう、もう配信終わり。今日は今日は配信終わり。今日も謎のゲームをお腹いっぱいやりました。ということであ、寝るぞ。髪切り行きた。
[02:53:43.399] 早く噛切りてえ。邪魔すぎんだろ、これ。邪魔すぎんだろ。ということでおやみなさいませ。今日もレードなしで。はい。さよなら。今日レードなしでいいか。もう
[02:53:57.279] 伸ばしてるの?
[02:53:59.200] あのね、ここを伸ばしてんのよ。ここをまで寝れるぞ。
[02:54:04.520] ここをね、あのね、
[02:54:06.840] だいぶ伸びたね。
[02:54:07.880] ちゃう。あの、今ね、今ね、
[02:54:10.160] 2ブロックが、2
[02:54:11.720] ブロックがね、ここまでいや、でもだいぶわかんなくなったな。
[02:54:14.680] わしは2ヶ月半ぶりに明行きます。
[02:54:17.399] あのね、ここまであるんだけどこんくらいにしたいんだよね。なのでそのためには一旦伸ばさなきゃいけないというこの地獄の期間なのよ。今地獄の期間なの。あと後ろもやめようと思って。
[02:54:29.479] ああね。
[02:54:30.359] うん。そうなんだよ。ほ、
[02:54:32.040] そうい、そのためには一旦伸ばさなきゃいけないっていうね。
[02:54:35.960] この期間が本当に俺もやなの。ここに
[02:54:38.520] 髪の毛があんのが嫌なんだけどここら辺
[02:54:41.319] までに戻したいのよ。なんだけど、その
[02:54:44.120] ためには一旦こいこの要はさ、次切る時は
[02:54:48.399] こいつに合わせて周りも切らないと
[02:54:50.040] おかしなことになるから今だとまだ短いの
[02:54:52.239] よ。この長さに合わせるってさ、もうほぼ
[02:54:55.479] ほぼ坊主や言ってもだからね、ちょっとね
[02:54:58.920] 、頑張って伸ばしてるんだよ。
[02:55:00.920] お早切りたくて切りたくて見てこのこれ長すぎやろすぎるって顔
[02:55:10.880] ということではいはレイドなしではいおやすみなさいよなら
[02:55:19.200] パーマにしようぜ
[02:55:21.080] クソパーマ当てようかな俺も
[02:55:22.319] ある系じゃんつの
[02:55:25.479] クソパーマー当てるべかない荒した
[02:55:29.720] クソパー
[02:55:30.760] 笑笑。お疲れ様です。
[02:55:32.880] あらした。
[02:55:33.880] お疲れ様です。
[02:55:35.359] いつも配信ありがと。
[02:55:39.600] いいね。持ちつもたれだよね。
[02:55:43.960] おつ、おつ。みんなありがとね。お疲れちゃん。
[02:55:46.840] 個別に言うのめんどくさいから。はい。みんなありがとう。お疲れ。
[02:55:51.920] 1人1
[02:55:52.279] 人言うのめんどくさいんで。はい。みんなありがとう。おやすみ。
[02:55:57.359] これが持ちつもたれとか言ってるやつの
[02:56:00.239] 終わり方じゃねえけど。
[02:56:04.600] もう持ちつもたれのとか言ってるやつの見えたよ。
[02:56:08.760] リスナーの扱い方じゃないけど。はい。お疲れ様でした。またね。
[02:56:13.760] 次の配信は次の配信は当てにならないけど
[02:56:22.200] になんないけど誰からもレイドもなし。え、レイドもフォローもサブスクもビットもなし。ここの配信者です。ここの配信者
[02:56:40.880] ナイス泣いた。
[02:56:43.560] ここの配信者
[02:56:46.920] まあでも今日なんだよな。ああ、今日の夜から今日っていうか
[02:56:52.439] ここである
[02:56:54.120] ここ
[02:56:56.160] おやすみま。
[02:56:56.960] あ、おやすみ。次の配信金曜か今日どっちかです。はい、またね。
