[00:00:50.800] ひ茶まどびっくり。[音楽]
[00:31:00.880] 30分で5
[00:31:01.480] 枚目。おいおいおい。終わるぞ。気づ変わるまでに終わるんじゃねえか。
[00:31:06.116] [鼻息]
[00:31:10.039] えー、あれ?あ、ハネマリオってどうやってやるんだ?僕たちは平和願ってます。大砲は使えません。違う、違う、違う、違う、違う。ハネマリオってまだなれねえよな。
[00:31:25.360] スターをいくつか取ったら新しい動画うん。
[00:31:28.480] これさ、ハネマリオってまだ慣れないよね。
[00:31:33.519] ここんなハネマリオってこれやんな。ここにね、これがあの実態化すると変信できるようになるんだよ。まだできないはずなんだけどな。
[00:31:49.399] いた。先にあれか。違う、違う。
[00:31:52.120] スター取っちゃうか。お前待て。いい。いい。これさ、ワンワンってさ、怖くない?ワンワンってめっちゃ怖いよな。
[00:32:08.997] [笑い]
[00:32:14.360] あ、あいつあの、あのモンスター作ってワンワンって名付けるって相当
[00:32:18.440] よく見ると怖いよ。
[00:32:19.480] いや、めちゃめちゃ怖いよな。
[00:32:22.480] ガキの頃めっちゃ怖かったんだけど。
[00:32:24.679] ちょっと違うとこ行くか。まだちょっと
[00:32:26.519] 行けないみたい。違うとこ行く。ガキの
[00:32:29.880] めっちゃ怖かったんだよな。で、スターを
[00:32:33.080] 集めると集めた角度の3とかこれはスター
[00:32:35.919] 3つ以上持ってこいとかそういう風にあの
[00:32:39.080] なんつうの行けるとこが増えてくんやな。
[00:32:44.760] オでまた違うコースに行けるとう寒い寒い魔運転だっけ?寒い寒いマウン運転だよな。寒い寒いマウン運転だ。なち
[00:32:55.502] [笑い]
[00:32:58.480] レッツゴー
[00:32:59.399] なラらんくん覚えてるよ。と同じセンスいいネーミングですよね。
[00:33:07.292] [笑い]
[00:33:10.720] 痛い痛い病と同じセンスって言われた後にいいネーミングですよね。
[00:33:14.240] そうだねって言えねえよ。そうだねって言えねえよ。たかも。
[00:33:18.960] いいじゃなかったかも。
[00:33:21.039] 笑笑。
[00:33:22.120] これどっかさ、これ確かこ
[00:33:25.519] 笑笑天来た。[叫び声]
[00:33:28.120] ごめんな。うますぎてごめん。あ、ショートカットしてショートカットしていくからな。
[00:33:38.120] 笑笑。
[00:33:39.720] 意外とむずいんだよね、あのスライダーね。
[00:33:44.039] スーパースノースライダー。このコースも好きだったな。
[00:33:49.559] あれよく落ちるよな。
[00:33:50.880] 落ちる。めっちゃ落ちんね。よし、行くよ。ほ、腹ばで、腹ばで行く。でもここショートカットした。ああ、やめ。ショートカットやめよ。できん。慣れてねえことしない方がいい。
[00:34:04.278] [叫び声]
[00:34:04.933] [笑い]
[00:34:10.639] 慣れてねえことしない方がいいわ。
[00:34:11.960] ままみや。
[00:34:12.879] ちょっとみんなの前で格好つけたかったんだけど。みんなの前で格こつけたかったんだけど。
[00:34:15.413] [鼻息]
[00:34:17.200] 可能性は感じ。
[00:34:18.320] 可能性は感じたな、今な。
[00:34:22.399] どうでしたか皆さん?
[00:34:23.928] [笑い]
[00:34:25.200] どうですか皆さん?僕の可能性?可能性の獣ことチまゲームやらせていただきます。インコース
[00:34:33.079] ダブル
[00:34:34.720] インコースで普通に行きますわ。普通に行きますわ。
[00:34:39.040] ギギギギギギギ。あ、いいや。ここ行こう。ここ。はい。ここも覚えている。あ、酔う。
[00:34:48.440] インベタのサラに
[00:34:49.919] 酔うな。酔うな。はい。て。はい。待って。あの上にもなんかあるんじゃなかったっけ?違ったっけ?あの上にもなんかあるんじゃなかったっけ?なんかさ、ああ、あれ。え、あれってさ、あれってスター覚えてないんだけど。あれスターか。見えねえや。ちょうど見えねえ。
[00:35:09.040] ちょうど見えねえんだけど。カチャカチャじゃなくてマリオの目線にどうやってやんの?これマリオの目線。あれ?マリオの目線ってどうやってやんの?これやり方。いいや。行こう。なんかあそこもスターくせえな。隠しスターくせえ。はい。ああ、いたいたね。こいつもどっかでうちの子供を見かけせませんでしたか。私んち子供いっぱいいましてね。
[00:35:18.294] [笑い]
[00:35:32.049] [泣き声]
[00:35:38.280] 何匹たのかも覚えてなくて本当にどこに行ったんでしょう。抱いてやるといい声で泣くんですけどね。やれやれ
[00:35:43.839] [笑い]
[00:35:45.200] のペンギンこいつか。
[00:35:46.560] そうそうそうそうそう。上から子供連れてくんねん。こ
[00:35:52.000] エビつ
[00:35:54.240] なぜ笑うんだいま抱いてやるといい声で泣くというのもいい声で泣くんですけどね。
[00:35:56.284] [笑い]
[00:36:03.040] いいじゃねえかよね。うん。好きです。はい。そういうのもそういうのも好きです。
[00:36:07.420] [鼻息]
[00:36:08.520] えー、迷子のコペンギ、迷子のコペンギン行きますよ。迷子のコペンギン。
[00:36:15.720] 迷子のコペンギンはさっきのお母さんのとこにはい。こいつを持っていくんだな。こいつを連れていく。結構難しいんだ、これもな。またこかな。
[00:36:29.920] かすぎ。
[00:36:32.965] [泣き声]
[00:36:40.599] 意外とでもね、ここが難しかったりするんすよ。ああ、こいつもあったね。体が溶けちゃったよ。いい体ないかな?ああ、なか、なかなか何か落ち着かなくてね。
[00:36:52.359] ここのね、3橋が意外とむずいんですよ。
[00:36:55.359] いい。
[00:36:56.839] いいねえかな。こいつが結構ね、厄介なんだよね、お前。
[00:36:58.510] [笑い]
[00:37:05.240] かな?
[00:37:05.960] あかん。はい。やし。クソすぎるだろ。お前一体一旦くばやば。あ、これ倒せねえんだ。あ、倒せないんだこいつ。危ねえ。よしよし。
[00:37:27.160] 初見プレイならしゃあな。
[00:37:29.599] 本当にやってた?
[00:37:31.079] やってたかな?
[00:37:37.160] あれ?あれ?嘘?嘘?もういいやろ、それ。みなし。もうそれ見なしクリアでいいだろ。もうクリアだっただろ。
[00:37:39.120] [笑い]
[00:37:48.000] 見なしだろ?それはなしクリア。笑。
[00:37:52.839] なんかさ、今さ、なんか今さ、もう
[00:37:55.440] 1匹ペンギンいいたよな。もう
[00:37:57.319] 1匹ペンギンいいたよね。
[00:37:58.400] なんか屋根の上に。
[00:38:01.079] え、あいつ、あ、こいつじゃなくてあれでもいいのか?こいつじゃなくてあれでもいいのかな?だとしたらこいつを連れてく必要ないぞ。いや、うまいなあ。流れるようなプレーだ。危ねえ。
[00:38:26.880] こいつにダメージ食らいすぎるとこいつ
[00:38:28.440] 2
[00:38:28.599] ダメ食うからな。うれなめんなよ。ここ時間食うのよね。でもここ見ると画質いいな。やっぱスイッチ版のオ
[00:38:51.520] でここからここ何気に足くじくから。
[00:38:54.520] ここは足くじくからダめね。高さ的に合うと。あんでこれでオッケー。はい。オー。あの上にもいたんですけど、あいつはどうすればいいの?はい。もはい。連れてきたぜ。連れてきたよ。おい
[00:39:14.760] おい。お前なんか活されるんだけど。なんで連れてきましたやん。もしかして渡さなきゃだめか?渡さなきゃだめかな?
[00:39:23.440] ほら。あ、オッケー、オッケー。ああ、
[00:39:25.440] 確かにうちの子です。こらいつも近くで
[00:39:27.680] 遊びなさいと言ってるだろう。怖。そう
[00:39:30.400] いう怒り方はどうなんでしょうか。あなた
[00:39:32.800] とってもいい人です。俺にこれを差し上げ
[00:39:34.400] ます。あったかくてとっても元気になり
[00:39:35.839] ますよ。
[00:39:37.720] いや、お前寒いんかい?あったかくて寒い
[00:39:41.440] んかい、お前。上
[00:39:44.640] あの上にいる、上にいるやつはだったなあ
[00:39:49.440] 。上にいるあれはどうだったんだ。寒かっ
[00:39:51.960] たも寒かった。
[00:39:55.560] あったかくて元気になるというか、お前は寒くて元気になるキャラかなと思ったけど、ちょっと待ってくださいね。もう
[00:39:59.292] [鼻息]
[00:40:00.720] 1回行ってギチャンピオンレース。
[00:40:03.000] よくこの子突き落として遊んだわ。
[00:40:05.187] [笑い]
[00:40:07.640] 鬼もいますと。
[00:40:09.760] 鬼もいます。
[00:40:11.720] 笑笑。
[00:40:13.240] で、こいつはレースね。
[00:40:14.960] はい。
[00:40:16.240] 鬼畜
[00:40:17.200] 鬼畜。ランディ、お疲れ。こいつに勝てばクリアね。
[00:40:28.680] これなんかショートカット使ったら怒られるんだっけ?てか俺うまくね?勝てる。
[00:40:32.319] お前には負けねえんだ。うい下
[00:40:42.523] [笑い]
[00:40:43.560] する。
[00:40:44.599] おれ。はい、僕の勝ちですと。あ、おせえな。おい、おせえな。いや、押せえな。はい、僕の勝ちですと。
[00:40:53.079] え、俺の勝ちやろか?おい、おな、おい。
[00:40:57.520] だめ、だめ、それは、それは来て、来ていです。失格、今度はフェアに行きましょう。は、なんだお前。おい、勝ちは勝ちだろうが。じゃ、どうすんだよこれ。え、ダメなの?言ってなかったっすよね、最初に。最初にそれはなしって。あ、やべ。あ。え、じゃあどうすんだよお前。これを変な空気になっちゃったけどどうすんだよお前。これじゃあ。
[00:41:06.758] [笑い]
[00:41:21.079] え、なんか、なんか偽物、なんか偽物の、なんか偽物のスターくれたんだけどいらないんだけど。
[00:41:29.160] 邪魔ゲはチート使う人ってことで
[00:41:31.800] チート使いません。私チート使わないよ。ただゲーム内のショートカットは話は別だろう。でよ、あの、あのペンギン連れてったらどうなるんすか?ここのこの、この、この、この、ここのさ、ここ、ここ、これ。
[00:41:49.319] あ、ちょ、あれどうやって取るんだ?あれ、あのペンギン捕まえたらどうなんの?まあ、届かね。あ、違うよ。こっから行けばいいんじゃない?こっから行けばいいんじゃない?こうな。で、こう、お前は、お前は
[00:41:49.988] [笑い]
[00:42:14.960] これ実機。
[00:42:16.200] うん。うん。
[00:42:16.880] で、ま、ま、言い用によっちゃ実機だけど、その、あの、イッチ版、スイッチのあの
[00:42:22.119] 3D
[00:42:22.520] コレクション版でやってる。あの、なんかさすがに実機なんかフリーズとかさ、怖いじゃん。なんかやってる途中に。
