[00:00:15.960] こんぽ
[00:33:17.480] このさ、なんだっけ?このヤヒムじゃなくてなんだっけ?この弟みたいなやつ。こいつ名前忘た。なんだっけ?お前名前話しかけらんでな。なんて言うんだ?これなんかすげえさ、あのドラクエ
[00:33:27.720] 11のさ勇者に見えるんだけど。
[00:33:30.360] はあ。
[00:33:32.000] ザジーね。
[00:33:32.760] ザジー、ザジーめっちゃドラクエ
[00:33:35.399] 11のさ、勇者見たくない?服空へ風よ。
[00:33:42.240] はあ。
[00:33:43.159] ドラクエドラクエの日って
[00:33:44.799] 5月何日だっけ?
[00:33:47.159] ドラクエの日ってさ、
[00:33:49.200] ちょっとやりたいことあんだよね。ドラクエ
[00:33:51.399] 11で思い出したけど。
[00:33:53.159] ドラクエンドラクエの日って
[00:33:56.799] 5月何日?5月27とか
[00:34:06.880] なんな。なんこんな通コン食らうの?
[00:34:10.280] ざっとこんなもんね。
[00:34:15.639] ドラクエの日何日
[00:34:18.520] よ?
[00:34:20.240] 誰も調べてくんないの?おい。
[00:34:22.440] 27。5
[00:34:23.399] 月27ね。5月27。
[00:34:26.879] ちょっとその日はちょっとね、
[00:34:29.000] 17
[00:34:30.359] どんなもん?1
[00:34:31.960] 日で終わるかわかんないけど、ドラクエ
[00:34:33.520] 11のドラクエ11
[00:34:35.679] でさ、四ち村全部やろうかなと思って。
[00:34:38.320] 1
[00:34:38.520] からあれさ、ちょうど良くない?ドラクエの日にさ、
[00:34:43.079] お、
[00:34:43.639] ドラクエの
[00:34:45.520] 裏ボスまで。
[00:34:46.399] 裏ボスまで。うん。裏ボスまで全部やろうかな。
[00:34:49.079] で、こないだちょっと夜中ドラクエ
[00:34:51.760] 11
[00:34:52.200] をやって四ち村のあのなんだっけ?石板石板だっけ?なんか相言葉全部集めたんだよね。全部集めて全部行けるようになってんだ。
[00:35:01.000] だからなからドラクエの日、ま、ドラクエの日平日かわかんないけど、ま、その週末とかちょうどドラク
[00:35:07.240] 1からさ、回れたら面白いかなと思って。
[00:35:11.040] てか返してもらっ
[00:35:12.560] あ、そう。返してもらった。そう、そう。うん。返してもらった。
[00:35:15.359] せい。
[00:35:16.440] そう、そう、そう。あの誰だっけ?
[00:35:22.200] せや
[00:35:22.680] しぐしぐしぐしぐから返してもらった
[00:35:25.520] せい
[00:35:27.079] 強す一
[00:35:28.200] た
[00:35:28.920] シぐしぐから返してもらってでそういや俺配信でやってねえなと思ってさ
[00:35:36.200] よせい
[00:35:40.480] あ、いいねこの辺めっちゃいい。めっちゃ稼げる。めっちゃ稼げる。いい、いい、いい。
[00:35:43.599] いや、これ、これ、これ、ここいいじゃない?ここでちょっとさ、せ
[00:35:48.000] 上げようよ。職業熟連動。あ、いい、いいね、いいね、いいね。結構これ簡単にマスターできそうだね。
[00:35:57.160] はあ。
[00:35:57.960] 気づかれちゃだめよ。
[00:36:02.240] うりゃ。
[00:36:04.520] はあ。
[00:36:06.640] え、あれ結構時間かかるかな?ドラクエ
[00:36:08.839] 11の四ち村全部やるって。
[00:36:12.560] よっち村全部やるって。こんなもんね。
[00:36:16.920] 結構時間かかる。なんか割と面白そうだったんだよな。なんかちょっと動画見たらあれ俺やったことないんだよね。最後まで
[00:36:30.040] どうだっけ?裏ボスのインパクトが強すぎ。
[00:36:33.200] 裏ボスってなんかあれの色違いでしょ?あれの色違いだよね。なんかあのなんだっけ?あの、え、ウルノ違いのやつだよね。
[00:36:42.359] よ、
[00:36:42.720] 見たことはあんだけど、俺やったことないんだよな。そうだよね。
[00:36:46.720] しかもさ、レベルもさ、俺さ、見たらさ、配信でやっただけなんだけどさ、
[00:36:50.400] 80何まで上がってたから90
[00:36:52.800] ぐらいまで上がってたから、いや、これ行けんじゃねと思っていはあ。
[00:37:01.200] いや、なんかあれドラク
[00:37:02.760] 1
[00:37:02.960] からさ、全部さ、なんかストーリー振り返れていいなと思ってどんなもんだ。
[00:37:11.079] やっぱドラクエよな。ドラクエよな。正味俺もうだってドラあの配信復活してからさ、ドラクエしかやってないような感じするもん、正直。ドラクエワツやって。ま、その間にゲーム挟んだけど
[00:37:20.780] [笑い]
[00:37:26.359] ドラクエなんよな、やっぱり。
[00:37:34.079] くらえ。最高。
[00:37:37.400] 最高なんよな。り
[00:37:41.480] ま、ざっとこんなもんね。
[00:37:44.520] どんなもんですか?レベルは
[00:37:45.760] ドラなん。
[00:37:46.440] やっぱドラなんよな。安定なんよ、もう。でもま、あれだよ。食業レベル
[00:37:53.560] 4まで来た。4
[00:37:55.280] でどうだいこれ?ちょっとさ、あれ見たいんだよな、これ。
[00:37:58.640] あのさ
[00:38:00.800] あ、メタルキル覚えてる?職業のさ、
[00:38:03.280] あれってどうやっておすめ装備があるの?
[00:38:05.480] おすめ装備ってできるの?おすすめ装備?
[00:38:09.280] あ、やっぱこうなるよね。[音楽]あ、
[00:38:12.119] なるほどね。おすすめ装備ってあるんだ。
[00:38:14.839] これさ、職業のさ、あの詳細って見れない
[00:38:17.359] の?これ
[00:38:20.160] 現在受け取ることができるプレゼントあり
[00:38:22.040] ませんの?なんで俺終われんちゃうの?え
[00:38:23.520] 、ちょっとさ、あれ使ってみよっかな。や
[00:38:25.319] 、ちょっと使っていい?せっかくだし。
[00:38:27.280] デジタルデラックス
[00:38:29.160] 使おうよ。意味ないもん使わないとね。
[00:38:32.200] どうせ売らないし。
[00:38:34.796] [音楽]
[00:38:44.800] よいしょ。なんだかんだスイッチ2の
[00:38:46.920] カセットも増えてきましたな。増えてき、
[00:38:49.220] [音楽]増えてきました。スイッチ2
[00:38:50.400] のセット増えきたと言ってまだ
[00:38:54.119] 4
[00:38:54.280] 本しか持ってないけど見てくれ。ほら買ったポコアポケモン。これおもろすぎやろ。これこれおもろいて。可愛いて。可愛いねんな。これ
[00:38:59.031] [笑い]
[00:39:12.319] 9000円したからね。これ高すぎやろ。
[00:39:16.440] で、この
[00:39:18.680] たけえ、
[00:39:19.520] たけえよな、マジで。マジで高けえよな。
[00:39:22.359] 9000
[00:39:22.760] 円だよ。さすがにもうスーパーファミコンのさ、当時のバブルキのゲームぐらい高いよね。これ、これ使お前らにコード盗まれたくねえから見せねえけど。これってどうやって使うの?どこで使うの?これダウンロード期間無制限。え、どこ?どうやってこれ?何?どこから?任天堂
[00:39:42.200] Eショップからです。
[00:39:44.480] 任天堂、eショップからちょっと待って
[00:39:47.040] これさ、見せて。これ、これさ、俺の
[00:39:48.560] クレジット情報とか大丈夫だよねえ。
[00:39:51.960] 大丈夫だよな。
[00:39:54.599] ちょ、怖いんだけど。どう、どう番号
[00:39:57.240] 入力?いや、大丈夫でしょ。さすがに。
[00:39:59.960] さすがに大丈夫でしょ。えっと
[00:40:04.480] スクショ
[00:40:05.880] やめて。マジでやめてね。マジでやめて。
[00:40:08.640] 1回で中国人に盗まれてるんだから。
[00:40:11.440] クレジットカード1枚。[笑い]
[00:40:14.319] クレジットカード1枚。あのPS
[00:40:16.240] ネットワーク、ん、PSアカウント
[00:40:18.480] 乗っ取られて、あのなんだっけ?CODの
[00:40:22.000] デラックスなんちゃらバンドル
[00:40:23.400] エディションみたいなバカだけ
[00:40:24.560] 1万2000円のなんか[笑い]変のやつ
[00:40:26.760] 買われたんだから。
[00:40:29.560] それで1枚使えなくなったんだぞ。俺の
[00:40:33.480] クレジットカード。これめんどくせえ。
[00:40:35.720] 何これ?DMDMHQ。[鼻息]
[00:40:40.760] HQ
[00:40:42.760] ん、HQ
[00:40:45.200] HQ
[00:40:48.400] PTJ
[00:40:52.560] TKJ
[00:40:54.680] TKJ2ワンダープロジェクトJ2
[00:40:57.839] DKTPJ
[00:41:01.319] さすがに俺より早く
[00:41:03.800] ん、DKTJか。
[00:41:10.680] 使っちゃいますと。
[00:41:14.680] おお、
[00:41:16.880] 使えるじゃん。
[00:41:19.640] よろしく。ありがとうございます。
[00:41:21.280] トロデーンの服熟連の種さん、あざす。
[00:41:26.440] バーチャルカードが追加されました。どう
[00:41:27.760] いうこと?バーチャルゲームカードが追加
[00:41:30.400] されました。これどういうこと?この
[00:41:31.800] データを使うには1度ソフト[笑い]終了
[00:41:33.200] してください。
[00:41:33.760] で、ダメってこと?え、ちょっと、ちょっと、え、これさ、え、どういうこと?いいんだよね。そのまま、え、ソフトが更新、え、更新しまずいよね。セーブしてないもんね。一旦このまま始めて。
[00:41:47.319] めんどくさいんごね。
[00:41:48.560] めんどくさいインごね、これ。え、これ一旦暴言を中断していい?中断して。え、中断っていうのはいいよねえ。どうこ?ダめか、これ?まずい。
[00:42:02.160] 1回戻ろう。1回ルーラでじゃあちょっと
[00:42:04.760] ルーラであの
[00:42:07.640] 戻れねんかよ。戻れねえんかよ。これ
[00:42:12.800] オートセーブどっか入んないの?これ。
[00:42:16.200] あ、おば入った。ここでここで一旦
[00:42:20.200] タイトルに戻る。41分。41分レベル
[00:42:23.720] 23。これだな。オッケー。はい。ほい。
[00:42:26.240] で、ほい。で、
[00:42:29.920] 普段あんまやんねえからわかんね。これ1
[00:42:31.559] 回終了して。
[00:42:34.839] はい。
[00:42:36.680] これでいいの?
[00:42:43.599] ん?これでいいんか?
[00:42:52.680] あ、来た来た来た来た来た来た来た来た来
[00:42:55.079] た。早期購入得典。もう全然早期でもねえ
[00:42:59.400] けどな。もうもう古いけどな。
[00:43:04.319] やったぜ。
[00:43:07.640] あ、来た、来た、来た。これや。
[00:43:10.240] どうしよう。これ使う?使うためにもらっ
[00:43:13.200] たはずなんだけど。え、メニューの
[00:43:15.200] パーティーでRを押し込むと見た目を
[00:43:17.280] 変えることができる。はええ。あ、本当だ
