[00:00:01.280] つけましたよ、もう。
[00:25:30.399] あの、けいちゃん主催のさ、あの、マイクラの配信者のイベント呼ばれてて、あの、ま、やるんだけど、ま、そういうのは結構あるやん。
[00:25:42.480] ありますね。
[00:25:43.000] 肉ベってなくなったよね。結構効くかな?あんま聞かないよね。
[00:25:48.200] いやーん、結構聞くっていう意見もありますけどね。
[00:25:54.039] 俺そこbanされてんだ。あ、
[00:25:57.679] ま、お前はしゃあな。クソガきだから。
[00:26:02.039] あは
[00:26:02.760] トじで作る怪談の運動会やるのな。へえ。ま、まだまだま、要は、ま、確かにそうなんよ。ただそのや、やってるとかもちろんやってるよ。やってるとかやってるけど
[00:26:13.279] うん。ね、
[00:26:14.240] なんつうか別にその距離感じゃないけど俺らの周りくなったよな、やっぱ。
[00:26:19.880] ま、そうだね。
[00:26:21.120] うん。もう別に俺気にしないから名前出すけど、あのハリボテいなくなったやん。
[00:26:26.399] はい。
[00:26:27.320] なんで笑何なんやねん。
[00:26:29.000] 何笑ってんねん。
[00:26:30.440] ああ、
[00:26:31.000] やっぱあいつ色々問題あったけど行動力あったからな。
[00:26:35.679] 行動力ありましたね。
[00:26:37.480] うん。あいつ結構やっぱイベント打ってたからあいうあの子ある頻度はできなくてもなんかしたいなっていうのなんかあるよね。
[00:26:44.799] うん。うん。うん。うん。
[00:26:46.559] うー。ま、よく考えるとすごいけどすごくなかったね。
[00:26:57.000] これはラジオでも言えな話がたことありますけどもね。はい。ということで
[00:27:00.880] はい。やってますけどもね。やってますけども
[00:27:05.840] どん回話した。もう俺だから言ってただこれ最初の今日ねあのお便りコーナーみたいな感じであのもらってますわ。
[00:27:16.640] マシュマロね
[00:27:18.039] マシュマロもらってますけど
[00:27:20.120] はい。
[00:27:20.880] 結構来てるんでありがたいことに。
[00:27:24.320] マシュマロってるんですよ。マシュマロな。
[00:27:27.600] 125件来てた。
[00:27:31.200] 125。
[00:27:32.360] うん。ま、そのうち100件はまあ1
[00:27:34.399] 人なんだけど。
[00:27:38.880] やけどありがたいね。
[00:27:39.799] ありがたいすね。ありがたいすね。だ今日されだ。全部は多分ね、あの読めないと思うんだよ。そうな。
[00:27:50.360] も、もうモコラ、モコラなんだけど100
[00:27:51.880] 均送った。だ、モコラのやつはもう抜粋してそうできればね、一通だけ送ってくれた人が読まれないのかわいそうだからさ。
[00:28:00.840] ま、そうだね。
[00:28:01.559] うん。そっちを優先してどうする?行っちゃう?もう話したいことある?なんか?
[00:28:05.919] うん。話したいこと?
[00:28:08.039] うん。
[00:28:08.640] うーん。ま、わかんない。途中で色々出てくんじゃない?
[00:28:12.039] いや、いやで、あれはで、もうそしたらだってもうお便りコーナーになっちゃうね。
[00:28:20.039] なんかじんちゃん好きに今最近嬉しかったことはい、どうも。え、
[00:28:24.159] 嬉しかったこと?いや、息子が受験にあいすね。
[00:28:30.240] やっぱ嬉しいよな。
[00:28:32.840] いや、これ何が嬉しいって。
[00:28:34.760] うん。いいよ。
[00:28:35.919] 単純です。
[00:28:37.159] いいよ、いいよ、いいよ。
[00:28:38.519] 単純だよ。
[00:28:39.159] いいよ。もっと
[00:28:41.200] 効率に行けたこと。
[00:28:42.440] いや、素晴らしい。
[00:28:44.000] 金かかんねえから。
[00:28:44.679] 金かんねえかんな。
[00:28:47.960] やば、シ立はな、
[00:28:50.399] 私立はやばい。
[00:28:52.399] 俺もそこだけは頼むぞって親にめっちゃ言われたもん。
[00:28:55.960] で、でしょ。
[00:28:56.960] うん。
[00:28:58.279] うん。いんでしょう。ごめん。
[00:29:04.440] グダグダ。でも
[00:29:07.159] あれだよね。あのなんつうの?あのじんジんの息子心配する必要ないやん。正味。めっちゃ頭いいでしょ。
[00:29:17.960] いや、頭どう?学力のレベルの話頭って色々あるじゃん。
[00:29:26.159] うん。学力の話な、今
[00:29:27.720] 学力の話だったらまあ普通かな?
[00:29:30.039] え、嘘だってめっちゃだっ。
[00:29:32.000] あ、そうなん。でもちゃんと自分から勉強してさ。ま、
[00:29:35.159] そうだね。やってるね。もうもう塾行ってるしね。
[00:29:40.080] あの高校大学時験。
[00:29:42.320] へえ。本当になんで
[00:29:44.399] どっからそのDNA出てきたの?
[00:29:48.039] やっぱ僕じゃないすかね。な
[00:29:49.919] んだろうかよ。
[00:29:50.960] あ、でもじ頭いいもんな。
[00:29:53.320] 頭良かった。
[00:29:55.039] 勉強は
[00:29:56.519] 勉強はね、
[00:29:57.080] 人としてってとこだよね。な
[00:29:59.120] んなんて人としてかまあまあまあ、そこは色々ありますよね。
[00:30:05.039] 何その回収終わっちゃうやん。
[00:30:07.840] いやね、あの人生って色々あるじゃん。
[00:30:11.519] うん。あるね。
[00:30:13.159] バってなってガっていくああいうのがあの落ちちゃったんだろうね。
[00:30:21.000] BGMもちょうど終わった。今
[00:30:25.960] はい。じゃ、もう行くか。
[00:30:27.080] え、もういいの?なんか話したいことないの?
[00:30:30.159] 話したいこと
[00:30:32.640] なんか
[00:30:33.240] 話したいこと
[00:30:33.960] なんかなれなんか久しぶりすぎてさ、なんかこうなんつうのむずくない?なんかこの
[00:30:41.760] ああ、ね、ネタっていうか
[00:30:43.440] うん。なんかさ、前は割と結構さ、用意はしてないけどなんかこのこと話そうとかとか色々あったやん。うん。うん。
[00:30:52.679] なんかもうこうな、もうなんかなんつうの、もう配信に慣れちゃって
[00:30:56.840] 5年で
[00:30:58.039] はいはいはいはい。なるほど。
[00:30:59.159] 前はやっぱもうコメントも来ないこと分かってるし、
[00:31:02.159] どうせもいないし。
[00:31:04.000] はい。はい。
[00:31:04.360] ある程度やっぱ話さなきゃいけないっていうのがあったからこうなんかさ
[00:31:09.039] うん。2
[00:31:10.279] 人でだってな、スプレッドシートに返ってたもんな。
[00:31:12.960] そうだね。あったね。
[00:31:15.240] 2
[00:31:15.440] 人でさ、あの話したいやつこうなんか過剰書きで
[00:31:20.399] うん。
[00:31:21.200] 書いてたもんな。帰ってた。
[00:31:23.159] あ、デラコんばんは。デラコ君すごない?デラコバ君なんてだって当時のリスナーだからね。まだ
[00:31:30.120] まだ見に来てくれるわけですから。
[00:31:32.880] 数少ない
[00:31:34.960] グータラジオリスナーなわけですよ。
[00:31:37.480] え、すごいわ。
[00:31:38.840] すごいよ。懐かしいよね。本当の意味でこれを懐かしいと思えんのはもうデラゴ君ぐらいだから。
[00:31:46.639] そうだね。
[00:31:47.440] うん。
[00:31:49.039] ね。つまみの話とかしてたもんね。
[00:31:51.679] みんないなくなったよな。リスナーもだろうけど。
[00:31:56.840] リスナーもそうだし配信者もさ。
[00:32:00.639] あ、そうね。
[00:32:01.159] だって当時やってた人誰も残って俺のだけじゃない。本当にいる?
[00:32:06.639] いいない。配信者としてはいないのかな?
[00:32:11.720] リスナーもいないでしょ。
[00:32:13.799] リスナーもまあそうか。リスナーとしてもいいなくなってんのかな?
[00:32:18.080] 誰もいないよ、マジで。
[00:32:19.159] その俺らのあの時に仲良かった人
[00:32:22.799] YouTubeの時でしょ?
[00:32:24.519] いなかったよね。みんな
[00:32:26.080] T来てさ、
[00:32:28.360] なんか
[00:32:28.960] うん。
[00:32:29.320] それぞれやってたけど
[00:32:31.600] いなったよな。本当俺らだけだ。
[00:32:34.919] やってるのはそうだね。
[00:32:36.440] うん。
[00:32:38.600] うん。本当に周りだけの話になっちゃうけど。ん
[00:32:41.080] うん。
[00:32:42.919] 自分らの周りの話でしょ?
[00:32:44.399] うん。
[00:32:46.080] どんどん少なくなってると思うわ。
[00:32:48.039] なんか
[00:32:48.799] そうだね。
[00:32:50.120] あのなんだ、全体的にさ、
[00:32:53.720] どんどんいなくなってるよね。その当時のじゃなくてさ、その最近最近ってかこっちに来て仲良くなった人らもさ、ちょくちょくやっぱいなあ。
[00:33:03.799] ああ、まあまあまあ、そういう人もいるね。よね。
[00:33:06.720] うん。
[00:33:07.279] しょうがない。そうそう。Twitch
[00:33:09.080] めっちゃ人減ってると思うわ。
[00:33:12.360] そうだね。な、でみんなあっちのなんだっけ?あの緑の方に行ってんじゃないの?
[00:33:16.240] あ、キック。
[00:33:16.880] あ、き、あ、そうそう。ごめん、ごめん。出てこなかった。今
[00:33:20.000] ちょ、ま、いるだろうけど、そう、なんかうちらの元々なんか一緒にやってきた人っていないよ。もう本当にやめちゃってまそんなもんだよな。
[00:33:28.760] そう。グータラはコロナの前。うん。コロナのか抹中だよね、あれ。
[00:33:35.200] マサ中だっけ?
[00:33:36.840] そうだよ。だって俺配信始めたらコロナになってからかも。コロナって
[00:33:42.120] 2000年2020年とかじゃん。20
[00:33:45.399] 年。うん。
[00:33:48.720] ああ、じゃ、そんぐらいか。
[00:33:50.919] そう。
[00:33:53.799] なんで始めたんだろうね。
[00:33:56.200] 俺はね、
[00:33:58.639] あ、覚えてる。
[00:34:00.080] 何?
[00:34:04.960] いや、俺多分俺が多分チマに
[00:34:08.919] うん。
[00:34:10.159] プレッドシートがなんかあのあれでなんだっけ?プレゼンしたんだよ。そんなあったっけ?
[00:34:20.960] あったあったあったあったあった。
[00:34:24.480] 何?
[00:34:24.800] Google
[00:34:25.200] のさ、スプレッドシートじゃなくて、あの、あのパワーポイントみたいなやつあんじゃん。
[00:34:30.200] あるね。
[00:34:31.639] あれで多分こう
[00:34:33.480] 1枚1
[00:34:34.040] 枚プレゼンした気がする。こういうのやらないって。
[00:34:38.399] え、ラジオってこと?
[00:34:40.359] ラジオだと思う。
[00:34:42.919] そうだったかな?全然覚えてねえわ。あ、プレゼンっていう言い方もちょっとかっこよすぎるけど。そう、普通にこういうのやんないって
[00:34:51.560] だってあの頃だってあれやん。ラジオ
[00:34:53.919] 1番最初に始めた時なんか
[00:34:56.440] うん。
[00:34:56.760] 俺しか配信してなかったからね。あなた別に配信者でもなんでもなかったんだよ。
[00:35:01.480] そうだね。そうだね。
[00:35:02.400] 誰やねんの状態で始めてるからね。
[00:35:03.920] え、ジュですとか言ってたけど、お前誰やねんて別に何のチャンネルもなけりゃ
[00:35:12.079] なんかもうさ、さも俺もやってますみたいなノりでやってたけど
[00:35:17.000] すごない?グータラジオ最初
[00:35:18.720] のっかりのっかりでだからプレゼンしたんじゃない?
[00:35:22.520] そうなんだ。
[00:35:23.800] うん。だと思
[00:35:24.839] その後だもんな。配信始めたの?
[00:35:27.000] そうだね。
[00:35:27.640] うん。
[00:35:28.760] チャンネルは持ってたよ、多分。ま、誰でも持って持ってあったけど。うん。作ればない。
[00:35:32.960] アカウント作ればやる。なるほどね。
