[00:00:29.560] ああ
[00:33:00.480] あ、すごいな。で、あとあと
[00:33:04.240] 5個。
[00:33:04.720] あと5個。
[00:33:05.840] 余裕だね。
[00:33:08.240] いや、俺ハンマーってそんななんかさ、もっとスムーズになんかさ、あ、った。もっとスムーズにさ、移行できなかったでしょ。この種にこっからさ、行かねえんだ。あ、ホル上がった。
[00:33:22.440] クジラさんどうもありがとうございます。バカなちさんおはようございます。
[00:33:27.760] バカナちいわなち抜刀で仲間勝ち上げできたよね。
[00:33:33.200] 仲の
[00:33:35.519] おいって。お
[00:33:37.120] あったったったな。
[00:33:39.240] やめなさい。それあの
[00:33:40.679] あった。待って待って。これ絶対取るやつだから。
[00:33:43.320] 蜂蜜取ろうぜ。蜂蜜。
[00:33:44.559] 蜂蜜重要。
[00:33:45.279] 蜂蜜は絶対取った方がいいよ。これ後から絶対必要になるから。
[00:33:48.120] 重要すね。
[00:33:49.960] いずれ。
[00:33:51.799] 蜂蜜ください。
[00:33:53.000] 蜂蜜ください。これ画面大丈夫なのかな?
[00:33:56.440] これみんな画面見えてる?これ
[00:33:57.880] 俺も思った。あ、ちょっと明るくした方がいいんじゃない?
[00:34:00.159] 取り妨害でガチ喧嘩かな?
[00:34:01.679] もうちょっと明るくするか。画面見えてる?みんなこれ
[00:34:07.760] 待ってなけじゃないやろ。
[00:34:11.919] もうちょっと上がるする。これ
[00:34:16.079] 気持ち暗い。くらい
[00:34:18.159] でも暗いよね。やっぱり
[00:34:19.320] 暗いよね。やっぱね、
[00:34:20.599] もうちょっとから食うか。ホワイトバランス
[00:34:23.040] ちょく暗いかも。
[00:34:24.000] ちょっと待ってね。
[00:34:24.599] いいよ。
[00:34:25.839] ちょっと待って。いいよって。お前に言って。
[00:34:29.159] じゃ、俺そのあの当ててきます。
[00:34:31.639] お前に言ってねえわ。えっと、どれだっけな。
[00:34:35.520] やってるよ。
[00:34:36.000] いや、いつものパソコンとちげえからやりづれ。これか。フィルターだね。フィルターで。お、ちょっと待ってね。
[00:34:50.200] 色補正。あ、暗、
[00:34:53.440] 暗。
[00:34:56.240] いや、違うな。ち、あ、良くなったんじゃない?え、どう?みんなこれ結構良くない?結構良くない?どうすか皆さん?
[00:35:13.640] いい、
[00:35:14.200] いいよね。
[00:35:15.000] よさげかも。
[00:35:17.480] もったよ。い、
[00:35:20.680] これで行くか。お、いいんじゃない?
[00:35:27.000] PSPだからさ、やっぱさ。
[00:35:30.040] あ、いい。明るさい。ならこっち見た方がやりやすいっていうね。
[00:35:36.440] うん。よし。いや、俺やっぱこのこっち見てね。
[00:35:41.040] いや、だんかさ、その配信的にもさ、
[00:35:43.520] 2人してさ。
[00:35:44.680] あ、まあ、まあ、そうだね。そう。
[00:35:46.400] こ、どうしても、
[00:35:47.520] それしょうがない。しょうな、しゃ、
[00:35:48.359] こなきゃいけないから。
[00:35:51.520] え、じゃあ俺んとこあるよ。
[00:35:53.680] あ、明るい、明るい。いいね。うわ、夏い。このなんだっけ?この豚。
[00:35:59.119] この豚名前なんだっけな?
[00:36:00.240] なんだっけな。
[00:36:02.520] 俺は多分
[00:36:04.359] 何?なんだこい?こいつ。
[00:36:08.319] モス。モスだ。モス。
[00:36:10.440] あ、モス。そう。
[00:36:17.720] じゃん。
[00:36:18.079] はい。
[00:36:18.920] 思ったより地味だぞ。
[00:36:24.160] いや、戦闘じゃないから。ま、そう。じゃないですからね。ま、
[00:36:27.680] まだ焦る必要ないよな。
[00:36:28.800] まだまだ
[00:36:29.680] 俺もっとなんかうわーってなるかなって思ったんだけど。
[00:36:33.760] いや、だって最終クエストだから。
[00:36:35.640] え、そやな。
[00:36:36.720] 最初だから。
[00:36:37.240] そう、そう、そう、そうや。そうや。
[00:36:40.480] 皆さん、今、あの、大丈夫だ。今だけだから。
[00:36:42.800] 今もうすぐもうすぐ始まるから
[00:36:45.960] 戦いが始まる。
[00:36:46.680] 戦いが始まりますから。うわあ、懐かしい。なんか釣りとかあったよな。
[00:36:51.520] あった。
[00:37:01.240] 今何個だ?
[00:37:02.839] 今わかんない。見て。はい。アイテム。えっと
[00:37:10.040] 12。
[00:37:10.680] あ、最終。終、終わり、終わり。待って。肉ちだ。あ、待って。あ、待
[00:37:17.040] 1
[00:37:17.200] 年生はやっぱあれだな。配熟から
[00:37:19.880] 虫の死がいいね
[00:37:21.760] え。これどっちから行けばいいんだっけ?え、
[00:37:26.640] あれどこだこれ?
[00:37:27.440] アイテムボックス入ればいいに。
[00:37:28.640] そうそうそうそうそう。あ、あ、でも見やすくなったな。だいぶ明るくしたらもう亀。
[00:37:38.280] いやあ、やっぱこれあのピッケルとさ、虫取り合持ってこないとだめだな。
[00:37:43.400] トンカしたいよね。
[00:37:44.640] したい、したい。え、待って。めっちゃあるやん、ここ。ここまず取り逃してません。めっちゃ分かりやすいぞ、これ。これなんかポイントになってさ、あれだよね。確かなんかさ、取りすぎた分もさ、
[00:38:04.680] ああ、
[00:38:05.400] なんかポイントになるよね。
[00:38:06.319] なんちゃらポイントになる。
[00:38:08.480] え、これどこにあんの?箱。あ、これか。
[00:38:10.119] 赤い方の箱じゃない?
[00:38:11.720] 青、青箱じゃないんだ。
[00:38:13.440] 赤、赤、
[00:38:14.040] あ、こっちか。オ、オ、オ、
[00:38:17.640] オケ。
[00:38:19.000] オケー、
[00:38:19.359] オ、オ、オケー。いいね。始まったな。
[00:38:26.720] 始まったね。
[00:38:27.319] 始まりましたね。
[00:38:27.960] 僕らの冒険が
[00:38:28.839] パチパチ
[00:38:30.960] パチパチ。
[00:38:31.720] じゃ、これ待たなきゃいけないっていうね。
[00:38:33.480] 謎のな。
[00:38:34.280] うん。このさ、この20秒のさ、1
[00:38:36.680] 番最後の時にさ、このベッドに寝るやつ。
[00:38:38.960] パチパチパチ。
[00:38:40.400] よし。で、この時にこいつ終了する。
[00:38:45.000] これやんなかった。
[00:38:46.520] やったね。
[00:38:53.440] うえ。なち
[00:38:59.359] オ。
[00:39:01.599] あれじゃない?あのアイテムボックスに送るとか。
[00:39:05.400] これキクエか?これ
[00:39:09.040] キクエじゃないかも。
[00:39:12.920] なるほどね。思い出したわ。意外とできるな、
[00:39:16.240] これ。モンスターできたらわからん。大型来たらわからんぞ。
[00:39:21.319] でもさ、やっぱ地味だからさ、行かなきゃ。
[00:39:24.240] いや、行くでしょ。
[00:39:25.000] 行くよね。
[00:39:25.599] うん。
[00:39:26.240] え、どうする?あの、行く。
[00:39:30.720] あ、あのも持つもの元、
[00:39:34.800] あ、そうね。持つもの元まずな、
[00:39:36.599] 最悪の画面で移動すれば
[00:39:40.040] なんとかなるから。
[00:39:41.400] 何?
[00:39:43.400] 画面移動すればさ。
[00:39:44.640] ああ、エリア移動ね。
[00:39:45.560] エリア移動すれば
[00:39:47.599] うわ、モンスターのうわ、覚えてないな。なんかさ、
[00:39:54.040] どうやってつくんだか生命の人とかさ。
[00:39:57.800] いや、軍人はまだ遠いだろう。
[00:40:02.640] わあ、懐かしい。わかんねえな。シああ
[00:40:13.319] ひ
[00:40:14.480] あ、今こ、お疲れ。今こ、お疲れ。始まったよ。
[00:40:16.920] お、
[00:40:17.800] 飛躍だのイエの飛躍だの
[00:40:19.839] あった。
[00:40:22.240] え、何もう作りてんの?
[00:40:23.920] いや、何があるかなと思って。俺結構さ、骨素材より鉄素材の方が好きなんだよな。
[00:40:30.599] ま、けど段階的にそうなったけどね。
[00:40:32.760] うん。
[00:40:36.480] これ回所な作れなかった。
[00:40:40.119] ピン
[00:40:40.599] 集会場所でなんか作れねえよな。
[00:40:42.800] 出ないと1回。
[00:40:44.680] このじじいなかった。
[00:40:46.160] これトレジャーハンター。
[00:40:46.839] トレジャーハンターピッケル買おうぜ。
[00:40:53.040] 村に。あ、これあれだよ。ポッケ能だよ。ポッケージやった方がいいね。
[00:41:01.920] いい。夏い。
[00:41:08.040] くそいわ。BGMも。りルりルりル。
[00:41:14.599] やば
[00:41:15.119] やば。ここでちょっと取れるんだよな。確かな。こういうのな。
[00:41:19.400] おお。いや、
[00:41:23.880] 蜂蜜、蜂蜜。
[00:41:25.560] これはぐいっすよ。第の決晶。あ、こっちもあるよ。接っちゃろあり。
[00:41:38.119] ペイントボール作るための
[00:41:39.400] 接着ありっていたな。
[00:41:41.880] 橋本こんばんは。
[00:41:43.400] あ、ルさんこんばんは。
[00:41:45.640] こんばんは。じちゃんと
[00:41:46.760] こんばんは。
[00:41:47.920] じんちゃんとモンハンをあれ、ここ何だっけ?
[00:41:54.440] やべ、俺まだガンナーにはなれねえわ。
[00:41:58.000] ガンナーって防具全部変わるんだよな。
[00:41:59.880] 変わる。
[00:42:01.599] しかも金かかる。
[00:42:03.520] ああ、弾買わなきゃいけないじゃ。
[00:42:05.319] そう。
[00:42:06.119] うわ、こういうのとかさ、時間かかるけどやりたい。持てねえもん、これ。取ってこないとな。
[00:42:15.200] 確かに。
[00:42:20.240] はけイワし
[00:42:26.839] 冷凍とかあった。
[00:42:28.680] 冷凍体験は冷凍ですよ。
[00:42:49.240] 黙々と2人し
[00:42:52.960] やば。
[00:42:54.280] 黙々。あれ?蜂蜜ってここでなかったっけ?
[00:42:57.119] この建築現場の休憩中みたいな雰囲気いいわ。笑笑。ほのぼ、
[00:43:03.480] ほぼしてんなあ。
[00:43:06.559] よし、ちょっと待って。
[00:43:08.040] えっと、回復薬持って。あ、
[00:43:13.440] 猫バーだよ。猫。
[00:43:15.079] 俺も猫のとこいるよ。
[00:43:17.160] え、もうさ、これさ、あれだよね。
[00:43:18.440] あ、00円で雇える
[00:43:21.160] 1
[00:43:21.359] 番最初ね。
[00:43:22.800] あ、そうだよ。これで飯食うんか。
[00:43:24.440] あ、やる
[00:43:25.720] な。
[00:43:26.680] あ、キッチンレベルある。本当だ。そういうことね。
[00:43:31.680] あれおってさ。あ、違う。これ音
[00:43:36.559] お供も連れてきたよね。
[00:43:37.599] 確か連れてけるよね。2人プレイん時は1
[00:43:40.000] 匹連れてけたはず。連れて。
[00:43:43.559] 家の奥で食うんだな。
[00:43:45.599] 家の中入んなきゃダメってこと。そう。
[00:43:47.160] うわ。
[00:43:49.480] いや、食わなくてもいけそうじゃない?
[00:43:53.240] ちょっとあれなめすぎ。バカ強いで。あ、夏つ。
[00:44:08.319] こ、ここ猫何やってんの?何やってんの?あ、ここで食うのな。
[00:44:17.480] いや、じゃ、周回以上の中に
[00:44:19.200] 食べれない。食べ、食べれないと思う。ここじゃないと。
[00:44:21.240] うわ、そんなあれなんだ。
[00:44:22.960] いちいちだから1
[00:44:23.760] 回周回所出て食ってこなきゃいけないってことだよね。
[00:44:27.280] い、それ本気モードの時に食べると思う。
[00:44:29.880] 本気モード。まあ、まあ。うん。常にベストを尽くして欲しいけど。
[00:44:35.000] あの、大型
[00:44:35.839] ね、猫が料理してくれるの可愛すぎる。
[00:44:38.359] やばすね。これなんかさ、チーズと酒がいいんだよ、確か。
