[00:00:17.800] 来た。
[00:31:01.519] 見せられるの?今。ちょっと待って。
[00:31:04.480] ちょっと待ってね。これゲームボイ入れ
[00:31:06.279] じゃないや。原ボレゴじゃない。ま、いい
[00:31:07.639] や。ちょっと待って。
[00:31:08.760] えっと、アプリを画面でキャプチャーしたいんだけど、画面キャプチャーじゃなくて、あ、もこち、こんばんは。もこもこちょ、お疲れ。もこちょ、お疲れ。
[00:31:24.399] お疲れ様でこない。何?最初だけキーボード使った。え、どうやってこれ?ちょっと待って、ちょっと待って、ちょっと待ってね。ちょっと待ってよ。
[00:31:31.880] ああ、
[00:31:33.240] ちょっと待てよ。ね、これ映んないじゃんかよ。
[00:31:37.559] もこちゃんありがとうね。こな間だは
[00:31:38.960] こな間だはありがとうね。あのナイス
[00:31:40.919] ナイスワンワン。ナイスワンワンでした。
[00:31:44.039] くそ悔しいわ。絶対勝てると思ったのね。
[00:31:46.279] これさ、
[00:31:49.639] 何
[00:31:51.600] ?なんか真っ白まんまだよ。
[00:31:55.600] これさ[笑い]、ちょっとどうやってなん
[00:32:05.080] やるん?これな何を?
[00:32:08.120] え?
[00:32:10.000] ああ、
[00:32:11.760] えね、これさ、キーボード
[00:32:17.840] 誰かし
[00:32:19.279] キーボードし
[00:32:21.639] 来てない
[00:32:23.240] 来てないよね。
[00:32:24.240] でもアプリは動いてんだけど、アプリは動いてんだけど、これさ、キャプチャーできないのなんで?
[00:32:30.159] 真っ白。
[00:32:31.559] なんでこれキャプチャーできないの?これなん?
[00:32:35.480] き誰か?な
[00:32:37.519] んでキャプチャーできないの?ねえ、ま、
[00:32:46.200] もう壊した。
[00:32:47.320] もう壊した。あ、なんか音なってる。音なってるよ。音なってるんだが。
[00:32:48.297] [笑い]
[00:32:54.720] 音でっか。音でっか。音でっかい。
[00:33:03.639] でかいよね。音クソでかいんよ。
[00:33:08.200] で、これどうやって何動
[00:33:10.440] 叩いたら治るらしいよ。[音楽]
[00:33:13.679] 叩いたら治る。え、しかもさ、映んないんだけど。これね。
[00:33:18.279] なんで映んないのこれ?これなんで映んない?これ
[00:33:22.760] 声でかいよ。曲げは見えてるの?[音楽]
[00:33:25.039] これ?俺は見えてる。俺は見えてるよ。ああ、来た来た来た来た来た。撃つた撃った撃った撃った撃たった。
[00:33:33.120] ちゃ出た。
[00:33:34.120] 撃つた
[00:33:35.480] 映った。
[00:33:37.080] 撃つたで。ごめん。せっかくもこち来てくれたね。ハチャットでもこち来てくれたのにこっちに夢中で全然あれした。ごめんね。
[00:33:47.903] [笑い]
[00:33:48.360] この間だありがとうね。うん。あのね、ワンワンね、
[00:33:51.559] 1位おめでとうね。
[00:33:55.200] いいんだよ。[笑い]
[00:33:56.760] ありがとう。今日はさ、なんか、あの、ポリメガっていうのやってて、ポリメガっていうね、レトロゲームをパソコンで全部できるようになるっての買って、ちょっとやってんだけど、やり方が全然わかんない。このレトロゲーしかやってねえからさ、普段こういうのわからんのよねえ。で、
[00:34:13.280] ワンワンおもろかったな。
[00:34:14.639] おもろかったよね。
[00:34:15.359] すごい吠えてよかったよ。
[00:34:17.079] 見ててくれた。え、で、あの、すいません。で、
[00:34:23.159] ちょい忙しいからまた来るね。
[00:34:25.480] コントロー[笑い]
[00:34:26.359] ありがとう。またね。ありがとう。俺もまた遊び行くね。見反応、まだ見反応だよ。コントローラー、コントローラー一応さ、ポリメガ本体にさしてんだけどいいんだよねえ。
[00:34:38.839] トメガ本体に刺すの間違ってる。チャムプ
[00:34:41.159] パソコンに刺すのかな?パソコンに刺すのかな?パソコンに刺すのか?
[00:34:52.280] プレステ2
[00:34:52.879] とかはできないよね。プレステできない。パソコンでも同じだったはず。
[00:34:57.440] あ、そうな。高行機を右押してる登録。え、押してるんだけど。
[00:35:08.920] いや、押してるんやが。
[00:35:10.160] 取説とかないんだ。
[00:35:11.760] あ、取説ある。あ、取説ある。
[00:35:13.709] [笑い]
[00:35:17.280] 神BGM。[笑い]
[00:35:20.480] 今日これだけ聞く配信になるかもな。
[00:35:25.000] どっちに接続か書いて欲しいよね。寝。そう
[00:35:28.119] わかんないね。[笑い]
[00:35:31.280] 左右もうあるぞ。
[00:35:35.920] え、何これ?こり、こレフトにゃこり。
[00:35:43.640] ちょっと全然わかんない。え、ごめん。全然わかんない。何これ?はあなんですけど。
[00:35:50.800] キーボードで荒方設定していった方が早そう。いや、だめだ。動かねえ。
[00:36:02.599] 動かない。なんで?なんでこれ?
[00:36:08.720] チまドベリーベリークテファせ。王自慢配信。ただし自慢するところまで試しにプレステ
[00:36:15.400] 5コン。
[00:36:15.960] プレステ5コンプレステ5
[00:36:17.440] コンだったらいい。行ってみる。これ言ってんのか。あん。
[00:36:27.070] [音楽]なんで音消えたの?なんで音消え
[00:36:29.440] た?なんか音消えたよ。
[00:36:34.200] え?
[00:36:35.920] え?何?何?何?何?なんか音消えたよ。
[00:36:42.520] あ、なんか来た。え、何これ?なんで?
[00:36:48.640] 何?プレステ[音楽]5のスピーカーに繋
[00:36:50.640] がるって何よ?何?プレステ5の
[00:36:53.760] スピーカーに繋がるって。
[00:36:58.480] 何それ?どういうこと?
[00:37:01.520] はあ。
[00:37:04.800] 何[音楽]
[00:37:12.265] [音楽]
[00:37:14.280] は
[00:37:23.200] ちょっともうな、何を言ってんの
[00:37:29.280] はなんですけど。
[00:37:35.191] [音楽]
[00:37:39.359] え、これじゃないの?ちょっと
[00:37:46.240] なんかリラックス動画の
[00:37:48.079] BGM
[00:37:48.680] に聞こえる。消えた。大人になった。お、
[00:37:53.280] いや、でもおかしいよね。
[00:37:55.760] 棒読み帰ってきた。
[00:37:58.560] でもおかしいですよね。
[00:38:02.079] プレステ5はマイク機能ついてるから接続
[00:38:05.200] するとそっち優先になったりする。棒読み
[00:38:08.359] ちゃんはあ、
[00:38:13.880] ペロおかしいわい
[00:38:26.440] てるにすればえんか。
[00:38:28.520] まあ、でもコントローラーはそれで繋がるね。
[00:38:33.880] コントローラーは使えるようになったなあ。だ、音がしなくなっちゃった。このアプリの音がしなくなっちゃった。
[00:38:41.800] なんで?え?なんで
[00:38:53.791] [笑い]
[00:38:53.800] プレステ5の音声出力どうなってる?
[00:38:56.200] プレステ5の音声出力って何?プレステ
[00:38:58.200] 5?プレステ5
[00:38:58.920] なんか起動してないんだもん。だってプレステ
[00:39:00.680] 5の音声出力なんかないよ。
[00:39:03.680] テアグロべコントローラーね。
[00:39:09.560] パソコンのシステムのサウンドかね。
[00:39:12.000] もうああ。はい。できました。
[00:39:14.752] [笑い]
[00:39:16.062] [叫び声]
[00:39:19.337] [笑い]
[00:39:22.599] 今棒読みは音声聞こえてる?
[00:39:25.599] だけどそれぞれのハードごとに音量調整できるのいいな。
[00:39:29.680] できました。はい。
[00:39:34.200] オ、これでいいってこと?これでいいってことか?
[00:39:38.240] これでいいって。
[00:39:39.000] GGM。
[00:39:39.839] これでいいってこと?
[00:39:41.720] ちゃま君はなんでか周りが有能でなんとかなっちゃう。
[00:39:45.537] [笑い]
[00:39:48.280] これでいいってごとんね。り了解。え、じゃあ何?
[00:39:52.400] り聞いたBGM。ほり込み祭り。
[00:39:55.079] え、ほ取り込み祭り開始。とり込み祭りでわっしいわしいって感じ。
[00:40:00.680] ほな。
[00:40:03.920] ちょっと待って。
[00:40:05.400] う
[00:40:06.240] え。
[00:40:07.680] わっしょい。わっしょい。
[00:40:08.839] こんな簡単でえの。
[00:40:10.960] わっしょい。わっしょい。
[00:40:12.800] こんな簡単でえの。ちょっと待って。
[00:40:17.839] 原西さん
[00:40:18.599] べン。
[00:40:20.000] わっしょい。わっしょいわっしょいわっしょい
[00:40:21.800] わっしょいわっしょいしちゃおうね。あ、待って。
[00:40:25.079] あとはあたりどのくらいかかるんやろね。
[00:40:28.040] そうだね。そう。
[00:40:29.280] いや、なんかさ、あの、ナじがいるじゃない?ナじが、あの、直きがいるじゃん。直きがさ、配信でやっててさ、
[00:40:32.698] [笑い]
[00:40:38.200] 9時間やって14
[00:40:39.319] 本しか取り込めなかったとか言ってたんだけど。そんな時間かかるの?
[00:40:41.213] [笑い]
[00:40:43.359] させるだけでこんなにもお笑いできるのね。
[00:40:46.040] いいですね。
[00:40:46.599] 笑笑。
[00:40:47.520] え、笑。1
[00:40:48.920] 番最初にインストールしたゲームでその人の人が
[00:40:52.520] いや、そんなもん決まってますやん。そんなもん決まってますやん。
[00:40:57.520] 俺がコリウガで1番最初に
[00:40:59.560] でやっておくしかないな。
[00:41:01.200] 俺が1
[00:41:02.520] 番最初にインストールするゲーム。これに決まっとろうが。
[00:41:07.319] 1日20本が限界。
[00:41:09.000] これだろうがよ。サイバーパンクアドベンチャーなっちゃ、俺が配信でやってきた中で
[00:41:13.319] 1
[00:41:13.480] 番好きなゲーム。これやりますから入れさせてもらってよかですか?じゃあ、え、もうこれ入れちゃっていいの?じゃ、入れるね。
