[00:00:07.919] そ
[00:32:01.320] 辛そうで辛くない?ちょっと辛い。食べるラなっ
[00:32:03.480] ちゃう。営業うまいですね。
[00:32:05.159] もう前営業で働いてるんでね。やっぱり営業なんでは向いてないよ。
[00:32:08.840] YouTube
[00:32:09.039] 向いてないね。だからやだったんだよ。だからやだって言ってんじゃん、俺こういうのうまくうん。ま、だったら普通の買った方がいい。
[00:32:17.360] だったら普通のコラ組食いたい。あの
[00:32:20.639] 笑笑
[00:32:21.279] 辛いもん食いたけ辛いもん食えばいいし。
[00:32:23.919] やっぱサミうめえってこと?
[00:32:26.559] 酸味でごまかす。やっぱ酸味うめえ。何それ?それ酸味食った方がいいでこの後で
[00:32:30.960] 3味食った方がいいもう。
[00:32:33.919] 色々落ちるねんな。
[00:32:36.559] はよ。ゲームやりたいんだけど。俺今日
[00:32:39.240] ドラクエやるって言ってるやん。よし。3
[00:32:51.639] そう言わんと。
[00:32:54.159] うん。まあ、3やな。笑笑。
[00:33:03.799] ちょっとした動き見ると、まだまだ体重層
[00:33:06.320] で安心。こうしてカロリーを摂取させる。
[00:33:10.559] 片手で食えるパンの似合うこと。似合う
[00:33:12.760] こと。
[00:33:16.760] ありがとうござした。
[00:33:19.679] あし
[00:33:20.039] ちゃんと閉めないで。ありがとうござした
[00:33:22.159] ふう
[00:33:24.679] じゃろっか。
[00:33:27.279] もありがとうね。
[00:33:28.320] ソーセージならな、
[00:33:29.279] もありがとうね。もありがとうね。うん。あの
[00:33:31.760] パさんがご
[00:33:32.639] おいサブスク来たで。
[00:33:34.519] 38
[00:33:35.320] ヶ月目ですさ。これで配信終わりかと思った。
[00:33:40.799] お疲れた。お疲れちゃん。行ったで。サンミーと激辛甲羅組食ったねん。
[00:33:46.519] タグ詐欺じゃない。サンミーに変えて。カムカムソーダはまともだから楽しみ。あ、カムカムもいただきました。
[00:33:53.880] カムカムソードもいただきましたけど、もうこれ、もうこれ俺年柄年中食ってるから配信で。これはありがとうございます。これはもうストックでストックさせていただきますね。や、もう、
[00:34:07.600] もうええか。ゲームしてもう
[00:34:11.480] よう落とす。落とすね。
[00:34:14.040] これ3ミね、これパン。
[00:34:15.320] 今日はそういう日だね。
[00:34:16.599] 今日はそういう日はそういう日名物落下げ。
[00:34:20.639] 今日はそういう日じゃゲームやっていいか。せっかくお前赤まったまたつまみ食いか。
[00:34:26.560] 何何何首まったまたつまみ食いか分本当にそれ分なってんの?それ本当になんなんその声優さんの毎回あのとんでもない速さで開分作ってくるじゃん。海分会のダークホースやん。はい。やってきます。
[00:34:48.839] たまに嘘ついてほしい。
[00:34:51.879] あれ出てないじゃん。出てないじゃん。
[00:34:56.000] 笑笑
[00:34:56.839] ゲーム出てない。あ、来た。
[00:35:00.599] る判定下手すぎんか?マイクはまたやるの?マイクラリベンジ来た。
[00:35:06.520] ちょっ待ちょ。間違えた。間違えた間違えてる。間違えてる。ちょ待て。ちょ待てや。
[00:35:11.599] ハードコア来た。
[00:35:13.359] ちょ待てや。今戻してるから。じゃもクリアせなあかんやんて。
[00:35:18.280] ドラクエもクリアせなあかんやんて。
[00:35:21.200] エンドラ行くぞ。かか
[00:35:22.960] と食いだ。1
[00:35:24.200] 人じゃやらないよ。と食いだ。
[00:35:27.560] 今週クリア。
[00:35:28.920] 今週クリアしたいね。今週もういい加減クリアしたいすね。そろそろね。ドラクエもね。ドラクエもいい加減クリアしていきたいなという所存でございますと。はい、よろしく。はい、よろしく。
[00:35:40.000] のグリッチ黒からだ。せのグリッチ民長。
[00:35:45.480] なんでわかんの?なんでわかんの?俺のこの画面下に出てるこれのフォントの名前ね。なんでそのフォント分析してんの?お前怖。これスイッチ
[00:35:56.240] 2ドラゴンクエスト7D
[00:35:57.760] イマジンド。これ確かにそのなんとかグリンチよくよくわかったな。なんなんその特定怖な
[00:36:04.280] ん。なんその特定怖いな。確かに確かにそうだよ。うん。確かにそうだけど。
[00:36:11.640] 可愛い。ちょっと怖い。
[00:36:13.760] 特定中だ。
[00:36:14.680] 特定中怖いって。ちょっと待って。あの、じゃあちょっと
[00:36:25.359] この人いつも怖いです。
[00:36:28.400] あ、豚や。あ、
[00:36:29.760] ちょっとごめんな。ごめん、ごめん。弱肉強食やから。
[00:36:33.440] と食いな。
[00:36:34.599] と食いだ。お、おい、なんだ今?
[00:36:39.760] 笑笑。
[00:36:41.440] ひえよな。
[00:36:43.560] ひどいですよ。
[00:36:44.160] 笑笑。ボそっとさり際の笑いですが。
[00:36:51.200] じゃあドラクエやるよ。ドラクやるよ。なんか音出てなくね?
[00:36:58.440] 心の底から思ってたんやろな。あれがあのタイミングでの天才。
[00:37:03.480] 出音出てないね。
[00:37:06.119] 出てない。
[00:37:08.119] なんでや?待って。あるよ。行くよ。
[00:37:16.280] ないで。うあ。
[00:37:19.000] あっは。なんで出ないの?音が。なんで音出ないの?これ。え、なんで音出ない?ん?
[00:37:29.560] そんなに余裕あったらミュートができるだろ。
[00:37:33.240] ちょっと待って。音が出ない。ちょっと誰か助けて。
[00:37:37.800] これどうやって音出すの?これどうやって音出すねん?もう
[00:37:41.200] 1
[00:37:41.280] 回向こう化しようか。出ないんだけど。なんで乗ったのかな?
[00:37:55.240] 小っさいだけ。
[00:37:56.720] いや、音が出ないな。サ
[00:37:58.880] ミ食い切らないから。
[00:38:00.680] え、そういうことなの?ちょっと待って。
[00:38:02.520] トライアゲインでっか?笑。
[00:38:06.640] もうすっと始めさせてえや。もうすっと始めさせてえやな。ちっちゃ出な。ちっちゃいし音出ね。なんでだよ。何画質悪いしなんかな。なんだ
[00:38:25.880] ちっちゃ静か。
[00:38:27.720] え、何?マジで?どうした?え、
[00:38:29.520] なんだ。今日はマイクラやれってことか。
[00:38:36.599] え、ちょっと待って。なんでもうすっと始めさせてくらの設定になったままなんじゃない?おかしない
[00:38:44.119] でか。今度でかじゃ。これ本当にね、何もしてないんですよ、僕。
[00:38:49.680] 笑笑。
[00:38:50.839] こういうことなるのよね。
[00:38:53.079] OBSちゃんってね。だろ?
[00:38:54.880] OBSて
[00:38:56.160] OBSってそういうとこあるんだよね。
[00:38:58.400] OBSってあるよね。マジで。
[00:39:00.079] 何もしてないのに壊れた。
[00:39:01.560] 何もしてない。いや、マジなんだって。
[00:39:03.200] OBSって
[00:39:04.000] マジでそうなんだよ。何もしてないのに壊れんねん。いっつもそう。
[00:39:08.800] OBS
[00:39:09.240] って何もしてないのに壊れんだよ。さ行こ。さあ行こう。スクエックスゼンent
[00:39:18.560] オブスは上緒不安定。
[00:39:20.359] マジそにやらせてもらおうか。久々にやらせてくれら。え、音でかい。
[00:39:33.319] 音でかい。背中か。ゴりし。
[00:39:37.720] 背中が痒が痒が痒が痒。背中が痒ル。
[00:39:58.400] うるさいな。
[00:39:59.160] 全然覚えてね。ない。
[00:40:00.839] 全然覚えてない。
[00:40:01.520] どこまで行ったんだっけ?な
[00:40:02.880] んだっけ?どこまで行って何をしてるんでしたか?僕はもうクリアでいいんじゃないでしょうか。なんかラスボスみての倒してたよな。そういや。
[00:40:11.839] あら、
[00:40:14.200] ラスボスみてのラスボスみての倒してなかった?全然覚えてねんねんけど。全然覚えてませんけど。全然覚えてませんけど。
[00:40:26.720] 急にオルゴ出てきたよな。
[00:40:28.319] そうなんよ。なんかオルゴでミラ倒したよね。
[00:40:30.280] うわ、ラスボスと噂の
[00:40:34.400] プププルプ
[00:40:40.359] 。あ、びっくりマーク派遣。常用は派遣し
[00:40:45.079] ました。
[00:40:47.319] どこどうやってくあそこさっきんとこどう
[00:40:49.160] やって行くんだ?
[00:40:51.359] あとお前らゲーム始まったからてダんじゃ
[00:40:53.040] ねえぞ。
[00:40:54.920] おいお
[00:40:55.880] ゲーム
[00:40:57.520] おいや。
[00:40:58.119] あんたどこかで見た顔だね。わしと会ったことあるだろ。え、誰?パミラって誰だっけ?なんかどっかあったことあんな?
[00:41:04.680] ああ、思い出したよ。占いよしてやったことがあったっけね。あれからもうだいぶ時が過ぎたけど元気そうで何よりよ
[00:41:12.520] 何用思い出すん?幼思い出すんだ。見とけよ。見とけよ。みあ、なんですか?あ、な、そうや。なんか、なんか休めって言われたんだよね。なんかや、エンゲであったね、確かに。
[00:41:27.040] ああ、疲れた。疲れた長老様に連れてこ
[00:41:28.920] られてこんなとこまで来ちゃった。それに
[00:41:30.400] してもなんだって神様は動物祭りしか特徴
[00:41:32.800] のないうちの町の村長を選んだのかしら。
[00:41:35.839] もしかして神様も長老と同じでバニーの
[00:41:37.920] 衣装がなのかしら。は、それなら納得ね。
[00:41:44.440] マリベルたんのバニース見てえな。俺もな
