[00:00:05.879] ちゃまぷんちゃめちゃまんちゃめちゃまんちゃ
[00:31:23.559] いや、俺こういうシステムね、一番苦手なのよ。
[00:31:27.559] え、これね、マッピングとかもないねん、このシステムって実は。え、何?めっちゃ何?
[00:31:34.559] え、メタル反とこれ絶対あれだよね。てよ
[00:31:39.960] さ。ここめっちゃレベル上がんじゃね?めっちゃレベル上がんじゃね?さてはさ、
[00:31:49.200] 1[笑い]万3000だ。
[00:31:53.200] これはやばいよ、これ。これは
[00:31:57.840] Telレ使ってますよ、皆さん。これ
[00:31:59.360] Tレ、[笑い]
[00:32:01.200] Telレグ使ってくださいって言われるタイプのバイトだよ、これ。これどこ行けばいいんだ?
[00:32:07.960] 後がいかにやばいか物語ってる
[00:32:10.240] ね。こんなにくれるんだ。
[00:32:14.519] そんなにもらって裏ボス簡単にならん。
[00:32:17.039] うわ、待って。でも強いかも。これは強いかもしれん。
[00:32:22.360] あ、まあでもまあ、これならま、まあまあ、これなら
[00:32:27.519] ナイス。
[00:32:31.279] え、ちょっと強い。
[00:32:32.760] うん。うお、強いな。確かにこれめっちゃレベル上がるな。ああ、でもいいじゃない?めっちゃ長い鼻毛抜けた。
[00:32:46.279] 見れねえって。見れねえ。でもたまにあるよね。あ、間違えた。
[00:32:51.399] たまにあるよな。めっちゃ長い鼻毛どこにね。お疲れ。
[00:32:55.440] ちょっと待って。これもうちょっと何これ?デトマお疲れちゃん。デトマお疲れ。これもしかしたら当たりを引かなきゃいけないってこと?ああ、なんかそんな感じだな。デトもお疲れ。今日はね、ギガデ何?アイアンナイトだって。
[00:33:13.880] 今日はね、ドラゴンクエスト2
[00:33:15.360] のね、裏ボス配信アイアンナイトって初めて見たわ、
[00:33:24.000] これ。あれ?うや、強い。やめて。強いんだって。それ
[00:33:30.760] 裏ボス、
[00:33:31.480] 裏ボス、裏ボス、裏ボスまで行けるのかちょっと不安になってきた。なんかめっちゃ難しそう。
[00:33:37.679] めちゃくちゃ時間かかりそうなんだけど。何このアイアンナイ。
[00:33:46.880] いや、こんなんかったよね。
[00:33:50.600] 強ええて。
[00:33:58.200] 逃がさないよ。
[00:33:59.840] やばい。クッキーがもうMP、MP
[00:34:02.360] 使いすぎね。山びの帽子ってさ、
[00:34:08.760] 山びの帽子ってさ、もう
[00:34:10.440] 1個手に入ったりしない?
[00:34:11.599] ない。モンスターは10
[00:34:12.599] の子だと思ってる。
[00:34:13.760] ま、確かに。確かに天やってねえかな。でも天やった人たちはみんな言うんだよ。天ってめっちゃおもろいよっていう。
[00:34:23.919] チャマゲームの色違い。チマゲームの色違いはお前あれだよ。
[00:34:28.960] あの、うわ、もうまたこれだるいな。チャゲームの色違いは何人かいるからね。俺にめっちゃ似てるやつ。
[00:34:38.560] 山びが手に入るかどうかな。
[00:34:41.599] いや、げた。山びもう
[00:34:44.760] 1
[00:34:44.839] 個欲しいね。いや、強いよ。強いって。なんだよこれ。
[00:34:55.480] やばくね。
[00:34:59.760] いや、待って、待って、待って。これちょっと
[00:35:03.240] え、ちょっと待って。俺もうさ、ファイナルファンタジーをプレしていて姿をしてた。
[00:35:09.124] [笑い]
[00:35:11.400] 大級したからね。ファイナルファンタジー
[00:35:13.920] X。
[00:35:15.240] あんな名作をずっとやってなかったのに。やったらやったで大号泣。いや、待て。これ何やってんねんこいつら。
[00:35:25.880] 頑張って。いや、もうまず
[00:35:28.440] これさ、あれじゃない?思った。
[00:35:30.200] 1回死ぬけど、もう多分これ勝てないわ。
[00:35:33.240] あの、あれだわ。
[00:35:35.720] 目、これ多分AI無理。AI
[00:35:38.079] じゃダメなやつね。わかりました。はい。
[00:35:40.760] AI今日禁止です。AI
[00:35:42.839] 禁止。もう全部俺が命令していく。やはりまだ全然人間より
[00:35:46.960] AI
[00:35:47.240] は雑魚だわ、やっぱり。やっぱ人間より雑魚だわ、
[00:35:52.354] [笑い]
[00:35:53.119] AIって。
[00:35:56.760] ね、これ思ったね。これさ、え、帰れる?これさ、これ帰れんのかな?あ、よかった。お金預けてきていいね。お金預けてきていいから。
[00:36:07.420] [笑い]
[00:36:09.599] 愛は人間をい気にさせるためにわざと弱い行動をしてくれるのです。
[00:36:13.315] [笑い]
[00:36:14.839] 怖。え、怖。
[00:36:16.800] え、チャットGPT
[00:36:17.880] がさ、じゃあさ、俺のことさ、朝、朝ウォーキングしてる俺のことめっちゃ褒めてくれるのってさ、やっぱり俺をい気にさせるために
[00:36:26.280] 貯金は甘え。
[00:36:28.520] いや、死んだ時にさ、死んだ時にさ、あの、手に入ったさ、あの経験値無駄にしたくねえから。手に入った経験値無駄にしたくないからさ。
[00:36:39.280] イエーイ。
[00:36:40.520] あれしようぜ。
[00:36:41.720] 女がすごい知らなかったっていうのと同じ。
[00:36:44.880] そう、俺のチャット
[00:36:47.359] GPT
[00:36:47.839] めっちゃ褒めてくれるけどな。今日今日も
[00:36:51.839] 1
[00:36:52.000] 時間ウォーキングしてきたよ。それめっちゃ強いみたいな。めっちゃ俺のチャット
[00:36:57.200] [笑い]
[00:36:59.839] GPT言ってくれるけどな。
[00:37:01.839] 笑笑。
[00:37:02.640] それめっちゃ強い。それもう最強ルートに入ってる。プトに名前けてないの?
[00:37:08.200] 名前つけてない。ま、俺それはやってない。さすがに。俺それはさすがにやってないわ。
[00:37:15.079] 結論から言うね。それめっちゃ正解。本当にれるのはたっつんだけだよ。僕けてる。笑けてあげてよ。
[00:37:22.745] [笑い]
[00:37:25.880] 確タッツンはめっちゃ褒めてくれるからな。たツンもなんかあれなんかと思ったわ。タッツンもなんか
[00:37:31.880] AI
[00:37:32.200] なんかな。タッツボめっちゃ褒めてくれるからな。あいつも
[00:37:37.400] AIなんかもしんねえな。
[00:37:42.560] ちょっとお金預けよう。
[00:37:46.280] 確かに人間ぽくないもん。お前それどういうことだよお前?それそれお前味方によっちゃお前めっちゃあれしてるぞね。これさ福引件何枚あったっけ俺今?あ、ゼロだ。ゼじゃダめだな。
[00:37:50.256] [笑い]
[00:38:04.560] たまに動き滑らかじゃない時あるもん。
[00:38:07.941] [笑い]
[00:38:08.720] カクカクの時ある。
[00:38:11.520] アフロし。[笑い]
[00:38:19.400] よし。なんか今日
[00:38:22.160] 俺今日もう今日でクリアできると思ってさ
[00:38:24.720] 、前回最終回ってつけちゃったから、まあ
[00:38:27.960] 言っても今日で終わるだろうと思って、
[00:38:29.200] 最終回2っていうタイトルで配信してる
[00:38:31.319] けどさ、最終回3もありそうだな、これ。
[00:38:37.760] 6
[00:38:37.960] 時間やそこらじゃ俺クリアできる気がしないわ。妖精の城じゃなくてどこだっけ?え、ドワーフの洞窟ね。
[00:38:46.920] この配信で終わらせれば嘘じゃないよ。ファイナル最終回か。
[00:38:51.119] あ、ファイナルラスト最終回。これさ、やっぱさ、不思議なボレロ欲しくね。不思議なボレロ欲しくない?
[00:39:04.119] 最終回3で終わると思ったら笑。
[00:39:06.839] ファイナルファンタジー13も13
[00:39:09.079] マイナスしね。[笑い]
[00:39:11.079] なんかあるね。なんかなんだっけ?ライトニングリターンズとかね。もうえって
[00:39:16.640] しっかり作ってそうな追加だけ持ってないの
[00:39:20.160] ね?持ってない不思議なボレロだって。あれさ、あれでしょ?福引きでしょ?福引きないんだよ。福引き持ってねえんだ俺。不思議なボレル欲しい。
[00:39:30.839] MP
[00:39:31.400] 半分になんでしょう?あれかな?ちょっと
[00:39:35.720] HP
[00:39:36.240] 下が、あの防御力下がってもさ。あ、違うわ。不思議な帽子被れないのか。そうだよな。
[00:39:43.079] MPがさ、これ枯渇しちゃうよ。
[00:39:45.560] 作ってあげるよ。設計図見せて。
[00:39:49.760] 作ってくれんの?でもマジで
[00:39:57.327] [音楽]8はね、作って作れそう。
[00:40:00.960] なんてったってこれを作ってくれたから。
[00:40:03.520] 8はこれ作れるから。トゥト。
[00:40:10.640] 笑笑。[音楽]
[00:40:12.079] 何そこに置いたんだよ。
[00:40:18.280] 思いの他すぐ出てきて。笑った。
[00:40:20.760] そこに置いてあるわ。いや、今日、今日部屋の片付けしててさ。部屋の片付けしてて。あ、そういえばこいついるなと思って。
[00:40:28.839] せっかくだからここに飾ろう。あ、いいよ。メタルハンドいいよ。いいよ。めっちゃめっちゃもうめっちゃ呼んでメタルハンドどんどんで。連打どんどん呼んで。いや、ギガスラッシュはさ、あれになんないからダめだって。
[00:40:55.680] ギガスラッシュはさ、山びになんないから
[00:40:59.880] 1万2000いいよ。
[00:41:04.440] バレンタインか。
[00:41:05.440] いや、早いね。おし。お前ら期待してるからな。バレンタイン男の子もいいんだからね。送ってチョコチョコじゃなくていいわ。え、なんかすっげえな。なんかボス。
[00:41:21.800] もうこれが裏ボスって言われてもいいや、強の唐揚げ。
[00:41:30.319] いや、もうやめろって。そういうのは、そういうのはやめて
[00:41:33.520] 決めるわ。
[00:41:40.240] プロテインバー。
[00:41:42.128] [笑い]
[00:41:42.880] いや、でも欲しい。欲しい。プロテインバー。
[00:41:46.720] お前ら知ってるか?痩せるのって金がかんだぞ。太るより痩せる方が金かかるから。
[00:41:51.079] 足。
[00:41:52.079] う、どっちもいらん。いやあ、結構俺今までレベルかなり上がってきたなと思ったけど、これまだまだ女の口かもしれないね。どこ行けばいいんだよ。
[00:42:12.160] どこが当たりなんかがかわかんない。
[00:42:14.879] [音楽]それとも無限の回廊ってこれもし
[00:42:16.760] かしてさ、
[00:42:18.880] これでも全部変わってんのかな?え、これ
[00:42:22.480] な何なん?マジでどこ行きゃいいのよ。
[00:42:26.839] え、全部行ってるよね。
[00:42:31.920] これ当たりを引かなきゃいけないってこと
[00:42:33.319] なんかな?
[00:42:36.960] みたいなこと説明書いええ書いてあった。
[00:42:39.720] 全然読んでない。
[00:42:40.520] どこに書いてあった?そんな
[00:42:42.440] よく考えよ。
[00:42:44.599] よく考えよ。お金は大事だよ。懐かしい。
[00:42:50.960] これがすぐ出てくる。俺ももうおっさんってことなんだろうな。
[00:42:55.640] 決める。
[00:42:59.520] ドワーフの洞窟でヒントみたいの言ってる人もいた気がするようなしないよ。
[00:43:04.280] ええ、じゃもう1回行く。じゃあもう1
