[00:00:32.680] わこつ
[00:33:00.880] ステージ3
[00:33:01.679] ぐらいまでやったんだっけ?燻製肉。
[00:33:12.480] いいですね。うまそう。燻製エニフうまそう。そろそろ多分次の回ぐらいでアントベアあたりが
[00:33:22.159] むずすぎるよね。あれめっちゃむずい。でも俺のやつあれだからさ、あの初期バージョンだからスリラー流れんだよね。スリラーが後期版ではあの削除されてるという。え、見に行こっかな。あれ見たいな。じんちゃんと見に行こうかな。うん。
[00:33:41.360] あのスリラーめっちゃいいテンション
[00:33:43.120] いいよね。めっちゃいいよね。アントベア来た。これ仲間にしたいっすね。ま、この辺は肉使わなくても肉使わなくても行けそうじゃない?仲間は大いに越したことねえからな。来い来い来い来い来い来い来い来い。ああ、来ないです。もう仲間たくさんがいいよ。どうせ死ぬんだから。死んだモンスター逃がすからね。
[00:34:06.898] [笑い]
[00:34:09.399] もうどんなモンスターでも
[00:34:13.079] だザオリクとかちょっと怖いのがちょっと
[00:34:17.159] 怖いのが使い捨てじゃないだ。命は1つ
[00:34:20.000] しかないから。命は1つしかないからあの
[00:34:27.040] ちょっと怖いのがザオラルとか覚えちゃっ
[00:34:30.280] た場合ってどうしろ、どうするっていう話
[00:34:32.320] なんですよね。
[00:34:33.679] ザオラルとか覚えちゃった場合は穴は
[00:34:36.520] 1つしかないから
[00:34:38.240] ザオラルとかでもやっちゃうよね。多分ね。どうやってもやっちゃうよな。あ、ラリフ来た。いいね。魔物の餌。いや、もうガンガン薬草使ってこうぜ。が終わったらさよならでええのでは?
[00:34:58.599] ああ、もう死んだらってこと。
[00:35:03.359] うーん、
[00:35:05.560] なんかでもそれってなあ、
[00:35:08.880] どうなのよって感じ。いや、でもま、
[00:35:11.560] そするしかないよな。でもな、
[00:35:15.640] でも生き返らせられるんだったら
[00:35:17.280] 賞味ゲームオーバーなないよなと思う思い
[00:35:19.800] ながら。思いながらいやわかんない。どう
[00:35:22.200] しよう。その戦闘中は命令できないから
[00:35:25.400] そうなんだよね。今みたいになんか使う技
[00:35:28.079] と使わない技みたいのをさ、分けられない
[00:35:30.880] しね。
[00:35:35.560] で、このね、プレステ版のテリのワンダーランドは
[00:35:38.760] 技溢れなかったら忘れさせられんよな、確か。
[00:35:42.119] あ、そうなんだっけ?あ、確かそうだったね。なんか
[00:35:46.400] 10
[00:35:46.640] 個までしか技覚えらんねえみたいな。なんかあったな。
[00:35:53.040] 12
[00:35:53.319] のポカンシステムあんだっけ?個別で消せたらええけど。
[00:36:03.440] うん。や、個別消しはなかなかできるぞ。
[00:36:05.160] HP+9
[00:36:05.839] でか。フィジカルの鬼だな、こいつ。
[00:36:06.765] [音楽]
[00:36:10.640] 1レベ上がるだけでHPが9上がると
[00:36:15.560] も9ってほぼほぼこのドンメル1人分
[00:36:20.119] ドンメル1人分HP上がるんだけどこいつ
[00:36:24.560] 筋トレの素失がありすぎる。筋トレの素失
[00:36:28.040] がありすぎるだろ。お前
[00:36:30.319] すぐ腕くなんじゃん。
[00:36:34.560] いや、いいね。久々にこういうの。てか
[00:36:36.560] マジでさ、アナログスティック使えねえの
[00:36:38.440] むかつくわね。これさ、ポリメガって
[00:36:40.560] アナログスティック使えねえよな。使える
[00:36:42.480] 設定あんの?これアナログスティックで
[00:36:45.000] やりてんだけど。せっかく斜め移動できん
[00:36:46.720] だし。
[00:36:52.480] アントは仲間になんねえかな?
[00:36:55.560] アンさん仲間になんですか?アンさん
[00:37:03.880] お
[00:37:05.480] あらラ
[00:37:09.359] 。くんくんくんカン
[00:37:14.240] かな
[00:37:18.560] 。このテリワのいいところってさ、
[00:37:22.680] このか各作品のフィールドの音楽が絶対
[00:37:26.040] 流れんだよね。最後にこれがいいんだよな
[00:37:28.200] 。ボス前のフィールドになるとこの
[00:37:33.960] な、そのダンジョンのボスのゆかりの作品
[00:37:36.960] のBGMが鳴るのよ。ゆかり飲んでなく
[00:37:39.680] ないのわけよ。ちょっと声大きいよ、本当
[00:37:44.160] に。
[00:37:46.200] で、これプレステ1のいいところはなんか
[00:37:48.920] ね、良くも悪くも、良くも悪くもなんか色
[00:37:54.000] なんだよね。が、あのなんて画質だけ良く
[00:37:56.960] なってあの追加要素とかほとんどない
[00:38:00.200] らしい。ほとんどないらしい。ちょっと
[00:38:02.040] ムービーみたいのがちょっとあったりとか
[00:38:04.160] するみたいなんだけど、そ、なんか
[00:38:05.720] モンスターは増えたりしてないらしいよ。
[00:38:07.680] ま、それが逆にいいかなっていう。
[00:38:12.480] リマスター以上リメイク、そういうこと。そういうこと。プレステマッキだからこれも全然売れなかったみたいだけど。全然売れなかったみたいですけどね。アントビアて出ねえかな。まあまだこの辺でね、なんか死んだりしないから別に普通の人生プレイであることすら忘れてしまいそうな感じはありますけども。
[00:38:43.311] [音楽]
[00:38:44.160] 一応このさ、マップ全部埋めてから下行き
[00:38:47.359] てえよな。
[00:38:53.720] やべえな。早く配合してえな。
[00:38:57.960] レベル10になんねえとはできないからね
[00:39:01.319] 。
[00:39:03.040] おしルさん、こんばんは。シさん、
[00:39:04.920] こんばんは。90連続視長。
[00:39:07.839] 今最大連続視長って誰?誰っていうか何?誰どこ来た?スラなんだっけ?え、ホイミんね。これドラクエ
[00:39:19.400] 4のなホイんパロってんだよね。ここね。
[00:39:22.680] 今91。
[00:39:23.720] 91
[00:39:24.200] なんか。初めまして。僕ホイ。僕を連れ戻しに来たんだろ。でも僕やだよ。牧場はつまんないから帰りたくないんだ。でもどうしてもっていうなら僕を倒してみなよ。
[00:39:24.577] [音楽]
[00:39:34.400] 今4。
[00:39:35.839] 今4。[笑い]
[00:39:37.640] 4連続視張雑魚すぎる。
[00:39:42.400] 笑笑。
[00:39:45.160] 4
[00:39:45.640] 連続。うわあって強い。なんだ?大丈夫かこれ?ああ。えー。どんでる。こんな簡単に散るの?命
[00:39:48.157] [叫び声]
[00:39:54.052] [笑い]
[00:39:56.017] [叫び声]
[00:40:00.602] [笑い]
[00:40:03.240] さよなら。
[00:40:04.720] はや。
[00:40:10.200] 何あいつ?スイッチ
[00:40:12.160] 10リップ
[00:40:13.480] 嘘やん。メル
[00:40:18.640] すぐ死んだ。
[00:40:20.960] なんかでスゲームでデスゲームでみんながあのハットする瞬間じゃん。あ、本当に死ぬんだ。これ本当なんだ?
[00:40:32.520] 勝てるよ。大丈夫だよ。勝て勝てるよ。
[00:40:35.359] 大丈夫だよ。
[00:40:36.880] こんばんは。
[00:40:43.079] なんだよ、これ。強くねえか。は、
[00:40:46.480] 強くないか、これ。東大学部頭悪くないか。ちょっと強くね。なんかこれ難易度上がってるとかねえよな。まさかな。難易度上がってるとかねえよな。危ねえ。
[00:41:04.138] [笑い]
[00:41:04.880] 強い
[00:41:06.119] 強い本当だからだ。強これ強。なんか強なってない?
[00:41:12.319] ホイミ、ホいみんホいみん。ホいみんで行こう。連れていく。まあでこいつ大丈夫。あのホイ使えますから。ホイ使えるんで。えーし。
[00:41:15.928] [音楽]
[00:41:17.893] [笑い]
[00:41:31.520] 余韻がある。
[00:41:32.960] 死んでもた。[笑い]
[00:41:35.000] し死んでもた。早速
[00:41:37.839] 1
[00:41:37.960] 人目の犠牲者ドンメルです。ドンメル早い。
[00:41:44.200] 早本当に死ぬんだ。この企画って何?保はこちらに帰りたくないと申した。だがその辺りにならついてくと言ったのか。ほお、なるほどの。うん。魔物にかれるとはパレじゃ。わ、それだが気に入った。プリは許そうぞ。ありがとう。ちやま。
[00:42:03.240] これで牧場に帰れるだ。
[00:42:07.920] 邪魔けよ。これより格闘場に向かうのだ。
[00:42:10.160] 格闘にはそなたのライバルたちが待って
[00:42:11.920] おる。彼らに勝ち継い抜けていけば大会に
[00:42:14.599] 出れるぞ。
[00:42:19.040] 急いそしてどこに行くんですか
[00:42:23.480] ねえ。もう1人死んだんだけど。もう1人
[00:42:27.119] 死んだ。
[00:42:29.319] じゃ、早速逃しに行きますか。
[00:42:31.160] ルール説明ができてチュートリアルみたいなもんだな。
[00:42:33.960] モンスターズ来ちゃ
[00:42:35.440] チュートリアルみたいなもんだな。みーちゃんこんばんは。やるぜ。リバイバル配信
[00:42:40.200] 5年ぶりの
[00:42:42.240] 5
[00:42:42.400] 年ぶりのドラゴンクエストモンスターズ。今
[00:42:45.880] 1つ目のダンジョンが終わって
[00:42:48.160] 1
[00:42:48.319] 人もう死んだ。ドラキーがもう死にましたね。へ。
[00:42:49.594] [笑い]
[00:42:52.720] ドラキーのドラキーのドンメルが死にました。
[00:42:59.720] 野山に返します。野山に返すというか。野山に返すというか。どちらかと言うとあの土に返すというかね。さよなら。ドンメルありがとな。ドンメル
[00:43:11.280] ありがとな。ドンメルわこ。あ、
[00:43:14.400] ドンメルの鳴き声ね。はかねえな。はねえ。なんかさ、これここあれじゃなかったっけ?なんかなんかさ、卵るんじゃなかった?もやさんこんばんは。
[00:43:29.119] まずかまやっていく愚長。ふが茶まげに当たった。お疲れ
[00:43:34.119] 下息。いや、動物だから。動物だから。動物だから。さんもこんばんは。やっていくぞ。チメダが来たよ。の村みたい。
