[00:00:15.360] ひひひちゃまうすんの
[00:32:41.092] [音楽]
[00:32:42.639] マナステに対抗するマジャスです。
[00:32:44.919] あ、だからだ、マーディラスの王様はそのマナスティスってやつをなんか究極魔法を復活させちゃったのね。で、じゃあそれにうわ、ギプたのう、あの対抗するマナスティスを作ればいいよね。マジャスティスを作ればいいよね。
[00:33:04.639] そうじゃ、お嬢さん。そ
[00:33:07.240] う。オ、オッケー。
[00:33:08.200] この国が救われるかどうかはマジャスチスの完成にかかっておる。
[00:33:14.120] そこでじゃ、お前さんたちは城に戻り、王の魔法の完成を少しでも遅れるようにしけて欲しいのじゃ。
[00:33:22.600] ほお、
[00:33:23.320] マーディラス、マジャス、ス、マナステス、
[00:33:25.960] マーディラス。
[00:33:26.960] さあ、これを持っていくが良い。
[00:33:30.840] マーディラスって何?あ、王様。
[00:33:33.480] 足玉、足玉な。
[00:33:35.458] [笑い]
[00:33:36.360] それさえあれ、わしはこっちの魔法の完成に力を尽くす。
[00:33:41.880] よろしく頼むぞ。
[00:33:44.760] あ、マーディラスはあれね、マーディラスエンターテイメントね。
[00:33:48.600] ガモ
[00:33:51.200] マナー師。マナー師のあのおばさんが
[00:33:53.798] [音楽]
[00:33:57.760] 1
[00:33:57.919] 番俺マナーなってないと思うけどね。あんななんか偉そうに。
[00:34:00.320] マナかな?
[00:34:01.159] マナかな?ソん。
[00:34:04.320] あ、え、あ、何?
[00:34:06.840] あ、こんなとこに扉が
[00:34:11.480] じゃあちょっと戻りますか。
[00:34:14.879] 結局王様にはまだ会いよな。王様の
[00:34:17.839] お母さんにはあったけど。よし
[00:34:24.599] だるいな、これ見せるんかい?マナーの
[00:34:27.119] 押し付けてノアボンマンの極みだぜな。
[00:34:31.159] マジでもうマナーとかきしいよな。な、
[00:34:35.320] 何?あ、くしゃめてるよ。
[00:34:42.599] 俺がマナーだ。
[00:34:48.879] どっか行っちゃった。どっか行っちゃった。
[00:34:50.783] [笑い]
[00:34:53.599] ノーマナー多分ちゃま君が想像してるマナー行。
[00:34:57.560] マナー師じゃなくて単価みたいなの先生
[00:35:00.320] 違うよ。あの白い服着とあのこういう先生じゃん。なんかえがえでもエがちゃん、エガちゃんにぶち切れて死ねって言ってたよ。じゃあマナーかも。
[00:35:11.744] [笑い]
[00:35:12.839] 絵が頭にぶち切れて死ねみたいなこと言ってたけど。それはマナーどうなんかなと思ったけど。ま、マナーってでもゴミですよね。あの本当に俺キモいマナーキモいなと思うマナーがあるんだけどさ営業やってるとさなんかこう反抗さなきゃいけないのあるやん。
[00:35:26.880] あの、おじ儀ハって知ってる?あれキモない。おじハって知ってる?上司
[00:35:30.084] [笑い]
[00:35:35.160] に向けてこうやってダブル
[00:35:37.640] じて俺なんか1番下っぱだから1
[00:35:39.480] 番傾けなきゃあかんねん。あれきやろどう考えても
[00:35:43.440] 意味ある?
[00:35:45.040] 意味なかなくない?おじ儀ハうキモいわ。くまれ
[00:35:52.079] まっすぐにしろ。キモいな。キモいね。
[00:35:54.079] ふぞり返って反抗する。
[00:35:56.200] いいね。こうやってこういう反抗すね。こういう反抗。
[00:35:58.249] [笑い]
[00:36:00.079] こういう反抗したら次こうやって
[00:36:03.400] 笑笑
[00:36:04.040] 逆ゾりハ。あん。ラグラー像。え、マーディラスってどこ?
[00:36:06.765] [鼻息]
[00:36:11.800] 逆斜めに傾けべ。
[00:36:13.720] 逆斜めにな。茶番君のところ。そうだよ。ちゃまくのところ。そう。
[00:36:22.839] え、ちゃま君の会社なんてあれだよ。
[00:36:27.000] でも謝罪会の時は前去年去年までつい去年まで修行修行
[00:36:34.119] 8時半からなのに8
[00:36:36.040] 時から調礼やつや。もちろんそこはあのお金つかないからね。
[00:36:37.550] [笑い]
[00:36:43.880] そんなのデジタル化して紙廃止しろ。俺もマナー行使になって主流のマナーに対抗していくか。
[00:36:50.680] 意味わからん。
[00:36:51.400] 逆マナーし。
[00:36:53.760] え、で、あれだよ。毎朝さ、なんか毎さな月で
[00:37:00.040] 1
[00:37:00.240] 枚なんか変な小殺みたいなのを配られて小みたいの配られてなんか仕事の友みたいな仕事の友みたいな。何これ?
[00:37:08.990] [笑い]
[00:37:12.839] 3連続師匠。甘。甘。お前なんだ?笑。
[00:37:17.760] 仕事の友みたいなの配られてでなんかこう調礼の
[00:37:23.400] 1
[00:37:23.560] 番最後にこうなんか割り箸のくじ引かれてそれに橋本って書いてあったら読むねん。それお声に出して声に出して読んでな。笑それをて金
[00:37:32.570] [笑い]
[00:37:37.640] 声に出して読んで1
[00:37:39.079] 分以上感想を言わなきゃいけないっていう回があった。
[00:37:43.051] [音楽]
[00:37:43.359] やばくない?やばいやろ。
[00:37:45.015] [笑い]
[00:37:48.720] 地獄。
[00:37:49.720] 地獄やで、あんな。え、こんな何?何してんの?このガキとんでもねえな。三クわ
[00:38:00.920] 槍り通ない
[00:38:02.359] と。止まらないよ。に改変させて大声で読みたいなって。しまさんこんばんは。しまさん、こんばんは。やばいよな。
[00:38:04.011] [泣き声]
[00:38:12.040] やばいよね。なんかそのま、よくわかん
[00:38:15.440] ない。なんか偉人のなんか仕事に対する
[00:38:20.880] なんかあのマナーみたいな
[00:38:25.599] クレームをえんだと思えみたいな。
[00:38:27.591] [笑い]もうええてもうそんなもう
[00:38:29.680] クレームはクレームだろ。クレームは
[00:38:33.040] ありがたいと思いましょうみたいなキモい
[00:38:36.000] ねん。笑笑。
[00:38:37.640] キモいねん。あ、なんだこれ?ごめんなさい。大丈夫でしたか?なって
[00:38:47.896] [笑い]
[00:38:49.079] やっぱな。そうだ。俺たちみたいなな
[00:38:51.599] 俺たちみたいなそういうところで働くしかねたよな。キモいよな。キモいよな。あの風潮な。そうか。ならば俺が魔法の使い方を教えてやろう。
[00:39:00.341] [音楽]
[00:39:06.119] フレームはありがたい越だと思っています。
[00:39:08.857] [笑い]
[00:39:09.000] そうそうそうそうそうそうそう。そこから縁が広がると思いましょうみたいな。われ覚えておくとこれがメラゾーマという呪文だ。やばいやばいやばいやばい。
[00:39:28.240] やめろ。え、ぬわーじゃん。
[00:39:32.240] え、ヌアスパパーじゃないの?
[00:39:34.760] そのルール書いた人臭そう
[00:39:36.599] だ。そのだからその世の中にはそのだから変なしさん
[00:39:40.119] 変なその変なその何なんつうのしなんて言うの?その偉い人のなんか仕事に対する言葉を
[00:39:47.400] 1
[00:39:47.680] ヶ月分まとめたやつをそういうなんか古臭い考えの会社に売ってる会社があるんだよ。もうそれが
[00:39:55.040] 1番悪だと思うけどね。それが
[00:39:57.160] 1番悪やの。お金払ってんねんね。
[00:39:59.680] なんか回避みたいなで毎月届くのよ。
[00:40:03.079] 毎月届くのキモいんやろ。金払ってんだよ。あれにバカだよね。で、なんか他にもなんかあったね。もう最近見なくなったけどモチベーションアップ株式会社って知ってる?あ、これ言わない方がいいかな。
[00:40:16.322] [笑い]
[00:40:20.359] 出た。
[00:40:20.920] あ、[笑い]
[00:40:21.960] 名前が怖い。
[00:40:23.000] 貼ってあったで。俺の会社。
[00:40:25.280] あの、あのポスターが貼ってあるとこはブラックっていう
[00:40:28.112] [笑い]
[00:40:30.560] 怖い。
[00:40:31.359] モチベーションアップおもろすぎる。
[00:40:33.560] モチベーションアップ株式会社っていうところのポスターそれもだからその察しと一緒でポスターを金払って毎月なんか新しく送ってくんだけどそのポスターがもうえぐくてもう経営者目線のエゴでしかないの。
[00:40:46.480] あの、あの、頼まれた仕事に脳とは言ってはいけませんみたいな。できないじゃなくてできる方法を考えようみたいな。
[00:40:56.278] [笑い]
[00:40:56.400] くらいなら給料上げろって話。
[00:40:59.160] できないじゃなくてできる方法を考えようみたいな。
[00:41:03.483] [笑い]
[00:41:04.960] 怖すぎ。
[00:41:05.960] そういうそういうポスターやばいやろ。マジで地獄やで。地獄やで。そういう社風だからうちは。
[00:41:10.033] [笑い]
[00:41:19.200] うん。有で休んだら次の日調礼で休んだ理由話すんだから。なんか今自分で言ってたやばいな。うちの会社
[00:41:29.640] キッつ[笑い]
[00:41:31.280] プライベートなんてないからね。100
[00:41:32.480] 万円重要員がくれって言ったらできないと言わないんだよな。関西の行政人出ないから給余
[00:41:36.233] [笑い]
[00:41:39.640] 2万ぐらい上乗せしたら倍率
[00:41:41.920] 50倍みたいなニュースあったね。
[00:41:44.480] モチベーションって売ったらコに出てきた。下げ下しやば。
[00:41:46.058] [笑い]
[00:41:50.643] [鼻息]
[00:41:51.599] 激やばじゃん。
[00:41:52.560] 激やだね。下しやばね。今ここで楽にしてって良いが兄ぐみでな。せいぜみに会えぐがばい。
[00:42:00.240] より金くれ
[00:42:01.280] なあもモチベーション上げたいんだったら金あげんのが一番いい。あ、
[00:42:07.520] シプ様ごめんなさい。私のせいで。う、私なら大丈夫だ。パパス以上だな。パパスより強い。
[00:42:14.224] [鼻息]
[00:42:15.240] 私のことよりもみん違う。私のことよりもミくわ。お前のお前こそ怪我はなかったな。はい。私は平気です。そうか。ならば何よりだ。しかし
[00:42:27.559] ちープ様。はあ。さすがにかなり答えたようだ。このままではいかんな。
[00:42:30.599] [ため息]
[00:42:37.000] そこの方すいませんが私に肩を貸して教会
[00:42:40.160] まで行っていただけませんか?
[00:42:44.880] 肩つってんのになんで手やねん。
[00:42:49.594] [音楽]
[00:42:58.040] ありがとうございました。あなた方の
