[00:00:45.399] 今日は茶色やな。
[02:16:33.359] 俺がいやってないよ。レみたい。
[02:16:36.679] 俺の俺が高校高校の時に初めてできた彼女
[02:16:41.559] 彼女はもうとんでもない槍だったよ。とんでもないやりマだったな。あ、やりや。一緒にやってたんだけどマイクラ。うん。
[02:16:55.080] どっちのやりマんだ?
[02:16:56.559] やりやり好き。
[02:16:57.840] やりマんマジか。
[02:16:59.080] やりが好きだったんだ。で、教育実中に来た大学生のやつ生えてたのか。
[02:17:06.359] 大学生のやつ。
[02:17:07.000] やの姫
[02:17:08.040] 大学生とあのなんかよろしくなっちゃってね。
[02:17:17.200] なっちゃん
[02:17:18.120] おかしいと思ったんだよな。おかしいと思ったんだよな。
[02:17:23.559] え、なんかあるよ。
[02:17:24.760] やり満製造機
[02:17:27.519] 茶げはよろしくする前にバイバイ
[02:17:32.439] ね。
[02:17:32.920] 今は3時の母親よ。
[02:17:35.439] いや、マジでなんかそうそんな感じになってそう。なんか山ガールになってたな。一時期。おいおいおい。こんなあるやん。
[02:17:50.559] これちょっとレアなんじゃないの?これレアなんじゃないの?これ
[02:17:53.960] シャコタンしたプリウスでイオンへ買い物
[02:17:57.639] 7
[02:18:01.639] て使い鉄使いこれレアなんじゃないの?ファイアチャージ全然知らねえやつがいっぱいあるな。これもらっちゃっか。
[02:18:17.280] 金りんゴあるやん。
[02:18:19.000] 金りゴって何?背景がすけて見える。
[02:18:21.800] たくの背景がすけて見える。すけて見えるっていう俺の背景配信のあれじゃない?多分ピントがうーん。
[02:18:34.719] あ、それか。
[02:18:37.240] これ何なの?これ
[02:18:41.639] ライトの成果時々すける。
[02:18:45.000] いや、あれだよ。ピントだと思うよ。ピント。
[02:18:53.960] 全然腹満たされないね、これ。
[02:19:13.800] い、
[02:19:16.599] 血糖値バグ上がり。今眠いだろうな。珍しく姿勢良かったからそっちに会ってたんか。
[02:19:28.639] 俺って何?姿勢悪いつも。おい、パンプキンもあるぜ。
[02:19:42.439] ま、こんなもんか。こんなもんかな。こんなもんじゃない。
[02:19:50.399] すると猫背なるよね。笑笑。
[02:19:54.040] もうあとは本番でしょ。あとは本番やな。あと本ん。満足したわ。あと本番だ。
[02:20:03.840] タイヤは取りません。本番としにい。
[02:20:06.600] いやいやいや、本番は本気でやりますよ。それ本番はいや、今も本気だけど。今も本気だけどね。倒したけど知らねえぜ。
[02:20:15.200] 1盛り上げてよ。
[02:20:16.880] 盛り上げるに決まってるやん。任せとけ。大丈夫だよ。あんまり練習しすぎてもしゃあないってことやね。あんまり練習しすぎてもしゃあなねよ。
[02:20:30.080] 最後まで残るのはちゃま。
[02:20:32.200] そう、俺、俺がわかんねえじゃんな。俺が残るかもしんねえし。
[02:20:35.120] 俺が残るかもしんねえし。いや、配信しづれな。なんか
[02:20:39.160] 別の参加者はしっかりしてるね。
[02:20:41.439] 何何何?何?裏で別の参加者?嘘、みんな。え?裏で他の配信者何練習してんの?大丈夫だよ。安心しとけって。マゲーマーやるんだから。こ、本番の男なんだから大丈夫だよ。本番の男なんだから。
[02:21:00.880] ャンネルもやってますと。
[02:21:04.240] Kチャンネルもやってますと。
[02:21:07.080] 順調だったけど
[02:21:08.680] これで本番しょうもない4
[02:21:10.200] に語したらどうしますか?不安しかない。
[02:21:13.280] どうするって?どうするもクソもない。それはもしやそうならないけどそうなったらごめんなさいだよ。そうなったらごめんなさいでしょうよ。引退大。
[02:21:27.359] 最初に死んだら次回数ね。坊主。
[02:21:30.439] スーツで謝罪
[02:21:32.000] 大丈夫だっつうの投げんな。やったことあんだから
[02:21:37.520] 1
[02:21:37.680] 回大丈夫だよ。え、でもあれじゃない?あ、ま、あ、北太郎さんもやってるな。
[02:21:43.439] 香川、香川で来週愛で再沖縄にいるでな。会いに来てな。
[02:21:47.960] どっかしら行こうかなと。まだね、そんなにね、声かけれ
[02:21:54.160] けちゃんの代わりにチま東京転勤。
[02:21:56.960] 大丈夫、大丈夫大丈夫。
[02:21:57.720] え、何けいいちゃ?何?東京に転勤なの?東京に転金なの?けいちゃん?え、じゃ、全然会えるやん。会えるようになるんだ。へえ、こっち来るんだ。いいね。
[02:22:07.479] らしいぞ。
[02:22:08.319] へえ。めっちゃいいじゃん。めっちゃいいのかな?
[02:22:11.960] 今埼玉。
[02:22:13.439] え、今埼玉?え、めっちゃけえじゃん。今埼玉なの?
[02:22:17.800] さんのおすすめの店行こうぜ。
[02:22:19.720] あの焼肉屋な。あのたけえ焼肉屋。あのえ焼肉やな。
[02:22:24.760] 埼玉だよ。この前僕行ったやん。
[02:22:27.359] そうな。え、ごめん。全然全然覚えてないし多分これも忘れるんだろうな。全然覚えてないし。これも多分忘れるんと思うわ。
[02:22:37.840] 笑笑うんって返事してたぞ。
[02:22:40.359] うん。笑覚えてない。そんな
[02:22:43.120] そんなん全然覚えてないよ。全然覚えてません。あ、そうなんだ。へえ。じゃあ遊び行けるな。遊び行けるな。遊、遊、遊んでくれるかの問題だけど。まずはな。
[02:22:55.399] じゃあじちゃん誘って飯行けるね。リスナーはただの文字ですか?
[02:22:59.560] いや、まあ、そうだよ。
[02:23:01.479] 病人っぽい2
[02:23:02.439] 人とちゃまくんか。まあ、どっちもどっちもな。どっちもまあ確かにちょっと病人っぽい病人ま、病人っぽいってか
[02:23:11.880] 1
[02:23:12.000] 人はマジの病人なんだけどガチ病人なんだけど
[02:23:14.880] 1人は
[02:23:15.880] 文字から金送られてくるの気持ちいい。気持ちいい。気持ちいい。文字から金もらうのが一番気持ちいい。罪悪感ないから。
[02:23:24.319] 文字から文字から金もらうのが
[02:23:26.680] 1
[02:23:26.800] 番いい気ませんじゃない?大悪感ないもん。これが対人だったらいいやいやもらえないですよ。そんなんもらえないですよ。てなるけど文字だしなんかシステムで送られてきてるだけだから。
[02:23:36.840] と魔法使いと患者のプト
[02:23:39.120] あのあのシステムでお金もらってるだけだから別何の何もうざすってありがとうってそういう感じ。
[02:23:49.399] どこまで行っても壁が
[02:23:53.680] 何何何も
[02:23:55.319] そうの仕様だから
[02:23:57.439] どこまで行っても壁がってならないあ俺との間にそれあるよそりゃそれ配信者とリスナーの後もあるでしょ。それ配信者の方が偉いでしょ。そり大王兵王兵王兵大王兵だから当たり前じゃん。俺のが偉いに決まってんだ。
[02:24:14.600] 呼ぶぞ。
[02:24:16.040] 配信者と素人わあ。
[02:24:20.640] 何が何が配信者と素だよな。俺だってもう
[02:24:27.600] パンピーオブンピーなのに。パンピーオブンピーなのに。でもみんなはもっとでもパンピーだから冗談だよね。
[02:24:37.080] インフルエンサーの冗談冗談冗談だからやめて。
[02:24:41.479] の方と結婚って言うんやろな。
[02:24:43.960] 俺なんかさ、こないだもなんかそれ思ったわ。うん。
[02:24:48.240] いや、あなたも一般の方ではっていうのあったな。全然
[02:24:51.600] 報告。
[02:24:52.560] 全然そういうの見るたび思うわ。見るたび思うわ。なんかいや、ま、言うてあなたもさ、そりゃさそれで食ってってるじゃ別だけどね。あんまりこう言わない方がいいかな。こういうこと言わない方がいいかな。いや、わかんない。とりあえず自由だ。
[02:25:08.760] あれリアルフ吹いた。メディアに露出してない。怖いね。証人よって。
[02:25:12.960] ま、別にいいんじゃない。別に自分の好きで
[02:25:15.920] 俺はもうあんまりお前ら、お前らに乗せられて余計なこと言いたくないわ。おめらに乗せられてなんか俺の発言見たくなるのも嫌だし困るんだよね。いっつも
[02:25:28.560] になっちまったな。
[02:25:29.520] なんかなんかさ、違うよ。なんか
[02:25:32.160] 笑笑
[02:25:33.200] ちげえんだよな。
[02:25:33.960] 発言やろがい
[02:25:35.240] ちゃうねん。なんか言わせれてるんすわ。
[02:25:38.120] 毎日毎日おめえらになんか
[02:25:40.920] リスナーは配信者に似るって言うしね。
[02:25:45.120] 似てきた。
[02:25:47.080] 女村ダ断尊
[02:25:49.439] 俺らはちゃま君に勢いつけてるだけだからみんな太るんか本当。ジ
[02:25:54.880] ンソン女の思考を俺上つけられてる。お前らにみんなのせいだからね。みんなのせいだから。
[02:26:02.359] 女
[02:26:03.000] みんなのせいだからね。
[02:26:04.319] あのなんか皿洗えとかさ、
[02:26:07.680] ジャンソン歌手いたジャンソン邪魔が発ったんサラえとか言わされてんねん。言う言うと喜ぶやん。
[02:26:15.279] とアから始まってるから。
[02:26:16.720] いや、マジでもまジそりはそう。そりそう。俺は女何回も寝取られて浮気されてる。だのグラビトン野菜だのも言われ。俺も女っていうようになった。私たちが言わされた。
[02:26:30.040] 女性ね。女性女性。
[02:26:34.319] 大事にしよう。女の子。女の子に優しくしよう。
[02:26:37.800] でもY
[02:26:38.279] は嫁ま君に精神的にされたので許さない。
[02:26:43.120] Zマンの嫁はもうな、
[02:26:46.760] Zマの嫁はもう俺に続痕んだもんね。
[02:26:50.479] 笑笑。
[02:26:50.840] だってホーム画面俺でしょ。ホーム画面俺らしいよ。れ
[02:26:54.960] 街受け俺にしてたらしいよ。もう不倫やん。ごめんな。
[02:27:01.439] 不倫じゃん。もうそれは不倫じゃん。ごめん、ごめん。い、いい気分しないよね。いい気分しないよね。うん。まあ、でも
[02:27:13.240] だから最近早いんか?精神的とあ団しょうがない。しょうがない。でもそれはしょうがない。
[02:27:18.960] 初めてんとある側に
[02:27:21.040] ネット寝りした。ネットネトりネトネトしちゃった。ネトネトネットネトりした。ごめんな。モてるよ。
[02:27:33.800] モてるよ。配信するとみんなり
[02:27:37.120] モてるよ。みんなもうDMなりまないん。
[02:27:39.319] 言わされてる。
[02:27:40.560] 言わされてる。うん。言わされてる。こんなにこんなん
[02:27:44.359] 1mm
[02:27:44.680] も持ってませんわ。でもありがたいわな。ありがたいっすわな。なんかそうやって
[02:27:49.800] ありがたいわな。ありがたいっすわな。
[02:27:52.200] なんかあの夫婦で見てくれてんだもんな。結構いるんだよ。
[02:27:58.680] でも結構いるんだよ。俺の配信夫婦で見てますっていう人やっぱ母性だな。今の受け息子だからな。
[02:28:06.040] あ、そうなんだ。
[02:28:06.720] 負けたか。
[02:28:07.319] うちも
[02:28:08.840] ふで見てんだ。え、奥様はな、奥様にも認知。お前嘘だろ?
[02:28:15.640] お前嘘だろ?独身やろ。おい。
[02:28:20.359] 奥様もご覧になられてるんですか?じゃ、俺のそういう発言でもやっぱネタだって分かってくれてるからな。俺がそうなんかよく言うじゃん。なんかサラーライブは女の仕事だって言わされてるんだけどね。みんなに
[02:28:34.600] ちゃまげコンしたい。
[02:28:35.760] ちゃまげコン。俺のリスナーでちゃまげコンそしたら俺とかごまして
[02:28:43.279] 寝たネタ寝た寝た。
[02:28:44.560] あの、そしたら、あの、もし茶まげ婚する人がいたら俺がじゃあ結婚式あ、いいです。いい。そう、そう、そう、
[02:28:52.560] そう、そう、そう。みんなで
[02:28:53.760] やらんぞ。なコド、
[02:28:55.359] ナコードやるわ、俺が。じゃあ友人代表挨拶みたいなのやるわ。じゃあ代表挨拶したるね。俺がありたいすね。なんかそう、なんか
[02:29:10.080] 家族総然。絶対
[02:29:11.800] 3つの袋の話しないで。
[02:29:14.240] 任せたは
[02:29:16.279] 3
[02:29:16.479] つの袋がありますと。
[02:29:20.279] 3つの袋。大事な3つ袋
[02:29:25.000] おちやん。それ
[02:29:25.800] ちゃんと棒配信者みたいに結婚式に動画作ってね。
[02:29:29.880] 何それ?そんな某配信の意味で言いそう
[02:29:32.160] 言うだろうな。言うだろうな。言うだろうな。ま、冗談ですけど。冗談です。
[02:29:37.520] 左と右の袋で。
[02:29:40.319] いや、1つだろあれ。1つだろあれは。
[02:29:43.479] 左と右の袋ってねえだろ。はい。ということでね、もういいかな。
[02:29:52.160] 店頭虫のサバお願いします。おめでとうございます。
[02:29:56.359] 結婚おめでとうございます。ということでね、土曜日ねやりますから配信あのイベントねありますんで皆さん是ひ
[02:30:04.680] 中で行方不明なって焦るよな。
[02:30:06.880] なんねえよ。何それ?
[02:30:09.439] 結婚式かいな。笑。
[02:30:11.359] なるの?え?ならなくない?何それ?病気じゃない?それわかんねえよ。
[02:30:18.920] ごめんね。女の子。女の子いるのにほんまごめん。
[02:30:21.840] ほんまごめん。女の子いるのにちょっと金玉の話させて欲しいんだけど。え、金玉
[02:30:25.439] チか。
[02:30:26.439] 金玉1
[02:30:27.399] 個行方不明ならなくね?常にあるだろ。怖。何?
[02:30:31.720] 体内に移動させることはできる。
[02:30:34.240] 寒いと隠れて上に行かない?
[02:30:39.520] 体内に
[02:30:40.439] かけか。
[02:30:41.279] 体内に
[02:30:42.800] 体内に移動させることはできる。
[02:30:45.640] こっかけ。笑。
[02:30:47.920] こっかけって何?こっかけってこう女の子たちには何の話してるかわかんないと思うけどね。確かにね。あのね、カテカなら常識だぞ。
[02:30:57.720] え、そうなんだ。そうなんだ。
[02:31:01.160] そんな手ジみたいなことできんな。
[02:31:03.160] できんのね。笑笑
[02:31:04.600] できるできる。確かに体内に
[02:31:06.359] こいるやん。
[02:31:07.399] 体内に移動することはできる。確かに行方不明なんて焦ったりはしないけどね。
[02:31:13.399] さの袋の話だね。金的対策。
[02:31:16.840] そう。あ、金滴対策で。でもそから体の中にナするコけをダブルで。
[02:31:24.240] へえ。そういうのあるんだ。そういうのあるんだって言いながらちょっと自分の金玉触るみたいな。
[02:31:32.800] お前らも今触ってんだろな。お前らも今触ってんだろ。え、そうなんだ。草。
[02:31:40.000] へえ、そうなんだ。ゴそゴそてやってんだろ。どうせ
[02:31:42.920] ちゃんとあるかな?笑。もみもみなんでバれ?
[02:31:47.439] 俺も今確認した。え、今ちゃんとあるかな?
[02:31:50.080] メンタリズム
[02:31:50.920] ちゃんとあるかな?て男は別に意味なく触るから。金玉ってそういうもんやから。そういうもん。
[02:32:00.160] 触ってると安心するんだよ。
[02:32:01.960] よかった。あった。3
[02:32:03.520] つある人もいるらしい。
[02:32:05.479] 笑笑。握って寝てるやついるね。
[02:32:08.359] あ、握って寝るよ。俺も握って寝る。
[02:32:11.040] 生まれた時から
[02:32:11.840] 握って寝るて毎晩じゃないけど、そういう時もあるんじゃないの?
[02:32:15.600] そうあるでしょ。あるでしょ。無意識に突っ込んでる時。そんなんはもうね、これもうあの女性の皆さん衝撃かもしれない。え、嘘。
[02:32:25.439] なんか邪魔ゲーム汚いと思うかもしれないけど、世の中の男とこみんなやってますから。そんなもんは。そのなんかいらしいことじゃないのよ。これはいらしいことじゃない。あの、自分を守るために
[02:32:35.880] 落ち着くわ。
[02:32:36.760] 落ち着くんですよね。なんか安心感ある。
[02:32:39.680] 触った手でその辺触らないで。僕もそうやし。子供みやってるわ。すまんけどやってない。
[02:32:47.600] すいません。ほんまそうやね。ほんまにね。触っててその辺触らんといてもらってええか。
[02:32:54.040] ドアのぶらないで。
[02:32:56.479] 部屋出れねえじゃねえか。じゃあ部屋手じゃあ分かった。洗い洗いに行きましょう。あ、もう行けない。積んでんじゃねえか。じゃあ未室でやっちゃったら終わりじゃねえか。まあね。あの
[02:33:10.880] 足で開けな。
[02:33:13.200] こうやって金玉金玉こうやってあつって無理がある。まあまあまあそんなそんな感じっすね。
[02:33:23.920] 足は水ムつくから肘で開けて。
[02:33:26.720] もうひどい。世の中のお
[02:33:28.840] 触ってんだよ。
[02:33:29.760] 世の中のお父さんはこういう扱いされてるわけですよ。手は汚ねえ、足は水虫とかかわいそうじゃない?男のさ、地位をもっと向調させましょうよ。こかわいそうですわな。家に行っちゃ邪魔だと言われてな。
[02:33:46.600] 日曜日の昼間は個室ビデオですよね。もう行く場所なくなっちゃって。桃太郎とか行くんでしょうね。桃太郎とかね。
[02:33:55.240] そうだよな。つれな。つれな。
[02:33:59.439] 選択は別にしろと言われ。
[02:34:04.520] そうな。そうな。ま、ちょ、パパのパンツと一緒に洗わないでよって言われて
[02:34:11.439] 言い方
[02:34:12.319] かわいそうに。お前誰の家をおもとんねんみたいなね。みたいなこともありますよ。
[02:34:20.359] で叫ぶおじさん出来上がっちゃうね。
[02:34:23.880] そういうやつも慣れのは果てなんだろうな。
[02:34:25.840] 黒の残りゆお父さんのだけされる。
[02:34:32.040] こうやってぶお父さんが一番最後ね。
[02:34:34.760] そんな背景が
[02:34:35.640] お父さんが1
[02:34:36.160] 番最後ね。風呂入んのはちなみにそうこういう風に出来上がってくんだよ。怪獣が俺たちのせいかもしれないな。俺たちのせいかもしれないな。
[02:34:49.840] そ叫びますわな。
[02:34:52.080] 早稲田大学医学部頭悪くないか?選択に使う。
[02:34:57.240] お父さんの残りは選択に使う。え、それはいいの?それこそちょっと嫌なんだけど。嫌じゃない?なんかそれちょっとなんかちょっとやじゃない?わかんない。ごめん。お父さんいないからわかんないけど俺。
[02:35:07.279] 頭悪いおじさんの見る目変わったわ。
[02:35:09.720] そうなんだよ。そういう
[02:35:10.720] 本当だからだ。
[02:35:13.479] うん。あ、
[02:35:14.560] そうなりますわなという感じです。
[02:35:20.279] Minecraftだいぶ分かりましたわ。でも
[02:35:22.120] Minecraftだいぶ分かりました。ということで
[02:35:25.040] 10ん、なんだ、明後日の12
[02:35:27.720] 時からやりますんでね、よかったら
[02:35:29.319] はい、
[02:35:29.800] よろしく。頼みますわ、皆さん。
[02:35:31.880] 明日はもうもうドラクやろっかな。明日ちょっとドラクやるか。
[02:35:36.680] 12
[02:35:36.960] 時ぐらいまで。ちゃっと。あ、ま、あ、帰り遅かったらちょっとできないかもしんないけど。ま、そんな感じですわね。
[02:35:42.040] 余裕じゃん。
[02:35:43.560] 余裕余裕。12
[02:35:44.359] 時なのか、24時なのか。
[02:35:46.240] え、昼の12時からです。昼の12
[02:35:47.960] 時から。昼間
[02:35:48.960] シュシュっと
[02:35:50.040] シュシュっとやっちゃいます。シュシュっと。シュシュっと。マイクラええやん。マイクラええやん。ま、詳しくは詳しくはあの
[02:36:00.240] KチャンネルのTwitter
[02:36:01.800] をチェック。詳しくは
[02:36:04.399] KチャンネルのTwitter
[02:36:05.479] をチェックでチェしてください。もう
[02:36:08.200] 1回URL貼っく。もう
[02:36:10.720] 1回URL貼っく。
[02:36:14.399] よチェキラ
[02:36:15.800] よチェキやぜよチェケラちょから始まるリズムに合わせてはい
[02:36:26.240] URL省略
[02:36:28.840] よチキチェキラちょ
[02:36:32.000] ね言ってますけども言ってますけどもちゃうねん俺ドラクエもはよクリアしたいんですよもういい加
[02:36:39.399] で、違う。チェけ。
[02:36:42.760] ちょっとね、次今ドラクエ
[02:36:44.399] 7
[02:36:44.680] やってますよね。もう全然話全然変わりますけど。ドラクエ
[02:36:47.120] 7
[02:36:47.359] 終わりましたら終わりましたらね、もうレトロゲームこれ始めさせていただきたいなと思っておりますよ。思っておりますよ。レトロゲーム月刊おります。もうちょっと最新最新のゲームやりすぎ。最新のゲームやりすぎ。最終
[02:37:04.120] 量シーズン
[02:37:05.760] あのやりすぎ。最新のゲーム。
[02:37:07.920] もう最初のゲームしか最近やってないからドラクエ
[02:37:09.920] 12
[02:37:10.600] えとかやって、え、ゴーストオブツシマ、ゴーストオブツシマもやって、え、ゴーストオブ妖定やってね。で、ドラゴンクエストセブ、もうこれ最新ゲームやりすぎなんで、もうちょっと初心に帰れよと。チャバゲーム、お前はレトロゲーマーとして
[02:37:26.640] やってきたんじゃないのかということで
[02:37:29.160] ポコアやってほしい。
[02:37:30.279] ポコアやな。ポコはやりません。やるともしやるとしてもまだや。
[02:37:37.359] おなシャス
[02:37:37.880] やらんやらん。
[02:37:38.960] 魔物語1-2マ
[02:37:41.399] 迷います。やりたいゲームがたくさん。うスもやりたい。シャスもやりたいし魔物語だら本当に面白い。
[02:37:50.800] 2周目やるなら言ってね。見ないから。
[02:37:53.880] なんでだよ。あ、ポコはね。ポコはやらない。ポコはまだやらない。まだまだやらない。ただもう買って持ってはいるんでやれるという状況を作って。
[02:38:00.600] やるべ。作ったバーガー再現なんかしちゃってさ。
[02:38:04.160] やったねん。
[02:38:05.800] やって。お前再生回数
[02:38:07.399] 32
[02:38:07.960] 回とかだった。やらないって。やるか。そんなもうやるか。あ、僕夏ね。
[02:38:15.720] 笑笑。
[02:38:16.200] 僕ナもありだけど。
[02:38:17.080] 大赤字。
[02:38:18.040] 大赤字も大赤じ。お前コストで
[02:38:20.760] ったら伸びそう。
[02:38:21.680] コストコでバカみてに高けえ肉買ってきてさ。コストコでバカみてに高い肉買ってきてやって。大赤じ
[02:38:33.240] 30回やで。ひどいやろ。ま、そんな感じ
[02:38:37.319] ですわな。ま、ちょっとレトロゲーム
[02:38:39.200] ちょっとやっていきたい。レトロゲームを
[02:38:40.920] ガツりやっていきたい。ちょっとここから
[02:38:42.560] は。で、4月の2、今の、今んとこの予定
[02:38:45.479] ね。今んとこの予定ね、別に何の何のあの
[02:38:48.880] あの告知もしてないし全然変わるかもしん
[02:38:51.120] ないんだけど4月22
[02:38:54.000] ちげえわ。25、25
[02:38:56.160] の土曜日、土日か土日で、ま、ちょっとじんちゃんとゲームでもやろうかっていう話にはなっているところでございます。何やるかも決まってないんですけどね。じゅんちゃんと
[02:39:07.680] 2人でなんかゲームやろうかって。
[02:39:09.080] おお。
[02:39:09.840] ま、何やるかわかんない。モンハンセカンド
[02:39:12.000] G
[02:39:12.200] でもやるかって言ってんだけど、ま、でもセカンド
[02:39:14.560] Gをやる環境を整えるのが結構大変で。
[02:39:17.680] トジャムやな。
[02:39:18.800] トジャムはもうえって。お前見たいんか?トージャム。トージャム。そんな見たいか?
[02:39:23.399] セカジーっつ。セカジーとかいいよな。
[02:39:26.120] ついにデュンのフィールドへ力ゲ
[02:39:28.800] フィールドなんか強力ゲーでもいいし。
[02:39:32.240] 正直見ない。
[02:39:33.399] なんでやねん。ああ、トジャムね。トージャムはね、トージャムもではいつかやるかもしれないしな。なんかとりあえずなんかレトロゲームやりたいね。なんかレトロゲームやりたいということで、ちょっとドラクエ
[02:39:46.680] 7
[02:39:46.920] もやり、もちろん最後までやりますけども、なかも、もうクリアだと思うけどな。もうクリアだと思いますけどね。そろそろね。
[02:39:53.319] というわけで、もうちょうど
[02:39:55.960] 12時えな。
[02:39:56.560] モンハン4Gみたい。
[02:39:58.439] モンハン4Gってなんだっけ?DSか。
[02:40:00.560] DSのやつ。DSのやつか。DS
[02:40:04.040] ね。ま、ありだね。2
[02:40:05.520] 人でY
[02:40:06.000] ワイワールド。最後に業商人のババーのもノまねください。
[02:40:10.040] え、よいよ。はい。やれね。はい。これ業ババーバ。
[02:40:15.800] サブレイクでもいいよ。
[02:40:17.760] サンブレイク。
[02:40:18.840] パチパチパチパチパチパチ。
[02:40:20.920] 最近の最近のモンハンはやん。
[02:40:23.120] 最近のモハおす
[02:40:26.240] ということで配信終わりね。ということで今日終わりです。
[02:40:30.240] レジムプ。
[02:40:30.960] 今日終わりです。ありがとうございました。またお会いしましょう。ゲームでした。ま、もうマイクラ分かったわ。もうマイクラは完全に理解ったんで、ま、これで本番望みますわ。ありがとうございました。ということで、今日は
[02:40:45.439] Kチャンネルにでもレードしよっかな。
[02:40:48.160] Kチャンネルでも連っかな。
[02:40:51.880] チャーマさん、あざす。
[02:40:55.279] チャーマさんやったのって。今日やってたでしょ?どうだったの?て多分言われるだろ。
[02:41:01.680] レドできるの?
[02:41:02.880] え?レドできないの?
[02:41:04.120] 分かったなら本番絶対質問するなよ。声高いよね。
[02:41:08.840] 分かったなら分かったなら本番絶対なんでやねん。いや、みんなで作り上げるん。声高いよ。けいちゃんは声高いね。
[02:41:17.720] チャマさん、今日なんかマイクラの練習してたでしょって言うだろうな。多分してたよって言って俺は落ちるわ。ということでありがとうございました。
[02:41:30.399] A
[02:41:30.560] チャンネルにレイド拒否られてるってます。
[02:41:32.760] いやいやされてね。されてないっていけるって。ということで、ま、とりあえず終わり。終わり。はい。終わり。終わり。て、平て。さようなら。
[02:41:39.399] お疲れ様でした。
[02:41:40.520] もう寝るね。あれさんありがとうね。お疲れちゃん。
[02:41:45.520] ほなね。
[02:41:46.240] ほなね。ほなね。うんちゃんもお疲れちゃん。
[02:41:51.160] お疲れんく。
[02:41:52.439] シさんもお疲れちゃん。
[02:41:54.800] ちゃんもお疲れ。
[02:41:56.200] おや。
[02:41:56.640] そのちゃんお疲れちゃ。そのちゃんごめんね。来てくれたとこねすぐ終わっちゃってみちゃんお疲れ。
[02:42:01.240] みがお疲れ。お疲れ。
[02:42:05.279] おやで。ミおミちゃんお疲れ。ミちゃんお疲れ。
[02:42:09.279] 落した。落した。落した。落した。お、
[02:42:11.640] 5050連続視聴じゃん。
[02:42:13.960] すごいじゃん。うんちゃんもペロもお疲れ。
[02:42:23.479] はいはいはい。終わり終わり。あ、そのちゃんもおり返のちゃんも
[02:42:27.040] 40連続し結構見てますな。
[02:42:30.000] 結構見てますな。にもお疲れちゃん。うんくにもお疲れちゃん。
[02:42:35.720] 本番も見に来てな。2
[02:42:36.880] 連続で泣いた。エンディ本どうなるんだろうな。
[02:42:42.200] エンディングってんだよ。
[02:42:44.960] レオンの光夢を派手なバカは今日は脱いで休み
[02:42:59.160] みんなに挨拶して終わる。
[02:43:02.560] いいじゃねえかよ。いいじゃねえかよ。だめか。
[02:43:07.760] みんなありがとねって言ってんじゃないか。はい、みんなありがとうね。
[02:43:11.840] はい、お疲れ様でした。
