[00:00:35.480] うお。
[00:33:46.960] 箱あんのずるない?
[00:33:53.080] しかもしか飯の時間それぞれ違うんだ。
[00:33:57.320] 結構ちゃんと管理してるんだ、その辺。
[00:33:59.519] こいつはまだ飯の時間じゃないらしい。
[00:34:02.600] 結構しっかり管理してる。ちゃんとした
[00:34:05.840] 企業なのかもしれない。受ける。
[00:34:08.000] ちゃんとした企業なのかもしれない。
[00:34:15.079] くチラおつい
[00:34:18.720] な。なんてひどい味なんだ。
[00:34:27.200] あす。本当だ。俺には箱がない。しかし
[00:34:30.079] このしかしこの部屋にはもっといいものが
[00:34:33.320] あるんだ
[00:34:35.599] ね。なんかさ、電気が勝手につくのやめて
[00:34:37.520] ね。電気が勝手につくのやだよ。
[00:34:50.119] この
[00:34:52.520] なんか
[00:34:55.119] ああ、懐かしいな。でもこうだからな。
[00:34:57.480] うん。レトロゲームってこうだから。うん
[00:34:59.680] 。あ、神BGM来た。神BGM来た。
[00:35:18.440] オオでどうしたんだっけ?ここはいいんだよな。すんで
[00:35:24.880] ボタンでメニューが出せてそこでセーブできるようで。
[00:35:28.000] あ、そうね。なるほどね。どこでもセーブできるんか、これ。とりあえずな、
[00:35:34.160] 排水行とかすごい匂いやろな。
[00:35:36.320] い、絶対くせえよな。
[00:35:39.640] うわ。ほら、みんな見て。足長。足長。こいつモデルだな。モデル。モデルの死体がある。
[00:35:54.680] 罪セーブありそう。
[00:35:56.359] え、罪セーブ?
[00:35:58.240] 微脚。
[00:35:59.319] 微脚すぎるだろ。ねえ、これマジでごめん。
[00:36:06.040] ちょっと操作がガチで酔うよね、多分。
[00:36:14.760] なんでこれ勝手に電気つくの?本当やめて
[00:36:17.839] 。
[00:36:24.160] こっちが正解ルートか。
[00:36:29.880] そこまではあってんだ。多分さっきこっち
[00:36:31.520] 行ったんだよな。
[00:36:32.079] これマップとかねえの?あ、マップとかないのかな、これ。あ、地図は
[00:36:38.359] Rボタン。
[00:36:39.160] にチま君の小さなスタンプ表示して。
[00:36:41.800] あ、酔うから。酔うから。なんか前さ、作んなかったっけ?なんかのゲームでそれなんかのゲームでそれ作んなかったっけ?あ、でもいいや。めんどくさいから。めんどくさいからいいや。みんな、俺も大丈夫。俺も酔うから大丈夫。みんなでえば怖くない。
[00:37:00.000] でもさ、これ落ちたら死んだよな、さっきな。
[00:37:02.839] おろろろろ。
[00:37:04.400] 落ちたら死んだよな。ん、大きな石晶とかグラグラしてるぞ。お、倒そうや、これ。え、何これ?これ倒そうや。おわ、列枠。カメラ列悪。これどうすればいいんだよ。
[00:37:30.800] 笑笑
[00:37:33.000] これを多分倒すんだと思うんだ。倒すんだと思うんだ。多分これ水に落ちたら死ぬからなんかあるんだろうな、アイテムが。ちょっと探しますわ。これは想像以上には想像以上だ。
[00:37:56.280] みんな簡単に手出していいゲームじゃなかったかもしれない。え、でも
[00:38:07.040] サークね。
[00:38:09.000] レッツアークだね、これ。まだファミコン版の方がまだ全然目には優しいぞ。これは震える。しかも何もないじゃん。何もねえじゃねえかよ。何もねえじゃねえかよ。
[00:38:23.319] え、こいつの骨使うとか?こいつの骨使うとかか。何これ?なんか水に向かって
[00:38:33.119] A
[00:38:33.280] ボタン押すとチャップチャップするんだけど。
[00:38:35.680] 何この機能?朝チャップ機能搭載。
[00:38:39.200] チャプチャプ。
[00:38:40.480] 何これ?え、これ調べて欲しいんだけどな。
[00:38:44.040] 神機能
[00:38:45.760] ふざけてんのか、これ?あ、これ調べらんないんかな?ちょっと待って。
[00:38:50.640] 落ちたら落ちたらお前も同じことなるけど。ちょっとギリを攻める。あ、これこれ以上先に進むのは危険かも。じゃ、これをさ、調べてくれつってんだよ。
[00:39:06.640] あ、あった、あった、あった。こんなところにいことだ。こいつも脱獄したんだろうか。
[00:39:10.400] 優しい。
[00:39:11.280] 優しいね。これはひろ。え、これ拾ったらできないの?なんかこいつの骨を使うみたいな。
[00:39:20.359] ないのかな?
[00:39:23.280] え、何すればいいの?これ。
[00:39:26.800] 俺どっから来た?俺こっから来たんだよね
[00:39:28.640] 。多分こっから来たんだよね。あ、待って
[00:39:32.000] 。なんかある。おい、なんかあるぞ。
[00:39:36.079] なんかあるけど、これは調べらないのかよ
[00:39:38.720] 。これは調べらないの。骨で取るとか
[00:39:43.359] ここでは使えません。これ誰の声なんだよ
[00:39:45.319] 。大き戸の言葉みたいな流れたね、今。
[00:39:49.680] 意味ありげな板。
[00:39:50.800] 意味ありげな板だよな。ああ、あれ?俺どっから来たの?なんかなり深だ。降りるのは危険だな。先に言っといてや、それ。ああ、だからさっきんとこ俺多分俺多分ここから出てきたんだよ、さっきな。こっから出てきたってことだよな。ちょっとギリギリまで。
[00:40:13.079] あ、え、なん?あ、意外とボイスもあるの?意外と意外とボイスもあった。
[00:40:21.960] ひえ、誰か早く早く来てくれ。急いがないと大変なことにあいつを止めてくれな。なんやねんそれ。なんかなんやねんそれ。
[00:40:35.599] 言うだけ言って何?え?する
[00:40:42.160] なんだ今の?いやでも何も調べらんないな。あいつが出たからなんかフラグ立ったか?いや、何もねえぞ。行けないもんね。こ繋がってないもんね。
[00:40:58.319] ジャンプないの?
[00:40:59.359] ジャンプない。いや、ジャンプあんのかな
[00:41:00.720] ?ちょっと説明書読んでいい?説明書読ん
[00:41:03.920] でいいか?
[00:41:07.160] いや、ジャンプとかないんじゃない?
[00:41:10.319] えっと、あ、Zトリガーしゃがむ。どれ?
[00:41:14.119] Zトリガーってこれか?
[00:41:16.640] しゃがめるわ。ええ
[00:41:23.480] 、操作操作ね。Cボタン。ユニット移動。
[00:41:26.560] 3Dスック視点。Aボタン調べる。B
[00:41:30.119] ボタンアイテムの使用。Z
[00:41:31.839] トトリガーしゃがむ。以上です。まだいっぱいボタンあるんだけどな。以上です。
[00:41:39.480] RRRで素晴らしい。
[00:41:41.040] Rボタンマップの表示
[00:41:42.480] 終った。
[00:41:43.680] やっぱジャンプとかなさそう。ジャンプとかなさそうです。
[00:41:50.319] ボタン余るのすごい。
[00:41:54.240] 十字ボタンとか使わないんだ。
[00:41:56.440] これ大丈夫か?これ大丈夫か?あ、でも
[00:41:59.680] なんか穴開いてるよ。穴開いてる。暗くて
[00:42:02.640] よくわからない。頑張れよお前。そこは
[00:42:06.400] よくわかんないとか言ってられる。あ、
[00:42:08.640] ここ違う。間違えた。Zトトリガー。これ
[00:42:10.800] か。
[00:42:12.920] あえ
[00:42:16.000] 、こんなん気づくか。したいならよ。お、
[00:42:20.400] こんなん気づく。たまたまやで、これ。
[00:42:23.359] 鉄望がお水にままみれて錆びてる。これで
[00:42:25.200] は取り外せるんじゃないか。来た。おお、
[00:42:31.880] いいね。てことはこれで柱をぶったいて。
[00:42:36.160] これで柱をぶっ叩いて
[00:42:45.640] みんな。多分まだまだ女だよ、これ。多分
[00:42:49.040] みんなこれ多分まだまだまだこんなんで
[00:42:51.960] 驚いてたらあ、使えないんか。
[00:42:54.480] ここで、ここで使うのかな?あ、行ったぜ。どういう、どういう崩し方なの?どういう崩し方?それ。ま、確かにな。でも、ま、でも確かには叶っているか。
[00:43:12.839] 職人、
[00:43:13.520] 職人の倒し方。あの木、あのチェーンソでっかい木倒す人の職人の倒し方してたな、今。た、た、笑ったったった。
[00:43:24.319] かき置きを見つけた。
[00:43:28.280] 発骨のかき置き。
[00:43:31.319] 別骨のかき置きって書いた時は発骨じゃ
[00:43:34.040] ないだろ。
[00:43:40.000] 発骨のいや、読めや。読めて。え
[00:43:45.839] 、
[00:43:47.640] あった、あった、あった。
[00:43:51.640] 夜けに凝ってるな、今の。だけにこの
[00:43:54.720] かき置きのアニメーション嫌な予感がする
[00:43:57.359] 。さっきからあいつの目が目つきが
[00:43:58.960] おかしい。無理もない。まさかあんなもの
[00:44:00.599] が出てくるだなんて思いもやらなかった
[00:44:01.920] からな。確かにこれをあの男に売れっ
[00:44:03.839] ちゃえば俺たちは巨の飛びが転がり込んで
[00:44:05.880] くる。でもその代わり世界は再び闇に覆わ
[00:44:08.079] れちまう妙なことを考えなきゃなければ
[00:44:09.880] いいんだが。どういうことなんでしょうか
[00:44:12.319] 。どういうことなんでしょうかね。ま、
[00:44:16.160] 進みましょう。
[00:44:24.119] 操作がごめん。操作が慣れね。ああ、
[00:44:27.880] やっとなんかやっとなんか進んだ。こっち
[00:44:31.079] だ。この扉は開くんかな?
[00:44:35.520] 鍵がかけられてる。オ、マップ欲しいんだ
[00:44:38.400] けど。
[00:44:52.040] え、こっちもかきられてんの?あ、なんかあるな。
[00:45:00.880] こちらオートセーブなし。
[00:45:03.440] あ、ちょ、セーブしよっか。セーブしよっか。こ
