[00:00:08.800] よし。うわー。
[02:55:25.520] レドあり。タイミング悪くてごめんね。タイミング悪くてごめんね。そうやってこう。
[02:55:30.120] あのさ、
[02:55:33.279] ちびか
[02:55:33.960] ているスターハずれもさ。
[02:55:36.040] あのさ、ちびデカアイランド
[02:55:38.600] 本当に集まってる。
[02:55:40.040] ヒントくれね。ちびデカイランド何していいかわかんねえんだ。全然目的がわからんのよ。
[02:55:48.680] 30時間耐久。
[02:55:51.840] うーん。ま、頑張ろう。頑張ろう。言ってもでも
[02:55:55.359] 30枚だから
[02:55:59.120] 24
[02:55:59.800] 時間はかかんないんじゃないかな。かな。
[02:56:08.200] あ、違う。間違えた。ここもやったよ。
[02:56:17.560] あれどこだっけ?ちびで帰らなルーテだ。
[02:56:21.399] ちょっと嫌なルーティン。ここもしんどかったもんな。しんどかったもんね。さっきんとこもちょっとちびでかいランドさ、ちょっとあれくれない。
[02:56:37.800] ヒントくれない。
[02:56:49.760] 自分走らんです。
[02:56:51.777] [笑い]
[02:56:52.000] 素直で。素直でよろしい。
[02:57:00.760] えへへ。
[02:57:01.880] 素直でいいね。結局どっちから入るべきなんだ?これ。
[02:57:05.760] いや、僕も知りません。
[02:57:08.152] [笑い]
[02:57:10.239] そうだよね。ヤッホー
[02:57:17.359] ヤッホー。パくは自分を信じて。
[02:57:22.600] え、でもさ、さっき俺倒したのにさ、
[02:57:26.000] どうしよっかな。
[02:57:27.399] 教えて。
[02:57:38.960] いや、出ない。え、出ないんだよ、これで。あ、まだ。まだ。もう
[02:57:44.520] 1匹いた。みんなもう
[02:57:46.439] 1匹いた。あ、
[02:57:49.560] てるけど楽しに譲ります。
[02:57:51.520] ああ、なほ、分かった。分かりました。
[02:57:52.038] [叫び声]
[02:58:01.680] 一旦出てえんだけど。休憩って大事だな。ただの見落とし。
[02:58:11.800] ただの見落としでした。
[02:58:14.720] いや、ちょっとベランダでタバコ吸ったらだいぶ頭さえたわ。
[02:58:19.600] ベランダで頭きました。もう外ちょっと明るいからね。言っとくけど。
[02:58:29.720] 外ちょっと明るいからね。みんなレッツゴー。
[02:58:33.080] 皆さんお気づきかもしれませんが、
[02:58:40.520] この3
[02:58:40.920] 匹の蝶ちょもなんか気になるんだよな。
[02:58:45.640] もうやめてよ。意地悪。カメラアングルが相変わらずです。
[02:58:56.319] 夏が近づいてきたな。
[02:58:59.439] 夏が近づいてきましたね。
[02:59:01.600] 火が火が短いね。火が長いか。
[02:59:19.359] オ、どうや、これで出た、出た、出た、
[02:59:27.720] 出た。
[02:59:31.600] いや、久々のスターゲット。
[02:59:33.359] 長い方が好き。ん?何が?
[02:59:35.359] ひまにピース
[02:59:37.040] 長い方が好き。何が?ピーピ
[02:59:42.640] 調子取り戻したか?グぐブぐ。
[02:59:46.200] やっぱりもう困ったらタバコす。
[02:59:48.040] 5
[02:59:48.200] 分で1枚。
[02:59:49.319] いやあ、いいです。このコリターンマッチいいね。こうあの目的がはっきりしてていい。これちゃんとあれ皆さんもねほれ草大丈夫ですよ。ど、あの目的あの
[03:00:01.319] 5W1Hね。うん。
[03:00:03.680] どこで誰が何をああだこうだよ。巨大パックンフラワーだけじゃわからないんだよ。巨大パックフラワーって言われてもわかんないです。何していいか。
[03:00:10.244] [笑い]
[03:00:16.319] レッツゴー。
[03:00:18.680] のコリターンマッチなんかものコリターンマッチでしょ。
[03:00:23.920] のコリターンマッチなんかはもうのコリターンマッチです。ヤッホー。
[03:00:43.080] どこにおんねん。のこのこはそのコのこはどこにいんすか?のこさんは。
[03:00:52.560] え、
[03:00:53.520] 待って。先にゴール来ちゃったんだけど。先にゴールが見えるんだけど。
[03:00:59.560] え、このこおらんや。のこのこいないのにゴール来ちゃったんですけど。
[03:01:17.710] [叫び声]
[03:01:18.560] え、これゴールやんな。え、このこはこの子どこ?
[03:01:31.465] [叫び声]
[03:01:32.080] ニコの子どこ?
[03:01:33.760] ヤッホー。
[03:01:41.290] [叫び声]
[03:01:41.439] ああ、もうぜえ。マジでうぜえ。
[03:01:46.600] ママミーや。
[03:01:47.760] どこの子どこにいんだよ。
[03:01:59.640] レッツゴー。
[03:02:02.319] おら。変やんけ。ヤッホー。
[03:02:30.600] ヤッホ
[03:02:46.200] ヤッホー。ゴー。
[03:03:00.239] ループしてる。
[03:03:03.560] え、のこのこいないんだけど。
[03:03:20.399] え、いないじゃん、マジで。
[03:03:25.680] ややほやってマジでのこのこどこにいんの?も
[03:03:52.319] もうなんだよ。
[03:04:00.152] [叫び声]
[03:04:02.479] え、なくね?ヤッホー。
[03:04:15.217] [叫び声]
[03:04:19.359] やえないんだけどなん
[03:04:26.353] [叫び声]
[03:04:30.880] ややマミやホ
[03:05:05.600] や、
[03:05:22.319] いた。
[03:05:23.319] え、え、た、どこに、どこ、これどこ?
[03:05:30.680] 坂道に。
[03:05:32.200] あ、これちゃうんすよ、これ。これ違うんですよ。のコはのこのこでもこれは違うんです。
[03:05:35.128] [笑い]
[03:05:47.040] 普通の敵。笑。
[03:05:49.040] 普通の敵の方の置くのコなんだな、これは。
[03:06:08.920] ってないところがあるってこと?どういうことなんだろうな。
[03:06:15.239] ああ、もうむかつく。ここまみや。
[03:06:31.560] ヤッホー
[03:06:32.960] ヤッホー。
[03:06:39.160] ここにもいないなあ。
[03:07:01.589] [叫び声]
[03:07:08.520] え、これさ、のこの子がどこにいるかだけでもちょっと教えてく
[03:07:12.800] ヤッホー。
[03:07:16.160] 進まねえよ、これ。なお
[03:07:53.640] や
[03:08:02.600] や、
[03:08:17.520] 小さい方から行った方が早かったかも。戻ってきてた。お帰り。
[03:08:23.120] これも
[03:08:28.319] また単純な見落としだったり。
[03:08:30.800] まあ多分そうなんだろうか。ほ
[03:08:47.700] [叫び声]
[03:08:48.319] さほどサブギフだいてました。ありがとうございます。グーぐ。
[03:08:52.920] ぐーぐパチパク。もう読むの疲れた。
[03:09:07.351] [叫び声]
[03:09:09.399] お前じゃねえよ。さすがに。
[03:09:20.080] やほやほわ。ほわ。
[03:09:41.800] やほや。あ、やばい。また眠くなってきちゃうよ。もうわかんない。全然
[03:10:01.062] [叫び声]
[03:10:03.600] 一旦スタートボタンで周囲見られないすかね?
[03:10:08.000] いないんすよね。
[03:10:19.560] ゆけさんがヒントくれてる。
[03:10:26.200] いないの?
[03:10:29.227] [叫び声]
[03:10:35.720] お前か?あ、た、いた、いた。
[03:10:37.520] どこ?
[03:10:43.880] え、どこで?草。お、
[03:10:48.720] あ、全然ルート知らない。全然ルートわかんないよ。これ
[03:10:51.960] 急に出てくるやん。
[03:10:57.920] ハ飛びした。
[03:11:04.439] なんか始まったし。
[03:11:11.000] やねえ。ギリセーフ。
[03:11:15.200] ああ、行けました。[うめき声]
[03:11:20.160] ぐーぐブグーブぐブグー。ギリパチパチ。
[03:11:25.840] ルビゴ。
[03:11:27.522] [ため息]
[03:11:28.120] 行けましたけど。
[03:11:30.399] パチパチ
[03:11:34.279] 行けましたけど、
[03:11:36.000] 今回初見ゲーム強くないですか?
[03:11:39.880] まあゆあわあ、またこのシークレットシステムね。これも大変だ。レッツゴー。
[03:11:51.200] シークレットはむずいよ。
[03:11:58.239] これなんなのこれさっきこの蝶ちょ何なのこれなんなのこいつうざい。
[03:12:11.920] ま、あの実はあの僕こはやったことあるんであのミニゲームの内容知ってるんすよね。と一緒なんだよね。
[03:12:21.000] PS版と
[03:12:26.239] シークレットって何?これ押してみる。
[03:12:32.368] [叫び声]
[03:12:34.399] シークレットって何だっけ?
[03:12:36.840] あのなんかさ、あ、え、あ、え、あ、え、何これ?え、なんだこれ?シークレットってあのさ、あのなんかあのなんかちょとな、なんか説明できねえ。もう頭回ってない。なんかあのコインを取ったりとかさ。
[03:12:51.363] [笑い]
[03:13:01.439] なんかあの水の輪っかくぐったりとかするとなんか
[03:13:03.840] 12345って数字が出てそれ5
[03:13:06.120] 個やるとなんか
[03:13:07.880] 5
[03:13:08.040] 個やるとなんか何がるかは決まってないんだけどだ例えばこういう悔いとかを打ったら
[03:13:13.600] 1って出たりな
[03:13:16.120] 出ないんですね。なんかよくわかんないだけどなんかそのなんか特別な行動を取るとなんか
[03:13:22.720] 12345
[03:13:23.600] って出てスターになる。それがまたむずいんだよね。何すればいいかわかんない。
[03:13:29.640] あ、あったね。
[03:13:30.720] うん。またそれが難しいのよ。ヤッホー。
[03:13:49.160] ミルビゴや。
[03:14:01.449] [叫び声]
[03:14:12.160] ああ、もういい。
[03:14:17.279] あん。ママミーや
[03:14:19.789] [ため息]
[03:14:23.064] [息をのむ音]
[03:14:25.200] ゴー。
[03:14:32.399] カするか
[03:14:34.080] 死ない。
[03:14:42.160] わやほヤホーヤ
[03:14:59.744] [叫び声]
[03:15:02.364] [泣き声]
[03:15:14.200] 一個わかんねえんだけど。シークレット何?どれがシークレットなんだろう?あ、ここ何これ?え、こんなコインのためじゃないでしょ、絶対。
[03:15:27.255] [鼻息]
[03:15:51.080] これ1。これが1
[03:15:52.760] だ。こんなん、こんなん言われてましても言われ、
[03:16:01.000] こんなの言わ。あとこういうなんか
[03:16:03.399] これがあと5個あるんだよ。あと4
[03:16:05.000] 個あるんだけど。
[03:16:07.279] そんなこと言われました。
[03:16:32.920] ほヤホ
[03:16:46.040] ややほわほなマ
[03:17:12.760] や、
[03:17:34.279] 頑張れ、頑張れ。
[03:17:42.080] ヤッホー。ヤッホー。
[03:17:54.920] ヤホーヤホーほわやう
[03:18:20.040] わほやほ
[03:18:48.520] やほやほやはや
[03:19:09.000] はあ。
[03:19:22.840] やほ
[03:19:29.040] 。うほ
[03:19:33.560] 。
[03:19:39.800] とりあえずこっちは3
[03:19:40.880] ぐらいじゃねえのさすがに。あとでかい方じゃない。
[03:19:44.520] あとでかい方じゃない
[03:19:53.760] ないんかいやほや
[03:20:09.239] う、
[03:20:26.920] 違うな。
[03:20:45.000] うわー。
[03:20:56.068] [叫び声]
[03:21:07.199] やほ
[03:21:14.199] わや
[03:21:19.680] ほ
[03:21:24.120] はい。
[03:21:37.334] [鼻息]
[03:21:45.560] どこだこれ?ヤッホー。
[03:22:19.920] や、
[03:22:35.120] クソでか
[03:22:39.000] ももう全然わからん。
[03:22:43.399] もうヒントがなさすぎるんよな。
[03:22:59.680] 眠たいこのタイミングでやるのがまたそう
[03:23:03.000] ね。
[03:23:05.000] コースをこうクリアするとかだったらさ、まだわかんなけどさ、やればいいんだけど。これ何していいの?
[03:23:14.399] わかんねえな。ほ、ヤッホー。ヤッホー。
[03:23:36.720] 顔
[03:23:40.920] 顔とかどうでもええねん。
[03:23:45.040] 顔とか今どうも大事って言ってるところにシークレットと来たからな。草しっかりせえや。
[03:24:06.000] クソレは最新版であればピ
[03:24:13.881] [叫び声]
[03:24:27.680] ままミ
[03:24:28.319] 場所も表示してくれるに違いないのに。ほ、
[03:24:36.600] 顔死ぬ。
[03:24:39.120] うん。死ぬじゃない。死んでる。
[03:24:47.479] ヤッホー。
[03:24:52.640] 元気出せよ。
[03:24:55.279] ひっぺだ。お疲れ。いや、もう眠い。眠てえ。
[03:25:02.520] コーヒーもう一口。
[03:25:07.760] くっそしんどいな。ここしんどいね。
[03:25:25.600] 頑張え。
[03:25:26.359] ありがとう。
[03:25:27.040] カフェインドパドパ。
[03:25:29.040] ドパガき。どうもドパガきの邪魔ゲームです。
[03:25:46.720] ドパおじ
[03:25:48.560] ロパおじやな。
[03:25:49.680] 頼むで。しかし
[03:25:51.920] もうごめん。何していいかがわかんない。マジでこのコース。
[03:26:04.720] なんでここ1
[03:26:05.520] じゃないの?これなんでここじゃないの?
[03:26:10.199] 何すればいいのよ。
[03:26:30.239] タイトルをよく見てみてください。ちび島の
[03:26:36.673] [鼻息]
[03:26:43.199] 笑笑
[03:26:44.040] ちび島のうせやろ。
[03:26:48.960] なるほど。おは、
[03:26:52.399] もう勘弁してよ。ちび島のじゃん。
[03:27:02.040] ちび島だ。
[03:27:09.000] ああ、[叫び声]
[03:27:13.120] ゆけさんのヒントがうまい。言わなかったら死んじゃうと思った。
[03:27:19.880] 一生探し続けたな。それ
[03:27:25.880] マジか。出ないな。でか島海分優しい。
[03:27:30.000] 海軍でああ、やっぱ俺
[03:27:34.720] 1
[03:27:34.920] 回寝なきゃ無理だな、これ。あとあとなむ
[03:27:44.160] 無民は無理。
[03:27:45.080] 島パオ
[03:27:47.080] 無理や。
[03:27:57.800] 脳がもう寝てるのかも。
[03:27:59.880] うん。もうね、技動がん。
[03:28:10.160] アジ変できそうなコースあればな。うん。
[03:28:15.960] 考えても意味わかんないもんだけどな。何なんこのな?何なん?シークレットって意味がわからん。まずそのシークレットって何が
[03:28:30.680] 2やねん?これなんやねん。これ何が
[03:28:33.760] 2やねん。
[03:28:49.000] 脳ヒントすぎる。笑笑。だよ。
[03:28:52.399] 何のシークレットやほ。
[03:29:00.600] あとどこだよ。
[03:29:10.720] もうわかんないもんね。あ、え、
[03:29:18.319] 4どこが4?
[03:29:20.279] ちょっと待って。
[03:29:24.439] やあ。
[03:29:28.284] [叫び声][うめき声]
[03:29:30.080] 何が読ん?
[03:29:32.160] ままミーや。
[03:29:40.279] 4
[03:29:40.560] だ。やだやだやだやだやだやだ。ガキなくやろ。こんなんそう。
[03:29:54.920] いや、ま、これもね、1日1時間
[03:29:58.640] お母さんにゲームは
[03:30:00.479] 1日1
[03:30:00.960] 時間って言われた中でやってたらこんな面白いゲームはないんで。
[03:30:05.399] なんだこのゲーム面白すぎるって多分子供たちはできる。
[03:30:08.640] 橋本君誕生日なんだぞ。
[03:30:11.000] 本当だよ。本当だよ。
[03:30:13.520] 確かに。笑。
[03:30:16.600] これよ。でもよ、逆によ。じゃ、俺自分の子供にができたら言うわ。お前
[03:30:23.000] 1日ゲームは1日1
[03:30:25.160] 時間がいいか、それとも15
[03:30:26.640] 時間がいいかどっちか選べ
[03:30:29.359] か。ただし選んだ方は必ず毎日やること。
[03:30:34.720] さあ、どっちがいい?
[03:30:37.399] マインティゲームを15時間やなきゃいけ
[03:30:39.640] ないのか?1時間しかできないのか?俺は
[03:30:43.080] 選ぶ。なぜなら?なぜならこんなあの
[03:30:49.840] こんなコースでも楽しめるか。こんな全く
[03:30:54.880] ヒントのチームを見た後なら1時間を
[03:30:57.640] 選べる。
[03:31:12.680] ゲームオーブ。
[03:31:19.000] むっすこ。反面教師で
[03:31:20.560] 1時間やな。ありゃ。
[03:31:38.720] 起き
[03:31:47.880] おっぽ来てたまキュンおめぽよ。
[03:31:52.520] おはようございます。えー、ミッシャーおはようございます。
[03:31:58.040] のゲームです。
[03:32:00.239] え、
[03:32:03.120] 辛いです。[笑い]
[03:32:08.359] 辛いです。
[03:32:11.040] さあ88個現在
[03:32:14.040] 15時間半。
[03:32:16.120] あほぼまた寝とる。笑
[03:32:21.040] 大事なことなので2回言いました。
[03:32:24.279] しんどいです。
[03:32:25.040] ヤッホー。
[03:32:26.880] ヤッホー。そすわ。
[03:32:48.800] なんで誕生日に苦しい思いしなきゃいけないの?は、
[03:32:56.199] 本当にそうだね。
[03:33:27.040] 任天信者になってしまったんだからしゃあな。ぐーぐ
[03:33:28.018] [泣き声]
[03:33:40.439] ママミや。
[03:33:46.720] 厳しい。レ
[03:33:50.160] ゴー。ヤッホー。ヤッホー。ほう。
[03:34:11.560] やや
[03:34:21.319] はあ。やマミや。
[03:34:53.680] やマミや。
[03:35:24.399] ビグサッド
[03:35:35.080] 苦
[03:35:36.000] やほ。
[03:35:52.773] [叫び声]
[03:35:54.199] もう目がないなっとるやん。ジャルモックエアチェア男せ。ジャルモックエアチェア。もう読むの疲れた。愛にやらせてるみたいな挙動。
[03:36:09.680] やうほやわほうほう
[03:36:27.160] や。
[03:36:56.359] わ、
[03:37:02.279] ママミーやねべ
[03:37:10.600] と。もうソロかな。初めて見る系統の表情だったな。
[03:37:41.720] ゴ
[03:37:43.960] パンヤホーヤ
[03:37:49.439] マジ
[03:37:55.080] ヤッホーホ。
[03:38:06.199] この子誕生日なんですよ。
[03:38:13.640] ほほほやほわほやほやほうやわやや
[03:38:43.239] う
[03:38:49.199] で行けねえんだ
[03:38:56.120] わ。
[03:39:17.800] ゲームオブ
[03:39:18.479] ツボなる。
[03:39:29.279] 笑笑
[03:39:33.800] なウボアー行き
[03:39:37.120] エけチェ
[03:40:01.680] プレスタート
[03:40:07.359] ヤッホーヤッホヤッホーヤッホーヤッホー
[03:40:25.520] 悪魔城の時以来な。このテンションは
[03:40:30.479] 眠い。
[03:40:34.040] なんでこんなに眠いんでしょうか?
[03:40:47.359] レッツゴー。
[03:40:53.760] 24
[03:40:54.359] 時間くらい起きて。そう。
[03:40:57.000] 起きてるね。あと2時間ぐらいもす。
[03:41:01.800] そうなんだよな。耐久の前の耐久やるのに朝早起きしちゃってるんだよね。
[03:41:06.399] 6
[03:41:07.920] 良くないっすよ。
[03:41:22.840] もう目が開けてられねえ。
[03:41:25.640] マジで目が閉じてくる。どういいんだこれ?
[03:41:38.239] まさませ。おはようや。
[03:41:53.840] う、
[03:41:57.279] あ、私まだ寝てません。笑。
[03:41:59.760] あ、
[03:42:03.439] よかしう。笑。
[03:42:05.840] 朝やんや。
[03:42:23.000] ほや。
[03:42:43.600] あ、でも拾った。これ俺
[03:42:46.840] 番拾ってた。
[03:42:49.359] やわ。
[03:43:07.439] 拾ったかな?か
[03:43:21.520] ママミ
[03:43:29.319] ゴーや
[03:43:57.560] やほ
[03:44:06.640] ややほや。
[03:44:51.000] あの、その、あのですね、
[03:44:56.479] ま、ま、まさか
[03:45:00.360] [笑い]
[03:45:02.080] ちょ、あ
[03:45:05.720] うーん。
[03:45:08.000] 寝るか。
[03:45:08.720] もう無理かもしれないす。あの、
[03:45:13.640] あの、マリオ動かしながら寝てんすよ。もうマリ動かしながらもう寝ちゃってんの。
[03:45:20.920] 笑笑。
[03:45:22.680] もうこれはもうね、無理だね。
[03:45:25.250] [音楽]
[03:45:29.159] 眠りのちゃま限界ですわな。
[03:45:31.960] 夢の中[音楽]で動かしてた。
[03:45:42.520] あの本当に
[03:45:46.760] 本当にごめんなさい。もうほんまに限界す
[03:45:50.796] [笑い]
[03:45:53.239] あのぐらぎり動かせるレベルやな。
[03:45:56.120] あの、あのね、絶対クリアします。もう一旦寝ていいっすか?うん。なんなら
[03:46:09.520] 明日続きからやろ。いいよ。
[03:46:11.960] なんなら
[03:46:12.800] 明日にしよ。
[03:46:14.520] なんならもう
[03:46:16.840] もちろんいいよ。
[03:46:17.920] 一旦配信切ります。本当申し訳ごせんでした。
[03:46:20.926] [笑い]
[03:46:24.479] なんならもう今寝てるもん。
[03:46:26.239] 誕生日誕生日とか言って耐久とか言って
[03:46:31.920] 耐久とか言って誕生日とか言ってこのテータ落でほんまに申し訳ない。ほんまに申し訳ないなあ。
[03:46:44.960] ああ、いいんだよ、チまく。ベッドでしっかり寝て疲れましょう。会
[03:46:45.816] [叫び声]
[03:47:01.000] でもね、でもでもさ、
[03:47:05.120] うどん04kgすや。うどんラキル。
[03:47:09.520] あのさ、ほんまちびでかいんと嫌いっきり休もう。
[03:47:13.981] [笑い]
[03:47:15.920] ほんまにちびでかいんと嫌いや。ただ
[03:47:20.000] 90にしたい。手持ち。手持ち
[03:47:22.680] 90
[03:47:23.199] にしたいんよ。違うとこやろ。違うとこやろ。なんかさ、簡単に手入えるとこなんかなかったかな?
[03:47:35.199] 耐久するま君が見たいんじゃなくて楽しいマ?
[03:47:38.760] ありがとう。から寝て
[03:47:40.319] ね。なんかさ、ピノキオが持ってなかったっけ?なんか持ってなかった?キノピオなんか話しかけたらくれるやついなかったか?かね。
[03:47:53.720] 手のき、手持ち
[03:47:58.600] 90にしたいな。
[03:48:04.399] うん。
[03:48:21.520] どうしてま一致でいいよって言ってるのに
[03:48:24.880] 続けるんだよ。
[03:48:27.279] 色ハ顔
[03:48:29.319] 気に食わねえんだよ、このゲームが。
[03:48:34.239] このゲームはよ。お、
[03:48:37.080] 笑笑。
[03:48:43.520] もう休んで。
[03:48:44.479] ほら、[叫び声]
[03:48:48.159] 俺の記憶は正しかった。
[03:48:51.199] お、
[03:48:53.680] こういうやつもいる。ブグブグブグブ。
[03:49:04.640] これもう1回、もう1回くれない?もう1
[03:49:06.800] 回くれたりしない?
[03:49:10.080] ああ。ああ。
[03:49:12.538] [叫び声]
[03:49:16.080] お、
[03:49:17.120] 笑笑。
[03:49:18.800] マジか。笑笑。笑笑。
[03:49:24.600] すごい
[03:49:25.279] ということです。ちょっとほんま
[03:49:28.880] これで安心して眠れるな。急に進捗。
[03:49:32.120] ほんますまん。ちょっとここまでにさせてもらおうかな。ほんますまんけど。ほんまにすまんけど。え、ここまでですかね。
[03:49:45.279] おつおつ。
[03:49:47.239] ありがとうございます。
[03:49:49.720] ほんまごめん。
[03:49:50.800] 一旦寝て、一旦寝てすぐまた配信つけますから。まあ、でもちょっとがっつり寝るだろうな。
[03:49:58.359] もうちょっとやっぱ耐久前になると気分的も違いますね。
[03:50:02.680] 耐久前に
[03:50:03.760] が売り
[03:50:04.680] あれだね。耐久前にジムなんか行っちゃだめだね。体り耐久前にジムなんか行くんじゃなかったな。朝早起きしてジム行っちゃったんだ。ということです。ということです。
[03:50:09.523] [笑い]
[03:50:21.120] おつおつ。24スチラシップ。
[03:50:23.279] [うめき声]
[03:50:25.479] これきついよ。
[03:50:28.439] 一旦ね。
[03:50:29.239] 一旦ね。ごめんね。耐久とか抜かしといて。こんな低たくでほんまにごめん。ほんまにごめんなさいでした。
[03:50:36.379] [笑い]
[03:50:41.439] 耐久前は寝起きで眠いくらいがちょうど良さそうだな。笑。もうギリギリまでね。だめね。ギリギリまでしないと。
[03:50:51.080] ということで、ま、またまた、ま、またね、またね、あの、
[03:51:00.680] 24
[03:51:01.279] 時間っていう読みはいい戦行ってたのかも。
[03:51:03.880] いや、うん。いい戦行ってた。あの、俺の俺が万全に行ければ行けてたけどやっぱね、もうまずこういう耐久自体が久しぶりすぎて、久しぶりすぎて体がやっぱいきなり無理やね。
[03:51:17.960] こんなことやれつってももうやっぱ鳴らし
[03:51:19.800] てかないとだめだな。耐久2年ぶりだから
[03:51:23.399] ね。耐久配信やるの
[03:51:26.800] ダメやね。もう体がちゃんと寝る体になっ
[03:51:29.080] ちゃってるから
[03:51:31.319] ダメじゃないんだけどね。[笑い]ダメ
[03:51:33.800] じゃないんだけどね。それが理想的なんだ
[03:51:35.920] 。だけど
[03:51:38.239] いちょっとちょっと本当すいませんじゃ。
[03:51:40.399] 耐久じゃなく本当に普通にクリアは絶対し
[03:51:42.439] ますんで。クリアは絶対しますんで。絶対
[03:51:44.159] 120個やります。っていうことで、あの
[03:51:47.120] 、本当色々他にもありがとうございました
[03:51:48.640] 。あの、この辺とかこれ、これ本当に感動
[03:51:52.319] しました。みんなありがとうね。これ
[03:51:53.840] コメントとかくれた人本当にありがとう。
[03:51:55.640] あと企画してくれた
[03:51:58.439] とチピとあのお猫ほんまありがとう。あの
[03:52:02.720] 、ほんまにちょっとでもちょっとこれも
[03:52:05.239] 元気な時に呼びたいのでもう一旦見ずに寝
[03:52:08.399] ます。[笑い]
[03:52:10.520] ありがました。ありがとうございました。
[03:52:13.359] あの、すいません。もうちょっと今日レド
[03:52:14.960] せずにこんだけ洞説たくさんありがとう
[03:52:17.760] ございました。みんなもレドさんくれて。
[03:52:19.760] いやあ、そう考えると申し訳ねえな。
[03:52:24.279] ああ、今日が誕生日で誕生日でゲーが耐久
[03:52:29.439] してるからしよっかってなったんだろうな
[03:52:31.600] 。
[03:52:33.479] なったんだろうな。本当に髭生えてきた。
[03:52:37.000] なったんだろうな。
[03:52:39.521] [鼻息]やっぱやろうかな。やっぱやるか
[03:52:42.520] 。
[03:52:44.800] やっぱやろうかな、みんな。だって今日すごいよ。レードとかサブスクとかいただいちゃって。
[03:52:51.359] だってみんな
[03:52:55.800] 死んじゃう
[03:52:57.680] だってみんながレードしてくれてサブスクもいっぱいもらえましたね。サブスクもいっぱいもらって。え、
[03:53:08.760] 寝ろって言ったら寝ないし寝るなって言ったら寝るし。
[03:53:12.960] な、何なの?[笑い]
[03:53:14.720] 天の弱なんです。茶まゲーが誕生日でマリオの最強やってるからレードしよっかなんつってみんなレドしてくれたんだろうな。それを裏切って寝ていいのかな?わかんねえな。すいません。ほんまにごめんなさい。
[03:53:40.239] 無理しなくて良いよ。はよねろ。
[03:53:43.159] 笑。
[03:53:45.040] 眠たい。
[03:53:46.760] もう目が開いてないよ。
[03:53:48.399] うん。元から目がちっちゃいもんでね。開いてんだかいてないんだか。そういことです。
[03:53:56.600] ゆっくり休んでグーぐ。みんな純粋にちゃまさんお祝いしたいから来たんだと思います。笑。
[03:54:05.040] ありがとうございます。じゃ寝ます。ありがとうございた。すいませんでした。
[03:54:08.602] [笑い]
[03:54:16.880] ありがとやん。した。
[03:54:19.199] すげえや。このエンドロールの速さが。
[03:54:22.239] お疲れ様です。
[03:54:23.920] ありがとう。また絶対やります。てか
[03:54:26.520] で
[03:54:27.159] 絶対すぐまたやります。起きたらすぐ配信つけて行きますんでよろしくお願いします。ほんまにほんまにほんまによろしくお願いします。また遊びに来てください。ありがとうございました。ありがとうございました。
[03:54:39.120] 絶対にもうクリアまできますから。お休み。
[03:54:43.120] おやすみ。ありがとうね。みんなほんまにありがとう。みんなほんまありがとうね。
[03:54:48.159] ちょっともう限界や。
[03:54:50.840] こんな低くさらしてもしょうがねえからな。
[03:54:55.199] レドくれたみんな。サブスクしてくれたみんな。本とみんなにあ、みんなほんまにありがとう。ほんまにみんなありがとうね。
[03:55:00.840] お疲れちゃん。ありがとうね。なるきちゃんもありがとう。
[03:55:03.040] 本とお疲れ。
[03:55:03.920] ありがとうございた。あたもありがとうね。色々ほんまにありがとね。
[03:55:07.600] おにありを超えたゲームで心を踊らせた。い
[03:55:12.960] や、や、最高の誕生日やな。
[03:55:15.920] 最高のプレゼントもいただきましたし。
[03:55:18.239] お疲れ様でした
[03:55:19.439] ちゃんありがとね。お疲れさ。けちゃんもありがとね。
[03:55:23.120] ちゃんなんか14
[03:55:23.920] 時間自分の耐久やった後に俺の配信
[03:55:27.640] 1
[03:55:27.800] 時間以上見てんでしょ。こうやって化けんだよ。寝ろよ。あんたこそ
[03:55:31.680] 1
[03:55:31.800] 番寝てくれよ。化け物が恐ろしいよ、俺は。
[03:55:38.080] 笑笑
[03:55:40.000] お疲れ様でしたじゃないんだよ。
[03:55:41.960] 確かにやだやだやだやだ。恐ろしいね、あんたほんまに
[03:55:42.923] [笑い]
[03:55:50.319] おやすみました。ちょっとがつ売り寝て起きたらまたすぐ配信つけます。すぐかどうか分かりませんがちょっと配信つけますんでよろしくお願いします。じゃあおやすみ。ありがとうね。
