[00:00:17.840] ケムっす。
[02:48:27.720] 見てないってやめてよ。それはもうええやんてなんか過ぎたことみたいに言ってるけど、なんか見てないって。
[02:48:39.279] 見てないことにしとこう。笑笑。
[02:48:41.800] それはもうええやんて。なんかもう見ましたみたいな。まあ、見てたんですけど、ま、許してやってよみたいな。見てね。
[02:48:55.600] これだろ。これやろ。ほれ。ほれほれ。まるで攻略サイトでも見た来たかな。あれ
[02:49:07.520] すごい
[02:49:08.399] ねえ。すごいしょ。初見です。
[02:49:18.399] 見るくらいならあっさりやめる男なんだよな。よくも
[02:49:21.760] そうなんだよな。そうなんだよな。マジで。マジで。それ塔の中は吹き抜けになっているのか。もりツもった。はい。えー、チリと誇りの匂いがする。臭いね。臭。臭いな君。臭いで。
[02:49:38.279] くっさ。
[02:49:39.359] 臭いなあ。
[02:49:44.920] これは多分落ちたら落ちたら死ぬんやろうな、これ。これ落ちたら
[02:49:50.120] 1回セーブしよう。
[02:49:52.399] 1回セーブして
[02:49:54.880] 1回セーブして落ちる。
[02:49:57.479] そしてデスポエムを見る。ディルは落ちていく。
[02:50:02.359] どこまでもどこまでも足を踏み外したディルを待っていたのは墜落だきにより衝撃でも死でもなく永遠に続く落下の恐怖であったリディルは落ちていく。どこまでもどこまでもちょっとあ、ちょっとポエミーだね。なんかちょっとこれいいね。
[02:50:21.080] 落ちる場所でのすごい。そして冒険であり。
[02:50:26.319] これなかなかいいね。一面のなの花みたいな感じだね。
[02:50:29.720] この同じ言葉を繰り返す感じ。カスかなる麦笛
[02:50:34.600] いすのトラックかよ。
[02:50:38.760] いつまでものこまでもじゃん。これなかなかポエイミーでいいですわな。ポエミーで良きでよし。落ちるとこでセリフ変わるからな。
[02:51:01.800] ここはトラックにするな。笑笑。
[02:51:05.200] ここ開くんか?ん?なんかある。また本んじゃん。最後のドラゴン。ラストドラゴン。
[02:51:21.800] イスズのトライアゲイン。
[02:51:25.880] トライアゲイン。
[02:51:27.600] ええ
[02:51:30.319] 、最後のドラゴン金より
[02:51:33.120] 金よりのけけね剣暗であったドラゴンの
[02:51:38.560] 生息数に対する関する調査結果は目を追い
[02:51:42.279] たくなるほどのええーさ散々たるもので
[02:51:47.399] あったワールドクローズの戦いで受けた
[02:51:49.439] 被害はあまりも深刻であり壊滅的と表現し
[02:51:52.080] ていいもういいほどだ。私はこの結果を
[02:51:53.880] ラックミール氏に報告した。
[02:51:57.160] え、死は
[02:51:58.200] 痛な持ちでそれをお聞きになられ、報告が
[02:52:00.560] 終わった後もしばし無言でおられた。え、
[02:52:03.040] 沈視してからおられる。え、死を前に黙っ
[02:52:06.800] て下がるわけにもいかずとて声もかけ
[02:52:09.800] にくく私は身の置き所のない思いをした。
[02:52:13.120] つまんが流を呼んできてくれ。ああ、やっ
[02:52:15.279] て死が押せられた時不謹慎かもしれないが
[02:52:18.120] 解放感のようなものを感じた私は足痒いな
[02:52:21.279] 。足すっげえ痒い。
[02:52:23.600] えー、そ草と退出し、牛使いを呼びに向かった。え、流の扉の、え、流の塔の扉を叩くと、え、取り継ぎもなく、え、流本人が、え、
[02:52:37.720] 乾燥するよね。
[02:52:38.880] 乾燥する。うん。乾燥すんねんな。でももうモこモこの靴下履いてるの。寒いから。でもこのモコモコがなんかちょっとね、肌がね、俺敏感すぎてね、痒なんねえ。
[02:52:53.399] 普段はなかなか人間にあられることない
[02:52:55.080] 理由だ。まるで死が召喚を、え、余致して
[02:52:57.880] いたかのような登場と言動に面運食らっ
[02:53:00.000] てる私を無視し、彼は死の元に向かった。
[02:53:03.720] え、最初彼はこの流の言葉を、私は流の
[02:53:07.080] 言葉を急いで死の元に向かわねばという
[02:53:09.520] 意味だと、え、受け止めた。だからそれは
[02:53:11.399] 間違えるだったらしいです。
[02:53:12.560] そういうのも楽ミル氏と面倒した時リの塔に戻った理由使は
[02:53:16.600] キレル使い初めて快適
[02:53:18.640] キュレルってやつキュレルってやつなんだか分かってない。そのフレーズしかわかんない。キュレルって何なのだがそれは間違いだったらしい。え、ヒレの塔に戻った理由使いはその足で行きつく間もなく旅に出た。
[02:53:34.359] 後で分かったことが、え、運欲戦下を生き延びたドラゴンだから優勝な答えを見出し、それを保護するようにとし指示が楽ミルシに下されていた。
[02:53:44.800] あ、入益なんだ。キュレルって入なんだ。乾燥肌にだ。へえ。入益はもう入化粧水も俺はもう鳩麦、鳩ト麦安いからもう鳩麦のあのなんか
[02:53:58.080] 2Lぐらい入ってる。
[02:53:59.720] 乳益とあのあれを使ってるからな。
[02:54:02.439] あれ買ったら半年間買わなくて済むから。
[02:54:05.359] でもやっぱりいいの使った方がいいんかね
[02:54:07.080] 。
[02:54:09.600] あの言葉は急いでドラゴン保護しなければ
[02:54:12.560] ならない。当年にられていやあれもう
[02:54:15.040] ぶっちゃけ十分だよな。鳩麦で鳩麦化粧水
[02:54:19.359] とハト麦
[02:54:21.479] 乳液なかなか売ってんだよ。いや
[02:54:25.200] あキュレルの方がいいんだ。やっぱり
[02:54:26.560] 全身塗りたくマジ
[02:54:29.640] でも本当に乾燥肌にいよね。マジでこのさ
[02:54:33.680] 、この鼻回り
[02:54:36.680] カっさかになるから、あの耳タブとか
[02:54:39.760] 耳タブの裏とかカっさかになるから俺もう
[02:54:43.920] 俺冬なんかあのT風呂入る時にTシャツ
[02:54:48.720] 脱ぐじゃん。ピアスが引っかかってて1回
[02:54:51.359] ここビリって切れてチーめっちゃ出たから
[02:54:53.200] ね。耳たがちぎれて。
[02:54:55.520] あともう含耳だから俺。もうだからここ
[02:55:01.200] ここめっちゃ入液とあれをビシャしびしにしてる。これ読む必要あんのか?これ塔の前に立たれた死を待ちかめてまま。アーダコーダはい。アーダコーダのどのこうのと
[02:55:18.120] カルテハドってやつ使ってる?
[02:55:20.319] カルテHD。いやもうわかんない。そんな
[02:55:23.000] 俺そんなみんなみたいにこだわりないもん
[02:55:25.080] な。そんなみんなみたいにこだわりない
[02:55:27.800] もんな。意外とおめえらなんかそのあれな
[02:55:31.600] んだな。なんて言うのだろ?そういうその
[02:55:35.359] なんて言うの?そういうのボディケア
[02:55:37.880] みたいななんかやっぱ気にやっぱ気い使っ
[02:55:41.000] てんだね。みんなね。
[02:55:45.399] もうこれ読むのちょっとしんどいわ。
[02:55:49.439] 長いな。
[02:55:55.080] 龍史白出た使いが
[02:55:57.239] てきてますね。
[02:55:58.359] ね。美肌ド男子ね。え、白を出た流使いがどこへ向かったのか知ものはいない。またこの後流使いが再びシャドウゲート場に戻ったのかどっか。調節で諸説ありたか。ここだけここだけ読めばよくない?最後の
[02:56:14.080] 4
[02:56:14.279] 行だけ読めばもう分かるんだけど。だからその流使いがどこの塔に戻ってきてどっかにいるかもしれないよってことでしょ。
[02:56:21.439] ここだけ読めばいい。
[02:56:22.479] おお。
[02:56:27.239] 美肌男子増えてきてんなあ、
[02:56:31.239] このモテオどが。
[02:56:47.439] これ開くんかな?
[02:56:50.200] ん
[02:56:54.560] ん?なんか
[02:56:59.960] なんかあるな。なんかこれ口んとこだけ
[02:57:03.200] なんかなんでもないのかな?え?これどう
[02:57:06.040] やって上行くの?
[02:57:11.600] は?上行けねえじゃん。
[02:57:21.359] 何これ?どうすんの?
[02:57:35.760] 邪魔どうすんの?
[02:57:37.319] どうすんの?なんかこれさ、ここだけなんか抜けてね。
[02:57:44.479] なんか何もないな。なんだろうな。
[02:57:56.960] 今日は何?
[02:57:57.920] あ、ああ、もう怖い。これびっくりする。今日はない。
[02:58:06.920] びっくり。笑。
[02:58:08.359] これちょっとさ、マジでちょっと
[02:58:10.120] いや、アイテムラン下に伸びるんかい?
[02:58:12.760] え、伸びてた?え、
[02:58:16.720] com牽。
[02:58:17.800] あ、あ、あ、そういうこと。消えてるんじゃないんだ。下に伸びてたんだ。いや、あの、あのさ、この横の、横のさ、スクロール、横のスクロールバー出してや。わかんないって。これ横のスクロールバー
[02:58:35.720] 出してくんだけどわかんねえよ、これ。
[02:58:37.840] ページ増えたよって。
[02:58:41.720] なんだよこれ。下に伸びてたんか。よく気づいたね。俺やってて全然気づかなかったよ。ええ、でもなんか歯抜けだよね。あの最後のさ、金色のやつだけ抜けだよね。あいつだけスきっぱなんだが。信やったんかな、若い頃。
[02:59:04.720] じゃあ消えてるんじゃなかったんだ。
[02:59:06.520] の盛り上がり返して。
[02:59:18.840] こういうとこで落ちた。
[02:59:20.080] ね。
[02:59:23.319] あいつスキッパだったよな。あ、やだ。あるじゃん。やだ。
[02:59:37.479] ああ、キモ。
[02:59:41.239] すごい
[02:59:41.960] 不思議な水晶って。あ、なんかさ、なんかどっかで読んだよ、これ。龍の目は全てを燃やし尽くすみたいななんかなかったっけ?光を屈折させてを燃やし尽くす。
[02:59:55.040] 本読まないの草。
[02:59:56.960] もう長くて読めんわあんなもん。なんかこれどっかで読んだよな。
[03:00:00.800] 1番最初の本の本いっぱいあるとこに
[03:00:04.120] なんか全てを燃やし尽くすみたいな竜の目
[03:00:06.760] は全てを燃やし尽くすアーダコーダー
[03:00:11.640] ちょ高くて弱い
[03:00:16.960] 何こ
[03:00:24.200] なんなんこれ
[03:00:27.600] 特に何もなし
[03:00:30.880] 何もなさげやね。
[03:00:32.560] クラち君いますか?
[03:00:40.000] クラチ君いますか?やあ、クらし君、こんばんは。
[03:00:51.600] ああ、俺は宗教なんか興味ねえんだよ。
[03:00:54.880] 2度とくんじゃねえよ。
[03:00:57.640] 笑笑。
[03:01:00.200] 足場が悪すぎるって、これ。
[03:01:03.479] 足場が悪すぎるって。これ手すり作っとけよ。これヒやりハットどころの問題じゃねえぞ。これなあ。
[03:01:16.040] 安全意識なし。
[03:01:17.439] 本当だよ。これは改善目ですわな。これは改善目ですわな。
[03:01:35.840] えっとさあ、いや、なんかあ、書いてあん
[03:01:39.359] だけど、なんか読めないんだよね。
[03:01:44.439] くち君いますか
[03:02:14.040] ええ。
[03:02:15.840] わかんない。なんかドラゴンの目について
[03:02:19.239] なんか書いてある本持ってなかったっけ?
[03:02:21.359] なんかあったような気がするんだけど。
[03:02:22.640] 一番最初の方
[03:02:33.960] あ、竜の涙。あ、違う。
[03:02:40.800] 入ねえな。
[03:02:47.800] 死者にしか読めない本だったかな。だった
[03:02:49.960] かな?
[03:02:52.439] いや、もう覚えてねえや。わかんねえ。
[03:02:54.319] ただなんかこの竜の目がああだのこうだ
[03:02:56.840] のって聞いたんだよね。
[03:03:03.479] あれ?あ、いいんか?あ、ここになんか
[03:03:08.080] いや、でもなんか違う。これなかこれない
[03:03:10.080] よね。違うね。
[03:03:14.200] お、牙みたいなのもどっかにあんのかな?
[03:03:16.160] なんかこいつスキッパーやんね。そういう
[03:03:19.640] ドラゴンなんかな。
[03:03:37.040] スキップなんだよね。あいつだけだ。なん
[03:03:40.120] かあそこにはめたりすんのかな。
[03:03:55.840] いや、でも何もなさげなんだよね。これも調べらんないし。なんか
[03:04:09.279] 心なことを言っても良い。
[03:04:10.760] え、何?何?何?何?何?何?厳しいなこと言っていい?どうぞ。こいつの目にはめるとか違うかな?ないかな?違うね。
[03:04:27.880] アイテム取りの逃しをあえて放置してました。
[03:04:37.880] 言ってくれていいのに。
[03:04:42.359] 言ってくれていいのに。笑笑。
[03:04:48.200] ええ、これはもう、もう今日はもう終わりにしよっかな。じゃあこれまたいとは前回の配信の範囲。
[03:05:01.680] 結構広いやん。結構広いやん、それ。
[03:05:11.840] 前回の配信の範囲だろ、ここら一体でしょ。
[03:05:15.880] ここら一体だよね。マジでまたここ探すの?えー、また探すの?ここやだ、やだ。
[03:05:36.479] えー、また晒らすの?ここやだよ。やだやだやだやだやだ
[03:05:42.399] やあやなの?
[03:05:47.080] メインコンテンツ来た。
[03:05:50.200] 地獄のやでもでも探索してねえたらここぐらいしかねえだろう。こいつんちあんま見てなかったよな。
[03:05:57.520] あの、レバー取っただけで満足したけど、
[03:05:59.720] まだなんかあるっていう可能性が
[03:06:03.439] もこくソひどかっ
[03:06:14.000] たかな。なめ回せ
[03:06:17.000] 床をなめななめなめしてなめなめしながら
[03:06:20.200] 行こう。
[03:06:24.160] くんくん
[03:06:25.960] くんくんくんくんやでもない。ここじゃない。怖い怖い自分が怖い。怖いよ俺。俺自分が怖いぜ。
[03:06:44.920] すごい。
[03:06:46.200] これすごくない?これすごくない?え、これちょっとさすがにキープレイだよね。これやってます。
[03:06:53.880] これさすがに見たね。これさすがに攻略サイト見てなきゃわかんないでしょ、これ。え、待って。マジで見てない。
[03:07:05.600] おまこう。笑。ひらめきの連続。
[03:07:08.319] いや、すごない?これひらめきどころの話じゃ。ひらめきも何もないよ。なんかマジで匂いで行った。くンくンくんくンって鼻で鼻で探した。こうやって鼻で行ったわ。
[03:07:24.840] いや、ごめん。これはごめん。まずかんな気づくか?ボケ。こんなん気づくか?笑。
[03:07:34.760] こんなん気づくか?ボケ。いや、なんかこいつだけなんかやにテクスチャーがリアルだなと思ったらなんかくっきりしてんなと思って。
[03:07:45.239] 他の本とかすごいぼやけてんのにこい
[03:07:47.520] なんかこれだけなんかん、なんかこいつ
[03:07:50.080] くっきりしてると思って。
[03:07:53.000] これひどいね。
[03:08:01.399] これは
[03:08:03.720] すごいな、俺。
[03:08:12.120] いや、ちょっと、ちょっとさ、これ本当に
[03:08:14.640] ドラゴンボールのここ壊れるなって壁みたいなの。
[03:08:17.640] そうそうそうそうそうそうそうそうそう。
[03:08:20.000] 昔の昔のアニメのさ、あ、あの岩落ちそうっていうグーニーズのさ、あの映画のさ、洞窟のさ、あの落ちてくる岩みたいな。あれ、これ確実に落ちてくるなっていう。いや、ちょっとさ、本当に弁名させてほしい。
[03:08:38.439] ちょ、本当に弁名させて欲しいんだけど本当に見てない。俺本当に攻略サイトなんか見てないからね。マジでひらめきがす本当に見てないからね。ま、ええわ。別にもうっていけそう。
[03:09:06.200] 別に別にいいけどな。見たこれ貴様らに疑われようがなっていいけど。ま、見てないよ。見てない。見てない。シャドゲで食ってけもシャドゲは攻略サイトました。
[03:09:20.920] シャド見てない。
[03:09:22.520] シャドウゲート64トライアルズ。
[03:09:24.960] 俺シャドゲートで食ってける。
[03:09:27.160] 64シャドガ64
[03:09:30.160] トリアルオフアトア。最近トイレ長いんだよな。
[03:09:37.600] いや、俺タバコ吸ってるからね。そっちを白場するわ。あの攻略サイトぬんじゃない?あ、タコ吸ってる。うん。
[03:09:49.120] 笑笑。やっぱりな。
[03:09:53.800] はまりマンタ。おお。
[03:10:03.040] 信じてたのに。
[03:10:05.200] いいだろ、別に騙って。あ、ここだって
[03:10:08.399] いいだろ、別に。
[03:10:12.600] いやあ、よかったよかったよかった。
[03:10:15.880] あ、ちょうど1時になるね。ちょうど1時
[03:10:17.600] になるね。もう終わりにしよう。
[03:10:23.200] え、これど、え、これどうなんだろう?
[03:10:25.239] これクリアになる。もうちょっとやれば
[03:10:28.120] クリアかな?え、音がない。え、もう
[03:10:32.000] ちょっとやればクリアとかあるかな?もう
[03:10:34.359] 1悶着あるんだったらここでやめたいんだ
[03:10:35.960] けど。読めない。
[03:10:39.439] 一門着あるんだったら
[03:10:42.279] ここでやめたい。あと30分ぐらいで
[03:10:45.279] クリアできるよってんだったら行っちゃい
[03:10:46.720] たい気もするけど。
[03:10:49.640] いや、まだあるだろうこれな。多分まだ
[03:10:51.920] あるよな。これ
[03:10:56.239] 何これ?ギターみたいな。楽器。
[03:11:03.080] なんでここ音ないの?
[03:11:17.000] 何これ?
[03:11:19.439] あ、扉った。ごめん。
[03:11:25.399] 無音怖い
[03:11:26.319] ね。
[03:11:32.200] え、え、え、え、え、え、え、
[03:11:36.279] 左。
[03:11:40.800] は、
[03:11:42.680] は。
[03:12:02.399] なんかメモさと時メモあの時メモから無音なの?
[03:12:08.880] そうなんじゃない?
[03:12:10.439] 時メモあれ思い出すわ。あのとめ物歌
[03:12:14.040] それ思った。これは長くなりそうだ。
[03:12:16.640] 歌つくやつ。
[03:12:18.720] え、これ長くなるかな?日差しがなら誰かのルルルルル。あれでもあのゲーム良かったよな。でもあれあのゲーム面白かったわ。
[03:12:33.880] だったっけ?
[03:12:35.040] え、
[03:12:35.640] お愛し。
[03:12:36.960] あや子。あ子、あ子。あ子だよね。なんとかあ子。あの妹、妹じゃない。あの後輩ちゃんがね。
[03:12:44.960] みみなんだっけ?みゆきちゃんみさちゃん
[03:12:52.319] やべとメモももやりてえな。時メモあれも
[03:12:55.960] 良かった。面白かったよな。
[03:12:59.080] 日差しがルんルンラ
[03:13:03.399] 誰かのルル
[03:13:07.120] 。
[03:13:09.840] ちょっと待って。これ何?これ何すれば
[03:13:11.880] いいの?もうじゃあもう寝るよ。
[03:13:16.479] 呼んでいる胸のどこか奥でミキスが合わなかったんだっけ?
[03:13:24.520] え、キミキスじゃない。え、キミキスの次のやつなんだっけ?え、あのキミキスじゃないのよ。キスの続編の方なんだっけ?あれ名前た。絢辻さんのやつね。あれはあれは合わなかったね。
[03:13:37.840] なんかさ、俺が恋愛シミュレーション
[03:13:40.120] ゲームやるのってこうなんか
[03:13:43.439] ちょっとしたことでオーバーなツッコミを
[03:13:46.000] することで俺はなんかこうあのそういう
[03:13:48.960] ゲームを楽しむのよね。なんかその例えば
[03:13:51.439] さ、ちょっと水着出したらさ、おっぱいが
[03:13:54.080] おっぱいがて言うから面白いんじゃん。
[03:13:56.760] あのね、その無理だったやつキスじゃなく
[03:13:58.960] てな、何だっけ?あれ
[03:14:01.279] 神だ。雨神はね、俺のツッコみを量がする
[03:14:04.239] のよね。冷静に解説するのやめて。
[03:14:07.000] これだ。
[03:14:07.600] あ、あ、雨神の主人公は俺のツっコミを量がするのよ。あのなんかね、
[03:14:13.560] 1
[03:14:13.720] 回配信でやったんだけど、なんか主人公が女の子の
[03:14:17.279] 2
[03:14:17.399] 人きりになって、おい、こんなお前エッチすんじゃねえのとかってふざけてたらさ、何すんのかなと思ったら女の子の膝の裏舐めたんだよね。あ、それであ、無理だと思って俺には手、俺の手には負えねえ。
[03:14:29.760] 笑
[03:14:30.560] 俺の手には負えねえと思ってやめた。
[03:14:32.640] 恐ろしい。笑。
[03:14:34.239] え、
[03:14:34.880] いや、なんか俺はふざけてさ、お、こんなもんお前エッチしちゃうじゃんとかって言ったらさ、あの女の子の膝の裏舐めたの?あ、無理だなと思ったね、俺はあん時。あ、俺はこのゲーム無理なんだと思って、俺はこの思考にたどり着けないと思って。
[03:14:56.120] ちょっとあのゲームはね、ちょっとあのなんて言うのかな、日すぎるというか、ちょっとね、ちょっとあれ俺にはちょっと無理だったな。ま、もう
[03:15:08.840] あくまでノーマル、
[03:15:09.960] あくまでノーマルの中でいなんて言うかな。やっぱさ、こう見えてないからエロいってあるやん。
[03:15:21.040] あの、やぱ真っぱ高の女の子より変なこと言ってますよね。あの、真っぱ高の女もさ、やっぱちょっとちょっと見えない方がエロい。
[03:15:32.840] そういうことなんだよね。
[03:15:34.960] あの、雨神はもう
[03:15:37.520] せめて足の指。
[03:15:38.880] 雨神はもう見えてるところからそれをギゅギゅギゅギュって押し付けてくるみたいな感じだから怖い。そこまでされたら俺も怖いもん。怖い。
[03:15:49.760] 怖くなっちゃった。
[03:15:53.080] ほんで、ほんで、ほんでこれどうすんの?
[03:15:56.760] ほんでこれどうすんの?これ
[03:16:05.000] まあでもここしかないよなあ。
[03:16:09.279] まあでもここしかないよね。でもね。
[03:16:17.640] あ、間違えた。
[03:16:18.920] ええ、何ですか、これ?なんやろね。
[03:16:23.479] 式読んだ式
[03:16:26.080] し。あ、確かにそうだ。拾って読んでなかったわ。本当だ。拾って読んでなかった。ごめん、ごめん。え、
[03:16:33.279] 大好、
[03:16:36.600] 大主。え、悲しいかな?裂い。裂い。
[03:16:43.120] 無法。
[03:16:44.960] 枯な戦いの豪快に誘された世界においては
[03:16:47.760] 、え、我が要求に耐える素材を、えー、
[03:16:51.439] 探すのは難しい。楽器本体に関して言えば
[03:16:53.880] 育ともマな状況ではあるが、さすがに現の
[03:16:56.840] ような消耗品となると入手が困難だ。あ、
[03:17:03.239] 俺もうひらめいちゃった。え、待って。
[03:17:05.000] マジでこれ俺が攻略サイト読んだったと
[03:17:07.080] 思われる。もう読まなくていいわ。
[03:17:10.560] なるほどな。
[03:17:12.080] なほね。なほね。はい。巨人の髪の毛です。はい。当たり。なほね。
[03:17:24.560] パチパチパチ。
[03:17:25.960] ちょっとこれ俺ガキプレイみたいじゃん。
[03:17:28.279] 俺がえ、ガキを消えしまった。
[03:17:29.960] 確定チまドびっくり。いや、確定ちゃうやろか。
[03:17:33.920] ナホザワールド。
[03:17:35.040] ナホーザワールド。これですわな。
[03:17:38.279] 冷めるわ。
[03:17:39.120] いやいや、なんでだよ。
[03:17:41.520] なんでだよ。見てねえっつうのでもこっ
[03:17:45.640] からわかんねえよ。こっからマジでわかん
[03:17:47.279] ないよ。
[03:17:53.399] え、こっからはわかんない。楽器が消えて
[03:17:55.640] しま、もうちょっとしっかり読むか。なん
[03:17:57.760] かそのがあるかも。ありバりましたからね
[03:18:01.479] 。笑え
[03:18:04.520] 配信してありバとか聞かれなきゃいけない
[03:18:06.680] のリスナーに。なんで?いや、ずっと配信
[03:18:09.560] してますやん。笑笑。
[03:18:11.680] そんなありバありバとか話さなあかんの?あかでもほら答え結局書いてあった。巨人の髪の毛ね。はいはいはい。巨人の髪の毛。ああ、でも書いてないねえ。楽器が消えちゃったよ。楽器消えたんだが。
[03:18:37.600] いや、もうちょっとここまでにするからもう
[03:18:39.239] 1時だしな。
[03:18:39.960] あ、でもなんかちょっとでももうちょっとやるか。もうちょっとやるか。え、楽器消えてもうたが
[03:18:46.800] どこに楽器消えたの?
[03:18:48.080] わからん。楽器が消えてしまったってどっちゃったよ。え、どこに消えるの?楽器が。何?楽器が消えるって。
[03:19:07.560] うーん。なんか楽器の話ってなんかあっ
[03:19:10.160] たっけかないよな。
[03:19:24.279] ないね。
[03:19:39.560] うーん。
[03:19:45.600] ないね。
[03:19:48.680] ちょっと戻ってみるか。
[03:19:59.239] え、
[03:20:03.399] ちょっと俺コーナー攻めすぎだよ。さっき
[03:20:04.920] からコーナー攻めすぎて落ちる可能性が
[03:20:07.120] ある。
[03:20:12.399] なんか怪しいなここ。あ、なんでも分かっ
[03:20:14.560] たな。ごめん、ごめん。今のなし。今の
[03:20:17.479] なし。
[03:20:19.600] えー、どこだ?なんだ?
[03:20:23.640] 楽器が消えてしもたんやけど。
[03:20:34.920] ねえな。
[03:20:37.920] ここまでにするか。なんかこっから長そう
[03:20:41.080] やしな。まだな。もう1時やろ。
[03:20:57.800] うーん。わからん。
[03:21:01.760] ああ、眠て。眠たくなってきたし。終わり
[03:21:04.359] にしようかな。
[03:21:06.600] どうやって開けんだろう。もうなんやね。
[03:21:08.960] うん。竜の瞳み身もちょっと怪しいけど。
[03:21:26.920] いや、でも多分あの塔だの塔の中だろうな
[03:21:29.680] 。こっちとかじゃないと思うけどね。
[03:21:48.720] ここは何もやってねえんだよな。マジで。
[03:21:51.520] マジでここ何もやってないんだよね。
[03:21:57.399] 火もねえしなあ。
[03:22:01.199] こいつになんか渡すんじゃないのかな?
[03:22:07.640] え、ていうかさ、
[03:22:10.720] あれ、ていうかコイン1枚余ってねえ。
[03:22:16.479] あれ結局コインって余るの?これなんか
[03:22:20.720] まだ引き換えあるよね。
[03:22:25.279] うん。
[03:22:25.520] なんかまだ色々残ってるっちゃ残ってるよな。
[03:22:31.120] 何もらったっけ?
[03:22:32.880] えっとね、なんだったな、なんだっけ?なんか何だったっけな。うん。何だっけ?えっとね、えー、不思議な木の実とガントレットとかが残ってた気がする。あ、坂
[03:22:45.560] 使ってないね。使ってないね。そうだ。逆月きだ。
[03:22:54.520] あれ?逆月どれ?これか?違う。
[03:22:59.399] ほら。これ使ってないよね。
[03:23:05.120] 使ってないし。デジベルのペンダントも
[03:23:07.399] まだ渡してない。え、なんか結構はまだ
[03:23:11.600] 結構長い。
[03:23:14.359] え、まだ結構長いか。このゲーム俺もう
[03:23:16.520] クリアかと思ったけど。え、やだ、
[03:23:20.920] やだ。
[03:23:22.080] え、もうやだ、やだ、やだ、やだ。もうクリアだよ。
[03:23:25.319] やだ。
[03:23:27.880] やだよ、もう。
[03:23:29.319] だ、やだ。
[03:23:30.080] もうクリアして早く次のゲーム何やろっかなと思ったんだから。たぷり
[03:23:35.520] なんか使わないアイテム。またダミーアイテムだったらいいんだけどね。あの、ファミコン版もあったじゃん。なんか無駄な使わないアイテム。
[03:24:11.680] これな宝石こ
[03:24:18.080] いやいらねえけどさ
[03:24:23.640] 不思議な木のむ。
[03:24:26.760] いやあ、これ持って別にいらないよな。
[03:24:35.840] ガントレットね。
[03:24:38.600] えー、これなん、なんかいるのかな?
[03:24:42.920] ただの無駄なさ、あれだ、あれなんかな。
[03:25:08.800] おいおい、なんてことはシーレスたちいつ
[03:25:10.680] までそ、お前いつまでそれビビってんねん
[03:25:13.040] 。もうめっちゃ前の話だぞ。もうこいつの
[03:25:16.680] 最終セリフはこれなんだ。かわいそうに。
[03:25:24.600] いや、わかんねえな。なあ、でもあの塔の
[03:25:27.359] 中で完結すんのかな?
[03:25:30.080] あの塔の中で完結するんだろうな。多分な
[03:25:32.120] 。塔戻るか。いや、ちょっと今日は
[03:25:34.640] ちょっとここまでにするわ。塔に戻って
[03:25:36.199] セーブして終わろう。もうわかんねえ。
[03:25:39.080] ここ、ま、ここから2つ目でも多分今日は
[03:25:40.880] 無理やわ。いや、あれめっちゃ進んだよ、
[03:25:43.279] 今日。めっちゃ進んだ。めちゃんこブーん
[03:25:46.920] だんで、ま、よしとしましょうや。
[03:25:51.399] 今日はもうおしまい。今日も終わり。えん
[03:25:55.680] 、ええやんえやん。ええやんやん。
[03:25:59.760] 明日クリアできたらいいね。明日また
[03:26:01.720] 夜配信するけど。
[03:26:02.880] ああんですって。
[03:26:05.880] ここまでの4
[03:26:06.680] 日ぶ進んだ。はい、終わりじゃあ終わり。
[03:26:10.040] ここ4
[03:26:10.560] 日間のさ、なんだろう。総数より今日
[03:26:15.520] 1
[03:26:15.720] 日のすんなわ。今日はここまでにしますわ。危ない気がする。危ねえ。危ない。危ない危ない。
[03:26:38.520] 呼んだら。あれ?ドラゴンのん?ドラゴン
[03:26:42.800] の笛と同じネ色だったない?あの上の羽。
[03:26:48.040] この上の羽のやつ。なんか同じネ色だった
[03:26:50.680] ね。違、違った。これ4んだるじゃなく
[03:26:53.880] ない?おい、なんかワンチャンあるかこれ
[03:26:56.760] ?ワンチャンあるのかこれ?いや、もうで
[03:26:59.439] も今日はやんない。今日はやらない。もう
[03:27:02.040] 1時過ぎたし。
[03:27:18.600] とりあえず上まで行ってセーブして
[03:27:19.840] 終わろう。
[03:27:22.479] でも確かに使ってないアイテムあるよな。
[03:27:24.720] 逆月きとか使ってないもんな。ええ、
[03:27:36.160] まだなんか拾ってねえアイテムあるかな?
[03:27:39.760] やめるって言ってもなんかなんだかんだ
[03:27:41.560] ちょっとこうやってやっちゃうんだよね。
[03:27:45.279] これは何?このこのでっかい箱は何なん
[03:27:47.760] だろう?なんか開いたりすんのかな?
[03:27:51.680] 楽器が消えちゃったのもよくわかんないし
[03:27:53.880] ね。
[03:27:54.359] なんて消えたの?これも調べらんないしな。で、この壁の張り紙もこれ
[03:28:03.880] 棺なの?これでも開かないんだよね。開かないってか何の何にも何にもない。なんかデメントに昔こういうのあったな。デメンって知ってる?おめだ。
[03:28:23.319] プレステ2
[03:28:23.840] のゲームデメントにこういうこういうこういうのあったな。蛇の。あ、なんかこれでも下がるんだろうな。
[03:28:31.920] 犬のやつ。
[03:28:33.600] 犬。あ、そう。犬のやつ。そう、そう、そう。犬のやつ。
[03:28:36.319] 9位な。あれ名作だからね。あれも
[03:28:44.680] グっぽい。
[03:28:45.800] そうそうそうそうそう。あれもね、名作ですよ。
