[00:00:11.559] Да
[00:38:12.079] ロブクランククラプトンもう忘れたわ。
[00:38:15.200] よくも罠にはめてくれたな、こいつ。騙さ
[00:38:17.079] れたですね。騙されて人殺しちゃったんす
[00:38:18.880] よ、僕。お前は茶バケシードジャンカーを
[00:38:22.280] 辞めさせられたはず。
[00:38:24.720] 貴様らをこのしてやめられるのか?貴様ら
[00:38:26.920] にだけは許さん。ふふふ。バカな。お前の
[00:38:30.520] ような人間ごとに我々を倒すことができる
[00:38:32.880] ものか。
[00:38:35.560] おセーブできない。一瞬セーブできるかと
[00:38:39.040] 思った。うわ、2匹行くんや。2匹行くん
[00:38:43.400] や。
[00:38:45.359] え、で、こいつらってさ、女はさすがにごめん。女はさすがに行けね。日ポコアってくれるの?
[00:38:54.760] いや、やらないよ。何それ?何?水曜日ポコアやるってな。何の話?ね。つよ。待って、待って。強すぎねえ。
[00:39:08.200] 強すぎん?
[00:39:12.800] いや、ま、
[00:39:14.720] あ、え
[00:39:20.119] 、
[00:39:23.440] なんやねんこれ。うわ、もうなんやねん。
[00:39:27.040] 語れへんやんけ、こんなん
[00:39:35.480] 。
[00:39:42.359] 勝てねえよ。なんだよこれ。え、あんまりにも強すぎるって。ゲ
[00:39:52.680] いやいやいやいや、ちょっと待ってくださいよ。待ってくれよ。なんだよそれ。え、何?水曜日ポコアってなんか海の街みたいなやつ?ちょっと見たよ。海の街追加されるんでしょ?ちょいと見たけど。
[00:40:07.640] 全然やってねえから俺。あのなんか
[00:40:09.200] 1
[00:40:09.400] 個目の街解放して終わりもやってない。全然
[00:40:13.960] マナフィ。
[00:40:15.119] あ、マナフィが来るんや。へえ。俺
[00:40:19.800] 1
[00:40:20.000] 個目の街解放してなんかイワークがどこにいるかわかんなくてやめた。イワークってどこにいるの?なんかイワークを探せみたいなこと言われてどこだよつってやめしたもん。戦もしたのにあのゲームコはたけえよ。
[00:40:43.280] いや、ちょっとこれひどいなあ。
[00:40:50.880] 武器買いに行きますわ。じゃあもう最強の
[00:40:53.359] 武器買っちゃりますわ。最強の武器買って
[00:40:56.640] くるわ。ムかつくからよかった。金貯め
[00:40:58.880] といて。あんなん語れへんわ。
[00:41:08.319] なんかポケモンやりたい感あるんだよな。
[00:41:11.960] なんかハートゴールドとかやりてえな
[00:41:14.359] みたいな。あ、でなんかポケモンのなんか
[00:41:15.920] さ、今海外で流行ってるなんか初代
[00:41:19.000] ポケモンのなんかさ、HD2化するなんか
[00:41:22.880] MODみたいな知ってる?めっちゃ面白
[00:41:25.359] そうなんだよな、あれ。なんか初代
[00:41:26.760] ポケモンのロムを自分で吸いしたやつな。
[00:41:28.920] もちろんな自分で吸い出したやつなんかパソコンの変ななんかあれに読み込ませてやるとなんかね立体になるんだよね。
[00:41:35.800] HD2D
[00:41:36.680] みたいな。あれめっちゃおもろそうなんだけど
[00:41:42.960] すっご。
[00:41:44.160] ちょっとURL
[00:41:44.839] 貼ってやるよ。俺これさっきさ、もしかしたら配信できねえかなと思って。
[00:41:48.880] そんなのあるんだ。
[00:41:49.760] うん。色々試したんだけど、あのね、日本語のロムには対応してなくてできなかったんだよね。
[00:41:55.000] URL省略。
[00:41:56.240] 日本語のロムには対応してなかった。
[00:41:57.760] これめっちゃすげえから見てほしい。
[00:42:01.240] あ、ごめん。これやりやり方やり方の動画
[00:42:03.280] かもしんない。やりやり方だけど実際に
[00:42:05.280] 動いてるやつ見たらすげえと思うよ
[00:42:08.319] ね。スパムじゃねえよ。スパムじゃねえよ
[00:42:11.400] 。
[00:42:13.400] めっちゃ面白そうと思ったんだけど海外の
[00:42:16.520] ロムしか対応してなくて日本語のロムじゃ
[00:42:19.160] できなかった。
[00:42:23.559] おい銃作ったんねん。こういう感じね。
[00:42:27.520] ミッドナイトエキスプレス。おお。買えますやん。ミッドナイトエキエクスプレス。これも金貯べてこいつも行ったろうかな。え、酔わないでしょ。あ、そのぐらいじゃ酔うかな。実談タイプ
[00:42:44.760] 6
[00:42:45.000] 弾。いや、もうだったら金貯めてこいつ行った方がいいよ、絶対な。金ちょ待って。
[00:42:56.920] 行ったりましたわ。行ったりました。買っ
[00:42:59.480] たりましたわ。1番高え武器。
[00:43:07.440] これが1番強えのな。これブラスター
[00:43:09.599] でしょ。あ、しかもブラスターやん。最高
[00:43:11.839] やん。
[00:43:13.880] ブラスター最高じゃないすか
[00:43:16.720] 。俺どれだ?
[00:43:20.640] これブラスタータイプ。こいつ外して。
[00:43:23.000] こうや。こうや。オッケー。あと種か。種
[00:43:27.960] じゃねえや。玉買わねえとな。
[00:43:33.480] なんもうちょっと金食べてもう1個買っ
[00:43:35.119] ちゃおうかな。もう1個の1万5000の
[00:43:36.520] やつ
[00:43:38.960] 買ったってもええな。
[00:43:44.280] これ買いちゃ、買っちゃっていいすか?
[00:43:46.160] これなんかもうあれ攻撃範囲1なんだ。
[00:43:54.319] 弾買ってくか。うわ、10発80円もし
[00:43:57.160] から高。
[00:44:00.079] 200ぐらい持っとくか。わ、高けえな。
[00:44:03.839] 250あればいいやろ。
[00:44:10.559] もう薬とかはぶっちゃけいらねえような気
[00:44:12.640] がすんだよね。あ、あとあれ買ってくわ。
[00:44:15.640] 爆弾買ってくぜ。爆弾。あ、ちょ、あいつ
[00:44:18.680] あまりにも強すぎた。
[00:44:26.480] いや、もうミサイルランチャー買うかな、
[00:44:28.440] これ。900円もするけど。
[00:44:35.880] いや、高いな。ちょっと5発ぐらい買って
[00:44:38.640] きます。すいません。5発買わせてくれ。
[00:44:43.280] なん、あいつ勝てる気がしなかった。か
[00:44:55.200] 。こういうのいらん。
[00:44:57.599] これやな。
[00:45:04.440] よし。ちょ、こいつで行かせてくれ。
[00:45:08.000] こいつで行かせてくれつったって。でもな
[00:45:09.559] 、あの攻撃力だからね。もうどうしようも
[00:45:12.160] ないよな。武器、武器をさ、新しくして
[00:45:14.440] いってもさ、賞味勝てる気がせんのやけど
[00:45:17.400] 。
[00:45:26.520] ま、ちょっと攻撃力に注意していきますか
[00:45:29.359] 。
[00:45:47.559] はい。はい。すごい解説してくれてたけど何も分からなかった。
[00:46:03.160] ま、そうだよね。ごめんね。そうだろうなと思ってた。うん。
[00:46:07.720] なんか色々言う俺も俺も喋りながらまあ誰
[00:46:10.760] も分からないんだろうなって。
[00:46:15.359] 別にいいのよ。別にいいんです。こっちも
[00:46:19.440] 別にあの独り言なんで。
[00:46:23.640] あ、ちょっとこいつ打ってみんべよ。打っ
[00:46:26.400] てみようぜ。
[00:46:28.559] みうわ。
[00:46:35.400] おお。あ。だからあんまだからあんま強い
[00:46:39.119] のがようわからんのよね。これなんか強い
[00:46:41.880] 。これ
[00:46:44.760] あんま強くねえんだよな。やっぱ新しい
[00:46:46.960] 武器買ってきてもな。
[00:46:54.200] 全然時間かかるよ。ま、攻撃範囲が広い
[00:46:58.079] から
[00:47:00.280] 色々壊せるのは早いんだろうけど。
[00:47:06.960] まだ生きてんのか?これで生きてる方がおかしいだろ。まあ
[00:47:19.680] 攻撃範囲が広いからけ
[00:47:23.119] 俺もやるか迷った。やるか迷ったけどまだだなって思って。うん。まだ早いと思って。この時間はまだ早いと思って。
[00:47:31.559] Kを出すには。ああ、
[00:47:34.000] まだ早い。
[00:47:37.760] もういいよ。こいつら戦わないで。
[00:47:42.760] もう俺の声がもっとかれてこないと。
[00:47:50.800] ま、やめてやめやめて。よしよし。
[00:47:56.040] あ、これあれだ。またこれ。あれだよ
[00:48:00.640] 。雲か
[00:48:02.839] なんだ?雲男ってこと?どういうこと?こんばんは。あ、こんばんは。やってますよ。誰だ?あれ?あのロソ消す。またロソ消しからやりやり直しじゃねえか。またロソ消しからやり直しですか、これ。
[00:48:39.960] ここの2本を消さないと開かないわけです
[00:48:42.160] よ。
[00:48:50.760] じゃ、どけ。よしよしよしよしよしよし
[00:48:54.640] よしよしよしよし。
[00:48:58.640] またあの3回まで行くの大変だよこれ。
[00:49:02.799] またあの3回まで行くんすか?これ
[00:49:09.520] マジ絶対セーブしよう。
[00:49:18.760] ロードが長いだけでレトロゲート行ってもいいかもしれない。
[00:49:22.720] うん。そう。ロードめちゃめちゃ長いからね、これ。ま、しょうがないんすよ。そこも味なんすって。そこも含めて
[00:49:32.400] SD
[00:49:32.720] スナッチちゃなんすな。フロッピーやからな。フロッピー。
[00:49:43.040] 通勤時間2時間みたいな感じある。
[00:49:46.880] 本当にあの戻し作業、そのなんかゲーム
[00:49:49.480] 自体のなんか難易度とかじゃなくて、その
[00:49:52.599] ハードウェア的な面でめちゃ大変なんだよ
[00:49:54.640] 、これ。ハードウェア的な面で時間が
[00:49:57.599] かかる。
[00:50:03.400] あともう直接も直行しちゃっていいね。
[00:50:10.799] 邪魔、邪魔だ。お前こっち来んなよ。え、
[00:50:13.000] こっち来んな。
[00:50:14.680] お前も邪魔やねん。ああ、おくそ。逃げます。すいません。ちょっと戻しも
[00:50:23.720] 田中シングル
[00:50:24.960] も邪魔やねん。ああ、もうどっから行くんだ、これ。ここか?違う。ここじゃないな。これ
[00:50:34.720] 1
[00:50:34.799] 個上だ。ここやろ。ここやろ。ここやろ。いよしよしよしよしよしよしよしよしよしよしよし。
[00:50:43.680] あ、お前は敵じゃないな。お前は敵じゃ
[00:50:45.280] ないな。
[00:50:49.920] ああ、見て
[00:50:53.839] も絶対これ敵に触るようになってるんです
[00:50:56.559] よね。ここでこいつ逃げらんねんで。
[00:51:01.440] あ、でもこいつにはいいかもな。9マス。
[00:51:03.799] あ、こいつにはえんちゃう?こいつには
[00:51:07.000] えんちゃう?
[00:51:10.200] まろまろま
[00:51:12.599] 。
[00:51:14.040] こいつキモいよね。
[00:51:17.160] あ、いいかも。いいかも。いいかも。
[00:51:37.160] うーん。
[00:51:39.240] まあまあまあまあまあ有効か。
[00:51:49.240] 避けんね。お、わずかに早くなった気がする。ちょっとだけ早くなった気がすんだ。
[00:52:14.599] もうそこ2
[00:52:15.520] 匹いるのやめてマジで。お前らさ、
[00:52:19.359] 2匹も重な。こっち来い。
[00:52:21.760] 1回来い。こっち来い。
[00:52:24.400] 弱点を調べるみたいな技はないの?
