[00:00:55.520] おはちゃまちゃまドンちゃに
[02:24:37.399] まあ何もないなあ。
[02:24:42.479] まるでメンテナンスがされていません。
[02:24:44.000] すぐに使用できる状態ではありませんね。
[02:24:48.760] じゃ、この部屋ではないか。
[02:24:51.880] この部屋ではないような気がする。
[02:25:05.479] 次真ん中の部屋
[02:25:08.960] 2号室に入りました。はいはいはい。
[02:25:13.359] 室内には様々な専門的な機材が設置されて
[02:25:15.720] います。
[02:25:18.640] マイクロマニピュレーターや各手の
[02:25:20.359] レーザー投射機、マイクロサージリー
[02:25:23.840] システムなどがありますか?
[02:25:27.560] 効果な機材もこうなってしまえば役には
[02:25:29.319] 立ちませんね。
[02:25:32.120] ホルマリン付けの容器とその他薬品が並べ
[02:25:34.279] られています。
[02:25:37.920] 各種バイオテクノロジー関連の木があり
[02:25:40.040] ます。かなり本格的です。ここでやってん
[02:25:42.800] のか。
[02:25:46.279] 元は供給心品。色用の特殊なモニターです
[02:25:49.399] から。うん。
[02:25:53.160] 標本が少し入ってます。あまり見たくない
[02:25:55.080] ですね。
[02:25:59.520] 何もいないようです。なんか気味が悪い
[02:26:01.520] とこですね。
[02:26:04.640] このあれぐらいを具合を人工的に作るのは
[02:26:07.160] 難しいと思います。なるほどな。偽装でも
[02:26:10.439] ないか。
[02:26:25.920] うん。
[02:26:28.200] で、最後の部屋行ってみますか。
[02:26:41.399] ん、暗くて何も見えん。こんな時のために
[02:26:43.760] 私にはライトが装備されています。はい
[02:26:45.359] はいはい。
[02:26:48.399] 初めて使うぞ、この機能。
[02:26:53.479] お、
[02:26:55.880] ちょっとドキドキするんだよな、ここな。
[02:26:58.840] ここドキドキするよね。ライトをつけました。ライトの動きはギリアに任せます。はいはいはいはい。
[02:27:11.200] いい演出。
[02:27:12.120] いい演出だよね。これね、なんかトリフィみたいなのがある。ごく普通の花瓶です。鼻はさしてありません。うん。
[02:27:31.600] かなり古い写真ですね。プリント状態組織
[02:27:34.319] から、え、ついてして反省機以上前のもの
[02:27:37.040] です。なんでこんな写真が飾ってあるん
[02:27:38.640] だろう?これは何の写真だ?
[02:27:44.359] ワシリーブライジェンヌイジーンです。
[02:27:46.560] なんそれ?えー、第3次前のモスクワに
[02:27:49.399] あったジン。なんかさ、モスクワ、
[02:27:52.920] モスクワってなんかちょくちょく出てくる
[02:27:54.920] んだよな。
[02:27:57.640] で、主人公が発見されたのもモスクワ
[02:28:00.120] でしょ。うーん。というなんかちょっと
[02:28:03.720] この匂わせがね。匂わせ乙つ。匂わせ乙つ
[02:28:08.479] 。フレディニール線の岩にはモスクワの
[02:28:10.600] 地図がかかってましたね。うん。
[02:28:12.680] スナッチャーの家にもあったしな。
[02:28:13.920] モスクワの地図がな。
[02:28:16.560] モスクワかスナッチとどういう関係がある
[02:28:19.040] んだ
[02:28:26.479] 。
[02:28:31.479] コンピューター専用のモニター。うん。
[02:28:34.040] 特に何もないか。なんかある。なんかある
[02:28:37.479] 。
[02:28:39.080] えー、机の上にマッチがありました。なん
[02:28:41.120] とアウターヘブンのマッチです。どうやら
[02:28:43.279] アウターヘブンはスナッチより悔しいな。
[02:28:46.080] おそらくあそこで奴らがスナッチする
[02:28:47.600] オリジナルを探してるんで違いない。
[02:28:49.439] マッチをもらっておきます。はい。
[02:28:58.720] なんか右キーだけやけに遅いんだけど。
[02:29:00.760] なんでこれ?右キーだけやけに遅いね。
[02:29:05.160] なんかこの机なんかレールみてえのあるな
[02:29:07.520] 。おい、この机絶対動くだろ。
[02:29:12.040] 床の上にレールが引かれています。
[02:29:15.520] この机下からこの机の下から動きてます。
[02:29:18.359] もしかしたらこの机がスライドするのでは
[02:29:20.160] ?押しても動かないぞ。うん。
[02:29:27.240] これは何?コピー帽子がついたホワイト
[02:29:30.080] ボード。うーん。
[02:29:48.479] あと何調べんだったかな?引き出しをし。あ、これか。
[02:29:58.520] おや、引き出しの間に髪が挟まっています。他は殻です。何か急いで片付けたようですね。
[02:30:09.399] その神は
[02:30:10.560] これです。
[02:30:11.920] なんだ?中国語かな?メタル解読してくれ。
[02:30:16.359] はい。春って初心者。ああ、その後
[02:30:21.840] 5
[02:30:22.000] 文字は分かりません。こんな文字は初めて見ます。
[02:30:25.640] メタルは中国語が得意だったんじゃなかったのか。
[02:30:28.880] 私の得意とする分野はもっぱらリーチ単陽ピンフードライチ。
[02:30:34.160] 日常では使用されない中国語。それとか暗号か。
[02:30:39.000] 麻雀これがカルテの一部であることは確かだ。この暗号が分かればおそらく誰かの名前だろうがスラッチアが
[02:30:46.680] 1人判明する。
[02:30:48.000] 他のカルテはどうしたんでしょう?
[02:30:50.200] 俺たちよりも先に誰かに持ち去られたに違いない。
[02:30:53.319] どうも我々の行動がスナッチャーに漏れてるような気がするのですが。
[02:30:58.240] ジャンカー内のスナッチャーあまり考えたくないな。
[02:31:03.560] カルテの切れ端を取っておきますね。
[02:31:07.640] うん。こんなもんなんじゃない?
[02:31:27.160] クイーン明るくなる。くるな。来るか。
[02:31:32.840] 行く。
[02:31:34.040] 何?何?何?何?何?なんかちょっとちょっと無理やり感はあるけど。来る来るな。来るかってそこ結構無理やり感あった。
[02:31:48.920] 笑笑
[02:31:50.880] 無理やり感あったな。ちょっと
[02:31:58.000] 無理やりとか言うな。
[02:31:59.880] すごい。いやいやいや。すごいんだけどね。
[02:32:01.800] いや、すごいんだけどね。いや、まあ、すごいんだけどね。
[02:32:06.279] 目が超えてきた。
[02:32:09.560] 漢字詳しいとさっきの普通に読めたりします。
[02:32:12.640] へえ。あ、そうなんだ。
[02:32:23.040] これまだあれか?まだあれかな?調べるもんあったっけ?き、
[02:32:30.000] 絶対俺それさ、誰かコメントっかなって思ったんね。気づきの木ね。
[02:32:39.040] ここまだなんかあるんだっけ?
[02:32:49.600] 気づかんかった。
[02:32:51.240] 気づかんかった。ノット気づき。なんか右キーだけやけり重いんだよね。
[02:32:58.720] なんで?
[02:33:02.399] いや、でも全部見たんじゃないのかな?
[02:33:15.040] コントローラー壊れた。
[02:33:18.600] コントローラーがやっぱおかしいのかな?
[02:33:21.520] ま、そうだよ。おおかしいよな。でもね。
[02:33:28.640] 何もないね。
[02:33:46.920] いや、もうないんじゃないの?くそ。誰も
[02:33:49.560] いないしね。ここは本当にすなっちゃの
[02:33:50.840] 拠点なのか。
[02:33:53.760] うん。
[02:34:18.240] 右キーだけ待機気味。濁音不
[02:34:21.800] 何?右気味。右気味。
[02:34:25.800] アーダコーダなんか右気耳右気味コーダみたいな右だけ待機気味
[02:34:31.680] 不来た
[02:34:34.359] 不レギュレーションここも何もないかなもう何もないよね何もないよねここね一旦戻りますかね
[02:34:44.000] 右気右右気味
[02:34:46.160] 右気右気右気右気右気右右右るぜ
[02:34:54.120] 右耳君さんの名前は面白かった。笑。
[02:34:58.439] 右気味、右気、右気味。さてと。え、どこに行こっかな?ジャンカー本部にも行ってみるか。
[02:35:34.399] これどうするんやっけ?このと
[02:35:50.880] あ、なるほど。ジェミーに聞いてみたら
[02:35:53.160] だっていいこと言ってくれんじゃん。そう
[02:35:55.319] だ。
[02:36:02.000] 確かにカルテのことだったらジェミ聞けば
[02:36:03.760] いいよな。
[02:36:07.040] ジェミニ
[02:36:10.960] AI
[02:36:12.640] やだな。なんか何でも
[02:36:14.200] AI
[02:36:14.520] に聞くんだろうな。ミカはじゃあジェミニに聞けばいいじゃん。あ、ちょっと待って。チャッピーに聞くからって言うんだよ。で、あ、もういいよ、これ。
[02:36:22.720] これはビデオテープです。
[02:36:24.359] もう今もう何でもチャっとチャッピー引くからちょっとは寝神戸やった。
[02:36:30.120] みんな言うねんな。
[02:36:31.600] 3級の1009まで先を呼んでたのか。
[02:36:35.760] どうも驚かしてごめんなさい。
[02:36:37.399] 地民に来た。
[02:36:41.319] 今だと話せるよね。
[02:36:42.840] ま、今だと今さ、あのさ、チャット
[02:36:45.200] GPD
[02:36:45.680] のあの何、あの喋るやつやばいよな。もう人間だよね。怖いわ、あれ。
[02:36:54.160] すげえよな、
[02:36:54.920] あれ。すげえマジで。
[02:36:58.319] 今度それやってや。
[02:37:00.800] やる1番。
[02:37:02.720] え、やるってどういこと?配信でできんの?あれってま、ネかブラウザーでやればいいのか?やるか、じゃあ。
[02:37:14.920] はい。ネオ神戸見け見け。あら、ギリアン。
[02:37:18.240] どうもこんばんは。
[02:37:18.960] どうしたの?ぬル。クイーン病院。
[02:37:31.359] 10月から12月にかけて大量のせ生願剤
[02:37:35.439] の受してるわ。正願剤やはり決まりですね
[02:37:39.439] 。委員長は宗法。中国人集法か。ちょっと
[02:37:45.520] カルテ見てや。カルテ見てや。これさっき
[02:37:48.680] 話した病院から出てきたんだが何か分かる
[02:37:51.080] かい?カルテないかしら?これ中国でしょ
[02:37:53.880] 。分からないわ。闇医者はもしもの時の
[02:37:56.240] ために暗号で書くのよ。これもそうじゃ
[02:37:58.439] ないかしら。中国。そうだ。ナポレオンは
[02:38:01.600] 中国人だ。やつなら分かるかもしれない。
[02:38:03.880] なるほど。ありがとう。
[02:38:08.359] ナポレオンに話聞いてみるか。ナポレオン
[02:38:11.479] の番号忘れた。サキドの5644です。
[02:38:15.359] サンキュー。ごしよと覚えてください。
[02:38:17.479] 覚えられないよ。
[02:38:21.319] もう殺されてたりしてな。もう殺されて
[02:38:24.120] たりして。
[02:38:36.640] じじ死ぬのやだ。
[02:38:38.720] あなたがおかけになった電話番号は現在使われておりません。
[02:38:43.640] 番号をお確かめの上おかけ直しください。
[02:38:50.920] トムとジェリーの最初のやつや。
[02:38:53.040] へえ。あ、これ
[02:38:57.520] ナポレオもスナッチャーにやられたのでは
[02:38:59.240] ?あれ?なんだこのマーク?
[02:39:02.439] このマークどこか見たような一体どこが
[02:39:05.600] 消えたんだ?ナポレオンは
[02:39:09.439] 狼男そうか分かりました。ナポレオンの
[02:39:12.520] 居場所ギリアン分かったでしょ?さあ彼の
[02:39:14.600] 場所行きましょう。家の電話に
[02:39:16.439] 留守番電話機能がついた時テンション
[02:39:18.880] 上がった。
[02:39:20.720] いや、俺もう俺が物心ついた時にはもう
[02:39:23.960] なかったからな。家に電話。家庭用電話
[02:39:26.840] なかったよ。俺
[02:39:29.920] みんな携帯持ってたな。
[02:39:41.520] ま、さっきのあれだよな。さっきのあの狼
[02:39:44.840] 男のマークはまあまあまあやんところだよ
[02:39:47.240] な。
[02:39:50.760] アウターヘブンだよな。間違えた。
[02:39:59.800] ちょっと待って。なんかね、おかしいと
[02:40:01.040] 思ったんだよな、これ。さ、お、もしかし
[02:40:04.800] てよ、これ。ああ、ほら、これターボが
[02:40:07.479] オンになってなんかおかしいと思った。
[02:40:10.160] なんかおかしいと思ったんだよ。
[02:40:12.200] なんか右キーをさ、なんか連打連打状態になってなんかさっきからなんかカーソルもパパって動く時あるし、なんかおかしいと思ったらそういうことだ。連打なってたんだ。
[02:40:24.279] 右気味だったか。
[02:40:25.439] 右気味右気右だった。全然言えねえ。全然言えねえけど。右気味右気味右気味だった。うん。アウタヘブ行きます。
[02:40:39.359] ギミギミ
[02:40:40.640] 右気味右気味右気味右右ギみん右気味右耳右気味右気味右気右右右右すげえ言いづらいこの曲好きなんだよ俺でるねレレねレレねレんでんでんデデでデでん流れてくる曲全部言ってる
[02:41:07.240] この曲好きなんだよ、俺。
[02:41:10.240] よあ、お前俺の知ってるやつによく似てる
[02:41:13.279] な。まさかナポレオンか?気のせいですよ
[02:41:16.520] 、旦那。あ、ナポレオンなんて知りません
[02:41:18.600] よ。分かってるんだ、ナポレオン。もう
[02:41:20.640] 芝居を寄せ。お客さん勘違いされてるよう
[02:41:23.600] ですね。
[02:41:25.600] ナポレオンどうした?ふざけるな。足は
[02:41:28.240] ただの呼び込みですわな。ですわな。
[02:41:33.479] あんたもしかして何をするんですか?
[02:41:35.399] いきなり
[02:41:37.240] ナポレオンだろ?お前困りますね。何の
[02:41:39.840] 証拠があるんです?そのナポレオンとやら
[02:41:41.880] と私が同一人物という
[02:41:48.439] 証拠を見せてくださいよ。証拠証拠か。
[02:41:54.160] ええ、
[02:41:56.160] 匂い。お前臭いんだよ。お前は臭いから
[02:42:00.399] 同じ。
[02:42:02.040] あいつと同じどうだその匂い?奴つそっくりだ。え、なれの匂いってどんなでした?
[02:42:07.800] うるさい。黙ってろ。
[02:42:09.640] ああ、そんな理合なのか。そんな理由なのかい。あいつ絶対臭いもん。絶対臭いもんだって。そうだ。ちょうど背たけば同じ。同じくらいだ。そんなの理由なのかい。そうだ。室が似てる。確かに似てるな。なんなにならぬぜ。
[02:42:30.479] なんだったら正門分析してみようかなあ。
[02:42:32.439] メタル
[02:42:34.040] ナポリオンの専門データを取っていません
[02:42:35.840] 。すいません。不注意でした。それは残念
[02:42:38.560] でした。
[02:42:40.800] アクセント。そうだ。喋り方も似てるな。
[02:42:43.680] そんなんじゃ正面にならんぜ。
[02:42:46.760] 性格。そうだ。その疑い深い性格。
[02:42:49.840] そっくりだ。ほうほう。それがどうした?
[02:42:53.720] は失礼。
[02:42:57.520] くしゃみな。そうだ。
[02:43:00.080] そのくしゃみ、そのくしゃみだ。思い出したぞ。ナポレオンは花粉アレルギーだ。ふん。その辺で勘弁してやろ。ちょっとからガってやったのさ。よくわかったな。ギリアン。さすがはジャンカーだ。ま、入れ。お前だったのか。
[02:43:15.800] まあ、それよ、ギリアン。人の中の方が安全。
[02:43:20.279] 俺このシーンのメタル好き。に騙された。
[02:43:22.399] あんな首伸びるんだ。1
[02:43:23.399] 人くとはな。
[02:43:27.880] かいいよね。
[02:43:30.040] 騙したわけじゃねえさ。
[02:43:31.640] 笑笑
[02:43:32.560] タれ込みやって商売は危ない商売なんでね。
[02:43:37.319] 自分の正体に触れるのはタブーなのさ。
[02:43:41.120] だが損した気分だな。アウターヘブンの従業員に塔の店の場所を聞いてたんだからな。
[02:43:48.279] そりはま、俺の方が驚いたぜ。しかしあのギブスンの旦那が店に来てたとは知らなかったな。
[02:43:57.359] あの日は被判だったからな。
[02:43:59.760] 今夜はコスプレタイムじゃないんだろ。面を取りよ。ナポレオン。狼男と喋ってるとどうも落ち着かない。そりゃ失礼しよっか。このフルフェイスマスク意外と群れるね。
[02:44:16.920] 取らない子が良かったな。
[02:44:19.279] 何?よくわかったな。
[02:44:27.640] あのメッセージの狼男。あんな品の悪い映像は
[02:44:31.319] KTTでは考えられんしな。
[02:44:34.120] それから
[02:44:34.840] そう。これサンタのじだよ。
[02:44:36.359] お前のそのくしゃみだ。
[02:44:38.240] くしゃみか。なぜ俺がナポレゴン呼ばれてるか教えてやろうかな。
[02:44:45.520] 冬に弱い。
[02:44:47.160] ナポレオンボナパルトは1812
[02:44:49.479] 年ロシアに大陸軍を送り、雪のため大敗退した。
[02:44:54.840] なるほどね。
[02:44:55.760] うん。
[02:44:56.640] しかしよ、俺のくしゃみはスノーすぎっていう花粉のせいなんだがね。ドラで何のようだ?
[02:45:04.279] 聞きたいことだろうな。行ってみな。
[02:45:08.319] いいね、この目。このメタル可愛い。首伸ばして。
[02:45:15.960] おいおい、歌声食い深いのもいい加減にしろよ。俺は本物だぜ。本当か?お前すなっちゃうじゃねえのか?大丈夫です。今んとこ怪しい
[02:45:23.040] 人かけはありません。お前は中国人だったな。どうだ?俺は純粋な中国人だ。この神戸に来たのは
[02:45:30.800] 20
[02:45:31.160] 歳過ぎてからな。俺が知ってる中国は戦国だからな思い出がない。何もかも第三次が俺たちの人生を変えたもん。変えたんだ。
[02:45:43.920] とんでもないちだった。盗長機のは仕掛けられていません。安心してください。おいおい、人を信じろよ。うん。早速見せてみるか。これちょっと読んでくれよ。俺をよく見てくれ。何の意味か分かるか?中国人だろ。ほう、なるほど。それは難しいはずだと言うと、これは中国の元素号だ。
[02:46:11.720] 俺も科学を先行してなければ分からなかっただろう。
[02:46:14.240] 周期表中国語も含めて頭に入ってるので
[02:46:17.640] 1
[02:46:17.800] 手目はすごいね。なんで周期表をわざわざ中国語のやつを頭に入れてるのか。やっぱ頭がいいやつってのはもう暇すぎてそういうことするのかね。俺日本語の宗教も入ってないんだから。は、気が前金属派金みたいに覚えやすいんですよ。
[02:46:38.800] はあ。
[02:46:39.200] いい方。笑笑。ダブル。
[02:46:43.120] は、はあ。すごいね。俺は日本語の日本語のあれも入ってねえのに。
[02:46:54.439] 水平リーベ僕の船。
[02:46:55.920] 水平リーベ僕の船。あの、あのなんかあのなんかあの
[02:47:00.840] なんかめちゃくちゃ無理くりなとこあるよな。
[02:47:03.960] 水平リーベ僕の船
[02:47:06.880] 焼肉やでアーダコーダのシップスクラーみたいななんかさ、もうそこもうぐちゃぐちゃですやんみたいなや作ってるあんたもそこ手抜いてますやんみたいなとこあるよね。
[02:47:19.520] いや、もうそうスコッチ暴にドアが下戦ブルクルジに持てるロジパラ銀かシップスクラーク
[02:47:28.200] シップスクラークかとか意味がわからんもん。そもごちゃごちゃやん。そこみたいな無理くりのとこあるよな。暗号の意味教えろよ。
[02:47:46.040] 中国の元素技号とはどういうことだ?1番
[02:47:49.200] 左はベリリウム。その右と最後の文字は
[02:47:51.560] チ素。3つ目はイオ。4つ目は酸素だ。
[02:47:56.880] ベリウム、窒素、異様、酸素。分かってき
[02:48:00.279] たぞ。
[02:48:02.520] リアン。この暗号の名前を推理してみ
[02:48:04.439] ましょう。
[02:48:07.560] なんです?誰なんですか?このカルゼに
[02:48:09.279] 書かれてる人物は。金ヌール。いや、
[02:48:11.479] いきなり来たな。いきなり来たな。知ら
[02:48:14.640] ないよ。
[02:48:17.000] ちゃ、チマゲームちゃチマなんじゃない?
[02:48:19.080] チマ
[02:48:21.399] レチャマなんだね。
[02:48:25.960] みんな分かりましたか?もうみんな分かり
[02:48:28.359] ました。ま、僕は正直もう答え知ってるん
[02:48:30.800] ですけどね。
[02:48:34.160] どういう意味ですか?根拠がありません。
[02:48:35.760] よく考えてください。
[02:48:41.120] エリウム
[02:48:43.680] 窒素イ酸素
[02:48:47.279] これを
[02:49:04.240] ま、これ、ま、これあのベリウム、チソ素
[02:49:06.800] 、異様、酸素っていうのをあの周期表、
[02:49:09.560] あのさ、あるやん。えっと、酸素は、酸素
[02:49:13.479] はHとかさ、なんか、酸素はO2とか
[02:49:17.200] なんかあるやん。なんかよ、わかんねえ
[02:49:18.720] けど、なんか
[02:49:21.200] 水はH2Oとかなんかそれのベリウムとか
[02:49:24.279] チ素とか異様とか酸素をくっつけると答え
[02:49:28.960] になるわけですよ。
[02:49:31.279] で、ベリウムが確かBEだよね。Eで
[02:49:34.680] チッ素がN
[02:49:37.720] ベリウムチッ素
[02:49:39.319] B異がって何だっけ?
[02:49:45.080] S
[02:49:48.239] で酸素がOチ素がNということはですよ。
[02:49:52.840] インデグンス
[02:49:53.880] ということはそれを読む、それをカナカナにして読むとベリウムでチッ素で
[02:50:04.399] N
[02:50:04.840] つまり
[02:50:06.279] NでS異のSと酸素の
[02:50:12.080] Oでそでさらに最後のえチ素で
[02:50:25.080] ベンソンになるわけですよ。
[02:50:29.319] おお。
[02:50:33.840] ベンソン。そうか。ベンソンか。
[02:50:37.720] 来ちゃ。
[02:50:38.279] ベリリウムはB。チ素はN。異王はS。
[02:50:42.279] 酸素はO。
[02:50:43.960] 従がってベンソン。このカルテにはベンソンという名前が隠されていたんだ。
[02:50:49.680] べ、
[02:50:51.920] まさか局調の弁ソンカニンガム。
[02:50:54.600] それにメカニックの親父さん本名はハリーベンソン。
[02:50:58.399] 何?めちゃんこんばんは。
[02:51:02.319] この2人のうちのはどちらかがてこ
[02:51:05.680] ジャンカー本部にここ最初鳥肌立たったね。がい見破られていた理由がこれで分かりました。操作情報は全て本部に転してるんですから。
[02:51:16.160] こんばんは。
[02:51:16.600] メダル本部への情報の点を今すぐストップしろ。うまい。
[02:51:23.359] システムを切り離しました。
[02:51:27.200] これで以後のデータ転送は停止されます。
[02:51:30.080] ジャンカー本部にすっちゃう。
[02:51:31.239] スライムちゃまさてこと。
[02:51:32.479] どうもこんばんは。
[02:51:33.479] とにかくどちらがなっちゃうか。
[02:51:35.600] 1刻も早く証拠を掴まないと。これ今あの
[02:51:38.640] ジャンカ本部行
[02:51:39.319] 島村で島村で
[02:51:41.880] 今日の情報量は俺のおりにしておいてやろ。
[02:51:45.000] 息だね。
[02:51:46.080] ギリ、気をつけてな。すナっちゃんなんにやられちまうんじゃねえぜ。俺はしばらく身を隠すよ。なんと言ってもおめは俺の大事な金ずるだからな。
[02:51:58.800] ナポレオン、お前も気をつけろよ。死んだらくしゃみもできなくなる。
[02:52:03.279] にあるの。やがり
[02:52:05.760] じゃあな。ナポレオン行くぞ。メダル。
[02:52:09.800] いや、このシーン好き。このシーン好き。
[02:52:12.640] これ今あの島村でドラクエコラボでろんなグッズが出てるから
[02:52:17.439] いくらだったかな?1000
[02:52:19.399] 円ぐらいしたんじゃない?わかんないけど。わかんないけど。そんくらいしたかも。
[02:52:23.760] 行ってみようかな。
[02:52:24.840] よし、行ってください。行ってみよう。いやあ、弁ソンカニンガム局調かハリーベンソンおやさんどっちかがスナッチャーというね。なんとまあな展開でございますよ。
[02:52:57.800] あ、
[02:52:59.560] ギリアン、お帰りなさい。お疲れ様。みか
[02:53:01.960] 実は極闘局長と親父さんはハリーと局長は
[02:53:06.439] 留守だと思うけど。そうか。
[02:53:10.680] ということで今日はここまでにしたいと思います。いいとこで終わります
[02:53:19.399] と。
[02:53:20.319] ということでね、今日はここまで。ま、次回最終回やろな。次回最終回かな。え時間ですわな。
[02:53:34.520] ま、ちょっと今日トラブル多めでしたけども、ちょっと付き合いただいてありがとうございました。ありがとうございましたね。
[02:53:40.319] ちょっとトラブル多めでしたけどもセーブしたね。よいしょ。オつことで今日はこの辺にちゃまっちゃいいよな。面白いだろ?
[02:53:53.840] トラブル。
[02:53:55.760] そうそうそう。なんかあのコントローラーが何回やっても効かなくなったりなんか色々パッと始まんなかったり色々トラブルありましたけどもね。あのなんとかあの戻し作業も終わりたです。はい。
[02:54:09.160] ということで、ということでね、今日はこの辺にしとこうかな。今日はこの辺にしとこうかなと思います。いや、次回最終回ですよな。ちょっと続きのゲームもあります。
[02:54:20.800] ST
[02:54:21.040] スナッチャーも控えてますんで、もうパッとクリアしてサクっとやっていきましょうということで。が大変だった。
[02:54:27.840] そうなんですよ。そうなんですよ。アプリがクリーズして
[02:54:31.040] 1時間ぐらい戻し作業したりな。
[02:54:33.279] ま、色々ありましたけども、やっぱり面白いっすね。やっぱり面白いんですよね。ということで、え、今日は今日は
[02:54:47.560] たまピにレドするわ。うん。やっぱりレドするなら女の子だよな。ということで、はい、ありがとうござした。ありがとうございました。今日はこの辺で、え、追い止まさせていただきます。明日も仕事なのでな。
[02:55:01.960] おお。ありが
[02:55:03.479] ありがとうございました。ありがとうね。ありがとうね。はい。じゃ、お疲れさん。次の配信はちょっと明日はアリス
[02:55:12.840] アリスがぐちゃぐちゃにだったけどもお疲れさんでした。せいさんもありがとね。めちゃもお疲れちゃん。
[02:55:16.920] おした。
[02:55:17.800] みーちゃんもお疲れ。ペもお疲れちゃん。ありがとうね。次の配信は木曜日だと思います。
[02:55:22.479] お休み。
[02:55:23.160] おやすみ。おやすみ。ありがとうね。お疲れちゃん。バイバイ。明日は配信おやすみ。
[02:55:30.200] 明日は配信ないからね。よろしく。マジで
[02:55:34.840] 1
[02:55:35.000] 個いいコントローラー買おう。パソコン専用のなんかさ、箱コン買うわ。いいやつ。
[02:55:40.800] お疲れ様。
[02:55:42.160] マジで。おちネちゃん見てくれてたんだ。ありがとね。お疲れさ。
[02:55:51.000] かったにレドするわ。やはり、やはりレドするなら女よ。
[02:56:02.200] はい、ありがとうござい
[02:56:08.880] 男になんかしてもないし
[02:56:15.120] おいおいすよ。
[02:56:21.439] よいしょ。
[02:56:21.840] お疲れた。
[02:56:22.760] お疲れまれた。ありがとうな。
[02:56:24.800] お休みがな。
[02:56:27.200] ありがとう。ありがと。お疲れ。
[02:56:29.960] 明日は配信ないからね。明日は配信休みだよ。
[02:56:46.080] チマドロケラン。
[02:56:48.479] たまピロケランのとこ行こうな。は今日は終わりだ。
[02:56:55.640] お休み
[02:56:57.640] きっこ5kg
[02:57:00.359] 久々に見た
[02:57:03.000] たまピロケランキっこ
[02:57:04.720] 5kg
[02:57:07.439] おやすみ
[02:57:07.960] はいこちゃまたねお疲れちゃん次の配信明後日って
[02:57:12.160] ね。
