[00:00:31.199] おしゃ、毒。
[00:31:59.039] コスモコスモギャングザビデオだったんだけど握りだよ。握り
[00:32:04.919] 握りでも握りなんてしていいもんだからね。リクエスト枠ってそういうもんだもんね。
[00:32:12.519] そういうのはなんかこうもっとなんていうか、なんて言うのかな。もっとなんかもっとなんかそのなんかなんて言うんだろうな。なんかその配信者あのリスナーを大切にしてる配信者がやるべきなんじゃないかな。いや、俺も大切にしてますけどね。俺も大切だけどね。みんなのことね。
[00:32:30.120] おつやで言うとちゃま君のホラーが
[00:32:32.120] 1番すごかったと記憶してる。
[00:32:34.600] え、俺のホラー?
[00:32:35.639] うそ、
[00:32:36.799] 嘘じゃないって。
[00:32:37.639] 俺セプテントリオンで人が復に切れるの見てる。
[00:32:40.720] いや、セプテントリオンなんかめっちゃ絶対おもろいよ、あれ。
[00:32:43.399] もうも字だけどね、みんな。いや、文字だからこんな仲良くなれるっていう。やべ、やべ、やべ。いや、これ結局さ、
[00:32:51.720] ガチでおつや確定演出で涙。
[00:32:55.559] いや、でもダークルギアは俺もポケモン好きだからな。でもポケモンって大体おつやになりがちなんだよ。
[00:33:02.919] うちのチャンネルは
[00:33:05.039] 大切にしてるからこそリスナーの好きゲーをディスれない。
[00:33:08.480] そうなの?そうなの?そうなの?そうなの?そう、そう、そう。いいフォロー。ナイスフォロー。そういうことだってあんまり言えないやん。リクエストしてもらってなんやねん、このゲーム。おんね。だもんな。
[00:33:22.919] してなかった
[00:33:24.360] ん?何がこれに
[00:33:31.120] も言ってたけど。
[00:33:33.639] え、何が何が何が何がな?何て言ってた?何がこれ
[00:33:39.399] 2000ぐらい溜まったらもういい?これ
[00:33:41.240] 2000
[00:33:41.639] ぐらい溜まったらもういいか?ああ、もう、もうこれダメージくらって言ってた。
[00:33:50.200] 言うだ。言うだね。
[00:33:52.000] 言うよ、言うよ。言うけどだから言っ
[00:33:53.840] ちゃうじゃん。だからやんないんだよ。
[00:33:55.279] 言っちゃうんだよ。
[00:34:00.960] だってさ、やっぱ合うア合い
[00:34:04.200] すごいと思うよ。だからリクエストをさ、
[00:34:06.960] 貫きできる人
[00:34:13.000] 見てる側はどうなんだって。それさ、いや
[00:34:15.280] 、それはね、見てる人がどう思うかも含め
[00:34:18.000] て配信者の義量だと思うけど。MTさん、
[00:34:20.639] こんばんは。だと思うけど、やっぱさ、俺
[00:34:23.639] が、あの、俺じゃなくても他の配信者も
[00:34:25.639] そうだけどさ、リクエスト枠でさ、
[00:34:27.720] リクエスト枠でさ、あの、なんかあんま
[00:34:32.240] はまってないなっていう時あるやん。
[00:34:34.159] やっぱなんかでもやっぱ俺以外の
[00:34:38.800] 配信やってる人はやるやん。それを
[00:34:42.079] おつになってる時は
[00:34:44.119] そうでしょ?やっぱい時あるん時あるよね
[00:34:47.159] 。どう考えても。や、あるんだよ。
[00:34:50.760] 他の配信者見ててもリクエスト枠やってる人たちいるじゃん。で、やっぱなんかあのああ、やっぱ陸枠やってるとなんかしんどそうだなっていうのやっぱあるやん。なんかもう明らかになんか
[00:35:04.160] 分かる。
[00:35:04.920] なんか明らかにさ、あ、もうこのゲームは今日な、例えば時間で決めてる人だったら、
[00:35:11.079] あ、もうこのゲームは今日で終わりですみたいな感じでさ、なんかやってるとこあるなんかあ、やっぱ大変だよなって思う。俺はそういう空気を作るのも嫌だし、それをみんなになんか悟られるのも嫌なの。なんか
[00:35:27.200] なんかなんかそれ嫌なの。
[00:35:28.440] まずいからこうやって話題出してゲームと関係ない話で盛り上げようとしちゃうお祭りを
[00:35:33.880] いいじゃん。そういうのめっちゃ助かると思うよ。いや、ブラおじはウだよ、本当に。ブラブラさんはあのリクエストしかやってないんだけど、これ言ったのよ。なんでブラさんってリクエスト枠そんなあんなにできんすかつったら俺ゲームに興味ないんだもんって。それ結局そこなのよ。ゲームに興味ない人はできるのよ。なんだっていいんだって。
[00:35:56.560] ゲームやってりゃ
[00:35:57.319] リクエストってみんな喜んでくれるからさ。
[00:36:00.640] ゲームどうだっていいんだって。そう、俺は逆にゲームが好きで
[00:36:04.880] ゲームやるやりたいゲーム自分がやりたいなって思ってる気持ちと配信を一緒にやってるからやっぱこのゲーム好きなゲームできる時間になんかあんまやりたくないゲームやりたくないんだよね。それがきつい。きついんだよね。やっぱこれ自分の好きなゲームやる時間でもあるからさ。分
[00:36:24.000] かる。
[00:36:24.480] うん。
[00:36:25.720] ごめん。
[00:36:25.960] ちょっとこれせっかく貯めたけどここ回復するね。
[00:36:29.520] 頑張るけ配信者派はリクエスト来てやるやる言い続けてつべに移行したらしいだけと愛したみたいなもんですね。
[00:36:39.359] そうそうそういうことでもそういうことだ。
[00:36:40.560] 趣味で仲良くなった彼女と趣味で喧嘩した後みたいな。
[00:36:44.720] あと人生で何色食えるかわかんないのにまずい目いたくない。頑ばの。
[00:36:50.960] ガバのれ太郎さんね。ガバのれ太郎さんちょっとごめん。
[00:36:55.079] 2000ここボス倒していくね。いや、このたまにこのおり降り切らなきゃダメなんだね。降り切ってさすがにもうここはあのちゃんとクリアしますからね。待ってね。
[00:37:11.400] 2000
[00:37:11.599] 000でいいの
[00:37:13.280] 何がうーん。
[00:37:14.599] こなさベクトル変えてみんなのワースト
[00:37:17.280] 1くらいのゲーム教えてや。
[00:37:20.040] みんなのワースト。
[00:37:22.240] あ、あの、あ、見てるみんなのね、俺の配信で今まで一番思んなかったやつ。マジで思んなかったやつ。
[00:37:29.400] MC
[00:37:29.760] やっち俺お前の配信になってんじゃねえかよ。ま、でもちょっと楽だわ。ちょっと俺の配信で一番重んだ。
[00:37:37.920] なんだろ?
[00:37:38.880] いや、思んなかったやつなんで。
[00:37:40.200] 笑笑。
[00:37:41.040] だってチソびなんてゲームなんかわかんねえからさ、あんまり。嘘。トジャム重んなかった。
[00:37:48.359] トジャムはだってさ、重んないことがネタじゃん。な、なんだこのゲームって。そう、俺が俺のゲームだ俺のゲームじゃなくてもいい。そのなんつか、俺の配信配信ゲームじゃなくて配信の配信俺も含めて思んなかった。カッリング。
[00:38:04.359] あ、コーリングね。確かにコーリング
[00:38:07.760] ないよ。チャゲームても面白くしてくれるからな。
[00:38:11.400] 出た、出た、出た、出た、出た、出た、出た、出た。重んない。
[00:38:16.599] おん思んない時めっちゃあるやん。ちゃゲーム。
[00:38:21.440] よいしょ。
[00:38:22.599] よいしょがいいね。よいしょが。橋本が笑っていればそれでいい。ちょっと嬉しそうで草なんよ。キャんでも面白くしてくれるからな。今
[00:38:33.040] 1
[00:38:33.240] 番に行ったのに後ろ誰もついてきてなかった。コメントしにくい配信。
[00:38:38.960] コメントしにくい配信って何?何?コメントしにくい配信って何?
[00:38:43.040] ほらコメントしにくいって言ってんじゃねえか。
[00:38:45.200] お前らのせいだろうがよ。
[00:38:46.640] インド出張がちだな。
[00:38:48.480] あ、インド出張ね。確かに思んなかったよ。ごめんみ、みんなに会えなかったからごめんね。チソピ
[00:38:57.480] チまどなちアげがすぐ下ネタ言うから。
[00:39:00.640] いや、下ネタはいいでしょ。
[00:39:02.839] 下ネタ好きじゃん、もういいか、これで。もうこれ行っていい?これでもう
[00:39:08.319] 2000もあれば
[00:39:09.160] のバニが見せた時とか
[00:39:10.760] 2000、
[00:39:11.839] 2000とかいいだろ。
[00:39:14.240] 2000
[00:39:14.560] もあれ十分だ。バニが見てた。あ、
[00:39:16.440] 名にあみまって言ってごめん。え、
[00:39:23.200] よしよし。
[00:39:23.720] インドで風俗行きました。下ネタ好きじゃんとか言わないでね。
[00:39:31.079] 好きでしょ、みんな。女の子の方がえぐい下ネタというの知ってんだからね、俺。俺知ってるんだからね。クッソがマジでゴミ。うあ。
[00:39:43.480] あ、やだ、やだ。
[00:39:48.160] くそ。
[00:39:52.400] よし。オケ。いや、あの
[00:39:59.319] 10円もういらん。もう
[00:40:00.480] 10円なんかいらん。よいしょ。あれ?あれ?これ何?あ、これ
[00:40:10.560] I愛なんだよ。
[00:40:12.720] 必要なのはやっぱり愛なんだ。木じゃなくて
[00:40:20.560] 愛
[00:40:21.160] 愛を取らなきゃいけない。愛なんよ。
[00:40:23.200] やっぱ愛なんよな。愛なんによ。愛ってどこにあった?
[00:40:28.119] はい。雑談してたらすぐ溜まったね。今日クりあります。
[00:40:31.359] あるな。2000も溜まっちまったぜ。
[00:40:36.880] 相手どこにあった?あれ?あれ?相てどこにあったっけ?強えこいつ。あ、上か。
[00:40:52.319] こあるんか。
[00:40:57.760] ちなみに愛ってどこにありますか?
[00:41:00.160] えね、これさ、
[00:41:07.520] 愛温めますか?
[00:41:09.280] あのさ、あれはあの
[00:41:12.000] あゆえに友達と同じで別売りですね。
[00:41:15.880] ちょっとごめん。なんかごめん。ちょっと今何?今ちょっとあの
[00:41:22.680] 溜まってますよ。
[00:41:23.599] ちょっと今ちょっと今なんかあの忙しい。うるさい。どこ
[00:41:32.800] 高いんだから忙しい。
[00:41:34.680] 今忙しいから。うん。今忙しい。ごめ。
