[00:00:06.319] 最終回来ちゃー。ちゃまぷんちゃにめ。
[02:35:35.279] 人で寂しくないんかな?
[02:35:37.200] なあ。うわ、なんかでもこいつファミコン版の方がもっとなんかあれだったよ。言ってくれないんだ。よし、これからはお互いちゃん付けで呼び合おうかみたいなさ。言ってくれないんだね、これ。あれだよね。ファミコンは言ってくれるよね。で、りうちゃんって呼んでくれって言うんだよ、こいつ。
[02:35:56.359] ああ、ありましたね、
[02:35:57.439] これ。そんななくなってんだ、そのイベント。え、それはなんかフルボイスでやって欲しかったな。大塚放中の声で
[02:36:03.920] 可愛いとこあるじゃん。
[02:36:05.200] そう、ファミコンマそやって言うんだよ。これからもっと仲良くしようじゃないかみたいな。お互いちゃん漬けで呼び合おうぞみたいな。私のことはりうちゃんと呼んでくれ。あ、それゲームボイ番なんだ。それゲームボイ版なんだ。それちょっとなんかやって欲しかったけどね。フルボイスでね。
[02:36:24.960] ちゃまちゃん。
[02:36:26.920] ま、ちゃまちゃんって呼ばやついるけど。
[02:36:31.120] ルプガナ。ルプガナもいっか。
[02:36:35.040] デうちゃん。
[02:36:56.359] トレジャーハンターなんだっけ?この
[02:36:57.840] イベント。もう海に守るはいねえとなると
[02:37:01.000] 俺たちの敵は天気だけだ。油断せず世界中
[02:37:03.520] にいいもんを運ぶ。儲ける。その金でまた
[02:37:05.560] 世界中を豊かにする。こっからは商人の
[02:37:08.479] 時代だぞ。気合入れていけ。
[02:37:12.200] 要はまさに大海賊時代。
[02:37:18.240] 富星
[02:37:19.880] 力。この世の全てを手に入れたもの。
[02:37:24.600] アーダコーダーなんだか
[02:37:34.920] 富名星力死者
[02:37:37.720] 最後のやついらねえな。いい時代。
[02:37:40.080] 戦後1
[02:37:40.600] 番いい時代。これどこに行ったらクリアなの?ローレシアに行ったらクリア?ローレシア場に行ったらクリアか?何?ゆさんも今年何でもやって名前にしてもいいか?このまいやめてください。
[02:37:42.238] [笑い]
[02:37:56.399] やめてくれ。あ、ローレシったクリアなんで
[02:38:01.000] 終わりたくなってる。
[02:38:03.040] いや、終わりたくなってないよ。終わりたくなってないけど。
[02:38:05.880] 終わりたくなってないけど、さっき俺が追したやつをなんか掘り起こされて気分は悪い。うん。気分は良くないわ。
[02:38:11.714] [笑い]
[02:38:19.880] 笑笑。
[02:38:23.160] いや、ま、いいんですけど。別に。
[02:38:24.814] [音楽]
[02:38:25.160] まあ、別にいいんですけど。別に何も恥ずかしいもんを、あの、恥ずかしいもんをあれしてたわけじゃないんで、別にいいんですけど。
[02:38:36.160] 今言うかなって思った。[笑い]あ、今
[02:38:39.520] じゃないかな、それとは思ったね。
[02:38:43.520] ダメし入りました。チャバゲームからの
[02:38:45.800] 今日のコメント欄のダメ出し。[笑い]
[02:38:50.800] あんたたち見てくれ。俺も俺の妹だよ。
[02:38:53.120] ああ、なんだっけこれ?あれな。あの
[02:38:58.120] 、なんだっけ?え?エレンイエーガー。
[02:39:00.960] エレンイエーガーね。
[02:39:04.399] こんにちは。兄から聞きました。お、あ、
[02:39:07.319] ああ、葉っぱあげたんだ。葉っぱケ
[02:39:10.960] に入れて葉っぱあげたんだな。
[02:39:13.760] ああ、あんたたちのおかげだよ。よかった
[02:39:16.720] ですね。
[02:39:19.560] 外の魔物がすっかりなくなったって話を
[02:39:21.880] 聞いたから妹とし旅食べ商人を始める
[02:39:25.080] つもりなんだ。
[02:39:27.120] うん。今まではずっと家で寝てたからとこ
[02:39:29.080] を食べてみたくて。危ない葉っぱですか?
[02:39:31.479] 危ない葉っぱ。使い方によってはな。
[02:39:42.359] なるほどな。
[02:39:55.600] 2人の旅が今までに始まったんだね。本当
[02:39:57.840] に良かったよね。
[02:40:00.640] ちょっとずつなんか寂しくなってきたな。
[02:40:08.359] ローレし。あと3国だけだ。あと3
[02:40:10.760] 国だけだ。
[02:40:11.319] 俺たちの戦いはこれからだ。な
[02:40:13.560] ん打ち切りエンドなんだよ。
[02:40:15.080] 寂しくなるね。
[02:40:16.200] ねえ。てかマジでさ、このゲームおわえ。とりあえず、とりあえずムーンブルクから。
[02:40:24.319] とりあえずムーンブルクから行くか。
[02:40:32.880] 姫様、お戻りになったのですね。あ、ちょっとずつできてんじゃん。街が。
[02:40:44.200] ただいま帰りました。
[02:40:47.279] 姫様。
[02:40:53.720] 父と去っていった全てのムーンブルクの民たちの敵を打ちました。
[02:40:55.466] [音楽]
[02:41:02.479] おお。指命を果たされたのですね。
[02:41:12.279] それで姫様、今は眠れていますか?ご飯は喉を通りますか?
[02:41:15.116] [音楽]
[02:41:21.920] ええ、大丈夫です。それよりハーゴンを打った時のこと詳しく聞かないのですか?
[02:41:32.520] ま、おやめせんだろうな。ジアからしたら。あ、ごめん。飛ばしちゃった。ごめん、ごめん。
[02:41:37.439] 皆の敵を打ち倒したのはもちろん喜ばしいことです。報いを受けるべきものがさかれたのです。
[02:41:46.040] でもさ、ハーゴンもちょっとかわいそうだけどね。私にはそれよりずっと姫様のお心の方が大事です。敵打ちを終えられたことで、え、この先姫様が前を向いて歩んでいけるのか。
[02:42:05.040] それがもっとも気になるのです。
[02:42:12.359] ありがとう、ジア。心配してくれていたのですね。私の心を
[02:42:21.279] 心がね。
[02:42:32.439] でも
[02:42:32.920] 苦しいとこから始まって
[02:42:35.027] [笑い]
[02:42:35.800] 悪いことしたけどきっかけんでしまった理由
[02:42:43.040] 雨が
[02:42:43.880] そうきっかけ技ってさ
[02:42:46.920] 1
[02:42:47.080] 番根底は悪じゃないもん
[02:42:48.920] 心から笑い喧嘩して
[02:42:52.120] 苦しいところからでも本当にこの人苦しいところから始まってるから
[02:42:57.640] 今私の心にあるのは悲しみと憎しみではあり。
[02:43:02.840] ラスボス。そうだったんだ。
[02:43:04.680] そうだよ。
[02:43:06.560] あんまりあいつもだからそんな悪いやつじゃないんだ。
[02:43:09.840] 本当に良かったです。
[02:43:12.800] 根っかの悪じゃないんだよな。
[02:43:14.439] ありがとうございます。姫様を救ってくださってお互い様ですから。
[02:43:25.319] そうそう。いか助けてもらったのは圧倒的に私たちの方だよね。若き日の国王陛下たちを見ているようですがあ。いえ、それ以上の強い絆を感じますが。
[02:43:28.083] [音楽]
[02:43:46.760] どうすんの?これから。お前ここ残んの?
[02:43:49.439] もう少し他のところ見てきてもいいかしら?
[02:43:53.319] 会いたい人や[音楽]
[02:43:54.760] 見たい場所がまだあるのです。そう。
[02:43:57.399] なるべく早く戻りますから。
[02:44:00.359] なるべく早く戻るなどとそのようなお約束は必要ありませんぞ。あなたは自由なのです。
[02:44:06.073] [音楽]
[02:44:10.920] へえ。
[02:44:11.920] もちろんここに来てくださるのは嬉しいですが、
[02:44:16.240] あなたはご自分の思うように生きて良いのですよ。ムーンブルク最高に専念されたいならそうすれば良いですし、新しいことをなさりたいならそれも良いのです。
[02:44:36.000] もう姫様はムーンブルクの王女としても勇者としても十分すぎるほど頑張ってくれました。クリア
[02:44:48.479] 好きな場所で好きな人と
[02:44:51.840] 好きなようにあなたの人生を生きてください。そして帰りたくなった時にはいつでも帰ってきてください。
[02:45:04.560] それが我々皆の願いです。
[02:45:07.640] 良い身内ち。
[02:45:09.399] いいやつだね。
[02:45:13.800] ありがとう。では行ってきますね。
[02:45:20.279] いや、でもなんだかんだ帰るだろうな。
[02:45:26.439] おるから。
[02:45:30.120] お中
[02:45:30.760] エンディングだ。
[02:45:31.479] 行ってきなさい。
[02:45:32.479] うわあ。
[02:45:35.399] いつでも見守っていますよ。い
[02:45:41.000] いじゃない。あ
[02:45:46.399] あ、どうしたの?何か置いてきちゃったものでもある?
[02:45:50.080] 泣いた。
[02:45:56.399] いいえ。ないわ。もう大丈夫。
[02:46:02.560] 泣いた。
[02:46:16.840] 合併しようや。もう3
[02:46:18.479] 国サマルとローレシアと
[02:46:21.200] 良かったね。
[02:46:22.479] なあ、もう
[02:46:24.279] 1
[02:46:24.439] つの国で良くないか。もうみんなでやってこうや。
[02:46:40.560] みんな全部同じ国
[02:46:42.600] いいじゃない。
[02:46:44.240] そもそもハーゴンってどうやって地下世界に来れたんだろうね。
[02:46:46.550] [音楽]
[02:46:53.120] 確かにそうか。確かにあの人上の人か。
[02:46:56.319] 元々確かにどうやってここ来たんねんって感じだよな。穴閉じる前に来たのかな?終わったのか。はい。
[02:46:56.375] [音楽]
[02:47:14.560] 合ブルグ王告終。
[02:47:17.560] ノーマルブルグ。あ、悪くなくない?なかなか悪くなくないか。
[02:47:21.479] なんかその
[02:47:23.520] 頑張っちゃいました。
[02:47:24.960] 本当に本当によくやった。そして
[02:47:30.319] よく帰って
[02:47:31.240] マジでサマルが頑張った。本当に
[02:47:34.880] 7
[02:47:35.120] 割ぐらい敵はもうクッキーが倒してました。
[02:47:38.279] なんだ息子よ。なんでも言ってみろ。
[02:47:42.840] グルーです。
[02:47:46.160] すまんすまん。仕方なかろう。世界を救って戻ったのだぞ。
[02:47:51.279] そりゃ人生で最も強い法用になるだろう。
[02:47:55.840] ダブルギガでインだ。
[02:47:57.359] 立派に使命を果たしたな。
[02:48:00.240] ハグしたれや。
[02:48:01.560] 私は義は大丈夫。パパの熱い気持ちは伝わってるから。
[02:48:04.496] [音楽]
[02:48:05.880] 反抗機かな。いや、
[02:48:07.120] 全然伝わっておらん。親の気持ちなど分かってたまるものか。よくぞ最後まで戦い抜いた。
[02:48:19.399] う、裏切りも
[02:48:22.200] いいな。
[02:48:24.240] いいね。
[02:48:26.439] あなたの父上と母上に変わって。
[02:48:29.600] え、優しい。
[02:48:31.600] 王妃様
[02:48:34.319] 優しい。
[02:48:36.040] 頑張りまし
[02:48:36.640] ねえ。ここ泣けるな。
[02:48:39.040] ありがとうございます。
[02:48:42.279] そなたのことも熱く抱きしめたいがシア王よりわしが先にいうわけにはいかぬっためて母の優しさ
[02:48:55.880] 優しい。
[02:48:57.640] これからはいくらでも時間はあります。世界中の人々に平和が訪れたこと。
[02:49:01.481] [音楽]
[02:49:03.800] あったけ。
[02:49:04.680] そしてあなたたちが無事であることを知りたのことをして
[02:49:05.411] [笑い]
[02:49:10.680] 最後にローレアに行くのがあたか
[02:49:15.960] 抱きしめて話してくれぬはずだ。
[02:49:19.640] あ、あたか。
[02:49:21.000] いやいや、パパじゃあるまし。
[02:49:24.840] やはりお前は親というものを分かっておらぬな。
[02:49:26.372] [音楽]
[02:49:30.439] ではもう少し色々なところを回ってきますね。
[02:49:34.399] ええ、みんなにその元気な顔を見せてあげて。
[02:49:39.760] うん。いいですな。そい、じゃあ最後行きますか。シア、
[02:49:47.000] ついに最後ですけど先行っとくとこある。ここ行っとこうみたいな。ないよな。幽霊線行っとくか。幽霊戦。幽霊線のさ、なんか
[02:50:01.040] ないよ。
[02:50:01.560] あ、ないか。
[02:50:03.760] じゃあロールシア最後行きますか。でもまだ何かあるだろ。まだ何かあんだろ。俺まだ何かあると思ってるからね。
[02:50:15.000] 宝物行っとくか。[音楽]
[02:50:17.463] [笑い]
[02:50:18.439] 物子行っとく。キラーマシンが祝福してくれねえの。行くぜ。
[02:50:31.720] え、でもさ、これで本当に終わっちゃったら普通のドラクエ
[02:50:35.720] 2
[02:50:35.960] だよ。え、何がなんかあるはずだよな。いや、もうこれで終わってもいいんだけど。いいゲームだったから。
[02:50:40.388] [音楽]
[02:50:46.520] よく戻ってきてくれた。
[02:50:48.279] してくれよ。
[02:50:48.800] 我が息子よ。
[02:50:55.040] 使命は果たせたのか。
[02:50:57.760] 足りめえよ。
[02:51:01.640] あ、
[02:51:04.399] そなたを持って私は誇らし
[02:51:09.560] 誠によくやった。
[02:51:16.640] お前こそ新しい時代のロトの勇者[音楽]
[02:51:19.960] の1人だ。
[02:51:23.920] 世界を救ったお前こそ老者を滑る王にふさわしい息子よ。
[02:51:31.560] 早ない。
[02:51:32.120] こそお前に大いを譲ろう。引き受けてくれるか?
[02:51:37.239] え?はい。いいえ。ここであれ?これファミコンの時このあったっけ?
[02:51:51.560] あったっけ?これ。ここら辺福と。
[02:51:54.840] あ、そうだっけ?俺全然覚えてない。
[02:51:58.439] かっこつけてたやん。
[02:52:00.120] え、何かが俺ファミコンマでこれやってた。
[02:52:06.760] 私にはまだ早いです。[音楽]
[02:52:09.160] 私にはまだ早い。新しい国を見つける旅に出ます。
[02:52:18.960] あまりに唐突のことで心の準備がまだであったか。
[02:52:23.760] バンドマンみたいなこと言ってた。
[02:52:25.560] おい、どういうこと?
[02:52:26.600] 私も急ぎすぎた。お前の帰りがあまりに嬉しくてな。心が決まったら
[02:52:30.429] [音楽]
[02:52:33.200] うん。
[02:52:34.120] また声をかけてくれ。
[02:52:35.680] え、こんなあった?全然覚えてねえ。
[02:52:39.960] え、何これ?え、これね。はい。選ばざるない。え、ハ選ばざるないんだ。
[02:52:55.120] レシアの王となれ心の準備はでき
[02:52:58.080] いやも。こんなもんずるいやんけ。
[02:53:00.760] 笑笑。
[02:53:04.399] よく決心してくれた。
[02:53:08.680] 拒否権なしだった。[音楽]
[02:53:09.920] 拒否権なかったな。
[02:53:11.239] 皆のものも聞いたが
[02:53:12.800] いや、そんな現地取るみたいにやめてよ。
[02:53:15.080] の新たな王の誕が早いんちゃ。
[02:53:18.680] 新しいローレシアを
[02:53:20.880] バざ
[02:53:24.239] 早いんちゃう。まだ
[02:53:29.960] 連王万歳。
[02:53:32.720] 黄王満性。
[02:53:34.239] 復活の呪文理レです。
[02:53:35.840] ええ、終わったけど、え、
[02:53:38.279] やることがラ復活のラと言ってたのが何か。
[02:53:47.760] ああ、なんかそんなんあったような気がするな。神。
[02:53:54.239] え、終わっちゃったじゃん。え、何?何?え、これで終わりなの?
[02:53:58.560] ギあるある。
[02:53:59.720] え、ま、いや、いい曲だし。
[02:54:00.920] すげえゲーム良かったけどなんかないの?マジでいい曲だけどね、これ。
[02:54:02.785] [音楽]
[02:54:09.040] エボたロラんどってね。
[02:54:23.840] 2次回で死者
[02:54:26.960] 行くやつ
[02:54:29.200] 全員マジばれ
[02:54:34.239] 2次回で死者
[02:54:37.239] 行くやつ
[02:54:40.840] 頭が弱い
[02:54:44.239] ラララララ
[02:54:53.840] 解放されるパターンとかな。今回のドラクエシーで始まりはシー者で終わる刺されるぞ。
[02:54:55.186] [音楽]
[02:55:01.735] [笑い]
[02:55:02.319] そんなにC
[02:55:03.000] 者界隈ってやばいんださ。いじっちゃい冗談ですよ。冗談、冗談。
[02:55:08.160] これで最後か。笑笑。
[02:55:13.520] えー、や、めっちゃいいゲームだったのはいいゲームだったけど、え、最後になんかあるやんな。映画の最後みたいな感じで
[02:55:20.730] [音楽]
[02:55:26.000] 来ない。
[02:55:27.080] 嘘やん。
[02:55:27.920] あるの?
[02:55:28.840] え、あるだろ。いや、おもろかったな。
[02:55:37.560] 普通になんかシンプルに
[02:55:41.200] 裕ジ、この先注目してください。
[02:55:44.200] このさ、この後のシー考えさせてられます。普通にシンプルに楽しめたわ。このゲーム
[02:55:54.560] 服ワも含めてね。
[02:55:56.000] ここで終わりだよね。
[02:55:57.520] うん。ワンも含めて。
[02:56:00.439] ま、半年ぶりに配信やってさ、あの、最初これやるのめっちゃ迷ったんだよ。いや、半年ぶりにこんな大型ゲームやっていいかなと思ったけど全然できたな。
[02:56:13.840] このトランペット大好き。マジかっこいい。
[02:56:16.760] めっちゃ良かったわ。よかった。いいリハビリになったわ。いいリハビリになった。
[02:56:19.026] [音楽]
[02:56:23.880] さすがドラクエ。
[02:56:25.040] やっぱドラクエやっときゃ間違いねえよね。
[02:56:26.680] がちゃまゲームでよかった。
[02:56:28.279] これ初見なんだ。呪いの新曲。
[02:56:30.720] 呪いの新曲。いやあ、良かったね。いや、でもやるだろう。いや、もれやったね。
[02:56:34.092] [音楽]
[02:56:58.239] めっちゃれった進められるから本当に。
[02:57:00.292] [音楽]
[02:57:01.359] いや、まあそうだね。この
[02:57:04.000] 3
[02:57:04.319] も含めてこのこれはなかなか高成に語りられるんじゃないでしょうか。この
[02:57:06.188] [音楽]
[02:57:11.040] HD2Dレメ。この2
[02:57:12.319] 本めっちゃおもろかったわ。
[02:57:14.000] 3も含めな。めっちゃむずかったけど。
[02:57:16.520] Yもそれ飾ってる。[音楽]
[02:57:18.000] これめっちゃいいね。超かった。
[02:57:19.560] これかっこいい。
[02:57:20.640] おお。
[02:57:30.880] とに手なイメージあったけど印象変わったわ。
[02:57:33.042] [音楽]
[02:57:34.239] まあかなりね、あれがね、パチパチ
[02:57:37.628] [音楽]
[02:57:37.680] 味付けがすごかった。最高でした。
[02:57:42.213] [拍手]
[02:57:47.160] さて、やはりドラゴンクエストップ来い。パチパチ。
[02:57:50.072] [笑い]
[02:57:51.120] のドアップのここで
[02:57:52.640] パチパチ。
[02:57:53.600] パチパチパチパチパチパチパチパチ
[02:57:57.680] 何何何何何何何何何
[02:58:01.600] やな49パチに
[02:58:05.640] 誰え
[02:58:11.920] ええ何りうちゃん
[02:58:17.120] 今の声はな
[02:58:18.000] んだこれ
[02:58:19.000] 一体どこから
[02:58:22.040] 感じる
[02:58:23.960] この世界に救う闇をイシエより伝わる黒く深い何かを今一度あの者たちの訪問を待ちとしよう。
[02:58:40.040] え?え?何?え?
[02:58:46.439] まだ終われません。
[02:58:47.479] え、え、え、まだ終わらないの?
[02:58:51.800] 回、
[02:58:53.800] え、終わらないの?これで
[02:58:55.239] キャプテンアメリカは帰ってくる。お、
[02:58:59.120] 何?どういうこと?
[02:59:03.439] あいつやんな。
[02:59:05.080] このパターンってことはゆうちゃんどうした?
[02:59:09.983] [音楽]
[02:59:11.120] 2周目ということで追加要素か。
[02:59:16.200] え、どっから始まんの?これで
[02:59:18.960] まだ何かある?
[02:59:24.760] いや、だって、え、今のは、あ、
[02:59:31.120] ロトの称号ついてた。
[02:59:33.080] まさかのさ。
[02:59:33.920] 皆さん、いよいよゆこれからハーゴンとの決戦ですね。彼に向われる前によけば城の宮にえな何?それからもう
[02:59:43.000] 1
[02:59:43.080] つ城の家から何騒ぎが起きてる。私も詳しい事業が分かってないので間違えて立ちらないようにご注意ください。ええ、何?王険はまだ終わっていません。この世界にはまだ見ぬ敵や秘密があるようですか。引き続き各地を探索してみませ。
[02:59:55.179] [音楽]
[03:00:03.560] 引き続き各地を探索してみませ。
[03:00:07.000] か来た。
[03:00:08.239] 何?うせえやん。
[03:00:12.359] チまどびっくり。真のエンディング時間ぴったり。まの江戸。
[03:00:20.069] [音楽]
[03:00:21.200] まのED。
[03:00:23.239] まだまだドラクエに終わらねえ。治ります。
[03:00:26.640] EDは心の病気。まジか。
[03:00:33.080] え、こっからやん。俺たちの治るん?
[03:00:37.120] こっからやん、俺たちのドラクエ
[03:00:39.040] 2
[03:00:41.359] クリアしたことで解放されたってことなの?
[03:00:43.880] ま、そういうことだな。そういうことだろうな。
[03:00:45.880] 種
[03:00:47.960] 妖名種飲んでな。結構よくしよ。
[03:00:52.720] 亜鉛
[03:00:54.840] 亜鉛はそんなに正直関係ないよね。
[03:01:00.399] 何?何?何?この光の柱はどこに繋がってるかわかんないわ。もし飛び込むつもちゃんと準備していきなさいよ。ちょっとチャップしていいか?チャップ。おい、ちょっと今日もう終わりだけどチャップしていい?どうなんねんこれ?
[03:01:13.720] オッケー
[03:01:14.920] ゴー。
[03:01:17.399] 朝チャップ行こう。
[03:01:23.439] え?
[03:01:24.399] くくくる。
[03:01:25.840] 何?ゼニス。
[03:01:28.920] ゼニスゼニスの城
[03:01:38.560] ドラクエさんでもあったよねえ。
[03:01:54.200] 6で初登場。
[03:02:03.279] 何?どういうこと?ゼニス王って
[03:02:06.840] 6のゼニス王
[03:02:09.359] 6。
[03:02:15.239] どういうこと?どういうこと?どういうこと?ちょっと、ちょっと頭混乱してるんだけど。
[03:02:19.239] そう。
[03:02:20.479] え、6
[03:02:21.080] の前日場なの?やばない?え、なんで?何する場所なの?ここ。
[03:02:31.726] [音楽]
[03:02:36.520] ドレアム呼び出した。具王やばい。ワクワク止まらん。
[03:02:41.840] あ、ドレアも呼び出したやつか。
[03:02:49.880] どういうこと?どういうこと?どういう
[03:02:50.920] こと?どういうこと?ちょっと待て。
[03:02:52.080] ちょっと黙れ。なんだこいつ?
[03:03:02.080] メタル切りの巻き物。
[03:03:05.279] え、ちょっと待って。何が何が起きてんだ
[03:03:07.319] 、これ?
[03:03:09.560] くくく
[03:03:11.120] 。
[03:03:15.479] え、ちょっと待って。何これ?
[03:03:22.840] 下に宝物あったみょ。
[03:03:26.880] え、待って。これなんなんこれ?
[03:03:28.720] 不じゃねえわ。天空白だな。ゼニスは追加要素的な。
[03:03:41.640] ええ。
[03:03:43.720] 朝チプー。
[03:03:47.120] うわ、なんか色す、色々すごい人いっぱい色々すごい人がわ、ドわ。お、ここに来てれ。初めて見えたぞ。笑笑。
[03:04:00.960] 色々すごい人がたくさん負けそう。
[03:04:12.040] それ
[03:04:16.479] バラモスかけに
[03:04:21.479] お倒した。
[03:04:23.319] 見ててよ。
[03:04:25.680] 逃がさない。
[03:04:27.760] おまい。
[03:04:31.960] いや、なんか俺何が起きてかわかんないけど。
[03:04:36.359] 何これ?ど、何が起きてんの、これ?
[03:04:39.560] え、この塔はこれやり込み要素やんな、多分。
[03:04:48.479] それ
[03:04:55.760] ベホラー
[03:04:59.040] せい。
[03:05:00.319] ええ、どういうことなんこれ?
[03:05:04.640] あ、ま、
[03:05:06.600] よっちか、これ。これよっち。これ
[03:05:15.680] うまい。
[03:05:16.720] めっちゃうまい。待て待て待て待って。分かった。わかった。じゃあまずまずここな。まずこの辺な謎の塔ね。謎の塔でしょ。まだあるよ。まだなんかあるで色々。
[03:05:30.640] いら今更ださんのクリア後ダンジョンと同じとこっ
[03:05:34.720] ああ、じゃあだから新龍って言ってんのか。じゃ、だ
[03:05:39.680] て言ってなかった。[音楽]
[03:05:41.319] ちなみに僕はロンダルキアも言ってない。
[03:05:44.479] あ、新龍って言ったよね。新龍様がまた何が手に入れられてるんだよ。そのつものご趣味のもの。ああ。ああ、じゃあやっぱこれあれだなあ。
[03:05:50.193] [音楽]
[03:06:03.120] あー、
[03:06:05.200] なるほどね。じゃあこれやっぱりその新龍
[03:06:08.080] でお願い事聞いてもらえるやつじゃないん
[03:06:10.479] かな。
[03:06:12.399] なほね。
[03:06:14.960] なほね。ま、まあま、ま、まま分かった
[03:06:16.840] 分かった分かった。
[03:06:19.160] え、ちょっと次回どうしよう。これクリア
[03:06:22.319] 後のコンテンツみいやでもこれ見なきゃ
[03:06:25.439] あの
[03:06:27.080] 竜王の方は絶対見なきゃダめだよね。
[03:06:29.359] なんだかわかんねえけど竜王の方はさ、ま、それはちょっと次回に回すけど、え、これまだまだ続くドン。もしかしてこれまだまだ続くドンか、これ。
[03:06:45.560] これは絶対見たいやつ。
[03:06:46.960] そう、そっちは絶対見たいけど皆さん集めていただいた世界の思い出に書かれていた無限のか
[03:06:57.200] 最終回24
[03:06:59.200] 最終回その24
[03:07:00.359] になっちゃうその場所を続く扉を守っていてドアフたちの住が姿を表した。
[03:07:13.200] 光の玉へ続く扉を管理するドワーフたちは
[03:07:15.640] この妖精の城と同じく誰にも認識してない
[03:07:17.760] 守りの中ドワーフ
[03:07:21.080] でもルビス様はかつて世界を守ったものが
[03:07:23.279] 現れてる光の道へ光の扉が開かれると言っ
[03:07:26.880] たんです。だからその時は訪れたんだと
[03:07:29.319] 思います。
[03:07:31.880] ドワーフのあ
[03:07:37.800] 光の玉。
[03:07:40.279] え、光の玉。
[03:07:43.040] で、え、ちょっと待って、ちょっと待って。なんかわかんなくなってきね。もうわかんなくなってきちゃったんですけど。ちょっと
[03:07:54.560] りうちゃんはちょっと待って。ちょっと待って。こなんですけどこれ
[03:07:59.229] [笑い]
[03:08:04.920] 楽すごれ依頼。
[03:08:06.479] ちょ、ちょ、ちょ待て。さんなんだけど。
[03:08:12.120] これ楽号霊なんだが。
[03:08:16.920] ちょっともうじゃ今日はもうもうこれ以上
[03:08:18.640] 進めないようにしてちょでもりうちゃんの
[03:08:20.600] とこだけ話聞きに行こうぜ。何が起きたん
[03:08:22.640] ?なんやねん。ちょ、ちょ待って。
[03:08:38.160] なんか今ど
[03:08:40.000] 名前何だっけ?
[03:08:43.160] 86目バッカ嘘でしょ?そ、もう名前すら
[03:08:47.399] よく来てくれた。
[03:08:48.359] 忘れられた。
[03:08:49.359] 話したいことがあったのだ。
[03:08:51.080] なんだよ。
[03:08:51.760] 個人の
[03:08:52.840] どうしたんです?詳しいお顔をして。
[03:08:56.200] あとなんだっけ?えっとシンプル田中じゃなくてんだっけ?そんなそんな感じ
[03:08:59.960] を感じるのだ。
[03:09:01.120] 田中シングル。
[03:09:02.680] シングル
[03:09:03.880] 恐ろしい。
[03:09:04.760] あ、浜やねんか。ごめん。
[03:09:06.640] シンプ
[03:09:07.080] ハーゴンのことですよね。
[03:09:12.439] わからん。
[03:09:14.399] あの声おもろい
[03:09:16.239] ハーゴンのものでは
[03:09:17.520] ね。さっきのあのエンディングの声さ、四ち族の声じゃなかったしよ。深い闇を切り裂くにはまゆい光が必要だ。
[03:09:27.760] 違った。
[03:09:29.640] 建設の勇者が手にした光が。
[03:09:33.960] あ、光の玉。のですか?
[03:09:36.520] そうだよね。あむちゃんこんばんは。
[03:09:39.120] あれは
[03:09:39.640] 名前の
[03:09:41.520] ニズゼルファの声だったよね。の
[03:09:44.800] あ、そう。あの歯みたいなやつ。そう、そう、そう。
[03:09:46.600] 闇から繋がる世界やしな。光絶されてしまったようだな。
[03:09:53.720] わしなら光を得て
[03:09:56.920] 真の姿を取り戻し、え、
[03:09:59.359] お前たちに聖なる力を授けることができるはず。
[03:10:04.279] かよ。
[03:10:05.120] それが闇への霧札となろう。
[03:10:10.920] 分かりました。光の玉を探してきますね。
[03:10:15.080] お兄ちゃん言うのは簡単だけど。
[03:10:18.160] ええ?何?何?どうなってんの?これ
[03:10:21.920] だから光の玉が必要なんだね。
[03:10:25.720] ああ、ニズゼルファもそうだよね。光の玉だもんね。
[03:10:29.359] 光の玉はかしての勇者がき者も
[03:10:32.760] え、なんかあれやばゼルファの声だよ。
[03:10:35.040] 場所に隠したはずだ。
[03:10:37.560] お前たちの先祖かしての勇者の石をた
[03:10:43.800] 光の弾のありかがわかるであろう
[03:10:56.239] というわけでというわけでですね皆さんと
[03:10:59.356] [笑い]
[03:11:04.200] これまだまだ終わらないね
[03:11:06.439] おお、これはなかなかハカロリーですよ。まだまだ。今週の土日あるね、これ。あ、マジか。いや、でもめっちゃ気になる。
[03:11:15.731] [笑い]
[03:11:19.359] もうちょっとだけになっ。めちゃくちゃ気になる。正味になるわ。うわあ、なんなんやろ。
[03:11:36.560] ドラクエまで入るんじゃない?
[03:11:39.000] ドラクエ11
[03:11:40.279] と繋がってるんか?これ明らかになった。あれゼルファの声だったぞ。
[03:11:50.880] そう来たか
[03:11:54.040] ねえ。そう来たかだよね。
[03:11:55.439] あの逆再生っぽい感じね。
[03:11:57.279] そうそうそう。
[03:12:01.520] レ中グロト。
[03:12:04.000] レ中グの音は仮面魔獣な何だっけ?デスガデス中グロガーディウスね。
[03:12:13.560] 仮面魔獣です。ガーディウス。いや、やりましたね。仮面魔獣マスクドヘルレイ。
[03:12:21.680] マスクド中グロヘルレイザーね。マジか
[03:12:26.479] の者。
[03:12:28.960] マディマディか。魔
[03:12:31.600] ロドロ勇者な。
[03:12:33.840] デスナガグロガーラディウス。いやあ、ちょっと待て。これはちょっと今日最終回じゃなかったっすね。まだまだ続くね。楽しみだな。いや、絶対なんか続いてますやん。なんかじゃなかにしろ何かしら絶対ありますやん。
[03:12:57.800] やっぱ裕ジはね、やっぱ裕はね、やっぱ裕ジはやりますよね。裕はね、
[03:13:05.479] 最終回多分が良かったですね。ムスックスにスナッチャーがある。
