[00:00:15.719] ポコっす。
[00:37:05.560] のびりさんこんばんは下ネタじゃないでしょ後のビアンカはもっとすごいぞ
[00:37:12.200] えそうなのそうなの気になるすぎるま確かにマリベルさんのデレデレツんデレのデレ部分っていうの
[00:37:23.599] は、もうな、何て言ったらいいんだろうな。もう本当ちょっとでいいわけよ。もう全然苦しい。あの、もう常にもうマリベルの話いつも馬鹿にされてけなされてもう苦しいけどたまに見せる
[00:37:36.160] ちょ、たまに見せる。もう一滴一滴のちんっていう出れが気持ちいいんだよな。ま、分かる。ちょっとこれはちょっと確かに言いすぎな感じもする。そんなにいらないっすっていう。え、ま、嬉しいけどね。
[00:37:51.560] あの、もう
[00:37:52.800] 何言ってるの?の鞭とす。
[00:37:58.079] 何がよ。Zマお疲れ。Zもお疲れ。8
[00:38:00.480] もお疲れ。そうだろな。そうだろみんなそうだろ
[00:38:04.920] ね。
[00:38:06.119] だってさ、ちゃうねん。ちゃうねん。
[00:38:07.920] 8
[00:38:08.440] されちまったか。そうだよ。
[00:38:10.760] 8
[00:38:11.240] ちゃうねん。さっきね。さっき
[00:38:14.280] あれなんだよ。もう、
[00:38:16.520] もう1回。もう1
[00:38:17.200] 回。あれか。ほらほら見て。これ見て。
[00:38:19.520] あらさん綺麗な人だもんね。2人きり
[00:38:21.520] なんか話したらそれはクラクラ来ちゃうわ
[00:38:23.000] よね。けどあんまり気にならないでよ。私
[00:38:25.359] だって本気であればあんたを登せさせる
[00:38:27.040] ことぐらいわけないんだから。もうこんな
[00:38:29.200] もうえ
[00:38:32.920] ください。
[00:38:36.480] で俺が言ってビさんがいやこれはちょっと
[00:38:40.359] あざすぎるわて。ま、確かに
[00:38:41.760] わけね。わけんだわ。でも確かにこんなに
[00:38:47.200] 違うんだよな。
[00:38:48.680] ちょっともっとデレの様子はもう
[00:38:50.960] 91でいい。91。9ツンの1
[00:38:54.640] デレでいい。こんなもう
[00:38:56.400] 6ツン4デレじゃねえかよ。
[00:38:59.000] はい。やります。すいません。すいません。時間取らせました。
[00:39:02.280] マリベルの行為なんてもっと隠。
[00:39:04.359] そうなん確かにそう。
[00:39:06.319] アイラと旅の
[00:39:07.760] そう。マジでそう。
[00:39:09.119] 並びに守り手の
[00:39:11.079] 3兄弟は前へ包み出るが良い。
[00:39:14.920] あのもうあのなんだろう。
[00:39:17.200] 淀切ったきたね。沼に一滴ポちょンって落ちたらもうそれだけで全部がもうやっていきますね。俺そんなガキとも
[00:39:32.880] この戦いが
[00:39:34.200] はい。
[00:39:34.680] 我らの未来を占う。お互い精生堂々と全力を尽くして戦う。
[00:39:43.400] おい、俺女子供とはよ戦えねえよ。
[00:39:47.440] あんな子供と戦わなきゃいけないの?あの右上のあんな子供と戦わなきゃいけないの?でもあの年にして髪を緑にしてる。マニパンに使ってんだろ。
[00:39:57.280] 我らはユバールの守り手
[00:39:59.040] うるさ。
[00:39:59.560] 一族の秩序と誇りを守るものだ。神に誓った新念の元を熱く正しくいましく
[00:40:09.760] うるせえ。
[00:40:10.280] 何治らの挑戦を受けよう。
[00:40:14.280] 行くぜ。くっさ。髪が見えの
[00:40:18.359] どこかの王子だったりする。
[00:40:20.240] え、あれかなんだっけ?あの
[00:40:24.680] あ、誘拐される。ま、いいや。はい。やります。
[00:40:27.119] さあ、張り切っていくわよ。
[00:40:29.200] え、これ2人で戦うの?2人でレン、
[00:40:32.200] このに熱めっちゃレんル全然見た目ちゃうやんけ。どうなってんねん。しかも
[00:40:41.720] 2人で戦うんだ。
[00:40:44.040] 2人で戦うんや。そうなんや。
[00:40:47.280] 誰?2
[00:40:48.760] 人で戦うねんや。
[00:40:51.160] 緑様子ない。あ、しかもどっちがどっち?え、はい。ええ、ちょっと待って。え、とマと戦いの舞をしますと。
[00:41:02.680] 僕も踊り子でした。僕も踊り子でやんした。いいね。
[00:41:10.680] あ、やっぱりこの人も踊り子なんや。
[00:41:14.720] いいぞ。あいつにやる分には全然。あ、いいね、いいね、いいね、いいね、いいね。ちょ、なんか攻撃回数多くない?もう
[00:41:23.200] 1度戦いの前。もう2連続で
[00:41:26.200] あげまくるよ。
[00:41:31.440] 可いい。
[00:41:32.200] 何それ?え?何?アイラってエロ担当でもあんの?男の人って言った?
[00:41:40.079] え?何が?なんで?なんでだめ?この人。マッスルダンス
[00:41:46.720] ジェリカンすごい遠いじゃん。
[00:41:50.680] だって昨日今日あったばっかだもんよ。昨日今日あったばっかでよ。
[00:41:58.880] あ、やっぱ魅了できたよ。
[00:42:01.760] おい、やっぱり俺レベル上がり散ら、
[00:42:04.160] レベル上げすぎなんだって。やっぱり
[00:42:10.880] おへそがセクシー。
[00:42:13.720] え、
[00:42:16.720] あ、何?お、すごい、すごい、すごい。あ、そういうええ魅料ってすごいな。
[00:42:28.599] もう入ってロード台分ばっかよ。
[00:42:31.760] 早く上級色つきてえな。
[00:42:42.160] や、
[00:42:44.760] お疲れ。
[00:42:46.920] うわあ。またまたクしく俺たちがそのカップルを聞きてしまうってこと。もこらお疲れちゃん。もら、お疲れね、これ。
[00:42:57.040] アイラがさ、アイラがさ、あの
[00:42:59.839] はあ、
[00:43:00.960] キーファのさ、え、じゃ、キーファのさ、娘、娘っていうかさ、あれだっていうのはゲーム内で言及されるの?あ、やっぱ言わなくていい。あ、嘘。やっぱ言わなくていいわ。うん。知りたくない。うるさい。だめだ。はあ。
[00:43:15.640] 龍な。
[00:43:17.960] 何もつくな。遅い。はい。
[00:43:22.800] おなや。笑。
[00:43:26.119] なんだこいつ。
[00:43:27.520] 頑張れ言うな。え、でもそういうのもでまあでもでもあるやろな。多分だなかっちゃなかっちゃだってア
[00:43:39.680] なかっちゃだってさ。
[00:43:41.240] 笑ご褒美よ。
[00:43:43.400] なかったらだってねあるでしょ。
[00:43:50.640] 求されない方が戻ろそう。
[00:43:52.640] ええか。どの辺まで流行ってたの?
[00:43:55.280] そう。え、もうこの辺からやってない。多分転職した瞬間にやめたと思う。多分転職してなんか熟連度上げに時間かけすぎてそのままそのままもうなんかやんなくなっちゃった。ご褒美よ。だってドラクエ
[00:44:11.800] 7の何?
[00:44:13.000] 知らないんだ。
[00:44:13.880] そうそう。全然知らない。あ、ごめん。まだ喋った。ごめん。
[00:44:23.880] いいね。
[00:44:25.520] いいですか?
[00:44:27.640] アイラ、そして旅のお方よ。お前たちの強さと覚悟と見せてもらった
[00:44:36.760] な。
[00:44:37.920] 約束は約束じゃ。あらよ。今こそ旅立つが良い。
[00:44:44.960] なるほね。
[00:44:47.240] 族長様、わがままを言ってごめんなさい。
[00:44:54.440] お前が一族の使命を誰よりも大切に考えているのは皆。
[00:45:04.040] うん。
[00:45:05.160] わしはお前を信じることにするよ。
[00:45:10.040] さ、アイラ、これを
[00:45:12.640] 何?
[00:45:15.400] え、
[00:45:16.240] 族長様、
[00:45:17.720] それは
[00:45:18.480] 俺にもらってもね、
[00:45:20.359] これはかつて神の最団に備えられた第一地のトー。
[00:45:26.640] あの変ななんかあれんの中にあったやつじゃな。復活の儀式のために使うもの。
[00:45:31.520] え、いいんすか?そんなもらっちゃって。
[00:45:33.800] 伝説の引き手の子孫がもし生き残っておれば
[00:45:39.200] このトゥーラを引きこなすことができる。
[00:45:42.400] ジャンのジャンのさ、いるの?孫これ
[00:45:47.640] もしお前の目に叶う引き手にマンへ
[00:45:52.680] このトゥーラを
[00:45:53.800] マーマーになっちゃぶっ殺しちゃったけどね。
[00:46:00.119] 旅の資金も
[00:46:01.079] ありがとうございます。
[00:46:03.240] 確かに大地のトーラをお預かりします。必ず伝説のトゥーラ引を探し出してここに戻ってきます。だから待っていてください。
[00:46:18.359] 過去から連れてくるしかないんじゃない。もう過去連れてくるべジャンをもう新しい
[00:46:25.119] 戻る気あるんだな。
[00:46:26.400] 新しい女連れてきたよつって。
[00:46:32.680] ありがとう。一緒に戦ってくれておかげで使命を果たすための大事な一歩を踏み出すことができたわ。
[00:46:41.720] ああ、何ですか?
[00:46:50.040] ここは私の両親とご先祖様の
[00:46:53.040] もう正解言ってるようなもんじゃないですか。じゃあやっぱりキーファの娘な。娘ではないけど子孫なんだ。
[00:46:58.520] そしてこの剣は守り手の血筋に大々伝わってきた。
[00:47:03.839] あ、
[00:47:04.319] 神の辻。
[00:47:05.200] ああ、なんか言ってたなあ。守り手の剣。
[00:47:08.960] 刃の先の方に紋章のような飾りがあるでしょ。これは神の守り手の証らしいわ。
[00:47:16.599] 絶対もうあれやん。
[00:47:20.440] かつてこの剣を集もう、もうもうもうもうもう本当はどこかの国の王子様だったです。
[00:47:26.800] もう、もう、もう、もう、もう
