[00:00:29.080] あ。
[00:40:32.480] ちゃん倒した。じんちゃん倒したって言っ
[00:40:34.000] て倒中開いたら何も持ってなくて
[00:40:39.040] あじんちゃんでしたつってすいませんつ
[00:40:42.520] 普通に
[00:40:43.920] 笑笑
[00:40:44.760] なのになのに俺は疑われず俺
[00:40:50.000] も白だった。
[00:40:50.760] さんは理屈でしっかり考えるタイプだから確かに天滴。
[00:40:55.119] そう、そうなんですよ。ま、理屈でしっかり考えるタイプでもないけどね。俺も俺も結構パッションで押し切るけどああいうのはでも天敵だよな。マジで天敵っていうかさ、鬼じゃなくて仲間なんだから。仲間なんだから。
[00:41:19.640] ま、久々にやりますわ。ちょ、ま、じん
[00:41:21.200] ちゃんはいないけどやりたかっちゃね。
[00:41:34.640] いや、結構出てくるな、こいつ。経験値
[00:41:36.720] うまいから行っとくか。
[00:41:41.480] もうなんかこの辺も仲間にしなくてもいい
[00:41:43.599] かなっていう。
[00:41:49.160] ま、オリハルゴン作りたいのは山々まだけど人狼って難しそう。
[00:42:00.200] あの普通の人狼はむずいよね。俺もわかんない。なんか普通のカードゲームみたいな人狼あるじゃん。なんかあのなんかその普通の人狼ゲームはわかんない。
[00:42:14.440] 雪山人狼はな、なんかアモアみたいな感じだからね。割と違うんだ。
[00:42:24.800] あ、全然違う。全然違う。だってなんか人狼ゲーム、普通の人狼ゲームっていうのはなんかロジックっていうか、なんかこう口なんて言うの?なんて言うのかな?な、何て言えばいいんだろ?ま、要はアリバイ作りとかなんとかとかでみんなで話し合ってみたいな感じだけど。
[00:42:43.680] 雪山人狼プロジェクトウィンターって
[00:42:45.559] ゲームなんだけど、あれは別になんか
[00:42:47.400] そんななんかなんて言うの?
[00:42:51.400] なんて言うんだろうね。ちょっと違うよね
[00:42:54.040] 。人狼とは言ってるけど人狼じゃないから
[00:42:56.440] な。
[00:43:02.520] なんか説明むずいけどね、あれ
[00:43:06.079] 割とゲーム感が強いというか。
[00:43:09.720] 鬼ごっこしてバレないようにみんなにバレないように裏でなんかこうみんなの妨害してみたいなまンガスみたいな感じだな。
[00:43:23.280] 初心者でもやりやすい。
[00:43:24.599] やりやすいやりやすい。うん。人狼ゲームはね、やっぱあのセオリー分かっちゃってる人には勝てないからな、あれ。
[00:43:41.240] グノーシアってやったことある?
[00:43:43.119] ああ、ないわ。それでも知ってる。でも知ってる。グノシアってよく聞くよね。それも人狼。あれも人狼系なんだ。あ、そうなの?面白いんだ。
[00:43:54.839] なんかあれアニメ化してた。グノーシアってなんかあれと混ざるんだよな。グノーシアだよね。
[00:44:03.400] グノーシアとさ、もう1個あるやん。なん
[00:44:05.200] か同じような君だっけ?なんかそんなよう
[00:44:08.400] なタイトルのなんか混ざるんだよね。俺ん
[00:44:10.160] 中で全然違うかもしんないけど。
[00:44:24.359] 何回ですか?今
[00:44:27.400] 10待て待って。まだ10回もあんのかよ
[00:44:29.960] 。ああ、神君が好き。
[00:44:33.400] あちゃり、こんばんは。君がし好きなんだ。あれも人狼違う。あれは人狼じゃない。いらない。
[00:44:49.599] のなんか切り神みたいなイントネーションやめてね。笑
[00:44:53.800] と芝場のね、霧神峰みたいな君がしね。
[00:44:59.240] え、違う?
[00:44:59.920] お、
[00:45:00.599] 違う。おお、すごいね。すごい。すごい。焼肉行った方がええんちゃう?焼肉行った方がええんちゃうか?あ、
[00:45:13.079] 笑笑。
[00:45:22.200] これ仲間なんねえかな?さすがに
[00:45:24.240] 1個じゃなんねえだろうな。
[00:45:32.559] ならないよね。ま、別いらないんだけどね。別に。ま、別にいらないんだけどね。別に。いや、
[00:45:39.079] GGありがてえ。これ20
[00:45:40.880] 回でしょ、これで。ありがてえよ。
[00:45:44.000] 20回まで飛ばしてくれんだもん。
[00:45:45.480] 間を取ってチまゲームがオフ会で焼肉パーティ開いてく。
[00:45:49.079] やだ。やじゃ。
[00:46:06.760] いや、じゃ、嫌じゃ。嫌じゃ。本当は?
[00:46:11.400] いや、じゃ、やだ。
[00:46:14.359] 君だしね。
[00:46:15.960] 怖。それは普通に悪口なのだわ。
[00:46:23.480] 笑笑。
[00:46:28.040] ああ、やっ、ここまで。
[00:46:31.720] 笑笑。
[00:46:32.280] あ、それ笑ったわ。あの、もこのやつでしょ?もこのやつでしょ?もこのそれめっちゃ笑った。なんか嵐にさ、もこもここの配信で嵐がさ、寿命で死ねって言って、それに対してもこがてめ寿命で死ねえって言って、なんかそのお互いに天を全倒することを祈り合うみたいな。
[00:46:55.400] あれめっちゃ好きだった。めっちゃめっちゃおもろい。
[00:46:59.160] お互いになんか天を全倒することを祈り合うっていう優しい世界。
[00:47:06.319] しさこんばんは。優しい世界すぎたな。寿命で死ねっていうそのままそれもなんかどういう荒らしだよって思うけどね。寿命で死ねってなんか荒しじゃないよね。
[00:47:23.160] なんか嬉しいよ。嬉しくはないんだけどさ
[00:47:25.880] 。
[00:47:31.200] たえへんの。
[00:47:40.960] 前よ。もうここはめたください。
[00:47:49.599] 全然出ない。
[00:47:51.240] そういえばパズラーで焼肉食べてきたマさんに負けて次がお前の番だみたいなポストをしました。
[00:47:59.280] まずそのパズラーっていうのは、あの、そのパズラーっていうのはパズラそんな
[00:48:15.599] そんな界隈あるんだ。
[00:48:18.720] パズルゲーム界隈
[00:48:21.599] パズルゲーム界隈があるの?パズラ
[00:48:34.880] ペンシルパズルで日本代表取れるような人ですね。
[00:48:38.160] 何?ペンシルパズルって
[00:48:43.880] なあ。もう出ないんだけどは。
[00:48:46.800] また知らないゲーム出てきた。
[00:48:49.839] 絶滅したかもしれない。俺が借りすぎて絶滅したかも。もう、もうさ、もサクっと終わりにしようや。もうさあ、全然出ないじゃん。もうクロスワードとかピクロスとかあいうのも全部ペンシル。
[00:49:10.400] ああ、なるほどね。ああいうのペンシルパズルって言うんだ。うん。
[00:49:15.079] クロスワードパズルとか好きだよ。うん。
[00:49:20.440] あ、来た。
[00:49:28.760] もう全然進まねえよ。レベル上げこれ。
[00:49:49.160] 本来は鉛筆を使う紙のタイプのパズルがペンシルパズル。
[00:49:55.480] うーん。
[00:50:03.880] そう。
[00:50:06.720] あ、さすがランディ。あ、さすが興味持ってるよ。
[00:50:11.760] さすがランディ。くっ詳しいな。
[00:50:14.119] やっぱ精通してますな。ランディさん。さすがなんかギガスラッシュ思ったよりかっこよくないな。
[00:50:25.040] 精んだよ。
[00:50:28.359] 精通って言うだろ。別に何がおかしくねえだろ。なんだよ。精通って言うだろうが。ああ、精通って言うだろうが。
[00:50:39.760] この時間はまだ早い。
[00:50:41.280] 何がよ。下ネタじゃねえよ。
[00:50:45.680] もう頼むからもっとポンポンポンポン出て
[00:50:49.880] きてよ。ポコポコポコポコ。
[00:51:02.040] あ、来た来た。来た来た来た来た来た来た
[00:51:04.400] 。来た。
[00:51:12.720] 優先順位さ、はぐれにしてよ。最初
[00:51:24.640] 倍ドとかいいからそういうことしないでね
[00:51:27.400] 。
[00:51:36.160] うまいな。
[00:51:46.760] 君たちあのあれだよ。裏で裏でやるなって
[00:51:51.160] 言うけどこれだからね。
[00:51:54.799] これを12時間やったんだよ。見たいか?
[00:52:00.559] 裏でやるな。裏でやるなって文句言うけど
[00:52:02.640] 。これ12時間やってたんだよ。裏で
[00:52:09.400] すまんみたい。
[00:52:10.640] いやいやいやいやいやさすがにそれはさすがにそれはねそれは嘘だね。
[00:52:21.040] それは嘘だね。わあ、逃げた。もうこの曲もう頭おかしくなるな、本当に。
[00:52:38.520] ちゃまさんの顔ドアップでずっと見ていた。
[00:52:40.960] やだ、やだよ。しかもそ、これ多分ね、配信でやる方がさ、多分しんどいよね。だってらここで俺飯食いながらやってね。飯食いながらトラマ見ながらやってもめちゃめちゃ時間かかるなって思ったからそれができないってめっちゃしんどいよ。
[00:52:58.440] だって画面でカメラでこうやって映りながらこうやってここでうん。それはめちゃめちゃしんどいと思う。
[00:53:08.000] 携帯でドラマ見てたの?
[00:53:09.680] うん。いや、だっていや、ポケの画面でゲームやりながらこっちの画面であの
[00:53:16.079] Netflix開きながら
[00:53:20.520] あ、そうか。画面いっぱいあんのか。
[00:53:22.640] うん。ガス人間みたい。ガス人間おもろかった。
[00:53:26.680] おい、おい、もうしてんねよ。エージントキム。
[00:53:31.440] エージェントうるせ。しこい。こい。
[00:53:38.520] もう
[00:53:39.920] パキムタック。
[00:53:41.280] もうすごい。
[00:53:42.640] な、何なんそれ?キムたが出てんの?それキムたが出てるんか?
[00:53:48.359] 誰?笑笑
[00:53:52.680] 出てない。
[00:53:53.559] 出てないんかい?やめだ。
[00:54:20.680] 目細いな、今日俺。
[00:54:24.559] 目細。
[00:54:30.440] もうなんでメタルスライムからやらねえん
[00:54:33.680] だよ、お前は。バタ
[00:54:36.599] 逃げんなよ。おい。
[00:54:38.000] あ、もうむかつくわ。もうだろ。魔人くらい細い。もうあれするわ。命令するわ。次出てきたらもう命令するわ。バカだから攻撃しねえから。こいつらが
[00:54:55.400] むみすんごいの。
[00:54:57.319] むくみすんごいね、今日。だって
[00:55:01.359] 1日の椅子に座ってたからね、ほぼ。
[00:55:17.400] ねえ、もうメレしろ。メレさせろ。バカな、バカ、バカナスが。ここだろ。あ、
[00:55:32.520] 目見えてる、
[00:55:34.000] 見えてる。
[00:55:46.160] もう守備力と素早さと賢さしか上がんなく
[00:55:48.599] なっちゃったんだ。全部乾燥してるからな
[00:55:51.079] 。他はな。
[00:55:54.480] いや、連続攻撃か。
[00:55:59.599] メラミはいらないな。でもな。メラミは
[00:56:01.520] いらない。マジック割りはいらない。
[00:56:19.160] 見ね。
[00:56:37.799] あ、レベル上が。うわ、レベル上がりま
[00:56:40.720] へんやん。もうそんな3万ごとき
[00:57:11.799] うん。
[00:57:21.680] まベホマラーはいるよな。
